sequence,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFXgBdmB5mBi?iBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBRhBunB/?rBasB0pB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFNlBamBRiBW?sB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFUgBRhBunB/?rBasBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeOEJvhFNlBUhB3iBq?pBxrBzrB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeT/IvhFOlBdmBRiBC?nB0pBXsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Jex/IvhFXhBiiBTkBe?qB9rBcsB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFRgB3iBmlBq?rBUnBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB/pBq?rBTnBOqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8Je0/IvhFdmBRiB2pBq?rBTnBXqB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeNEJvhFamBRiBXlBu?rBcsBzpB,v115@GhA8HeB8CeA8DeC8BeB8BeC8JeXAJvhFdmBRiB2pBS?sBzrB0pB
LOTSIJZ,O,X,X,O,O,X,X,O,O,O,X,X
LOTSIZJ,O,X,X,O,O,X,X,X,O,X,X,X
LOTSJIZ,O,X,X,O,O,X,X,O,O,O,X,O
LOTSJZI,O,X,X,O,O,X,X,O,O,O,X,O
LOTSZIJ,O,X,X,O,X,X,X,X,O,X,X,X
LOTSZJI,O,X,X,O,O,X,X,O,O,X,O,X
LOTZIJS,O,X,O,O,O,X,O,X,X,O,X,X
LOTZISJ,O,X,O,X,O,X,X,X,O,X,X,X
LOTZJIS,O,X,O,O,O,X,O,O,X,O,O,X
LOTZJSI,O,X,O,O,O,X,O,O,X,O,O,X
LOTZSIJ,O,X,O,O,X,X,X,X,O,X,X,X
LOTZSJI,O,X,O,O,O,X,O,O,O,X,O,X
LOITJSZ,O,X,X,X,O,X,X,O,O,O,X,X
LOITJZS,O,X,X,X,O,X,X,O,X,O,X,X
LOITSJZ,O,X,X,X,O,X,X,O,O,O,X,X
LOITSZJ,O,X,X,X,O,X,X,X,O,X,X,X
LOITZJS,O,X,O,X,O,X,X,X,X,O,X,X
LOITZSJ,O,X,O,X,O,X,X,X,O,X,X,X
LOIJTSZ,O,X,X,X,O,X,X,O,O,O,X,X
LOIJTZS,O,X,X,X,O,X,X,O,X,O,X,X
LOIJSTZ,X,X,X,X,O,X,X,O,O,O,X,X
LOIJSZT,X,X,X,X,X,X,X,X,O,O,X,X
LOIJZTS,O,X,X,X,X,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,X,X,X,X,X,O,X,X
LOISTJZ,X,X,X,X,O,X,X,O,O,O,X,X
LOISTZJ,X,X,X,X,O,X,X,X,O,X,X,X
LOISJTZ,X,X,X,X,O,X,X,O,O,O,X,X
LOISJZT,X,X,X,X,X,X,X,X,O,O,X,X
LOISZTJ,X,X,X,X,X,X,X,X,O,X,X,X
LOISZJT,X,X,X,X,X,X,X,X,O,X,X,X
LOIZTJS,O,X,O,X,X,X,X,X,X,O,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,O,X,X,X
LOIZJTS,O,X,X,X,X,X,X,X,X,O,X,X
LOIZJST,O,X,X,X,X,X,X,X,X,O,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,O,X,X,X
LOIZSJT,O,X,X,X,X,X,X,X,O,X,X,X
LOJTISZ,O,X,X,X,O,X,O,O,O,O,X,O
LOJTIZS,O,X,O,X,O,X,O,O,X,O,X,O
LOJTSIZ,O,X,X,O,O,X,O,O,O,O,X,O
LOJTSZI,O,X,X,O,O,X,O,O,O,O,X,O
LOJTZIS,O,X,O,O,O,X,O,O,X,O,X,O
LOJTZSI,O,X,O,O,O,X,O,O,X,O,X,O
LOJITSZ,O,X,X,X,O,X,O,O,O,O,X,X
LOJITZS,O,X,O,X,O,X,O,O,X,O,X,X
LOJISTZ,X,X,X,X,O,X,O,O,O,O,X,X
LOJISZT,X,X,X,X,X,X,X,X,O,O,X,X
LOJIZTS,O,X,O,X,X,X,O,X,X,O,X,X
LOJIZST,O,X,X,X,X,X,O,X,X,O,X,X
LOJSTIZ,O,X,X,O,O,X,O,O,O,O,X,O
LOJSTZI,O,X,X,O,O,X,O,O,O,O,X,O
LOJSITZ,X,X,X,O,O,X,O,O,O,O,X,X
LOJSIZT,X,X,X,O,X,X,X,X,O,O,X,X
LOJSZTI,O,X,X,O,X,X,X,O,O,O,X,X
LOJSZIT,O,X,X,O,X,X,X,X,O,O,X,X
LOJZTIS,O,X,O,X,X,X,O,O,X,O,X,X
LOJZTSI,O,X,O,X,X,X,O,O,X,O,X,X
LOJZITS,O,X,O,X,X,X,O,X,X,O,X,X
LOJZIST,O,X,X,X,X,X,O,X,X,O,X,X
LOJZSTI,O,X,X,X,X,X,O,O,X,O,X,X
LOJZSIT,O,X,X,X,X,X,O,X,X,O,X,X
LOSTIJZ,O,X,X,O,O,X,X,O,O,O,X,X
LOSTIZJ,O,X,X,O,O,X,X,X,O,X,X,X
LOSTJIZ,O,X,X,O,O,X,X,O,O,O,X,X
LOSTJZI,O,X,X,O,O,X,X,O,O,O,X,X
LOSTZIJ,O,X,X,O,X,X,X,X,O,X,X,X
LOSTZJI,O,X,X,O,O,X,X,O,O,X,O,X
LOSITJZ,X,X,X,O,O,X,X,O,O,O,X,X
LOSITZJ,X,X,X,O,O,X,X,X,O,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,O,O,O,X,X
LOSIJZT,X,X,X,O,X,X,X,X,O,O,X,X
LOSIZTJ,X,X,X,O,X,X,X,X,O,X,X,X
LOSIZJT,X,X,X,O,X,X,X,X,O,X,X,X
LOSJTIZ,O,X,X,O,O,X,X,O,O,O,X,X
LOSJTZI,O,X,X,O,O,X,X,O,O,O,X,X
LOSJITZ,X,X,X,O,O,X,X,O,O,O,X,X
LOSJIZT,X,X,X,O,X,X,X,X,O,O,X,X
LOSJZTI,O,X,X,O,X,X,X,O,O,O,X,X
LOSJZIT,O,X,X,O,X,X,X,X,O,O,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,O,X,X,X
LOSZTJI,O,X,X,O,X,X,X,O,O,X,O,X
LOSZITJ,O,X,X,O,X,X,X,X,O,X,X,X
LOSZIJT,O,X,X,O,X,X,X,X,O,X,X,X
LOSZJTI,O,X,X,O,X,X,X,O,O,X,O,X
LOSZJIT,O,X,X,O,X,X,X,X,O,X,O,X
LOZTIJS,O,X,O,X,X,X,O,X,X,O,X,X
LOZTISJ,O,X,O,X,X,X,X,X,O,X,X,X
LOZTJIS,O,X,O,X,X,X,O,O,X,O,O,X
LOZTJSI,O,X,O,X,X,X,O,O,X,O,O,X
LOZTSIJ,O,X,O,X,X,X,X,X,O,X,X,X
LOZTSJI,O,X,O,X,X,X,O,O,O,X,O,X
LOZITJS,O,X,O,X,X,X,O,X,X,O,X,X
LOZITSJ,O,X,O,X,X,X,X,X,O,X,X,X
LOZIJTS,O,X,X,X,X,X,O,X,X,O,X,X
LOZIJST,O,X,X,X,X,X,O,X,X,O,X,X
LOZISTJ,O,X,X,X,X,X,X,X,O,X,X,X
LOZISJT,O,X,X,X,X,X,X,X,O,X,X,X
LOZJTIS,O,X,O,X,X,X,O,O,X,O,O,X
LOZJTSI,O,X,O,X,X,X,O,O,X,O,O,X
LOZJITS,O,X,O,X,X,X,O,X,X,O,O,X
LOZJIST,O,X,X,X,X,X,O,X,X,O,O,X
LOZJSTI,O,X,X,X,X,X,O,O,X,O,O,X
LOZJSIT,O,X,X,X,X,X,O,X,X,O,O,X
LOZSTIJ,O,X,X,X,X,X,X,X,O,X,X,X
LOZSTJI,O,X,X,X,X,X,O,O,O,X,O,X
LOZSITJ,O,X,X,X,X,X,X,X,O,X,X,X
LOZSIJT,O,X,X,X,X,X,X,X,O,X,X,X
LOZSJTI,O,X,X,X,X,X,O,O,O,X,O,X
LOZSJIT,O,X,X,X,X,X,O,X,O,X,O,X
JTILSZO,O,X,O,X,O,X,O,O,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X,O,X,X,X,O
JTILZSO,O,X,O,X,O,X,O,O,X,X,X,X
JTILZOS,O,O,O,X,O,O,O,X,X,O,X,X
JTILOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JTILOZS,X,X,O,X,O,X,X,X,X,O,X,O
JTISLZO,O,O,O,O,O,O,O,O,X,X,X,X
JTISLOZ,X,O,X,O,O,O,X,O,X,X,X,O
JTISZLO,O,O,O,O,O,O,O,X,X,X,X,X
JTISZOL,O,O,O,O,X,O,O,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,O,X,X,X,X,X
JTISOZL,O,O,X,O,X,O,O,X,X,X,X,X
JTIZLSO,O,X,O,O,O,X,O,O,X,X,X,X
JTIZLOS,O,O,O,X,O,O,O,X,X,O,X,X
JTIZSLO,O,O,O,O,O,O,O,X,X,X,X,X
JTIZSOL,O,O,O,O,X,O,O,X,X,X,X,X
JTIZOLS,O,O,O,X,X,O,O,X,X,X,X,X
JTIZOSL,O,O,O,O,X,O,O,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,X,O,O,X,X,X,X
JTIOLZS,O,X,O,X,X,X,O,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,O,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,O,X,X,X,X,X
JTIOZLS,O,O,O,X,X,O,O,X,X,X,X,X
JTIOZSL,O,O,O,X,X,O,O,X,X,X,X,X
JTLISZO,O,X,O,X,O,X,O,O,X,X,X,X
JTLISOZ,X,X,X,X,O,X,X,O,X,X,X,O
JTLIZSO,O,X,O,X,O,X,O,O,X,X,X,X
JTLIZOS,O,O,O,X,O,O,O,X,X,O,X,X
JTLIOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JTLIOZS,X,X,O,X,O,X,X,X,X,O,X,O
JTLSIZO,O,O,O,O,O,O,O,O,X,X,X,X
JTLSIOZ,X,O,X,O,O,O,X,O,X,X,X,O
JTLSZIO,O,O,O,O,O,O,O,O,X,X,O,X
JTLSZOI,O,O,O,O,O,O,O,O,O,O,O,O
JTLSOIZ,X,O,X,O,O,O,O,O,O,O,X,O
JTLSOZI,X,O,X,O,O,O,O,O,O,O,X,O
JTLZISO,O,X,O,O,O,X,O,O,X,X,O,X
JTLZIOS,O,O,O,X,O,O,O,X,X,O,O,X
JTLZSIO,O,O,O,O,O,O,O,O,X,X,O,X
JTLZSOI,O,O,O,O,O,O,O,O,X,O,O,O
JTLZOIS,O,O,O,X,O,O,O,X,X,O,O,O
JTLZOSI,O,O,O,X,O,O,O,X,X,O,O,O
JTLOISZ,X,X,X,X,O,X,O,O,O,O,X,O
JTLOIZS,X,X,O,X,O,X,O,X,X,O,X,O
JTLOSIZ,X,X,X,X,O,X,O,O,O,O,X,O
JTLOSZI,X,X,X,X,O,X,O,O,O,O,X,O
JTLOZIS,X,X,O,X,O,X,O,X,X,O,X,O
JTLOZSI,X,X,O,X,O,X,O,X,X,O,X,O
JTSILZO,O,O,O,O,O,O,O,O,X,X,X,X
JTSILOZ,X,O,X,O,O,O,X,O,X,X,X,O
JTSIZLO,O,O,O,O,O,O,O,X,X,X,X,X
JTSIZOL,O,O,O,O,X,O,O,X,X,X,X,X
JTSIOLZ,X,X,X,O,X,X,O,X,X,X,X,X
JTSIOZL,O,O,X,O,X,O,O,X,X,X,X,X
JTSLIZO,O,O,O,O,O,O,O,O,X,X,X,X
JTSLIOZ,X,O,X,O,O,O,X,O,X,X,X,O
JTSLZIO,O,O,O,O,O,O,O,O,X,X,O,X
JTSLZOI,O,O,O,O,O,O,O,O,O,O,O,O
JTSLOIZ,X,O,X,O,O,O,O,O,O,O,X,O
JTSLOZI,X,O,X,O,O,O,O,O,O,O,X,O
JTSZILO,O,O,O,O,X,O,O,X,X,X,O,X
JTSZIOL,O,O,O,O,X,O,O,X,X,X,O,X
JTSZLIO,O,O,O,O,O,O,O,O,X,X,O,X
JTSZLOI,O,O,O,O,O,O,O,O,O,O,O,O
JTSZOIL,O,O,O,O,X,O,O,X,X,X,O,X
JTSZOLI,O,O,O,O,X,O,O,X,X,X,O,X
JTSOILZ,X,X,X,O,X,X,O,X,X,X,X,X
JTSOIZL,O,O,X,O,X,O,O,X,X,X,X,X
JTSOLIZ,X,O,X,O,X,O,O,O,X,X,X,O
JTSOLZI,X,O,X,O,X,O,O,O,X,X,X,O
JTSOZIL,O,O,X,O,X,O,O,X,X,X,X,X
JTSOZLI,O,O,X,O,X,O,O,X,X,X,X,X
JTZILSO,O,X,O,O,O,X,O,O,X,X,O,X
JTZILOS,O,O,O,X,O,O,O,X,X,O,O,X
JTZISLO,O,O,O,O,O,O,O,X,X,X,O,X
JTZISOL,O,O,O,O,X,O,O,X,X,X,O,X
JTZIOLS,O,O,O,X,X,O,O,X,X,X,O,X
JTZIOSL,O,O,O,O,X,O,O,X,X,X,O,X
JTZLISO,O,X,O,O,O,X,O,O,X,X,O,X
JTZLIOS,O,O,O,X,O,O,O,X,X,O,O,X
JTZLSIO,O,O,O,O,O,O,O,O,X,X,O,X
JTZLSOI,O,O,O,O,O,O,O,O,X,O,O,O
JTZLOIS,O,O,O,X,O,O,O,X,X,O,O,O
JTZLOSI,O,O,O,X,O,O,O,X,X,O,O,O
JTZSILO,O,O,O,O,X,O,O,X,X,X,O,X
JTZSIOL,O,O,O,O,X,O,O,X,X,X,O,X
JTZSLIO,O,O,O,O,O,O,O,O,X,X,O,X
JTZSLOI,O,O,O,O,O,O,O,O,X,O,O,O
JTZSOIL,O,O,O,O,X,O,O,X,X,X,O,X
JTZSOLI,O,O,O,O,X,O,O,X,X,X,O,X
JTZOILS,O,O,O,X,X,O,O,X,X,X,O,X
JTZOISL,O,O,O,O,X,O,O,X,X,X,O,X
JTZOLIS,O,O,O,X,X,O,O,X,X,O,O,X
JTZOLSI,O,O,O,X,X,O,O,X,X,O,O,X
JTZOSIL,O,O,O,O,X,O,O,X,X,X,O,X
JTZOSLI,O,O,O,O,X,O,O,X,X,X,O,X
JTOILSZ,O,X,X,X,X,X,O,O,X,X,X,X
JTOILZS,O,X,O,X,X,X,O,X,X,X,X,X
JTOISLZ,O,X,X,O,X,X,O,X,X,X,X,X
JTOISZL,O,X,X,O,X,X,O,X,X,X,X,X
JTOIZLS,O,O,O,O,X,O,O,X,X,X,X,X
JTOIZSL,O,O,O,O,X,O,O,X,X,X,X,X
JTOLISZ,O,X,X,X,X,X,O,O,X,O,X,O
JTOLIZS,O,X,O,X,X,X,O,X,X,O,X,O
JTOLSIZ,O,X,X,O,X,X,O,O,X,O,X,O
JTOLSZI,O,X,X,O,X,X,O,O,X,O,X,O
JTOLZIS,O,X,O,O,X,X,O,X,X,O,X,O
JTOLZSI,O,X,O,O,X,X,O,X,X,O,X,O
JTOSILZ,O,X,X,O,X,X,O,X,X,X,X,X
JTOSIZL,O,O,X,O,X,O,O,X,X,X,X,X
JTOSLIZ,O,O,X,O,X,O,O,O,X,X,X,O
JTOSLZI,O,O,X,O,X,O,O,O,X,X,X,O
JTOSZIL,O,O,X,O,X,O,O,X,X,X,X,X
JTOSZLI,O,O,X,O,X,O,O,X,X,X,X,X
JTOZILS,O,O,O,O,X,O,O,X,X,X,X,X
JTOZISL,O,O,O,O,X,O,O,X,X,X,X,X
JTOZLIS,O,O,O,O,X,O,O,X,X,O,X,X
JTOZLSI,O,O,O,O,X,O,O,X,X,O,X,X
JTOZSIL,O,O,O,O,X,O,O,X,X,X,X,X
JTOZSLI,O,O,O,O,X,O,O,X,X,X,X,X
JITLSZO,O,X,O,X,O,X,O,O,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X,O,X,X,X,O
JITLZSO,O,X,O,X,O,X,O,O,X,X,X,X
JITLZOS,O,O,O,X,O,O,O,X,X,O,X,X
JITLOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JITLOZS,X,X,O,X,O,X,X,X,X,O,X,O
JITSLZO,O,O,O,O,O,X,O,O,X,X,X,X
JITSLOZ,X,O,X,O,O,X,X,O,X,X,X,O
JITSZLO,O,O,O,O,O,X,O,X,X,X,X,X
JITSZOL,O,O,O,O,X,O,O,X,X,X,X,X
JITSOLZ,X,X,X,X,X,X,O,X,X,X,X,X
JITSOZL,O,O,X,O,X,X,O,X,X,X,X,X
JITZLSO,O,X,O,O,O,X,O,O,X,X,X,X
JITZLOS,O,O,O,X,O,O,O,X,X,O,X,X
JITZSLO,O,O,O,O,O,X,O,X,X,X,X,X
JITZSOL,O,O,O,O,X,O,O,X,X,X,X,X
JITZOLS,O,O,O,X,X,O,O,X,X,X,X,X
JITZOSL,O,O,O,O,X,O,O,X,X,X,X,X
JITOLSZ,O,X,X,X,X,X,O,O,X,X,X,X
JITOLZS,O,X,O,X,X,X,O,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,O,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,O,X,X,X,X,X
JITOZLS,O,O,O,X,X,O,O,X,X,X,X,X
JITOZSL,O,O,O,X,X,O,O,X,X,X,X,X
JILTSZO,O,X,O,X,O,X,O,O,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X,O,X,X,X,O
JILTZSO,O,X,O,X,O,X,O,O,X,X,X,X
JILTZOS,O,X,O,X,O,X,O,X,X,O,X,X
JILTOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JILTOZS,X,X,O,X,O,X,X,X,X,O,X,O
JILSTZO,X,X,O,X,O,X,O,O,X,X,X,X
JILSTOZ,X,X,X,X,O,X,X,O,X,X,X,O
JILSZTO,X,X,O,X,O,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,X,X,X,X,O,X,X,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,O,X,O,X,O,X,X,X,X,X
JILZTOS,O,X,O,X,O,X,O,X,X,O,X,X
JILZSTO,O,X,O,X,O,X,O,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,O,X,X,O,X,X
JILZOST,X,X,X,X,X,X,X,X,X,O,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X,O,X,X
JILOTZS,X,X,O,X,O,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,O,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,O,X,X
JILOZTS,X,X,O,X,X,X,X,X,X,O,X,X
JILOZST,X,X,X,X,X,X,X,X,X,O,X,X
JISTLZO,O,O,O,O,O,O,O,O,X,X,X,X
JISTLOZ,X,O,X,O,O,X,X,O,X,X,X,O
JISTZLO,O,O,O,O,O,O,O,X,X,X,X,X
JISTZOL,O,O,O,O,X,O,O,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,O,X,X,X,X,X
JISTOZL,O,O,X,O,X,O,O,X,X,X,X,X
JISLTZO,X,O,O,O,O,O,O,O,X,X,X,X
JISLTOZ,X,O,X,O,O,O,X,O,X,X,X,O
JISLZTO,X,O,O,O,O,O,X,X,X,X,X,X
JISLZOT,X,O,X,O,X,O,X,X,X,X,X,X
JISLOTZ,X,O,X,O,O,X,X,X,X,X,X,X
JISLOZT,X,O,X,O,X,X,X,X,X,X,X,X
JISZTLO,O,O,O,O,O,O,O,X,X,X,X,X
JISZTOL,O,O,O,O,X,O,O,X,X,X,X,X
JISZLTO,O,O,O,X,X,O,O,X,X,X,X,X
JISZLOT,X,O,X,X,X,O,X,X,X,X,X,X
JISZOTL,X,O,O,O,X,O,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,O,X,X,X,X,X,X
JISOTLZ,X,X,X,O,X,X,O,X,X,X,X,X
JISOTZL,X,O,X,O,X,X,O,X,X,X,X,X
JISOLTZ,X,X,X,O,X,X,O,X,X,X,X,X
JISOLZT,X,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,X,O,X,O,X,X,O,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,O,X,O,X,O,X,X,X,X,X
JIZTLOS,O,O,O,X,O,O,O,X,X,O,X,X
JIZTSLO,O,O,O,X,O,X,O,X,X,X,X,X
JIZTSOL,O,O,O,X,X,O,O,X,X,X,X,X
JIZTOLS,O,O,O,X,X,O,O,X,X,X,X,X
JIZTOSL,O,O,O,X,X,O,O,X,X,X,X,X
JIZLTSO,O,X,O,X,X,X,O,X,X,X,X,X
JIZLTOS,O,X,O,X,X,X,O,X,X,O,X,X
JIZLSTO,O,X,O,X,X,X,O,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,O,X,X,O,X,X
JIZLOST,O,X,X,X,X,X,O,X,X,O,X,X
JIZSTLO,O,O,O,X,O,O,O,X,X,X,X,X
JIZSTOL,O,O,O,X,X,O,O,X,X,X,X,X
JIZSLTO,O,O,O,X,X,O,O,X,X,X,X,X
JIZSLOT,X,O,X,X,X,O,X,X,X,X,X,X
JIZSOTL,X,O,O,X,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,O,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,O,O,X,X,X,X,X
JIZOTSL,O,O,O,X,X,O,O,X,X,X,X,X
JIZOLTS,O,X,O,X,X,X,O,X,X,O,X,X
JIZOLST,O,X,X,X,X,X,O,X,X,O,X,X
JIZOSTL,O,O,O,X,X,O,O,X,X,X,X,X
JIZOSLT,O,O,X,X,X,O,O,X,X,X,X,X
JIOTLSZ,O,X,X,X,X,X,O,X,X,X,X,X
JIOTLZS,O,X,O,X,X,X,O,X,X,X,X,X
JIOTSLZ,O,X,X,O,X,X,O,X,X,X,X,X
JIOTSZL,O,X,X,O,X,X,O,X,X,X,X,X
JIOTZLS,O,X,O,O,X,X,O,X,X,X,X,X
JIOTZSL,O,X,O,O,X,X,O,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,O,X,X,O,X,X
JIOLTZS,O,X,O,X,X,X,O,X,X,O,X,X
JIOLSTZ,X,X,X,X,X,X,O,X,X,O,X,X
JIOLSZT,X,X,X,X,X,X,X,X,X,O,X,X
JIOLZTS,O,X,O,X,X,X,O,X,X,O,X,X
JIOLZST,O,X,X,X,X,X,O,X,X,O,X,X
JIOSTLZ,O,X,X,O,X,X,O,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,O,X,X,X,X,X
JIOSLTZ,X,X,X,O,X,X,O,X,X,X,X,X
JIOSLZT,X,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,O,X,X,X,X,X
JIOSZLT,O,X,X,X,X,X,O,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,O,X,X,X,X,X
JIOZTSL,O,X,O,X,X,X,O,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,O,X,X,O,X,X
JIOZLST,O,X,X,X,X,X,O,X,X,O,X,X
JIOZSTL,O,X,O,X,X,X,O,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,O,X,X,X,X,X
JLTISZO,O,X,O,X,O,X,O,O,X,X,X,X
JLTISOZ,X,X,X,X,O,X,X,O,X,X,X,O
JLTIZSO,O,X,O,X,O,X,O,O,X,X,X,X
JLTIZOS,O,O,O,X,O,X,O,X,X,O,X,X
JLTIOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JLTIOZS,X,X,O,X,O,X,X,X,X,O,X,O
JLTSIZO,O,O,O,O,O,X,O,O,X,X,X,X
JLTSIOZ,X,O,X,O,O,X,X,O,X,X,X,O
JLTSZIO,O,O,O,O,O,X,O,O,X,X,O,X
JLTSZOI,O,O,O,O,O,X,O,O,O,O,O,O
JLTSOIZ,X,O,X,O,O,X,O,O,O,O,X,O
JLTSOZI,X,O,X,O,O,X,O,O,O,O,X,O
JLTZISO,O,X,O,O,O,X,O,O,X,X,O,X
JLTZIOS,O,O,O,X,O,X,O,X,X,O,O,X
JLTZSIO,O,O,O,O,O,X,O,O,X,X,O,X
JLTZSOI,O,O,O,O,O,X,O,O,X,O,O,O
JLTZOIS,O,O,O,X,O,X,O,X,X,O,O,O
JLTZOSI,O,O,O,X,O,X,O,X,X,O,O,O
JLTOISZ,X,X,X,X,O,X,O,O,O,O,X,O
JLTOIZS,X,X,O,X,O,X,O,X,X,O,X,O
JLTOSIZ,X,X,X,X,O,X,O,O,O,O,X,O
JLTOSZI,X,X,X,X,O,X,O,O,O,O,X,O
JLTOZIS,X,X,O,X,O,X,O,X,X,O,X,O
JLTOZSI,X,X,O,X,O,X,O,X,X,O,X,O
JLITSZO,O,X,O,X,O,X,O,O,X,X,X,X
JLITSOZ,X,X,X,X,O,X,X,O,X,X,X,O
JLITZSO,O,X,O,X,O,X,O,O,X,X,X,X
JLITZOS,O,X,O,X,O,X,O,X,X,O,X,X
JLITOSZ,X,X,X,X,O,X,X,O,X,O,X,O
JLITOZS,X,X,O,X,O,X,X,X,X,O,X,O
JLISTZO,X,X,O,X,O,X,O,O,X,X,X,X
JLISTOZ,X,X,X,X,O,X,X,O,X,X,X,O
JLISZTO,X,X,O,X,O,X,X,X,X,X,X,X
JLISZOT,X,X,X,X,X,X,X,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,X,O,X,O,X,O,X,X,X,X,X
JLIZTOS,O,X,O,X,O,X,O,X,X,O,X,X
JLIZSTO,O,X,O,X,O,X,O,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,O,X,X,O,X,X
JLIZOST,X,X,X,X,X,X,X,X,X,O,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,X,O,X,X
JLIOTZS,X,X,O,X,O,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,O,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X,O,X,X
JLIOZTS,X,X,O,X,X,X,X,X,X,O,X,X
JLIOZST,X,X,X,X,X,X,X,X,X,O,X,X
JLSTIZO,X,O,O,O,O,X,O,O,X,X,X,X
JLSTIOZ,X,O,X,O,O,X,X,O,X,X,X,O
JLSTZIO,X,O,O,O,O,X,O,O,X,X,O,X
JLSTZOI,X,O,O,O,O,X,O,O,O,O,O,O
JLSTOIZ,X,O,X,O,O,X,O,O,O,O,X,O
JLSTOZI,X,O,X,O,O,X,O,O,O,O,X,O
JLSITZO,X,O,O,O,O,X,O,O,X,X,X,X
JLSITOZ,X,O,X,O,O,X,X,O,X,X,X,O
JLSIZTO,X,O,O,O,O,X,X,X,X,X,X,X
JLSIZOT,X,O,X,O,X,X,X,X,X,X,X,X
JLSIOTZ,X,O,X,O,O,X,X,X,X,X,X,X
JLSIOZT,X,O,X,O,X,X,X,X,X,X,X,X
JLSZTIO,X,O,O,O,O,X,X,O,X,X,O,X
JLSZTOI,X,O,O,O,O,X,X,O,O,O,O,O
JLSZITO,X,O,O,O,O,X,X,X,X,X,O,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLSZOTI,X,O,X,O,X,X,X,X,O,O,O,X
JLSZOIT,X,O,X,O,X,X,X,X,O,O,O,X
JLSOTIZ,X,O,X,O,O,X,O,O,O,O,X,O
JLSOTZI,X,O,X,O,O,X,O,O,O,O,X,O
JLSOITZ,X,O,X,O,O,X,O,O,O,O,X,X
JLSOIZT,X,O,X,O,X,X,X,X,O,O,X,X
