sequence,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFumBcnBTjByqBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBOnBXjBStBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JeGBJvhFxiBilBXnBToBUr?B1xB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemBCiBTjBXnBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBxiBesBCoBFr?BXtB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhFGjBTlBlnBirBXt?B0rB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBiiB+oB3nBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFFiB6oB0mBznBmq?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemB6oBRnB3rBzs?BFsB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhF+oBilBfsBlnBUr?BzsB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFihB+oBRnBFrBXs?BzsB
LJZSTOI,X,O,O,X,O,X,O,O,X,O,O
LJZSITO,X,O,X,X,O,X,O,O,X,O,X
LJZSIOT,X,O,X,X,O,X,O,O,X,O,X
LJZSOTI,X,O,X,X,O,X,O,O,O,O,X
LJZSOIT,X,O,X,X,O,X,O,X,O,O,X
LJZOTIS,X,X,O,X,X,X,X,X,O,X,X
LJZOTSI,X,X,O,X,X,X,X,O,O,X,X
LJZOITS,X,X,O,X,X,X,X,X,O,X,X
LJZOIST,X,X,X,X,X,X,X,X,O,O,X
LJZOSTI,X,X,X,X,X,X,X,O,O,O,X
LJZOSIT,X,X,X,X,X,X,X,X,O,O,X
LJOTISZ,X,X,O,X,X,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,O,X,X,X
LJOITZS,X,X,O,X,X,X,X,O,X,X,X
LJOISTZ,X,X,O,X,X,X,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,X,O,O,X,X
LJOIZTS,X,X,O,X,X,X,X,O,O,X,X
LJOIZST,X,X,X,X,X,X,X,O,O,O,X
LJOSTIZ,X,X,O,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,O,X
LJOSITZ,X,X,O,X,X,X,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,X,O,O,X,X
LJOSZTI,X,X,X,X,X,X,X,O,O,X,X
LJOSZIT,X,X,X,X,X,X,X,X,O,X,X
LJOZTIS,X,X,O,X,X,X,X,X,O,X,X
LJOZTSI,X,X,O,X,X,X,X,O,O,X,X
LJOZITS,X,X,O,X,X,X,X,X,O,X,X
LJOZIST,X,X,X,X,X,X,X,X,O,O,X
LJOZSTI,X,X,X,X,X,X,X,O,O,O,X
LJOZSIT,X,X,X,X,X,X,X,X,O,O,X
LSTIJZO,O,X,O,X,O,O,X,X,X,X,X
LSTIJOZ,O,X,O,X,X,O,X,X,X,X,X
LSTIZJO,O,X,O,X,O,O,X,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,O,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,O,O,X,X,X,O,X
LSTJIOZ,X,X,O,X,X,O,X,X,X,X,X
LSTJZIO,O,O,O,X,O,O,X,X,X,O,X
LSTJZOI,O,O,O,X,O,X,X,X,X,O,X
LSTJOIZ,X,X,O,X,X,O,X,X,X,X,X
LSTJOZI,O,X,O,X,X,O,X,X,X,O,X
LSTZIJO,O,O,O,X,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,O,O,X,X,X,X,X
LSTZJOI,O,O,O,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,O,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,O,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,O,X,X,X,X,X
LSTOJZI,O,X,O,X,X,O,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,O,X,X,X,X,X
LSTOZJI,O,X,O,X,X,O,X,X,X,X,X
LSITJZO,O,X,X,X,O,O,X,X,X,X,X
LSITJOZ,O,X,X,X,X,O,X,X,X,X,X
LSITZJO,O,X,X,X,O,O,X,X,X,X,X
LSITZOJ,O,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,O,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,X,X,O,X,X,O,X,O,X
LSIJTOZ,O,X,X,X,X,X,X,O,X,X,X
LSIJZTO,O,O,X,X,O,X,X,O,X,O,X
LSIJZOT,O,O,X,X,O,X,X,O,X,O,X
LSIJOTZ,X,X,X,X,X,X,X,O,X,X,X
LSIJOZT,O,O,X,X,O,X,X,O,X,X,X
LSIZTJO,O,O,X,X,O,X,X,O,X,O,X
LSIZTOJ,O,O,X,X,X,X,X,O,X,X,X
LSIZJTO,O,O,X,X,O,X,X,O,X,O,X
LSIZJOT,O,O,X,X,O,X,X,X,X,O,X
LSIZOTJ,O,O,X,X,X,X,X,O,X,X,X
LSIZOJT,O,O,X,X,O,X,X,X,X,O,X
LSIOTJZ,O,X,X,X,X,X,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,O,X,X,X
LSIOJTZ,X,X,X,X,X,X,X,O,X,X,X
LSIOJZT,O,X,X,X,O,X,X,O,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,O,X,X,X
LSIOZJT,O,X,X,X,O,X,X,O,X,X,X
LSJTIZO,X,O,X,X,O,O,X,O,X,O,X
LSJTIOZ,X,X,X,X,X,O,X,O,X,X,X
LSJTZIO,O,O,X,X,O,O,X,O,X,O,X
LSJTZOI,O,O,X,X,O,X,X,O,X,O,X
LSJTOIZ,X,X,O,X,X,O,X,X,X,X,X
LSJTOZI,O,X,X,X,X,O,X,X,X,O,X
LSJITZO,O,O,X,X,O,X,X,O,X,O,X
LSJITOZ,O,X,X,X,X,X,X,O,X,X,X
LSJIZTO,O,O,X,X,O,X,X,O,X,O,X
LSJIZOT,O,O,X,X,O,X,X,O,X,O,X
LSJIOTZ,X,X,X,X,X,X,X,O,X,X,X
LSJIOZT,O,O,X,X,O,X,X,O,X,X,X
LSJZTIO,X,O,X,X,O,X,X,O,X,O,O
LSJZTOI,X,O,O,X,O,X,X,O,X,O,O
LSJZITO,X,O,X,X,O,X,X,O,X,O,X
LSJZIOT,X,O,X,X,O,X,X,O,X,O,X
LSJZOTI,X,O,X,X,O,X,X,O,X,O,X
LSJZOIT,X,O,X,X,O,X,X,X,X,O,X
LSJOTIZ,X,X,O,X,X,O,X,X,X,X,X
LSJOTZI,X,X,X,X,X,O,X,X,X,O,X
LSJOITZ,X,X,O,X,X,O,X,O,X,X,X
LSJOIZT,X,O,X,X,O,O,X,O,X,X,X
LSJOZTI,X,O,X,X,O,X,X,O,X,X,X
LSJOZIT,X,O,X,X,O,O,X,X,X,X,X
LSZTIJO,O,O,O,X,O,O,X,X,X,O,O
LSZTIOJ,O,O,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,O,O,X,X,X,O,O
LSZTJOI,O,O,O,X,O,X,X,X,X,O,O
LSZTOIJ,O,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,O,X,O,X,X,X,X,X,O
LSZITJO,O,O,X,X,O,X,X,X,X,O,X
LSZITOJ,O,O,X,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,X,O,X,X,X,X,O,X
LSZIJOT,O,O,X,X,O,X,X,X,X,O,X
LSZIOTJ,O,O,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,O,X,X,X,X,O,X
LSZJTIO,X,O,X,X,O,X,X,X,X,O,O
LSZJTOI,X,O,O,X,O,X,X,X,X,O,O
LSZJITO,X,O,X,X,O,X,X,X,X,O,X
LSZJIOT,X,O,X,X,O,X,X,X,X,O,X
LSZJOTI,X,O,X,X,O,X,X,X,O,O,X
LSZJOIT,X,O,X,X,O,X,X,X,O,O,X
LSZOTIJ,X,O,X,X,X,X,X,X,O,X,X
LSZOTJI,X,O,X,X,X,X,X,X,O,X,X
LSZOITJ,X,O,X,X,X,X,X,X,O,X,X
LSZOIJT,X,O,X,X,O,X,X,X,O,O,X
LSZOJTI,X,O,X,X,O,X,X,X,O,O,X
LSZOJIT,X,O,X,X,O,X,X,X,O,O,X
LSOTIJZ,X,X,O,X,X,O,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,O,X,X
LSOTJIZ,X,X,O,X,X,O,X,X,X,X,X
LSOTJZI,O,X,O,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,X,O,X,X
LSOTZJI,O,X,O,X,X,O,X,X,O,X,X
LSOITJZ,O,X,X,X,X,O,X,X,X,X,X
LSOITZJ,O,X,X,X,X,O,X,X,O,X,X
LSOIJTZ,X,X,O,X,X,O,X,X,X,X,X
LSOIJZT,O,X,X,X,O,O,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,O,X,X,O,X,X
LSOIZJT,O,X,X,X,O,O,X,X,O,X,X
LSOJTIZ,X,X,O,X,X,O,X,X,X,X,X
LSOJTZI,X,X,X,X,X,O,X,X,X,O,X
LSOJITZ,X,X,O,X,X,O,X,X,X,X,X
LSOJIZT,X,O,X,X,O,O,X,X,O,X,X
LSOJZTI,X,O,X,X,O,X,X,X,O,X,X
LSOJZIT,X,O,X,X,O,O,X,X,O,X,X
LSOZTIJ,X,O,X,X,X,O,X,X,O,X,X
LSOZTJI,X,O,X,X,X,O,X,X,O,X,X
LSOZITJ,X,O,X,X,X,O,X,X,O,X,X
LSOZIJT,X,O,X,X,O,O,X,X,O,X,X
LSOZJTI,X,O,X,X,O,X,X,X,O,X,X
LSOZJIT,X,O,X,X,O,O,X,X,O,X,X
LZTIJSO,O,O,X,O,X,X,O,X,X,O,O
LZTIJOS,O,O,O,O,X,X,O,X,X,X,X
LZTISJO,O,O,O,O,X,X,X,X,X,O,O
LZTISOJ,O,O,O,O,X,X,X,X,X,X,X
LZTIOJS,O,O,O,O,X,X,O,X,X,X,X
LZTIOSJ,O,O,O,O,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,X,X,X,X,X,O,O
LZTJIOS,O,X,O,X,O,X,X,X,X,X,X
LZTJSIO,O,O,O,O,O,X,O,X,X,O,O
LZTJSOI,O,O,O,O,O,X,O,X,X,O,O
LZTJOIS,O,X,O,X,O,X,X,X,O,X,X
LZTJOSI,O,O,O,O,O,X,O,X,O,X,O
LZTSIJO,O,O,O,O,X,X,X,X,X,O,O
LZTSIOJ,O,O,O,O,X,X,X,X,X,X,X
LZTSJIO,O,O,O,O,O,X,X,X,X,O,O
LZTSJOI,O,O,O,O,O,X,X,X,X,O,O
LZTSOIJ,O,O,O,O,X,X,X,X,X,X,X
LZTSOJI,O,O,O,O,O,X,X,X,X,X,O
LZTOIJS,O,O,O,O,X,X,O,X,O,X,X
LZTOISJ,O,O,O,O,X,X,X,X,X,X,X
LZTOJIS,O,X,O,X,O,X,X,X,O,X,X
LZTOJSI,O,O,O,O,O,X,O,X,O,X,O
LZTOSIJ,O,O,O,O,X,X,X,X,O,X,X
LZTOSJI,O,O,O,O,O,X,X,X,O,X,O
LZITJSO,O,O,X,O,X,X,O,O,X,O,X
LZITJOS,O,O,O,O,X,X,O,X,X,X,X
LZITSJO,O,O,O,O,X,X,X,O,X,O,X
LZITSOJ,O,O,O,O,X,X,X,O,X,X,X
LZITOJS,O,O,O,O,X,X,O,X,X,X,X
LZITOSJ,O,O,O,O,X,X,X,O,X,X,X
LZIJTSO,O,O,X,O,X,X,O,O,X,O,X
LZIJTOS,O,O,O,O,X,X,O,O,X,X,X
LZIJSTO,O,O,X,O,X,X,O,O,X,O,X
LZIJSOT,O,O,X,O,X,X,O,O,X,O,X
LZIJOTS,O,O,X,X,X,X,X,O,O,X,X
LZIJOST,O,O,X,X,X,X,X,O,O,O,X
LZISTJO,O,O,X,O,X,X,X,O,X,O,X
LZISTOJ,O,O,X,O,X,X,X,O,X,X,X
LZISJTO,O,O,X,O,X,X,X,O,X,O,X
LZISJOT,O,O,X,O,X,X,X,X,X,O,X
LZISOTJ,O,O,X,X,X,X,X,O,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,O,X
LZIOTJS,O,O,X,X,X,X,X,O,O,X,X
LZIOTSJ,O,O,X,X,X,X,X,O,X,X,X
LZIOJTS,O,O,X,X,X,X,X,O,O,X,X
LZIOJST,O,O,X,X,X,X,X,O,O,O,X
LZIOSTJ,O,O,X,X,X,X,X,O,O,X,X
LZIOSJT,O,O,X,X,X,X,X,O,O,O,X
LZJTISO,X,X,X,X,X,X,X,O,X,O,O
LZJTIOS,X,X,O,X,O,X,X,X,X,X,X
LZJTSIO,X,O,O,O,O,X,O,O,X,O,O
LZJTSOI,X,O,O,O,O,X,O,O,X,O,O
LZJTOIS,X,X,O,X,O,X,X,X,O,X,X
LZJTOSI,X,O,O,O,O,X,O,O,O,X,O
LZJITSO,X,O,X,O,X,X,O,O,X,O,X
LZJITOS,X,O,O,O,O,X,O,O,X,X,X
LZJISTO,X,O,X,O,X,X,O,O,X,O,X
LZJISOT,X,O,X,O,X,X,O,O,X,O,X
LZJIOTS,X,O,X,X,X,X,X,O,O,X,X
LZJIOST,X,O,X,X,X,X,X,O,O,O,X
LZJSTIO,X,O,X,X,O,X,O,O,X,O,O
LZJSTOI,X,O,O,X,O,X,O,O,X,O,O
LZJSITO,X,O,X,X,O,X,O,O,X,O,X
LZJSIOT,X,O,X,X,O,X,O,O,X,O,X
LZJSOTI,X,O,X,X,O,X,O,O,O,O,X
LZJSOIT,X,O,X,X,O,X,O,X,O,O,X
LZJOTIS,X,X,O,X,X,X,X,X,O,X,X
LZJOTSI,X,X,O,X,X,X,X,O,O,X,X
LZJOITS,X,X,O,X,X,X,X,X,O,X,X
LZJOIST,X,X,X,X,X,X,X,X,O,O,X
LZJOSTI,X,X,X,X,X,X,X,O,O,O,X
LZJOSIT,X,X,X,X,X,X,X,X,O,O,X
LZSTIJO,O,O,O,X,O,O,X,X,X,O,O
LZSTIOJ,O,O,O,X,X,X,X,X,X,X,X
LZSTJIO,O,O,O,X,O,O,X,X,X,O,O
LZSTJOI,O,O,O,X,O,X,X,X,X,O,O
LZSTOIJ,O,O,O,X,X,X,X,X,X,X,X
LZSTOJI,O,O,O,X,O,X,X,X,X,X,O
LZSITJO,O,O,X,X,O,X,X,X,X,O,X
LZSITOJ,O,O,X,X,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,O,X,X,X,X,O,X
LZSIJOT,O,O,X,X,O,X,X,X,X,O,X
LZSIOTJ,O,O,X,X,X,X,X,X,X,X,X
LZSIOJT,O,O,X,X,O,X,X,X,X,O,X
LZSJTIO,X,O,X,X,O,X,X,X,X,O,O
LZSJTOI,X,O,O,X,O,X,X,X,X,O,O
LZSJITO,X,O,X,X,O,X,X,X,X,O,X
LZSJIOT,X,O,X,X,O,X,X,X,X,O,X
LZSJOTI,X,O,X,X,O,X,X,X,O,O,X
LZSJOIT,X,O,X,X,O,X,X,X,O,O,X
LZSOTIJ,X,O,X,X,X,X,X,X,O,X,X
LZSOTJI,X,O,X,X,X,X,X,X,O,X,X
LZSOITJ,X,O,X,X,X,X,X,X,O,X,X
LZSOIJT,X,O,X,X,O,X,X,X,O,O,X
LZSOJTI,X,O,X,X,O,X,X,X,O,O,X
LZSOJIT,X,O,X,X,O,X,X,X,O,O,X
LZOTIJS,X,X,O,X,X,X,X,X,O,X,X
LZOTISJ,X,O,O,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,X,X,X,X,X,O,X,X
LZOTJSI,X,O,O,X,X,X,X,X,O,X,X
LZOTSIJ,X,O,O,X,X,X,X,X,O,X,X
LZOTSJI,X,O,O,X,X,X,X,X,O,X,X
LZOITJS,X,O,X,X,X,X,X,X,O,X,X
LZOITSJ,X,O,X,X,X,X,X,X,X,X,X
LZOIJTS,X,O,O,X,X,X,X,X,O,X,X
LZOIJST,X,O,X,X,X,X,X,X,O,O,X
LZOISTJ,X,O,X,X,X,X,X,X,O,X,X
LZOISJT,X,O,X,X,X,X,X,X,O,O,X
LZOJTIS,X,X,O,X,X,X,X,X,O,X,X
LZOJTSI,X,X,O,X,X,X,X,X,O,X,X
LZOJITS,X,X,O,X,X,X,X,X,O,X,X
LZOJIST,X,X,X,X,X,X,X,X,O,O,X
LZOJSTI,X,X,X,X,X,X,X,X,O,O,X
LZOJSIT,X,X,X,X,X,X,X,X,O,O,X
LZOSTIJ,X,O,X,X,X,X,X,X,O,X,X
LZOSTJI,X,O,X,X,X,X,X,X,O,X,X
LZOSITJ,X,O,X,X,X,X,X,X,O,X,X
LZOSIJT,X,O,X,X,X,X,X,X,O,O,X
LZOSJTI,X,O,X,X,X,X,X,X,O,O,X
LZOSJIT,X,O,X,X,X,X,X,X,O,O,X
LOTIJSZ,X,X,O,X,X,X,X,X,X,X,X
LOTIJZS,X,X,O,X,X,X,X,X,X,X,X
LOTISJZ,X,X,O,X,X,O,X,X,X,X,X
LOTISZJ,O,X,O,X,X,O,X,X,O,X,X
LOTIZJS,O,X,O,X,X,X,X,X,O,X,X
LOTIZSJ,O,X,O,X,X,X,X,X,X,X,X
LOTJISZ,X,X,O,X,X,X,X,X,X,X,X
LOTJIZS,X,X,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,O,X,X,O,X,X
LOTSJIZ,X,X,O,X,X,O,X,X,X,X,X
LOTSJZI,O,X,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,O,X,X,O,X,X
LOTSZJI,O,X,O,X,X,O,X,X,O,X,X
LOTZIJS,O,X,O,X,X,X,X,X,O,X,X
LOTZISJ,O,X,O,X,X,X,X,X,X,X,X
LOTZJIS,O,X,O,X,X,X,X,X,O,X,X
LOTZJSI,O,X,O,X,X,X,X,X,O,X,X
LOTZSIJ,O,X,O,X,X,X,X,X,O,X,X
LOTZSJI,O,X,O,X,X,X,X,X,O,X,X
LOITJSZ,O,X,O,X,X,X,X,O,X,X,X
LOITJZS,O,X,O,X,X,X,X,O,X,X,X
LOITSJZ,O,X,O,X,X,O,X,O,X,X,X
LOITSZJ,O,X,O,X,X,O,X,O,O,X,X
LOITZJS,O,X,O,X,X,X,X,O,O,X,X
LOITZSJ,O,X,O,X,X,X,X,O,X,X,X
LOIJTSZ,X,X,O,X,X,X,X,O,X,X,X
LOIJTZS,X,X,O,X,X,X,X,O,X,X,X
LOIJSTZ,X,X,O,X,X,O,X,O,X,X,X
LOIJSZT,O,X,X,X,X,O,X,O,O,X,X
LOIJZTS,O,X,O,X,X,X,X,O,O,X,X
LOIJZST,O,X,X,X,X,X,X,O,O,O,X
LOISTJZ,O,X,X,X,X,O,X,O,X,X,X
LOISTZJ,O,X,X,X,X,O,X,O,O,X,X
LOISJTZ,X,X,O,X,X,O,X,O,X,X,X
LOISJZT,O,X,X,X,X,O,X,O,O,X,X
LOISZTJ,O,X,X,X,X,O,X,O,O,X,X
LOISZJT,O,X,X,X,X,O,X,O,O,X,X
LOIZTJS,O,X,X,X,X,X,X,O,O,X,X
LOIZTSJ,O,X,X,X,X,X,X,O,X,X,X
LOIZJTS,O,X,O,X,X,X,X,O,O,X,X
LOIZJST,O,X,X,X,X,X,X,O,O,O,X
LOIZSTJ,O,X,X,X,X,O,X,O,O,X,X
LOIZSJT,O,X,X,X,X,O,X,O,O,O,X
LOJTISZ,X,X,O,X,X,X,X,X,X,X,X
LOJTIZS,X,X,O,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,O,X,X,X,X,X,X,X,X
LOJTSZI,X,X,O,X,X,X,X,X,X,X,X
LOJTZIS,X,X,O,X,X,X,X,X,X,X,X
LOJTZSI,X,X,O,X,X,X,X,X,X,X,X
LOJITSZ,X,X,O,X,X,X,X,O,X,X,X
LOJITZS,X,X,O,X,X,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,O,X,O,X,X,X
LOJISZT,X,X,X,X,X,O,X,O,O,X,X
LOJIZTS,X,X,O,X,X,X,X,O,O,X,X
LOJIZST,X,X,X,X,X,X,X,O,O,O,X
LOJSTIZ,X,X,O,X,X,O,X,X,X,X,X
LOJSTZI,X,X,X,X,X,O,X,X,X,O,X
LOJSITZ,X,X,O,X,X,O,X,O,X,X,X
LOJSIZT,X,X,X,X,X,O,X,O,O,X,X
LOJSZTI,X,X,X,X,X,X,X,O,O,X,X
LOJSZIT,X,X,X,X,X,O,X,X,O,X,X
LOJZTIS,X,X,O,X,X,X,X,X,O,X,X
LOJZTSI,X,X,O,X,X,X,X,O,O,X,X
LOJZITS,X,X,O,X,X,X,X,X,O,X,X
LOJZIST,X,X,X,X,X,X,X,X,O,O,X
LOJZSTI,X,X,X,X,X,X,X,O,O,O,X
LOJZSIT,X,X,X,X,X,X,X,X,O,O,X
LOSTIJZ,X,X,O,X,X,O,X,X,X,X,X
LOSTIZJ,O,X,O,X,X,O,X,X,O,X,X
LOSTJIZ,X,X,O,X,X,O,X,X,X,X,X
LOSTJZI,O,X,O,X,X,O,X,X,X,X,X
LOSTZIJ,O,X,O,X,X,O,X,X,O,X,X
LOSTZJI,O,X,O,X,X,O,X,X,O,X,X
LOSITJZ,O,X,X,X,X,O,X,X,X,X,X
LOSITZJ,O,X,X,X,X,O,X,X,O,X,X
LOSIJTZ,X,X,O,X,X,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,O,X,X,O,X,X
LOSIZTJ,O,X,X,X,X,O,X,X,O,X,X
LOSIZJT,O,X,X,X,X,O,X,X,O,X,X
LOSJTIZ,X,X,O,X,X,O,X,X,X,X,X
LOSJTZI,X,X,X,X,X,O,X,X,X,O,X
LOSJITZ,X,X,O,X,X,O,X,X,X,X,X
LOSJIZT,X,O,X,X,X,O,X,X,O,X,X
LOSJZTI,X,O,X,X,X,X,X,X,O,X,X
LOSJZIT,X,O,X,X,X,O,X,X,O,X,X
LOSZTIJ,X,O,X,X,X,O,X,X,O,X,X
LOSZTJI,X,O,X,X,X,O,X,X,O,X,X
LOSZITJ,X,O,X,X,X,O,X,X,O,X,X
LOSZIJT,X,O,X,X,X,O,X,X,O,X,X
LOSZJTI,X,O,X,X,X,X,X,X,O,X,X
LOSZJIT,X,O,X,X,X,O,X,X,O,X,X
LOZTIJS,X,X,O,X,X,X,X,X,O,X,X
LOZTISJ,X,O,O,X,X,X,X,X,X,X,X
LOZTJIS,X,X,O,X,X,X,X,X,O,X,X
LOZTJSI,X,O,O,X,X,X,X,X,O,X,X
LOZTSIJ,X,O,O,X,X,X,X,X,O,X,X
LOZTSJI,X,O,O,X,X,X,X,X,O,X,X
LOZITJS,X,O,X,X,X,X,X,X,O,X,X
LOZITSJ,X,O,X,X,X,X,X,X,X,X,X
LOZIJTS,X,O,O,X,X,X,X,X,O,X,X
LOZIJST,X,O,X,X,X,X,X,X,O,O,X
LOZISTJ,X,O,X,X,X,O,X,X,O,X,X
LOZISJT,X,O,X,X,X,O,X,X,O,O,X
LOZJTIS,X,X,O,X,X,X,X,X,O,X,X
LOZJTSI,X,X,O,X,X,X,X,X,O,X,X
LOZJITS,X,X,O,X,X,X,X,X,O,X,X
LOZJIST,X,X,X,X,X,X,X,X,O,O,X
LOZJSTI,X,X,X,X,X,X,X,X,O,O,X
LOZJSIT,X,X,X,X,X,X,X,X,O,O,X
LOZSTIJ,X,O,X,X,X,O,X,X,O,X,X
LOZSTJI,X,O,X,X,X,O,X,X,O,X,X
LOZSITJ,X,O,X,X,X,O,X,X,O,X,X
LOZSIJT,X,O,X,X,X,O,X,X,O,O,X
LOZSJTI,X,O,X,X,X,X,X,X,O,O,X
LOZSJIT,X,O,X,X,X,O,X,X,O,O,X
JTILSZO,X,X,X,X,X,X,X,O,X,X,X
JTILSOZ,X,X,X,X,X,X,X,O,X,X,X
JTILZSO,X,X,X,X,X,X,X,O,X,X,X
JTILZOS,X,X,X,X,X,X,X,O,X,X,X
JTILOSZ,X,X,X,X,X,X,X,O,X,X,X
JTILOZS,X,X,X,X,X,X,X,O,X,X,X
JTISLZO,X,X,X,X,X,X,O,O,X,O,X
JTISLOZ,X,X,X,X,X,X,X,O,X,X,X
JTISZLO,X,X,X,X,X,X,O,O,X,X,X
JTISZOL,X,X,X,X,X,X,O,O,X,X,X
JTISOLZ,X,X,X,X,X,X,X,O,X,X,X
JTISOZL,X,X,X,X,X,X,X,O,X,X,X
JTIZLSO,X,X,X,X,X,X,O,O,X,X,X
JTIZLOS,X,X,X,X,O,X,O,O,X,X,X
JTIZSLO,X,X,X,X,X,X,O,O,X,X,X
JTIZSOL,X,X,X,X,O,X,O,O,X,X,X
JTIZOLS,X,X,X,X,O,X,O,O,X,X,X
JTIZOSL,X,X,X,X,O,X,O,O,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,O,X,X,X
JTIOLZS,X,X,X,X,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,O,X,X,X
JTIOSZL,X,X,X,X,X,X,X,O,X,X,X
JTIOZLS,X,X,X,X,X,X,X,O,X,X,X
JTIOZSL,X,X,X,X,X,X,X,O,X,X,X
JTLISZO,X,X,X,X,X,X,X,O,X,X,X
JTLISOZ,X,X,X,X,X,X,X,O,X,X,X
JTLIZSO,X,X,X,X,X,X,X,O,X,O,X
JTLIZOS,X,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,O,X,X,X
JTLIOZS,X,X,O,X,X,X,X,O,X,X,X
JTLSIZO,X,X,O,X,X,X,X,O,X,O,X
JTLSIOZ,X,X,O,X,X,X,X,O,X,X,X
JTLSZIO,O,X,O,X,X,X,X,O,X,O,X
JTLSZOI,O,X,O,X,X,X,X,O,X,O,X
JTLSOIZ,X,X,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,O,X,X,X,X,X,X,O,X
JTLZISO,O,X,X,X,X,X,X,O,X,O,X
JTLZIOS,O,X,O,X,X,X,X,X,X,X,X
JTLZSIO,O,X,O,X,X,X,X,O,X,O,X
JTLZSOI,O,X,O,X,X,X,X,O,X,O,X
JTLZOIS,O,X,O,X,X,X,X,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X,O,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,X,X,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X,X
JTSILZO,X,X,O,X,X,X,X,O,X,O,X
JTSILOZ,X,X,O,X,X,X,X,O,X,X,X
JTSIZLO,X,X,O,O,O,X,X,O,X,X,X
JTSIZOL,X,X,O,O,O,X,X,O,X,X,X
JTSIOLZ,X,X,O,X,X,X,X,O,X,X,X
