sequence,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFOnB6oB/qBznB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8JeFCJvhFXjBxlBStBmlB0q?BzrB,v115@9gB8HeB8HeB8HeC8DeC8JexAJvhFKnBziB+oB/qB0r?BFrB,v115@9gB8HeB8HeB8HeC8DeC8Je0AJvhFlhBziB+oB/qBxr?BywB,v115@9gB8HeB8HeB8HeC8DeC8Je3BJvhFziB+oB0lBVsBil?BRwB,v115@9gB8HeB8HeB8HeC8DeC8Je3AJvhF1mBxiBcsBToB2q?BSwB,v115@9gB8HeB8HeB8HeC8DeC8JeUBJvhFFiBTjBWtBxqByw?B/qB,v115@9gB8HeB8HeB8HeC8DeC8JeiAJvhFTjBGmBlqBxsBcs?B3rB,v115@9gB8HeB8HeB8HeC8DeC8JefIJvhF6oBTlBlmBmlBUn?BRwB,v115@9gB8HeB8HeB8HeC8DeC8JeTAJvhFUjBxmBStBlqB3r?BmrB,v115@9gB8HeB8HeB8HeC8DeC8JeXBJvhFxiB2qBToBCsBFs?B0qB
JTSIZLO,X,X,O,O,O,X,X,O,X,X,X
JTSIZOL,X,X,X,O,O,X,X,O,X,O,X
JTSIOLZ,X,X,X,O,O,X,X,O,X,X,X
JTSIOZL,X,X,X,O,O,X,X,O,X,O,X
JTSLIZO,X,X,X,X,O,X,O,O,X,X,X
JTSLIOZ,X,X,O,X,O,X,O,O,X,X,X
JTSLZIO,X,X,O,X,X,X,X,X,X,X,X
JTSLZOI,X,X,O,X,X,X,X,X,X,X,X
JTSLOIZ,X,X,O,X,O,X,O,X,X,X,O
JTSLOZI,X,X,O,X,X,X,X,X,X,X,O
JTSZILO,X,X,O,O,O,X,X,X,X,X,X
JTSZIOL,X,X,X,O,O,X,X,X,X,X,X
JTSZLIO,X,X,O,O,X,X,X,X,X,X,X
JTSZLOI,X,X,O,O,X,X,X,X,X,X,X
JTSZOIL,X,X,X,O,O,X,X,X,X,X,X
JTSZOLI,X,X,O,O,X,X,X,X,X,X,X
JTSOILZ,X,X,X,O,O,X,X,X,X,X,X
JTSOIZL,X,X,X,O,O,X,X,X,X,O,X
JTSOLIZ,X,X,O,X,O,X,O,X,X,X,O
JTSOLZI,X,X,O,X,X,X,X,X,X,X,O
JTSOZIL,X,X,X,O,O,X,X,X,X,X,X
JTSOZLI,X,X,O,O,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,O,X,X,O,X,X,X
JTZILOS,X,X,X,X,O,X,X,O,X,X,X
JTZISLO,X,X,X,X,O,X,X,O,X,X,X
JTZISOL,X,X,X,X,O,X,X,O,X,X,X
JTZIOLS,X,X,X,X,O,X,X,O,X,X,X
JTZIOSL,X,X,X,X,O,X,X,O,X,X,X
JTZLISO,X,X,X,X,X,X,O,O,X,X,X
JTZLIOS,X,X,X,X,X,X,O,O,X,X,X
JTZLSIO,X,X,O,X,X,X,X,X,X,X,X
JTZLSOI,X,X,O,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,O,X,X,X,X
JTZLOSI,X,X,O,X,X,X,X,X,X,X,X
JTZSILO,X,X,O,X,O,X,X,X,X,X,X
JTZSIOL,X,X,X,X,O,X,X,X,X,X,X
JTZSLIO,X,X,O,X,X,X,X,X,X,X,X
JTZSLOI,X,X,O,X,X,X,X,X,X,X,X
JTZSOIL,X,X,X,X,O,X,X,X,X,X,X
JTZSOLI,X,X,O,X,X,X,X,X,X,X,X
JTZOILS,X,X,X,X,O,X,X,X,X,X,X
JTZOISL,X,X,X,X,O,X,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X,O,X,X,X,X
JTZOLSI,X,X,O,X,X,X,X,X,X,X,X
JTZOSIL,X,X,X,X,O,X,X,X,X,X,X
JTZOSLI,X,X,O,X,X,X,X,X,X,X,X
JTOILSZ,X,X,X,O,O,X,O,O,X,X,X
JTOILZS,X,X,X,X,O,X,O,O,X,X,X
JTOISLZ,X,X,X,O,O,X,X,O,X,X,X
JTOISZL,X,X,X,O,O,X,X,O,X,X,X
JTOIZLS,X,X,X,X,O,X,X,O,X,O,X
JTOIZSL,X,X,X,O,O,X,X,O,X,O,X
JTOLISZ,X,X,X,X,O,X,O,O,X,X,O
JTOLIZS,X,X,X,X,O,X,O,O,X,X,O
JTOLSIZ,X,X,O,X,O,X,O,X,X,X,O
JTOLSZI,X,X,O,X,X,X,X,X,X,X,O
JTOLZIS,X,X,X,X,X,X,O,X,X,X,O
JTOLZSI,X,X,O,X,X,X,X,X,X,X,O
JTOSILZ,X,X,X,O,O,X,X,X,X,X,X
JTOSIZL,X,X,X,O,O,X,X,X,X,O,X
JTOSLIZ,X,X,O,X,O,X,O,X,X,X,O
JTOSLZI,X,X,O,X,X,X,X,X,X,X,O
JTOSZIL,X,X,X,O,O,X,X,X,X,X,X
JTOSZLI,X,X,O,O,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,O,X,X,X,X,X,X
JTOZISL,X,X,X,X,O,X,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X,O,X,X,X,X
JTOZLSI,X,X,O,X,X,X,X,X,X,X,X
JTOZSIL,X,X,X,X,O,X,X,X,X,X,X
JTOZSLI,X,X,O,X,X,X,X,X,X,X,X
JITLSZO,X,X,X,O,O,X,O,O,X,X,X
JITLSOZ,X,X,X,O,O,X,O,O,O,X,X
JITLZSO,X,X,X,X,O,X,O,O,X,X,X
JITLZOS,X,X,X,X,O,X,O,O,X,X,X
JITLOSZ,X,X,X,O,O,X,O,O,O,X,X
JITLOZS,X,X,X,X,O,X,O,O,X,X,X
JITSLZO,X,X,X,O,O,X,X,O,X,X,X
JITSLOZ,X,X,X,O,O,X,X,O,O,X,X
JITSZLO,X,X,X,O,O,X,X,O,X,X,X
JITSZOL,X,X,X,O,O,X,X,O,X,X,X
JITSOLZ,X,X,X,O,O,X,X,O,O,X,X
JITSOZL,X,X,X,O,O,X,X,O,X,X,X
JITZLSO,X,X,X,X,O,X,X,O,X,X,X
JITZLOS,X,X,X,X,O,X,X,O,X,X,X
JITZSLO,X,X,X,O,O,X,X,O,X,X,X
JITZSOL,X,X,X,O,O,X,X,O,X,X,X
JITZOLS,X,X,X,X,O,X,X,O,X,X,X
JITZOSL,X,X,X,O,O,X,X,O,X,X,X
JITOLSZ,X,X,X,O,O,X,O,O,O,X,X
JITOLZS,X,X,X,X,O,X,O,O,X,X,X
JITOSLZ,X,X,X,O,O,X,X,O,O,X,X
JITOSZL,X,X,X,O,O,X,X,O,X,X,X
JITOZLS,X,X,X,X,O,X,X,O,X,X,X
JITOZSL,X,X,X,O,O,X,X,O,X,X,X
JILTSZO,X,X,X,O,O,X,O,X,X,X,X
JILTSOZ,X,X,X,O,O,X,O,X,O,X,X
JILTZSO,X,X,X,X,O,X,O,X,X,X,X
JILTZOS,X,X,X,X,O,X,O,X,X,X,X
JILTOSZ,X,X,X,O,O,X,O,X,O,X,X
JILTOZS,X,X,X,X,O,X,O,X,X,X,X
JILSTZO,X,X,X,O,X,X,O,X,X,X,X
JILSTOZ,X,X,O,O,X,X,O,X,O,X,X
JILSZTO,X,X,O,O,X,X,O,X,X,X,X
JILSZOT,X,X,O,O,X,X,O,X,X,X,X
JILSOTZ,X,X,O,O,X,X,O,X,O,X,O
JILSOZT,X,X,O,O,X,X,O,X,X,X,X
JILZTSO,X,X,X,X,O,X,O,X,X,X,X
JILZTOS,X,X,X,X,O,X,O,X,X,X,X
JILZSTO,X,X,O,X,X,X,O,X,X,X,X
JILZSOT,X,X,O,X,X,X,O,X,X,X,X
JILZOTS,X,X,X,X,X,X,O,X,X,X,X
JILZOST,X,X,O,X,X,X,O,X,X,X,X
JILOTSZ,X,X,X,O,O,X,O,X,O,X,O
JILOTZS,X,X,X,X,O,X,O,X,X,X,O
JILOSTZ,X,X,O,O,X,X,O,X,O,X,X
JILOSZT,X,X,O,O,X,X,O,X,X,X,X
JILOZTS,X,X,X,X,X,X,O,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,X,X,X
JISTLZO,X,X,X,O,O,X,X,X,X,X,X
JISTLOZ,X,X,O,O,O,X,X,X,O,X,X
JISTZLO,X,X,O,O,O,X,X,X,X,X,X
JISTZOL,X,X,X,O,O,X,X,X,X,X,X
JISTOLZ,X,X,X,O,O,X,X,X,O,X,X
JISTOZL,X,X,X,O,O,X,X,X,X,X,X
JISLTZO,X,X,X,O,X,X,O,X,X,X,X
JISLTOZ,X,X,O,O,X,X,O,X,O,X,X
JISLZTO,X,X,O,O,X,X,O,X,X,X,X
JISLZOT,X,X,O,O,X,X,O,X,X,X,X
JISLOTZ,X,X,O,O,X,X,O,X,O,X,O
JISLOZT,X,X,O,O,X,X,O,X,X,X,X
JISZTLO,X,X,O,O,O,X,X,X,X,X,X
JISZTOL,X,X,X,O,O,X,X,X,X,X,X
JISZLTO,X,X,O,O,X,X,X,X,X,X,X
JISZLOT,X,X,O,O,X,X,X,X,X,X,X
JISZOTL,X,X,X,O,X,X,X,X,X,X,X
JISZOLT,X,X,O,O,X,X,X,X,X,X,X
JISOTLZ,X,X,X,O,O,X,X,X,O,X,X
JISOTZL,X,X,X,O,O,X,X,X,X,X,X
JISOLTZ,X,X,O,O,X,X,O,X,O,X,O
JISOLZT,X,X,O,O,X,X,O,X,X,X,X
JISOZTL,X,X,X,O,X,X,X,X,X,X,X
JISOZLT,X,X,O,O,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,O,X,X,X,X,X,X
JIZTLOS,X,X,X,X,O,X,X,X,X,X,X
JIZTSLO,X,X,X,O,O,X,X,X,X,X,X
JIZTSOL,X,X,X,O,O,X,X,X,X,X,X
JIZTOLS,X,X,X,X,O,X,X,X,X,X,X
JIZTOSL,X,X,X,O,O,X,X,X,X,X,X
JIZLTSO,X,X,X,X,O,X,O,X,X,X,X
JIZLTOS,X,X,X,X,O,X,O,X,X,X,X
JIZLSTO,X,X,O,X,X,X,O,X,X,X,X
JIZLSOT,X,X,O,X,X,X,O,X,X,X,X
JIZLOTS,X,X,X,X,X,X,O,X,X,X,X
JIZLOST,X,X,O,X,X,X,O,X,X,X,X
JIZSTLO,X,X,O,O,O,X,X,X,X,X,X
JIZSTOL,X,X,X,O,O,X,X,X,X,X,X
JIZSLTO,X,X,O,O,X,X,X,X,X,X,X
JIZSLOT,X,X,O,O,X,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,X,X,X,X,X,X
JIZSOLT,X,X,O,O,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,O,X,X,X,X,X,X
JIZOTSL,X,X,X,O,O,X,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,O,X,X,X,X
JIZOLST,X,X,O,X,X,X,O,X,X,X,X
JIZOSTL,X,X,X,O,X,X,X,X,X,X,X
JIZOSLT,X,X,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,O,O,X,O,O,O,X,X
JIOTLZS,X,X,X,X,O,X,O,O,X,X,X
JIOTSLZ,X,X,X,O,O,X,X,O,O,X,X
JIOTSZL,X,X,X,O,O,X,X,O,X,X,X
JIOTZLS,X,X,X,X,O,X,X,O,X,X,X
JIOTZSL,X,X,X,O,O,X,X,O,X,X,X
JIOLTSZ,X,X,X,O,O,X,O,X,O,X,O
JIOLTZS,X,X,X,X,O,X,O,X,X,X,O
JIOLSTZ,X,X,O,O,X,X,O,X,O,X,X
JIOLSZT,X,X,O,O,X,X,O,X,X,X,X
JIOLZTS,X,X,X,X,X,X,O,X,X,X,X
JIOLZST,X,X,O,X,X,X,O,X,X,X,X
JIOSTLZ,X,X,X,O,O,X,X,X,O,X,X
JIOSTZL,X,X,X,O,O,X,X,X,X,X,X
JIOSLTZ,X,X,O,O,X,X,O,X,O,X,O
JIOSLZT,X,X,O,O,X,X,O,X,X,X,X
JIOSZTL,X,X,X,O,X,X,X,X,X,X,X
JIOSZLT,X,X,O,O,X,X,X,X,X,X,X
JIOZTLS,X,X,X,X,O,X,X,X,X,X,X
JIOZTSL,X,X,X,O,O,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,O,X,X,X,X
JIOZLST,X,X,O,X,X,X,O,X,X,X,X
JIOZSTL,X,X,X,O,X,X,X,X,X,X,X
JIOZSLT,X,X,O,O,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,O,X,O,X,X,X,X
JLTISOZ,X,X,X,X,O,X,O,X,X,X,X
JLTIZSO,X,X,X,X,O,X,O,X,X,X,X
JLTIZOS,X,X,X,X,O,X,O,X,X,X,X
JLTIOSZ,X,X,X,X,O,X,O,X,X,X,X
JLTIOZS,X,X,X,X,O,X,O,X,X,X,X
JLTSIZO,X,X,X,X,O,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,O,X,O,X,X,X,X
JLTSZIO,X,X,O,X,X,X,X,X,X,X,X
JLTSZOI,X,X,O,X,X,O,X,X,X,X,X
JLTSOIZ,X,X,O,X,O,X,O,X,X,X,O
JLTSOZI,X,X,O,X,X,O,X,X,X,X,O
JLTZISO,X,X,X,X,X,X,O,X,X,X,X
JLTZIOS,X,X,X,X,X,X,O,X,X,X,X
JLTZSIO,X,X,O,X,X,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,O,X,X,X,X,X
JLTZOIS,X,X,X,X,X,O,O,X,X,X,X
JLTZOSI,X,X,O,X,X,O,X,X,X,X,X
JLTOISZ,X,X,X,X,O,X,O,X,X,X,O
JLTOIZS,X,X,X,X,O,X,O,X,X,X,O
JLTOSIZ,X,X,O,X,O,X,O,X,X,X,O
JLTOSZI,X,X,O,X,X,O,X,X,X,X,O
JLTOZIS,X,X,X,X,X,O,O,X,X,X,O
JLTOZSI,X,X,O,X,X,O,X,X,X,X,O
JLITSZO,X,X,X,O,O,X,O,X,X,X,X
JLITSOZ,X,X,X,O,O,X,O,X,O,X,X
JLITZSO,X,X,X,X,O,X,O,X,X,X,X
JLITZOS,X,X,X,X,O,X,O,X,X,X,X
JLITOSZ,X,X,X,O,O,X,O,X,O,X,X
JLITOZS,X,X,X,X,O,X,O,X,X,X,X
JLISTZO,X,X,X,O,X,X,O,X,X,X,X
JLISTOZ,X,X,O,O,X,X,O,X,O,X,X
JLISZTO,X,X,O,O,X,X,O,X,X,X,X
JLISZOT,X,X,O,O,X,X,O,X,X,X,X
JLISOTZ,X,X,O,O,X,X,O,X,O,X,O
JLISOZT,X,X,O,O,X,X,O,X,X,X,X
JLIZTSO,X,X,X,X,O,X,O,X,X,X,X
JLIZTOS,X,X,X,X,O,X,O,X,X,X,X
JLIZSTO,X,X,O,X,X,X,O,X,X,X,X
JLIZSOT,X,X,O,X,X,X,O,X,X,X,X
JLIZOTS,X,X,X,X,X,X,O,X,X,X,X
JLIZOST,X,X,O,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,O,O,X,O,X,O,X,O
JLIOTZS,X,X,X,X,O,X,O,X,X,X,O
JLIOSTZ,X,X,O,O,X,X,O,X,O,X,X
JLIOSZT,X,X,O,O,X,X,O,X,X,X,X
JLIOZTS,X,X,X,X,X,X,O,X,X,X,X
JLIOZST,X,X,O,X,X,X,O,X,X,X,X
JLSTIZO,X,X,X,X,X,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,O,X,X,X,X
JLSTZIO,X,O,O,X,X,X,X,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X,X,X,X,X
JLSTOIZ,X,O,O,X,X,X,O,X,X,X,O
JLSTOZI,X,O,O,X,X,X,X,X,X,X,O
JLSITZO,X,X,X,O,X,X,O,X,X,X,X
JLSITOZ,X,X,O,O,X,X,O,X,O,X,X
JLSIZTO,O,X,O,O,X,X,O,X,X,X,X
JLSIZOT,O,X,O,O,X,X,O,X,X,X,X
JLSIOTZ,O,X,O,O,X,X,O,X,O,X,O
JLSIOZT,O,X,O,O,X,X,O,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X,X,X,X,X
JLSZTOI,X,X,O,O,X,X,X,X,X,X,X
JLSZITO,O,O,O,O,X,X,X,X,X,X,X
JLSZIOT,O,X,O,O,X,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X,O
JLSZOIT,O,O,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,X,O,X,X,X,O
JLSOTZI,O,O,O,X,X,X,X,X,X,X,O
JLSOITZ,O,O,O,O,X,X,O,X,O,X,O
JLSOIZT,O,X,O,O,X,X,O,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X,X,X,O
JLSOZIT,O,O,O,O,X,X,X,X,X,X,X
JLZTISO,X,X,X,X,X,X,O,X,X,X,X
JLZTIOS,X,X,X,X,X,X,O,X,X,X,X
JLZTSIO,O,X,O,X,X,X,X,X,X,X,X
JLZTSOI,X,X,O,X,X,O,X,X,X,X,X
JLZTOIS,X,X,X,X,X,O,O,X,X,X,X
JLZTOSI,X,X,O,X,X,O,X,X,X,X,X
JLZITSO,X,O,X,X,X,X,O,X,X,X,X
JLZITOS,X,X,X,X,X,X,O,X,X,X,X
JLZISTO,O,O,O,X,X,X,O,X,X,X,X
JLZISOT,O,X,O,X,X,X,O,X,X,X,X
JLZIOTS,X,X,X,X,X,X,O,X,X,X,X
JLZIOST,X,X,O,X,X,X,O,X,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X,X,X,X
JLZSTOI,X,X,O,X,X,X,X,X,X,X,X
JLZSITO,O,O,O,X,X,X,X,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X,X,X,O
JLZSOIT,O,O,O,X,X,X,X,X,X,X,X
JLZOTIS,X,O,X,X,X,O,O,X,X,X,O
JLZOTSI,O,O,O,X,X,O,X,X,X,X,O
JLZOITS,X,O,X,X,X,O,O,X,X,X,X
JLZOIST,O,O,O,X,X,X,O,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,X,X
JLOTISZ,X,O,X,X,O,X,O,X,X,X,O
JLOTIZS,X,X,X,X,O,X,O,X,X,X,O
JLOTSIZ,O,O,O,X,O,X,O,X,X,X,O
JLOTSZI,O,O,O,X,X,O,X,X,X,X,O
JLOTZIS,X,O,X,X,X,O,O,X,X,X,O
JLOTZSI,O,O,O,X,X,O,X,X,X,X,O
JLOITSZ,X,O,X,O,O,X,O,X,X,X,O
JLOITZS,X,X,X,X,O,X,O,X,X,X,O
JLOISTZ,O,O,O,O,X,X,O,X,X,X,X
JLOISZT,O,X,O,O,X,X,O,X,X,X,X
JLOIZTS,X,X,X,X,X,X,O,X,X,X,X
JLOIZST,O,X,O,X,X,X,O,X,X,X,X
JLOSTIZ,O,O,O,X,X,X,O,X,X,X,O
JLOSTZI,O,O,O,X,X,X,X,X,X,X,O
JLOSITZ,O,O,O,O,X,X,O,X,O,X,O
JLOSIZT,O,X,O,O,X,X,O,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X,X,X,X,O
JLOSZIT,O,O,O,O,X,X,X,X,X,X,X
JLOZTIS,X,O,X,X,X,O,O,X,X,X,O
JLOZTSI,O,O,O,X,X,O,X,X,X,X,O
JLOZITS,X,O,X,X,X,O,O,X,X,X,X
JLOZIST,O,O,O,X,X,X,O,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X,X,X,X
JSTILZO,X,X,X,O,O,X,X,X,X,X,X
JSTILOZ,X,X,O,O,O,X,X,X,X,X,X
JSTIZLO,X,X,O,O,O,X,X,X,X,X,X
JSTIZOL,X,X,X,O,O,X,X,X,X,O,X
JSTIOLZ,X,X,X,O,O,X,X,X,X,X,X
JSTIOZL,X,X,X,O,O,X,X,X,X,O,X
JSTLIZO,X,X,X,X,O,X,O,X,X,X,X
JSTLIOZ,X,X,O,X,O,X,O,X,X,X,X
JSTLZIO,X,X,O,X,X,X,X,X,X,X,X
JSTLZOI,X,X,O,X,X,X,X,X,X,X,X
JSTLOIZ,X,X,O,X,O,X,O,X,X,X,O
JSTLOZI,X,X,O,X,X,X,X,X,X,X,O
JSTZILO,X,X,O,O,O,X,X,X,X,X,X
JSTZIOL,X,X,X,O,O,X,X,X,X,X,X
JSTZLIO,X,X,O,O,X,X,X,X,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X,X,X
JSTZOIL,X,X,X,O,O,X,X,X,X,X,X
JSTZOLI,X,X,O,O,X,X,X,X,X,X,X
JSTOILZ,X,X,X,O,O,X,X,X,X,X,X
JSTOIZL,X,X,X,O,O,X,X,X,X,O,X
JSTOLIZ,X,X,O,X,O,X,O,X,X,X,O
JSTOLZI,X,X,O,X,X,X,X,X,X,X,O
JSTOZIL,X,X,X,O,O,X,X,X,X,X,X
JSTOZLI,X,X,O,O,X,X,X,X,X,X,X
JSITLZO,X,X,X,O,O,X,X,X,X,X,X
JSITLOZ,X,X,O,O,O,X,X,X,O,X,X
JSITZLO,X,X,O,O,O,X,X,X,X,X,X
JSITZOL,X,X,X,O,O,X,X,X,X,O,X
JSITOLZ,X,X,X,O,O,X,X,X,O,X,X
JSITOZL,X,X,X,O,O,X,X,X,X,O,X
JSILTZO,X,X,X,O,X,X,O,X,X,X,X
JSILTOZ,X,X,O,O,X,X,O,X,O,X,X
JSILZTO,O,X,O,O,X,X,O,X,X,X,X
JSILZOT,O,X,O,O,X,X,O,X,X,X,X
JSILOTZ,O,X,O,O,X,X,O,X,O,X,O
JSILOZT,O,X,O,O,X,X,O,X,X,X,X
JSIZTLO,O,X,O,O,O,X,X,X,X,X,X
JSIZTOL,O,X,X,O,O,X,X,X,X,O,X
JSIZLTO,O,X,O,O,X,X,X,X,X,X,X
JSIZLOT,O,X,O,O,X,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X,X,X,X
JSIZOLT,O,X,O,O,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,O,O,X,X,X,O,X,X
JSIOTZL,X,X,X,O,O,X,X,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,O,X,O,X,O
JSIOLZT,O,X,O,O,X,X,O,X,X,X,X
JSIOZTL,X,X,X,O,X,X,X,X,X,X,X
JSIOZLT,O,X,O,O,X,X,X,X,X,X,X
JSLTIZO,X,X,X,X,X,X,O,X,X,X,X
JSLTIOZ,X,X,O,X,X,X,O,X,X,X,X
JSLTZIO,X,X,O,X,X,X,X,X,X,X,X
JSLTZOI,X,X,O,X,X,X,X,X,X,X,X
JSLTOIZ,X,X,O,X,X,X,O,X,X,X,O
JSLTOZI,X,X,O,X,X,X,X,X,X,X,O
JSLITZO,X,X,X,O,X,X,O,X,X,X,X
JSLITOZ,X,X,O,O,X,X,O,X,O,X,X
JSLIZTO,O,X,O,O,X,X,O,X,X,X,X
JSLIZOT,O,X,O,O,X,X,O,X,X,X,X
JSLIOTZ,O,X,O,O,X,X,O,X,O,X,O
JSLIOZT,O,X,O,O,X,X,O,X,X,X,X
JSLZTIO,O,X,O,O,X,X,X,X,X,X,X
JSLZTOI,X,X,O,O,X,X,X,X,X,X,X
JSLZITO,O,X,O,O,X,X,X,X,X,X,X
JSLZIOT,O,X,O,O,X,X,X,X,X,X,X
JSLZOTI,O,X,O,O,X,X,X,X,X,X,O
JSLZOIT,O,X,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,O,X,X,X,O
JSLOTZI,O,X,O,X,X,X,X,X,X,X,O
JSLOITZ,O,X,O,O,X,X,O,X,O,X,O
JSLOIZT,O,X,O,O,X,X,O,X,X,X,X
JSLOZTI,O,X,O,O,X,X,X,X,X,X,O
JSLOZIT,O,X,O,O,X,X,X,X,X,X,X
JSZTILO,O,X,O,O,X,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,X,X,X,X,X,X
JSZTLIO,O,X,O,O,X,X,X,X,X,X,X
JSZTLOI,X,X,O,O,X,X,X,X,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X,X,X,X,X
JSZITLO,O,X,O,O,X,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,O,O,X,X,X,X,X,X,X
JSZILOT,O,X,O,O,X,X,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,X,O,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,X,X,X,X,X,X,X
JSZLTOI,X,X,O,O,X,X,X,X,X,X,X
JSZLITO,O,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,O,O,X,X,X,X,X,X,X
JSZLOTI,O,X,O,O,X,X,X,X,X,X,O
JSZLOIT,O,X,O,O,X,X,X,X,X,X,X
JSZOTIL,O,X,X,O,X,X,X,X,X,X,X
JSZOTLI,O,X,O,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,O,X,X,X,X,X,X,X
JSZOILT,O,X,O,O,X,X,X,X,X,X,X
JSZOLTI,O,X,O,O,X,X,X,X,X,X,O
JSZOLIT,O,X,O,O,X,X,X,X,X,X,X
JSOTILZ,O,X,X,O,O,X,X,X,X,X,X
JSOTIZL,X,X,X,O,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,X,O,X,O,X,X,X,O
JSOTLZI,O,X,O,X,X,X,X,X,X,X,O
JSOTZIL,O,X,X,O,O,X,X,X,X,X,X
JSOTZLI,O,X,O,O,X,X,X,X,X,X,X
JSOITLZ,O,X,X,O,O,X,X,X,O,X,X
JSOITZL,X,X,X,O,O,X,X,X,X,X,X
JSOILTZ,O,X,O,O,X,X,O,X,O,X,O
JSOILZT,O,X,O,O,X,X,O,X,X,X,X
JSOIZTL,O,X,X,O,X,X,X,X,X,X,X
JSOIZLT,O,X,O,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,O,X,X,X,O
JSOLTZI,O,X,O,X,X,X,X,X,X,X,O
JSOLITZ,O,X,O,O,X,X,O,X,O,X,O
JSOLIZT,O,X,O,O,X,X,O,X,X,X,X
JSOLZTI,O,X,O,O,X,X,X,X,X,X,O
JSOLZIT,O,X,O,O,X,X,X,X,X,X,X
JSOZTIL,O,X,X,O,X,X,X,X,X,X,X
JSOZTLI,O,X,O,O,X,X,X,X,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,X,X,X
JSOZILT,O,X,O,O,X,X,X,X,X,X,X
JSOZLTI,O,X,O,O,X,X,X,X,X,X,O
JSOZLIT,O,X,O,O,X,X,X,X,X,X,X
JZTILSO,X,X,X,X,O,X,X,X,X,X,X
JZTILOS,X,X,X,X,O,X,X,X,X,X,X
JZTISLO,X,X,X,X,O,X,X,X,X,X,X
JZTISOL,X,X,X,X,O,X,X,X,X,X,X
JZTIOLS,X,X,X,X,O,X,X,X,X,X,X
JZTIOSL,X,X,X,X,O,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,O,X,X,X,X
JZTLIOS,X,X,X,X,X,X,O,X,X,X,X
JZTLSIO,O,X,O,X,X,X,X,X,X,X,X
JZTLSOI,X,X,O,X,X,O,X,X,X,X,X
JZTLOIS,X,X,X,X,X,O,O,X,X,X,X
JZTLOSI,X,X,O,X,X,O,X,X,X,X,X
JZTSILO,O,X,O,X,O,X,X,X,X,X,X
JZTSIOL,O,X,X,X,O,X,X,X,X,X,X
JZTSLIO,O,X,O,X,X,X,X,X,X,X,X
JZTSLOI,X,X,O,X,X,X,X,X,X,X,X
JZTSOIL,O,X,X,X,O,O,X,X,X,X,X
JZTSOLI,O,X,O,X,X,O,X,X,X,X,X
JZTOILS,X,X,X,X,O,O,X,X,X,X,X
JZTOISL,X,X,X,X,O,O,X,X,X,X,X
JZTOLIS,X,X,X,X,X,O,O,X,X,X,X
