sequence,v115@KhA8FeA8BeB8DeF8CeB8Je/EJvhFalBRhBGjBznBUs?BlrB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBxiBXoBUs?BCsB,v115@KhA8FeA8BeB8DeF8CeB8Jem/IvhFFhBXiBTjB0kBRs?BSxB,v115@KhA8FeA8BeB8DeF8CeB8JeT/IvhFelBFhBSoBRsB8r?B3sB,v115@KhA8FeA8BeB8DeF8CeB8JeRBJvhF3iBcoBlkB6rBmk?BTsB,v115@KhA8FeA8BeB8DeF8CeB8Jei/IvhFRhBcoBzkBlmBXs?BusB
OJTSZLI,O,O,X,X,X,O
OJTZILS,X,X,O,O,X,X
OJTZISL,O,O,O,O,X,X
OJTZLIS,X,X,O,O,O,X
OJTZLSI,X,O,X,X,O,X
OJTZSIL,O,O,O,X,X,X
OJTZSLI,O,O,X,X,O,X
OJITLSZ,X,X,X,O,X,O
OJITLZS,X,X,X,O,X,X
OJITSLZ,O,O,X,O,X,O
OJITSZL,X,O,O,O,X,O
OJITZLS,X,X,O,O,X,X
OJITZSL,X,O,O,O,X,X
OJILTSZ,X,X,X,O,X,O
OJILTZS,X,X,X,O,X,X
OJILSTZ,O,X,X,O,X,X
OJILSZT,O,X,X,O,X,X
OJILZTS,X,X,X,O,X,X
OJILZST,X,X,X,O,X,X
OJISTLZ,O,O,X,O,X,X
OJISTZL,X,O,O,O,X,X
OJISLTZ,O,O,X,O,X,X
OJISLZT,O,O,X,O,X,X
OJISZTL,O,O,O,O,X,X
OJISZLT,O,O,O,O,X,X
OJIZTLS,X,X,O,O,X,X
OJIZTSL,O,O,O,O,X,X
OJIZLTS,X,X,O,O,X,X
OJIZLST,O,X,O,O,X,X
OJIZSTL,O,O,O,O,X,X
OJIZSLT,O,O,O,O,X,X
OJLTISZ,X,X,X,O,X,O
OJLTIZS,X,X,X,O,O,X
OJLTSIZ,X,O,X,O,X,O
OJLTSZI,X,O,X,X,X,O
OJLTZIS,X,X,X,O,O,X
OJLTZSI,X,O,X,X,O,X
OJLITSZ,X,X,X,O,X,O
OJLITZS,X,X,X,O,O,X
OJLISTZ,O,X,X,O,X,X
OJLISZT,O,X,X,O,X,X
OJLIZTS,X,X,X,O,O,X
OJLIZST,X,X,X,O,O,X
OJLSTIZ,O,O,X,O,X,O
OJLSTZI,O,O,X,X,X,O
OJLSITZ,O,O,X,O,X,X
OJLSIZT,O,O,X,O,X,X
OJLSZTI,O,O,X,X,X,O
OJLSZIT,O,O,X,X,X,X
OJLZTIS,X,X,X,O,O,X
OJLZTSI,X,O,X,X,O,X
OJLZITS,X,X,X,O,O,X
OJLZIST,O,X,X,O,O,X
OJLZSTI,O,O,X,X,O,O
OJLZSIT,O,O,X,X,O,X
OJSTILZ,O,O,X,O,X,O
OJSTIZL,X,O,X,O,X,O
OJSTLIZ,O,O,X,O,X,O
OJSTLZI,O,O,X,X,X,O
OJSTZIL,O,O,X,X,X,O
OJSTZLI,O,O,X,X,X,O
OJSITLZ,O,O,X,O,X,X
OJSITZL,X,O,X,O,X,X
OJSILTZ,O,O,X,O,X,X
OJSILZT,O,O,X,O,X,X
OJSIZTL,O,O,X,O,X,X
OJSIZLT,O,O,X,O,X,X
OJSLTIZ,O,O,X,O,X,O
OJSLTZI,O,O,X,X,X,O
OJSLITZ,O,O,X,O,X,X
OJSLIZT,O,O,X,O,X,X
OJSLZTI,O,O,X,X,X,O
OJSLZIT,O,O,X,X,X,X
OJSZTIL,O,O,X,X,X,O
OJSZTLI,O,O,X,X,X,O
OJSZITL,O,O,X,X,X,X
OJSZILT,O,O,X,X,X,X
OJSZLTI,O,O,X,X,X,O
OJSZLIT,O,O,X,X,X,X
OJZTILS,X,X,O,O,X,X
OJZTISL,O,O,O,O,X,X
OJZTLIS,X,X,O,O,O,X
OJZTLSI,X,O,X,X,O,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,O,X,X,O,X
OJZITLS,X,X,O,O,X,X
OJZITSL,O,O,O,O,X,X
OJZILTS,X,X,O,O,X,X
OJZILST,O,X,O,O,X,X
OJZISTL,O,O,O,O,X,X
OJZISLT,O,O,O,O,X,X
OJZLTIS,X,X,O,O,O,X
OJZLTSI,X,O,X,X,O,X
OJZLITS,X,X,O,O,O,X
OJZLIST,O,X,O,O,O,X
OJZLSTI,O,O,X,X,O,O
OJZLSIT,O,O,X,X,O,X
OJZSTIL,O,O,O,X,X,O
OJZSTLI,O,O,X,X,O,O
OJZSITL,O,O,O,X,X,X
OJZSILT,O,O,O,X,X,X
OJZSLTI,O,O,X,X,O,O
OJZSLIT,O,O,X,X,O,X
OSTILJZ,O,X,X,X,X,O
OSTILZJ,X,X,O,X,X,O
OSTIJLZ,O,O,X,X,X,O
OSTIJZL,X,O,O,X,X,O
OSTIZLJ,X,X,O,X,X,O
OSTIZJL,X,O,O,X,X,O
OSTLIJZ,O,X,X,X,X,O
OSTLIZJ,X,X,X,X,O,O
OSTLJIZ,O,X,X,X,X,O
OSTLJZI,O,X,X,X,X,O
OSTLZIJ,O,X,X,X,O,O
OSTLZJI,O,X,X,X,O,O
OSTJILZ,O,O,X,X,X,O
OSTJIZL,X,O,X,X,X,O
OSTJLIZ,O,O,X,X,X,O
OSTJLZI,O,O,X,X,X,O
OSTJZIL,O,O,X,X,X,O
OSTJZLI,O,O,X,X,X,O
OSTZILJ,O,X,O,X,O,O
OSTZIJL,O,O,O,X,X,O
OSTZLIJ,O,X,X,X,O,O
OSTZLJI,O,X,X,X,O,O
OSTZJIL,O,O,O,X,X,O
OSTZJLI,O,O,X,X,O,O
OSITLJZ,O,X,X,X,X,O
OSITLZJ,X,X,O,X,X,O
OSITJLZ,O,O,X,X,X,O
OSITJZL,X,O,O,X,X,O
OSITZLJ,X,X,O,X,X,O
OSITZJL,X,O,O,X,X,O
OSILTJZ,O,X,X,X,X,O
OSILTZJ,X,X,O,X,X,O
OSILJTZ,O,O,X,O,X,X
OSILJZT,O,O,X,O,X,X
OSILZTJ,O,X,O,X,X,O
OSILZJT,O,O,O,X,X,X
OSIJTLZ,O,O,X,O,X,X
OSIJTZL,X,O,O,O,X,X
OSIJLTZ,O,O,X,O,X,X
OSIJLZT,O,O,X,O,X,X
OSIJZTL,O,O,O,O,X,X
OSIJZLT,O,O,O,O,X,X
OSIZTLJ,O,X,O,X,X,O
OSIZTJL,O,O,O,X,X,O
OSIZLTJ,O,X,O,X,X,O
OSIZLJT,O,O,O,X,X,X
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,O,X,X,X
OSLTIJZ,O,X,X,X,X,O
OSLTIZJ,X,X,X,X,O,O
OSLTJIZ,O,X,X,X,X,O
OSLTJZI,O,X,X,X,X,O
OSLTZIJ,O,X,X,X,O,O
OSLTZJI,O,X,X,X,O,O
OSLITJZ,O,X,X,X,X,O
OSLITZJ,X,X,X,X,O,O
OSLIJTZ,O,O,X,O,X,X
OSLIJZT,O,O,X,O,X,X
OSLIZTJ,O,X,X,X,O,O
OSLIZJT,O,O,X,X,O,X
OSLJTIZ,O,O,X,O,X,O
OSLJTZI,O,O,X,X,X,O
OSLJITZ,O,O,X,O,X,X
OSLJIZT,O,O,X,O,X,X
OSLJZTI,O,O,X,X,X,O
OSLJZIT,O,O,X,X,X,X
OSLZTIJ,O,X,X,X,O,O
OSLZTJI,O,X,X,X,O,O
OSLZITJ,O,X,X,X,O,O
OSLZIJT,O,O,X,X,O,X
OSLZJTI,O,O,X,X,O,O
OSLZJIT,O,O,X,X,O,X
OSJTILZ,O,O,X,O,X,O
OSJTIZL,X,O,X,O,X,O
OSJTLIZ,O,O,X,O,X,O
OSJTLZI,O,O,X,X,X,O
OSJTZIL,O,O,X,X,X,O
OSJTZLI,O,O,X,X,X,O
OSJITLZ,O,O,X,O,X,X
OSJITZL,X,O,X,O,X,X
OSJILTZ,O,O,X,O,X,X
OSJILZT,O,O,X,O,X,X
OSJIZTL,O,O,X,O,X,X
OSJIZLT,O,O,X,O,X,X
OSJLTIZ,O,O,X,O,X,O
OSJLTZI,O,O,X,X,X,O
OSJLITZ,O,O,X,O,X,X
OSJLIZT,O,O,X,O,X,X
OSJLZTI,O,O,X,X,X,O
OSJLZIT,O,O,X,X,X,X
OSJZTIL,O,O,X,X,X,O
OSJZTLI,O,O,X,X,X,O
OSJZITL,O,O,X,X,X,X
OSJZILT,O,O,X,X,X,X
OSJZLTI,O,O,X,X,X,O
OSJZLIT,O,O,X,X,X,X
OSZTILJ,O,X,O,X,O,O
OSZTIJL,O,O,O,X,X,O
OSZTLIJ,O,X,X,X,O,O
OSZTLJI,O,X,X,X,O,O
OSZTJIL,O,O,O,X,X,O
OSZTJLI,O,O,X,X,O,O
OSZITLJ,O,X,O,X,O,O
OSZITJL,O,O,O,X,X,O
OSZILTJ,O,X,O,X,O,O
OSZILJT,O,O,O,X,O,X
OSZIJTL,O,O,O,X,X,X
OSZIJLT,O,O,O,X,X,X
OSZLTIJ,O,X,X,X,O,O
OSZLTJI,O,X,X,X,O,O
OSZLITJ,O,X,X,X,O,O
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,O,X,X,O,O
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,O,O,X,X,O
OSZJTLI,O,O,X,X,O,O
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,O,X,X,X
OSZJLTI,O,O,X,X,O,O
OSZJLIT,O,O,X,X,O,X
OZTILJS,X,X,O,X,O,X
OZTILSJ,X,X,O,X,O,O
OZTIJLS,X,X,O,X,X,X
OZTIJSL,O,X,O,X,X,X
OZTISLJ,O,X,O,X,O,O
OZTISJL,O,X,O,X,X,O
OZTLIJS,X,X,O,X,O,X
OZTLISJ,X,X,O,X,O,O
OZTLJIS,X,X,O,X,O,X
OZTLJSI,X,X,X,X,O,X
OZTLSIJ,X,X,X,X,O,O
OZTLSJI,X,X,X,X,O,O
OZTJILS,X,X,O,X,X,X
OZTJISL,O,O,O,X,X,X
OZTJLIS,X,X,O,X,O,X
OZTJLSI,X,O,X,X,O,X
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,O,X,X,O,X
OZTSILJ,O,X,O,X,O,O
OZTSIJL,O,O,O,X,X,O
OZTSLIJ,O,X,X,X,O,O
OZTSLJI,O,X,X,X,O,O
OZTSJIL,O,O,O,X,X,O
OZTSJLI,O,O,X,X,O,O
OZITLJS,X,X,O,X,O,X
OZITLSJ,X,X,O,X,O,O
OZITJLS,X,X,O,X,X,X
OZITJSL,O,X,O,X,X,X
OZITSLJ,O,X,O,X,O,O
OZITSJL,O,X,O,X,X,O
OZILTJS,X,X,O,X,O,X
OZILTSJ,X,X,O,X,O,O
OZILJTS,X,X,O,O,O,X
OZILJST,O,X,O,O,O,X
OZILSTJ,O,X,O,X,O,O
OZILSJT,O,X,O,X,O,X
OZIJTLS,X,X,O,O,X,X
OZIJTSL,O,O,O,O,X,X
OZIJLTS,X,X,O,O,X,X
OZIJLST,O,X,O,O,X,X
OZIJSTL,O,O,O,O,X,X
OZIJSLT,O,O,O,O,X,X
OZISTLJ,O,X,O,X,O,O
OZISTJL,O,O,O,X,X,O
OZISLTJ,O,X,O,X,O,O
OZISLJT,O,O,O,X,O,X
OZISJTL,O,O,O,X,X,X
OZISJLT,O,O,O,X,X,X
OZLTIJS,X,X,O,X,O,X
OZLTISJ,X,X,O,X,O,O
OZLTJIS,X,X,O,X,O,X
OZLTJSI,X,X,X,X,O,X
OZLTSIJ,X,X,X,X,O,O
OZLTSJI,X,X,X,X,O,O
OZLITJS,X,X,O,X,O,X
OZLITSJ,X,X,O,X,O,O
OZLIJTS,X,X,O,O,O,X
OZLIJST,O,X,O,O,O,X
OZLISTJ,O,X,O,X,O,O
OZLISJT,O,X,O,X,O,X
OZLJTIS,X,X,O,O,O,X
OZLJTSI,X,O,X,X,O,X
OZLJITS,X,X,O,O,O,X
OZLJIST,O,X,O,O,O,X
OZLJSTI,O,O,X,X,O,O
OZLJSIT,O,O,X,X,O,X
OZLSTIJ,O,X,X,X,O,O
OZLSTJI,O,X,X,X,O,O
OZLSITJ,O,X,X,X,O,O
OZLSIJT,O,O,X,X,O,X
OZLSJTI,O,O,X,X,O,O
OZLSJIT,O,O,X,X,O,X
OZJTILS,X,X,O,O,X,X
OZJTISL,O,O,O,O,X,X
OZJTLIS,X,X,O,O,O,X
OZJTLSI,X,O,X,X,O,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,O,X,X,O,X
OZJITLS,X,X,O,O,X,X
OZJITSL,O,O,O,O,X,X
OZJILTS,X,X,O,O,X,X
OZJILST,O,X,O,O,X,X
OZJISTL,O,O,O,O,X,X
OZJISLT,O,O,O,O,X,X
OZJLTIS,X,X,O,O,O,X
OZJLTSI,X,O,X,X,O,X
OZJLITS,X,X,O,O,O,X
OZJLIST,O,X,O,O,O,X
OZJLSTI,O,O,X,X,O,O
OZJLSIT,O,O,X,X,O,X
OZJSTIL,O,O,O,X,X,O
OZJSTLI,O,O,X,X,O,O
OZJSITL,O,O,O,X,X,X
OZJSILT,O,O,O,X,X,X
OZJSLTI,O,O,X,X,O,O
OZJSLIT,O,O,X,X,O,X
OZSTILJ,O,X,O,X,O,O
OZSTIJL,O,O,O,X,X,O
OZSTLIJ,O,X,X,X,O,O
OZSTLJI,O,X,X,X,O,O
OZSTJIL,O,O,O,X,X,O
OZSTJLI,O,O,X,X,O,O
OZSITLJ,O,X,O,X,O,O
OZSITJL,O,O,O,X,X,O
OZSILTJ,O,X,O,X,O,O
OZSILJT,O,O,O,X,O,X
OZSIJTL,O,O,O,X,X,X
OZSIJLT,O,O,O,X,X,X
OZSLTIJ,O,X,X,X,O,O
OZSLTJI,O,X,X,X,O,O
OZSLITJ,O,X,X,X,O,O
OZSLIJT,O,O,X,X,O,X
OZSLJTI,O,O,X,X,O,O
OZSLJIT,O,O,X,X,O,X
OZSJTIL,O,O,O,X,X,O
OZSJTLI,O,O,X,X,O,O
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,O,X,X,X
OZSJLTI,O,O,X,X,O,O
OZSJLIT,O,O,X,X,O,X
