sequence,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFxhBXjBimBc?tBFqBGsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFfnBxiBUmBG?oBFqBzsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhF0hBxiB2rBC?oBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFRhBCjB3mBT?oBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBfnBxiBu?sBctBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFfnBxiBqsBT?oBUmBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBGjBRnBU?nBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFziB+oBRmB3?mBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFOmB8mBCjBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFihB3mBFqBx?sBusBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFzhBWoBUmBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBc?tB6sBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeXBJvhFliBzmBRqBC?tBOqBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeUCJvhFTjBxlBmlBS?sBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhF0iBmlBzmBS?tBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBS?tBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTBJvhFFjBSqBctBx?rBOqB/sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je1GJvhFTjBXlBWtBR?rBiqB0sB
LISTZOJ,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LISTOZJ,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LISZTOJ,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
LISZJTO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LISZJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOTJZ,X,X,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LISOTZJ,X,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZTJSO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZTJOS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LIZTSJO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZTSOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X
LIZTOSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZJTSO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
LIZJSTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZJSOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZJOTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZJOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSTJO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSTOJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSJTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZOTJS,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X
LIZOTSJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LIZOJTS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOTJSZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X
LIOTJZS,O,X,X,X,X,O,O,X,O,X,X,X,O,X,O,O,X,X
LIOTSJZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LIOTSZJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOTZJS,O,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,O,X
LIOTZSJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LIOJTSZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIOJTZS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJZTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOSTJZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOSTZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOZTJS,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X
LIOZTSJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LIOZJTS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOZSTJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJTISZO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LJTIZSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTIOZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTSIZO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
LJTSZIO,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
LJTSOIZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTSOZI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LJTZISO,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTZOIS,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
LJTZOSI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X
LJTOISZ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTOIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTOSIZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,O,X,X
LJTOSZI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LJTOZIS,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X
LJTOZSI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X
LJITSZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZOST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJIOTSZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LJIOZST,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LJSTIZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSTZIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSTOIZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSTOZI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSITZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSZOIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSOTZI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSOITZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSOIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJSOZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZTOSI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZITSO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LJZITOS,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X
LJZISTO,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LJZISOT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LJZIOTS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LJZIOST,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
LJZSTIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LJZSOIT,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZOTSI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZOITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZOIST,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
LJZOSIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LJOTIZS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LJOTSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LJOTSZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LJOTZIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LJOTZSI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LJOITSZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOITZS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOSITZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSTIZJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
LSTIOJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSTIOZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LSTJIZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSTJZIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSTJOIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
LSTJOZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSTZIJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSTZOIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSTOIJZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSTOIZJ,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LSTOJIZ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
LSTOJZI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSTOZIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSITJZO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITJOZ,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
LSITZJO,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITZOJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITOJZ,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSITOZJ,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
LSIJZTO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LSIJOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LSIZTOJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LSIZJTO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSIZJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTJZ,X,X,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LSIOTZJ,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LSIOJZT,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LSIOZJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LSJTIZO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSJTZIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJTOIZ,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSJTOZI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJITZO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJIZTO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJIOZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJZOIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJOTZI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJOITZ,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJOIZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LSJOZIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZTJIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSZTOIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSZITJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LSZITOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
LSZIJTO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZIJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSZIOTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSZIOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSZJTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSZJOIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
LSZOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
LSZOJIT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LSOTIZJ,X,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X
LSOTJIZ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
LSOTJZI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSOTZIJ,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOTZJI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LSOITJZ,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LSOITZJ,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
LSOIJTZ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LSOIJZT,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
