sequence,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFmiB5oB?XlBlmBcsBTrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhF8mBziB?5oBilBXsBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBihB?ziB5oBFsB3rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeGAJvhF/mBFiB?8nB5oBzkBywB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFXiB8nB?5oBilBzrBFrB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFziB5oB?XlBFsBOrB8rB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeCAJvhFThBOnB?8nB5oBXlB1wB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeuEJvhFclBThB?5oBlnB3rBisB,v115@9gA8IeA8IeA8BeB8CeA8AeD8CeB8KeWFJvhFxiBlmB?csB6tBXlBTrB
SILOZJT,O,O,O,O,O,X,X,O,X
SIJTLZO,O,O,X,X,X,O,X,X,X
SIJTLOZ,X,O,X,X,X,O,X,X,X
SIJTZLO,O,X,X,O,X,O,X,O,X
SIJTZOL,O,X,X,O,X,O,X,O,X
SIJTOLZ,X,O,X,X,X,O,X,X,X
SIJTOZL,X,X,X,X,X,O,X,O,X
SIJLTZO,O,O,X,X,X,O,X,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,X
SIJLZTO,O,O,X,O,X,X,O,X,X
SIJLZOT,O,O,X,X,O,X,X,X,X
SIJLOTZ,X,O,X,X,X,O,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X
SIJZTLO,O,X,X,O,X,X,O,O,X
SIJZTOL,O,X,X,O,X,X,O,O,X
SIJZLTO,O,O,X,O,X,X,O,O,X
SIJZLOT,O,O,X,O,O,X,X,O,X
SIJZOTL,O,X,X,O,X,X,X,O,X
SIJZOLT,O,O,X,O,O,X,X,O,X
SIJOTLZ,X,O,X,X,X,O,X,X,X
SIJOTZL,X,X,X,O,X,O,X,O,X
SIJOLTZ,X,O,X,X,X,O,X,X,X
SIJOLZT,O,O,X,O,O,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,O,X
SIJOZLT,O,O,X,O,O,X,X,O,X
SIZTLJO,O,O,O,O,X,O,O,O,X
SIZTLOJ,O,O,O,O,X,O,O,O,X
SIZTJLO,O,X,O,O,X,O,O,O,X
SIZTJOL,O,X,O,O,X,O,O,O,X
SIZTOLJ,O,O,O,O,X,O,O,O,X
SIZTOJL,O,X,O,O,X,O,O,O,X
SIZLTJO,O,O,O,O,X,O,O,O,X
SIZLTOJ,O,O,O,O,X,O,O,O,X
SIZLJTO,O,O,O,O,X,X,O,O,X
SIZLJOT,O,O,O,O,O,X,X,O,X
SIZLOTJ,O,O,X,O,O,O,O,O,X
SIZLOJT,O,O,O,O,O,X,X,O,X
SIZJTLO,O,X,O,O,X,X,O,O,X
SIZJTOL,O,X,O,O,X,X,O,O,X
SIZJLTO,O,O,O,O,X,X,O,O,X
SIZJLOT,O,O,O,O,O,X,X,O,X
SIZJOTL,O,X,O,O,X,X,X,O,X
SIZJOLT,O,O,O,O,O,X,X,O,X
SIZOTLJ,O,O,O,O,O,O,O,O,X
SIZOTJL,O,X,O,O,X,O,O,O,X
SIZOLTJ,O,O,X,O,O,O,O,O,X
SIZOLJT,O,O,O,O,O,X,X,O,X
SIZOJTL,O,X,O,O,X,X,X,O,X
SIZOJLT,O,O,O,O,O,X,X,O,X
SIOTLJZ,X,O,X,X,X,O,X,X,X
SIOTLZJ,X,O,O,X,X,O,X,O,X
SIOTJLZ,X,O,X,X,X,O,X,X,X
SIOTJZL,X,X,X,O,X,O,X,O,X
SIOTZLJ,X,O,O,O,X,O,X,O,X
SIOTZJL,X,X,O,O,X,O,X,O,X
SIOLTJZ,X,O,X,X,X,O,X,X,X
SIOLTZJ,X,O,X,X,X,O,X,O,X
SIOLJTZ,X,O,X,X,X,O,X,X,X
SIOLJZT,O,O,X,O,O,X,X,X,X
SIOLZTJ,O,O,X,O,O,O,O,O,X
SIOLZJT,O,O,O,O,O,X,X,O,X
SIOJTLZ,X,O,X,X,X,O,X,X,X
SIOJTZL,X,X,X,O,X,O,X,O,X
SIOJLTZ,X,O,X,X,X,O,X,X,X
SIOJLZT,O,O,X,O,O,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,O,X
SIOJZLT,O,O,X,O,O,X,X,O,X
SIOZTLJ,O,O,O,O,O,O,O,O,X
SIOZTJL,O,X,O,O,X,O,O,O,X
SIOZLTJ,O,O,X,O,O,O,O,O,X
SIOZLJT,O,O,O,O,O,X,X,O,X
SIOZJTL,O,X,O,O,X,X,X,O,X
SIOZJLT,O,O,O,O,O,X,X,O,X
SLTIJZO,O,O,X,X,X,O,X,X,X
SLTIJOZ,X,O,X,X,X,O,X,X,X
SLTIZJO,O,O,O,X,X,O,O,O,X
SLTIZOJ,O,O,O,X,X,O,O,O,X
SLTIOJZ,X,O,X,X,X,O,X,X,X
SLTIOZJ,X,O,O,X,X,O,X,O,X
SLTJIZO,O,O,X,X,X,O,X,X,X
SLTJIOZ,X,O,X,X,X,O,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,X,X,O,X,X,X
SLTJOZI,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,O,O,O,X
SLTZIOJ,O,O,O,X,X,O,O,O,X
SLTZJIO,O,O,O,X,X,X,O,O,X
SLTZJOI,O,O,O,X,X,X,O,O,X
SLTZOIJ,O,O,O,X,X,O,O,O,X
SLTZOJI,O,O,O,X,X,X,O,O,X
SLTOIJZ,X,O,X,X,X,O,X,X,X
SLTOIZJ,X,O,O,X,X,O,X,O,X
SLTOJIZ,X,O,X,X,X,O,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,O,O,X,X,O,X,O,X
SLTOZJI,X,O,O,X,X,X,X,O,X
SLITJZO,O,O,X,X,X,O,X,X,X
SLITJOZ,X,O,X,X,X,O,X,X,X
SLITZJO,O,O,O,X,X,O,O,O,X
SLITZOJ,O,O,O,X,X,O,O,O,X
SLITOJZ,X,O,X,X,X,O,X,X,X
SLITOZJ,X,O,O,X,X,O,X,O,X
SLIJTZO,O,O,X,X,X,O,X,X,X
SLIJTOZ,X,O,X,X,X,O,X,X,X
SLIJZTO,O,O,X,O,X,X,O,X,O
SLIJZOT,O,O,X,X,O,X,X,X,X
SLIJOTZ,X,O,X,X,X,O,X,X,X
SLIJOZT,O,O,X,X,O,X,X,X,X
SLIZTJO,O,O,O,O,X,O,O,O,O
SLIZTOJ,O,O,O,O,X,O,O,O,X
SLIZJTO,O,O,O,O,X,X,O,O,O
SLIZJOT,O,O,O,X,O,X,X,O,X
SLIZOTJ,O,O,X,O,O,O,O,O,X
SLIZOJT,O,O,O,O,O,X,X,O,X
SLIOTJZ,X,O,X,X,X,O,X,X,X
SLIOTZJ,X,O,X,X,X,O,X,O,X
SLIOJTZ,X,O,X,X,X,O,X,X,X
SLIOJZT,O,O,X,O,O,X,X,X,X
SLIOZTJ,O,O,X,O,O,O,O,O,X
SLIOZJT,O,O,O,O,O,X,X,O,X
SLJTIZO,O,O,X,X,X,O,X,X,X
SLJTIOZ,X,O,X,X,X,O,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,X,X,O,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,O,X,X,X
SLJITOZ,X,O,X,X,X,O,X,X,X
SLJIZTO,O,O,X,O,X,X,O,X,O
SLJIZOT,O,O,X,X,O,X,X,X,X
SLJIOTZ,X,O,X,X,X,O,X,X,X
SLJIOZT,O,O,X,X,O,X,X,X,X
SLJZTIO,O,O,X,O,X,X,O,X,O
SLJZTOI,O,O,X,X,X,X,O,X,O
SLJZITO,O,O,X,O,X,X,O,X,O
SLJZIOT,O,O,X,X,O,X,X,X,X
SLJZOTI,O,O,X,X,O,X,X,X,X
SLJZOIT,O,O,X,X,O,X,X,X,X
SLJOTIZ,X,O,X,X,X,O,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X,X
SLJOITZ,X,O,X,X,X,O,X,X,X
SLJOIZT,O,O,X,X,O,X,X,X,X
SLJOZTI,O,O,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,O,X,X,X,X
SLZTIJO,O,O,O,O,X,O,O,O,O
SLZTIOJ,O,O,O,O,X,O,O,O,X
SLZTJIO,O,O,O,O,X,X,O,O,O
SLZTJOI,O,O,O,X,X,X,O,O,O
SLZTOIJ,O,O,O,O,X,O,O,O,X
SLZTOJI,O,O,O,O,X,X,O,O,X
SLZITJO,O,O,O,O,X,O,O,O,O
SLZITOJ,O,O,O,O,X,O,O,O,X
SLZIJTO,O,O,O,O,X,X,O,O,O
SLZIJOT,O,O,O,X,O,X,X,O,X
SLZIOTJ,O,O,X,O,O,O,O,O,X
SLZIOJT,O,O,O,O,O,X,X,O,X
SLZJTIO,O,O,O,O,X,X,O,O,O
SLZJTOI,O,O,O,X,X,X,O,O,O
SLZJITO,O,O,O,O,X,X,O,O,O
SLZJIOT,O,O,O,X,O,X,X,O,X
SLZJOTI,O,O,X,X,O,X,X,O,X
SLZJOIT,O,O,O,X,O,X,X,O,X
SLZOTIJ,O,O,X,O,O,O,O,O,X
SLZOTJI,O,O,X,O,O,X,O,O,X
SLZOITJ,O,O,X,O,O,O,O,O,X
SLZOIJT,O,O,O,O,O,X,X,O,X
SLZOJTI,O,O,X,O,O,X,X,O,X
SLZOJIT,O,O,O,O,O,X,X,O,X
SLOTIJZ,X,O,X,X,X,O,X,X,X
SLOTIZJ,X,O,X,X,X,O,X,O,X
SLOTJIZ,X,O,X,X,X,O,X,X,X
SLOTJZI,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,O,X,X,X,O,X,O,X
SLOTZJI,X,O,X,X,X,X,X,O,X
SLOITJZ,X,O,X,X,X,O,X,X,X
SLOITZJ,X,O,X,X,X,O,X,O,X
SLOIJTZ,X,O,X,X,X,O,X,X,X
SLOIJZT,O,O,X,O,O,X,X,X,X
SLOIZTJ,O,O,X,O,O,O,O,O,X
SLOIZJT,O,O,O,O,O,X,X,O,X
SLOJTIZ,X,O,X,X,X,O,X,X,X
SLOJTZI,X,O,X,X,X,X,X,X,X
SLOJITZ,X,O,X,X,X,O,X,X,X
SLOJIZT,O,O,X,O,O,X,X,X,X
SLOJZTI,O,O,X,O,O,X,X,X,X
SLOJZIT,O,O,X,O,O,X,X,X,X
SLOZTIJ,O,O,X,O,O,O,O,O,X
SLOZTJI,O,O,X,O,O,X,O,O,X
SLOZITJ,O,O,X,O,O,O,O,O,X
SLOZIJT,O,O,O,O,O,X,X,O,X
SLOZJTI,O,O,X,O,O,X,X,O,X
SLOZJIT,O,O,O,O,O,X,X,O,X
SJTILZO,O,O,X,X,X,O,X,X,X
SJTILOZ,X,O,X,X,X,O,X,X,X
SJTIZLO,O,X,X,O,X,O,X,O,X
SJTIZOL,O,X,X,O,X,O,X,O,X
SJTIOLZ,X,O,X,X,X,O,X,X,X
SJTIOZL,X,X,X,X,X,O,X,O,X
SJTLIZO,O,O,X,X,X,O,X,X,X
SJTLIOZ,X,O,X,X,X,O,X,X,X
SJTLZIO,O,O,X,X,X,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X,X,X
SJTLOIZ,X,O,X,X,X,O,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,X,X,O,X
SJTZIOL,O,X,X,O,X,X,X,O,X
SJTZLIO,O,X,X,O,X,X,X,O,X
SJTZLOI,O,X,X,X,X,X,X,O,X
SJTZOIL,O,X,X,O,X,X,X,O,X
SJTZOLI,O,X,X,X,X,X,X,O,X
SJTOILZ,X,O,X,X,X,O,X,X,X
SJTOIZL,X,X,X,X,X,O,X,O,X
SJTOLIZ,X,O,X,X,X,O,X,X,X
SJTOLZI,X,O,X,X,X,X,X,X,X
SJTOZIL,X,X,X,X,X,X,X,O,X
SJTOZLI,X,X,X,X,X,X,X,O,X
SJITLZO,O,O,X,X,X,O,X,X,X
SJITLOZ,X,O,X,X,X,O,X,X,X
SJITZLO,O,X,X,O,X,O,X,O,X
SJITZOL,O,X,X,O,X,O,X,O,X
SJITOLZ,X,O,X,X,X,O,X,X,X
SJITOZL,X,X,X,X,X,O,X,O,X
SJILTZO,O,O,X,X,X,O,X,X,X
SJILTOZ,X,O,X,X,X,O,X,X,X
SJILZTO,O,O,X,O,X,X,O,X,X
SJILZOT,O,O,X,X,O,X,X,X,X
SJILOTZ,X,O,X,X,X,O,X,X,X
SJILOZT,O,O,X,X,O,X,X,X,X
SJIZTLO,O,X,X,O,X,X,O,O,X
SJIZTOL,O,X,X,O,X,X,O,O,X
SJIZLTO,O,O,X,O,X,X,O,O,X
SJIZLOT,O,O,X,O,O,X,X,O,X
SJIZOTL,O,X,X,O,X,X,X,O,X
SJIZOLT,O,O,X,O,O,X,X,O,X
SJIOTLZ,X,O,X,X,X,O,X,X,X
SJIOTZL,X,X,X,O,X,O,X,O,X
SJIOLTZ,X,O,X,X,X,O,X,X,X
SJIOLZT,O,O,X,O,O,X,X,X,X
SJIOZTL,O,X,X,O,X,X,X,O,X
SJIOZLT,O,O,X,O,O,X,X,O,X
SJLTIZO,O,O,X,X,X,O,X,X,X
SJLTIOZ,X,O,X,X,X,O,X,X,X
SJLTZIO,O,O,X,X,X,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X,X,X
SJLTOIZ,X,O,X,X,X,O,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,O,X,X,X
SJLITOZ,X,O,X,X,X,O,X,X,X
SJLIZTO,O,O,X,O,X,X,O,X,O
SJLIZOT,O,O,X,X,O,X,X,X,X
SJLIOTZ,X,O,X,X,X,O,X,X,X
SJLIOZT,O,O,X,X,O,X,X,X,X
SJLZTIO,O,O,X,O,X,X,O,X,O
SJLZTOI,O,O,X,X,X,X,O,X,O
SJLZITO,O,O,X,O,X,X,O,X,O
SJLZIOT,O,O,X,X,O,X,X,X,X
SJLZOTI,O,O,X,X,O,X,X,X,X
SJLZOIT,O,O,X,X,O,X,X,X,X
SJLOTIZ,X,O,X,X,X,O,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X,X
SJLOITZ,X,O,X,X,X,O,X,X,X
SJLOIZT,O,O,X,X,O,X,X,X,X
SJLOZTI,O,O,X,X,O,X,X,X,X
SJLOZIT,O,O,X,X,O,X,X,X,X
SJZTILO,O,X,X,O,X,X,O,O,X
SJZTIOL,O,X,X,O,X,X,O,O,X
SJZTLIO,O,X,X,O,X,X,O,O,O
SJZTLOI,O,X,X,X,X,X,O,O,O
SJZTOIL,O,X,X,O,X,X,O,O,X
SJZTOLI,O,X,X,O,X,X,O,O,X
SJZITLO,O,X,X,O,X,X,O,O,X
SJZITOL,O,X,X,O,X,X,O,O,X
SJZILTO,O,O,X,O,X,X,O,O,X
SJZILOT,O,O,X,O,O,X,X,O,X
SJZIOTL,O,X,X,O,X,X,X,O,X
SJZIOLT,O,O,X,O,O,X,X,O,X
SJZLTIO,O,O,X,O,X,X,O,O,O
SJZLTOI,O,O,X,O,X,X,O,O,O
SJZLITO,O,O,X,O,X,X,O,O,O
SJZLIOT,O,O,X,O,O,X,X,O,X
SJZLOTI,O,O,X,O,O,X,X,O,X
SJZLOIT,O,O,X,O,O,X,X,O,X
SJZOTIL,O,X,X,O,X,X,X,O,X
SJZOTLI,O,X,X,O,X,X,X,O,X
SJZOITL,O,X,X,O,X,X,X,O,X
SJZOILT,O,O,X,O,O,X,X,O,X
SJZOLTI,O,O,X,O,O,X,X,O,X
SJZOLIT,O,O,X,O,O,X,X,O,X
SJOTILZ,X,O,X,X,X,O,X,X,X
SJOTIZL,X,X,X,O,X,O,X,O,X
SJOTLIZ,X,O,X,X,X,O,X,X,X
SJOTLZI,X,O,X,X,X,X,X,X,X
SJOTZIL,X,X,X,O,X,X,X,O,X
SJOTZLI,X,X,X,O,X,X,X,O,X
SJOITLZ,X,O,X,X,X,O,X,X,X
SJOITZL,X,X,X,O,X,O,X,O,X
SJOILTZ,X,O,X,X,X,O,X,X,X
SJOILZT,O,O,X,O,O,X,X,X,X
SJOIZTL,O,X,X,O,X,X,X,O,X
SJOIZLT,O,O,X,O,O,X,X,O,X
SJOLTIZ,X,O,X,X,X,O,X,X,X
SJOLTZI,X,O,X,X,X,X,X,X,X
SJOLITZ,X,O,X,X,X,O,X,X,X
SJOLIZT,O,O,X,O,O,X,X,X,X
SJOLZTI,O,O,X,O,O,X,X,X,X
SJOLZIT,O,O,X,O,O,X,X,X,X
SJOZTIL,O,X,X,O,X,X,X,O,X
SJOZTLI,O,X,X,O,X,X,X,O,X
SJOZITL,O,X,X,O,X,X,X,O,X
SJOZILT,O,O,X,O,O,X,X,O,X
SJOZLTI,O,O,X,O,O,X,X,O,X
SJOZLIT,O,O,X,O,O,X,X,O,X
SZTILJO,O,O,O,O,X,O,O,O,X
SZTILOJ,O,O,O,O,X,O,O,O,X
SZTIJLO,O,X,O,O,X,O,O,O,X
SZTIJOL,O,X,O,O,X,O,O,O,X
SZTIOLJ,O,O,O,O,X,O,O,O,X
SZTIOJL,O,X,O,O,X,O,O,O,X
SZTLIJO,O,O,O,O,X,O,O,O,O
SZTLIOJ,O,O,O,O,X,O,O,O,X
SZTLJIO,O,O,O,O,X,X,O,O,O
SZTLJOI,O,O,O,X,X,X,O,O,O
SZTLOIJ,O,O,O,O,X,O,O,O,X
SZTLOJI,O,O,O,O,X,X,O,O,X
SZTJILO,O,X,O,O,X,X,O,O,X
SZTJIOL,O,X,O,O,X,X,O,O,X
SZTJLIO,O,X,O,O,X,X,O,O,O
SZTJLOI,O,X,O,X,X,X,O,O,O
SZTJOIL,O,X,O,O,X,X,O,O,X
SZTJOLI,O,X,O,O,X,X,O,O,X
SZTOILJ,O,O,O,O,X,O,O,O,X
SZTOIJL,O,X,O,O,X,O,O,O,X
SZTOLIJ,O,O,O,O,X,O,O,O,X
SZTOLJI,O,O,O,O,X,X,O,O,X
SZTOJIL,O,X,O,O,X,X,O,O,X
SZTOJLI,O,X,O,O,X,X,O,O,X
SZITLJO,O,O,O,O,X,O,O,O,X
SZITLOJ,O,O,O,O,X,O,O,O,X
SZITJLO,O,X,O,O,X,O,O,O,X
SZITJOL,O,X,O,O,X,O,O,O,X
SZITOLJ,O,O,O,O,X,O,O,O,X
SZITOJL,O,X,O,O,X,O,O,O,X
SZILTJO,O,O,O,O,X,O,O,O,X
SZILTOJ,O,O,O,O,X,O,O,O,X
SZILJTO,O,O,O,O,X,X,O,O,X
SZILJOT,O,O,O,O,O,X,X,O,X
SZILOTJ,O,O,X,O,O,O,O,O,X
SZILOJT,O,O,O,O,O,X,X,O,X
SZIJTLO,O,X,O,O,X,X,O,O,X
SZIJTOL,O,X,O,O,X,X,O,O,X
SZIJLTO,O,O,O,O,X,X,O,O,X
SZIJLOT,O,O,O,O,O,X,X,O,X
SZIJOTL,O,X,O,O,X,X,X,O,X
SZIJOLT,O,O,O,O,O,X,X,O,X
SZIOTLJ,O,O,O,O,O,O,O,O,X
SZIOTJL,O,X,O,O,X,O,O,O,X
SZIOLTJ,O,O,X,O,O,O,O,O,X
SZIOLJT,O,O,O,O,O,X,X,O,X
SZIOJTL,O,X,O,O,X,X,X,O,X
SZIOJLT,O,O,O,O,O,X,X,O,X
SZLTIJO,O,O,O,O,X,O,O,O,O
SZLTIOJ,O,O,O,O,X,O,O,O,X
SZLTJIO,O,O,O,O,X,X,O,O,O
SZLTJOI,O,O,O,O,X,X,O,O,O
SZLTOIJ,O,O,O,O,X,O,O,O,X
SZLTOJI,O,O,O,O,X,X,O,O,X
SZLITJO,O,O,O,O,X,O,O,O,O
SZLITOJ,O,O,O,O,X,O,O,O,X
SZLIJTO,O,O,O,O,X,X,O,O,O
SZLIJOT,O,O,O,O,O,X,X,O,X
SZLIOTJ,O,O,X,O,O,O,O,O,X
SZLIOJT,O,O,O,O,O,X,X,O,X
SZLJTIO,O,O,O,O,X,X,O,O,O
SZLJTOI,O,O,O,O,X,X,O,O,O
SZLJITO,O,O,O,O,X,X,O,O,O
SZLJIOT,O,O,O,O,O,X,X,O,X
SZLJOTI,O,O,X,O,O,X,X,O,X
SZLJOIT,O,O,O,O,O,X,X,O,X
SZLOTIJ,O,O,X,O,O,O,O,O,X
SZLOTJI,O,O,X,O,O,X,O,O,X
SZLOITJ,O,O,X,O,O,O,O,O,X
SZLOIJT,O,O,O,O,O,X,X,O,X
SZLOJTI,O,O,X,O,O,X,X,O,X
SZLOJIT,O,O,O,O,O,X,X,O,X
SZJTILO,O,X,O,O,X,X,O,O,X
SZJTIOL,O,X,O,O,X,X,O,O,X
SZJTLIO,O,X,O,O,X,X,O,O,O
SZJTLOI,O,X,O,X,X,X,O,O,O
SZJTOIL,O,X,O,O,X,X,O,O,X
SZJTOLI,O,X,O,O,X,X,O,O,X
SZJITLO,O,X,O,O,X,X,O,O,X
SZJITOL,O,X,O,O,X,X,O,O,X
SZJILTO,O,O,O,O,X,X,O,O,X
SZJILOT,O,O,O,O,O,X,X,O,X
SZJIOTL,O,X,O,O,X,X,X,O,X
SZJIOLT,O,O,O,O,O,X,X,O,X
SZJLTIO,O,O,O,O,X,X,O,O,O
SZJLTOI,O,O,O,O,X,X,O,O,O
SZJLITO,O,O,O,O,X,X,O,O,O
SZJLIOT,O,O,O,O,O,X,X,O,X
SZJLOTI,O,O,X,O,O,X,X,O,X
SZJLOIT,O,O,O,O,O,X,X,O,X
SZJOTIL,O,X,O,O,X,X,X,O,X
SZJOTLI,O,X,O,O,X,X,X,O,X
SZJOITL,O,X,O,O,X,X,X,O,X
SZJOILT,O,O,O,O,O,X,X,O,X
SZJOLTI,O,O,X,O,O,X,X,O,X
SZJOLIT,O,O,O,O,O,X,X,O,X
SZOTILJ,O,O,O,O,O,O,O,O,X
SZOTIJL,O,X,O,O,X,O,O,O,X
SZOTLIJ,O,O,O,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,X,O,O,X
SZOTJIL,O,X,O,O,X,X,O,O,X
SZOTJLI,O,X,O,O,X,X,O,O,X
SZOITLJ,O,O,O,O,O,O,O,O,X
SZOITJL,O,X,O,O,X,O,O,O,X
SZOILTJ,O,O,X,O,O,O,O,O,X
SZOILJT,O,O,O,O,O,X,X,O,X
SZOIJTL,O,X,O,O,X,X,X,O,X
SZOIJLT,O,O,O,O,O,X,X,O,X
SZOLTIJ,O,O,X,O,O,O,O,O,X
SZOLTJI,O,O,X,O,O,X,O,O,X
SZOLITJ,O,O,X,O,O,O,O,O,X
SZOLIJT,O,O,O,O,O,X,X,O,X
SZOLJTI,O,O,X,O,O,X,X,O,X
SZOLJIT,O,O,O,O,O,X,X,O,X
SZOJTIL,O,X,O,O,X,X,X,O,X
SZOJTLI,O,X,O,O,X,X,X,O,X
SZOJITL,O,X,O,O,X,X,X,O,X
SZOJILT,O,O,O,O,O,X,X,O,X
SZOJLTI,O,O,X,O,O,X,X,O,X
SZOJLIT,O,O,O,O,O,X,X,O,X
SOTILJZ,X,O,X,X,X,O,X,X,X
SOTILZJ,X,O,O,X,X,O,X,O,X
SOTIJLZ,X,O,X,X,X,O,X,X,X
SOTIJZL,X,X,X,O,X,O,X,O,X
SOTIZLJ,X,O,O,O,X,O,X,O,X
SOTIZJL,X,X,O,O,X,O,X,O,X
SOTLIJZ,X,O,X,X,X,O,X,X,X
SOTLIZJ,X,O,O,X,X,O,X,O,X
SOTLJIZ,X,O,X,X,X,O,X,X,X
SOTLJZI,X,O,X,X,X,X,X,X,X
SOTLZIJ,X,O,O,X,X,O,X,O,X
SOTLZJI,X,O,O,X,X,X,X,O,X
SOTJILZ,X,O,X,X,X,O,X,X,X
SOTJIZL,X,X,X,O,X,O,X,O,X
SOTJLIZ,X,O,X,X,X,O,X,X,X
SOTJLZI,X,O,X,X,X,X,X,X,X
SOTJZIL,X,X,X,O,X,X,X,O,X
SOTJZLI,X,X,X,O,X,X,X,O,X
SOTZILJ,X,O,O,O,X,O,X,O,X
SOTZIJL,X,X,O,O,X,O,X,O,X
SOTZLIJ,X,O,O,O,X,O,X,O,X
SOTZLJI,X,O,O,O,X,X,X,O,X
SOTZJIL,X,X,O,O,X,X,X,O,X
SOTZJLI,X,X,O,O,X,X,X,O,X
SOITLJZ,X,O,X,X,X,O,X,X,X
SOITLZJ,X,O,O,X,X,O,X,O,X
SOITJLZ,X,O,X,X,X,O,X,X,X
SOITJZL,X,X,X,O,X,O,X,O,X
SOITZLJ,X,O,O,O,X,O,X,O,X
SOITZJL,X,X,O,O,X,O,X,O,X
SOILTJZ,X,O,X,X,X,O,X,X,X
SOILTZJ,X,O,X,X,X,O,X,O,X
SOILJTZ,X,O,X,X,X,O,X,X,X
SOILJZT,O,O,X,O,O,X,X,X,X
SOILZTJ,O,O,X,O,O,O,O,O,X
SOILZJT,O,O,O,O,O,X,X,O,X
SOIJTLZ,X,O,X,X,X,O,X,X,X
SOIJTZL,X,X,X,O,X,O,X,O,X
SOIJLTZ,X,O,X,X,X,O,X,X,X
SOIJLZT,O,O,X,O,O,X,X,X,X
SOIJZTL,O,X,X,O,X,X,X,O,X
SOIJZLT,O,O,X,O,O,X,X,O,X
SOIZTLJ,O,O,O,O,O,O,O,O,X
SOIZTJL,O,X,O,O,X,O,O,O,X
SOIZLTJ,O,O,X,O,O,O,O,O,X
SOIZLJT,O,O,O,O,O,X,X,O,X
SOIZJTL,O,X,O,O,X,X,X,O,X
SOIZJLT,O,O,O,O,O,X,X,O,X
SOLTIJZ,X,O,X,X,X,O,X,X,X
SOLTIZJ,X,O,X,X,X,O,X,O,X
SOLTJIZ,X,O,X,X,X,O,X,X,X
SOLTJZI,X,O,X,X,X,X,X,X,X
SOLTZIJ,X,O,X,X,X,O,X,O,X
SOLTZJI,X,O,X,X,X,X,X,O,X
SOLITJZ,X,O,X,X,X,O,X,X,X
SOLITZJ,X,O,X,X,X,O,X,O,X
SOLIJTZ,X,O,X,X,X,O,X,X,X
SOLIJZT,O,O,X,O,O,X,X,X,X
SOLIZTJ,O,O,X,O,O,O,O,O,X
SOLIZJT,O,O,O,O,O,X,X,O,X
SOLJTIZ,X,O,X,X,X,O,X,X,X
SOLJTZI,X,O,X,X,X,X,X,X,X
SOLJITZ,X,O,X,X,X,O,X,X,X
SOLJIZT,O,O,X,O,O,X,X,X,X
SOLJZTI,O,O,X,O,O,X,X,X,X
SOLJZIT,O,O,X,O,O,X,X,X,X
SOLZTIJ,O,O,X,O,O,O,O,O,X
SOLZTJI,O,O,X,O,O,X,O,O,X
SOLZITJ,O,O,X,O,O,O,O,O,X
SOLZIJT,O,O,O,O,O,X,X,O,X
SOLZJTI,O,O,X,O,O,X,X,O,X
SOLZJIT,O,O,O,O,O,X,X,O,X
SOJTILZ,X,O,X,X,X,O,X,X,X
SOJTIZL,X,X,X,O,X,O,X,O,X
SOJTLIZ,X,O,X,X,X,O,X,X,X
SOJTLZI,X,O,X,X,X,X,X,X,X
SOJTZIL,X,X,X,O,X,X,X,O,X
SOJTZLI,X,X,X,O,X,X,X,O,X
SOJITLZ,X,O,X,X,X,O,X,X,X
SOJITZL,X,X,X,O,X,O,X,O,X
SOJILTZ,X,O,X,X,X,O,X,X,X
SOJILZT,O,O,X,O,O,X,X,X,X
SOJIZTL,O,X,X,O,X,X,X,O,X
