sequence,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlB/mBUiB5?oBtqBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBamBUiB5?oBfsBWwB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhF0gB6mBNnB5?oB/qB2wB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFKlBWmBNnB5?oBXrB0rB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFSmBNnB5oB/?qB0rBmqB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFOlBNnB5oBC?mB0rBXrB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBGhB5oB8?qBXnBywB,v115@EhB8IeA8AeB8EeB8AeC8DeB8KeT/IvhFNlBUhB5oBO?sBCrB3rB
JSLTIZO,O,O,X,O,O,X,X,X,O
JSLTIOZ,O,O,X,O,O,X,X,X,O
JSLTZIO,O,O,X,O,O,X,X,X,O
JSLTZOI,O,O,X,O,O,X,X,X,O
JSLTOIZ,O,O,X,O,O,X,X,X,O
JSLTOZI,O,O,X,O,O,X,X,X,O
JSLITZO,O,O,X,O,O,X,X,X,O
JSLITOZ,O,O,X,O,O,X,X,X,O
JSLIZTO,X,O,X,O,X,X,X,O,O
JSLIZOT,X,O,X,O,X,X,X,X,X
JSLIOTZ,O,O,X,O,O,X,X,X,O
JSLIOZT,X,O,X,O,X,X,X,X,X
JSLZTIO,X,O,X,O,X,X,X,O,O
JSLZTOI,X,O,X,O,X,X,X,O,O
JSLZITO,X,O,X,O,X,X,X,O,O
JSLZIOT,X,O,X,O,X,X,X,X,X
JSLZOTI,X,O,X,O,X,X,X,X,X
JSLZOIT,X,O,X,O,X,X,X,X,X
JSLOTIZ,O,O,X,O,O,X,X,X,O
JSLOTZI,O,O,X,O,O,X,X,X,O
JSLOITZ,O,O,X,O,O,X,X,X,O
JSLOIZT,X,O,X,O,X,X,X,X,X
JSLOZTI,X,O,X,O,X,X,X,X,X
JSLOZIT,X,O,X,O,X,X,X,X,X
JSZTILO,X,O,X,O,X,O,O,O,X
JSZTIOL,X,O,X,O,X,O,O,O,X
JSZTLIO,X,O,X,O,X,O,O,O,X
JSZTLOI,X,O,X,O,X,O,O,O,X
JSZTOIL,X,O,X,O,X,O,O,O,X
JSZTOLI,X,O,X,O,X,O,O,O,X
JSZITLO,X,O,X,O,X,O,O,O,X
JSZITOL,X,O,X,O,X,O,O,O,X
JSZILTO,X,O,X,O,X,X,X,O,X
JSZILOT,X,O,X,O,X,X,X,X,X
JSZIOTL,X,O,X,O,X,O,O,O,X
JSZIOLT,X,O,X,O,X,X,X,X,X
JSZLTIO,X,O,X,O,X,X,X,O,X
JSZLTOI,X,O,X,O,X,X,X,O,X
JSZLITO,X,O,X,O,X,X,X,O,X
JSZLIOT,X,O,X,O,X,X,X,X,X
JSZLOTI,X,O,X,O,X,X,X,X,X
JSZLOIT,X,O,X,O,X,X,X,X,X
JSZOTIL,X,O,X,O,X,O,O,O,X
JSZOTLI,X,O,X,O,X,O,O,O,X
JSZOITL,X,O,X,O,X,O,O,O,X
JSZOILT,X,O,X,O,X,X,X,X,X
JSZOLTI,X,O,X,O,X,X,X,X,X
JSZOLIT,X,O,X,O,X,X,X,X,X
JSOTILZ,O,O,X,O,O,X,X,X,O
JSOTIZL,O,O,X,O,X,O,O,O,O
JSOTLIZ,O,O,X,O,O,X,X,X,O
JSOTLZI,O,O,X,O,O,X,X,X,O
JSOTZIL,O,O,X,O,X,O,O,O,O
JSOTZLI,O,O,X,O,X,O,O,O,X
JSOITLZ,O,O,X,O,O,X,X,X,O
JSOITZL,O,O,X,O,X,O,O,O,O
JSOILTZ,O,O,X,O,O,X,X,X,O
JSOILZT,X,O,X,O,X,X,X,X,X
JSOIZTL,X,O,X,O,X,O,O,O,X
JSOIZLT,X,O,X,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,O,X,X,X,O
JSOLTZI,O,O,X,O,O,X,X,X,O
JSOLITZ,O,O,X,O,O,X,X,X,O
JSOLIZT,X,O,X,O,X,X,X,X,X
JSOLZTI,X,O,X,O,X,X,X,X,X
JSOLZIT,X,O,X,O,X,X,X,X,X
JSOZTIL,X,O,X,O,X,O,O,O,X
JSOZTLI,X,O,X,O,X,O,O,O,X
JSOZITL,X,O,X,O,X,O,O,O,X
JSOZILT,X,O,X,O,X,X,X,X,X
JSOZLTI,X,O,X,O,X,X,X,X,X
JSOZLIT,X,O,X,O,X,X,X,X,X
JZTILSO,O,O,O,O,X,X,O,X,O
JZTILOS,O,O,O,O,X,X,O,X,O
JZTISLO,O,O,O,O,X,O,O,O,X
JZTISOL,O,O,X,O,X,O,O,O,O
JZTIOLS,O,O,O,O,X,X,O,X,O
JZTIOSL,O,O,X,O,X,O,O,O,O
JZTLISO,O,O,O,O,X,X,O,X,O
JZTLIOS,O,O,O,O,X,X,O,X,O
JZTLSIO,O,O,O,O,X,X,O,X,O
JZTLSOI,O,O,O,O,X,X,O,X,O
JZTLOIS,O,O,O,O,X,X,O,X,O
JZTLOSI,O,O,O,O,X,X,O,X,O
JZTSILO,O,O,O,O,X,O,O,O,X
JZTSIOL,O,O,X,O,X,O,O,O,O
JZTSLIO,O,O,O,O,X,O,O,O,X
JZTSLOI,O,O,O,O,X,O,O,O,X
JZTSOIL,O,O,X,O,X,O,O,O,O
JZTSOLI,O,O,X,O,X,O,O,O,X
JZTOILS,O,O,O,O,X,X,O,X,O
JZTOISL,O,O,X,O,X,O,O,O,O
JZTOLIS,O,O,O,O,X,X,O,X,O
JZTOLSI,O,O,O,O,X,X,O,X,O
JZTOSIL,O,O,X,O,X,O,O,O,O
JZTOSLI,O,O,X,O,X,O,O,O,X
JZITLSO,O,O,O,O,X,X,O,X,O
JZITLOS,O,O,O,O,X,X,O,X,O
JZITSLO,O,O,O,O,X,O,O,O,X
JZITSOL,O,O,X,O,X,O,O,O,O
JZITOLS,O,O,O,O,X,X,O,X,O
JZITOSL,O,O,X,O,X,O,O,O,O
JZILTSO,O,O,O,X,X,X,O,X,O
JZILTOS,O,O,O,X,X,X,O,X,O
JZILSTO,O,O,X,X,X,X,X,X,O
JZILSOT,O,O,X,X,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,O,X,O
JZILOST,O,X,X,X,X,X,X,X,X
JZISTLO,X,O,X,O,X,O,O,O,X
JZISTOL,X,O,X,O,X,O,O,O,X
JZISLTO,X,O,X,O,X,X,X,O,X
JZISLOT,X,O,X,O,X,X,X,X,X
JZISOTL,X,O,X,O,X,O,O,O,X
JZISOLT,X,O,X,O,X,X,X,X,X
JZIOTLS,O,O,O,O,X,X,O,X,O
JZIOTSL,O,O,X,O,X,O,O,O,O
JZIOLTS,O,X,O,X,X,X,O,X,O
JZIOLST,O,X,X,X,X,X,X,X,X
JZIOSTL,X,O,X,O,X,O,O,O,X
JZIOSLT,X,O,X,O,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,X,O
JZLTIOS,O,O,O,X,X,X,O,X,O
JZLTSIO,O,O,O,X,X,X,O,X,O
JZLTSOI,O,O,O,X,X,X,O,X,O
JZLTOIS,O,O,O,X,X,X,O,X,O
JZLTOSI,O,O,O,X,X,X,O,X,O
JZLITSO,O,O,O,X,X,X,O,X,O
JZLITOS,O,O,O,X,X,X,O,X,O
JZLISTO,O,O,X,X,X,X,X,X,O
JZLISOT,O,O,X,X,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X,O,X,O
JZLIOST,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,X,X,X,X,X,O
JZLSTOI,O,O,X,X,X,X,X,X,O
JZLSITO,O,O,X,X,X,X,X,X,O
JZLSIOT,O,O,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,O,X,O
JZLOTSI,O,X,O,X,X,X,O,X,O
JZLOITS,O,X,O,X,X,X,O,X,O
JZLOIST,O,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X
JZSTILO,X,O,X,O,X,O,O,O,X
JZSTIOL,X,O,X,O,X,O,O,O,X
JZSTLIO,X,O,X,O,X,O,O,O,X
JZSTLOI,X,O,X,O,X,O,O,O,X
JZSTOIL,X,O,X,O,X,O,O,O,X
JZSTOLI,X,O,X,O,X,O,O,O,X
JZSITLO,X,O,X,O,X,O,O,O,X
JZSITOL,X,O,X,O,X,O,O,O,X
JZSILTO,X,O,X,O,X,X,X,O,X
JZSILOT,X,O,X,O,X,X,X,X,X
JZSIOTL,X,O,X,O,X,O,O,O,X
JZSIOLT,X,O,X,O,X,X,X,X,X
JZSLTIO,X,O,X,O,X,X,X,O,X
JZSLTOI,X,O,X,O,X,X,X,O,X
JZSLITO,X,O,X,O,X,X,X,O,X
JZSLIOT,X,O,X,O,X,X,X,X,X
JZSLOTI,X,O,X,O,X,X,X,X,X
JZSLOIT,X,O,X,O,X,X,X,X,X
JZSOTIL,X,O,X,O,X,O,O,O,X
JZSOTLI,X,O,X,O,X,O,O,O,X
JZSOITL,X,O,X,O,X,O,O,O,X
JZSOILT,X,O,X,O,X,X,X,X,X
JZSOLTI,X,O,X,O,X,X,X,X,X
JZSOLIT,X,O,X,O,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,O,X,O
JZOTISL,O,O,X,O,X,O,O,O,O
JZOTLIS,O,O,O,O,X,X,O,X,O
JZOTLSI,O,O,O,O,X,X,O,X,O
JZOTSIL,O,O,X,O,X,O,O,O,O
JZOTSLI,O,O,X,O,X,O,O,O,X
JZOITLS,O,O,O,O,X,X,O,X,O
JZOITSL,O,O,X,O,X,O,O,O,O
JZOILTS,O,X,O,X,X,X,O,X,O
JZOILST,O,X,X,X,X,X,X,X,X
JZOISTL,X,O,X,O,X,O,O,O,X
JZOISLT,X,O,X,O,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,O,X,O
JZOLTSI,O,X,O,X,X,X,O,X,O
JZOLITS,O,X,O,X,X,X,O,X,O
JZOLIST,O,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X
JZOSTIL,X,O,X,O,X,O,O,O,X
JZOSTLI,X,O,X,O,X,O,O,O,X
JZOSITL,X,O,X,O,X,O,O,O,X
JZOSILT,X,O,X,O,X,X,X,X,X
JZOSLTI,X,O,X,O,X,X,X,X,X
JZOSLIT,X,O,X,O,X,X,X,X,X
JOTILSZ,O,O,O,O,O,X,X,X,O
JOTILZS,O,O,O,O,O,X,O,X,O
JOTISLZ,O,O,X,O,O,X,X,X,O
JOTISZL,O,O,X,O,X,O,O,O,O
JOTIZLS,O,O,O,O,X,X,O,X,O
JOTIZSL,O,O,X,O,X,O,O,O,O
JOTLISZ,O,O,O,O,O,X,X,X,O
JOTLIZS,O,O,O,O,O,X,O,X,O
JOTLSIZ,O,O,O,O,O,X,X,X,O
JOTLSZI,O,O,X,O,O,X,X,X,O
JOTLZIS,O,O,O,O,O,X,O,X,O
JOTLZSI,O,O,O,O,X,X,O,X,O
JOTSILZ,O,O,X,O,O,X,X,X,O
JOTSIZL,O,O,X,O,X,O,O,O,O
JOTSLIZ,O,O,X,O,O,X,X,X,O
JOTSLZI,O,O,X,O,O,X,X,X,O
JOTSZIL,O,O,X,O,X,O,O,O,O
JOTSZLI,O,O,X,O,X,O,O,O,X
JOTZILS,O,O,O,O,X,X,O,X,O
JOTZISL,O,O,X,O,X,O,O,O,O
JOTZLIS,O,O,O,O,X,X,O,X,O
JOTZLSI,O,O,O,O,X,X,O,X,O
JOTZSIL,O,O,X,O,X,O,O,O,O
JOTZSLI,O,O,X,O,X,O,O,O,X
JOITLSZ,O,O,O,O,O,X,X,X,O
JOITLZS,O,O,O,O,O,X,O,X,O
JOITSLZ,O,O,X,O,O,X,X,X,O
JOITSZL,O,O,X,O,X,O,O,O,O
JOITZLS,O,O,O,O,X,X,O,X,O
JOITZSL,O,O,X,O,X,O,O,O,O
JOILTSZ,O,O,O,O,O,X,X,X,O
JOILTZS,O,O,O,O,O,X,O,X,O
JOILSTZ,O,O,X,O,O,X,X,X,O
JOILSZT,O,O,X,O,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,O,X,O
JOILZST,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,O,X,X,X,O
JOISTZL,O,O,X,O,X,O,O,O,O
JOISLTZ,O,O,X,O,O,X,X,X,O
JOISLZT,X,O,X,O,X,X,X,X,X
JOISZTL,X,O,X,O,X,O,O,O,X
JOISZLT,X,O,X,O,X,X,X,X,X
JOIZTLS,O,O,O,O,X,X,O,X,O
JOIZTSL,O,O,X,O,X,O,O,O,O
JOIZLTS,O,X,O,X,X,X,O,X,O
JOIZLST,O,X,X,X,X,X,X,X,X
JOIZSTL,X,O,X,O,X,O,O,O,X
JOIZSLT,X,O,X,O,X,X,X,X,X
JOLTISZ,O,O,O,O,O,X,X,X,O
JOLTIZS,O,O,O,O,O,X,O,X,O
JOLTSIZ,O,O,O,O,O,X,X,X,O
JOLTSZI,O,O,X,O,O,X,X,X,O
JOLTZIS,O,O,O,O,O,X,O,X,O
JOLTZSI,O,O,O,O,X,X,O,X,O
JOLITSZ,O,O,O,O,O,X,X,X,O
JOLITZS,O,O,O,O,O,X,O,X,O
JOLISTZ,O,O,X,O,O,X,X,X,O
JOLISZT,O,O,X,O,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,O,X,O
JOLIZST,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,X,X,X,O
JOLSTZI,O,O,X,O,O,X,X,X,O
JOLSITZ,O,O,X,O,O,X,X,X,O
JOLSIZT,O,O,X,O,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,O,X,O
JOLZTSI,O,X,O,X,X,X,O,X,O
JOLZITS,O,X,O,X,X,X,O,X,O
JOLZIST,O,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,O,O,X,X,X,O
JOSTIZL,O,O,X,O,X,O,O,O,O
JOSTLIZ,O,O,X,O,O,X,X,X,O
JOSTLZI,O,O,X,O,O,X,X,X,O
JOSTZIL,O,O,X,O,X,O,O,O,O
JOSTZLI,O,O,X,O,X,O,O,O,X
JOSITLZ,O,O,X,O,O,X,X,X,O
JOSITZL,O,O,X,O,X,O,O,O,O
JOSILTZ,O,O,X,O,O,X,X,X,O
JOSILZT,X,O,X,O,X,X,X,X,X
JOSIZTL,X,O,X,O,X,O,O,O,X
JOSIZLT,X,O,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,O,X,X,X,O
JOSLTZI,O,O,X,O,O,X,X,X,O
JOSLITZ,O,O,X,O,O,X,X,X,O
JOSLIZT,X,O,X,O,X,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,X,X
JOSLZIT,X,O,X,O,X,X,X,X,X
JOSZTIL,X,O,X,O,X,O,O,O,X
JOSZTLI,X,O,X,O,X,O,O,O,X
JOSZITL,X,O,X,O,X,O,O,O,X
JOSZILT,X,O,X,O,X,X,X,X,X
JOSZLTI,X,O,X,O,X,X,X,X,X
JOSZLIT,X,O,X,O,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,O,X,O
JOZTISL,O,O,X,O,X,O,O,O,O
JOZTLIS,O,O,O,O,X,X,O,X,O
JOZTLSI,O,O,O,O,X,X,O,X,O
JOZTSIL,O,O,X,O,X,O,O,O,O
JOZTSLI,O,O,X,O,X,O,O,O,X
JOZITLS,O,O,O,O,X,X,O,X,O
JOZITSL,O,O,X,O,X,O,O,O,O
JOZILTS,O,X,O,X,X,X,O,X,O
JOZILST,O,X,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,X,O,O,O,X
JOZISLT,X,O,X,O,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,O,X,O
JOZLTSI,O,X,O,X,X,X,O,X,O
JOZLITS,O,X,O,X,X,X,O,X,O
JOZLIST,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X
JOZSTIL,X,O,X,O,X,O,O,O,X
JOZSTLI,X,O,X,O,X,O,O,O,X
JOZSITL,X,O,X,O,X,O,O,O,X
JOZSILT,X,O,X,O,X,X,X,X,X
JOZSLTI,X,O,X,O,X,X,X,X,X
JOZSLIT,X,O,X,O,X,X,X,X,X
STILJZO,O,O,X,O,O,X,X,X,X
STILJOZ,O,O,O,O,O,X,X,X,X
STILZJO,O,O,O,O,O,O,X,O,X
STILZOJ,O,O,O,O,O,O,X,O,X
STILOJZ,O,O,O,O,O,X,X,X,X
STILOZJ,O,O,O,O,O,O,X,O,X
STIJLZO,O,O,X,O,O,X,X,X,O
STIJLOZ,O,O,X,O,O,X,X,X,O
STIJZLO,O,O,X,O,O,O,O,O,X
STIJZOL,O,O,X,O,X,O,O,O,O
STIJOLZ,O,O,X,O,O,X,X,X,O
STIJOZL,O,O,X,O,X,O,O,O,O
STIZLJO,O,O,O,O,O,O,O,O,X
STIZLOJ,O,O,O,O,O,O,O,O,X
STIZJLO,O,O,O,O,O,O,O,O,X
STIZJOL,O,O,X,O,X,O,O,O,X
STIZOLJ,O,O,O,O,O,O,O,O,X
STIZOJL,O,O,X,O,X,O,O,O,X
STIOLJZ,O,O,O,O,O,X,X,X,X
STIOLZJ,O,O,O,O,O,O,X,O,X
STIOJLZ,O,O,X,O,O,X,X,X,O
STIOJZL,O,O,X,O,X,O,O,O,O
STIOZLJ,O,O,O,O,O,O,O,O,X
STIOZJL,O,O,X,O,X,O,O,O,X
STLIJZO,O,O,X,O,O,X,X,X,X
STLIJOZ,O,O,O,O,O,X,X,X,X
STLIZJO,O,O,O,O,O,O,X,O,X
STLIZOJ,O,O,O,O,O,O,X,O,X
STLIOJZ,O,O,O,O,O,X,X,X,X
STLIOZJ,O,O,O,O,O,O,X,O,X
STLJIZO,O,O,X,O,O,X,X,X,X
STLJIOZ,O,O,O,O,O,X,X,X,X
STLJZIO,O,O,X,O,O,X,X,X,X
STLJZOI,O,O,X,O,O,X,X,X,X
STLJOIZ,O,O,O,O,O,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X
STLZIJO,O,O,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,O,O,X,O,X
STLZJIO,O,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,O,O,X,O,X
STLZOIJ,O,O,O,O,O,O,X,O,X
STLZOJI,O,O,O,O,O,O,X,O,X
STLOIJZ,O,O,O,O,O,X,X,X,X
STLOIZJ,O,O,O,O,O,O,X,O,X
STLOJIZ,O,O,O,O,O,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,X
STLOZIJ,O,O,O,O,O,O,X,O,X
STLOZJI,O,O,O,O,O,O,X,O,X
STJILZO,O,O,X,O,O,X,X,X,O
STJILOZ,O,O,X,O,O,X,X,X,O
STJIZLO,O,O,X,O,O,O,O,O,X
STJIZOL,O,O,X,O,X,O,O,O,O
STJIOLZ,O,O,X,O,O,X,X,X,O
STJIOZL,O,O,X,O,X,O,O,O,O
STJLIZO,O,O,X,O,O,X,X,X,O
STJLIOZ,O,O,X,O,O,X,X,X,O
STJLZIO,O,O,X,O,O,X,X,X,O
STJLZOI,O,O,X,O,O,X,X,X,O
STJLOIZ,O,O,X,O,O,X,X,X,O
STJLOZI,O,O,X,O,O,X,X,X,O
STJZILO,O,O,X,O,O,O,O,O,X
STJZIOL,O,O,X,O,X,O,O,O,O
STJZLIO,O,O,X,O,O,O,O,O,X
STJZLOI,O,O,X,O,O,O,O,O,X
STJZOIL,O,O,X,O,X,O,O,O,O
STJZOLI,O,O,X,O,X,O,O,O,X
STJOILZ,O,O,X,O,O,X,X,X,O
STJOIZL,O,O,X,O,X,O,O,O,O
STJOLIZ,O,O,X,O,O,X,X,X,O
STJOLZI,O,O,X,O,O,X,X,X,O
STJOZIL,O,O,X,O,X,O,O,O,O
STJOZLI,O,O,X,O,X,O,O,O,X
STZILJO,O,O,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,O,O,O,O,X
STZIJLO,O,O,O,O,O,O,O,O,X
STZIJOL,O,O,X,O,X,O,O,O,X
STZIOLJ,O,O,O,O,O,O,O,O,X
STZIOJL,O,O,X,O,X,O,O,O,X
STZLIJO,O,O,O,O,O,O,O,O,X
STZLIOJ,O,O,O,O,O,O,O,O,X
STZLJIO,O,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,O,O,O,O,X
STZLOJI,O,O,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,O,O,X
STZJIOL,O,O,X,O,X,O,O,O,X
STZJLIO,O,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,O,X
STZJOIL,O,O,X,O,X,O,O,O,X
STZJOLI,O,O,X,O,X,O,O,O,X
STZOILJ,O,O,O,O,O,O,O,O,X
STZOIJL,O,O,X,O,X,O,O,O,X
STZOLIJ,O,O,O,O,O,O,O,O,X
STZOLJI,O,O,O,O,O,O,O,O,X
STZOJIL,O,O,X,O,X,O,O,O,X
STZOJLI,O,O,X,O,X,O,O,O,X
STOILJZ,O,O,O,O,O,X,X,X,X
STOILZJ,O,O,O,O,O,O,X,O,X
STOIJLZ,O,O,X,O,O,X,X,X,O
STOIJZL,O,O,X,O,X,O,O,O,O
STOIZLJ,O,O,O,O,O,O,O,O,X
STOIZJL,O,O,X,O,X,O,O,O,X
STOLIJZ,O,O,O,O,O,X,X,X,X
STOLIZJ,O,O,O,O,O,O,X,O,X
STOLJIZ,O,O,O,O,O,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,X
STOLZJI,O,O,O,O,O,O,X,O,X
STOJILZ,O,O,X,O,O,X,X,X,O
STOJIZL,O,O,X,O,X,O,O,O,O
STOJLIZ,O,O,X,O,O,X,X,X,O
STOJLZI,O,O,X,O,O,X,X,X,O
STOJZIL,O,O,X,O,X,O,O,O,O
STOJZLI,O,O,X,O,X,O,O,O,X
STOZILJ,O,O,O,O,O,O,O,O,X
STOZIJL,O,O,X,O,X,O,O,O,X
STOZLIJ,O,O,O,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,O,O,O,X
STOZJIL,O,O,X,O,X,O,O,O,X
STOZJLI,O,O,X,O,X,O,O,O,X
SITLJZO,O,O,X,O,O,X,X,X,X
SITLJOZ,O,O,O,O,O,X,X,X,X
SITLZJO,O,O,O,O,O,O,X,O,X
SITLZOJ,O,O,O,O,O,O,X,O,X
SITLOJZ,O,O,O,O,O,X,X,X,X
SITLOZJ,O,O,O,O,O,O,X,O,X
SITJLZO,O,O,X,O,O,X,X,X,O
SITJLOZ,O,O,X,O,O,X,X,X,O
SITJZLO,O,O,X,O,O,O,O,O,X
SITJZOL,O,O,X,O,X,O,O,O,O
SITJOLZ,O,O,X,O,O,X,X,X,O
SITJOZL,O,O,X,O,X,O,O,O,O
SITZLJO,O,O,O,O,O,O,O,O,X
SITZLOJ,O,O,O,O,O,O,O,O,X
SITZJLO,O,O,O,O,O,O,O,O,X
SITZJOL,O,O,X,O,X,O,O,O,X
SITZOLJ,O,O,O,O,O,O,O,O,X
SITZOJL,O,O,X,O,X,O,O,O,X
SITOLJZ,O,O,O,O,O,X,X,X,X
SITOLZJ,O,O,O,O,O,O,X,O,X
SITOJLZ,O,O,X,O,O,X,X,X,O
SITOJZL,O,O,X,O,X,O,O,O,O
SITOZLJ,O,O,O,O,O,O,O,O,X
SITOZJL,O,O,X,O,X,O,O,O,X
SILTJZO,O,O,X,O,O,X,X,X,X
SILTJOZ,O,O,O,O,O,X,X,X,X
SILTZJO,O,O,O,O,O,O,X,O,X
SILTZOJ,O,O,O,O,O,O,X,O,X
SILTOJZ,O,O,O,O,O,X,X,X,X
SILTOZJ,O,O,O,O,O,O,X,O,X
SILJTZO,O,X,X,O,O,X,X,X,X
SILJTOZ,O,X,X,O,O,X,X,X,X
SILJZTO,O,X,X,O,X,X,X,O,X
SILJZOT,O,X,X,O,X,X,X,X,X
SILJOTZ,O,X,X,O,O,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X
SILZTJO,O,O,O,O,O,O,X,O,X
SILZTOJ,O,O,O,O,O,O,X,O,X
SILZJTO,O,X,X,O,X,X,X,O,X
SILZJOT,O,X,X,O,X,X,X,X,X
SILZOTJ,O,O,O,O,O,O,X,O,X
SILZOJT,O,X,X,O,X,X,X,X,X
SILOTJZ,O,O,O,O,O,X,X,X,X
SILOTZJ,O,O,O,O,O,O,X,O,X
SILOJTZ,O,X,X,O,O,X,X,X,X
SILOJZT,O,X,X,O,X,X,X,X,X
SILOZTJ,O,O,O,O,O,O,X,O,X
SILOZJT,O,X,X,O,X,X,X,X,X
SIJTLZO,O,O,X,O,O,X,X,X,O
SIJTLOZ,O,O,X,O,O,X,X,X,O
SIJTZLO,O,O,X,O,O,O,O,O,X
SIJTZOL,O,O,X,O,X,O,O,O,O
SIJTOLZ,O,O,X,O,O,X,X,X,O
SIJTOZL,O,O,X,O,X,O,O,O,O
SIJLTZO,O,O,X,O,O,X,X,X,O
SIJLTOZ,O,O,X,O,O,X,X,X,O
SIJLZTO,X,O,X,O,X,X,X,O,O
SIJLZOT,X,O,X,O,X,X,X,X,X
SIJLOTZ,O,O,X,O,O,X,X,X,O
SIJLOZT,X,O,X,O,X,X,X,X,X
SIJZTLO,X,O,X,O,X,O,O,O,X
SIJZTOL,X,O,X,O,X,O,O,O,X
SIJZLTO,X,O,X,O,X,X,X,O,X
SIJZLOT,X,O,X,O,X,X,X,X,X
SIJZOTL,X,O,X,O,X,O,O,O,X
SIJZOLT,X,O,X,O,X,X,X,X,X
SIJOTLZ,O,O,X,O,O,X,X,X,O
SIJOTZL,O,O,X,O,X,O,O,O,O
SIJOLTZ,O,O,X,O,O,X,X,X,O
SIJOLZT,X,O,X,O,X,X,X,X,X
SIJOZTL,X,O,X,O,X,O,O,O,X
SIJOZLT,X,O,X,O,X,X,X,X,X
SIZTLJO,X,O,O,O,O,O,O,O,X
SIZTLOJ,X,O,O,O,O,O,O,O,X
SIZTJLO,X,O,O,O,O,O,O,O,X
SIZTJOL,X,O,X,O,X,O,O,O,X
SIZTOLJ,X,O,O,O,O,O,O,O,X
SIZTOJL,X,O,X,O,X,O,O,O,X
SIZLTJO,O,O,O,O,O,O,X,O,X
SIZLTOJ,O,O,O,O,O,O,X,O,X
SIZLJTO,O,X,X,O,X,X,X,O,X
SIZLJOT,O,X,X,O,X,X,X,X,X
SIZLOTJ,O,O,O,O,O,O,X,O,X
SIZLOJT,O,X,X,O,X,X,X,X,X
SIZJTLO,X,O,X,O,X,O,O,O,X
SIZJTOL,X,O,X,O,X,O,O,O,X
SIZJLTO,X,X,X,O,X,X,X,O,X
SIZJLOT,X,X,X,O,X,X,X,X,X
SIZJOTL,X,O,X,O,X,O,O,O,X
SIZJOLT,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,O,O,O,O,O,O,X
SIZOTJL,X,O,X,O,X,O,O,O,X
SIZOLTJ,O,O,O,O,O,O,X,O,X
SIZOLJT,O,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,O,X,O,O,O,X
