sequence,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBRnBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBfsBlnBim?BxvB,v115@EhC8IeA8CeA8DeD8EeC8Jex/IvhFmhBTkBKqB3nB0r?BFrB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhFTgBfqB0mBlnBim?BRwB,v115@EhC8IeA8CeA8DeD8EeC8Jei/IvhFRhB1pBUmB3nB2v?BzrB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFRhB2pB3nB0rBTq?BirB,v115@EhC8IeA8CeA8DeD8EeC8Je0AJvhFmkBRnBTkBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFUhB2pBxrBTqBis?B3rB,v115@EhC8IeA8CeA8DeD8EeC8JeT/IvhFRhBlnBmpBirB/q?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFzfBfmBRnBVsB2v?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFRhBFlB3nBTrBmr?BUqB,v115@EhC8IeA8CeA8DeD8EeC8Je0/IvhFVmB2pBxrBisBTq?B3rB
IZLTOJS,O,O,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZLJTSO,X,X,X,X,X,X,O,X,X,X,X,X
IZLJTOS,X,X,X,X,X,X,O,X,X,X,X,X
IZLJSTO,X,X,O,X,X,X,O,X,X,X,X,X
IZLJSOT,X,X,O,X,X,X,O,X,X,O,X,X
IZLJOTS,O,X,X,X,X,X,O,X,X,X,X,X
IZLJOST,O,X,X,X,X,X,O,X,X,O,X,X
IZLSTJO,X,X,O,X,X,X,O,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,X,X,X,X,X,X
IZLSJTO,X,X,O,X,X,X,O,X,X,X,X,X
IZLSJOT,O,X,O,X,X,X,O,X,X,X,X,X
IZLSOTJ,O,X,O,X,X,X,X,X,X,X,X,X
IZLSOJT,O,X,O,X,X,X,O,X,X,X,X,X
IZLOTJS,O,O,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,X,O,O,X,X,X,X,X,X,X,X,X
IZLOJTS,O,O,X,X,X,X,O,X,X,X,X,X
IZLOJST,O,X,O,X,X,X,O,X,X,X,X,X
IZLOSTJ,O,X,O,X,X,X,X,X,X,X,X,X
IZLOSJT,O,X,O,X,X,X,X,X,X,X,X,X
IZJTLSO,X,X,X,O,O,X,X,X,X,X,X,X
IZJTLOS,X,X,X,X,X,X,X,O,X,X,X,X
IZJTSLO,X,X,X,O,X,O,X,X,X,X,X,X
IZJTSOL,X,O,X,O,X,O,X,X,X,X,X,X
IZJTOLS,X,O,X,X,X,X,X,O,X,X,X,X
IZJTOSL,X,O,X,O,X,X,X,O,X,X,X,X
IZJLTSO,X,X,X,X,X,X,O,X,X,X,X,X
IZJLTOS,X,X,X,X,X,X,O,O,X,X,X,X
IZJLSTO,X,X,X,X,X,X,O,X,X,X,X,X
IZJLSOT,X,X,X,X,X,X,O,X,X,O,X,X
IZJLOTS,O,X,X,X,X,X,O,O,X,X,X,X
IZJLOST,O,X,X,X,X,X,O,O,X,O,X,X
IZJSTLO,X,X,X,O,X,O,X,X,X,X,X,X
IZJSTOL,X,X,X,O,X,O,X,X,X,X,X,X
IZJSLTO,X,X,X,X,X,O,X,X,X,X,X,X
IZJSLOT,X,X,X,X,X,O,X,X,X,O,X,X
IZJSOTL,X,X,X,O,X,O,X,X,X,X,X,X
IZJSOLT,X,X,X,X,X,O,X,X,X,X,X,X
IZJOTLS,O,O,X,X,X,X,X,O,X,X,X,X
IZJOTSL,O,O,X,X,X,X,X,O,X,X,X,X
IZJOLTS,O,O,X,X,X,X,X,O,X,X,X,X
IZJOLST,O,X,X,X,X,X,X,O,X,X,X,X
IZJOSTL,O,O,X,X,X,X,X,O,X,X,X,X
IZJOSLT,O,X,X,X,X,X,X,O,X,X,X,X
IZSTLJO,X,X,X,O,O,X,O,X,X,X,X,X
IZSTLOJ,O,O,X,O,O,X,X,X,X,X,X,X
IZSTJLO,X,X,X,O,O,X,X,X,X,X,X,X
IZSTJOL,X,O,X,O,O,X,X,X,X,X,X,X
IZSTOLJ,X,O,X,O,O,X,X,X,X,X,X,X
IZSTOJL,O,O,X,O,O,X,X,X,X,X,X,X
IZSLTJO,X,X,O,X,O,X,O,X,X,X,X,X
IZSLTOJ,O,X,X,X,O,X,X,X,X,X,X,X
IZSLJTO,X,X,O,X,X,X,O,X,X,X,X,X
IZSLJOT,O,X,O,X,X,X,O,X,X,X,X,X
IZSLOTJ,O,X,O,X,X,X,X,X,X,X,X,X
IZSLOJT,O,X,O,X,X,X,O,X,X,X,X,X
IZSJTLO,X,X,X,O,O,O,X,X,X,X,X,X
IZSJTOL,X,X,X,O,X,O,X,X,X,X,X,X
IZSJLTO,X,X,O,X,X,O,O,X,X,X,X,X
IZSJLOT,O,X,O,X,X,O,O,X,X,X,X,X
IZSJOTL,O,X,X,O,X,O,X,X,X,X,X,X
IZSJOLT,O,X,X,X,X,O,X,X,X,X,X,X
IZSOTLJ,X,O,X,O,O,X,X,X,X,X,X,X
IZSOTJL,O,O,X,O,X,X,X,X,X,X,X,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,O,X,X,X,X,X
IZSOJTL,O,O,X,O,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,O,X,X,X,X,X,X,X
IZOTJLS,O,O,X,X,X,X,X,X,X,X,X,X
IZOTJSL,O,O,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,O,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,O,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,X,O,X,X,X,X,X,X,X,X,X,X
IZOLJTS,O,O,X,X,X,X,O,X,X,X,X,X
IZOLJST,O,X,X,X,X,X,O,X,X,X,X,X
IZOLSTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,X,X,X,X,X,X,X,X,X
IZOJTSL,O,O,X,X,X,X,X,X,X,X,X,X
IZOJLTS,O,O,X,X,X,X,X,X,X,X,X,X
IZOJLST,O,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,O,X,X,X,X,X,X,X,X,X,X
IZOSTJL,O,O,X,X,X,X,X,X,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,O,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTLJZS,O,O,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,O,X,X,X,X,X,X,X,X,X
IOTLZJS,O,O,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,O,O,X,X,X,X,X,X,X,X,X
IOTJLSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X,X,X,O
IOTJSLZ,O,O,X,O,X,X,X,X,X,X,X,X
IOTJSZL,O,O,X,O,X,X,X,X,X,X,X,X
IOTJZLS,O,O,X,X,X,X,X,X,X,X,X,O
IOTJZSL,O,O,X,O,X,X,X,X,X,X,X,X
IOTSLJZ,O,O,O,O,X,X,X,X,X,X,X,X
IOTSLZJ,O,O,O,O,X,X,X,X,X,X,X,X
IOTSJLZ,O,O,O,O,X,X,X,X,X,X,X,X
IOTSJZL,O,O,X,O,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTSZJL,O,O,X,O,X,X,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,O,X,X,X,X,X,X,X,X,X,X
IOTZJSL,O,O,X,O,X,X,X,X,X,X,X,X
IOTZSLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,O,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,X,O,O,X,X,X,X,X,X,X,O,X
IOLTSZJ,X,O,O,X,X,X,X,X,X,X,X,X
IOLTZJS,O,O,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,O,O,X,X,X,X,X,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X,O,X,X
IOLJTZS,O,O,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,O,X,X,X,X,X,X,O,X,X
IOLJSZT,O,X,O,X,X,X,X,X,X,O,X,X
IOLJZTS,O,O,X,X,X,X,O,X,X,X,X,X
IOLJZST,O,X,O,X,X,X,O,X,X,O,X,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,X,O,X
IOLSTZJ,O,X,O,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,O,X,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,X,O,O,X,X,X,X,X,X,X,X,X
IOLZJTS,O,O,X,X,X,X,O,X,X,X,X,X
IOLZJST,O,X,O,X,X,X,O,X,X,X,X,X
IOLZSTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOLZSJT,O,X,O,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,O,X,X,X,X,X,O,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,O,X,X,X,X
IOJTSLZ,O,O,X,O,X,X,X,O,X,X,X,X
IOJTSZL,O,O,X,O,X,X,X,O,X,X,X,X
IOJTZLS,O,O,X,X,X,X,X,O,X,X,X,X
IOJTZSL,O,O,X,O,X,X,X,O,X,X,X,X
IOJLTSZ,X,O,X,X,X,X,X,O,X,O,X,X
IOJLTZS,O,O,X,X,X,X,X,O,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,O,X,O,X,X
IOJLSZT,O,X,O,X,X,X,X,O,X,O,X,X
IOJLZTS,O,O,X,X,X,X,X,O,X,X,X,X
IOJLZST,O,X,O,X,X,X,X,O,X,O,X,X
IOJSTLZ,O,O,O,O,X,X,X,O,X,X,X,X
IOJSTZL,O,O,X,O,X,X,X,O,X,X,X,X
IOJSLTZ,O,X,O,O,X,X,X,O,X,O,X,X
IOJSLZT,O,X,O,X,X,X,X,O,X,O,X,X
IOJSZTL,O,O,X,O,X,X,X,O,X,X,X,X
IOJSZLT,O,X,O,X,X,X,X,O,X,X,X,X
IOJZTLS,O,O,X,X,X,X,X,O,X,X,X,X
IOJZTSL,O,O,X,X,X,X,X,O,X,X,X,X
IOJZLTS,O,O,X,X,X,X,X,O,X,X,X,X
IOJZLST,O,X,X,X,X,X,X,O,X,X,X,X
IOJZSTL,O,O,X,X,X,X,X,O,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,O,X,X,X,X
IOSTLJZ,O,O,O,O,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,O,O,X,X,X,X,X,X,X,X
IOSTJLZ,O,O,O,O,X,X,X,X,X,X,X,X
IOSTJZL,O,O,X,O,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSTZJL,O,O,X,O,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,O,O,X,X,X,X,X,X,O,X
IOSLTZJ,O,X,O,O,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,O,O,X,X,X,X,X,X,X,X
IOSLJZT,O,X,O,X,X,X,O,X,X,X,X,X
IOSLZTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,O,X,X,X,O,X,X,X,X,X
IOSJTLZ,O,O,O,O,X,X,X,X,X,X,X,X
IOSJTZL,O,O,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,O,O,X,X,X,X,X,X,X,X
IOSJLZT,O,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,X,O,X,X,X,X,X,X,X,X
IOSJZLT,O,X,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSZTJL,O,O,X,O,X,X,X,X,X,X,X,X
IOSZLTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,O,X,X,X,O,X,X,X,X,X
IOSZJTL,O,O,X,O,X,X,X,X,X,X,X,X
IOSZJLT,O,X,O,X,X,X,X,X,X,X,X,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,O,X,X,X,X,X,X,X,X,X
IOZLJTS,O,O,X,X,X,X,O,X,X,X,X,X
IOZLJST,O,X,O,X,X,X,O,X,X,X,X,X
IOZLSTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,O,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,O,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,O,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,O,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,O,X,X,X,X,O,X,X,O
LTIJSOZ,X,X,X,O,X,X,X,X,O,O,X,X
LTIJZSO,X,X,X,O,X,X,O,X,O,X,X,O
LTIJZOS,X,X,X,X,X,X,O,X,O,X,X,O
LTIJOSZ,X,X,X,X,X,X,X,X,O,O,X,X
LTIJOZS,X,X,X,X,X,X,X,X,O,X,X,O
LTISJZO,X,X,O,O,X,X,X,X,X,X,X,X
LTISJOZ,X,X,O,O,X,X,X,X,X,X,X,X
LTISZJO,X,X,O,O,O,X,X,X,X,X,X,X
LTISZOJ,X,O,X,O,O,X,X,X,X,X,X,X
LTISOJZ,X,O,X,O,X,X,X,X,X,X,O,X
LTISOZJ,X,O,X,O,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,O,O,X,O,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,O,X,X,X,X,X
LTIZSJO,X,X,O,O,O,X,X,X,X,X,X,X
LTIZSOJ,X,O,X,O,O,X,X,X,X,X,X,X
LTIZOJS,O,O,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,O,X,X,O,X,X,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOJZS,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X,O,X
LTIOSZJ,X,O,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,O,X,X,X,X,O,X,X,O
LTJISOZ,X,X,X,O,X,X,X,X,O,O,X,X
LTJIZSO,X,X,X,O,X,X,O,X,O,X,X,O
LTJIZOS,X,X,X,X,X,X,O,X,O,X,X,O
LTJIOSZ,X,X,X,X,X,X,X,X,O,O,X,X
LTJIOZS,X,X,X,X,X,X,X,X,O,X,X,O
LTJSIZO,X,X,X,X,X,X,O,X,O,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,O,O,X,X
LTJSZIO,X,X,X,X,O,X,O,X,O,X,X,X
LTJSZOI,X,X,X,X,O,X,X,X,O,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,O,O,O,X
LTJSOZI,X,X,X,X,X,X,X,X,O,X,O,X
LTJZISO,X,X,X,X,O,X,O,X,O,X,X,O
LTJZIOS,X,X,X,X,X,X,O,X,O,X,X,O
LTJZSIO,X,X,X,X,O,X,O,X,O,X,X,X
LTJZSOI,X,X,X,X,O,X,X,X,O,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,O,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,O,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,O,O,X,X
LTJOIZS,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSIZ,X,X,X,X,X,X,X,X,O,O,O,X
LTJOSZI,X,X,X,X,X,X,X,X,O,X,O,X
LTJOZIS,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,X,X,O,X,X,X,O,X,X,X,X,X
LTSIJOZ,X,X,O,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,O,X,O,X,O,X,X,X,X,X
LTSIZOJ,O,O,X,X,O,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X,O,X
LTSIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,O,X,X,X,O,X,O,X,X,X
LTSJIOZ,X,X,O,X,X,X,X,X,O,X,X,X
LTSJZIO,X,X,X,X,O,X,O,X,O,X,X,X
LTSJZOI,X,X,X,X,O,X,X,X,O,X,X,X
LTSJOIZ,X,X,O,X,X,X,X,X,O,X,O,X
LTSJOZI,X,X,X,X,X,X,X,X,O,X,O,X
LTSZIJO,X,X,O,X,O,X,O,X,X,X,X,X
LTSZIOJ,O,X,X,X,O,X,X,X,X,X,X,X
LTSZJIO,X,X,O,X,O,X,O,X,X,X,X,X
LTSZJOI,X,X,O,X,O,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTSZOJI,O,O,O,X,O,X,X,X,X,X,O,X
LTSOIJZ,O,X,O,X,X,X,X,X,X,X,O,X
LTSOIZJ,O,X,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,X,O,X,X,X,X,X,X,X,O,X
LTSOJZI,O,O,X,X,X,X,X,X,X,X,O,X
LTSOZIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTSOZJI,O,O,O,X,O,X,X,X,X,X,O,X
LTZIJSO,X,X,X,X,O,X,O,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,O,X,X,X,X,X
LTZISJO,X,X,O,X,O,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,O,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,O,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,O,X,O,X,O,X,X,X
LTZJIOS,X,X,X,X,X,X,O,X,O,X,X,X
LTZJSIO,X,X,X,X,O,X,O,X,O,X,X,X
LTZJSOI,X,X,X,X,O,X,X,X,O,X,X,X
LTZJOIS,X,X,X,X,X,X,X,X,O,X,X,X
LTZJOSI,X,X,X,X,X,X,X,X,O,X,X,X
LTZSIJO,X,X,O,X,O,X,O,X,X,X,X,X
LTZSIOJ,O,X,X,X,O,X,X,X,X,X,X,X
LTZSJIO,X,X,O,X,O,X,O,X,X,X,X,X
LTZSJOI,X,X,O,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTZSOJI,O,O,O,X,O,X,X,X,X,X,O,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,O,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,O,X,X,X,X,X,O,X
LTOIJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,O,O,X,X,X,X,X,X,X,O,X
LTOISZJ,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,O,X,X,X,X,X,X,O,O,X,X
LTOJIZS,O,O,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,O,X,X,X,X,X,X,X,O,O,O,X
LTOJSZI,O,O,X,X,X,X,X,X,O,X,O,X
LTOJZIS,O,O,X,X,X,X,X,X,O,X,X,X
LTOJZSI,O,O,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,O,X,O,X,X,X,X,X,X,X,O,X
LTOSIZJ,O,X,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,X,X,O,X
LTOSJZI,O,O,X,X,X,X,X,X,X,X,O,X
LTOSZIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTOSZJI,O,O,O,X,O,X,X,X,X,X,O,X
LTOZIJS,O,O,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,O,X,X,X,X,X,X,X
LTOZJIS,O,O,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,O,X,X,X,X,X,O,X
LITJSZO,X,X,X,O,X,X,X,X,X,X,X,O
LITJSOZ,X,X,X,O,X,X,X,X,X,O,X,X
LITJZSO,X,X,X,O,X,X,O,X,X,X,X,O
LITJZOS,X,X,X,X,X,X,O,X,X,X,X,O
LITJOSZ,X,X,X,X,X,X,X,X,X,O,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,O
LITSJZO,X,X,O,O,X,X,X,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,X,X,X,X
LITSZJO,X,X,O,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,O,X,O,X,X,X,X,X,X,O,X
LITSOZJ,X,O,X,O,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,O,X,X,O,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,O,X,X,X,X,X
LITZSJO,X,X,O,O,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X,X,O,X
LITOSZJ,X,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,O,X,O,X,X
LIJTZSO,X,X,X,O,X,X,O,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,O,O,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,O,X,O,X,X
LIJTOZS,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTZO,X,X,O,O,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,O,O,X,X,X,O,X,O,X,X
LIJSZTO,X,X,O,X,X,X,O,X,X,X,X,X
LIJSZOT,X,X,O,X,X,X,O,X,X,O,X,X
LIJSOTZ,X,X,O,O,X,X,X,O,X,O,X,X
LIJSOZT,X,X,O,X,X,X,O,O,X,O,X,X
LIJZTSO,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTOS,X,X,X,X,X,X,O,O,X,X,X,X
LIJZSTO,X,X,O,X,X,X,O,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,O,X,X,O,X,X
LIJZOTS,O,X,X,X,X,X,O,O,X,X,X,X
LIJZOST,O,X,X,X,X,X,O,O,X,O,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,O,X,X
LIJOTZS,O,X,X,X,X,X,X,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,O,X,O,X,X
LIJOSZT,O,X,X,X,X,X,X,O,X,O,X,X
LIJOZTS,O,X,X,X,X,X,O,O,X,X,X,X
LIJOZST,O,X,X,X,X,X,O,O,X,O,X,X
LISTJZO,X,X,O,O,X,X,O,X,X,X,X,X
LISTJOZ,X,X,O,O,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,O,X,X,O,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,O,X,X,X,X,X,X,O,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,O,X,X,O,X,X,X,X,X
LISJTOZ,X,X,O,O,X,X,X,X,X,O,X,X
LISJZTO,X,X,O,X,X,X,O,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,O,X,X,O,X,X
LISJOTZ,O,X,O,O,X,X,X,X,X,O,X,X
LISJOZT,O,X,O,X,X,X,O,X,X,O,X,X
LISZTJO,X,X,O,X,X,X,O,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,O,X,X,X,X,X
LISZJOT,O,X,O,X,X,X,O,X,X,X,X,X
LISZOTJ,O,X,O,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,O,X,X,X,O,X,X,X,X,X
LISOTJZ,O,X,O,O,X,X,X,X,X,X,O,X
LISOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,O,X,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,X,X,O,X,X,X,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,X,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSJO,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,O,X,X,X,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,X,X,X
LIZJSTO,X,X,O,X,X,X,O,X,X,X,X,X
LIZJSOT,X,X,O,X,X,X,O,X,X,O,X,X
LIZJOTS,O,X,X,X,X,X,O,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,O,X,X,O,X,X
