sequence,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBCjBTlB/rB8s?B+tB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB3iB5oB9rBet?BUsB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhFxhBXjByqBurB9t?B0sB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB5oB9rBet?B3sB,v115@9gB8HeB8HeB8HeE8AeA8MeOFJvhF8lBRiBSoB9rB/s?BTtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBGjBTlB/rBCt?BUtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBunBcoBTlB/r?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhF2mBXjB9tBxqB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB9rBxsBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBTlB/rBGoBUt?BCtB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhF0iBTlBxrBXtBtr?B6tB,v115@9gB8HeB8HeB8HeE8AeA8Me2FJvhFRiBcoB9rBTnB3l?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBSoBTlB/rBUo?BWyB,v115@9gB8HeB8HeB8HeE8AeA8MeNFJvhF3hB5nB8rBOtBzl?B6tB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhFdoB5oBTlB3mB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB9rBxnBUnBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFXjBTlBimB+tB8r?BtsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBRnBctB9rB/s?BGtB
TJLZISO,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TJLZIOS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJLZSIO,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
TJLZSOI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TJLZOIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJLZOSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TJLOISZ,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TJLOIZS,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLOSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
TJLOSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
TJLOZIS,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJLOZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TJSILZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TJSIZLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSIZOL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSIOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSLIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TJSLZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TJSLOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X
TJSLOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
TJSZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSZIOL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TJSZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSZLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJSZOIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
TJSZOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJSOILZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJSOIZL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJSOLIZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
TJSOLZI,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O,X
TJSOZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJSOZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZILSO,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TJZILOS,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJZISLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZISOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TJZIOLS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TJZLISO,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TJZLIOS,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZLSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZLSOI,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZLOIS,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJZLOSI,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZSILO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZSIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TJZSLIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TJZSLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZSOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
TJZSOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJZOILS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TJZOLIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZOLSI,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZOSIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
TJZOSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOILSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOILZS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOISZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOLISZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJOLIZS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
TJOLSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
TJOLZIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOLZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TJOSILZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TJOSIZL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOSLIZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
TJOSLZI,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O,X
TJOSZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOSZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TJOZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TJOZLIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOZLSI,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJOZSIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
TJOZSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSILJZO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSILJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TSILZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TSILOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
TSILOZJ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSIJLZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSIJZLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJOLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIJOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TSIZLJO,X,X,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TSIZLOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TSIZJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZJOL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TSIZOLJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
TSIZOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
TSIOLJZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
TSIOLZJ,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X
TSIOJLZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSIOJZL,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X,X
TSIOZLJ,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
TSIOZJL,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X,X
TSLIJZO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TSLIZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TSLIOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
TSLIOZJ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSLJIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSLJZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TSLJOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TSLZIJO,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TSLZJIO,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TSLZOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TSLZOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X
TSLOIZJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TSLOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TSLOJZI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSLOZIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TSLOZJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TSJILZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSJIZLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJIZOL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSJLIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSJLZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TSJLOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
TSJZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJZIOL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TSJZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSJZLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJZOIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
TSJZOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJOILZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJOIZL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJOLIZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJOLZI,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSJOZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSJOZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSZILJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TSZILOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TSZIJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZIJOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TSZIOLJ,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
TSZIOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
TSZLIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TSZLIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TSZLJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
TSZLJOI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSZLOIJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,O,O,X,X
TSZLOJI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TSZJILO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZJIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TSZJLIO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TSZJLOI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TSZJOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TSZJOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TSZOILJ,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
TSZOIJL,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,X,X,X
TSZOLIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TSZOLJI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TSZOJIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TSZOJLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TSOILJZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
TSOILZJ,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X
TSOIJLZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSOIJZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TSOIZLJ,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
TSOIZJL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TSOLIJZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOLIZJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSOLJIZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
TSOLJZI,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSOLZIJ,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X
TSOLZJI,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TSOJILZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSOJIZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TSOJLIZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
TSOJLZI,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TSOJZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TSOJZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TSOZILJ,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
TSOZIJL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
TSOZLIJ,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TSOZLJI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TSOZJIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TSOZJLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TZILJSO,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZILJOS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZILSJO,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZILSOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TZILOJS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
TZILOSJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
TZIJLSO,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZIJLOS,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZIJSLO,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIJSOL,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZIJOLS,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOSL,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZISLJO,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TZISLOJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
TZISJLO,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZISJOL,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZISOLJ,X,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZISOJL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZIOLJS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZIOLSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
TZIOJLS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZIOSLJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZIOSJL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZLIJSO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TZLIJOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TZLISJO,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TZLISOJ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TZLIOJS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O
TZLIOSJ,X,X,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,O
TZLJISO,X,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
TZLJIOS,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TZLJSIO,X,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
TZLJSOI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLJOIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZLJOSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLSIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TZLSIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TZLSJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
TZLSJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLSOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X
TZLSOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLOIJS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TZLOISJ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O
TZLOJIS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZLOJSI,X,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLOSIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,O,O,X,X
TZLOSJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X
TZJILSO,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZJILOS,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TZJISLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJISOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZJIOLS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZJLISO,O,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
TZJLIOS,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TZJLSIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJLSOI,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJLOIS,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZJLOSI,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJSILO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZJSLIO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZJSOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TZJSOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TZJOILS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJOISL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZJOLIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZJOLSI,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJOSIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TZJOSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TZSILJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TZSILOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TZSIJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZSIJOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZSIOLJ,X,X,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZSIOJL,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZSLIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
TZSLIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
TZSLJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
TZSLJOI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZSLOIJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,O,O,X,X
TZSLOJI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TZSJILO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZSJIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZSJLIO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZSJLOI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZSJOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TZSJOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
TZSOILJ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X
TZSOIJL,O,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
TZSOLIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
