sequence,v115@EhC8HeB8HeC8EeD8JeT/IvhF/lBamBUiBWsBlpBxvB,v115@EhC8HeB8HeC8EeD8Je0/IvhF6lBThB/nB2pBlrBRvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFihBTkB0lBGnBVvB3rB,v115@EhC8HeB8HeC8EeD8JeT/IvhFmgBqmB/nB0lBlpBxvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFThB/nBmkBqqB0pBlrB,v115@EhC8HeB8HeC8EeD8Jei/IvhFRhBFlBTnB0pBGrBXrB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGgBThB/nBUlBlrBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFlgBUiBzkBXmBCsBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFqmB/nBRlBzpBUrBlqB,v115@EhC8HeB8HeC8EeD8JeKEJvhFRhBFlB8qBGnB3rBzpB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGhB/nBRlB0qBlrBzpB
LJZOITS,X,X,O,X,X,X,X,O,X,X,X
LJZOIST,X,O,X,X,O,X,O,O,X,X,X
LJZOSTI,X,O,X,X,O,X,O,O,X,X,X
LJZOSIT,X,O,X,X,O,X,O,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,O,X,X,X
LJOITZS,X,X,O,X,X,X,X,O,X,X,X
LJOISTZ,X,X,O,X,X,X,X,O,O,X,X
LJOISZT,X,X,X,X,X,X,X,O,O,O,X
LJOIZTS,X,X,O,X,X,X,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,O,X,X
LJOSTIZ,X,X,O,X,X,X,X,X,O,X,X
LJOSTZI,X,X,O,X,X,X,X,O,O,X,X
LJOSITZ,X,X,O,X,X,X,X,X,O,X,X
LJOSIZT,X,X,X,X,X,X,X,X,O,O,X
LJOSZTI,X,X,X,X,X,X,X,O,O,O,X
LJOSZIT,X,X,X,X,X,X,X,X,O,O,X
LJOZTIS,X,X,O,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,O,X
LJOZITS,X,X,O,X,X,X,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,O,X,X
LJOZSTI,X,X,X,X,X,X,X,O,O,X,X
LJOZSIT,X,X,X,X,X,X,X,X,O,X,X
LSTIJZO,X,O,X,O,X,X,O,O,X,X,O
LSTIJOZ,X,O,X,O,O,X,O,O,X,X,X
LSTIZJO,X,O,X,O,O,X,O,O,X,X,O
LSTIZOJ,X,O,X,O,O,X,O,O,X,X,O
LSTIOJZ,X,O,X,O,O,X,O,O,X,X,X
LSTIOZJ,X,O,X,O,O,X,O,O,X,X,X
LSTJIZO,X,X,X,X,X,X,X,O,X,O,O
LSTJIOZ,X,X,O,X,O,X,X,O,X,X,X
LSTJZIO,X,O,O,O,O,X,O,O,X,O,O
LSTJZOI,X,O,O,O,O,X,O,O,X,O,O
LSTJOIZ,X,X,O,X,O,X,X,X,O,X,X
LSTJOZI,X,O,O,O,O,X,O,O,O,X,O
LSTZIJO,X,X,O,O,O,X,O,O,X,X,O
LSTZIOJ,X,X,O,O,O,X,O,O,X,X,O
LSTZJIO,X,X,O,O,O,X,O,O,X,O,O
LSTZJOI,X,X,O,O,O,X,O,O,X,O,O
LSTZOIJ,X,X,O,O,O,X,O,O,O,X,O
LSTZOJI,X,X,O,O,O,X,O,O,O,X,O
LSTOIJZ,X,O,O,O,O,X,O,O,O,X,X
LSTOIZJ,X,O,O,O,O,X,O,O,X,X,X
LSTOJIZ,X,X,O,X,O,X,X,X,O,X,X
LSTOJZI,X,O,O,O,O,X,O,O,O,X,O
LSTOZIJ,X,X,O,O,O,X,O,O,O,X,O
LSTOZJI,X,X,O,O,O,X,O,O,O,X,O
LSITJZO,X,O,X,O,X,X,O,O,X,X,O
LSITJOZ,X,O,X,O,O,X,O,O,X,X,X
LSITZJO,X,O,X,O,O,X,O,O,X,X,O
LSITZOJ,X,O,X,O,O,X,O,O,X,X,O
LSITOJZ,X,O,X,O,O,X,O,O,X,X,X
LSITOZJ,X,O,X,O,O,X,O,O,X,X,X
LSIJTZO,X,O,X,O,X,X,O,O,X,O,X
LSIJTOZ,X,O,X,O,O,X,O,O,X,X,X
LSIJZTO,X,O,X,O,X,X,O,O,X,O,X
LSIJZOT,X,O,X,O,X,X,O,O,X,O,X
LSIJOTZ,X,O,X,X,X,X,X,O,O,X,X
LSIJOZT,X,O,X,X,X,X,X,O,O,O,X
LSIZTJO,X,O,X,O,O,X,O,O,X,X,O
LSIZTOJ,X,O,X,O,O,X,O,O,X,X,O
LSIZJTO,X,O,X,O,O,X,O,O,X,X,X
LSIZJOT,X,O,X,O,O,X,O,O,X,X,X
LSIZOTJ,X,X,X,O,O,X,O,O,O,X,X
LSIZOJT,X,X,X,O,X,X,O,O,O,X,X
LSIOTJZ,X,O,X,O,O,X,O,O,O,X,X
LSIOTZJ,X,O,X,O,O,X,O,O,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,O,O,X,X
LSIOJZT,X,O,X,X,X,X,X,O,O,X,X
LSIOZTJ,X,X,X,O,X,X,O,O,O,X,X
LSIOZJT,X,X,X,O,X,X,O,O,O,X,X
LSJTIZO,X,X,X,X,X,X,X,O,X,O,O
LSJTIOZ,X,X,O,X,O,X,X,O,X,X,X
LSJTZIO,X,O,O,O,O,X,O,O,X,O,O
LSJTZOI,X,O,O,O,O,X,O,O,X,O,O
LSJTOIZ,X,X,O,X,O,X,X,X,O,X,X
LSJTOZI,X,O,O,O,O,X,O,O,O,X,O
LSJITZO,X,O,X,O,X,X,O,O,X,O,X
LSJITOZ,X,O,O,O,O,X,O,O,X,X,X
LSJIZTO,X,O,X,O,X,X,O,O,X,O,X
LSJIZOT,X,O,X,O,X,X,O,O,X,O,X
LSJIOTZ,X,O,X,X,X,X,X,O,O,X,X
LSJIOZT,X,O,X,X,X,X,X,O,O,O,X
LSJZTIO,X,O,X,X,O,X,O,O,X,O,O
LSJZTOI,X,O,O,X,O,X,O,O,X,O,O
LSJZITO,X,O,X,X,O,X,O,O,X,O,X
LSJZIOT,X,O,X,X,O,X,O,O,X,O,X
LSJZOTI,X,O,X,X,O,X,O,O,O,O,X
LSJZOIT,X,O,X,X,O,X,O,X,O,O,X
LSJOTIZ,X,X,O,X,X,X,X,X,O,X,X
LSJOTZI,X,X,O,X,X,X,X,O,O,X,X
LSJOITZ,X,X,X,X,X,X,X,X,O,X,X
LSJOIZT,X,X,X,X,X,X,X,X,O,O,X
LSJOZTI,X,X,X,X,X,X,X,O,O,O,X
LSJOZIT,X,X,X,X,X,X,X,X,O,O,X
LSZTIJO,X,X,X,O,O,X,O,O,X,X,O
LSZTIOJ,X,X,X,O,O,X,O,O,X,X,O
LSZTJIO,X,X,X,O,O,X,O,O,X,O,O
LSZTJOI,X,X,X,O,O,X,O,O,X,O,O
LSZTOIJ,X,X,X,O,O,X,O,O,O,X,O
LSZTOJI,X,X,X,O,O,X,O,O,O,X,O
LSZITJO,X,X,X,O,O,X,O,O,X,X,O
LSZITOJ,X,X,X,O,O,X,O,O,X,X,O
LSZIJTO,X,X,X,O,O,X,O,O,X,X,X
LSZIJOT,X,X,X,O,O,X,O,O,X,X,X
LSZIOTJ,X,X,X,O,O,X,O,O,O,X,X
LSZIOJT,X,X,X,O,X,X,O,O,O,X,X
LSZJTIO,X,X,X,X,O,X,O,O,X,O,O
LSZJTOI,X,X,X,X,O,X,O,O,X,O,O
LSZJITO,X,X,X,X,O,X,O,O,X,O,X
LSZJIOT,X,X,X,X,O,X,O,O,X,O,X
LSZJOTI,X,X,X,X,O,X,O,O,O,O,X
LSZJOIT,X,X,X,X,O,X,O,X,O,O,X
LSZOTIJ,X,X,X,X,O,X,O,O,O,X,O
LSZOTJI,X,X,X,X,O,X,O,O,O,X,O
LSZOITJ,X,X,X,X,O,X,O,O,O,X,X
LSZOIJT,X,X,X,X,X,X,O,O,O,X,X
LSZOJTI,X,X,X,X,O,X,O,O,O,X,X
LSZOJIT,X,X,X,X,O,X,O,X,O,X,X
LSOTIJZ,X,X,X,X,O,X,X,O,O,X,X
LSOTIZJ,X,X,X,O,O,X,O,O,X,X,X
LSOTJIZ,X,X,X,X,O,X,X,X,O,X,X
LSOTJZI,X,X,X,O,O,X,O,O,O,X,O
LSOTZIJ,X,X,X,O,O,X,O,O,O,X,O
LSOTZJI,X,X,X,O,O,X,O,O,O,X,O
LSOITJZ,X,X,X,O,O,X,O,O,O,X,X
LSOITZJ,X,X,X,O,O,X,O,O,X,X,X
LSOIJTZ,X,X,X,X,X,X,X,O,O,X,X
LSOIJZT,X,X,X,X,X,X,X,O,O,X,X
LSOIZTJ,X,X,X,O,X,X,O,O,O,X,X
LSOIZJT,X,X,X,O,X,X,O,O,O,X,X
LSOJTIZ,X,X,X,X,X,X,X,X,O,X,X
LSOJTZI,X,X,X,X,X,X,X,O,O,X,X
LSOJITZ,X,X,X,X,X,X,X,X,O,X,X
LSOJIZT,X,X,X,X,X,X,X,X,O,O,X
LSOJZTI,X,X,X,X,X,X,X,O,O,O,X
LSOJZIT,X,X,X,X,X,X,X,X,O,O,X
LSOZTIJ,X,X,X,X,O,X,O,O,O,X,O
LSOZTJI,X,X,X,X,O,X,O,O,O,X,O
LSOZITJ,X,X,X,X,O,X,O,O,O,X,X
LSOZIJT,X,X,X,X,X,X,O,O,O,X,X
LSOZJTI,X,X,X,X,O,X,O,O,O,X,X
LSOZJIT,X,X,X,X,O,X,O,X,O,X,X
LZTIJSO,X,X,X,X,X,O,X,O,X,O,X
LZTIJOS,X,X,X,X,X,O,X,O,X,X,X
LZTISJO,X,X,X,X,O,O,X,O,X,X,X
LZTISOJ,X,X,X,X,O,O,X,O,X,X,X
LZTIOJS,X,X,X,X,X,O,X,O,X,X,X
LZTIOSJ,X,X,X,X,X,O,X,O,X,X,X
LZTJISO,X,X,X,X,O,O,O,O,X,O,X
LZTJIOS,X,X,X,X,X,O,X,O,X,X,X
LZTJSIO,X,X,X,X,O,O,O,O,X,O,X
LZTJSOI,X,X,X,X,O,X,O,O,X,O,X
LZTJOIS,X,X,X,X,X,O,X,X,X,X,X
LZTJOSI,X,X,X,X,X,O,X,X,X,O,X
LZTSIJO,X,X,X,X,O,O,O,O,X,X,O
LZTSIOJ,X,X,X,X,O,O,O,O,X,X,O
LZTSJIO,X,X,X,X,O,O,O,O,X,O,O
LZTSJOI,X,X,X,X,O,X,O,O,X,O,O
LZTSOIJ,X,X,X,X,O,O,O,O,X,X,O
LZTSOJI,X,X,X,X,O,O,O,O,X,X,O
LZTOIJS,X,X,X,X,X,O,X,X,X,X,X
LZTOISJ,X,X,X,X,X,O,X,X,X,X,X
LZTOJIS,X,X,X,X,X,O,X,X,X,X,X
LZTOJSI,X,X,X,X,X,O,X,X,X,O,X
LZTOSIJ,X,X,X,X,X,O,X,X,X,X,X
LZTOSJI,X,X,X,X,X,O,X,X,X,X,X
LZITJSO,X,X,X,X,X,O,O,O,X,O,X
LZITJOS,X,X,X,X,X,O,X,O,X,X,X
LZITSJO,X,X,X,X,O,O,O,O,X,X,X
LZITSOJ,X,X,X,X,O,O,O,O,X,X,X
LZITOJS,X,X,X,X,X,O,X,O,X,X,X
LZITOSJ,X,X,X,X,X,O,X,O,X,X,X
LZIJTSO,X,X,X,X,O,X,O,O,X,O,X
LZIJTOS,X,X,X,X,X,X,X,O,X,X,X
LZIJSTO,X,X,X,X,O,X,O,O,X,X,X
LZIJSOT,X,X,X,X,O,X,O,O,X,X,X
LZIJOTS,X,X,X,X,X,X,X,O,X,X,X
LZIJOST,X,X,X,X,O,X,O,O,X,X,X
LZISTJO,X,X,X,X,O,X,O,O,X,X,O
LZISTOJ,X,X,X,X,O,X,O,O,X,X,O
LZISJTO,X,X,X,X,O,X,O,O,X,X,X
LZISJOT,X,X,X,X,O,X,O,O,X,X,X
LZISOTJ,X,X,X,X,O,X,O,O,X,X,X
LZISOJT,X,X,X,X,X,X,O,O,X,X,X
LZIOTJS,X,X,X,X,X,O,X,O,X,X,X
LZIOTSJ,X,X,X,X,X,O,X,O,X,X,X
LZIOJTS,X,X,X,X,X,O,X,O,X,X,X
LZIOJST,X,X,X,X,X,O,O,O,X,X,X
LZIOSTJ,X,X,X,X,O,O,O,O,X,X,X
LZIOSJT,X,X,X,X,X,O,O,O,X,X,X
LZJTISO,X,X,X,X,O,O,O,O,X,O,X
LZJTIOS,X,X,X,X,X,O,X,O,X,X,X
LZJTSIO,X,X,X,X,O,O,O,O,X,O,X
LZJTSOI,X,X,X,X,O,X,O,O,X,O,X
LZJTOIS,X,X,X,X,X,O,X,X,X,X,X
LZJTOSI,X,X,X,X,X,O,X,X,X,O,X
LZJITSO,X,X,X,X,O,X,O,O,X,O,X
LZJITOS,X,X,X,X,X,X,X,O,X,X,X
LZJISTO,X,X,X,X,O,X,O,O,X,O,X
LZJISOT,X,X,X,X,O,X,O,O,X,O,X
LZJIOTS,X,X,X,X,X,X,X,O,X,X,X
LZJIOST,X,X,X,X,O,X,O,O,X,X,X
LZJSTIO,X,X,X,X,O,X,O,O,X,O,O
LZJSTOI,X,X,X,X,O,X,O,O,X,O,O
LZJSITO,X,X,X,X,O,X,O,O,X,O,X
LZJSIOT,X,X,X,X,O,X,O,O,X,O,X
LZJSOTI,X,X,X,X,O,X,O,O,X,O,X
LZJSOIT,X,X,X,X,O,X,O,X,X,O,X
LZJOTIS,X,X,X,X,X,O,X,X,X,X,X
LZJOTSI,X,X,X,X,X,O,X,X,X,O,X
LZJOITS,X,X,X,X,X,O,X,O,X,X,X
LZJOIST,X,X,X,X,O,O,O,O,X,X,X
LZJOSTI,X,X,X,X,O,X,O,O,X,X,X
LZJOSIT,X,X,X,X,O,O,O,X,X,X,X
LZSTIJO,X,X,X,X,O,O,O,O,X,X,O
LZSTIOJ,X,X,X,X,O,O,O,O,X,X,O
LZSTJIO,X,X,X,X,O,O,O,O,X,O,O
LZSTJOI,X,X,X,X,O,X,O,O,X,O,O
LZSTOIJ,X,X,X,X,O,O,O,O,O,X,O
LZSTOJI,X,X,X,X,O,O,O,O,O,X,O
LZSITJO,X,X,X,X,O,X,O,O,X,X,O
LZSITOJ,X,X,X,X,O,X,O,O,X,X,O
LZSIJTO,X,X,X,X,O,X,O,O,X,X,X
LZSIJOT,X,X,X,X,O,X,O,O,X,X,X
LZSIOTJ,X,X,X,X,O,X,O,O,O,X,X
LZSIOJT,X,X,X,X,X,X,O,O,O,X,X
LZSJTIO,X,X,X,X,O,X,O,O,X,O,O
LZSJTOI,X,X,X,X,O,X,O,O,X,O,O
LZSJITO,X,X,X,X,O,X,O,O,X,O,X
LZSJIOT,X,X,X,X,O,X,O,O,X,O,X
LZSJOTI,X,X,X,X,O,X,O,O,O,O,X
LZSJOIT,X,X,X,X,O,X,O,X,O,O,X
LZSOTIJ,X,X,X,X,O,O,O,O,O,X,O
LZSOTJI,X,X,X,X,O,O,O,O,O,X,O
LZSOITJ,X,X,X,X,O,O,O,O,O,X,X
LZSOIJT,X,X,X,X,X,O,O,O,O,X,X
LZSOJTI,X,X,X,X,O,X,O,O,O,X,X
LZSOJIT,X,X,X,X,O,O,O,X,O,X,X
LZOTIJS,X,X,X,X,X,O,X,X,X,X,X
LZOTISJ,X,X,X,X,X,O,X,X,X,X,X
LZOTJIS,X,X,X,X,X,O,X,X,X,X,X
LZOTJSI,X,X,X,X,X,O,X,X,X,O,X
LZOTSIJ,X,X,X,X,X,O,X,X,X,X,X
LZOTSJI,X,X,X,X,X,O,X,X,X,X,X
LZOITJS,X,X,X,X,X,O,X,O,X,X,X
LZOITSJ,X,X,X,X,X,O,X,O,X,X,X
LZOIJTS,X,X,X,X,X,O,X,O,X,X,X
LZOIJST,X,X,X,X,X,O,X,O,O,X,X
LZOISTJ,X,X,X,X,O,O,X,O,O,X,X
LZOISJT,X,X,X,X,X,O,X,O,O,X,X
LZOJTIS,X,X,X,X,X,O,X,X,X,X,X
LZOJTSI,X,X,X,X,X,O,X,X,X,O,X
LZOJITS,X,X,X,X,X,O,X,O,X,X,X
LZOJIST,X,X,X,X,O,O,O,O,O,X,X
LZOJSTI,X,X,X,X,O,X,O,O,O,X,X
LZOJSIT,X,X,X,X,O,O,O,X,O,X,X
LZOSTIJ,X,X,X,X,O,O,O,O,O,X,O
LZOSTJI,X,X,X,X,O,O,O,O,O,X,O
LZOSITJ,X,X,X,X,O,O,O,O,O,X,X
LZOSIJT,X,X,X,X,X,O,O,O,O,X,X
LZOSJTI,X,X,X,X,O,X,O,O,O,X,X
LZOSJIT,X,X,X,X,O,O,O,X,O,X,X
LOTIJSZ,X,X,O,X,X,X,X,X,X,X,X
LOTIJZS,X,X,O,X,X,X,X,X,X,X,X
LOTISJZ,X,X,O,X,X,X,X,X,X,X,X
LOTISZJ,X,X,O,X,X,X,X,X,X,X,X
LOTIZJS,X,X,O,X,X,X,X,X,X,X,X
LOTIZSJ,X,X,O,X,X,X,X,X,X,X,X
LOTJISZ,X,X,O,X,X,X,X,X,X,X,X
LOTJIZS,X,X,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,X,X,X,X,X,X,X
LOTJSZI,X,X,O,X,X,X,X,X,X,X,X
LOTJZIS,X,X,O,X,X,X,X,X,X,X,X
LOTJZSI,X,X,O,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,O,X,X,X,X,X,X,X,X
LOTSJIZ,X,X,O,X,X,X,X,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X,X,X
LOTSZIJ,X,X,O,X,X,X,X,X,X,X,X
LOTSZJI,X,X,O,X,X,X,X,X,X,X,X
LOTZIJS,X,X,O,X,X,X,X,X,X,X,X
LOTZISJ,X,X,O,X,X,X,X,X,X,X,X
LOTZJIS,X,X,O,X,X,X,X,X,X,X,X
LOTZJSI,X,X,O,X,X,X,X,X,X,O,X
LOTZSIJ,X,X,O,X,X,X,X,X,X,X,X
LOTZSJI,X,X,O,X,X,X,X,X,X,X,X
LOITJSZ,X,X,O,X,X,X,X,O,X,X,X
LOITJZS,X,X,O,X,X,X,X,O,X,X,X
LOITSJZ,X,X,O,X,X,X,X,O,X,X,X
LOITSZJ,X,X,O,X,X,X,X,O,X,X,X
LOITZJS,X,X,O,X,X,X,X,O,X,X,X
LOITZSJ,X,X,O,X,X,X,X,O,X,X,X
LOIJTSZ,X,X,O,X,X,X,X,O,X,X,X
LOIJTZS,X,X,O,X,X,X,X,O,X,X,X
LOIJSTZ,X,X,O,X,X,X,X,O,O,X,X
LOIJSZT,X,X,X,X,X,X,X,O,O,X,X
LOIJZTS,X,X,O,X,X,O,X,O,X,X,X
LOIJZST,X,X,X,X,X,O,X,O,O,X,X
LOISTJZ,X,X,X,X,O,X,O,O,O,X,X
LOISTZJ,X,X,X,X,O,X,O,O,X,X,X
LOISJTZ,X,X,X,X,X,X,X,O,O,X,X
LOISJZT,X,X,X,X,X,X,X,O,O,X,X
LOISZTJ,X,X,X,X,X,X,O,O,X,X,X
LOISZJT,X,X,X,X,X,X,O,O,O,X,X
LOIZTJS,X,X,X,X,X,O,X,O,X,X,X
LOIZTSJ,X,X,X,X,X,O,X,O,X,X,X
LOIZJTS,X,X,X,X,X,O,X,O,X,X,X
LOIZJST,X,X,X,X,X,O,O,O,O,X,X
LOIZSTJ,X,X,X,X,X,O,O,O,O,X,X
LOIZSJT,X,X,X,X,X,O,O,O,O,X,X
LOJTISZ,X,X,O,X,X,X,X,X,X,X,X
LOJTIZS,X,X,O,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,O,X,X,X,X,X,X,X,X
LOJTSZI,X,X,O,X,X,X,X,X,X,X,X
LOJTZIS,X,X,O,X,X,X,X,X,X,X,X
LOJTZSI,X,X,O,X,X,X,X,X,X,X,X
LOJITSZ,X,X,O,X,X,X,X,O,X,X,X
LOJITZS,X,X,O,X,X,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,X,X,O,O,X,X
LOJISZT,X,X,X,X,X,X,X,O,O,O,X
LOJIZTS,X,X,O,X,X,O,X,O,X,X,X
LOJIZST,X,X,X,X,X,O,X,O,O,X,X
LOJSTIZ,X,X,O,X,X,X,X,X,O,X,X
LOJSTZI,X,X,X,X,X,X,X,O,O,X,X
LOJSITZ,X,X,O,X,X,X,X,X,O,X,X
LOJSIZT,X,X,X,X,X,X,X,X,O,O,X
LOJSZTI,X,X,X,X,X,X,X,O,O,O,X
LOJSZIT,X,X,X,X,X,X,X,X,O,O,X
LOJZTIS,X,X,O,X,X,O,X,X,X,X,X
LOJZTSI,X,X,X,X,X,O,X,X,X,O,X
LOJZITS,X,X,O,X,X,O,X,O,X,X,X
LOJZIST,X,X,X,X,X,O,X,O,O,X,X
LOJZSTI,X,X,X,X,X,X,X,O,O,X,X
LOJZSIT,X,X,X,X,X,O,X,X,O,X,X
LOSTIJZ,X,X,X,X,O,X,X,O,O,X,X
LOSTIZJ,X,X,X,X,O,X,O,O,X,X,X
LOSTJIZ,X,X,X,X,O,X,X,X,O,X,X
LOSTJZI,X,X,X,X,O,X,O,O,O,X,O
LOSTZIJ,X,X,X,X,O,X,O,O,O,X,O
LOSTZJI,X,X,X,X,O,X,O,O,O,X,O
LOSITJZ,X,X,X,X,O,X,O,O,O,X,X
LOSITZJ,X,X,X,X,O,X,O,O,X,X,X
LOSIJTZ,X,X,X,X,X,X,X,O,O,X,X
LOSIJZT,X,X,X,X,X,X,X,O,O,X,X
LOSIZTJ,X,X,X,X,X,X,O,O,O,X,X
LOSIZJT,X,X,X,X,X,X,O,O,O,X,X
LOSJTIZ,X,X,X,X,X,X,X,X,O,X,X
LOSJTZI,X,X,X,X,X,X,X,O,O,X,X
LOSJITZ,X,X,X,X,X,X,X,X,O,X,X
LOSJIZT,X,X,X,X,X,X,X,X,O,O,X
LOSJZTI,X,X,X,X,X,X,X,O,O,O,X
LOSJZIT,X,X,X,X,X,X,X,X,O,O,X
LOSZTIJ,X,X,X,X,O,X,O,O,O,X,O
LOSZTJI,X,X,X,X,O,X,O,O,O,X,O
LOSZITJ,X,X,X,X,O,X,O,O,O,X,X
LOSZIJT,X,X,X,X,X,X,O,O,O,X,X
LOSZJTI,X,X,X,X,O,X,O,O,O,X,X
LOSZJIT,X,X,X,X,O,X,O,X,O,X,X
LOZTIJS,X,X,X,X,X,O,X,X,X,X,X
LOZTISJ,X,X,X,X,X,O,X,X,X,X,X
LOZTJIS,X,X,X,X,X,O,X,X,X,X,X
LOZTJSI,X,X,X,X,X,O,X,X,X,O,X
LOZTSIJ,X,X,X,X,X,O,X,X,X,X,X
LOZTSJI,X,X,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,X,X,X,O,X,O,X,X,X
LOZITSJ,X,X,X,X,X,O,X,O,X,X,X
LOZIJTS,X,X,X,X,X,O,X,O,X,X,X
LOZIJST,X,X,X,X,X,O,X,O,O,X,X
LOZISTJ,X,X,X,X,O,O,X,O,O,X,X
LOZISJT,X,X,X,X,X,O,X,O,O,X,X
LOZJTIS,X,X,X,X,X,O,X,X,X,X,X
LOZJTSI,X,X,X,X,X,O,X,X,X,O,X
LOZJITS,X,X,X,X,X,O,X,O,X,X,X
LOZJIST,X,X,X,X,O,O,O,O,O,X,X
LOZJSTI,X,X,X,X,O,X,O,O,O,X,X
LOZJSIT,X,X,X,X,O,O,O,X,O,X,X
LOZSTIJ,X,X,X,X,O,O,O,O,O,X,O
LOZSTJI,X,X,X,X,O,O,O,O,O,X,O
LOZSITJ,X,X,X,X,O,O,O,O,O,X,X
LOZSIJT,X,X,X,X,X,O,O,O,O,X,X
LOZSJTI,X,X,X,X,O,X,O,O,O,X,X
LOZSJIT,X,X,X,X,O,O,O,X,O,X,X
JTILSZO,O,X,X,X,X,X,X,O,X,O,X
JTILSOZ,O,X,X,X,X,X,X,O,X,X,X
JTILZSO,O,X,X,X,X,X,X,O,X,X,X
JTILZOS,O,X,X,X,X,X,X,O,X,X,X
JTILOSZ,O,X,O,X,X,X,X,O,X,X,X
JTILOZS,O,X,O,X,X,X,X,O,X,X,X
JTISLZO,O,X,X,X,X,X,X,O,X,O,X
JTISLOZ,O,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,X,O,X,X,X,X,O,X,O,X
JTISZOL,O,X,O,X,X,X,X,O,X,X,X
JTISOLZ,O,X,O,X,X,X,X,X,X,X,X
JTISOZL,O,X,O,X,X,X,X,O,X,X,X
JTIZLSO,O,X,O,X,X,X,X,X,X,X,X
JTIZLOS,O,X,O,X,X,X,X,X,X,X,X
JTIZSLO,O,X,O,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X,X,X,X
JTIZOLS,O,X,O,X,X,X,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,X,X,X,X,O,X,X,X
JTIOLZS,O,X,O,X,X,X,X,O,X,X,X
JTIOSLZ,O,X,O,X,X,X,X,O,X,X,X
JTIOSZL,O,X,O,X,X,X,X,O,X,X,X
JTIOZLS,O,X,O,X,X,X,X,O,X,X,X
JTIOZSL,O,X,O,X,X,X,X,O,X,X,X
JTLISZO,X,X,X,X,X,X,X,O,X,O,X
JTLISOZ,X,X,X,X,X,X,X,O,X,X,X
JTLIZSO,X,X,X,X,X,X,X,O,X,X,X
JTLIZOS,X,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,O,X,X,X
JTLIOZS,X,X,O,X,X,X,X,O,X,X,X
JTLSIZO,O,X,X,X,X,X,X,O,X,O,X
JTLSIOZ,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,O,X,O,X,X,X,X,O,X,O,X
JTLSZOI,O,X,O,X,X,X,X,O,X,O,X
JTLSOIZ,O,X,O,X,X,X,X,X,X,X,X
JTLSOZI,O,X,O,X,X,X,X,O,X,X,X
JTLZISO,X,X,O,X,X,X,X,O,X,O,X
JTLZIOS,X,X,O,X,X,X,X,O,X,X,X
JTLZSIO,O,X,O,X,X,X,X,O,X,O,X
JTLZSOI,O,X,O,X,X,X,X,O,X,O,X
JTLZOIS,X,X,O,X,X,X,X,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X,X,X,O,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,O,X
JTSILOZ,O,O,O,O,X,X,X,X,X,X,X
JTSIZLO,O,O,O,O,X,X,X,X,X,O,X
JTSIZOL,O,O,O,O,X,X,X,X,X,X,X
JTSIOLZ,O,O,O,O,X,X,X,X,X,X,X
JTSIOZL,O,O,O,O,X,X,X,X,X,X,X
JTSLIZO,O,X,X,X,X,X,X,X,X,O,X
JTSLIOZ,O,X,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,O,O,X,X,X,X,X,O,X
JTSLZOI,O,O,O,O,X,X,X,X,X,O,X
JTSLOIZ,O,X,O,X,X,X,X,X,O,X,X
JTSLOZI,O,O,O,O,X,X,X,X,O,X,X
JTSZILO,O,O,O,O,X,X,X,X,X,O,X
