sequence,v115@PhD8GeD8BeB8AeB8Jei/IvhFzgBWnBxiBUlBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF2lBRhBCjB3mB0qBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhFXhB8mBCjBmkBzqBlsB,v115@PhD8GeD8BeB8AeB8Jex/IvhF8lBzhBCjBmkBXrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhF0gBxiB/qBCnBOrBlsB,v115@PhD8GeD8BeB8AeB8JeT/IvhFXhBxiB2qBCnBlsB0qB,v115@PhD8GeD8BeB8AeB8JeT/IvhFUiB/qBFmBRsBmqBCtB
ZOSLTIJ,O,O,O,X,O,X,X
ZOSLTJI,O,O,O,X,O,X,X
ZOSLITJ,O,O,O,X,O,X,X
ZOSLIJT,O,O,O,X,O,X,X
ZOSLJTI,O,O,O,X,O,X,X
ZOSLJIT,O,O,O,X,O,X,X
ZOSJTIL,O,O,O,X,O,X,X
ZOSJTLI,O,O,O,X,O,X,X
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,O,O,X,O,X,X
ZOSJLTI,O,O,O,X,O,X,X
ZOSJLIT,O,O,O,X,O,X,X
OTILJSZ,O,X,O,O,O,O,X
OTILJZS,O,X,O,X,X,O,X
OTILSJZ,O,O,X,O,O,O,X
OTILSZJ,O,O,X,O,O,O,X
OTILZJS,O,O,O,X,X,O,X
OTILZSJ,O,O,O,X,O,O,X
OTIJLSZ,O,X,O,O,O,O,X
OTIJLZS,O,X,O,X,X,O,X
OTIJSLZ,O,X,O,O,O,O,X
OTIJSZL,O,X,O,O,O,X,X
OTIJZLS,O,X,O,X,X,O,X
OTIJZSL,O,X,O,X,X,X,X
OTISLJZ,O,O,X,O,O,O,X
OTISLZJ,O,O,X,O,O,O,O
OTISJLZ,O,O,X,O,O,O,X
OTISJZL,O,O,X,O,O,X,O
OTISZLJ,O,O,X,O,O,X,O
OTISZJL,O,O,X,O,O,X,O
OTIZLJS,O,O,O,X,X,O,X
OTIZLSJ,O,O,O,X,O,O,X
OTIZJLS,O,O,O,X,X,O,X
OTIZJSL,O,O,O,X,X,X,X
OTIZSLJ,O,O,O,X,O,X,O
OTIZSJL,O,O,O,X,O,X,O
OTLIJSZ,O,X,O,O,O,O,X
OTLIJZS,O,X,O,X,X,O,X
OTLISJZ,O,O,X,O,O,O,X
OTLISZJ,O,O,X,O,O,O,X
OTLIZJS,O,O,O,X,X,O,X
OTLIZSJ,O,O,O,X,O,O,X
OTLJISZ,O,X,O,O,O,O,X
OTLJIZS,O,X,O,X,X,O,X
OTLJSIZ,O,O,O,O,O,O,X
OTLJSZI,O,O,O,O,O,O,X
OTLJZIS,O,O,O,X,X,O,X
OTLJZSI,O,O,O,O,X,O,X
OTLSIJZ,O,O,X,O,O,O,X
OTLSIZJ,O,O,X,O,O,O,X
OTLSJIZ,O,O,O,O,O,O,X
OTLSJZI,O,O,O,O,O,O,X
OTLSZIJ,O,O,O,O,O,O,X
OTLSZJI,O,O,O,O,O,O,X
OTLZIJS,O,O,O,X,X,O,X
OTLZISJ,O,O,O,X,O,O,X
OTLZJIS,O,O,O,X,X,O,X
OTLZJSI,O,O,O,O,X,O,X
OTLZSIJ,O,O,O,O,O,O,X
OTLZSJI,O,O,O,O,O,O,X
OTJILSZ,O,X,O,O,O,O,X
OTJILZS,O,X,O,X,X,O,X
OTJISLZ,O,X,O,O,O,O,X
OTJISZL,O,X,O,O,O,X,X
OTJIZLS,O,X,O,X,X,O,X
OTJIZSL,O,X,O,X,X,X,X
OTJLISZ,O,X,O,O,O,O,X
OTJLIZS,O,X,O,X,X,O,X
OTJLSIZ,O,O,O,O,O,O,X
OTJLSZI,O,O,O,O,O,O,X
OTJLZIS,O,O,O,X,X,O,X
OTJLZSI,O,O,O,O,X,O,X
OTJSILZ,O,O,O,O,O,O,X
OTJSIZL,O,O,O,O,O,X,X
OTJSLIZ,O,O,O,O,O,O,X
OTJSLZI,O,O,O,O,O,O,X
OTJSZIL,O,O,O,O,O,X,X
OTJSZLI,O,O,O,O,O,X,X
OTJZILS,O,O,O,X,X,O,X
OTJZISL,O,O,O,X,X,X,X
OTJZLIS,O,O,O,X,X,O,X
OTJZLSI,O,O,O,O,X,O,X
OTJZSIL,O,O,O,O,X,X,X
OTJZSLI,O,O,O,O,X,X,X
OTSILJZ,O,O,X,O,O,O,X
OTSILZJ,O,O,X,O,O,O,O
OTSIJLZ,O,O,X,O,O,O,X
OTSIJZL,O,O,X,O,O,X,O
OTSIZLJ,O,O,O,O,O,X,O
OTSIZJL,O,O,X,O,O,X,O
OTSLIJZ,O,O,X,O,O,O,X
OTSLIZJ,O,O,X,O,O,O,O
OTSLJIZ,O,O,O,O,O,O,X
OTSLJZI,O,O,O,O,O,O,X
OTSLZIJ,O,O,O,O,O,O,O
OTSLZJI,O,O,O,O,O,O,X
OTSJILZ,O,O,O,O,O,O,X
OTSJIZL,O,O,O,O,O,X,O
OTSJLIZ,O,O,O,O,O,O,X
OTSJLZI,O,O,O,O,O,O,X
OTSJZIL,O,O,O,O,O,X,O
OTSJZLI,O,O,O,O,O,X,X
OTSZILJ,O,O,O,O,O,X,O
OTSZIJL,O,O,O,O,O,X,O
OTSZLIJ,O,O,O,O,O,X,O
OTSZLJI,O,O,O,O,O,X,X
OTSZJIL,O,O,O,O,O,X,O
OTSZJLI,O,O,O,O,O,X,X
OTZILJS,O,O,O,X,X,O,X
OTZILSJ,O,O,O,X,O,O,X
OTZIJLS,O,O,O,X,X,O,X
OTZIJSL,O,O,O,X,X,X,X
OTZISLJ,O,O,O,X,O,X,X
OTZISJL,O,O,O,X,O,X,X
OTZLIJS,O,O,O,X,X,O,X
OTZLISJ,O,O,O,X,O,O,X
OTZLJIS,O,O,O,X,X,O,X
OTZLJSI,O,O,O,O,X,O,X
OTZLSIJ,O,O,O,O,O,O,X
OTZLSJI,O,O,O,O,O,O,X
OTZJILS,O,O,O,X,X,O,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,O,O,X,X,O,X
OTZJLSI,O,O,O,O,X,O,X
OTZJSIL,O,O,O,O,X,X,X
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,O,O,O,O,X,X
OTZSIJL,O,O,O,O,O,X,X
OTZSLIJ,O,O,O,O,O,X,X
OTZSLJI,O,O,O,O,O,X,X
OTZSJIL,O,O,O,O,O,X,X
OTZSJLI,O,O,O,O,O,X,X
OITLJSZ,O,X,O,X,O,O,X
OITLJZS,O,X,O,X,X,O,X
OITLSJZ,O,O,X,X,O,O,X
OITLSZJ,O,O,X,X,O,O,X
OITLZJS,O,O,O,X,X,O,X
OITLZSJ,O,O,O,X,O,O,X
OITJLSZ,O,X,O,X,O,O,X
OITJLZS,O,X,O,X,X,O,X
OITJSLZ,O,X,O,X,O,O,X
OITJSZL,O,X,O,X,O,X,X
OITJZLS,O,X,O,X,X,O,X
OITJZSL,O,X,O,X,X,X,X
OITSLJZ,O,O,X,X,O,O,X
OITSLZJ,O,O,X,X,O,O,O
OITSJLZ,O,O,X,X,O,O,X
OITSJZL,O,O,X,X,O,X,O
OITSZLJ,O,O,X,X,O,X,O
OITSZJL,O,O,X,X,O,X,O
OITZLJS,O,O,O,X,X,O,X
OITZLSJ,O,O,O,X,O,O,X
OITZJLS,O,O,O,X,X,O,X
OITZJSL,O,O,O,X,X,X,X
OITZSLJ,O,O,O,X,O,X,O
OITZSJL,O,O,O,X,O,X,O
OILTJSZ,O,X,X,X,O,O,X
OILTJZS,O,X,X,X,X,O,X
OILTSJZ,O,X,X,X,O,O,X
OILTSZJ,O,X,X,X,O,O,X
OILTZJS,O,X,X,X,X,O,X
OILTZSJ,O,X,X,X,O,O,X
OILJTSZ,X,X,X,X,X,O,X
OILJTZS,X,X,O,X,X,O,X
OILJSTZ,X,X,X,X,X,O,X
OILJSZT,X,X,O,X,O,X,X
OILJZTS,X,X,O,X,X,X,X
OILJZST,X,X,O,X,X,X,X
OILSTJZ,O,O,X,X,O,X,X
OILSTZJ,X,X,X,X,O,X,O
OILSJTZ,O,O,X,X,X,O,X
OILSJZT,O,O,X,X,O,X,X
OILSZTJ,O,O,X,X,O,X,O
OILSZJT,O,O,X,X,O,X,X
OILZTJS,O,X,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X,X
OILZJTS,X,O,O,X,X,X,X
OILZJST,X,O,O,X,X,X,X
OILZSTJ,O,O,O,X,O,X,O
OILZSJT,O,O,O,X,O,X,X
OIJTLSZ,X,X,O,X,O,O,X
OIJTLZS,X,X,O,X,X,O,X
OIJTSLZ,X,X,O,X,O,O,X
OIJTSZL,X,X,O,X,O,X,X
OIJTZLS,X,X,O,X,X,O,X
OIJTZSL,X,X,O,X,X,X,X
OIJLTSZ,X,X,O,X,X,O,X
OIJLTZS,X,X,O,X,X,O,X
OIJLSTZ,X,X,X,X,X,O,X
OIJLSZT,X,X,O,X,O,X,X
OIJLZTS,X,X,O,X,X,X,X
OIJLZST,X,X,O,X,X,X,X
OIJSTLZ,X,X,O,X,O,O,X
OIJSTZL,X,X,O,X,O,X,O
OIJSLTZ,X,X,X,X,X,O,X
OIJSLZT,X,X,O,X,O,X,X
OIJSZTL,X,X,O,X,X,X,O
OIJSZLT,X,X,O,X,O,X,X
OIJZTLS,X,X,O,X,X,O,X
OIJZTSL,X,X,O,X,X,X,X
OIJZLTS,X,X,O,X,X,X,X
OIJZLST,X,X,O,X,X,X,X
OIJZSTL,X,X,O,X,X,X,O
OIJZSLT,X,X,O,X,X,X,X
OISTLJZ,O,O,X,X,O,O,X
OISTLZJ,X,X,X,X,O,O,O
OISTJLZ,O,O,X,X,O,O,X
OISTJZL,X,X,X,X,O,X,O
OISTZLJ,X,X,O,X,O,X,O
OISTZJL,X,X,X,X,O,X,O
OISLTJZ,O,O,X,X,O,X,X
OISLTZJ,X,X,X,X,O,X,O
OISLJTZ,O,O,X,X,X,X,X
OISLJZT,O,O,X,X,O,X,X
OISLZTJ,O,O,O,X,O,X,O
OISLZJT,O,O,O,X,O,X,X
OISJTLZ,O,O,X,X,O,O,X
OISJTZL,X,X,O,X,O,X,O
OISJLTZ,O,O,X,X,X,X,X
OISJLZT,O,O,O,X,O,X,X
OISJZTL,O,X,O,X,X,X,O
OISJZLT,O,O,O,X,O,X,X
OISZTLJ,O,O,O,X,O,X,O
OISZTJL,O,O,X,X,O,X,O
OISZLTJ,O,O,O,X,O,X,O
OISZLJT,O,O,O,X,O,X,X
OISZJTL,O,O,O,X,X,X,O
OISZJLT,O,O,O,X,O,X,X
OIZTLJS,O,O,X,X,X,O,X
OIZTLSJ,O,O,X,X,O,O,X
OIZTJLS,O,O,X,X,X,O,X
OIZTJSL,O,O,X,X,X,X,X
OIZTSLJ,O,O,X,X,O,X,O
OIZTSJL,O,O,X,X,O,X,O
OIZLTJS,O,X,X,X,X,X,X
OIZLTSJ,O,X,X,X,X,X,X
OIZLJTS,X,O,O,X,X,X,X
OIZLJST,X,O,O,X,X,X,X
OIZLSTJ,O,O,O,X,O,X,O
OIZLSJT,O,O,O,X,O,X,X
OIZJTLS,X,O,O,X,X,O,X
OIZJTSL,X,O,O,X,X,X,X
OIZJLTS,X,O,O,X,X,X,X
OIZJLST,X,O,O,X,X,X,X
OIZJSTL,X,O,O,X,X,X,O
OIZJSLT,X,O,O,X,X,X,X
OIZSTLJ,O,O,O,X,O,X,O
OIZSTJL,O,O,X,X,O,X,O
OIZSLTJ,O,O,O,X,O,X,O
OIZSLJT,O,O,O,X,O,X,X
OIZSJTL,O,O,O,X,X,X,O
OIZSJLT,O,O,O,X,O,X,X
OLTIJSZ,O,X,O,X,O,O,X
OLTIJZS,O,X,O,X,X,O,X
OLTISJZ,O,O,X,X,O,O,X
OLTISZJ,O,O,X,X,O,O,X
OLTIZJS,O,O,O,X,X,O,X
OLTIZSJ,O,O,O,X,O,O,X
OLTJISZ,O,X,O,X,O,O,X
OLTJIZS,O,X,O,X,X,O,X
OLTJSIZ,O,O,O,X,O,O,X
OLTJSZI,O,O,O,X,O,O,X
OLTJZIS,O,O,O,X,X,O,X
OLTJZSI,O,O,O,X,X,O,X
OLTSIJZ,O,O,X,X,O,O,X
OLTSIZJ,O,O,X,X,O,O,X
OLTSJIZ,O,O,O,X,O,O,X
OLTSJZI,O,O,O,X,O,O,X
OLTSZIJ,O,O,O,X,O,O,X
OLTSZJI,O,O,O,X,O,O,X
OLTZIJS,O,O,O,X,X,O,X
OLTZISJ,O,O,O,X,O,O,X
OLTZJIS,O,O,O,X,X,O,X
OLTZJSI,O,O,O,X,X,O,X
OLTZSIJ,O,O,O,X,O,O,X
OLTZSJI,O,O,O,X,O,O,X
OLITJSZ,O,X,X,X,O,O,X
OLITJZS,O,X,X,X,X,O,X
OLITSJZ,O,X,X,X,O,O,X
OLITSZJ,O,X,X,X,O,O,X
OLITZJS,O,X,X,X,X,O,X
OLITZSJ,O,X,X,X,O,O,X
OLIJTSZ,X,X,X,X,X,O,X
OLIJTZS,X,X,O,X,X,O,X
OLIJSTZ,X,X,X,X,X,O,X
OLIJSZT,X,X,O,X,O,X,X
OLIJZTS,X,X,O,X,X,X,X
OLIJZST,X,X,O,X,X,X,X
OLISTJZ,O,O,X,X,O,X,X
OLISTZJ,X,X,X,X,O,X,O
OLISJTZ,O,O,X,X,X,O,X
OLISJZT,O,O,X,X,O,X,X
OLISZTJ,O,O,X,X,O,X,O
OLISZJT,O,O,X,X,O,X,X
OLIZTJS,O,X,X,X,X,X,X
OLIZTSJ,O,X,X,X,X,X,X
OLIZJTS,X,O,O,X,X,X,X
OLIZJST,X,O,O,X,X,X,X
OLIZSTJ,O,O,O,X,O,X,O
OLIZSJT,O,O,O,X,O,X,X
OLJTISZ,X,X,O,X,X,O,X
OLJTIZS,X,X,O,X,X,O,X
OLJTSIZ,X,X,O,X,X,O,X
OLJTSZI,X,X,O,X,X,O,X
OLJTZIS,X,X,O,X,X,O,X
OLJTZSI,X,X,O,X,X,O,X
OLJITSZ,X,X,O,X,X,O,X
OLJITZS,X,X,O,X,X,O,X
OLJISTZ,X,X,X,X,X,O,X
OLJISZT,X,X,O,X,O,X,X
OLJIZTS,X,X,O,X,X,X,X
OLJIZST,X,X,O,X,X,X,X
OLJSTIZ,X,O,X,X,X,O,X
OLJSTZI,X,O,X,O,X,O,X
OLJSITZ,X,O,X,X,X,O,X
OLJSIZT,X,O,O,O,O,X,X
OLJSZTI,X,O,O,O,O,O,X
OLJSZIT,X,O,O,O,O,X,X
OLJZTIS,X,O,O,X,X,X,X
OLJZTSI,X,O,O,X,X,X,X
OLJZITS,X,O,O,X,X,X,X
OLJZIST,X,O,O,X,X,X,X
OLJZSTI,X,O,O,X,X,O,X
OLJZSIT,X,O,O,X,X,X,X
OLSTIJZ,O,O,X,X,O,X,X
OLSTIZJ,O,X,X,X,O,X,O
OLSTJIZ,O,O,X,X,O,O,X
OLSTJZI,O,O,X,O,O,O,X
OLSTZIJ,O,O,X,O,O,X,O
OLSTZJI,O,O,X,O,O,X,X
OLSITJZ,O,O,X,X,O,X,X
OLSITZJ,O,X,X,X,O,X,O
OLSIJTZ,O,O,X,X,X,O,X
OLSIJZT,O,O,X,O,O,X,X
OLSIZTJ,O,O,O,O,O,X,O
OLSIZJT,O,O,O,O,O,X,X
OLSJTIZ,O,O,X,X,X,O,X
OLSJTZI,O,O,X,O,X,O,X
OLSJITZ,O,O,X,X,X,O,X
OLSJIZT,O,O,O,O,O,X,X
OLSJZTI,O,O,O,O,O,O,X
OLSJZIT,O,O,O,O,O,X,X
OLSZTIJ,O,O,O,O,O,X,X
OLSZTJI,O,O,O,O,O,X,X
OLSZITJ,O,O,O,O,O,X,X
OLSZIJT,O,O,O,O,O,X,X
OLSZJTI,O,O,O,O,O,O,X
OLSZJIT,O,O,O,O,O,X,X
OLZTIJS,O,O,X,X,X,X,X
OLZTISJ,O,O,X,X,X,X,X
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,O,O,O,X,X,X,X
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,O,X,X,X,X,X,X
OLZITSJ,O,X,X,X,X,X,X
OLZIJTS,X,O,O,X,X,X,X
OLZIJST,X,O,O,X,X,X,X
OLZISTJ,O,O,O,X,O,X,X
OLZISJT,O,O,O,X,O,X,X
OLZJTIS,O,O,O,X,X,X,X
OLZJTSI,O,O,O,X,X,X,X
OLZJITS,X,O,O,X,X,X,X
OLZJIST,X,O,O,X,X,X,X
OLZJSTI,X,O,O,X,X,O,X
OLZJSIT,X,O,O,X,X,X,X
OLZSTIJ,O,O,O,X,O,X,X
OLZSTJI,O,O,O,X,O,X,X
OLZSITJ,O,O,O,X,O,X,X
OLZSIJT,O,O,O,X,O,X,X
OLZSJTI,O,O,O,X,O,O,X
OLZSJIT,O,O,O,X,O,X,X
OJTILSZ,X,X,O,O,O,O,X
OJTILZS,X,X,O,X,X,O,X
OJTISLZ,X,X,O,O,O,O,X
OJTISZL,X,X,O,O,O,X,X
OJTIZLS,X,X,O,X,X,O,X
OJTIZSL,X,X,O,X,X,X,X
OJTLISZ,X,X,O,O,O,O,X
OJTLIZS,X,X,O,X,X,O,X
OJTLSIZ,X,O,O,O,O,O,X
OJTLSZI,X,O,O,O,O,O,X
OJTLZIS,X,O,O,X,X,O,X
OJTLZSI,X,O,O,O,X,O,X
OJTSILZ,X,O,O,O,O,O,X
OJTSIZL,X,O,O,O,O,X,X
OJTSLIZ,X,O,O,O,O,O,X
OJTSLZI,X,O,O,O,O,O,X
OJTSZIL,X,O,O,O,O,X,X
OJTSZLI,X,O,O,O,O,X,X
OJTZILS,X,O,O,X,X,O,X
OJTZISL,X,O,O,X,X,X,X
OJTZLIS,X,O,O,X,X,O,X
OJTZLSI,X,O,O,O,X,O,X
OJTZSIL,X,O,O,O,X,X,X
OJTZSLI,X,O,O,O,X,X,X
OJITLSZ,X,X,O,X,O,O,X
OJITLZS,X,X,O,X,X,O,X
OJITSLZ,X,X,O,X,O,O,X
OJITSZL,X,X,O,X,O,X,X
OJITZLS,X,X,O,X,X,O,X
OJITZSL,X,X,O,X,X,X,X
OJILTSZ,X,X,O,X,X,O,X
OJILTZS,X,X,O,X,X,O,X
OJILSTZ,X,X,X,X,X,O,X
OJILSZT,X,X,O,X,O,X,X
OJILZTS,X,X,O,X,X,X,X
OJILZST,X,X,O,X,X,X,X
OJISTLZ,X,X,O,X,O,O,X
OJISTZL,X,X,O,X,O,X,O
OJISLTZ,X,X,X,X,X,O,X
OJISLZT,X,X,O,X,O,X,X
OJISZTL,X,X,O,X,X,X,O
OJISZLT,X,X,O,X,O,X,X
OJIZTLS,X,X,O,X,X,O,X
OJIZTSL,X,X,O,X,X,X,X
OJIZLTS,X,X,O,X,X,X,X
OJIZLST,X,X,O,X,X,X,X
OJIZSTL,X,X,O,X,X,X,O
OJIZSLT,X,X,O,X,X,X,X
OJLTISZ,X,X,O,X,X,O,X
OJLTIZS,X,X,O,X,X,O,X
OJLTSIZ,X,X,O,X,X,O,X
OJLTSZI,X,X,O,X,X,O,X
OJLTZIS,X,X,O,X,X,O,X
OJLTZSI,X,X,O,X,X,O,X
OJLITSZ,X,X,O,X,X,O,X
OJLITZS,X,X,O,X,X,O,X
OJLISTZ,X,X,X,X,X,O,X
OJLISZT,X,X,O,X,O,X,X
OJLIZTS,X,X,O,X,X,X,X
OJLIZST,X,X,O,X,X,X,X
OJLSTIZ,X,O,X,X,X,O,X
OJLSTZI,X,O,X,O,X,O,X
OJLSITZ,X,O,X,X,X,O,X
OJLSIZT,X,O,O,O,O,X,X
OJLSZTI,X,O,O,O,O,O,X
OJLSZIT,X,O,O,O,O,X,X
OJLZTIS,X,O,O,X,X,X,X
OJLZTSI,X,O,O,X,X,X,X
OJLZITS,X,O,O,X,X,X,X
OJLZIST,X,O,O,X,X,X,X
OJLZSTI,X,O,O,X,X,O,X
OJLZSIT,X,O,O,X,X,X,X
OJSTILZ,X,O,O,O,O,O,X
OJSTIZL,X,X,O,O,O,X,O
OJSTLIZ,X,O,O,O,O,O,X
OJSTLZI,X,O,O,O,O,O,X
OJSTZIL,X,X,O,O,O,X,O
OJSTZLI,X,X,O,O,O,X,X
OJSITLZ,X,O,O,X,O,O,X
OJSITZL,X,X,O,X,O,X,O
OJSILTZ,X,O,X,X,X,O,X
OJSILZT,X,O,O,O,O,X,X
OJSIZTL,X,X,O,O,X,X,O
OJSIZLT,X,O,O,O,O,X,X
OJSLTIZ,X,O,X,X,X,O,X
OJSLTZI,X,O,X,O,X,O,X
OJSLITZ,X,O,X,X,X,O,X
OJSLIZT,X,O,O,O,O,X,X
OJSLZTI,X,O,O,O,O,O,X
OJSLZIT,X,O,O,O,O,X,X
OJSZTIL,X,O,O,O,O,X,X
OJSZTLI,X,O,O,O,O,X,X
OJSZITL,X,O,O,O,X,X,X
OJSZILT,X,O,O,O,O,X,X
OJSZLTI,X,O,O,O,O,O,X
OJSZLIT,X,O,O,O,O,X,X
OJZTILS,X,O,O,X,X,O,X
OJZTISL,X,O,O,X,X,X,X
OJZTLIS,X,O,O,X,X,O,X
OJZTLSI,X,O,O,X,X,O,X
OJZTSIL,X,O,O,X,X,X,X
OJZTSLI,X,O,O,X,X,X,X
OJZITLS,X,O,O,X,X,O,X
OJZITSL,X,O,O,X,X,X,X
OJZILTS,X,O,O,X,X,X,X
OJZILST,X,O,O,X,X,X,X
OJZISTL,X,O,O,X,X,X,X
OJZISLT,X,O,O,X,X,X,X
OJZLTIS,X,O,O,X,X,X,X
OJZLTSI,X,O,O,X,X,X,X
OJZLITS,X,O,O,X,X,X,X
OJZLIST,X,O,O,X,X,X,X
OJZLSTI,X,O,O,X,X,O,X
OJZLSIT,X,O,O,X,X,X,X
OJZSTIL,X,O,O,X,X,X,X
OJZSTLI,X,O,O,X,X,X,X
OJZSITL,X,O,O,X,X,X,X
OJZSILT,X,O,O,X,X,X,X
OJZSLTI,X,O,O,X,X,O,X
OJZSLIT,X,O,O,X,X,X,X
OSTILJZ,O,O,X,O,O,O,X
OSTILZJ,O,O,X,O,O,O,O
OSTIJLZ,O,O,X,O,O,O,X
OSTIJZL,O,O,X,O,O,X,O
OSTIZLJ,O,O,O,O,O,X,O
OSTIZJL,O,O,X,O,O,X,O
OSTLIJZ,O,O,X,O,O,O,X
OSTLIZJ,O,O,X,O,O,O,O
OSTLJIZ,O,O,O,O,O,O,X
OSTLJZI,O,O,O,O,O,O,X
OSTLZIJ,O,O,O,O,O,O,O
OSTLZJI,O,O,O,O,O,O,X
OSTJILZ,O,O,O,O,O,O,X
OSTJIZL,O,O,O,O,O,X,O
OSTJLIZ,O,O,O,O,O,O,X
OSTJLZI,O,O,O,O,O,O,X
OSTJZIL,O,O,O,O,O,X,O
OSTJZLI,O,O,O,O,O,X,X
OSTZILJ,O,O,O,O,O,X,O
OSTZIJL,O,O,O,O,O,X,O
OSTZLIJ,O,O,O,O,O,X,O
OSTZLJI,O,O,O,O,O,X,X
OSTZJIL,O,O,O,O,O,X,O
OSTZJLI,O,O,O,O,O,X,X
OSITLJZ,O,O,X,X,O,O,X
OSITLZJ,O,X,X,X,O,O,O
OSITJLZ,O,O,X,X,O,O,X
OSITJZL,O,X,X,X,O,X,O
OSITZLJ,O,X,O,X,O,X,O
OSITZJL,O,X,X,X,O,X,O
OSILTJZ,O,O,X,X,O,X,X
OSILTZJ,O,X,X,X,O,X,O
OSILJTZ,O,O,X,X,X,X,X
OSILJZT,O,O,X,O,O,X,X
OSILZTJ,O,O,O,O,O,X,O
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,O,O,X,X,O,O,X
OSIJTZL,X,X,O,X,O,X,O
OSIJLTZ,O,O,X,X,X,X,X
OSIJLZT,O,O,O,O,O,X,X
OSIJZTL,O,X,O,O,X,X,O
OSIJZLT,O,O,O,O,O,X,X
OSIZTLJ,O,O,O,O,O,X,O
OSIZTJL,O,O,X,X,O,X,O
OSIZLTJ,O,O,O,O,O,X,O
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,O,O,O,X,X,O
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,O,O,X,X,O,X,X
OSLTIZJ,O,X,X,X,O,X,O
OSLTJIZ,O,O,X,X,O,O,X
OSLTJZI,O,O,X,O,O,O,X
OSLTZIJ,O,O,X,O,O,X,O
OSLTZJI,O,O,X,O,O,X,X
OSLITJZ,O,O,X,X,O,X,X
OSLITZJ,O,X,X,X,O,X,O
OSLIJTZ,O,O,X,X,X,O,X
OSLIJZT,O,O,X,O,O,X,X
OSLIZTJ,O,O,O,O,O,X,O
OSLIZJT,O,O,O,O,O,X,X
OSLJTIZ,O,O,X,X,X,O,X
OSLJTZI,O,O,X,O,X,O,X
OSLJITZ,O,O,X,X,X,O,X
OSLJIZT,O,O,O,O,O,X,X
OSLJZTI,O,O,O,O,O,O,X
OSLJZIT,O,O,O,O,O,X,X
OSLZTIJ,O,O,O,O,O,X,X
OSLZTJI,O,O,O,O,O,X,X
OSLZITJ,O,O,O,O,O,X,X
OSLZIJT,O,O,O,O,O,X,X
OSLZJTI,O,O,O,O,O,O,X
OSLZJIT,O,O,O,O,O,X,X
OSJTILZ,O,O,O,O,O,O,X
OSJTIZL,O,X,O,O,O,X,O
OSJTLIZ,O,O,O,O,O,O,X
OSJTLZI,O,O,O,O,O,O,X
OSJTZIL,O,X,O,O,O,X,O
OSJTZLI,O,X,O,O,O,X,X
OSJITLZ,O,O,O,X,O,O,X
OSJITZL,X,X,O,X,O,X,O
OSJILTZ,O,O,X,X,X,O,X
OSJILZT,O,O,O,O,O,X,X
OSJIZTL,O,X,O,O,X,X,O
OSJIZLT,O,O,O,O,O,X,X
OSJLTIZ,O,O,X,X,X,O,X
OSJLTZI,O,O,X,O,X,O,X
OSJLITZ,O,O,X,X,X,O,X
OSJLIZT,O,O,O,O,O,X,X
OSJLZTI,O,O,O,O,O,O,X
OSJLZIT,O,O,O,O,O,X,X
OSJZTIL,O,O,O,O,O,X,X
OSJZTLI,O,O,O,O,O,X,X
OSJZITL,O,O,O,O,X,X,X
OSJZILT,O,O,O,O,O,X,X
OSJZLTI,O,O,O,O,O,O,X
OSJZLIT,O,O,O,O,O,X,X
OSZTILJ,O,O,O,O,O,X,O
OSZTIJL,O,O,X,O,O,X,O
OSZTLIJ,O,O,O,O,O,X,O
OSZTLJI,O,O,O,O,O,X,X
OSZTJIL,O,O,O,O,O,X,O
OSZTJLI,O,O,O,O,O,X,X
OSZITLJ,O,O,O,O,O,X,O
OSZITJL,O,O,X,O,O,X,O
OSZILTJ,O,O,O,O,O,X,O
OSZILJT,O,O,O,O,O,X,X
OSZIJTL,O,O,O,O,X,X,O
OSZIJLT,O,O,O,O,O,X,X
OSZLTIJ,O,O,O,O,O,X,X
OSZLTJI,O,O,O,O,O,X,X
OSZLITJ,O,O,O,O,O,X,X
OSZLIJT,O,O,O,O,O,X,X
OSZLJTI,O,O,O,O,O,X,X
OSZLJIT,O,O,O,O,O,X,X
OSZJTIL,O,O,O,O,O,X,X
OSZJTLI,O,O,O,O,O,X,X
OSZJITL,O,O,O,O,X,X,X
OSZJILT,O,O,O,O,O,X,X
OSZJLTI,O,O,O,O,O,X,X
OSZJLIT,O,O,O,O,O,X,X
OZTILJS,O,O,O,X,X,O,X
OZTILSJ,O,O,O,X,O,O,X
OZTIJLS,O,O,O,X,X,O,X
OZTIJSL,O,O,O,X,X,X,X
OZTISLJ,O,O,O,X,O,X,X
OZTISJL,O,O,O,X,O,X,X
OZTLIJS,O,O,O,X,X,O,X
OZTLISJ,O,O,O,X,O,O,X
OZTLJIS,O,O,O,X,X,O,X
OZTLJSI,O,O,O,X,X,O,X
