sequence,v115@AhA8IeE8EeB8HeC8CeA8Je/EJvhFalBxhBTjB2uBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Jem/IvhFxhBTjBKpBfqBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Je2EJvhFxhBTjB3kByuBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBTjB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBcpBeqBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBmpBUsBFt?B3pB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBTjByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBikB3pBUsBFt?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBToB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFOpBToB6pBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhF6pBToBOpBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBToByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexCJvhFikBToB0mB3pB1x?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBmkB0pBFsBXt?BipB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFTjB6pBOpBlmBcs?BXtB
TJZSOIL,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
TJZSOLI,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
TJZOILS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZOISL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TJZOLIS,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZOLSI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJZOSIL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TJZOSLI,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TJOILSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TJOILZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
TJOISLZ,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
TJOISZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOIZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TJOIZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOLISZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOLIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TJOLSIZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOLSZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOLZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TJOLZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TJOSILZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
TJOSIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
TJOSLZI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
TJOSZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOZISL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOZLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOZSIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSILJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSILZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSILZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSILOJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSILOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSIJLZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSIJZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIJZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIJOLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSIJOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIZLJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSIZLOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSIZJLO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSIZJOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSIZOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSIZOJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSIOLJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSIOLZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSIOJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIOJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSIOZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
TSIOZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSLIJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSLIJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLIZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLIZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLIOJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSLIOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSLJIZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSLJIOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSLJZIO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSLJZOI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSLJOIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLJOZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSLZIJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLZIOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLZJIO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLZJOI,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
TSLZOIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSLZOJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSLOIJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSLOIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSLOJIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLOJZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSLOZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSLOZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSJILZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSJIZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJIZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJIOLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSJIOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJLIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSJLZIO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJLZOI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJLOZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
TSJZILO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJZIOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJZLIO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJZLOI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJZOIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJZOLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJOILZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJOIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJOLIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJOLZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
TSJOZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSJOZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSZILJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZILOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZIJLO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZIJOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZIOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZIOJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZLIJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZLIOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZLJIO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZLJOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TSZLOIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSZLOJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSZJILO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZJIOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZJLIO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZJLOI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZJOIL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZJOLI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZOILJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSZOIJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZOLIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSZOLJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSZOJIL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSZOJLI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
TSOILJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSOILZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSOIJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSOIJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOIZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
TSOIZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOLIJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TSOLIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
TSOLJIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSOLJZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSOLZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSOLZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TSOJILZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSOJIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOJLIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSOJLZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
TSOJZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOJZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOZILJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
TSOZIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOZLIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSOZLJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
TSOZJIL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSOZJLI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TZILJSO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
TZILJOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZILSJO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZILSOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZILOJS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZILOSJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZIJLSO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZIJLOS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZIJSLO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZIJSOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZIJOLS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZIJOSL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
TZISLJO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZISLOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZISJLO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZISJOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZISOLJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZISOJL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZIOLJS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZIOLSJ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
TZIOJLS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZIOJSL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZIOSLJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
TZIOSJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZLIJSO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
TZLIJOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLISJO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLISOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLIOJS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLIOSJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZLJISO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
TZLJIOS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLJSIO,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
TZLJSOI,O,O,O,X,X,O,O,X,X,X,X,O,X,O,X
TZLJOIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLJOSI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLSIJO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLSIOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLSJIO,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLSJOI,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLSOIJ,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLSOJI,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZLOIJS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLOISJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZLOJIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLOJSI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZLOSIJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZLOSJI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TZJILSO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJILOS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJISLO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJISOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJIOLS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJIOSL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
TZJLISO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJLIOS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJLSIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJLSOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
TZJLOIS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJLOSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJSILO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJSIOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJSLIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJSLOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJSOIL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJSOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZJOILS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJOISL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
TZJOLIS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJOLSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZJOSIL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
TZJOSLI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
TZSILJO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSILOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSIJLO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSIJOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSIOLJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSIOJL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSLIJO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSLIOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSLJIO,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSLJOI,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X
TZSLOIJ,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
TZSLOJI,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
TZSJILO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSJIOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSJLIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSJLOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSJOIL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSJOLI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSOILJ,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
TZSOIJL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSOLIJ,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
TZSOLJI,X,O,O,X,X,X,O,O,X,X,X,X,O,O,X
TZSOJIL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZSOJLI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
TZOILJS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOILSJ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOIJLS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOIJSL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOISLJ,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
TZOISJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOLIJS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOLISJ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOLJIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOLJSI,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TZOLSIJ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOLSJI,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
TZOJILS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOJISL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOJLIS,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOJLSI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZOJSIL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOJSLI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOSILJ,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
TZOSIJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOSLIJ,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
TZOSLJI,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
TZOSJIL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZOSJLI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TOILJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
TOILJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TOILSJZ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
TOILSZJ,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
TOILZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TOILZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TOIJLSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TOIJLZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
TOIJSLZ,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
TOIJSZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOIJZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TOIJZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TOISLJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TOISLZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TOISJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TOISJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TOISZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
TOISZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TOIZLJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TOIZLSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOIZJLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIZJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOIZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TOIZSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOLIJSZ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
TOLIJZS,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X
TOLISJZ,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X
TOLISZJ,X,O,X,X,X,X,O,X,X,X,O,O,O,X,X
TOLIZJS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X
TOLIZSJ,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TOLJISZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLJIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOLJSIZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLJSZI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLJZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOLJZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOLSIJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOLSIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
TOLSJIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOLSJZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TOLSZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
TOLSZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
TOLZIJS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TOLZISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZJIS,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TOLZJSI,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TOLZSIJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZSJI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJILSZ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
TOJILZS,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
TOJISLZ,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
TOJISZL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TOJIZLS,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
TOJIZSL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TOJLISZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TOJLIZS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOJLSIZ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TOJLSZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TOJLZIS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOJLZSI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOJSILZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
TOJSIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJSLIZ,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
TOJSLZI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
TOJSZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJSZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TOJZILS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TOJZISL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJZLIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TOJZLSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TOJZSIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOJZSLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOSILJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TOSILZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
TOSIJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TOSIJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
