sequence,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeuEJvhF0iB6oB?/qBRmBFmBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFTjBClB?8qBGnBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeGAJvhFlhBzkB?8qBxnBCoBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFfmB0hB?xiBGqBFtBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBFjB?StBRqBuqB0sB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF1mB0iB?StBRqBuqBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFRhB3iB?FmBGqBCtBctB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeCAJvhFlhBXlB?8qBxnBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhF3hBlnB?ctBRqBuqBCtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JexBJvhFClB8qB?GnBToBFlBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhF3hB0lB?xnBGoBzsBlqB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8JeqEJvhFTgBlhB?8qBxnBWtBXtB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Je3BJvhFFlBxnB?ClB8qBGoBzsB,v115@9gA8IeA8IeA8DeB8CeC8AeC8BeA8Jez/IvhFXjBRmB?ctBFmB6sBGqB
JOZSTIL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
JOZSTLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
JOZSITL,O,O,O,O,X,X,X,O,X,X,X,X,X,O
JOZSILT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
JOZSLTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
STILJZO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
STILJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STILZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
STILZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
STILOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STILOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STIJLZO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STIJLOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STIJZOL,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STIJOLZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STIJOZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STIZLJO,O,X,X,O,X,O,X,O,O,X,X,X,O,X
STIZLOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
STIZJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
STIZJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
STIZOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
STIZOJL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
STIOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
STIOLZJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOZLJ,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STIOZJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
STLIJZO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
STLIJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
STLIZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
STLIZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
STLIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STLIOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STLJIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STLJIOZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STLJZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,O,O,X,X,X,X,O,O,X,X
STLZJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
STLZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STLOIZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X
STLOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STJILOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
STJIZOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STJIOLZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STJIOZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STJZILO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,X,O,X,X,X,X,X,O,X
STJOIZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,X,O,X,O,X,O,O,X,X,X,O,X
STZILOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
STZIJLO,X,X,X,O,X,X,X,O,O,X,X,X,O,X
STZIJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
STZIOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
STZIOJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STZLIJO,X,X,X,O,X,O,X,O,O,X,X,X,X,X
STZLIOJ,X,X,O,X,X,O,X,O,O,X,X,O,X,X
STZLJIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZLOJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STZJILO,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STZJIOL,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STZJLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZJLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STZJOIL,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZJOLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STZOIJL,X,X,O,O,X,X,X,O,O,X,X,X,O,X
STZOLIJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOLJI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STZOJLI,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOIZLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
STOIZJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X
STOLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STOJIZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
STOJLIZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
STOZIJL,O,X,O,O,X,X,X,O,X,X,X,X,O,X
STOZLIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SITLJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SITLZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
SITLOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SITLOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SITJLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SITJZOL,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SITJOZL,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SITZLJO,O,X,X,O,X,O,X,O,O,X,X,X,O,X
SITZLOJ,X,X,O,X,X,O,X,O,O,X,X,O,O,X
SITZJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
SITZJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
SITZOLJ,X,X,O,X,X,O,X,O,O,X,X,X,O,X
SITZOJL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
SITOLJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SITOLZJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZLJ,O,X,O,X,X,O,X,X,O,X,X,X,O,X
SITOZJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SILTJZO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SILTJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SILTZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
SILTOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SILTOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SILJTZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SILJOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SILZTOJ,X,X,O,X,O,X,X,X,O,X,O,O,X,X
SILZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SILZOTJ,X,X,O,X,O,X,X,X,O,X,O,O,X,X
SILZOJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SILOTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SILOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SILOZTJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X
SILOZJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJTLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SIJTZOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJTOZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X
SIJLTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SIJLOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,X,X,X,X,O,X,X,X,X,X
SIJZTOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SIJZOTL,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SIJZOLT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIJOTLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SIJOZLT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIZTLJO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
SIZTLOJ,X,X,O,X,X,X,X,O,O,X,X,O,O,X
SIZTJLO,O,X,X,O,X,X,X,O,O,X,X,X,O,X
SIZTJOL,X,X,O,O,X,X,X,X,O,X,X,X,O,O
SIZTOLJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
SIZTOJL,X,X,O,O,X,X,X,X,O,X,X,X,O,X
SIZLTJO,O,X,X,X,O,X,X,O,O,X,X,X,X,X
SIZLTOJ,X,X,O,X,O,X,X,O,O,X,O,O,X,X
SIZLJTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJOT,O,O,X,O,O,X,X,X,X,X,O,X,X,O
SIZLOTJ,X,X,O,X,O,X,X,O,O,X,O,O,X,X
SIZLOJT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SIZJTLO,O,O,X,O,X,X,X,O,O,X,X,X,X,X
SIZJTOL,X,O,O,O,X,X,X,X,O,X,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJLOT,O,O,X,O,X,X,X,X,X,X,X,X,X,O
SIZJOTL,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SIZJOLT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SIZOTJL,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOLTJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X
SIZOLJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,O,O,X,X,X,X,O,X,X,X,X,O
SIZOJLT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SIOTLJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,O,O,X,X,X,X,O,X,O,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,X,O,X,X,O,X,X,O,X,X,X,O,X
SIOTZJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOLTJZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOLTZJ,O,X,X,X,O,O,X,X,X,X,O,X,O,X
SIOLJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIOLZTJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X
SIOLZJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOZTJL,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOZLTJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,O,O,O,X,X,X,X,X,O,X
SLTIJOZ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTIZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTIZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
SLTIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTIOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLTJIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLTJZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTJZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTZIJO,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,O,X,O,O,X,X,X,X,O,O,X,X
SLTZJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SLTZOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLTOIZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X
SLTOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLITJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLITZOJ,X,X,O,X,O,O,X,X,X,X,O,O,O,X
SLITOJZ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLITOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLIJTZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIJOTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLIZTOJ,X,X,O,X,O,X,X,X,O,X,O,O,X,X
SLIZJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIZOTJ,X,X,O,X,O,X,X,X,O,X,O,O,X,X
SLIZOJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SLIOTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,O,O,X,X,X,X,O,X,X,X
SLIOJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIOZTJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X
SLIOZJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SLJTIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SLJTZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJTZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLJIOTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJZTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJZOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJOTIZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLJOZTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
SLZTIJO,X,X,X,O,O,O,X,X,O,X,X,X,X,X
SLZTIOJ,X,X,O,X,O,O,X,X,O,X,O,O,X,X
SLZTJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SLZTOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,O,O,X,X,O,X,X,X,X,X
SLZITOJ,X,X,O,X,O,O,X,X,O,X,O,O,X,X
SLZIJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,X,O,O,X,X,X,X,X,O,X,X,X
SLZIOTJ,X,X,O,X,O,O,X,X,O,X,O,O,X,X
SLZIOJT,O,O,O,X,O,X,X,X,X,X,O,X,X,X
SLZJTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
SLZJOTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZJOIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLZOTIJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SLZOTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SLZOIJT,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLZOJTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLOTIJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLOTIZJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X
SLOTJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLOITZJ,O,X,X,X,O,X,X,X,X,X,O,X,O,X
SLOIJTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SLOIZTJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SLOIZJT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLOJZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SLOZTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SJTILZO,O,X,X,O,X,X,O,X,X,X,X,X,O,X
