sequence,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBGjB8sB3rBFsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBGhBcoBXnBlnBxwB,v115@KhB8GeC8DeE8DeB8JeRBJvhF3iBcoBlkB+rBikBTsB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBlkB0nBikBXnBxwB,v115@KhB8GeC8DeE8DeB8Jei/IvhFRhBTjB3kB+rBlsBcsB,v115@KhB8GeC8DeE8DeB8JeKEJvhFzfBRhBcoBFsBusB3rB,v115@KhB8GeC8DeE8DeB8JeGBJvhFTjBikBXnBlkB0nBxwB,v115@KhB8GeC8DeE8DeB8Jem/IvhFxiBTkBXoBUsBCsBFrB,v115@KhB8GeC8DeE8DeB8Jei/IvhFTjB3kBFnBGmB0nBxwB
JSLOTZI,X,X,X,X,O,X,X,X,X
JSLOITZ,O,O,X,X,O,X,O,X,O
JSLOIZT,O,O,X,X,X,X,O,X,X
JSLOZTI,O,X,X,X,O,X,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X
JSZTILO,O,X,O,X,O,X,X,X,X
JSZTIOL,X,X,O,X,O,X,X,X,X
JSZTLIO,O,X,O,X,O,X,X,X,X
JSZTLOI,O,X,O,X,O,X,X,X,X
JSZTOIL,X,X,O,O,O,X,X,X,X
JSZTOLI,X,X,O,O,O,X,X,X,X
JSZITLO,O,O,O,X,X,X,X,X,X
JSZITOL,X,X,O,X,X,X,X,X,X
JSZILTO,O,O,O,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,X,O,X
JSZIOLT,O,O,X,X,X,X,X,O,X
JSZLTIO,O,X,O,X,O,X,X,X,X
JSZLTOI,O,X,O,X,O,X,X,X,X
JSZLITO,O,O,O,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,O,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X
JSZOTIL,X,X,O,O,O,X,X,O,X
JSZOTLI,X,X,O,O,O,X,X,O,X
JSZOITL,X,X,O,X,X,X,X,O,X
JSZOILT,O,X,O,X,X,X,X,O,X
JSZOLTI,O,X,O,X,O,X,X,O,X
JSZOLIT,O,X,O,X,X,X,X,O,X
JSOTILZ,X,X,X,X,O,X,X,X,X
JSOTIZL,X,X,O,O,O,X,X,X,X
JSOTLIZ,X,X,X,X,O,X,X,X,X
JSOTLZI,X,X,X,X,O,X,X,X,X
JSOTZIL,X,X,O,O,O,X,X,O,X
JSOTZLI,X,X,O,O,O,X,X,O,X
JSOITLZ,X,X,X,X,O,X,O,X,O
JSOITZL,X,X,O,O,O,X,X,X,X
JSOILTZ,O,X,X,X,O,X,O,X,O
JSOILZT,O,X,X,X,X,X,O,X,X
JSOIZTL,X,X,O,O,X,X,X,O,X
JSOIZLT,X,X,O,X,X,X,O,O,X
JSOLTIZ,O,X,X,X,O,X,X,X,X
JSOLTZI,X,X,X,X,O,X,X,X,X
JSOLITZ,O,X,X,X,O,X,O,X,O
JSOLIZT,O,X,X,X,X,X,O,X,X
JSOLZTI,X,X,X,X,O,X,X,O,X
JSOLZIT,O,X,X,X,X,X,X,O,X
JSOZTIL,X,X,O,O,O,X,X,O,X
JSOZTLI,X,X,O,O,O,X,X,O,X
JSOZITL,X,X,O,X,X,X,X,O,X
JSOZILT,X,X,O,X,X,X,X,O,X
JSOZLTI,X,X,O,X,O,X,X,O,X
JSOZLIT,X,X,O,X,X,X,X,O,X
JZTILSO,X,O,O,X,X,O,X,X,X
JZTILOS,O,O,X,O,X,O,X,X,X
JZTISLO,X,O,O,X,X,X,X,X,X
JZTISOL,X,X,O,O,X,X,X,X,X
JZTIOLS,X,X,O,O,X,X,X,X,X
JZTIOSL,X,X,O,O,X,X,X,X,X
JZTLISO,X,O,O,X,X,O,X,X,X
JZTLIOS,O,O,X,X,X,O,X,X,X
JZTLSIO,O,X,O,X,X,O,X,X,X
JZTLSOI,O,X,O,X,X,O,X,X,X
JZTLOIS,O,O,O,O,X,O,X,X,X
JZTLOSI,O,X,O,O,X,O,X,X,X
JZTSILO,O,X,O,X,O,X,X,X,X
JZTSIOL,X,X,O,X,O,X,X,X,X
JZTSLIO,O,X,O,X,O,X,X,X,X
JZTSLOI,O,X,O,X,O,X,X,X,X
JZTSOIL,X,X,O,O,O,X,X,X,X
JZTSOLI,X,X,O,O,O,X,X,X,X
JZTOILS,X,X,O,O,X,X,X,X,X
JZTOISL,X,X,O,O,X,X,X,X,X
JZTOLIS,X,X,O,O,X,X,X,X,X
JZTOLSI,X,X,O,O,X,X,X,X,X
JZTOSIL,X,X,O,O,O,X,X,X,X
JZTOSLI,X,X,O,O,O,X,X,X,X
JZITLSO,X,O,O,X,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X,X
JZITSLO,X,O,O,X,X,X,X,X,X
JZITSOL,X,X,O,O,X,X,X,X,X
JZITOLS,X,X,O,O,X,X,X,X,X
JZITOSL,X,X,O,O,X,X,X,X,X
JZILTSO,X,O,O,X,X,X,X,X,X
JZILTOS,O,O,X,O,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,O,X,X
JZILOTS,O,O,X,O,X,X,X,X,X
JZILOST,O,O,X,X,X,X,O,X,X
JZISTLO,O,O,O,X,X,X,X,X,X
JZISTOL,X,X,O,O,X,X,X,X,X
JZISLTO,O,O,O,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,O,X,X
JZISOTL,X,X,O,O,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,O,X,X
JZIOTLS,X,X,O,O,X,X,X,X,X
JZIOTSL,X,X,O,O,X,X,X,X,X
JZIOLTS,O,O,O,O,X,X,X,X,X
JZIOLST,O,O,O,X,X,X,O,X,X
JZIOSTL,X,X,O,O,X,X,X,X,X
JZIOSLT,X,O,O,X,X,X,O,X,X
JZLTISO,X,O,O,X,X,O,X,X,X
JZLTIOS,O,O,X,X,X,O,X,X,X
JZLTSIO,O,X,O,X,X,O,X,X,X
JZLTSOI,O,X,O,X,X,O,X,X,X
JZLTOIS,O,O,O,O,X,O,X,X,X
JZLTOSI,O,X,O,O,X,O,X,X,X
JZLITSO,X,O,O,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,O,X,X
JZLIOTS,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,O,X,X
JZLSTIO,O,X,O,X,X,X,X,X,X
JZLSTOI,O,X,O,X,X,X,X,X,X
JZLSITO,O,O,O,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,O,O,O,X,O,X,X,X
JZLOTSI,O,X,O,O,X,O,X,X,X
JZLOITS,O,O,O,X,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,O,X,X
JZLOSTI,O,X,O,X,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X,X,X
JZSTILO,O,X,O,X,O,X,X,X,X
JZSTIOL,X,X,O,X,O,X,X,X,X
JZSTLIO,O,X,O,X,O,X,X,X,X
JZSTLOI,O,X,O,X,O,X,X,X,X
JZSTOIL,X,X,O,O,O,X,X,X,X
JZSTOLI,X,X,O,O,O,X,X,X,X
JZSITLO,O,O,O,X,X,X,X,X,X
JZSITOL,X,X,O,X,X,X,X,X,X
JZSILTO,O,O,O,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,X,X
JZSIOTL,X,X,O,X,X,X,X,O,X
JZSIOLT,O,O,X,X,X,X,X,O,X
JZSLTIO,O,X,O,X,O,X,X,X,X
JZSLTOI,O,X,O,X,O,X,X,X,X
JZSLITO,O,O,O,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X
JZSLOTI,O,X,X,X,O,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X
JZSOTIL,X,X,O,O,O,X,X,O,X
JZSOTLI,X,X,O,O,O,X,X,O,X
JZSOITL,X,X,O,X,X,X,X,O,X
JZSOILT,O,X,O,X,X,X,X,O,X
JZSOLTI,O,X,O,X,O,X,X,O,X
JZSOLIT,O,X,O,X,X,X,X,O,X
JZOTILS,X,X,O,O,X,X,X,X,X
JZOTISL,X,X,O,O,X,X,X,X,X
JZOTLIS,X,X,O,O,X,X,X,X,X
JZOTLSI,X,X,O,O,X,X,X,X,X
JZOTSIL,X,X,O,O,O,X,X,O,X
JZOTSLI,X,X,O,O,O,X,X,O,X
JZOITLS,X,X,O,O,X,X,X,X,X
JZOITSL,X,X,O,O,X,X,X,X,X
JZOILTS,O,O,O,O,X,X,X,X,X
JZOILST,O,O,O,X,X,X,O,X,X
JZOISTL,X,X,O,O,X,X,X,O,X
JZOISLT,X,O,O,X,X,X,O,O,X
JZOLTIS,O,O,O,O,X,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X
JZOLIST,O,O,O,X,X,X,O,X,X
JZOLSTI,O,X,O,X,X,X,X,O,X
JZOLSIT,O,O,O,X,X,X,X,O,X
JZOSTIL,X,X,O,O,O,X,X,O,X
JZOSTLI,X,X,O,O,O,X,X,O,X
JZOSITL,X,X,O,X,X,X,X,O,X
JZOSILT,O,X,O,X,X,X,X,O,X
JZOSLTI,O,X,O,X,O,X,X,O,X
JZOSLIT,O,X,O,X,X,X,X,O,X
JOTILSZ,X,X,X,X,X,X,O,X,X
JOTILZS,X,X,O,O,X,X,X,X,X
JOTISLZ,X,X,X,X,O,X,O,X,X
JOTISZL,X,X,O,O,O,X,X,X,X
JOTIZLS,X,X,O,O,X,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X,X
JOTLISZ,X,X,X,X,X,X,O,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X
JOTLSIZ,X,X,X,X,O,X,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X,X
JOTLZIS,X,X,O,O,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,X,X,X
JOTSILZ,X,X,X,X,O,X,X,X,X
JOTSIZL,X,X,O,O,O,X,X,X,X
JOTSLIZ,X,X,X,X,O,X,X,X,X
JOTSLZI,X,X,X,X,O,X,X,X,X
JOTSZIL,X,X,O,O,O,X,X,O,X
JOTSZLI,X,X,O,O,O,X,X,O,X
JOTZILS,X,X,O,O,X,X,X,X,X
JOTZISL,X,X,O,O,X,X,X,X,X
JOTZLIS,X,X,O,O,X,X,X,X,X
JOTZLSI,X,X,O,O,X,X,X,X,X
JOTZSIL,X,X,O,O,O,X,X,O,X
JOTZSLI,X,X,O,O,O,X,X,O,X
JOITLSZ,X,X,X,X,X,X,O,X,X
JOITLZS,X,X,O,O,X,X,X,X,X
JOITSLZ,X,X,X,X,O,X,O,X,O
JOITSZL,X,X,O,O,O,X,X,X,X
JOITZLS,X,X,O,O,X,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X
JOILTSZ,O,O,X,X,X,X,O,X,X
JOILTZS,O,O,O,O,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,O,X,X
JOILSZT,O,O,X,X,X,X,O,X,X
JOILZTS,O,O,O,O,X,X,X,X,X
JOILZST,O,O,O,X,X,X,O,X,X
JOISTLZ,X,X,X,X,O,X,O,X,O
JOISTZL,X,X,O,O,O,X,X,X,X
JOISLTZ,X,O,X,X,O,X,O,X,O
JOISLZT,X,O,X,X,X,X,O,X,X
JOISZTL,X,X,O,O,X,X,X,O,X
JOISZLT,X,O,O,X,X,X,O,O,X
JOIZTLS,X,X,O,O,X,X,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X
JOIZLTS,X,O,O,O,X,X,X,X,X
JOIZLST,X,O,O,X,X,X,O,X,X
JOIZSTL,X,X,O,O,X,X,X,O,X
JOIZSLT,X,O,O,X,X,X,O,O,X
JOLTISZ,O,O,X,X,X,X,O,X,X
JOLTIZS,O,O,O,O,X,X,X,X,X
JOLTSIZ,O,X,X,X,O,X,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X,X
JOLTZIS,O,O,O,O,X,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,O,X,X
JOLITZS,O,O,O,O,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,O,X,X
JOLISZT,O,O,X,X,X,X,O,X,X
JOLIZTS,O,O,O,O,X,X,X,X,X
JOLIZST,O,O,O,X,X,X,O,X,X
JOLSTIZ,O,X,X,X,O,X,X,X,X
JOLSTZI,X,X,X,X,O,X,X,X,X
JOLSITZ,O,O,X,X,O,X,O,X,X
JOLSIZT,O,O,X,X,X,X,O,X,X
JOLSZTI,O,X,X,X,O,X,X,O,X
JOLSZIT,O,O,X,X,X,X,X,O,X
JOLZTIS,O,O,O,O,X,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X,X
JOLZITS,O,O,O,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,O,X,X
JOLZSTI,O,X,O,X,X,X,X,O,X
JOLZSIT,O,O,O,X,X,X,X,O,X
JOSTILZ,X,X,X,X,O,X,X,X,X
JOSTIZL,X,X,O,O,O,X,X,X,X
JOSTLIZ,X,X,X,X,O,X,X,X,X
JOSTLZI,X,X,X,X,O,X,X,X,X
JOSTZIL,X,X,O,O,O,X,X,O,X
JOSTZLI,X,X,O,O,O,X,X,O,X
JOSITLZ,X,X,X,X,O,X,O,X,O
JOSITZL,X,X,O,O,O,X,X,X,X
JOSILTZ,O,X,X,X,O,X,O,X,O
JOSILZT,O,X,X,X,X,X,O,X,X
JOSIZTL,X,X,O,O,X,X,X,O,X
JOSIZLT,X,X,O,X,X,X,O,O,X
JOSLTIZ,O,X,X,X,O,X,X,X,X
JOSLTZI,X,X,X,X,O,X,X,X,X
JOSLITZ,O,X,X,X,O,X,O,X,O
JOSLIZT,O,X,X,X,X,X,O,X,X
JOSLZTI,X,X,X,X,O,X,X,O,X
JOSLZIT,O,X,X,X,X,X,X,O,X
JOSZTIL,X,X,O,O,O,X,X,O,X
JOSZTLI,X,X,O,O,O,X,X,O,X
JOSZITL,X,X,O,X,X,X,X,O,X
JOSZILT,X,X,O,X,X,X,X,O,X
JOSZLTI,X,X,O,X,O,X,X,O,X
JOSZLIT,X,X,O,X,X,X,X,O,X
JOZTILS,X,X,O,O,X,X,X,X,X
JOZTISL,X,X,O,O,X,X,X,X,X
JOZTLIS,X,X,O,O,X,X,X,X,X
JOZTLSI,X,X,O,O,X,X,X,X,X
JOZTSIL,X,X,O,O,O,X,X,O,X
JOZTSLI,X,X,O,O,O,X,X,O,X
JOZITLS,X,X,O,O,X,X,X,X,X
JOZITSL,X,X,O,O,X,X,X,X,X
JOZILTS,O,O,O,O,X,X,X,X,X
JOZILST,O,O,O,X,X,X,O,X,X
JOZISTL,X,X,O,O,X,X,X,O,X
JOZISLT,X,O,O,X,X,X,O,O,X
JOZLTIS,O,O,O,O,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X
JOZLIST,O,O,O,X,X,X,O,X,X
JOZLSTI,O,X,O,X,X,X,X,O,X
JOZLSIT,O,O,O,X,X,X,X,O,X
JOZSTIL,X,X,O,O,O,X,X,O,X
JOZSTLI,X,X,O,O,O,X,X,O,X
JOZSITL,X,X,O,X,X,X,X,O,X
JOZSILT,O,X,O,X,X,X,X,O,X
JOZSLTI,O,X,O,X,O,X,X,O,X
JOZSLIT,O,X,O,X,X,X,X,O,X
STILJZO,X,X,X,X,O,X,X,X,X
STILJOZ,O,X,X,X,O,X,X,X,O
STILZJO,O,X,X,X,X,O,X,X,X
STILZOJ,O,X,X,X,X,O,X,X,O
STILOJZ,O,X,X,X,O,X,X,X,O
STILOZJ,O,X,X,X,X,O,X,X,O
STIJLZO,X,X,X,X,O,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,O
STIJZLO,X,X,O,X,O,X,X,X,X
STIJZOL,X,X,O,O,O,X,X,X,X
STIJOLZ,X,X,X,X,O,X,X,X,O
STIJOZL,X,X,O,O,O,X,X,X,X
STIZLJO,O,X,X,X,X,O,X,X,X
STIZLOJ,O,X,X,X,X,O,X,X,O
STIZJLO,O,X,O,X,X,X,X,X,X
STIZJOL,X,X,O,O,X,X,X,X,X
STIZOLJ,X,X,X,X,X,X,X,X,O
STIZOJL,X,X,X,O,X,X,X,X,X
STIOLJZ,X,X,X,X,O,X,X,X,O
STIOLZJ,X,X,X,X,X,X,X,X,O
STIOJLZ,X,X,X,X,O,X,X,X,O
STIOJZL,X,X,X,O,O,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,O
STIOZJL,X,X,X,O,X,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,X
STLIJOZ,O,X,X,X,O,X,X,X,O
STLIZJO,O,X,X,X,X,O,X,X,X
STLIZOJ,O,X,X,X,X,O,X,X,O
STLIOJZ,O,X,X,X,O,X,X,X,O
STLIOZJ,O,X,X,X,X,O,X,X,O
STLJIZO,X,X,X,X,O,X,X,X,X
STLJIOZ,O,X,X,X,O,X,X,X,X
STLJZIO,X,X,X,X,O,X,X,X,X
STLJZOI,X,X,X,X,O,X,X,X,X
STLJOIZ,O,X,X,X,O,X,X,X,X
STLJOZI,X,X,X,X,O,X,X,X,X
STLZIJO,O,X,X,X,X,O,X,X,X
STLZIOJ,O,X,X,X,X,O,X,X,X
STLZJIO,O,X,X,X,O,O,X,X,X
STLZJOI,O,X,X,X,O,O,X,X,X
STLZOIJ,O,X,X,X,X,O,X,X,X
STLZOJI,O,X,X,X,O,O,X,X,X
STLOIJZ,O,X,X,X,O,X,X,X,O
STLOIZJ,O,X,X,X,X,O,X,X,O
STLOJIZ,O,X,X,X,O,X,X,X,X
STLOJZI,X,X,X,X,O,X,X,X,X
STLOZIJ,O,X,X,X,X,O,X,X,X
STLOZJI,O,X,X,X,O,O,X,X,X
STJILZO,X,X,X,X,O,X,X,X,X
STJILOZ,O,X,X,X,O,X,X,X,X
STJIZLO,X,X,O,X,O,X,X,X,X
STJIZOL,X,X,O,O,O,X,X,X,X
STJIOLZ,X,X,X,X,O,X,X,X,X
STJIOZL,X,X,O,O,O,X,X,X,X
STJLIZO,X,X,X,X,O,X,X,X,X
STJLIOZ,O,X,X,X,O,X,X,X,X
STJLZIO,X,X,X,X,O,X,X,X,X
STJLZOI,X,X,X,X,O,X,X,X,X
STJLOIZ,O,X,X,X,O,X,X,X,X
STJLOZI,X,X,X,X,O,X,X,X,X
STJZILO,X,X,O,X,O,X,X,X,X
STJZIOL,X,X,O,X,O,X,X,X,X
STJZLIO,X,X,O,X,O,X,X,X,X
STJZLOI,X,X,O,X,O,X,X,X,X
STJZOIL,X,X,O,O,O,X,X,X,X
STJZOLI,X,X,O,O,O,X,X,X,X
STJOILZ,X,X,X,X,O,X,X,X,X
STJOIZL,X,X,O,O,O,X,X,X,X
STJOLIZ,X,X,X,X,O,X,X,X,X
STJOLZI,X,X,X,X,O,X,X,X,X
STJOZIL,X,X,O,O,O,X,X,X,X
STJOZLI,X,X,O,O,O,X,X,X,X
STZILJO,O,X,X,X,X,O,X,X,X
STZILOJ,O,X,X,X,X,O,X,X,X
STZIJLO,O,X,O,X,X,X,X,X,X
STZIJOL,X,X,O,X,X,X,X,X,X
STZIOLJ,X,X,X,X,X,X,X,O,X
STZIOJL,X,X,X,X,X,X,X,O,X
STZLIJO,O,X,X,X,X,O,X,X,X
STZLIOJ,O,X,X,X,X,O,X,X,X
STZLJIO,O,X,X,X,O,O,X,X,X
STZLJOI,O,X,X,X,O,O,X,X,X
STZLOIJ,O,X,X,X,X,O,X,X,X
STZLOJI,O,X,X,X,O,O,X,X,X
STZJILO,O,X,O,X,O,X,X,X,X
STZJIOL,X,X,O,X,O,X,X,X,X
STZJLIO,O,X,O,X,O,X,X,X,X
STZJLOI,O,X,O,X,O,X,X,X,X
STZJOIL,X,X,O,O,O,X,X,X,X
STZJOLI,X,X,O,O,O,X,X,X,X
STZOILJ,X,X,X,X,X,X,X,O,X
STZOIJL,X,X,X,X,X,X,X,O,X
STZOLIJ,X,X,X,X,X,X,X,O,X
STZOLJI,X,X,X,X,O,X,X,O,X
STZOJIL,X,X,O,O,O,X,X,O,X
STZOJLI,X,X,O,O,O,X,X,O,X
STOILJZ,X,X,X,X,O,X,X,X,O
STOILZJ,X,X,X,X,X,X,X,X,O
STOIJLZ,X,X,X,X,O,X,X,X,O
STOIJZL,X,X,X,O,O,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,O
STOIZJL,X,X,X,O,X,X,X,X,X
STOLIJZ,X,X,X,X,O,X,X,X,O
STOLIZJ,X,X,X,X,X,X,X,X,O
STOLJIZ,X,X,X,X,O,X,X,X,X
STOLJZI,X,X,X,X,O,X,X,X,X
STOLZIJ,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,O,X,X,X,X
STOJILZ,X,X,X,X,O,X,X,X,X
STOJIZL,X,X,O,O,O,X,X,X,X
STOJLIZ,X,X,X,X,O,X,X,X,X
STOJLZI,X,X,X,X,O,X,X,X,X
STOJZIL,X,X,O,O,O,X,X,O,X
STOJZLI,X,X,O,O,O,X,X,O,X
STOZILJ,X,X,X,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,X,X,O,X
STOZLIJ,X,X,X,X,X,X,X,O,X
STOZLJI,X,X,X,X,O,X,X,O,X
STOZJIL,X,X,O,O,O,X,X,O,X
STOZJLI,X,X,O,O,O,X,X,O,X
SITLJZO,X,O,X,X,O,X,X,X,X
SITLJOZ,O,O,X,X,O,X,O,X,O
SITLZJO,O,O,X,X,X,O,X,X,X
SITLZOJ,O,O,X,X,X,O,X,X,O
SITLOJZ,O,O,X,X,O,X,O,X,O
SITLOZJ,O,O,X,X,X,O,X,X,O
SITJLZO,X,O,X,X,O,X,X,X,X
SITJLOZ,O,O,X,X,O,X,O,X,O
SITJZLO,X,O,O,X,O,X,X,X,X
SITJZOL,X,X,O,O,O,X,X,X,X
SITJOLZ,X,X,X,X,O,X,O,X,O
SITJOZL,X,X,O,O,O,X,X,X,X
SITZLJO,O,O,X,X,X,O,X,X,X
SITZLOJ,O,O,X,X,X,O,X,X,O
SITZJLO,O,O,O,X,X,X,X,X,X
SITZJOL,X,X,O,O,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,O
SITZOJL,X,X,X,O,X,X,X,X,X
SITOLJZ,X,X,X,X,O,X,O,X,O
SITOLZJ,X,X,X,X,X,X,X,X,O
SITOJLZ,X,X,X,X,O,X,O,X,O
SITOJZL,X,X,X,O,O,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,O
SITOZJL,X,X,X,O,X,X,X,X,X
SILTJZO,X,O,X,X,O,X,X,X,X
SILTJOZ,O,O,X,X,O,X,O,X,O
SILTZJO,O,O,X,X,X,O,X,X,X
SILTZOJ,O,O,X,X,X,O,X,X,O
SILTOJZ,O,O,X,X,O,X,O,X,O
SILTOZJ,O,O,X,X,X,O,X,X,O
SILJTZO,X,O,X,X,O,X,X,X,X
SILJTOZ,O,O,X,X,O,X,O,X,O
SILJZTO,O,O,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,O,X,X
SILJOTZ,O,O,X,X,O,X,O,X,O
SILJOZT,O,O,X,X,X,X,O,X,X
SILZTJO,O,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X,X,O
SILZJTO,O,O,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,O,X,X
SILZOTJ,O,O,X,X,X,X,X,X,O
SILZOJT,O,O,X,X,X,X,O,X,X
SILOTJZ,O,O,X,X,O,X,O,X,O
SILOTZJ,O,O,X,X,X,O,X,X,O
SILOJTZ,O,O,X,X,O,X,O,X,O
SILOJZT,O,O,X,X,X,X,O,X,X
SILOZTJ,O,O,X,X,X,X,X,X,O
SILOZJT,O,O,X,X,X,X,O,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,O,X,O,X,O
SIJTZLO,X,O,O,X,O,X,X,X,X
SIJTZOL,X,X,O,O,O,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,O,X,O
SIJTOZL,X,X,O,O,O,X,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X,X
SIJLTOZ,O,O,X,X,O,X,O,X,O
SIJLZTO,O,O,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X
SIJLOTZ,O,O,X,X,O,X,O,X,O
SIJLOZT,O,O,X,X,X,X,O,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X
SIJZTOL,X,X,O,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,O,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,O,X,X
SIJOTLZ,X,X,X,X,O,X,O,X,O
SIJOTZL,X,X,O,O,O,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,O,X,O
SIJOLZT,O,O,X,X,X,X,O,X,X
SIJOZTL,X,X,O,O,X,X,X,X,X
SIJOZLT,X,O,O,X,X,X,O,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,O
SIZTJLO,O,O,O,X,X,X,X,X,X
SIZTJOL,X,X,O,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,O,O
SIZTOJL,X,X,X,O,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,O
SIZLJTO,O,O,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,O,X,X
SIZLOTJ,O,O,X,X,X,X,X,O,O
SIZLOJT,O,O,X,X,X,X,O,O,X
SIZJTLO,O,O,O,X,X,X,X,X,X
SIZJTOL,X,X,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,O,X,X
SIZJOTL,X,X,O,O,X,X,X,O,X
SIZJOLT,O,O,X,X,X,X,O,O,X
SIZOTLJ,X,X,X,X,X,X,X,O,O
SIZOTJL,X,X,X,O,X,X,X,O,X
SIZOLTJ,O,O,X,X,X,X,X,O,O
SIZOLJT,O,O,X,X,X,X,O,O,X
SIZOJTL,X,X,X,O,X,X,X,O,X
SIZOJLT,O,O,X,X,X,X,O,O,X
SIOTLJZ,X,X,X,X,O,X,O,X,O
SIOTLZJ,X,X,X,X,X,X,X,X,O
SIOTJLZ,X,X,X,X,O,X,O,X,O
SIOTJZL,X,X,X,O,O,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,O
SIOTZJL,X,X,X,O,X,X,X,X,X
SIOLTJZ,O,O,X,X,O,X,O,X,O
SIOLTZJ,O,O,X,X,X,X,X,X,O
SIOLJTZ,O,O,X,X,O,X,O,X,O
SIOLJZT,O,O,X,X,X,X,O,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,O
SIOLZJT,O,O,X,X,X,X,O,X,X
SIOJTLZ,X,X,X,X,O,X,O,X,O
SIOJTZL,X,X,X,O,O,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,O,X,O
SIOJLZT,O,O,X,X,X,X,O,X,X
SIOJZTL,X,X,X,O,X,X,X,O,X
SIOJZLT,X,O,X,X,X,X,O,O,X
SIOZTLJ,X,X,X,X,X,X,X,O,O
SIOZTJL,X,X,X,O,X,X,X,O,X
