sequence,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFlgBRiB2qB0?nBXrByxB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUiBxlBmqB3?sBatBlqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUiBxlBlqB3?sBatBmqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jei/IvhFUhBRiBFlBz?qB3sBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFXhB2qBRnBl?nByxB0qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jex/IvhFVmBUiBmkBz?qB3sBatB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeFBJvhFXiB8nBxkBm?kBzqByxB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUhBRiBlnBm?qByxB/qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhF0gB2qBRnBl?nByxBXrB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFxgBXiB8nBl?qByxBmqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFxgB/qBarB8?sBFsBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeUCJvhFaoBxkBXmBm?kB1xBzqB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFilBRnBXmBm?nB1xB0qB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFUhBZoB6sBm?qB/qBFsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFigBRiBFmB0?qB3sBmsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8Jex/IvhFVmBynBmkBf?tBzqBUsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JeT/IvhFynBxlBftBm?qBlqBUsB,v115@GhA8IeC8CeB8BeD8BeA8CeA8JexEJvhFXmBlnBmkBa?tBzqBUsB
ZSJOLTI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOTIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOTLIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOTLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZSOTJIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOTJLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOITLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOITJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOILTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOILJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZSOLTJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZSOLITJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOLIJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOLJTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOLJIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJITL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZSOJLIT,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTILJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
ZOTILSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
ZOTIJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTISJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTLIJS,X,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOTLISJ,X,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOTLJIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X
ZOTLJSI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X
ZOTLSIJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTLSJI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTJILS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOTJISL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOTJLSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOTJSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJSLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSLIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSJIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSJLI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOITLJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOITLSJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOITJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOILTJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOILJTS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X
ZOILSTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZOILSJT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOIJTLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJLST,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOISTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOISLTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISLJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,X,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X
ZOLTISJ,X,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
ZOLTJIS,X,X,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
ZOLTJSI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
ZOLTSIJ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLTSJI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLITJS,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLITSJ,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLIJTS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
ZOLISTJ,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZOLISJT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
ZOLJTIS,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X
ZOLJTSI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
ZOLJITS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
ZOLJSTI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLSTIJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
ZOLSTJI,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
ZOLSITJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLSIJT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLSJTI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLSJIT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOJTILS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X
ZOJTISL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X
ZOJTLSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOJTSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTSLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJITLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZOJITSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZOJISTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
ZOJLTSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZOJLITS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLIST,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
ZOJLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSTLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSITL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSLIT,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSTILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSTIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSTLIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOSTJIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSTJLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSITLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSITJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSILTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSILJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOSLTJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOSLITJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLIJT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLJTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLJIT,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJTLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSJITL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOSJLIT,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
OTILJZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTILSJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OTILSZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTILZJS,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTILZSJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTIJLSZ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
OTIJLZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTIJSLZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTIJSZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTIJZSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTISLZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTISJLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTISJZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTIZLSJ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTIZJLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZSJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
OTLIJZS,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X
OTLISJZ,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X
OTLISZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTLIZJS,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLJISZ,X,X,X,X,O,O,X,O,X,X,X,X,O,O,X,O,O,X
OTLJIZS,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X
OTLJSIZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLJSZI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLJZIS,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X
OTLJZSI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OTLSIJZ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTLSIZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTLSJIZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLSJZI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OTLSZIJ,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTLSZJI,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTLZIJS,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OTLZISJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLZJIS,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OTLZJSI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OTLZSIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTLZSJI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X
OTJILZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OTJISLZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJISZL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJIZSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,X,X,X,O,O,X,O,X,X,X,X,O,O,X,O,O,X
OTJLIZS,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X
OTJLSIZ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
OTJLSZI,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
OTJLZIS,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X
OTJLZSI,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OTJSILZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJSIZL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJSLZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJSZIL,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJZISL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTJZLSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OTSILZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OTSIJLZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OTSIJZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSLIZJ,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTSLJIZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSLJZI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSLZIJ,X,X,O,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTSLZJI,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
OTSJILZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSJIZL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSJLZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTSJZIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSZIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZLIJ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
OTSZLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTSZJIL,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZJLI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZILJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OTZILSJ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X
OTZIJLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTZISJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZLIJS,X,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X
OTZLISJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X
OTZLJIS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X
OTZLJSI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X
OTZLSIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X
OTZLSJI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTZJILS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZJISL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZJLSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZJSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZSILJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTZSIJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZSLIJ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
OTZSLJI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTZSJIL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZSJLI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
OITLJZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITLSJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
OITLSZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITLZJS,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OITLZSJ,X,X,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OITJLSZ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
OITJLZS,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
OITJSLZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OITJSZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OITJZSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OITSLZJ,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITSJLZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OITSJZL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSZJL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OITZLSJ,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITZJLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZSJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
OILTJZS,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X
OILTSJZ,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X
