sequence,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBGjBinB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeOEJvhFNlBRhB3iBcoBqp?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFUgBRhBGjBinBzp?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhB3iBcoB9pBOq?BTsB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBSoB2sB0p?B3sB,v115@LhB8GeC8CeB8BeC8BeB8Jei/IvhFRhBcnBTjB9pBOq?B3sB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBOsBXoB0p?BCtB,v115@LhB8GeC8CeB8BeC8BeB8JeT/IvhFNlBRhBWoBKsBXo?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNFJvhFRhBGjBTkBinB3s?B0pB,v115@LhB8GeC8CeB8BeC8BeB8JeNEJvhFRhBunBcoBXlBKs?BzpB,v115@LhB8GeC8CeB8BeC8BeB8JeUAJvhFRhBTjBmpBisB/p?B9sB
JSZIOTL,O,X,O,O,X,O,O,X,X,X,X
JSZIOLT,O,X,X,X,X,O,X,X,X,X,X
JSZLTIO,O,X,O,O,O,O,O,O,O,O,X
JSZLTOI,O,X,O,O,O,O,O,O,O,O,X
JSZLITO,O,X,O,O,O,O,O,O,O,O,X
JSZLIOT,O,X,O,X,X,O,X,X,X,O,X
JSZLOTI,O,X,O,X,O,O,O,O,O,O,X
JSZLOIT,O,X,O,X,X,O,X,X,X,O,X
JSZOTIL,O,X,O,O,O,O,O,X,X,X,X
JSZOTLI,O,X,O,O,O,O,O,O,O,X,X
JSZOITL,O,X,O,O,X,O,O,X,X,X,X
JSZOILT,O,X,X,O,X,O,X,X,X,X,X
JSZOLTI,O,X,O,O,O,O,O,O,O,X,X
JSZOLIT,O,X,O,O,X,O,X,X,X,X,X
JSOTILZ,X,X,O,O,X,O,X,X,O,X,X
JSOTIZL,O,X,O,O,X,O,O,X,X,X,X
JSOTLIZ,O,X,O,O,X,O,X,X,O,X,X
JSOTLZI,O,X,O,O,X,O,X,X,O,X,X
JSOTZIL,O,X,O,O,X,O,O,X,X,X,X
JSOTZLI,O,X,O,O,X,O,O,X,O,X,X
JSOITLZ,X,X,O,O,X,O,X,X,O,X,X
JSOITZL,O,X,O,O,X,O,O,X,X,X,X
JSOILTZ,X,X,O,X,X,X,X,X,O,X,X
JSOILZT,X,X,O,X,X,X,X,X,X,X,X
JSOIZTL,O,X,O,O,X,O,O,X,X,X,X
JSOIZLT,X,X,X,O,X,O,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,O,X,X,O,X,O
JSOLTZI,O,X,O,X,X,O,X,X,O,X,O
JSOLITZ,O,X,O,X,X,X,X,X,O,X,O
JSOLIZT,O,X,O,X,X,X,X,X,X,X,O
JSOLZTI,O,X,O,X,X,O,X,X,O,X,O
JSOLZIT,O,X,O,X,X,O,X,X,X,X,O
JSOZTIL,O,X,O,O,X,O,O,X,X,X,X
JSOZTLI,O,X,O,O,X,O,O,X,O,X,X
JSOZITL,O,X,O,O,X,O,O,X,X,X,X
JSOZILT,O,X,X,O,X,O,X,X,X,X,X
JSOZLTI,O,X,O,O,X,O,O,X,O,X,X
JSOZLIT,O,X,O,O,X,O,X,X,X,X,X
JZTILSO,X,O,O,O,O,X,O,O,X,X,X
JZTILOS,O,O,X,O,O,X,O,O,X,X,X
JZTISLO,O,O,O,O,O,X,O,X,X,X,X
JZTISOL,O,X,O,O,O,X,O,X,X,X,X
JZTIOLS,O,X,X,O,O,X,O,O,X,X,X
JZTIOSL,O,X,O,O,O,X,O,X,X,X,X
JZTLISO,X,O,O,O,O,X,O,O,X,O,X
JZTLIOS,O,O,X,O,O,X,O,O,X,O,X
JZTLSIO,X,O,X,O,O,O,O,O,X,O,X
JZTLSOI,X,O,X,O,O,O,O,O,X,O,X
JZTLOIS,O,O,X,O,O,X,O,O,X,O,X
JZTLOSI,X,O,X,O,O,O,O,O,X,O,X
JZTSILO,O,O,O,O,O,O,O,X,X,X,X
JZTSIOL,O,X,O,O,O,O,O,X,X,X,X
JZTSLIO,O,O,X,O,O,O,O,O,X,O,X
JZTSLOI,O,O,X,O,O,O,O,O,X,O,X
JZTSOIL,O,X,X,O,O,O,O,X,X,X,X
JZTSOLI,O,X,X,O,O,O,O,O,X,X,X
JZTOILS,O,O,X,O,O,X,O,O,X,X,X
JZTOISL,O,O,O,O,O,X,O,X,X,X,X
JZTOLIS,O,O,X,O,O,X,O,O,X,X,X
JZTOLSI,X,O,X,O,O,O,O,O,X,X,X
JZTOSIL,O,O,X,O,O,O,O,X,X,X,X
JZTOSLI,O,O,X,O,O,O,O,O,X,X,X
JZITLSO,X,O,O,O,O,X,O,O,X,X,X
JZITLOS,O,O,X,O,O,X,O,O,X,X,X
JZITSLO,O,O,O,O,O,X,O,X,X,X,X
JZITSOL,O,X,O,O,O,X,O,X,X,X,X
JZITOLS,O,X,X,O,O,X,O,O,X,X,X
JZITOSL,O,X,O,O,O,X,O,X,X,X,X
JZILTSO,X,X,X,O,O,X,O,O,X,X,O
JZILTOS,O,X,X,O,O,X,O,O,X,X,O
JZILSTO,X,X,X,O,O,X,O,O,X,X,O
JZILSOT,X,X,X,X,X,X,X,X,X,X,O
JZILOTS,X,X,X,X,O,X,X,O,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,X,O,O,X,O,X,X,X,X
JZISTOL,O,X,X,O,O,X,O,X,X,X,X
JZISLTO,O,X,X,O,O,X,O,X,X,X,X
JZISLOT,O,X,X,X,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,O,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,X,O,O,O,X,O,O,X,X,X
JZIOTSL,O,X,O,O,O,X,O,X,X,X,X
JZIOLTS,X,X,X,O,O,X,X,O,X,X,X
JZIOLST,X,X,X,O,X,X,X,X,X,X,X
JZIOSTL,X,X,X,O,X,X,O,X,X,X,X
JZIOSLT,X,X,X,O,X,X,X,X,X,X,X
JZLTISO,X,O,X,O,O,X,O,O,X,O,O
JZLTIOS,O,O,X,O,O,X,O,O,X,O,O
JZLTSIO,X,O,X,O,O,X,O,O,X,O,O
JZLTSOI,X,O,X,O,O,X,O,O,X,O,O
JZLTOIS,O,O,X,O,O,X,O,O,X,O,O
JZLTOSI,X,O,X,O,O,X,O,O,X,O,O
JZLITSO,X,O,X,O,O,X,O,O,X,O,O
JZLITOS,O,O,X,O,O,X,O,O,X,O,O
JZLISTO,X,O,X,O,O,X,O,O,X,O,O
JZLISOT,X,X,X,X,X,X,X,X,X,O,O
JZLIOTS,X,O,X,X,O,X,X,O,X,O,X
JZLIOST,X,O,X,X,X,X,X,X,X,O,X
JZLSTIO,X,O,X,O,O,X,O,O,X,O,O
JZLSTOI,X,O,X,O,O,X,O,O,X,O,O
JZLSITO,X,O,X,O,O,X,O,O,X,O,O
JZLSIOT,X,X,X,X,X,X,X,X,X,O,O
JZLSOTI,X,O,X,X,O,X,O,O,X,O,O
JZLSOIT,X,O,X,X,X,X,X,X,X,O,O
JZLOTIS,O,O,X,O,O,X,O,O,X,O,O
JZLOTSI,X,O,X,O,O,X,O,O,X,O,O
JZLOITS,X,O,X,O,O,X,X,O,X,O,X
JZLOIST,X,O,X,O,X,X,X,X,X,O,X
JZLOSTI,X,O,X,O,O,X,O,O,X,O,O
JZLOSIT,X,O,X,O,X,X,X,X,X,O,O
JZSTILO,O,O,X,O,O,O,O,X,X,X,X
JZSTIOL,O,X,X,O,O,O,O,X,X,X,X
JZSTLIO,O,O,X,O,O,O,O,O,X,O,X
JZSTLOI,O,O,X,O,O,O,O,O,X,O,X
JZSTOIL,O,X,X,O,O,O,O,X,X,X,X
JZSTOLI,O,X,X,O,O,O,O,O,X,X,X
JZSITLO,O,O,X,O,O,O,O,X,X,X,X
JZSITOL,O,X,X,O,O,O,O,X,X,X,X
JZSILTO,O,X,X,O,O,O,O,X,X,X,X
JZSILOT,O,X,X,X,X,O,X,X,X,X,X
JZSIOTL,O,X,X,O,X,O,O,X,X,X,X
JZSIOLT,O,X,X,X,X,O,X,X,X,X,X
JZSLTIO,O,O,X,O,O,O,O,O,X,O,X
JZSLTOI,O,O,X,O,O,O,O,O,X,O,X
JZSLITO,O,O,X,O,O,O,O,O,X,O,X
JZSLIOT,O,X,X,X,X,O,X,X,X,O,X
JZSLOTI,O,O,X,X,O,O,O,O,X,O,X
JZSLOIT,O,X,X,X,X,O,X,X,X,O,X
JZSOTIL,O,X,X,O,O,O,O,X,X,X,X
JZSOTLI,O,X,X,O,O,O,O,O,X,X,X
JZSOITL,O,X,X,O,X,O,O,X,X,X,X
JZSOILT,O,X,X,O,X,O,X,X,X,X,X
JZSOLTI,O,X,X,O,O,O,O,O,X,X,X
JZSOLIT,O,X,X,O,X,O,X,X,X,X,X
JZOTILS,O,O,O,O,O,X,O,O,X,X,X
JZOTISL,O,O,O,O,O,X,O,X,X,X,X
JZOTLIS,O,O,O,O,O,X,O,O,X,X,X
JZOTLSI,X,O,X,O,O,O,O,O,X,X,X
JZOTSIL,O,O,O,O,O,O,O,X,X,X,X
JZOTSLI,O,O,X,O,O,O,O,O,X,X,X
JZOITLS,O,O,O,O,O,X,O,O,X,X,X
JZOITSL,O,O,O,O,O,X,O,X,X,X,X
JZOILTS,X,X,X,O,O,X,X,O,X,X,X
JZOILST,X,X,X,O,X,X,X,X,X,X,X
JZOISTL,X,O,X,O,X,X,O,X,X,X,X
JZOISLT,X,X,X,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,O,O,X,O,O,X,X,O
JZOLTSI,X,O,X,O,O,X,O,O,X,X,O
JZOLITS,X,O,X,O,O,X,X,O,X,X,X
JZOLIST,X,O,X,O,X,X,X,X,X,X,X
JZOLSTI,X,O,X,O,O,X,O,O,X,X,O
JZOLSIT,X,O,X,O,X,X,X,X,X,X,O
JZOSTIL,O,O,X,O,O,O,O,X,X,X,X
JZOSTLI,O,O,X,O,O,O,O,O,X,X,X
JZOSITL,O,O,X,O,X,O,O,X,X,X,X
JZOSILT,O,X,X,O,X,O,X,X,X,X,X
JZOSLTI,O,O,X,O,O,O,O,O,X,X,X
JZOSLIT,O,O,X,O,X,O,X,X,X,X,X
JOTILSZ,X,O,X,O,X,O,X,X,X,X,X
JOTILZS,X,O,O,O,O,X,X,X,X,X,X
JOTISLZ,X,X,O,O,X,O,X,X,O,X,X
JOTISZL,X,X,O,O,X,O,O,X,X,X,X
JOTIZLS,O,O,O,O,O,X,O,X,X,X,X
JOTIZSL,O,O,O,O,O,X,O,X,X,X,X
JOTLISZ,X,O,X,O,X,O,X,X,X,X,O
JOTLIZS,X,O,O,O,O,X,X,O,X,X,O
JOTLSIZ,X,O,X,O,X,O,X,X,X,X,O
JOTLSZI,X,O,X,O,X,O,X,X,X,X,O
JOTLZIS,X,O,O,O,O,X,X,O,X,X,O
JOTLZSI,X,O,X,O,O,O,X,O,X,X,O
JOTSILZ,X,X,O,O,X,O,X,X,O,X,X
JOTSIZL,X,X,O,O,X,O,O,X,X,X,X
JOTSLIZ,X,X,O,O,X,O,X,X,O,X,X
JOTSLZI,X,X,O,O,X,O,X,X,O,X,X
JOTSZIL,X,X,O,O,X,O,O,X,X,X,X
JOTSZLI,X,X,O,O,X,O,O,X,O,X,X
JOTZILS,O,O,O,O,O,X,O,O,X,X,X
JOTZISL,O,O,O,O,O,X,O,X,X,X,X
JOTZLIS,O,O,O,O,O,X,O,O,X,X,X
JOTZLSI,X,O,X,O,O,O,O,O,X,X,X
JOTZSIL,O,O,O,O,O,O,O,X,X,X,X
JOTZSLI,X,O,O,O,O,O,O,O,X,X,X
JOITLSZ,X,O,X,O,X,O,X,X,X,X,X
JOITLZS,X,O,O,O,O,X,X,X,X,X,X
JOITSLZ,X,X,O,O,X,O,X,X,X,X,X
JOITSZL,X,X,O,O,X,O,O,X,X,X,X
JOITZLS,O,O,O,O,O,X,O,X,X,X,X
JOITZSL,O,O,O,O,O,X,O,X,X,X,X
JOILTSZ,X,X,X,O,X,X,X,X,X,X,O
JOILTZS,X,X,O,O,O,X,X,X,X,X,O
JOILSTZ,X,X,X,X,X,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,X,X,X,X,X,O
JOILZTS,X,X,X,O,O,X,X,X,X,X,X
JOILZST,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,X,X,O,O,X,O,X,X,X,X,X
JOISTZL,X,X,O,O,X,O,O,X,X,X,X
JOISLTZ,X,X,O,X,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,X,X,O,O,X,O,O,X,X,X,X
JOISZLT,X,X,X,O,X,O,X,X,X,X,X
JOIZTLS,O,O,O,O,O,X,O,X,X,X,X
JOIZTSL,O,O,O,O,O,X,O,X,X,X,X
JOIZLTS,X,X,X,O,O,X,X,X,X,X,X
JOIZLST,X,X,X,O,X,X,X,X,X,X,X
JOIZSTL,X,O,X,O,X,X,O,X,X,X,X
JOIZSLT,X,X,X,O,X,X,X,X,X,X,X
JOLTISZ,X,O,X,O,X,O,X,X,X,X,O
JOLTIZS,X,O,O,O,O,X,X,O,X,X,O
JOLTSIZ,X,O,X,O,X,O,X,X,X,X,O
JOLTSZI,X,O,X,O,X,O,X,X,X,X,O
JOLTZIS,X,O,O,O,O,X,X,O,X,X,O
JOLTZSI,X,O,X,O,O,O,X,O,X,X,O
JOLITSZ,X,O,X,O,X,X,X,X,X,X,O
JOLITZS,X,O,O,O,O,X,X,O,X,X,O
JOLISTZ,X,X,X,X,X,X,X,X,X,X,O
JOLISZT,X,X,X,X,X,X,X,X,X,X,O
JOLIZTS,X,O,X,O,O,X,X,O,X,X,X
JOLIZST,X,O,X,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,O,X,X,X,X,O
JOLSTZI,X,O,X,X,X,O,X,X,X,X,O
JOLSITZ,X,X,X,X,X,X,X,X,X,X,O
JOLSIZT,X,X,X,X,X,X,X,X,X,X,O
JOLSZTI,X,O,X,X,X,O,X,X,X,X,O
JOLSZIT,X,O,X,X,X,O,X,X,X,X,O
JOLZTIS,X,O,X,O,O,X,X,O,X,X,O
JOLZTSI,X,O,X,O,O,X,X,O,X,X,O
JOLZITS,X,O,X,O,O,X,X,O,X,X,X
JOLZIST,X,O,X,O,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,O,X,X,O,X,X,O
JOLZSIT,X,O,X,O,X,X,X,X,X,X,O
JOSTILZ,X,X,O,O,X,O,X,X,O,X,X
JOSTIZL,X,X,O,O,X,O,O,X,X,X,X
JOSTLIZ,X,X,O,O,X,O,X,X,O,X,X
JOSTLZI,X,X,O,O,X,O,X,X,O,X,X
JOSTZIL,X,X,O,O,X,O,O,X,X,X,X
JOSTZLI,X,X,O,O,X,O,O,X,O,X,X
JOSITLZ,X,X,O,O,X,O,X,X,O,X,X
JOSITZL,X,X,O,O,X,O,O,X,X,X,X
JOSILTZ,X,X,O,X,X,X,X,X,O,X,X
JOSILZT,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,X,O,O,X,O,O,X,X,X,X
JOSIZLT,X,X,X,O,X,O,X,X,X,X,X
JOSLTIZ,X,X,O,X,X,O,X,X,O,X,O
JOSLTZI,X,X,O,X,X,O,X,X,O,X,O
JOSLITZ,X,X,O,X,X,X,X,X,O,X,O
JOSLIZT,X,X,O,X,X,X,X,X,X,X,O
JOSLZTI,X,X,O,X,X,O,X,X,O,X,O
JOSLZIT,X,X,O,X,X,O,X,X,X,X,O
JOSZTIL,X,X,O,O,X,O,O,X,X,X,X
JOSZTLI,X,X,O,O,X,O,O,X,O,X,X
JOSZITL,X,X,O,O,X,O,O,X,X,X,X
JOSZILT,X,X,X,O,X,O,X,X,X,X,X
JOSZLTI,X,X,O,O,X,O,O,X,O,X,X
JOSZLIT,X,X,O,O,X,O,X,X,X,X,X
JOZTILS,O,O,O,O,O,X,O,O,X,X,X
JOZTISL,O,O,O,O,O,X,O,X,X,X,X
JOZTLIS,O,O,O,O,O,X,O,O,X,X,X
JOZTLSI,X,O,X,O,O,O,O,O,X,X,X
JOZTSIL,O,O,O,O,O,O,O,X,X,X,X
JOZTSLI,X,O,X,O,O,O,O,O,X,X,X
JOZITLS,O,O,O,O,O,X,O,O,X,X,X
JOZITSL,O,O,O,O,O,X,O,X,X,X,X
JOZILTS,X,X,X,O,O,X,X,O,X,X,X
JOZILST,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,X,X,O,X,X,X,X
JOZISLT,X,X,X,O,X,X,X,X,X,X,X
JOZLTIS,O,O,X,O,O,X,O,O,X,X,O
JOZLTSI,X,O,X,O,O,X,O,O,X,X,O
JOZLITS,X,O,X,O,O,X,X,O,X,X,X
JOZLIST,X,O,X,O,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,O,X,O,O,X,X,O
JOZLSIT,X,O,X,O,X,X,X,X,X,X,O
JOZSTIL,O,O,X,O,O,O,O,X,X,X,X
JOZSTLI,X,O,X,O,O,O,O,O,X,X,X
JOZSITL,X,O,X,O,X,O,O,X,X,X,X
JOZSILT,X,X,X,O,X,O,X,X,X,X,X
JOZSLTI,X,O,X,O,O,O,O,O,X,X,X
JOZSLIT,X,O,X,O,X,O,X,X,X,X,X
STILJZO,O,O,O,X,X,X,X,O,O,O,X
STILJOZ,O,O,O,X,X,X,X,X,O,X,X
STILZJO,O,O,O,O,X,O,X,O,O,O,X
STILZOJ,O,O,O,O,X,O,X,O,O,O,X
STILOJZ,O,O,O,X,X,X,X,X,O,X,X
STILOZJ,O,O,O,O,X,O,X,X,O,O,X
STIJLZO,O,X,O,X,O,O,O,X,O,O,X
STIJLOZ,O,X,O,X,X,O,X,X,O,X,X
STIJZLO,O,X,O,X,O,O,O,X,X,X,X
STIJZOL,O,X,O,X,O,O,O,X,X,X,X
STIJOLZ,X,X,O,X,X,O,X,X,O,X,X
STIJOZL,O,X,O,X,X,O,O,X,X,X,X
STIZLJO,O,O,O,O,X,O,X,O,O,O,X
STIZLOJ,O,O,O,O,X,O,X,O,O,O,X
STIZJLO,O,O,O,O,O,O,O,X,X,X,X
STIZJOL,O,X,O,X,O,O,O,X,X,X,X
STIZOLJ,O,O,O,O,X,O,X,O,O,X,X
STIZOJL,O,X,O,X,O,O,O,X,X,X,X
STIOLJZ,O,O,O,X,X,X,X,X,O,X,X
STIOLZJ,O,O,O,O,X,O,X,X,O,O,X
STIOJLZ,X,X,O,X,X,O,X,X,O,X,X
STIOJZL,O,X,O,X,X,O,X,X,X,X,X
STIOZLJ,O,O,O,O,X,O,X,X,O,X,X
STIOZJL,O,O,O,O,X,O,X,X,X,X,X
STLIJZO,O,O,O,X,X,X,X,O,O,O,X
STLIJOZ,O,O,O,X,X,X,X,X,O,X,X
STLIZJO,O,O,O,O,X,O,X,O,O,O,X
STLIZOJ,O,O,O,O,X,O,X,O,O,O,X
STLIOJZ,O,O,O,X,X,X,X,X,O,X,X
STLIOZJ,O,O,O,O,X,O,X,X,O,O,X
STLJIZO,O,O,O,X,O,O,O,O,O,O,X
STLJIOZ,O,O,O,X,X,O,X,X,O,X,X
STLJZIO,O,O,O,X,O,O,O,O,O,O,X
STLJZOI,O,O,O,X,O,O,O,O,O,O,X
STLJOIZ,O,O,O,X,X,O,X,X,O,X,X
STLJOZI,O,O,O,X,X,O,X,X,O,X,X
STLZIJO,O,O,O,O,X,O,X,O,O,O,X
STLZIOJ,O,O,O,O,X,O,X,O,O,O,X
STLZJIO,O,O,O,O,O,O,O,O,O,O,X
STLZJOI,O,O,O,X,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,X,O,X,O,O,O,X
STLZOJI,O,O,O,O,O,O,O,O,O,O,X
STLOIJZ,O,O,O,X,X,X,X,X,O,X,X
STLOIZJ,O,O,O,O,X,O,X,X,O,O,X
STLOJIZ,O,O,O,X,X,O,X,X,O,X,X
STLOJZI,O,O,O,X,X,O,X,X,O,X,X
STLOZIJ,O,O,O,O,X,O,X,X,O,O,X
STLOZJI,O,O,O,O,X,O,X,X,O,O,X
STJILZO,O,X,O,O,O,O,O,X,O,O,X
STJILOZ,O,X,O,O,X,O,X,X,O,X,X
STJIZLO,O,X,O,O,O,O,O,X,X,X,X
STJIZOL,O,X,O,O,O,O,O,X,X,X,X
STJIOLZ,X,X,O,O,X,O,X,X,O,X,X
STJIOZL,O,X,O,O,X,O,O,X,X,X,X
STJLIZO,O,X,O,O,O,O,O,O,O,O,X
STJLIOZ,O,X,O,O,X,O,X,X,O,X,X
STJLZIO,O,X,O,O,O,O,O,O,O,O,X
STJLZOI,O,X,O,O,O,O,O,O,O,O,X
STJLOIZ,O,X,O,O,X,O,X,X,O,X,X
STJLOZI,O,X,O,O,X,O,X,X,O,X,X
STJZILO,O,X,O,O,O,O,O,X,X,X,X
STJZIOL,O,X,O,O,O,O,O,X,X,X,X
STJZLIO,O,X,O,O,O,O,O,O,O,O,X
STJZLOI,O,X,O,O,O,O,O,O,O,O,X
STJZOIL,O,X,O,O,O,O,O,X,X,X,X
STJZOLI,O,X,O,O,O,O,O,O,O,X,X
STJOILZ,X,X,O,O,X,O,X,X,O,X,X
STJOIZL,O,X,O,O,X,O,O,X,X,X,X
STJOLIZ,O,X,O,O,X,O,X,X,O,X,X
STJOLZI,O,X,O,O,X,O,X,X,O,X,X
STJOZIL,O,X,O,O,X,O,O,X,X,X,X
STJOZLI,O,X,O,O,X,O,O,X,O,X,X
STZILJO,O,O,O,O,X,O,X,O,O,O,X
STZILOJ,O,O,O,O,X,O,X,O,O,O,X
STZIJLO,O,O,O,O,O,O,O,X,X,X,X
STZIJOL,O,X,O,O,O,O,O,X,X,X,X
STZIOLJ,O,O,O,O,X,O,X,O,O,X,X
STZIOJL,O,X,O,X,O,O,O,X,X,X,X
STZLIJO,O,O,O,O,X,O,X,O,O,O,X
STZLIOJ,O,O,O,O,X,O,X,O,O,O,X
STZLJIO,O,O,O,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,X,O,X,O,O,O,X
STZLOJI,O,O,O,O,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,O,X,X,X,X
STZJIOL,O,X,O,O,O,O,O,X,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,O,O,O,X
STZJOIL,O,X,O,O,O,O,O,X,X,X,X
STZJOLI,O,X,O,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,O,X,O,X,O,O,X,X
STZOIJL,O,O,O,O,O,O,O,X,X,X,X
STZOLIJ,O,O,O,O,X,O,X,O,O,O,X
STZOLJI,O,O,O,O,O,O,O,O,O,O,X
STZOJIL,O,O,O,O,O,O,O,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,O,X,X
STOILJZ,O,O,O,X,X,X,X,X,O,X,X
STOILZJ,O,O,O,O,X,O,X,X,O,O,X
STOIJLZ,X,X,O,X,X,O,X,X,O,X,X
STOIJZL,O,X,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,O,O,X,O,X,X,O,X,X
STOIZJL,O,O,O,O,X,O,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,O,X,X
STOLIZJ,O,O,O,O,X,O,X,X,O,O,X
STOLJIZ,O,O,O,X,X,O,X,X,O,X,X
STOLJZI,O,O,O,X,X,O,X,X,O,X,X
STOLZIJ,O,O,O,O,X,O,X,X,O,O,X
STOLZJI,O,O,O,O,X,O,X,X,O,O,X
STOJILZ,X,X,O,O,X,O,X,X,O,X,X
STOJIZL,O,X,O,O,X,O,O,X,X,X,X
STOJLIZ,O,X,O,O,X,O,X,X,O,X,X
STOJLZI,O,X,O,O,X,O,X,X,O,X,X
STOJZIL,O,X,O,O,X,O,O,X,X,X,X
STOJZLI,O,X,O,O,X,O,O,X,O,X,X
STOZILJ,O,O,O,O,X,O,X,X,O,X,X
STOZIJL,O,O,O,O,X,O,O,X,X,X,X
STOZLIJ,O,O,O,O,X,O,X,X,O,O,X
STOZLJI,O,O,O,O,X,O,O,X,O,O,X
STOZJIL,O,O,O,O,X,O,O,X,X,X,X
STOZJLI,O,O,O,O,X,O,O,X,O,X,X
SITLJZO,O,O,O,X,X,X,X,O,O,O,X
SITLJOZ,O,O,O,X,X,X,X,X,O,X,X
SITLZJO,O,O,O,O,X,O,X,O,O,O,X
SITLZOJ,O,O,O,O,X,O,X,O,O,O,X
SITLOJZ,O,O,O,X,X,X,X,X,O,X,X
SITLOZJ,O,O,O,O,X,O,X,X,O,O,X
SITJLZO,O,X,O,X,O,O,O,X,O,O,X
SITJLOZ,O,X,O,X,X,O,X,X,O,X,X
SITJZLO,O,X,O,X,O,O,O,X,X,X,X
SITJZOL,O,X,O,X,O,O,O,X,X,X,X
SITJOLZ,X,X,O,X,X,O,X,X,O,X,X
SITJOZL,O,X,O,X,X,O,O,X,X,X,X
SITZLJO,O,O,O,O,X,O,X,O,O,O,X
SITZLOJ,O,O,O,O,X,O,X,O,O,O,X
SITZJLO,O,O,O,O,O,O,O,X,X,X,X
SITZJOL,O,X,O,X,O,O,O,X,X,X,X
SITZOLJ,O,O,O,O,X,O,X,O,O,X,X
SITZOJL,O,X,O,X,O,O,O,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X,O,X,X
SITOLZJ,O,O,O,O,X,O,X,X,O,O,X
SITOJLZ,X,X,O,X,X,O,X,X,O,X,X
SITOJZL,O,X,O,X,X,O,X,X,X,X,X
SITOZLJ,O,O,O,O,X,O,X,X,O,X,X
SITOZJL,O,O,O,O,X,O,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,X,O,O,O,X
SILTJOZ,O,X,O,X,X,X,X,X,O,X,X
SILTZJO,O,X,O,X,X,X,X,O,O,O,X
SILTZOJ,O,X,O,X,X,X,X,O,O,O,X
SILTOJZ,O,X,O,X,X,X,X,X,O,X,X
SILTOZJ,O,X,O,X,X,X,X,X,O,O,X
SILJTZO,O,X,O,X,X,X,X,O,O,O,O
SILJTOZ,O,X,O,X,X,X,X,X,O,X,O
SILJZTO,O,X,O,X,X,X,X,O,O,O,O
SILJZOT,O,X,O,X,X,X,X,X,X,O,O
SILJOTZ,O,X,O,X,X,X,X,X,O,X,O
SILJOZT,O,X,O,X,X,X,X,X,X,X,O
SILZTJO,O,X,O,X,X,X,X,O,O,O,X
SILZTOJ,O,X,O,X,X,X,X,O,O,O,X
SILZJTO,O,X,O,X,X,X,X,O,O,O,X
SILZJOT,O,X,O,X,X,X,X,X,X,O,X
SILZOTJ,O,X,O,X,X,X,X,X,X,O,X
SILZOJT,O,X,O,X,X,X,X,X,X,O,X
SILOTJZ,O,X,O,X,X,X,X,X,O,X,X
SILOTZJ,O,X,O,X,X,X,X,X,O,O,X
SILOJTZ,O,X,O,X,X,X,X,X,O,X,X
SILOJZT,O,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,O,X
SILOZJT,O,X,O,X,X,X,X,X,X,O,X
SIJTLZO,O,X,O,O,O,O,O,X,O,O,X
SIJTLOZ,O,X,O,O,X,O,X,X,O,X,X
SIJTZLO,O,X,O,O,O,O,O,X,X,X,X
SIJTZOL,O,X,O,O,O,O,O,X,X,X,X
SIJTOLZ,X,X,O,O,X,O,X,X,O,X,X
SIJTOZL,O,X,O,O,X,O,O,X,X,X,X
SIJLTZO,O,X,O,X,O,X,O,X,O,O,O
SIJLTOZ,O,X,O,X,X,X,X,X,O,X,O
