sequence,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBXjBurBct?BTsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBTjBurBcs?BXtB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToB0s?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBTjBxsBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulBRiB9oB0mBzs?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBXiBTjBWtB0m?BRxB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToB0s?BXsB
SIOLZTJ,X,O,O,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,O,X,X,X,X
SIOJTZL,X,X,O,X,O,X,X,X,X
SIOJLTZ,X,X,O,X,O,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,O,X,X,X,X,X,X
SIOZTJL,X,O,O,X,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,O,X,O,O,X
SLTIJOZ,O,O,O,X,O,O,O,O,X
SLTIZJO,O,O,X,X,X,X,X,O,X
SLTIZOJ,O,O,X,X,X,X,X,X,X
SLTIOJZ,X,O,O,X,O,X,X,O,X
SLTIOZJ,O,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,X,O,X,O,O,X
SLTJIOZ,O,O,O,X,O,O,O,O,X
SLTJZIO,O,O,X,X,X,X,X,O,O
SLTJZOI,O,O,O,O,X,X,O,X,X
SLTJOIZ,O,O,O,O,X,O,O,O,X
SLTJOZI,O,O,O,O,X,O,O,X,X
SLTZIJO,O,O,X,X,X,X,X,O,O
SLTZIOJ,O,O,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,O,O
SLTZJOI,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,O,O,X,X,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X,X
SLTOIJZ,X,O,O,O,X,O,X,O,X
SLTOIZJ,O,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,X,O,X,O,X
SLTOJZI,O,O,O,O,X,O,X,X,X
SLTOZIJ,O,O,O,O,X,O,X,X,X
SLTOZJI,O,O,O,O,X,O,X,X,X
SLITJZO,X,X,X,X,O,X,O,O,X
SLITJOZ,X,O,O,X,O,X,O,O,X
SLITZJO,X,O,X,X,X,X,X,O,X
SLITZOJ,X,O,X,X,X,X,X,X,X
SLITOJZ,X,O,O,X,O,X,X,O,X
SLITOZJ,X,O,O,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,O,O,X
SLIJTOZ,X,X,O,X,O,X,O,O,X
SLIJZTO,X,X,X,X,X,X,O,X,X
SLIJZOT,X,X,X,X,X,X,O,X,X
SLIJOTZ,X,X,O,X,O,X,O,X,X
SLIJOZT,X,X,X,X,X,X,O,X,X
SLIZTJO,X,O,X,X,X,X,X,O,X
SLIZTOJ,X,O,X,X,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X
SLIOTJZ,X,O,O,X,O,X,X,O,X
SLIOTZJ,X,O,O,X,X,X,X,X,X
SLIOJTZ,X,X,O,X,O,X,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,O,O,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,X
SLJTIZO,O,O,X,X,O,X,O,O,X
SLJTIOZ,O,O,O,X,O,O,O,O,X
SLJTZIO,O,O,X,X,X,X,X,O,O
SLJTZOI,O,O,O,O,X,X,O,X,X
SLJTOIZ,O,O,O,O,X,O,O,O,X
SLJTOZI,O,O,O,O,X,O,O,X,X
SLJITZO,X,X,X,X,O,X,O,O,X
SLJITOZ,X,X,O,X,O,X,O,O,X
SLJIZTO,X,X,X,X,X,X,O,X,X
SLJIZOT,X,X,X,X,X,X,O,X,X
SLJIOTZ,X,X,O,X,O,X,O,X,X
SLJIOZT,X,X,X,X,X,X,O,X,X
SLJZTIO,O,O,X,X,X,X,X,O,O
SLJZTOI,O,O,O,O,X,X,O,X,X
SLJZITO,O,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,O,O,X,X
SLJZOIT,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,O,O,O,X
SLJOTZI,O,O,O,O,X,O,O,X,X
SLJOITZ,X,X,O,X,X,X,O,X,X
SLJOIZT,X,X,X,X,X,X,O,X,X
SLJOZTI,O,O,O,O,X,O,O,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,O,O
SLZTIOJ,O,O,X,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,X,O,O
SLZTJOI,O,O,O,O,X,X,X,X,X
SLZTOIJ,O,O,O,O,X,X,X,X,X
SLZTOJI,O,O,O,O,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,O,O
SLZITOJ,O,O,X,X,X,X,X,X,X
SLZIJTO,O,O,X,X,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,X,X,X,O,O
SLZJTOI,O,O,O,O,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X
SLZJIOT,X,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,O,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,O,X,X,X
SLZOTJI,O,O,O,O,X,O,X,X,X
SLZOITJ,O,O,O,O,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X
SLZOJTI,O,O,O,O,X,O,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,O,X,O,X
SLOTIZJ,O,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,O,X
SLOTJZI,O,O,O,O,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,O,X,X,X
SLOTZJI,O,O,O,O,X,O,X,X,X
SLOITJZ,X,O,O,O,X,X,X,O,X
SLOITZJ,X,O,O,X,X,X,X,X,X
SLOIJTZ,X,X,O,X,X,X,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,O,O,O,X,X,X,X,X
SLOIZJT,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,O,X,O,X,O,X
SLOJTZI,O,O,O,O,X,O,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X,X
SLOJIZT,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,O,X,O,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,O,X,O,X,X,X
SLOZTJI,O,O,O,O,X,O,X,X,X
SLOZITJ,O,O,O,O,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X
SLOZJTI,O,O,O,O,X,O,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,O,X,O,O,X
SJTILOZ,O,O,O,X,O,O,O,O,X
SJTIZLO,O,O,X,X,O,X,O,O,X
SJTIZOL,O,O,X,X,O,X,O,X,X
SJTIOLZ,O,O,O,X,O,X,O,O,X
SJTIOZL,O,X,O,X,O,X,O,X,X
SJTLIZO,O,O,X,X,O,X,O,O,X
SJTLIOZ,O,O,O,X,O,O,O,O,X
SJTLZIO,O,O,X,X,X,X,X,O,O
SJTLZOI,O,O,O,O,X,X,O,X,X
SJTLOIZ,O,O,O,O,X,O,O,O,X
SJTLOZI,O,O,O,O,X,O,O,X,X
SJTZILO,O,O,X,X,X,X,X,O,O
SJTZIOL,O,O,X,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X,O,O
SJTZLOI,O,O,O,O,X,X,O,X,X
SJTZOIL,O,O,O,O,X,X,X,X,X
SJTZOLI,O,O,O,O,X,X,O,X,X
SJTOILZ,O,O,O,O,X,O,O,O,X
SJTOIZL,O,X,O,X,X,X,O,X,X
SJTOLIZ,O,O,O,O,X,O,O,O,X
SJTOLZI,O,O,O,O,X,O,O,X,X
SJTOZIL,O,O,O,O,X,O,X,X,X
SJTOZLI,O,O,O,O,X,O,O,X,X
SJITLZO,X,X,X,X,O,X,O,O,X
SJITLOZ,X,X,O,X,O,X,O,O,X
SJITZLO,X,X,X,X,O,X,O,O,X
SJITZOL,X,X,X,X,O,X,O,X,X
SJITOLZ,X,X,O,X,O,X,O,O,X
SJITOZL,X,X,O,X,O,X,O,X,X
SJILTZO,X,X,X,X,O,X,O,O,X
SJILTOZ,X,X,O,X,O,X,O,O,X
SJILZTO,X,X,X,X,X,X,O,X,X
SJILZOT,X,X,X,X,X,X,O,X,X
SJILOTZ,X,X,O,X,O,X,O,X,X
SJILOZT,X,X,X,X,X,X,O,X,X
SJIZTLO,X,X,X,X,X,X,O,X,X
SJIZTOL,X,X,X,X,X,X,O,X,X
SJIZLTO,X,X,X,X,X,X,O,X,X
SJIZLOT,X,X,X,X,X,X,O,X,X
SJIZOTL,X,X,X,X,X,X,O,X,X
SJIZOLT,X,X,X,X,X,X,O,X,X
SJIOTLZ,X,X,O,X,O,X,O,X,X
SJIOTZL,X,X,O,X,O,X,O,X,X
SJIOLTZ,X,X,O,X,O,X,O,X,X
SJIOLZT,X,X,X,X,X,X,O,X,X
SJIOZTL,X,X,X,X,X,X,O,X,X
SJIOZLT,X,X,X,X,X,X,O,X,X
SJLTIZO,O,O,X,X,O,X,O,O,X
SJLTIOZ,O,O,O,X,O,O,O,O,X
SJLTZIO,O,O,X,X,X,X,X,O,O
SJLTZOI,O,O,O,O,X,X,O,X,X
SJLTOIZ,O,O,O,O,X,O,O,O,X
SJLTOZI,O,O,O,O,X,O,O,X,X
SJLITZO,X,X,X,X,O,X,O,O,X
SJLITOZ,X,X,O,X,O,X,O,O,X
SJLIZTO,X,X,X,X,X,X,O,X,X
SJLIZOT,X,X,X,X,X,X,O,X,X
SJLIOTZ,X,X,O,X,O,X,O,X,X
SJLIOZT,X,X,X,X,X,X,O,X,X
SJLZTIO,O,O,X,X,X,X,X,O,O
SJLZTOI,O,O,O,O,X,X,O,X,X
SJLZITO,O,O,X,X,X,X,X,X,X
SJLZIOT,X,O,X,X,X,X,X,X,X
SJLZOTI,O,O,O,O,X,O,O,X,X
SJLZOIT,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,O,X,O,O,O,X
SJLOTZI,O,O,O,O,X,O,O,X,X
SJLOITZ,X,X,O,X,X,X,O,X,X
SJLOIZT,X,X,X,X,X,X,O,X,X
SJLOZTI,O,O,O,O,X,O,O,X,X
SJLOZIT,O,O,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,O,O
SJZTIOL,O,O,X,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,O,O
SJZTLOI,O,O,O,O,X,X,O,X,X
SJZTOIL,O,O,O,O,X,X,X,X,X
SJZTOLI,O,O,O,O,X,X,O,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X
SJZLTIO,O,O,X,X,X,X,X,O,O
SJZLTOI,O,O,O,O,X,X,O,X,X
SJZLITO,O,O,X,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X
SJZLOTI,O,O,O,O,X,O,O,X,X
SJZLOIT,X,O,X,X,X,X,X,X,X
SJZOTIL,O,O,O,O,X,O,X,X,X
SJZOTLI,O,O,O,O,X,O,O,X,X
SJZOITL,X,O,X,X,X,X,X,X,X
SJZOILT,X,O,X,X,X,X,X,X,X
SJZOLTI,O,O,O,O,X,O,O,X,X
SJZOLIT,X,O,X,X,X,X,X,X,X
SJOTILZ,O,O,O,O,X,O,O,O,X
SJOTIZL,O,X,O,X,X,X,O,X,X
SJOTLIZ,O,O,O,O,X,O,O,O,X
SJOTLZI,O,O,O,O,X,O,O,X,X
SJOTZIL,O,O,O,O,X,O,X,X,X
SJOTZLI,O,O,O,O,X,O,O,X,X
SJOITLZ,X,X,O,X,X,X,O,X,X
SJOITZL,X,X,O,X,X,X,O,X,X
SJOILTZ,X,X,O,X,X,X,O,X,X
SJOILZT,X,X,X,X,X,X,O,X,X
SJOIZTL,X,X,X,X,X,X,O,X,X
SJOIZLT,X,X,X,X,X,X,O,X,X
SJOLTIZ,O,O,O,O,X,O,O,O,X
SJOLTZI,O,O,O,O,X,O,O,X,X
SJOLITZ,X,X,O,X,X,X,O,X,X
SJOLIZT,X,X,X,X,X,X,O,X,X
SJOLZTI,O,O,O,O,X,O,O,X,X
SJOLZIT,O,O,X,X,X,X,X,X,X
SJOZTIL,O,O,O,O,X,O,X,X,X
SJOZTLI,O,O,O,O,X,O,O,X,X
SJOZITL,O,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X
SJOZLTI,O,O,O,O,X,O,O,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,O,O
SZTILOJ,O,O,X,X,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,O,O
SZTIJOL,O,O,X,X,X,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,O,O
SZTLIOJ,O,O,X,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,O,O
SZTLJOI,O,O,O,O,X,X,X,X,X
SZTLOIJ,O,O,O,O,X,X,X,X,X
SZTLOJI,O,O,O,O,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,O,O
SZTJIOL,O,O,X,X,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,O,O
SZTJLOI,O,O,O,O,X,X,X,X,X
SZTJOIL,O,O,O,O,X,X,X,X,X
SZTJOLI,O,O,O,O,X,X,X,X,X
SZTOILJ,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,O,O
SZITLOJ,O,O,X,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,O,O
SZITJOL,O,O,X,X,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,O,O
SZILTOJ,O,O,X,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X,X
SZIOLJT,O,O,X,X,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X,X
SZIOJLT,O,O,X,X,X,X,X,X,X
SZLTIJO,O,O,X,X,X,X,X,O,O
SZLTIOJ,O,O,X,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,X,O,O
SZLTJOI,O,O,O,O,X,X,X,X,X
SZLTOIJ,O,O,O,O,X,X,X,X,X
SZLTOJI,O,O,O,O,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,O,O
SZLITOJ,O,O,X,X,X,X,X,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X,X
SZLJTIO,O,O,X,X,X,X,X,O,O
SZLJTOI,O,O,O,O,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,X,X
SZLJOTI,O,O,O,O,X,O,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X
SZLOTIJ,O,O,O,O,X,O,X,X,X
SZLOTJI,O,O,O,O,X,O,X,X,X
SZLOITJ,O,O,O,O,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X,X
SZLOJTI,O,O,O,O,X,O,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,O,O
SZJTIOL,O,O,X,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,O,O
SZJTLOI,O,O,O,O,X,X,X,X,X
SZJTOIL,O,O,O,O,X,X,X,X,X
SZJTOLI,O,O,O,O,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,X,O,X,X,X,X,X,X,X
SZJIOTL,X,O,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X
SZJLTIO,O,O,X,X,X,X,X,O,O
SZJLTOI,O,O,O,O,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,X,X
SZJLOTI,O,O,O,O,X,O,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X
SZJOTIL,O,O,O,O,X,O,X,X,X
SZJOTLI,O,O,O,O,X,O,X,X,X
SZJOITL,O,O,X,X,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X,X
SZJOLTI,O,O,O,O,X,O,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,O,O,X,O,X,X,X
SZOTIJL,O,O,O,O,X,O,X,X,X
SZOTLIJ,O,O,O,O,X,O,X,X,X
SZOTLJI,O,O,O,O,X,O,X,X,X
SZOTJIL,O,O,O,O,X,O,X,X,X
SZOTJLI,O,O,O,O,X,O,X,X,X
SZOITLJ,O,O,O,O,X,X,X,X,X
SZOITJL,O,O,O,O,X,X,X,X,X
SZOILTJ,O,O,O,O,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X,X
SZOLTIJ,O,O,O,O,X,O,X,X,X
SZOLTJI,O,O,O,O,X,O,X,X,X
SZOLITJ,O,O,O,O,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X,X,X
SZOLJTI,O,O,O,O,X,O,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,X
SZOJTIL,O,O,O,O,X,O,X,X,X
SZOJTLI,O,O,O,O,X,O,X,X,X
SZOJITL,O,O,X,X,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X,X
SZOJLTI,O,O,O,O,X,O,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X,X
SOTILJZ,X,O,O,O,X,O,X,O,X
SOTILZJ,O,O,O,X,X,X,X,X,X
SOTIJLZ,X,O,O,O,X,O,X,O,X
SOTIJZL,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,O,O,X,X,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X,X
SOTLIJZ,X,O,O,O,X,O,X,O,X
SOTLIZJ,O,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,O,O,X,O,X,O,X
SOTLJZI,O,O,O,O,X,O,X,X,X
SOTLZIJ,O,O,O,O,X,O,X,X,X
SOTLZJI,O,O,O,O,X,O,X,X,X
SOTJILZ,O,O,O,O,X,O,X,O,X
SOTJIZL,O,X,O,X,X,X,X,X,X
SOTJLIZ,O,O,O,O,X,O,X,O,X
SOTJLZI,O,O,O,O,X,O,X,X,X
SOTJZIL,O,O,O,O,X,O,X,X,X
SOTJZLI,O,O,O,O,X,O,X,X,X
SOTZILJ,O,O,O,O,X,O,X,X,X
SOTZIJL,O,O,O,O,X,O,X,X,X
SOTZLIJ,O,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,O,X,O,X,X,X
SOTZJIL,O,O,O,O,X,O,X,X,X
SOTZJLI,O,O,O,O,X,O,X,X,X
SOITLJZ,X,O,O,O,X,X,X,O,X
SOITLZJ,X,O,O,X,X,X,X,X,X
SOITJLZ,X,O,O,O,X,X,X,O,X
SOITJZL,X,X,O,X,X,X,X,X,X
SOITZLJ,X,O,O,X,X,X,X,X,X
SOITZJL,X,O,O,X,X,X,X,X,X
SOILTJZ,X,O,O,O,X,X,X,O,X
SOILTZJ,X,O,O,X,X,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X,X,X
SOILJZT,X,X,X,X,X,X,X,X,X
SOILZTJ,X,O,O,O,X,X,X,X,X
SOILZJT,X,O,X,X,X,X,X,X,X
SOIJTLZ,X,X,O,X,X,X,X,X,X
SOIJTZL,X,X,O,X,X,X,X,X,X
SOIJLTZ,X,X,O,X,X,X,X,X,X
SOIJLZT,X,X,X,X,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,X,X
SOIJZLT,X,X,X,X,X,X,X,X,X
SOIZTLJ,X,O,O,O,X,X,X,X,X
SOIZTJL,X,O,O,O,X,X,X,X,X
SOIZLTJ,X,O,O,O,X,X,X,X,X
SOIZLJT,X,O,X,X,X,X,X,X,X
SOIZJTL,X,O,X,X,X,X,X,X,X
SOIZJLT,X,O,X,X,X,X,X,X,X
SOLTIJZ,X,O,O,O,X,O,X,O,X
SOLTIZJ,O,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,O,O,X,O,X,O,X
SOLTJZI,O,O,O,O,X,O,X,X,X
SOLTZIJ,O,O,O,O,X,O,X,X,X
SOLTZJI,O,O,O,O,X,O,X,X,X
SOLITJZ,X,O,O,O,X,X,X,O,X
SOLITZJ,X,O,O,X,X,X,X,X,X
SOLIJTZ,X,X,O,X,X,X,X,X,X
SOLIJZT,X,X,X,X,X,X,X,X,X
SOLIZTJ,X,O,O,O,X,X,X,X,X
SOLIZJT,X,O,X,X,X,X,X,X,X
SOLJTIZ,O,O,O,O,X,O,X,O,X
SOLJTZI,O,O,O,O,X,O,X,X,X
SOLJITZ,X,X,O,X,X,X,X,X,X
SOLJIZT,X,X,X,X,X,X,X,X,X
SOLJZTI,O,O,O,O,X,O,X,X,X
SOLJZIT,O,O,X,X,X,X,X,X,X
SOLZTIJ,O,O,O,O,X,O,X,X,X
SOLZTJI,O,O,O,O,X,O,X,X,X
SOLZITJ,O,O,O,O,X,X,X,X,X
SOLZIJT,O,O,X,X,X,X,X,X,X
SOLZJTI,O,O,O,O,X,O,X,X,X
SOLZJIT,O,O,X,X,X,X,X,X,X
SOJTILZ,O,O,O,O,X,O,X,O,X
SOJTIZL,O,X,O,X,X,X,X,X,X
SOJTLIZ,O,O,O,O,X,O,X,O,X
SOJTLZI,O,O,O,O,X,O,X,X,X
SOJTZIL,O,O,O,O,X,O,X,X,X
SOJTZLI,O,O,O,O,X,O,X,X,X
SOJITLZ,X,X,O,X,X,X,X,X,X
SOJITZL,X,X,O,X,X,X,X,X,X
SOJILTZ,X,X,O,X,X,X,X,X,X
SOJILZT,X,X,X,X,X,X,X,X,X
SOJIZTL,X,X,X,X,X,X,X,X,X
SOJIZLT,X,X,X,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,O,X,O,X
SOJLTZI,O,O,O,O,X,O,X,X,X
SOJLITZ,X,X,O,X,X,X,X,X,X
SOJLIZT,X,X,X,X,X,X,X,X,X
SOJLZTI,O,O,O,O,X,O,X,X,X
SOJLZIT,O,O,X,X,X,X,X,X,X
SOJZTIL,O,O,O,O,X,O,X,X,X
SOJZTLI,O,O,O,O,X,O,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X,X
SOJZLTI,O,O,O,O,X,O,X,X,X
SOJZLIT,O,O,X,X,X,X,X,X,X
SOZTILJ,O,O,O,O,X,O,X,X,X
SOZTIJL,O,O,O,O,X,O,X,X,X
SOZTLIJ,O,O,O,O,X,O,X,X,X
SOZTLJI,O,O,O,O,X,O,X,X,X
SOZTJIL,O,O,O,O,X,O,X,X,X
SOZTJLI,O,O,O,O,X,O,X,X,X
SOZITLJ,O,O,O,O,X,X,X,X,X
SOZITJL,O,O,O,O,X,X,X,X,X
SOZILTJ,O,O,O,O,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X,X
SOZLTIJ,O,O,O,O,X,O,X,X,X
SOZLTJI,O,O,O,O,X,O,X,X,X
SOZLITJ,O,O,O,O,X,X,X,X,X
SOZLIJT,O,O,X,X,X,X,X,X,X
SOZLJTI,O,O,O,O,X,O,X,X,X
SOZLJIT,O,O,X,X,X,X,X,X,X
SOZJTIL,O,O,O,O,X,O,X,X,X
SOZJTLI,O,O,O,O,X,O,X,X,X
SOZJITL,O,O,X,X,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X,X
SOZJLTI,O,O,O,O,X,O,X,X,X
SOZJLIT,O,O,X,X,X,X,X,X,X
ZTILJSO,O,O,X,X,O,X,O,X,O
ZTILJOS,O,O,X,O,O,O,O,X,O
ZTILSJO,O,O,X,X,X,X,X,X,O
ZTILSOJ,O,O,X,X,X,X,X,X,X
ZTILOJS,O,X,X,O,O,X,X,X,O
ZTILOSJ,O,O,X,O,X,X,X,X,X
ZTIJLSO,O,O,X,X,O,X,O,X,O
ZTIJLOS,O,O,X,O,O,O,O,X,O
ZTIJSLO,O,O,X,X,O,X,O,X,O
ZTIJSOL,O,O,X,X,O,X,O,X,X
ZTIJOLS,O,O,X,O,O,X,O,X,O
ZTIJOSL,O,O,X,O,O,X,O,X,X
ZTISLJO,O,O,X,X,X,X,X,X,O
ZTISLOJ,O,O,X,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X,O
ZTISJOL,O,O,X,X,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X,X
ZTIOLJS,O,X,X,O,O,X,X,X,O
ZTIOLSJ,O,O,X,O,X,X,X,X,X
ZTIOJLS,O,X,X,O,O,X,X,X,O
ZTIOJSL,O,X,X,O,O,X,X,X,X
ZTIOSLJ,O,O,X,O,X,X,X,X,X
ZTIOSJL,O,O,X,O,X,X,X,X,X
ZTLIJSO,O,O,X,X,O,X,O,X,O
