sequence,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBThBNnB5oBSq?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBThBNnB5oB3k?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeKEJvhFzfBGhBNnB5oB3l?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBNmBUiB5oBSq?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNmBUiB5oB3k?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNnB5oB3kBTm?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kem/IvhFSmBNnB5oBTkB3l?B0rB
SIZLOTJ,O,O,O,X,X,X,X
SIZLOJT,O,O,O,X,O,X,X
SIZJTLO,O,O,O,O,O,O,X
SIZJTOL,O,O,O,X,O,O,X
SIZJLTO,O,O,O,X,O,O,X
SIZJLOT,O,O,O,X,O,X,X
SIZJOTL,X,O,X,X,O,X,X
SIZJOLT,X,O,X,X,O,X,X
SIZOTLJ,X,O,O,X,X,X,O
SIZOTJL,X,O,O,X,X,X,O
SIZOLTJ,X,O,O,X,X,X,X
SIZOLJT,X,O,O,X,O,X,X
SIZOJTL,X,O,X,X,O,X,O
SIZOJLT,X,O,X,X,O,X,X
SIOTLJZ,X,O,O,O,O,O,X
SIOTLZJ,X,X,O,O,X,O,X
SIOTJLZ,X,O,O,O,O,O,X
SIOTJZL,X,O,X,O,O,O,X
SIOTZLJ,X,X,X,O,X,O,X
SIOTZJL,X,X,X,O,O,O,X
SIOLTJZ,X,O,O,O,O,O,X
SIOLTZJ,X,X,O,O,X,O,X
SIOLJTZ,X,O,O,O,O,O,X
SIOLJZT,X,O,O,O,O,X,X
SIOLZTJ,X,O,O,O,X,X,X
SIOLZJT,X,O,O,O,O,X,X
SIOJTLZ,X,O,X,O,O,O,X
SIOJTZL,X,O,X,O,O,O,X
SIOJLTZ,X,O,X,O,O,O,X
SIOJLZT,X,O,X,O,O,X,X
SIOJZTL,X,O,X,O,O,X,O
SIOJZLT,X,O,X,X,O,X,X
SIOZTLJ,X,O,O,O,X,X,O
SIOZTJL,X,O,O,O,O,X,O
SIOZLTJ,X,O,O,X,X,X,X
SIOZLJT,X,O,O,X,O,X,X
SIOZJTL,X,O,X,O,O,X,O
SIOZJLT,X,O,X,X,O,X,X
SLTIJZO,O,O,O,O,O,O,X
SLTIJOZ,O,O,O,O,O,O,X
SLTIZJO,O,O,O,O,X,O,X
SLTIZOJ,O,O,O,O,X,O,X
SLTIOJZ,O,O,O,O,O,O,X
SLTIOZJ,O,X,O,O,X,O,X
SLTJIZO,O,O,O,O,O,O,X
SLTJIOZ,O,O,O,O,O,O,X
SLTJZIO,O,O,O,O,O,O,X
SLTJZOI,O,O,O,O,O,O,X
SLTJOIZ,O,O,O,O,O,O,X
SLTJOZI,O,O,O,O,O,O,X
SLTZIJO,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,X,O,X
SLTZJIO,O,O,O,O,X,O,X
SLTZJOI,O,O,O,O,X,O,X
SLTZOIJ,O,O,O,O,X,O,X
SLTZOJI,O,O,O,O,X,O,X
SLTOIJZ,O,O,O,O,O,O,X
SLTOIZJ,O,X,O,O,X,O,X
SLTOJIZ,O,O,O,O,O,O,X
SLTOJZI,O,O,O,O,O,O,X
SLTOZIJ,O,X,O,O,X,O,X
SLTOZJI,O,X,O,O,X,O,X
SLITJZO,O,O,O,O,O,O,X
SLITJOZ,O,O,O,O,O,O,X
SLITZJO,O,O,O,O,X,O,X
SLITZOJ,O,O,O,O,X,O,X
SLITOJZ,O,O,O,O,O,O,X
SLITOZJ,O,X,O,O,X,O,X
SLIJTZO,O,O,O,O,O,O,X
SLIJTOZ,O,O,O,O,O,O,X
SLIJZTO,O,O,O,O,O,O,X
SLIJZOT,O,O,O,O,O,X,X
SLIJOTZ,O,O,O,O,O,O,X
SLIJOZT,O,O,O,O,O,X,X
SLIZTJO,O,O,O,O,X,O,X
SLIZTOJ,O,O,O,O,X,O,X
SLIZJTO,O,O,O,O,O,O,X
SLIZJOT,O,O,O,O,O,X,X
SLIZOTJ,O,O,O,O,X,X,X
SLIZOJT,O,O,O,O,O,X,X
SLIOTJZ,O,O,O,O,O,O,X
SLIOTZJ,O,X,O,O,X,O,X
SLIOJTZ,O,O,O,O,O,O,X
SLIOJZT,O,O,O,O,O,X,X
SLIOZTJ,O,O,O,O,X,X,X
SLIOZJT,O,O,O,O,O,X,X
SLJTIZO,O,O,O,O,O,O,X
SLJTIOZ,O,O,O,O,O,O,X
SLJTZIO,O,O,O,O,O,O,X
SLJTZOI,O,O,O,O,O,O,X
SLJTOIZ,O,O,O,O,O,O,X
SLJTOZI,O,O,O,O,O,O,X
SLJITZO,O,O,O,O,O,O,X
SLJITOZ,O,O,O,O,O,O,X
SLJIZTO,O,O,O,O,O,O,X
SLJIZOT,O,O,O,O,O,X,X
SLJIOTZ,O,O,O,O,O,O,X
SLJIOZT,O,O,O,O,O,X,X
SLJZTIO,O,O,O,O,O,O,X
SLJZTOI,O,O,O,O,O,O,X
SLJZITO,O,O,O,O,O,O,X
SLJZIOT,O,O,O,O,O,X,X
SLJZOTI,O,O,O,O,O,X,X
SLJZOIT,O,O,O,O,O,X,X
SLJOTIZ,O,O,O,O,O,O,X
SLJOTZI,O,O,O,O,O,O,X
SLJOITZ,O,O,O,O,O,O,X
SLJOIZT,O,O,O,O,O,X,X
SLJOZTI,O,O,O,O,O,X,X
SLJOZIT,O,O,O,O,O,X,X
SLZTIJO,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,X,O,X
SLZTJIO,O,O,O,O,X,O,X
SLZTJOI,O,O,O,O,X,O,X
SLZTOIJ,O,O,O,O,X,O,X
SLZTOJI,O,O,O,O,X,O,X
SLZITJO,O,O,O,O,X,O,X
SLZITOJ,O,O,O,O,X,O,X
SLZIJTO,O,O,O,O,O,O,X
SLZIJOT,O,O,O,O,O,X,X
SLZIOTJ,O,O,O,O,X,X,X
SLZIOJT,O,O,O,O,O,X,X
SLZJTIO,O,O,O,O,O,O,X
SLZJTOI,O,O,O,O,O,O,X
SLZJITO,O,O,O,O,O,O,X
SLZJIOT,O,O,O,O,O,X,X
SLZJOTI,O,O,O,O,O,X,X
SLZJOIT,O,O,O,O,O,X,X
SLZOTIJ,O,O,O,O,X,X,X
SLZOTJI,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,O,X,X
SLZOJTI,O,O,O,O,O,X,X
SLZOJIT,O,O,O,O,O,X,X
SLOTIJZ,O,O,O,O,O,O,X
SLOTIZJ,O,X,O,O,X,O,X
SLOTJIZ,O,O,O,O,O,O,X
SLOTJZI,O,O,O,O,O,O,X
SLOTZIJ,O,X,O,O,X,O,X
SLOTZJI,O,X,O,O,X,O,X
SLOITJZ,O,O,O,O,O,O,X
SLOITZJ,O,X,O,O,X,O,X
SLOIJTZ,O,O,O,O,O,O,X
SLOIJZT,O,O,O,O,O,X,X
SLOIZTJ,O,O,O,O,X,X,X
SLOIZJT,O,O,O,O,O,X,X
SLOJTIZ,O,O,O,O,O,O,X
SLOJTZI,O,O,O,O,O,O,X
SLOJITZ,O,O,O,O,O,O,X
SLOJIZT,O,O,O,O,O,X,X
SLOJZTI,O,O,O,O,O,X,X
SLOJZIT,O,O,O,O,O,X,X
SLOZTIJ,O,O,O,O,X,X,X
SLOZTJI,O,O,O,O,X,X,X
SLOZITJ,O,O,O,O,X,X,X
SLOZIJT,O,O,O,O,O,X,X
SLOZJTI,O,O,O,O,O,X,X
SLOZJIT,O,O,O,O,O,X,X
SJTILZO,O,O,O,O,O,O,X
SJTILOZ,O,O,O,O,O,O,X
SJTIZLO,X,O,O,O,O,O,X
SJTIZOL,X,O,X,X,O,O,X
SJTIOLZ,X,O,O,X,O,O,X
SJTIOZL,X,O,X,X,O,O,X
SJTLIZO,O,O,O,O,O,O,X
SJTLIOZ,O,O,O,O,O,O,X
SJTLZIO,O,O,O,O,O,O,X
SJTLZOI,O,O,O,O,O,O,X
SJTLOIZ,O,O,O,O,O,O,X
SJTLOZI,O,O,O,O,O,O,X
SJTZILO,X,O,O,O,O,O,X
SJTZIOL,X,O,X,X,O,O,X
SJTZLIO,X,O,O,O,O,O,X
SJTZLOI,X,O,O,O,O,O,X
SJTZOIL,X,O,X,X,O,O,X
SJTZOLI,X,O,X,X,O,O,X
SJTOILZ,X,O,O,X,O,O,X
SJTOIZL,X,O,X,X,O,O,X
SJTOLIZ,X,O,O,X,O,O,X
SJTOLZI,X,O,O,X,O,O,X
SJTOZIL,X,O,X,X,O,O,X
SJTOZLI,X,O,X,X,O,O,X
SJITLZO,O,O,O,O,O,O,X
SJITLOZ,O,O,O,O,O,O,X
SJITZLO,X,O,O,O,O,O,X
SJITZOL,X,O,X,X,O,O,X
SJITOLZ,X,O,O,X,O,O,X
SJITOZL,X,O,X,X,O,O,X
SJILTZO,O,O,O,O,O,O,X
SJILTOZ,O,O,O,O,O,O,X
SJILZTO,O,O,O,O,O,O,X
SJILZOT,O,O,O,O,O,X,X
SJILOTZ,O,O,O,O,O,O,X
SJILOZT,O,O,O,O,O,X,X
SJIZTLO,O,O,O,O,O,O,X
SJIZTOL,O,O,O,X,O,O,X
SJIZLTO,O,O,O,X,O,O,X
SJIZLOT,O,O,O,X,O,X,X
SJIZOTL,X,O,X,X,O,X,X
SJIZOLT,X,O,X,X,O,X,X
SJIOTLZ,X,O,X,O,O,O,X
SJIOTZL,X,O,X,O,O,O,X
SJIOLTZ,X,O,X,O,O,O,X
SJIOLZT,X,O,X,O,O,X,X
SJIOZTL,X,O,X,O,O,X,X
SJIOZLT,X,O,X,X,O,X,X
SJLTIZO,O,O,O,O,O,O,X
SJLTIOZ,O,O,O,O,O,O,X
SJLTZIO,O,O,O,O,O,O,X
SJLTZOI,O,O,O,O,O,O,X
SJLTOIZ,O,O,O,O,O,O,X
SJLTOZI,O,O,O,O,O,O,X
SJLITZO,O,O,O,O,O,O,X
SJLITOZ,O,O,O,O,O,O,X
SJLIZTO,O,O,O,O,O,O,X
SJLIZOT,O,O,O,O,O,X,X
SJLIOTZ,O,O,O,O,O,O,X
SJLIOZT,O,O,O,O,O,X,X
SJLZTIO,O,O,O,O,O,O,X
SJLZTOI,O,O,O,O,O,O,X
SJLZITO,O,O,O,O,O,O,X
SJLZIOT,O,O,O,O,O,X,X
SJLZOTI,O,O,O,O,O,X,X
SJLZOIT,O,O,O,O,O,X,X
SJLOTIZ,O,O,O,O,O,O,X
SJLOTZI,O,O,O,O,O,O,X
SJLOITZ,O,O,O,O,O,O,X
SJLOIZT,O,O,O,O,O,X,X
SJLOZTI,O,O,O,O,O,X,X
SJLOZIT,O,O,O,O,O,X,X
SJZTILO,O,O,O,O,O,O,X
SJZTIOL,O,O,O,X,O,O,X
SJZTLIO,O,O,O,O,O,O,X
SJZTLOI,O,O,O,O,O,O,X
SJZTOIL,O,O,O,X,O,O,X
SJZTOLI,O,O,O,X,O,O,X
SJZITLO,O,O,O,O,O,O,X
SJZITOL,O,O,O,X,O,O,X
SJZILTO,O,O,O,X,O,O,X
SJZILOT,O,O,O,X,O,X,X
SJZIOTL,X,O,X,X,O,X,X
SJZIOLT,X,O,X,X,O,X,X
SJZLTIO,O,O,O,X,O,O,X
SJZLTOI,O,O,O,X,O,O,X
SJZLITO,O,O,O,X,O,O,X
SJZLIOT,O,O,O,X,O,X,X
SJZLOTI,O,O,O,X,O,X,X
SJZLOIT,O,O,O,X,O,X,X
SJZOTIL,X,O,X,X,O,X,X
SJZOTLI,X,O,X,X,O,X,X
SJZOITL,X,O,X,X,O,X,X
SJZOILT,X,O,X,X,O,X,X
SJZOLTI,X,O,X,X,O,X,X
SJZOLIT,X,O,X,X,O,X,X
SJOTILZ,X,O,X,O,O,O,X
SJOTIZL,X,O,X,O,O,O,X
SJOTLIZ,X,O,X,O,O,O,X
SJOTLZI,X,O,X,O,O,O,X
SJOTZIL,X,O,X,O,O,O,X
SJOTZLI,X,O,X,O,O,O,X
SJOITLZ,X,O,X,O,O,O,X
SJOITZL,X,O,X,O,O,O,X
SJOILTZ,X,O,X,O,O,O,X
SJOILZT,X,O,X,O,O,X,X
SJOIZTL,X,O,X,O,O,X,X
SJOIZLT,X,O,X,X,O,X,X
SJOLTIZ,X,O,X,O,O,O,X
SJOLTZI,X,O,X,O,O,O,X
SJOLITZ,X,O,X,O,O,O,X
SJOLIZT,X,O,X,O,O,X,X
SJOLZTI,X,O,X,O,O,X,X
SJOLZIT,X,O,X,O,O,X,X
SJOZTIL,X,O,X,O,O,X,X
SJOZTLI,X,O,X,O,O,X,X
SJOZITL,X,O,X,O,O,X,X
SJOZILT,X,O,X,X,O,X,X
SJOZLTI,X,O,X,X,O,X,X
SJOZLIT,X,O,X,X,O,X,X
SZTILJO,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,X,O,O
SZTIJLO,O,O,O,O,O,O,X
SZTIJOL,O,O,O,X,O,O,X
SZTIOLJ,O,O,O,X,X,O,O
SZTIOJL,O,O,O,X,X,O,O
SZTLIJO,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,X,O,O
SZTLJIO,O,O,O,O,X,O,X
SZTLJOI,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,X,O,O
SZTLOJI,O,O,O,O,X,O,O
SZTJILO,O,O,O,O,O,O,X
SZTJIOL,O,O,O,X,O,O,X
SZTJLIO,O,O,O,O,O,O,X
SZTJLOI,O,O,O,O,O,O,X
SZTJOIL,O,O,O,X,O,O,X
SZTJOLI,O,O,O,X,O,O,X
SZTOILJ,O,O,O,X,X,O,O
SZTOIJL,O,O,O,X,X,O,O
SZTOLIJ,O,O,O,X,X,O,O
SZTOLJI,O,O,O,X,X,O,O
SZTOJIL,O,O,O,X,X,O,O
SZTOJLI,O,O,O,X,X,O,O
SZITLJO,O,O,O,O,X,O,X
SZITLOJ,O,O,O,O,X,O,O
SZITJLO,O,O,O,O,O,O,X
SZITJOL,O,O,O,X,O,O,X
SZITOLJ,O,O,O,X,X,O,O
SZITOJL,O,O,O,X,X,O,O
SZILTJO,O,O,O,X,X,O,X
SZILTOJ,O,O,O,X,X,O,X
SZILJTO,O,O,O,X,O,O,X
SZILJOT,O,O,O,X,O,X,X
SZILOTJ,O,O,O,X,X,X,X
SZILOJT,O,O,O,X,O,X,X
SZIJTLO,O,O,O,O,O,O,X
SZIJTOL,O,O,O,X,O,O,X
SZIJLTO,O,O,O,X,O,O,X
SZIJLOT,O,O,O,X,O,X,X
SZIJOTL,X,O,X,X,O,X,X
SZIJOLT,X,O,X,X,O,X,X
SZIOTLJ,X,O,O,X,X,X,O
SZIOTJL,X,O,O,X,X,X,O
SZIOLTJ,X,O,O,X,X,X,X
SZIOLJT,X,O,O,X,O,X,X
SZIOJTL,X,O,X,X,O,X,O
SZIOJLT,X,O,X,X,O,X,X
SZLTIJO,O,O,O,X,X,O,X
SZLTIOJ,O,O,O,X,X,O,X
SZLTJIO,O,O,O,X,X,O,X
SZLTJOI,O,O,O,X,X,O,X
SZLTOIJ,O,O,O,X,X,O,X
SZLTOJI,O,O,O,X,X,O,X
SZLITJO,O,O,O,X,X,O,X
SZLITOJ,O,O,O,X,X,O,X
SZLIJTO,O,O,O,X,O,O,X
SZLIJOT,O,O,O,X,O,X,X
SZLIOTJ,O,O,O,X,X,X,X
SZLIOJT,O,O,O,X,O,X,X
SZLJTIO,O,O,O,X,O,O,X
SZLJTOI,O,O,O,X,O,O,X
SZLJITO,O,O,O,X,O,O,X
SZLJIOT,O,O,O,X,O,X,X
SZLJOTI,O,O,O,X,O,X,X
SZLJOIT,O,O,O,X,O,X,X
SZLOTIJ,O,O,O,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X
SZLOIJT,O,O,O,X,O,X,X
SZLOJTI,O,O,O,X,O,X,X
SZLOJIT,O,O,O,X,O,X,X
SZJTILO,O,O,O,O,O,O,X
SZJTIOL,O,O,O,X,O,O,X
SZJTLIO,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,X
SZJTOIL,O,O,O,X,O,O,X
SZJTOLI,O,O,O,X,O,O,X
SZJITLO,O,O,O,O,O,O,X
SZJITOL,O,O,O,X,O,O,X
SZJILTO,O,O,O,X,O,O,X
SZJILOT,O,O,O,X,O,X,X
SZJIOTL,X,O,X,X,O,X,X
SZJIOLT,X,O,X,X,O,X,X
SZJLTIO,O,O,O,X,O,O,X
SZJLTOI,O,O,O,X,O,O,X
SZJLITO,O,O,O,X,O,O,X
SZJLIOT,O,O,O,X,O,X,X
SZJLOTI,O,O,O,X,O,X,X
SZJLOIT,O,O,O,X,O,X,X
SZJOTIL,X,O,X,X,O,X,X
SZJOTLI,X,O,X,X,O,X,X
SZJOITL,X,O,X,X,O,X,X
SZJOILT,X,O,X,X,O,X,X
SZJOLTI,X,O,X,X,O,X,X
SZJOLIT,X,O,X,X,O,X,X
SZOTILJ,X,O,O,X,X,X,O
SZOTIJL,X,O,O,X,X,X,O
SZOTLIJ,X,O,O,X,X,X,O
SZOTLJI,X,O,O,X,X,X,O
SZOTJIL,X,O,O,X,X,X,O
SZOTJLI,X,O,O,X,X,X,O
SZOITLJ,X,O,O,X,X,X,O
SZOITJL,X,O,O,X,X,X,O
SZOILTJ,X,O,O,X,X,X,X
SZOILJT,X,O,O,X,O,X,X
SZOIJTL,X,O,X,X,O,X,O
SZOIJLT,X,O,X,X,O,X,X
SZOLTIJ,X,O,O,X,X,X,X
SZOLTJI,X,O,O,X,X,X,X
SZOLITJ,X,O,O,X,X,X,X
SZOLIJT,X,O,O,X,O,X,X
SZOLJTI,X,O,O,X,O,X,X
SZOLJIT,X,O,O,X,O,X,X
SZOJTIL,X,O,X,X,O,X,O
SZOJTLI,X,O,X,X,O,X,O
SZOJITL,X,O,X,X,O,X,O
SZOJILT,X,O,X,X,O,X,X
SZOJLTI,X,O,X,X,O,X,X
SZOJLIT,X,O,X,X,O,X,X
SOTILJZ,X,O,O,O,O,O,X
SOTILZJ,X,X,O,O,X,O,X
SOTIJLZ,X,O,O,O,O,O,X
SOTIJZL,X,O,X,O,O,O,X
SOTIZLJ,X,X,X,O,X,O,X
SOTIZJL,X,X,X,O,O,O,X
SOTLIJZ,X,O,O,O,O,O,X
SOTLIZJ,X,X,O,O,X,O,X
SOTLJIZ,X,O,O,O,O,O,X
SOTLJZI,X,O,O,O,O,O,X
SOTLZIJ,X,X,O,O,X,O,X
SOTLZJI,X,X,O,O,X,O,X
SOTJILZ,X,O,O,O,O,O,X
SOTJIZL,X,O,X,O,O,O,X
SOTJLIZ,X,O,O,O,O,O,X
SOTJLZI,X,O,O,O,O,O,X
SOTJZIL,X,O,X,O,O,O,X
SOTJZLI,X,O,X,O,O,O,X
SOTZILJ,X,X,X,O,X,O,X
SOTZIJL,X,X,X,O,O,O,X
SOTZLIJ,X,X,X,O,X,O,X
SOTZLJI,X,X,X,O,X,O,X
SOTZJIL,X,X,X,O,O,O,X
SOTZJLI,X,X,X,O,O,O,X
SOITLJZ,X,O,O,O,O,O,X
SOITLZJ,X,X,O,O,X,O,X
SOITJLZ,X,O,O,O,O,O,X
SOITJZL,X,O,X,O,O,O,X
SOITZLJ,X,X,X,O,X,O,X
SOITZJL,X,X,X,O,O,O,X
SOILTJZ,X,O,O,O,O,O,X
SOILTZJ,X,X,O,O,X,O,X
SOILJTZ,X,O,O,O,O,O,X
SOILJZT,X,O,O,O,O,X,X
SOILZTJ,X,O,O,O,X,X,X
SOILZJT,X,O,O,O,O,X,X
SOIJTLZ,X,O,X,O,O,O,X
SOIJTZL,X,O,X,O,O,O,X
SOIJLTZ,X,O,X,O,O,O,X
SOIJLZT,X,O,X,O,O,X,X
SOIJZTL,X,O,X,O,O,X,O
SOIJZLT,X,O,X,X,O,X,X
SOIZTLJ,X,O,O,O,X,X,O
SOIZTJL,X,O,O,O,O,X,O
SOIZLTJ,X,O,O,X,X,X,X
SOIZLJT,X,O,O,X,O,X,X
SOIZJTL,X,O,X,O,O,X,O
SOIZJLT,X,O,X,X,O,X,X
SOLTIJZ,X,O,O,O,O,O,X
SOLTIZJ,X,X,O,O,X,O,X
SOLTJIZ,X,O,O,O,O,O,X
SOLTJZI,X,O,O,O,O,O,X
SOLTZIJ,X,X,O,O,X,O,X
SOLTZJI,X,X,O,O,X,O,X
SOLITJZ,X,O,O,O,O,O,X
SOLITZJ,X,X,O,O,X,O,X
SOLIJTZ,X,O,O,O,O,O,X
SOLIJZT,X,O,O,O,O,X,X
SOLIZTJ,X,O,O,O,X,X,X
SOLIZJT,X,O,O,O,O,X,X
SOLJTIZ,X,O,O,O,O,O,X
SOLJTZI,X,O,O,O,O,O,X
SOLJITZ,X,O,O,O,O,O,X
SOLJIZT,X,O,O,O,O,X,X
SOLJZTI,X,O,O,O,O,X,X
SOLJZIT,X,O,O,O,O,X,X
SOLZTIJ,X,O,O,O,X,X,X
SOLZTJI,X,O,O,O,X,X,X
SOLZITJ,X,O,O,O,X,X,X
SOLZIJT,X,O,O,O,O,X,X
SOLZJTI,X,O,O,O,O,X,X
SOLZJIT,X,O,O,O,O,X,X
SOJTILZ,X,O,X,O,O,O,X
SOJTIZL,X,O,X,O,O,O,X
SOJTLIZ,X,O,X,O,O,O,X
SOJTLZI,X,O,X,O,O,O,X
SOJTZIL,X,O,X,O,O,O,X
SOJTZLI,X,O,X,O,O,O,X
SOJITLZ,X,O,X,O,O,O,X
SOJITZL,X,O,X,O,O,O,X
SOJILTZ,X,O,X,O,O,O,X
SOJILZT,X,O,X,O,O,X,X
SOJIZTL,X,O,X,O,O,X,O
SOJIZLT,X,O,X,X,O,X,X
SOJLTIZ,X,O,X,O,O,O,X
SOJLTZI,X,O,X,O,O,O,X
SOJLITZ,X,O,X,O,O,O,X
SOJLIZT,X,O,X,O,O,X,X
SOJLZTI,X,O,X,O,O,X,X
SOJLZIT,X,O,X,O,O,X,X
SOJZTIL,X,O,X,O,O,X,O
SOJZTLI,X,O,X,O,O,X,O
SOJZITL,X,O,X,O,O,X,O
SOJZILT,X,O,X,X,O,X,X
SOJZLTI,X,O,X,X,O,X,X
SOJZLIT,X,O,X,X,O,X,X
SOZTILJ,X,O,O,O,X,X,O
SOZTIJL,X,O,O,O,O,X,O
SOZTLIJ,X,O,O,O,X,X,O
SOZTLJI,X,O,O,O,X,X,O
SOZTJIL,X,O,O,O,O,X,O
SOZTJLI,X,O,O,O,O,X,O
SOZITLJ,X,O,O,O,X,X,O
SOZITJL,X,O,O,O,O,X,O
SOZILTJ,X,O,O,X,X,X,X
SOZILJT,X,O,O,X,O,X,X
SOZIJTL,X,O,X,O,O,X,O
SOZIJLT,X,O,X,X,O,X,X
SOZLTIJ,X,O,O,X,X,X,X
SOZLTJI,X,O,O,X,X,X,X
SOZLITJ,X,O,O,X,X,X,X
SOZLIJT,X,O,O,X,O,X,X
SOZLJTI,X,O,O,X,O,X,X
SOZLJIT,X,O,O,X,O,X,X
SOZJTIL,X,O,X,O,O,X,O
SOZJTLI,X,O,X,O,O,X,O
SOZJITL,X,O,X,O,O,X,O
SOZJILT,X,O,X,X,O,X,X
SOZJLTI,X,O,X,X,O,X,X
SOZJLIT,X,O,X,X,O,X,X
ZTILJSO,O,O,O,O,O,X,X
ZTILJOS,O,O,O,O,X,X,O
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,O
ZTILOJS,O,O,O,O,X,X,O
ZTILOSJ,O,X,O,O,X,X,O
ZTIJLSO,O,O,O,O,O,X,X
ZTIJLOS,O,O,O,O,X,X,O
ZTIJSLO,O,O,O,O,O,O,X
ZTIJSOL,O,O,O,X,O,O,X
ZTIJOLS,O,O,O,O,X,X,O
ZTIJOSL,O,O,O,X,O,O,O
ZTISLJO,O,O,O,O,X,O,X
ZTISLOJ,O,O,O,O,X,O,O
ZTISJLO,O,O,O,O,O,O,X
ZTISJOL,O,O,O,X,O,O,X
ZTISOLJ,O,O,O,X,X,O,O
ZTISOJL,O,O,O,X,X,O,O
ZTIOLJS,O,O,O,O,X,X,O
ZTIOLSJ,O,X,O,O,X,X,O
ZTIOJLS,O,O,O,O,X,X,O
ZTIOJSL,O,O,O,X,O,O,O
ZTIOSLJ,O,O,O,X,X,O,O
ZTIOSJL,O,O,O,X,X,O,O
ZTLIJSO,O,O,O,O,O,X,X
ZTLIJOS,O,O,O,O,X,X,O
ZTLISJO,O,O,O,O,X,X,X
ZTLISOJ,O,O,O,O,X,X,O
ZTLIOJS,O,O,O,O,X,X,O
ZTLIOSJ,O,X,O,O,X,X,O
ZTLJISO,O,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,X,X,O
ZTLJSIO,O,O,O,O,O,X,X
ZTLJSOI,O,O,O,O,O,X,X
ZTLJOIS,O,O,O,O,X,X,O
ZTLJOSI,O,O,O,O,X,X,O
ZTLSIJO,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,O,X,X,O
ZTLSJIO,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,O,X,X,O
ZTLSOJI,O,O,O,O,X,X,O
ZTLOIJS,O,O,O,O,X,X,O
ZTLOISJ,O,X,O,O,X,X,O
ZTLOJIS,O,O,O,O,X,X,O
ZTLOJSI,O,O,O,O,X,X,O
ZTLOSIJ,O,X,O,O,X,X,O
ZTLOSJI,O,X,O,O,X,X,O
ZTJILSO,O,O,O,O,O,X,X
ZTJILOS,O,O,O,O,X,X,O
ZTJISLO,O,O,O,O,O,O,X
ZTJISOL,O,O,O,X,O,O,X
ZTJIOLS,O,O,O,O,X,X,O
ZTJIOSL,O,O,O,X,O,O,O
ZTJLISO,O,O,O,O,O,X,X
ZTJLIOS,O,O,O,O,X,X,O
ZTJLSIO,O,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,X,X
ZTJLOIS,O,O,O,O,X,X,O
ZTJLOSI,O,O,O,O,X,X,O
ZTJSILO,O,O,O,O,O,O,X
ZTJSIOL,O,O,O,X,O,O,X
ZTJSLIO,O,O,O,O,O,O,X
ZTJSLOI,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,X,O,O,X
ZTJSOLI,O,O,O,X,O,O,X
ZTJOILS,O,O,O,O,X,X,O
ZTJOISL,O,O,O,X,O,O,O
ZTJOLIS,O,O,O,O,X,X,O
ZTJOLSI,O,O,O,O,X,X,O
ZTJOSIL,O,O,O,X,O,O,O
ZTJOSLI,O,O,O,X,O,O,O
ZTSILJO,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,X,O,O
ZTSIJLO,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,X,O,O,X
ZTSIOLJ,O,O,O,X,X,O,O
ZTSIOJL,O,O,O,X,X,O,O
ZTSLIJO,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,O,X,O,O
ZTSLJIO,O,O,O,O,X,O,X
ZTSLJOI,O,O,O,O,X,O,X
ZTSLOIJ,O,O,O,O,X,O,O
ZTSLOJI,O,O,O,O,X,O,O
ZTSJILO,O,O,O,O,O,O,X
ZTSJIOL,O,O,O,X,O,O,X
ZTSJLIO,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,X,O,O,X
ZTSJOLI,O,O,O,X,O,O,X
ZTSOILJ,O,O,O,X,X,O,O
ZTSOIJL,O,O,O,X,X,O,O
ZTSOLIJ,O,O,O,X,X,O,O
ZTSOLJI,O,O,O,X,X,O,O
ZTSOJIL,O,O,O,X,X,O,O
ZTSOJLI,O,O,O,X,X,O,O
