sequence,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBTjBG?lBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhB9nB6?oBetBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB3iB9oBG?lBUqBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhBGjB6?sBNtBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je2EJvhFRhB9nBTjBS?qBXtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhF/lBRhBGjB6?sBNtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeRBJvhF9nBTjB0kB6?qBXtBmpB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeyEJvhFRhB9nBTjB+?qB0kBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBGlBT?oBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFalBRhB9oB+?qB0nBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhFRhB3iBGqBC?tBNqBctB
LJZTSOI,X,O,X,X,O,O,O,O,X,O,O
LJZTOIS,X,O,X,X,X,O,X,X,X,X,O
LJZTOSI,X,O,X,X,X,O,X,X,X,X,O
LJZITSO,X,X,X,X,O,X,O,O,X,O,O
LJZITOS,X,X,X,X,X,X,X,X,X,X,O
LJZISTO,X,X,X,X,O,X,O,O,X,O,O
LJZISOT,X,X,X,X,X,X,X,X,X,O,O
LJZIOTS,X,X,X,X,X,X,X,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,X,X,X,O
LJZSTIO,X,O,X,X,O,O,O,O,X,O,O
LJZSTOI,X,O,X,X,O,O,O,O,X,O,O
LJZSITO,X,O,X,X,O,O,O,O,X,O,O
LJZSIOT,X,X,X,X,X,O,X,X,X,O,O
LJZSOTI,X,O,X,X,O,O,O,O,X,O,O
LJZSOIT,X,O,X,X,X,O,X,X,X,O,O
LJZOTIS,X,O,X,X,X,O,X,X,X,X,O
LJZOTSI,X,O,X,X,X,O,X,X,X,X,O
LJZOITS,X,X,X,X,X,X,X,X,X,X,O
LJZOIST,X,X,X,X,X,X,X,X,X,X,O
LJZOSTI,X,O,X,X,X,O,X,X,X,X,O
LJZOSIT,X,O,X,X,X,O,X,X,X,X,O
LJOTISZ,X,O,O,O,O,X,X,O,X,X,O
LJOTIZS,X,O,X,O,X,O,X,X,X,X,O
LJOTSIZ,X,O,O,O,O,X,X,O,X,X,O
LJOTSZI,X,O,X,O,O,O,X,O,X,X,O
LJOTZIS,X,O,X,O,X,O,X,X,X,X,O
LJOTZSI,X,O,X,O,X,O,X,X,X,X,O
LJOITSZ,X,O,O,O,O,X,X,O,X,X,O
LJOITZS,X,O,X,O,X,X,X,X,X,X,O
LJOISTZ,X,O,X,O,O,X,X,O,X,X,X
LJOISZT,X,O,X,O,X,X,X,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,X,X,O
LJOIZST,X,X,X,X,X,X,X,X,X,X,O
LJOSTIZ,X,O,X,O,O,X,X,O,X,X,O
LJOSTZI,X,O,X,O,O,X,X,O,X,X,O
LJOSITZ,X,O,X,O,O,X,X,O,X,X,X
LJOSIZT,X,O,X,O,X,X,X,X,X,X,X
LJOSZTI,X,O,X,O,O,X,X,O,X,X,O
LJOSZIT,X,O,X,O,X,X,X,X,X,X,O
LJOZTIS,X,O,X,X,X,O,X,X,X,X,O
LJOZTSI,X,O,X,X,X,O,X,X,X,X,O
LJOZITS,X,X,X,X,X,X,X,X,X,X,O
LJOZIST,X,X,X,X,X,X,X,X,X,X,O
LJOZSTI,X,O,X,X,X,O,X,X,X,X,O
LJOZSIT,X,O,X,X,X,O,X,X,X,X,O
LSTIJZO,X,O,O,O,O,X,O,O,X,X,X
LSTIJOZ,O,O,X,O,O,X,O,O,X,X,X
LSTIZJO,O,O,O,O,O,X,O,X,X,X,X
LSTIZOJ,O,X,O,O,O,X,O,X,X,X,X
LSTIOJZ,O,X,X,O,O,X,O,O,X,X,X
LSTIOZJ,O,X,O,O,O,X,O,X,X,X,X
LSTJIZO,X,O,O,O,O,X,O,O,X,O,X
LSTJIOZ,O,O,X,O,O,X,O,O,X,O,X
LSTJZIO,X,O,X,O,O,O,O,O,X,O,X
LSTJZOI,X,O,X,O,O,O,O,O,X,O,X
LSTJOIZ,O,O,X,O,O,X,O,O,X,O,X
LSTJOZI,X,O,X,O,O,O,O,O,X,O,X
LSTZIJO,O,O,O,O,O,O,O,X,X,X,X
LSTZIOJ,O,X,O,O,O,O,O,X,X,X,X
LSTZJIO,O,O,X,O,O,O,O,O,X,O,X
LSTZJOI,O,O,X,O,O,O,O,O,X,O,X
LSTZOIJ,O,X,X,O,O,O,O,X,X,X,X
LSTZOJI,O,X,X,O,O,O,O,O,X,X,X
LSTOIJZ,O,O,X,O,O,X,O,O,X,X,X
LSTOIZJ,O,O,O,O,O,X,O,X,X,X,X
LSTOJIZ,O,O,X,O,O,X,O,O,X,X,X
LSTOJZI,X,O,X,O,O,O,O,O,X,X,X
LSTOZIJ,O,O,X,O,O,O,O,X,X,X,X
LSTOZJI,O,O,X,O,O,O,O,O,X,X,X
LSITJZO,X,O,O,O,O,X,O,O,X,X,X
LSITJOZ,O,O,X,O,O,X,O,O,X,X,X
LSITZJO,O,O,O,O,O,X,O,X,X,X,X
LSITZOJ,O,X,O,O,O,X,O,X,X,X,X
LSITOJZ,O,X,X,O,O,X,O,O,X,X,X
LSITOZJ,O,X,O,O,O,X,O,X,X,X,X
LSIJTZO,X,X,X,O,O,X,O,O,X,X,O
LSIJTOZ,O,X,X,O,O,X,O,O,X,X,O
LSIJZTO,X,X,X,O,O,X,O,O,X,X,O
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O
LSIJOTZ,X,X,X,X,O,X,X,O,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,O,X,O,X,X,X,X
LSIZTOJ,O,X,X,O,O,X,O,X,X,X,X
LSIZJTO,O,X,X,O,O,X,O,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,O,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,O,O,O,X,O,O,X,X,X
LSIOTZJ,O,X,O,O,O,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,O,X,X,O,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,X,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X,X,X,X
LSJTIZO,X,O,X,O,O,X,O,O,X,O,O
LSJTIOZ,O,O,X,O,O,X,O,O,X,O,O
LSJTZIO,X,O,X,O,O,X,O,O,X,O,O
LSJTZOI,X,O,X,O,O,X,O,O,X,O,O
LSJTOIZ,O,O,X,O,O,X,O,O,X,O,O
LSJTOZI,X,O,X,O,O,X,O,O,X,O,O
LSJITZO,X,O,X,O,O,X,O,O,X,O,O
LSJITOZ,O,O,X,O,O,X,O,O,X,O,O
LSJIZTO,X,O,X,O,O,X,O,O,X,O,O
LSJIZOT,X,X,X,X,X,X,X,X,X,O,O
LSJIOTZ,X,O,X,X,O,X,X,O,X,O,X
LSJIOZT,X,O,X,X,X,X,X,X,X,O,X
LSJZTIO,X,O,X,O,O,X,O,O,X,O,O
LSJZTOI,X,O,X,O,O,X,O,O,X,O,O
LSJZITO,X,O,X,O,O,X,O,O,X,O,O
LSJZIOT,X,X,X,X,X,X,X,X,X,O,O
LSJZOTI,X,O,X,X,O,X,O,O,X,O,O
LSJZOIT,X,O,X,X,X,X,X,X,X,O,O
LSJOTIZ,O,O,X,O,O,X,O,O,X,O,O
LSJOTZI,X,O,X,O,O,X,O,O,X,O,O
LSJOITZ,X,O,X,O,O,X,X,O,X,O,X
LSJOIZT,X,O,X,O,X,X,X,X,X,O,X
LSJOZTI,X,O,X,O,O,X,O,O,X,O,O
LSJOZIT,X,O,X,O,X,X,X,X,X,O,O
LSZTIJO,O,O,X,O,O,O,O,X,X,X,X
LSZTIOJ,O,X,X,O,O,O,O,X,X,X,X
LSZTJIO,O,O,X,O,O,O,O,O,X,O,X
LSZTJOI,O,O,X,O,O,O,O,O,X,O,X
LSZTOIJ,O,X,X,O,O,O,O,X,X,X,X
LSZTOJI,O,X,X,O,O,O,O,O,X,X,X
LSZITJO,O,O,X,O,O,O,O,X,X,X,X
LSZITOJ,O,X,X,O,O,O,O,X,X,X,X
LSZIJTO,O,X,X,O,O,O,O,X,X,X,X
LSZIJOT,O,X,X,X,X,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,O,O,X,X,X,X
LSZIOJT,O,X,X,X,X,O,X,X,X,X,X
LSZJTIO,O,O,X,O,O,O,O,O,X,O,X
LSZJTOI,O,O,X,O,O,O,O,O,X,O,X
LSZJITO,O,O,X,O,O,O,O,O,X,O,X
LSZJIOT,O,X,X,X,X,O,X,X,X,O,X
LSZJOTI,O,O,X,X,O,O,O,O,X,O,X
LSZJOIT,O,X,X,X,X,O,X,X,X,O,X
LSZOTIJ,O,X,X,O,O,O,O,X,X,X,X
LSZOTJI,O,X,X,O,O,O,O,O,X,X,X
LSZOITJ,O,X,X,O,X,O,O,X,X,X,X
LSZOIJT,O,X,X,O,X,O,X,X,X,X,X
LSZOJTI,O,X,X,O,O,O,O,O,X,X,X
LSZOJIT,O,X,X,O,X,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,O,X,O,O,X,X,X
LSOTIZJ,O,O,O,O,O,X,O,X,X,X,X
LSOTJIZ,O,O,O,O,O,X,O,O,X,X,X
LSOTJZI,X,O,X,O,O,O,O,O,X,X,X
LSOTZIJ,O,O,O,O,O,O,O,X,X,X,X
LSOTZJI,O,O,X,O,O,O,O,O,X,X,X
LSOITJZ,O,O,O,O,O,X,O,O,X,X,X
LSOITZJ,O,O,O,O,O,X,O,X,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,O,X,X,X
LSOIJZT,X,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,O,X,X,O,X,X,X,X
LSOIZJT,X,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,O,O,X,O,O,X,X,O
LSOJTZI,X,O,X,O,O,X,O,O,X,X,O
LSOJITZ,X,O,X,O,O,X,X,O,X,X,X
LSOJIZT,X,O,X,O,X,X,X,X,X,X,X
LSOJZTI,X,O,X,O,O,X,O,O,X,X,O
LSOJZIT,X,O,X,O,X,X,X,X,X,X,O
LSOZTIJ,O,O,X,O,O,O,O,X,X,X,X
LSOZTJI,O,O,X,O,O,O,O,O,X,X,X
LSOZITJ,O,O,X,O,X,O,O,X,X,X,X
LSOZIJT,O,X,X,O,X,O,X,X,X,X,X
LSOZJTI,O,O,X,O,O,O,O,O,X,X,X
LSOZJIT,O,O,X,O,X,O,X,X,X,X,X
LZTIJSO,O,X,O,O,O,O,O,X,O,O,X
LZTIJOS,O,X,O,O,X,O,X,X,O,X,X
LZTISJO,O,X,O,O,O,O,O,X,X,X,X
LZTISOJ,O,X,O,O,O,O,O,X,X,X,X
LZTIOJS,X,X,O,O,X,O,X,X,O,X,X
LZTIOSJ,O,X,O,O,X,O,O,X,X,X,X
LZTJISO,O,X,O,O,O,O,O,O,O,O,X
LZTJIOS,O,X,O,O,X,O,X,X,O,X,X
LZTJSIO,O,X,O,O,O,O,O,O,O,O,X
LZTJSOI,O,X,O,O,O,O,O,O,O,O,X
LZTJOIS,O,X,O,O,X,O,X,X,O,X,X
LZTJOSI,O,X,O,O,X,O,X,X,O,X,X
LZTSIJO,O,X,O,O,O,O,O,X,X,X,X
LZTSIOJ,O,X,O,O,O,O,O,X,X,X,X
LZTSJIO,O,X,O,O,O,O,O,O,O,O,X
LZTSJOI,O,X,O,O,O,O,O,O,O,O,X
LZTSOIJ,O,X,O,O,O,O,O,X,X,X,X
LZTSOJI,O,X,O,O,O,O,O,O,O,X,X
LZTOIJS,X,X,O,O,X,O,X,X,O,X,X
LZTOISJ,O,X,O,O,X,O,O,X,X,X,X
LZTOJIS,O,X,O,O,X,O,X,X,O,X,X
LZTOJSI,O,X,O,O,X,O,X,X,O,X,X
LZTOSIJ,O,X,O,O,X,O,O,X,X,X,X
LZTOSJI,O,X,O,O,X,O,O,X,O,X,X
LZITJSO,O,X,O,O,O,O,O,X,O,O,X
LZITJOS,O,X,O,O,X,O,X,X,O,X,X
LZITSJO,O,X,O,O,O,O,O,X,X,X,X
LZITSOJ,O,X,O,O,O,O,O,X,X,X,X
LZITOJS,X,X,O,O,X,O,X,X,O,X,X
LZITOSJ,O,X,O,O,X,O,O,X,X,X,X
LZIJTSO,O,X,O,X,O,X,O,X,O,O,O
LZIJTOS,O,X,O,X,X,X,X,X,O,X,O
LZIJSTO,O,X,O,X,O,X,O,X,O,O,O
LZIJSOT,O,X,O,X,X,X,X,X,X,O,O
LZIJOTS,O,X,O,X,X,X,X,X,O,X,O
LZIJOST,O,X,O,X,X,X,X,X,X,X,O
LZISTJO,O,X,O,O,O,O,O,X,X,X,X
LZISTOJ,O,X,O,O,O,O,O,X,X,X,X
LZISJTO,O,X,X,O,O,O,O,X,X,X,X
LZISJOT,O,X,X,X,X,O,X,X,X,X,X
LZISOTJ,O,X,O,O,X,O,O,X,X,X,X
LZISOJT,O,X,X,X,X,O,X,X,X,X,X
LZIOTJS,X,X,O,O,X,O,X,X,O,X,X
LZIOTSJ,O,X,O,O,X,O,O,X,X,X,X
LZIOJTS,X,X,O,X,X,X,X,X,O,X,X
LZIOJST,X,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,O,O,X,O,O,X,X,X,X
LZIOSJT,X,X,X,O,X,O,X,X,X,X,X
LZJTISO,O,X,O,X,O,O,O,O,O,O,O
LZJTIOS,O,X,O,X,X,O,X,X,O,X,O
LZJTSIO,O,X,O,X,O,O,O,O,O,O,O
LZJTSOI,O,X,O,X,O,O,O,O,O,O,O
LZJTOIS,O,X,O,X,X,O,X,X,O,X,O
LZJTOSI,O,X,O,X,X,O,X,X,O,X,O
LZJITSO,O,X,O,X,O,X,O,O,O,O,O
LZJITOS,O,X,O,X,X,X,X,X,O,X,O
LZJISTO,O,X,O,X,O,X,O,O,O,O,O
LZJISOT,O,X,O,X,X,X,X,X,X,O,O
LZJIOTS,O,X,O,X,X,X,X,X,O,X,O
LZJIOST,O,X,O,X,X,X,X,X,X,X,O
LZJSTIO,O,X,O,X,O,O,O,O,O,O,O
LZJSTOI,O,X,O,X,O,O,O,O,O,O,O
LZJSITO,O,X,O,X,O,O,O,O,O,O,O
LZJSIOT,O,X,O,X,X,O,X,X,X,O,O
LZJSOTI,O,X,O,X,O,O,O,O,O,O,O
LZJSOIT,O,X,O,X,X,O,X,X,X,O,O
LZJOTIS,O,X,O,X,X,O,X,X,O,X,O
LZJOTSI,O,X,O,X,X,O,X,X,O,X,O
LZJOITS,O,X,O,X,X,X,X,X,O,X,O
LZJOIST,O,X,O,X,X,X,X,X,X,X,O
LZJOSTI,O,X,O,X,X,O,X,X,O,X,O
LZJOSIT,O,X,O,X,X,O,X,X,X,X,O
LZSTIJO,O,X,O,O,O,O,O,X,X,X,X
LZSTIOJ,O,X,O,O,O,O,O,X,X,X,X
LZSTJIO,O,X,O,O,O,O,O,O,O,O,X
LZSTJOI,O,X,O,O,O,O,O,O,O,O,X
LZSTOIJ,O,X,O,O,O,O,O,X,X,X,X
LZSTOJI,O,X,O,O,O,O,O,O,O,X,X
LZSITJO,O,X,O,O,O,O,O,X,X,X,X
LZSITOJ,O,X,O,O,O,O,O,X,X,X,X
LZSIJTO,O,X,X,O,O,O,O,X,X,X,X
LZSIJOT,O,X,X,X,X,O,X,X,X,X,X
LZSIOTJ,O,X,O,O,X,O,O,X,X,X,X
LZSIOJT,O,X,X,X,X,O,X,X,X,X,X
LZSJTIO,O,X,O,O,O,O,O,O,O,O,X
LZSJTOI,O,X,O,O,O,O,O,O,O,O,X
LZSJITO,O,X,O,O,O,O,O,O,O,O,X
LZSJIOT,O,X,O,X,X,O,X,X,X,O,X
LZSJOTI,O,X,O,X,O,O,O,O,O,O,X
LZSJOIT,O,X,O,X,X,O,X,X,X,O,X
LZSOTIJ,O,X,O,O,O,O,O,X,X,X,X
LZSOTJI,O,X,O,O,O,O,O,O,O,X,X
LZSOITJ,O,X,O,O,X,O,O,X,X,X,X
LZSOIJT,O,X,X,O,X,O,X,X,X,X,X
LZSOJTI,O,X,O,O,O,O,O,O,O,X,X
LZSOJIT,O,X,O,O,X,O,X,X,X,X,X
LZOTIJS,X,X,O,O,X,O,X,X,O,X,X
LZOTISJ,O,X,O,O,X,O,O,X,X,X,X
LZOTJIS,O,X,O,O,X,O,X,X,O,X,X
LZOTJSI,O,X,O,O,X,O,X,X,O,X,X
LZOTSIJ,O,X,O,O,X,O,O,X,X,X,X
LZOTSJI,O,X,O,O,X,O,O,X,O,X,X
LZOITJS,X,X,O,O,X,O,X,X,O,X,X
LZOITSJ,O,X,O,O,X,O,O,X,X,X,X
LZOIJTS,X,X,O,X,X,X,X,X,O,X,X
LZOIJST,X,X,O,X,X,X,X,X,X,X,X
LZOISTJ,O,X,O,O,X,O,O,X,X,X,X
LZOISJT,X,X,X,O,X,O,X,X,X,X,X
LZOJTIS,O,X,O,X,X,O,X,X,O,X,O
LZOJTSI,O,X,O,X,X,O,X,X,O,X,O
LZOJITS,O,X,O,X,X,X,X,X,O,X,O
LZOJIST,O,X,O,X,X,X,X,X,X,X,O
LZOJSTI,O,X,O,X,X,O,X,X,O,X,O
LZOJSIT,O,X,O,X,X,O,X,X,X,X,O
LZOSTIJ,O,X,O,O,X,O,O,X,X,X,X
LZOSTJI,O,X,O,O,X,O,O,X,O,X,X
LZOSITJ,O,X,O,O,X,O,O,X,X,X,X
LZOSIJT,O,X,X,O,X,O,X,X,X,X,X
LZOSJTI,O,X,O,O,X,O,O,X,O,X,X
LZOSJIT,O,X,O,O,X,O,X,X,X,X,X
LOTIJSZ,X,O,O,O,O,X,X,X,X,X,X
LOTIJZS,X,O,X,O,X,O,X,X,X,X,X
LOTISJZ,O,O,O,O,O,X,O,X,X,X,X
LOTISZJ,O,O,O,O,O,X,O,X,X,X,X
LOTIZJS,X,X,O,O,X,O,X,X,O,X,X
LOTIZSJ,X,X,O,O,X,O,O,X,X,X,X
LOTJISZ,X,O,O,O,O,X,X,O,X,X,O
LOTJIZS,X,O,X,O,X,O,X,X,X,X,O
LOTJSIZ,X,O,O,O,O,X,X,O,X,X,O
LOTJSZI,X,O,X,O,O,O,X,O,X,X,O
LOTJZIS,X,O,X,O,X,O,X,X,X,X,O
LOTJZSI,X,O,X,O,X,O,X,X,X,X,O
LOTSIJZ,O,O,O,O,O,X,O,O,X,X,X
LOTSIZJ,O,O,O,O,O,X,O,X,X,X,X
LOTSJIZ,O,O,O,O,O,X,O,O,X,X,X
LOTSJZI,X,O,X,O,O,O,O,O,X,X,X
LOTSZIJ,O,O,O,O,O,O,O,X,X,X,X
LOTSZJI,X,O,O,O,O,O,O,O,X,X,X
LOTZIJS,X,X,O,O,X,O,X,X,O,X,X
LOTZISJ,X,X,O,O,X,O,O,X,X,X,X
LOTZJIS,X,X,O,O,X,O,X,X,O,X,X
LOTZJSI,X,X,O,O,X,O,X,X,O,X,X
LOTZSIJ,X,X,O,O,X,O,O,X,X,X,X
LOTZSJI,X,X,O,O,X,O,O,X,O,X,X
LOITJSZ,X,O,O,O,O,X,X,X,X,X,X
LOITJZS,X,O,X,O,X,O,X,X,X,X,X
LOITSJZ,O,O,O,O,O,X,O,X,X,X,X
LOITSZJ,O,O,O,O,O,X,O,X,X,X,X
LOITZJS,X,X,O,O,X,O,X,X,X,X,X
LOITZSJ,X,X,O,O,X,O,O,X,X,X,X
LOIJTSZ,X,X,O,O,O,X,X,X,X,X,O
LOIJTZS,X,X,X,O,X,X,X,X,X,X,O
LOIJSTZ,X,X,X,O,O,X,X,X,X,X,X
LOIJSZT,X,X,X,O,X,X,X,X,X,X,X
LOIJZTS,X,X,X,X,X,X,X,X,X,X,O
LOIJZST,X,X,X,X,X,X,X,X,X,X,O
LOISTJZ,O,O,O,O,O,X,O,X,X,X,X
LOISTZJ,O,O,O,O,O,X,O,X,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X,X,X,X
LOISJZT,X,X,X,O,X,X,X,X,X,X,X
LOISZTJ,X,O,X,O,X,X,O,X,X,X,X
LOISZJT,X,X,X,O,X,X,X,X,X,X,X
LOIZTJS,X,X,O,O,X,O,X,X,X,X,X
LOIZTSJ,X,X,O,O,X,O,O,X,X,X,X
LOIZJTS,X,X,O,X,X,X,X,X,X,X,X
LOIZJST,X,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,O,O,X,O,O,X,X,X,X
LOIZSJT,X,X,X,O,X,O,X,X,X,X,X
LOJTISZ,X,O,O,O,O,X,X,O,X,X,O
LOJTIZS,X,O,X,O,X,O,X,X,X,X,O
LOJTSIZ,X,O,O,O,O,X,X,O,X,X,O
LOJTSZI,X,O,X,O,O,O,X,O,X,X,O
LOJTZIS,X,O,X,O,X,O,X,X,X,X,O
LOJTZSI,X,O,X,O,X,O,X,X,X,X,O
LOJITSZ,X,O,O,O,O,X,X,O,X,X,O
LOJITZS,X,O,X,O,X,X,X,X,X,X,O
LOJISTZ,X,O,X,O,O,X,X,O,X,X,X
LOJISZT,X,O,X,O,X,X,X,X,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,X,X,O
LOJIZST,X,X,X,X,X,X,X,X,X,X,O
LOJSTIZ,X,O,X,O,O,X,X,O,X,X,O
LOJSTZI,X,O,X,O,O,X,X,O,X,X,O
LOJSITZ,X,O,X,O,O,X,X,O,X,X,X
LOJSIZT,X,O,X,O,X,X,X,X,X,X,X
LOJSZTI,X,O,X,O,O,X,X,O,X,X,O
LOJSZIT,X,O,X,O,X,X,X,X,X,X,O
LOJZTIS,X,O,X,X,X,O,X,X,X,X,O
LOJZTSI,X,O,X,X,X,O,X,X,X,X,O
LOJZITS,X,X,X,X,X,X,X,X,X,X,O
LOJZIST,X,X,X,X,X,X,X,X,X,X,O
LOJZSTI,X,O,X,X,X,O,X,X,X,X,O
LOJZSIT,X,O,X,X,X,O,X,X,X,X,O
LOSTIJZ,O,O,O,O,O,X,O,O,X,X,X
LOSTIZJ,O,O,O,O,O,X,O,X,X,X,X
LOSTJIZ,O,O,O,O,O,X,O,O,X,X,X
LOSTJZI,X,O,X,O,O,O,O,O,X,X,X
LOSTZIJ,O,O,O,O,O,O,O,X,X,X,X
LOSTZJI,X,O,X,O,O,O,O,O,X,X,X
LOSITJZ,O,O,O,O,O,X,O,O,X,X,X
LOSITZJ,O,O,O,O,O,X,O,X,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,O,X,X,X
LOSIJZT,X,X,X,O,X,X,X,X,X,X,X
LOSIZTJ,X,O,X,O,X,X,O,X,X,X,X
LOSIZJT,X,X,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,O,O,X,O,O,X,X,O
LOSJTZI,X,O,X,O,O,X,O,O,X,X,O
LOSJITZ,X,O,X,O,O,X,X,O,X,X,X
LOSJIZT,X,O,X,O,X,X,X,X,X,X,X
LOSJZTI,X,O,X,O,O,X,O,O,X,X,O
LOSJZIT,X,O,X,O,X,X,X,X,X,X,O
LOSZTIJ,O,O,X,O,O,O,O,X,X,X,X
LOSZTJI,X,O,X,O,O,O,O,O,X,X,X
LOSZITJ,X,O,X,O,X,O,O,X,X,X,X
LOSZIJT,X,X,X,O,X,O,X,X,X,X,X
LOSZJTI,X,O,X,O,O,O,O,O,X,X,X
LOSZJIT,X,O,X,O,X,O,X,X,X,X,X
LOZTIJS,X,X,O,O,X,O,X,X,O,X,X
LOZTISJ,X,X,O,O,X,O,O,X,X,X,X
LOZTJIS,X,X,O,O,X,O,X,X,O,X,X
LOZTJSI,X,X,O,O,X,O,X,X,O,X,X
LOZTSIJ,X,X,O,O,X,O,O,X,X,X,X
LOZTSJI,X,X,O,O,X,O,O,X,O,X,X
LOZITJS,X,X,O,O,X,O,X,X,O,X,X
LOZITSJ,X,X,O,O,X,O,O,X,X,X,X
LOZIJTS,X,X,O,X,X,X,X,X,O,X,X
LOZIJST,X,X,O,X,X,X,X,X,X,X,X
LOZISTJ,X,X,O,O,X,O,O,X,X,X,X
LOZISJT,X,X,X,O,X,O,X,X,X,X,X
LOZJTIS,X,X,O,X,X,O,X,X,O,X,O
LOZJTSI,X,X,O,X,X,O,X,X,O,X,O
LOZJITS,X,X,O,X,X,X,X,X,O,X,O
LOZJIST,X,X,O,X,X,X,X,X,X,X,O
LOZJSTI,X,X,O,X,X,O,X,X,O,X,O
LOZJSIT,X,X,O,X,X,O,X,X,X,X,O
LOZSTIJ,X,X,O,O,X,O,O,X,X,X,X
LOZSTJI,X,X,O,O,X,O,O,X,O,X,X
LOZSITJ,X,X,O,O,X,O,O,X,X,X,X
LOZSIJT,X,X,X,O,X,O,X,X,X,X,X
LOZSJTI,X,X,O,O,X,O,O,X,O,X,X
LOZSJIT,X,X,O,O,X,O,X,X,X,X,X
JTILSZO,X,O,O,O,O,X,O,O,X,O,O
JTILSOZ,O,O,X,X,O,X,O,O,X,O,O
JTILZSO,X,O,X,X,O,X,O,O,X,O,O
JTILZOS,X,O,X,X,X,X,X,X,X,X,O
JTILOSZ,X,O,X,O,O,X,X,O,X,X,O
JTILOZS,X,O,X,X,X,X,X,X,X,X,O
JTISLZO,X,O,O,O,O,X,O,O,X,O,X
JTISLOZ,O,O,X,X,O,X,O,O,X,O,X
JTISZLO,O,O,O,O,X,X,X,O,X,O,X
JTISZOL,O,O,O,O,X,X,X,O,X,O,X
JTISOLZ,O,O,X,O,O,X,O,O,X,O,X
JTISOZL,O,O,X,O,X,X,X,O,X,O,X
JTIZLSO,O,O,O,X,X,X,X,O,O,O,X
JTIZLOS,O,O,O,X,X,X,X,X,O,X,X
JTIZSLO,O,O,O,O,X,O,X,O,O,O,X
JTIZSOL,O,O,O,O,X,O,X,O,O,O,X
JTIZOLS,O,O,O,X,X,X,X,X,O,X,X
JTIZOSL,O,O,O,O,X,O,X,X,O,O,X
JTIOLSZ,X,O,X,O,X,X,X,O,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,O,X,O,X,X,X,O,X,O,X
JTIOSZL,X,O,X,O,X,X,X,O,X,O,X
JTIOZLS,X,O,X,X,X,X,X,X,O,X,X
JTIOZSL,X,O,X,O,X,O,X,X,O,O,X
JTLISZO,X,O,O,O,O,X,O,O,X,O,O
JTLISOZ,O,O,X,O,O,X,O,O,X,O,O
JTLIZSO,X,O,X,O,O,O,O,O,X,O,O
JTLIZOS,X,O,X,O,X,O,X,X,X,X,O
JTLIOSZ,X,O,X,O,O,X,X,O,X,X,O
JTLIOZS,X,O,X,O,X,O,X,X,X,X,O
JTLSIZO,X,O,O,O,O,X,O,O,X,O,O
JTLSIOZ,O,O,X,O,O,X,O,O,X,O,O
JTLSZIO,X,O,X,O,O,O,O,O,X,O,O
JTLSZOI,X,O,X,O,O,O,O,O,X,O,O
JTLSOIZ,O,O,X,O,O,X,O,O,X,O,O
JTLSOZI,X,O,X,O,O,O,O,O,X,O,O
JTLZISO,X,O,X,O,O,O,O,O,X,O,O
JTLZIOS,X,O,X,O,X,O,X,X,X,X,O
JTLZSIO,X,O,X,O,O,O,O,O,X,O,O
JTLZSOI,X,O,X,O,O,O,O,O,X,O,O
JTLZOIS,X,O,X,O,X,O,X,X,X,X,O
