sequence,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFXhBliBzkBU?nBGlByvB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFUgBFhBfqBG?nBinBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFzfBFhBfrBG?nBinBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFqkBTgBliBU?nB3qBOrB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiBOpBKqBf?rBTsBlpB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFVmBanBunBz?kBfrBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Jex/IvhFXhBliBUnBm?pBzqBipB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je3CJvhFOpBxlBlkBU?nBiqBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeRCJvhF3kBFmBTnB0?qBOpBiqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiB1pBfrBT?nBOpBKqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je2EJvhFVmBRiBTnBf?rBipBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUCJvhFOpBxlBlkB3?nBiqBzqB
IZTOSJL,O,X,O,X,X,X,O,X,O,X,X,X
IZLTJSO,O,X,X,O,X,X,X,X,X,X,X,X
IZLTJOS,O,X,X,X,X,O,X,X,X,X,X,X
IZLTSJO,O,X,X,O,X,X,X,X,X,X,X,X
IZLTSOJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,O,X,X,X,X,X,X
IZLTOSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLJTSO,O,X,X,O,X,X,X,X,X,X,X,O
IZLJTOS,O,X,X,X,X,O,X,X,X,X,X,O
IZLJSTO,O,X,O,O,X,X,X,X,X,X,X,O
IZLJSOT,O,X,O,O,X,X,X,X,X,X,X,O
IZLJOTS,O,X,X,X,X,O,X,X,X,X,X,O
IZLJOST,O,X,O,X,X,X,X,X,X,X,X,O
IZLSTJO,O,X,O,O,X,X,X,X,X,X,X,X
IZLSTOJ,O,X,O,O,X,X,X,X,X,X,X,X
IZLSJTO,O,X,O,O,X,X,X,X,X,X,X,X
IZLSJOT,O,X,O,O,X,X,X,X,X,X,X,X
IZLSOTJ,O,X,O,O,X,X,X,X,X,X,X,X
IZLSOJT,O,X,O,O,X,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,O,X,X,X,X,X,X
IZLOTSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLOJTS,O,X,X,X,X,O,X,X,X,X,X,X
IZLOJST,O,X,O,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,O,O,X,X,X,X,X,X,X,X
IZLOSJT,O,X,O,O,X,X,X,X,X,X,X,X
IZJTLSO,O,X,X,O,X,X,X,X,X,X,X,O
IZJTLOS,O,X,X,X,X,O,X,X,X,X,X,O
IZJTSLO,O,O,O,O,X,X,X,X,X,X,X,O
IZJTSOL,O,O,O,X,X,X,X,X,X,X,X,O
IZJTOLS,O,X,X,X,X,O,O,X,X,X,X,O
IZJTOSL,O,O,O,X,X,X,O,X,X,X,X,O
IZJLTSO,O,X,X,O,X,X,X,X,X,X,X,O
IZJLTOS,O,X,X,X,X,O,X,X,X,X,X,O
IZJLSTO,O,X,O,O,X,X,X,X,X,X,X,O
IZJLSOT,O,X,O,O,X,X,X,X,X,X,X,O
IZJLOTS,O,X,X,X,X,O,X,X,X,X,X,O
IZJLOST,O,X,O,X,X,X,X,X,X,X,X,O
IZJSTLO,O,O,O,O,X,X,X,O,X,X,X,O
IZJSTOL,O,O,O,X,X,X,X,O,X,X,X,O
IZJSLTO,O,O,O,O,X,X,X,O,X,X,X,O
IZJSLOT,O,X,O,O,X,X,X,O,X,X,X,O
IZJSOTL,O,O,O,X,X,X,X,O,X,X,X,O
IZJSOLT,X,O,O,X,X,X,X,O,X,X,X,O
IZJOTLS,O,X,X,X,X,O,O,X,X,X,X,O
IZJOTSL,O,O,O,X,X,X,O,X,X,X,X,O
IZJOLTS,O,X,X,X,X,O,O,X,X,X,X,O
IZJOLST,O,X,O,X,X,X,O,X,X,X,X,O
IZJOSTL,O,O,O,X,X,X,O,X,X,X,X,O
IZJOSLT,X,O,O,X,X,X,O,X,X,X,X,O
IZSTLJO,O,O,O,O,X,X,X,X,X,X,X,X
IZSTLOJ,O,X,O,O,X,X,X,X,X,X,X,X
IZSTJLO,O,O,O,O,X,X,X,X,X,X,X,X
IZSTJOL,O,O,O,X,X,X,X,X,X,X,X,X
IZSTOLJ,O,X,O,O,X,X,X,X,O,O,X,X
IZSTOJL,O,O,O,X,X,X,X,X,O,O,X,X
IZSLTJO,O,O,O,O,X,X,X,X,X,X,X,X
IZSLTOJ,O,X,O,O,X,X,X,X,X,X,X,X
IZSLJTO,O,O,O,O,X,X,X,X,X,X,X,X
IZSLJOT,O,X,O,O,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,O,O,O,X,X,X,X,X,X,X
IZSLOJT,O,X,O,O,O,X,X,X,X,X,X,X
IZSJTLO,O,O,O,O,X,X,X,O,X,X,X,O
IZSJTOL,O,O,O,X,X,X,X,O,X,X,X,O
IZSJLTO,O,O,O,O,X,X,X,O,X,X,X,O
IZSJLOT,O,X,O,O,X,X,X,O,X,X,X,O
IZSJOTL,O,O,O,X,X,X,X,O,X,X,X,O
IZSJOLT,X,O,O,X,X,X,X,O,X,X,X,O
IZSOTLJ,O,O,O,O,O,X,X,X,O,O,X,X
IZSOTJL,O,O,O,X,X,X,X,X,O,O,X,X
IZSOLTJ,O,O,O,O,O,X,X,X,O,O,X,X
IZSOLJT,O,O,O,O,O,X,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,X,X,X,O,O,X,X
IZSOJLT,X,O,O,X,O,X,X,X,X,X,X,X
IZOTLJS,O,X,X,X,X,O,X,X,X,X,X,X
IZOTLSJ,O,X,X,O,X,X,X,X,O,X,X,X
IZOTJLS,O,X,X,X,X,O,O,X,X,X,X,X
IZOTJSL,O,O,O,X,X,X,O,X,O,X,X,X
IZOTSLJ,O,O,O,O,O,X,O,X,O,O,X,X
IZOTSJL,O,O,O,X,X,X,O,X,O,O,X,X
IZOLTJS,O,X,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,O,X,X,O,X,X,X,X,O,X,X,X
IZOLJTS,O,X,X,X,X,O,X,X,X,X,X,X
IZOLJST,O,X,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,O,O,O,X,X,X,O,O,X,X
IZOLSJT,O,X,O,O,O,X,X,X,X,X,X,X
IZOJTLS,O,X,X,X,X,O,O,X,X,X,X,O
IZOJTSL,O,O,O,X,X,X,O,X,O,X,X,O
IZOJLTS,O,X,X,X,X,O,O,X,X,X,X,O
IZOJLST,O,X,O,X,X,X,O,X,X,X,X,O
IZOJSTL,O,O,O,X,X,X,O,X,O,O,X,O
IZOJSLT,X,O,O,X,O,X,O,X,X,X,X,O
IZOSTLJ,O,O,O,O,O,X,O,X,O,O,X,X
IZOSTJL,O,O,O,X,X,X,O,X,O,O,X,X
IZOSLTJ,O,O,O,O,O,X,O,X,O,O,X,X
IZOSLJT,O,O,O,O,O,X,X,X,X,X,X,X
IZOSJTL,O,O,O,X,X,X,O,X,O,O,X,X
IZOSJLT,X,O,O,X,O,X,O,X,X,X,X,X
IOTLJSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOTLJZS,X,X,X,X,X,O,X,X,X,X,O,X
IOTLSJZ,X,O,X,X,O,O,X,X,X,O,O,X
IOTLSZJ,O,O,X,X,O,X,X,X,X,O,X,X
IOTLZJS,O,X,X,X,X,O,X,X,X,X,O,X
IOTLZSJ,O,X,X,X,X,X,X,X,O,X,X,X
IOTJLSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOTJLZS,X,X,X,X,X,O,X,X,X,X,O,X
IOTJSLZ,X,O,X,X,X,O,O,X,X,O,X,X
IOTJSZL,X,O,X,X,X,X,O,X,X,O,X,X
IOTJZLS,X,X,X,X,X,O,X,X,X,X,X,X
IOTJZSL,X,O,X,X,X,X,X,X,O,X,X,X
IOTSLJZ,X,O,X,X,O,O,O,X,X,O,O,X
IOTSLZJ,X,O,X,X,O,X,O,X,X,O,X,X
IOTSJLZ,X,O,X,X,X,O,O,X,X,O,X,X
IOTSJZL,X,O,X,X,X,X,O,X,X,O,X,X
IOTSZLJ,X,O,X,X,O,X,O,X,O,O,X,X
IOTSZJL,X,O,X,X,X,X,O,X,O,O,X,X
IOTZLJS,O,X,X,X,X,O,X,X,X,X,O,X
IOTZLSJ,O,X,X,X,X,X,X,X,O,X,X,X
IOTZJLS,O,X,X,X,X,O,X,X,X,X,X,X
IOTZJSL,O,O,X,X,X,X,X,X,O,X,X,X
IOTZSLJ,O,O,X,X,O,X,X,X,O,O,X,X
IOTZSJL,O,O,X,X,X,X,X,X,O,O,X,X
IOLTJSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOLTJZS,X,X,X,X,X,O,X,X,X,X,O,X
IOLTSJZ,X,O,X,X,O,O,X,X,X,O,O,X
IOLTSZJ,O,O,X,X,O,X,X,X,X,O,X,X
IOLTZJS,O,X,X,X,X,O,X,X,X,X,O,X
IOLTZSJ,O,X,X,X,X,X,X,X,O,X,X,X
IOLJTSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOLJTZS,X,X,X,X,X,O,X,X,X,X,O,X
IOLJSTZ,X,O,X,X,O,O,X,X,X,X,O,X
IOLJSZT,O,O,X,X,O,X,X,X,X,X,X,X
IOLJZTS,O,X,X,X,X,O,X,X,X,X,O,X
IOLJZST,O,X,X,X,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,O,O,X,X,X,O,O,X
IOLSTZJ,O,O,X,O,O,X,X,X,X,O,X,X
IOLSJTZ,X,O,X,X,O,O,X,X,X,X,O,X
IOLSJZT,O,O,X,O,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,O,O,X,X,X,O,O,X,X
IOLSZJT,O,O,X,O,O,X,X,X,X,X,X,X
IOLZTJS,O,X,X,X,X,O,X,X,X,X,O,X
IOLZTSJ,O,X,X,O,X,X,X,X,O,X,X,X
IOLZJTS,O,X,X,X,X,O,X,X,X,X,O,X
IOLZJST,O,X,X,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,O,O,X,X,X,O,O,X,X
IOLZSJT,O,X,X,O,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOJTLZS,X,X,X,X,X,O,X,X,X,X,O,X
IOJTSLZ,X,O,X,X,X,O,O,X,X,O,X,X
IOJTSZL,X,O,O,X,X,X,O,X,X,O,X,X
IOJTZLS,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZSL,X,O,X,X,X,X,X,X,O,X,X,X
IOJLTSZ,X,O,X,X,O,O,X,X,X,X,O,X
IOJLTZS,X,X,X,X,X,O,X,X,X,X,O,X
IOJLSTZ,X,O,X,X,O,O,X,X,X,X,O,X
IOJLSZT,O,O,X,X,O,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,X,O,X,X,X,X,O,X
IOJLZST,O,X,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,O,O,O,X,O,X,X
IOJSTZL,X,O,O,X,X,X,O,O,X,O,X,X
IOJSLTZ,X,O,X,X,O,O,O,O,X,X,X,X
IOJSLZT,X,O,X,X,O,X,O,O,X,X,X,X
IOJSZTL,X,O,O,X,X,X,O,O,O,O,X,X
IOJSZLT,X,O,O,X,O,X,O,O,X,X,X,X
IOJZTLS,O,X,X,X,X,O,O,X,X,X,X,O
IOJZTSL,O,O,O,X,X,X,O,X,O,X,X,O
IOJZLTS,O,X,X,X,X,O,O,X,X,X,X,O
IOJZLST,O,X,O,X,O,X,O,X,X,X,X,O
IOJZSTL,O,O,O,X,X,X,O,X,O,O,X,O
IOJZSLT,X,O,O,X,O,X,O,X,X,X,X,O
IOSTLJZ,X,O,X,X,O,O,O,X,X,O,O,X
IOSTLZJ,X,O,X,X,O,X,O,X,X,O,X,X
IOSTJLZ,X,O,X,X,X,O,O,X,X,O,X,X
IOSTJZL,X,O,O,X,X,X,O,X,X,O,X,X
IOSTZLJ,X,O,O,X,O,X,O,X,O,O,X,X
IOSTZJL,X,O,O,X,X,X,O,X,O,O,X,X
IOSLTJZ,X,O,X,X,O,O,O,X,X,O,O,X
IOSLTZJ,O,O,X,O,O,X,O,X,X,O,X,X
IOSLJTZ,X,O,X,X,O,O,X,X,X,X,O,X
IOSLJZT,O,O,X,O,O,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,O,O,X,O,X,O,O,X,X
IOSLZJT,O,O,X,O,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,O,O,O,X,O,X,X
IOSJTZL,X,O,O,X,X,X,O,O,X,O,X,X
IOSJLTZ,X,O,X,X,O,O,O,O,X,X,X,X
IOSJLZT,X,O,X,X,O,X,O,O,X,X,X,X
IOSJZTL,X,O,O,X,X,X,O,O,O,O,X,X
IOSJZLT,X,O,O,X,O,X,O,O,X,X,X,X
IOSZTLJ,O,O,O,O,O,X,O,X,O,O,X,X
IOSZTJL,O,O,O,X,X,X,O,X,O,O,X,X
IOSZLTJ,O,O,O,O,O,X,O,X,O,O,X,X
IOSZLJT,O,O,O,O,O,X,X,X,X,X,X,X
IOSZJTL,O,O,O,X,X,X,O,X,O,O,X,X
IOSZJLT,X,O,O,X,O,X,O,X,X,X,X,X
IOZTLJS,O,X,X,X,X,O,X,X,X,X,O,X
IOZTLSJ,O,X,X,O,X,X,X,X,O,X,X,X
IOZTJLS,O,X,X,X,X,O,O,X,X,X,X,X
IOZTJSL,O,O,O,X,X,X,O,X,O,X,X,X
IOZTSLJ,O,O,O,O,O,X,O,X,O,O,X,X
IOZTSJL,O,O,O,X,X,X,O,X,O,O,X,X
IOZLTJS,O,X,X,X,X,O,X,X,X,X,O,X
IOZLTSJ,O,X,X,O,X,X,X,X,O,X,X,X
IOZLJTS,O,X,X,X,X,O,X,X,X,X,O,X
IOZLJST,O,X,O,X,O,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,O,O,X,X,X,O,O,X,X
IOZLSJT,O,X,O,O,O,X,X,X,X,X,X,X
IOZJTLS,O,X,X,X,X,O,O,X,X,X,X,O
IOZJTSL,O,O,O,X,X,X,O,X,O,X,X,O
IOZJLTS,O,X,X,X,X,O,O,X,X,X,X,O
IOZJLST,O,X,O,X,O,X,O,X,X,X,X,O
IOZJSTL,O,O,O,X,X,X,O,X,O,O,X,O
IOZJSLT,X,O,O,X,O,X,O,X,X,X,X,O
IOZSTLJ,O,O,O,O,O,X,O,X,O,O,X,X
IOZSTJL,O,O,O,X,X,X,O,X,O,O,X,X
IOZSLTJ,O,O,O,O,O,X,O,X,O,O,X,X
IOZSLJT,O,O,O,O,O,X,X,X,X,X,X,X
IOZSJTL,O,O,O,X,X,X,O,X,O,O,X,X
IOZSJLT,X,O,O,X,O,X,O,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,O,X,X,X,X
LTIJSOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,X,O
LTIJZOS,X,X,X,X,X,O,X,X,X,X,X,O
LTIJOSZ,X,X,X,X,X,O,X,X,X,X,O,X
LTIJOZS,X,X,X,X,X,O,X,X,X,X,O,X
LTISJZO,X,X,X,X,X,X,X,O,X,X,X,X
LTISJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTISZJO,O,X,X,O,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTISOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LTISOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,O,X,X,X,X,X,X,X,O
LTIZJOS,O,X,X,X,X,O,X,X,X,X,X,O
LTIZSJO,O,X,X,O,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,X,X,X,X,O,X
LTIOJZS,X,X,X,X,X,O,X,X,X,X,O,X
LTIOSJZ,X,X,X,X,X,O,X,X,X,X,O,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,O,X,X,X,X,O,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,X,X,X
LTJISOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X,X,O
LTJIZOS,X,X,X,X,X,O,X,X,X,X,X,O
LTJIOSZ,X,X,X,X,X,O,X,X,X,X,O,X
LTJIOZS,X,X,X,X,X,O,X,X,X,X,O,X
LTJSIZO,X,X,X,X,X,X,X,O,X,X,X,X
LTJSIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LTJSOZI,X,X,X,X,O,X,X,X,X,X,O,X
LTJZISO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,O,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,O,X,X,X,X,O,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,O,X
LTJOISZ,X,X,X,X,O,O,X,X,X,X,O,X
LTJOIZS,X,X,X,X,X,O,X,X,X,X,O,X
LTJOSIZ,X,X,X,X,O,O,O,X,X,X,O,X
LTJOSZI,X,X,X,X,O,X,X,X,X,X,O,X
LTJOZIS,X,X,X,X,X,O,X,X,X,X,O,X
LTJOZSI,X,X,X,X,X,X,X,X,X,X,O,X
LTSIJZO,X,X,X,X,X,X,X,O,X,X,X,X
LTSIJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTSIZJO,O,X,X,O,X,X,X,X,X,X,X,X
LTSIZOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,X,X,O,X,X,X,X
LTSJIOZ,X,X,X,X,X,O,X,O,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,O,O,X,X,X,X,O,X
LTSJOZI,X,X,X,X,O,X,X,X,X,X,O,X
LTSZIJO,O,X,X,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTSZJIO,O,X,X,O,X,X,X,X,X,X,X,X
LTSZJOI,O,X,X,O,O,X,X,X,X,X,X,X
LTSZOIJ,O,X,X,O,O,X,X,X,X,O,X,X
LTSZOJI,O,X,X,O,O,X,X,X,X,O,X,X
LTSOIJZ,X,X,X,X,O,O,X,X,X,O,O,X
LTSOIZJ,O,X,X,O,O,X,X,X,X,O,X,X
LTSOJIZ,X,X,X,X,O,O,X,X,X,O,O,X
LTSOJZI,X,X,X,X,O,X,X,X,X,O,O,X
LTSOZIJ,O,X,X,O,O,X,X,X,X,O,X,X
LTSOZJI,O,X,X,O,O,X,X,X,X,O,X,X
LTZIJSO,O,X,X,O,X,X,X,X,X,X,X,X
LTZIJOS,O,X,X,X,X,O,X,X,X,X,X,X
LTZISJO,O,X,X,O,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZIOJS,O,X,X,X,X,O,X,X,X,X,X,X
LTZIOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,O,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,X,X,O,X,X,X,X,X,X
LTZJSIO,O,X,X,O,X,X,X,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X,X,X,X
LTZJOIS,O,X,X,X,X,O,X,X,X,X,O,X
LTZJOSI,O,X,X,X,X,X,X,X,X,X,O,X
LTZSIJO,O,X,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,O,X,X,X,X,X,X,X,X
LTZSJIO,O,X,X,O,X,X,X,X,X,X,X,X
LTZSJOI,O,X,X,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,X,O,X,X,X
LTZSOJI,O,X,X,O,X,X,X,X,O,X,X,X
LTZOIJS,O,X,X,X,X,O,X,X,X,X,O,X
LTZOISJ,O,X,X,O,X,X,X,X,O,X,X,X
LTZOJIS,O,X,X,X,X,O,X,X,X,X,O,X
LTZOJSI,O,X,X,X,X,X,X,X,X,X,O,X
LTZOSIJ,O,X,X,O,X,X,X,X,O,X,X,X
LTZOSJI,O,X,X,O,X,X,X,X,O,X,X,X
LTOIJSZ,X,X,X,X,O,O,X,X,X,X,O,X
LTOIJZS,X,X,X,X,X,O,X,X,X,X,O,X
LTOISJZ,X,X,X,X,O,O,X,X,X,O,O,X
LTOISZJ,O,X,X,X,O,X,X,X,X,O,X,X
LTOIZJS,O,X,X,X,X,O,X,X,X,X,O,X
LTOIZSJ,O,X,X,X,X,X,X,X,O,X,X,X
LTOJISZ,X,X,X,X,O,O,X,X,X,X,O,X
LTOJIZS,X,X,X,X,X,O,X,X,X,X,O,X
LTOJSIZ,X,X,X,X,O,O,O,X,X,X,O,X
LTOJSZI,X,X,X,X,O,X,X,X,X,X,O,X
LTOJZIS,X,X,X,X,X,O,X,X,X,X,O,X
LTOJZSI,X,X,X,X,X,X,X,X,X,X,O,X
LTOSIJZ,X,X,X,X,O,O,O,X,X,O,O,X
LTOSIZJ,O,X,X,X,O,X,O,X,X,O,X,X
LTOSJIZ,X,X,X,X,O,O,O,X,X,O,O,X
LTOSJZI,X,X,X,X,O,X,X,X,X,O,O,X
LTOSZIJ,O,X,X,X,O,X,X,X,X,O,X,X
LTOSZJI,O,X,X,X,O,X,X,X,X,O,X,X
LTOZIJS,O,X,X,X,X,O,X,X,X,X,O,X
LTOZISJ,O,X,X,X,X,X,X,X,O,X,X,X
LTOZJIS,O,X,X,X,X,O,X,X,X,X,O,X
LTOZJSI,O,X,X,X,X,X,X,X,X,X,O,X
LTOZSIJ,O,X,X,X,X,X,X,X,O,X,X,X
LTOZSJI,O,X,X,X,X,X,X,X,O,X,X,X
LITJSZO,X,X,X,X,X,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,X,O,X,O,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,O
LITJZOS,X,X,X,X,X,O,X,X,X,X,X,O
LITJOSZ,X,X,X,X,X,O,X,X,X,X,O,X
LITJOZS,X,X,X,X,X,O,X,X,X,X,O,X
LITSJZO,X,X,X,X,X,X,X,O,X,X,X,X
LITSJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LITSZJO,O,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,O,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LITSOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LITZJSO,O,X,X,O,X,X,X,X,X,X,X,O
LITZJOS,O,X,X,X,X,O,X,X,X,X,X,O
LITZSJO,O,X,X,O,X,X,X,X,X,X,X,X
LITZSOJ,O,X,X,O,X,X,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,O,X,X,X,X,X,X
LITZOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,O,X,X,X,X,O,X
LITOJZS,X,X,X,X,X,O,X,X,X,X,O,X
LITOSJZ,X,X,X,X,X,O,X,X,X,X,O,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,O,X,X,X,X,O,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,O,O,X,X,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,O,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,O
LIJTZOS,X,X,X,X,X,O,X,X,X,X,X,O
LIJTOSZ,X,O,X,X,X,O,X,X,X,X,O,X
LIJTOZS,X,X,X,X,X,O,X,X,X,X,O,X
LIJSTZO,X,O,O,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,O,X,X,X,X
LIJSZTO,O,O,O,O,X,X,X,O,X,X,X,O
LIJSZOT,O,X,O,O,O,X,X,O,X,X,X,O
LIJSOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LIJSOZT,O,O,X,O,O,X,X,O,X,X,X,X
LIJZTSO,O,X,X,O,X,X,X,X,X,X,X,O
LIJZTOS,O,X,X,X,X,O,X,X,X,X,X,O
LIJZSTO,O,X,O,O,X,X,X,O,X,X,X,O
LIJZSOT,O,X,O,O,X,X,X,O,X,X,X,O
LIJZOTS,O,X,X,X,X,O,X,X,X,X,X,O
LIJZOST,O,X,O,X,X,X,X,X,X,X,X,O
LIJOTSZ,X,O,X,X,O,O,X,X,X,X,O,X
LIJOTZS,X,X,X,X,X,O,X,X,X,X,O,X
LIJOSTZ,X,O,X,X,O,O,X,O,X,X,O,X
LIJOSZT,O,O,X,X,O,X,X,O,X,X,X,X
LIJOZTS,O,X,X,X,X,O,X,X,X,X,O,O
LIJOZST,O,X,X,X,O,X,X,X,X,X,X,O
LISTJZO,X,X,O,X,X,X,X,O,X,X,X,X
LISTJOZ,X,X,X,X,X,O,X,O,X,X,X,X
LISTZJO,O,X,O,O,X,X,X,X,X,X,X,X
LISTZOJ,O,X,O,O,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,O,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,O,X,X,X,X
LISJZTO,O,O,O,O,X,X,X,O,X,X,X,O
LISJZOT,O,X,O,O,O,X,X,O,X,X,X,O
LISJOTZ,X,O,X,X,O,O,X,O,X,X,X,X
LISJOZT,O,O,X,O,O,X,X,O,X,X,X,X
LISZTJO,O,O,O,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,O,X,X,X,O,X,X,X,O
LISZJOT,O,X,O,O,O,X,X,O,X,X,X,O
LISZOTJ,O,X,O,O,O,X,X,X,X,X,X,X
LISZOJT,O,X,O,O,O,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,O,O,X,X,X,X,X,X
LISOTZJ,O,O,X,O,O,X,X,X,X,X,X,X
LISOJTZ,X,O,X,X,O,O,X,O,X,X,X,X
LISOJZT,O,O,X,O,O,X,X,O,X,X,X,X
LISOZTJ,O,O,X,O,O,X,X,X,X,X,X,X
LISOZJT,O,O,X,O,O,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,X,X,X,X,O
LIZTJOS,O,X,X,X,X,O,X,X,X,X,X,O
LIZTSJO,O,X,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,O,X,X,O,X,X,X,X,X,X,X,X
