sequence,v115@9gD8FeA8IeB8HeB8EeC8JefIJvhF6oBRlBUnBlmBTq?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JeGDJvhFaqBRmBUoBlmBzq?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFxiBToBmqBCsBUq?BFsB,v115@9gD8FeA8IeB8HeB8EeC8Je0BJvhFxiBFlBSsBToB3q?B2wB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhFTjBFlB0mBWtB3q?BywB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF8nB+oBFlB3qBzr?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeVGJvhFUlBOsBToB3mBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JezCJvhF+oBRlBiqBFsB8r?BXrB,v115@9gD8FeA8IeB8HeB8EeC8JeKGJvhFWnBxiBToB0qBXs?BFqB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBToBxqBXsBUq?BFrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhFVnBUlBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JemBJvhFCjBUlBToBxrB3q?B1wB,v115@9gD8FeA8IeB8HeB8EeC8JeUFJvhFFmBXnBToBCoBmr?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeRFJvhFFnBXoBGoBTqB0r?BirB,v115@9gD8FeA8IeB8HeB8EeC8JeeGJvhFUiBFlBfsBToBCo?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JeVHJvhFUjBRlBXmBStB2v?BzrB,v115@9gD8FeA8IeB8HeB8EeC8JeXBJvhF6oBUlB1rBznBOs?BxvB,v115@9gD8FeA8IeB8HeB8EeC8JexBJvhF6oB1qBznB3rBUq?BmrB,v115@9gD8FeA8IeB8HeB8EeC8JeWIJvhFUlBRmBlmBToByv?BXsB,v115@9gD8FeA8IeB8HeB8EeC8JeTBJvhF6oBUlBmnBxrB1v?BXsB,v115@9gD8FeA8IeB8HeB8EeC8Je0CJvhF6oBFlB3qBRsBmr?BTrB
OTIZSJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X
OTLIJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIJZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTLISZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLIZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLJISZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLJZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTLSIZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTLSJIZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZIJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTLZISJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTLZJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJILZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJISLZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJISZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJIZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJLSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJLZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJSLIZ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJSZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZISL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZLSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJZSLI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,O
OTSILZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
OTSIJLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OTSIJZL,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTSIZLJ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X,X,O
OTSIZJL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X
OTSLIJZ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
OTSLIZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
OTSLJIZ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJILZ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSJIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTSJLIZ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSJZLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X
OTSZIJL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OTSZLIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSZJIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTSZJLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X
OTZIJLS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZIJSL,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,X,X,X,X,X
OTZISLJ,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
OTZISJL,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,X,X,X,X,X
OTZLIJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OTZLISJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X
OTZLJIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLJSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZJISL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X
OTZJLIS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZJLSI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZJSLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
OTZSIJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZSJLI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OITLSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITLZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITLZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITJLSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OITJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OITJZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OITJZSL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OITSLJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OITSLZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITSJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OITSZLJ,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
OITSZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
OITZLJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
OITZJLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OITZJSL,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X
OITZSLJ,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
OITZSJL,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X
OILTJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OILTSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILTZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILTZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OILJTSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILJSTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OILJSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OILJZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OILSTZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
OILSJTZ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OILSJZT,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
OILSZJT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OILZTSJ,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
OILZJTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OILZJST,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILZSTJ,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X
OILZSJT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTLZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OIJTSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OIJTZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OIJTZSL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OIJLTSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OIJLSTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJLSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OIJLZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJSTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
OIJSLTZ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSZTL,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OIJSZLT,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OIJZTSL,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OIJZLTS,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
OIJZLST,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJZSTL,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIJZSLT,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X
OISTLZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
OISTJLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
OISTJZL,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OISTZLJ,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X
OISTZJL,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
OISLTJZ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OISLTZJ,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
OISLJTZ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OISLJZT,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OISLZTJ,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
OISLZJT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OISJTLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OISJTZL,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OISJLTZ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OISJLZT,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OISJZTL,O,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OISJZLT,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OISZTLJ,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X
OISZTJL,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
OISZLTJ,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
OISZLJT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OISZJTL,O,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
OISZJLT,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OIZTLJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OIZTLSJ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X
OIZTJLS,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X
OIZTJSL,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,X,X,X
OIZTSLJ,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X
OIZTSJL,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X
OIZLTJS,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OIZLTSJ,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
OIZLJTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OIZLJST,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIZLSTJ,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X
OIZLSJT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIZJTLS,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OIZJTSL,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
OIZJLTS,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OIZJLST,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OIZJSTL,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIZJSLT,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIZSTLJ,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X
OIZSTJL,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
OIZSLTJ,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X
OIZSLJT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIZSJTL,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
OIZSJLT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OLTIJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OLTIJZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLTISZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTIZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OLTIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OLTJISZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJIZS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTJSIZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTJZIS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTJZSI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTSIJZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OLTSIZJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OLTSJIZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OLTSJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTSZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTSZJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLTZIJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OLTZISJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
OLTZJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OLTZJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLTZSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OLITJSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OLITJZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLITSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OLITSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OLITZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OLITZSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OLIJTSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OLIJTZS,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OLIJSTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OLIJSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLIJZTS,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
OLIJZST,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLISTJZ,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OLISTZJ,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
OLISJTZ,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OLISJZT,O,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OLISZTJ,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
OLISZJT,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
