sequence,v115@PhB8FeE8AeB8CeC8JeT/IvhF/lBWnBxiBlpB0rBarB,v115@PhB8FeE8AeB8CeC8Je0/IvhFlgBzhBCjB/pBxqB2wB,v115@PhB8FeE8AeB8CeC8Jel/IvhFWnBxiB/pBTlB0rBarB,v115@PhB8FeE8AeB8CeC8JeKEJvhFFhBxiBTlBcrBupBXsB,v115@PhB8FeE8AeB8CeC8JeT/IvhFigBxiBWrBlpBcrBXsB,v115@PhB8FeE8AeB8CeC8JeT/IvhF2lBxiBCnBfrBlpB0rB,v115@PhB8FeE8AeB8CeC8JexCJvhFTkB2qBCnBfrBlpB0rB,v115@PhB8FeE8AeB8CeC8Je3AJvhFCjBTkBxqBcrBesBlpB,v115@PhB8FeE8AeB8CeC8JeOEJvhFXgBxiBUmBCqBFsBTrB
SIOZLJT,X,O,O,O,X,X,X,O,X
SIOZJTL,O,O,O,X,X,X,X,O,X
SIOZJLT,X,O,O,X,X,X,X,O,X
SLTIJZO,X,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,X,X,X,O,X,X,X
SLTIZJO,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,O,X,X,X
SLTIOZJ,O,O,O,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,O,X,X,X
SLTJZIO,X,X,X,X,X,X,X,X,O
SLTJZOI,X,X,X,X,X,X,X,X,O
SLTJOIZ,X,X,X,X,X,O,X,X,X
SLTJOZI,X,X,X,X,X,O,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,O
SLTZJOI,O,O,X,X,X,X,X,X,O
SLTZOIJ,O,O,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,O,X,X,X
SLTOJZI,X,X,X,X,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X,X
SLITJZO,X,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,X,X,O,X,X,X
SLITZJO,O,O,X,X,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,O,X,X,X
SLITOZJ,O,O,O,X,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X,X,O
SLIJZOT,X,O,O,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,O,X,X
SLIJOZT,X,O,X,X,X,X,O,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,X
SLIZJTO,O,O,X,X,X,X,X,X,O
SLIZJOT,X,O,O,X,X,X,X,X,X
SLIZOTJ,X,O,O,O,X,X,X,X,X
SLIZOJT,X,O,O,O,X,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,O,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,O,X,X
SLIOJZT,X,O,X,X,X,X,O,O,X
SLIOZTJ,X,O,O,O,X,X,X,X,X
SLIOZJT,X,O,O,O,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,X,O
SLJTZOI,X,X,X,X,X,X,X,X,O
SLJTOIZ,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,X,X,X
SLJITOZ,X,O,X,X,X,X,X,X,X
SLJIZTO,X,O,X,X,X,X,X,X,O
SLJIZOT,X,O,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,O,X,X
SLJIOZT,X,O,X,X,X,X,O,X,X
SLJZTIO,X,O,X,X,X,X,X,X,O
SLJZTOI,X,O,X,X,X,X,X,X,O
SLJZITO,X,O,X,X,X,X,X,X,O
SLJZIOT,X,O,O,X,X,X,X,X,X
SLJZOTI,X,O,O,X,X,X,X,X,O
SLJZOIT,X,O,O,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,O,X,X
SLJOTZI,X,X,X,X,X,X,O,X,X
SLJOITZ,X,O,X,X,X,X,O,X,X
SLJOIZT,X,O,X,X,X,X,O,X,X
SLJOZTI,X,O,X,X,X,X,O,X,O
SLJOZIT,X,O,X,X,X,X,O,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,X,X,O
SLZTJOI,O,O,X,X,X,X,X,X,O
SLZTOIJ,O,O,X,X,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X,X
SLZIJTO,O,O,X,X,X,X,X,X,O
SLZIJOT,X,O,O,X,X,X,X,X,X
SLZIOTJ,X,O,O,O,X,X,X,X,X
SLZIOJT,X,O,O,O,X,X,X,X,X
SLZJTIO,O,O,X,X,X,X,X,X,O
SLZJTOI,O,O,X,X,X,X,X,X,O
SLZJITO,O,O,X,X,X,X,X,X,O
SLZJIOT,X,O,O,X,X,X,X,X,X
SLZJOTI,X,O,O,X,X,X,X,X,O
SLZJOIT,X,O,O,X,X,X,X,X,X
SLZOTIJ,X,O,O,O,X,X,X,X,X
SLZOTJI,X,O,O,O,X,X,X,X,X
SLZOITJ,X,O,O,O,X,X,X,X,X
SLZOIJT,X,O,O,O,X,X,X,X,X
SLZOJTI,X,O,O,O,X,X,X,X,O
SLZOJIT,X,O,O,O,X,X,X,X,X
SLOTIJZ,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,O,O,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,O,O,X,X,X,X,X,X
SLOTZJI,X,O,O,X,X,X,X,X,X
SLOITJZ,X,O,X,X,X,X,X,X,X
SLOITZJ,X,O,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,O,X,X
SLOIJZT,X,O,X,X,X,X,O,O,X
SLOIZTJ,X,O,O,O,X,X,X,X,X
SLOIZJT,X,O,O,O,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,X,O,X,X
SLOJTZI,X,X,X,X,X,X,O,X,X
SLOJITZ,X,O,X,X,X,X,O,X,X
SLOJIZT,X,O,X,X,X,X,O,X,X
SLOJZTI,X,O,X,X,X,X,O,X,O
SLOJZIT,X,O,X,X,X,X,O,X,X
SLOZTIJ,X,O,O,O,X,X,X,X,X
SLOZTJI,X,O,O,O,X,X,X,X,X
SLOZITJ,X,O,O,O,X,X,X,X,X
SLOZIJT,X,O,O,O,X,X,X,X,X
SLOZJTI,X,O,O,O,X,X,X,X,O
SLOZJIT,X,O,O,O,X,X,X,X,X
SJTILZO,X,X,X,X,O,X,X,X,X
SJTILOZ,X,X,X,X,O,X,X,X,X
SJTIZLO,O,X,X,X,O,X,X,X,X
SJTIZOL,O,X,O,X,O,X,X,X,X
SJTIOLZ,X,X,X,X,O,X,X,X,X
SJTIOZL,O,X,O,X,O,X,X,X,X
SJTLIZO,X,X,X,X,O,X,X,X,X
SJTLIOZ,X,X,X,X,O,X,X,X,X
SJTLZIO,X,X,X,X,O,X,X,X,X
SJTLZOI,X,X,X,X,O,X,X,X,X
SJTLOIZ,X,X,X,X,O,X,X,X,X
SJTLOZI,X,X,X,X,O,X,X,X,X
SJTZILO,O,X,X,X,O,X,X,X,X
SJTZIOL,O,X,O,X,O,X,X,X,X
SJTZLIO,O,X,X,X,O,X,X,X,X
SJTZLOI,O,X,X,X,O,X,X,X,X
SJTZOIL,O,X,O,X,O,X,X,X,X
SJTZOLI,O,X,O,X,O,X,X,X,X
SJTOILZ,X,X,X,X,O,X,X,X,X
SJTOIZL,O,X,O,X,O,X,X,X,X
SJTOLIZ,X,X,X,X,O,X,X,X,X
SJTOLZI,X,X,X,X,O,X,X,X,X
SJTOZIL,O,X,O,X,O,X,X,X,X
SJTOZLI,O,X,O,X,O,X,X,X,X
SJITLZO,X,O,X,X,O,X,X,X,X
SJITLOZ,X,O,X,X,O,X,X,X,X
SJITZLO,O,O,X,X,O,X,X,X,X
SJITZOL,O,O,O,X,O,X,X,X,X
SJITOLZ,X,O,X,X,O,X,X,X,X
SJITOZL,O,O,O,X,O,X,X,X,X
SJILTZO,X,O,X,X,X,X,X,X,X
SJILTOZ,X,O,X,X,X,X,X,X,X
SJILZTO,X,O,X,X,X,X,X,X,X
SJILZOT,X,O,O,X,X,X,X,X,X
SJILOTZ,X,O,X,X,X,X,O,X,X
SJILOZT,X,O,X,X,X,X,O,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,X,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X
SJIZOLT,X,O,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,X,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,X,O,X,X
SJIOLZT,X,O,X,X,X,X,O,X,X
SJIOZTL,X,O,O,X,X,X,X,X,X
SJIOZLT,X,O,O,X,X,X,X,X,X
SJLTIZO,X,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,X,X,X
SJLTZIO,X,X,X,X,O,X,X,X,O
SJLTZOI,X,X,X,X,O,X,X,X,O
SJLTOIZ,X,X,X,X,X,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X
SJLITZO,X,O,X,X,X,X,X,X,X
SJLITOZ,X,O,X,X,X,X,X,X,X
SJLIZTO,X,O,X,X,X,X,X,X,O
SJLIZOT,X,O,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,X,X,O,X,X
SJLIOZT,X,O,X,X,X,X,O,X,X
SJLZTIO,X,O,X,X,X,X,X,X,O
SJLZTOI,X,O,X,X,X,X,X,X,O
SJLZITO,X,O,X,X,X,X,X,X,O
SJLZIOT,X,O,O,X,X,X,X,X,X
SJLZOTI,X,O,O,X,X,X,X,X,O
SJLZOIT,X,O,O,X,X,X,X,X,X
SJLOTIZ,X,X,X,X,X,X,O,X,X
SJLOTZI,X,X,X,X,X,X,O,X,X
SJLOITZ,X,O,X,X,X,X,O,X,X
SJLOIZT,X,O,X,X,X,X,O,X,X
SJLOZTI,X,O,X,X,X,X,O,X,O
SJLOZIT,X,O,X,X,X,X,O,X,X
SJZTILO,O,O,X,X,X,X,X,X,X
SJZTIOL,O,O,O,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,X,X
SJZTOIL,O,X,O,X,X,X,X,X,X
SJZTOLI,O,O,O,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,O,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,X,O,O,X,X,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X,X,X
SJZIOLT,X,O,O,X,X,X,X,X,X
SJZLTIO,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,X,X,X,X,X
SJZLIOT,X,O,O,X,X,X,X,X,X
SJZLOTI,X,O,O,X,X,X,X,X,X
SJZLOIT,X,O,O,X,X,X,X,X,X
SJZOTIL,O,X,O,X,X,X,X,X,X
SJZOTLI,O,O,O,X,X,X,X,X,X
SJZOITL,O,O,O,X,X,X,X,X,X
SJZOILT,X,O,O,X,X,X,X,X,X
SJZOLTI,X,O,O,X,X,X,X,X,X
SJZOLIT,X,O,O,X,X,X,X,X,X
SJOTILZ,X,X,X,X,X,X,X,X,X
SJOTIZL,X,X,O,X,X,X,X,X,X
SJOTLIZ,X,X,X,X,X,X,X,X,X
SJOTLZI,X,X,X,X,X,X,X,X,X
SJOTZIL,X,X,O,X,X,X,X,X,X
SJOTZLI,X,X,O,X,X,X,X,X,X
SJOITLZ,X,O,X,X,X,X,X,X,X
SJOITZL,X,O,O,X,X,X,X,X,X
SJOILTZ,X,O,X,X,X,X,O,X,X
SJOILZT,X,O,X,X,X,X,O,X,X
SJOIZTL,X,O,O,X,X,X,X,X,X
SJOIZLT,X,O,O,X,X,X,X,X,X
SJOLTIZ,X,X,X,X,X,X,O,X,X
SJOLTZI,X,X,X,X,X,X,O,X,X
SJOLITZ,X,O,X,X,X,X,O,X,X
SJOLIZT,X,O,X,X,X,X,O,X,X
SJOLZTI,X,O,X,X,X,X,O,X,X
SJOLZIT,X,O,X,X,X,X,O,X,X
SJOZTIL,X,X,O,X,X,X,X,X,X
SJOZTLI,X,O,O,X,X,X,X,X,X
SJOZITL,X,O,O,X,X,X,X,X,X
SJOZILT,X,O,O,X,X,X,X,X,X
SJOZLTI,X,O,O,X,X,X,X,X,X
SJOZLIT,X,O,O,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,X,X
SZTLJOI,O,O,X,X,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,X,X,X
SZTLOJI,O,O,X,X,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X,X
SZTJIOL,O,O,O,X,X,X,X,X,X
SZTJLIO,O,O,X,X,X,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X,X,X
SZTJOLI,O,O,O,X,X,X,X,X,X
SZTOILJ,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,O,X,X,X,X,X
SZTOJIL,O,X,O,X,X,X,X,X,X
SZTOJLI,O,O,O,X,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,O,O,X,X,X,X,X,X
SZITOLJ,O,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,X,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,X,O,O,X,X,X,X,X,X
SZILOTJ,X,O,O,O,X,X,X,X,X
SZILOJT,X,O,O,O,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,O,X,X,X,X,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,X,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X,X,X
SZIJOLT,X,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,O,O,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X,X
SZIOLTJ,X,O,O,O,X,X,X,X,X
SZIOLJT,X,O,O,O,X,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X,X,X
SZIOJLT,X,O,O,X,X,X,X,X,X
SZLTIJO,O,O,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X,X
SZLTOIJ,O,O,X,X,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,X,O,O,X,X,X,X,X,X
SZLIOTJ,X,O,O,O,X,X,X,X,X
SZLIOJT,X,O,O,O,X,X,X,X,X
SZLJTIO,O,O,X,X,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X,X,X
SZLJOTI,X,O,O,X,X,X,X,X,X
SZLJOIT,X,O,O,X,X,X,X,X,X
SZLOTIJ,X,O,O,O,X,X,X,X,X
SZLOTJI,X,O,O,O,X,X,X,X,X
SZLOITJ,X,O,O,O,X,X,X,X,X
SZLOIJT,X,O,O,O,X,X,X,X,X
SZLOJTI,X,O,O,O,X,X,X,X,X
SZLOJIT,X,O,O,O,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X,X
SZJTIOL,O,O,O,X,X,X,X,X,X
SZJTLIO,O,O,X,X,X,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X,X,X
SZJTOIL,O,X,O,X,X,X,X,X,X
SZJTOLI,O,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,O,X,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,X,O,O,X,X,X,X,X,X
SZJIOTL,O,O,O,X,X,X,X,X,X
SZJIOLT,X,O,O,X,X,X,X,X,X
SZJLTIO,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,X,O,O,X,X,X,X,X,X
SZJLOTI,X,O,O,X,X,X,X,X,X
SZJLOIT,X,O,O,X,X,X,X,X,X
SZJOTIL,O,X,O,X,X,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X,X,X
SZJOITL,O,O,O,X,X,X,X,X,X
SZJOILT,X,O,O,X,X,X,X,X,X
SZJOLTI,X,O,O,X,X,X,X,X,X
SZJOLIT,X,O,O,X,X,X,X,X,X
SZOTILJ,O,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,O,X,X,X,X,X
SZOTJIL,O,X,O,X,X,X,X,X,X
SZOTJLI,O,O,O,X,X,X,X,X,X
SZOITLJ,O,O,O,O,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X,X
SZOILTJ,X,O,O,O,X,X,X,X,X
SZOILJT,X,O,O,O,X,X,X,X,X
SZOIJTL,O,O,O,X,X,X,X,X,X
SZOIJLT,X,O,O,X,X,X,X,X,X
SZOLTIJ,X,O,O,O,X,X,X,X,X
SZOLTJI,X,O,O,O,X,X,X,X,X
SZOLITJ,X,O,O,O,X,X,X,X,X
SZOLIJT,X,O,O,O,X,X,X,X,X
SZOLJTI,X,O,O,O,X,X,X,X,X
SZOLJIT,X,O,O,O,X,X,X,X,X
SZOJTIL,O,X,O,X,X,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X,X,X
SZOJITL,O,O,O,X,X,X,X,X,X
SZOJILT,X,O,O,X,X,X,X,X,X
SZOJLTI,X,O,O,X,X,X,X,X,X
SZOJLIT,X,O,O,X,X,X,X,X,X
SOTILJZ,X,O,X,X,X,X,X,X,X
SOTILZJ,O,O,O,X,X,X,X,X,X
SOTIJLZ,X,O,X,X,X,X,X,X,X
SOTIJZL,O,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,O,X,X,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,X,X
SOTLIZJ,O,O,O,X,X,X,X,X,X
SOTLJIZ,X,X,X,X,X,X,X,X,X
SOTLJZI,X,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,O,X,X,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X,X,X
SOTJILZ,X,X,X,X,X,X,X,X,X
SOTJIZL,O,X,O,X,X,X,X,X,X
SOTJLIZ,X,X,X,X,X,X,X,X,X
SOTJLZI,X,X,X,X,X,X,X,X,X
SOTJZIL,O,X,O,X,X,X,X,X,X
SOTJZLI,O,X,O,X,X,X,X,X,X
SOTZILJ,O,O,O,X,X,X,X,X,X
SOTZIJL,O,O,O,X,X,X,X,X,X
SOTZLIJ,O,O,O,X,X,X,X,X,X
SOTZLJI,O,O,O,X,X,X,X,X,X
SOTZJIL,O,X,O,X,X,X,X,X,X
SOTZJLI,O,O,O,X,X,X,X,X,X
SOITLJZ,X,O,X,X,X,X,X,X,X
SOITLZJ,O,O,O,X,X,X,X,X,X
SOITJLZ,X,O,X,X,X,X,X,X,X
SOITJZL,O,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,X,X,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,O,X
SOILTJZ,X,O,X,X,X,X,X,X,X
SOILTZJ,X,O,O,X,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,O,X,X
SOILJZT,X,O,X,X,X,X,O,O,X
SOILZTJ,X,O,O,O,X,X,X,X,X
SOILZJT,X,O,O,O,X,X,X,O,X
SOIJTLZ,X,O,X,X,X,X,X,X,X
SOIJTZL,X,O,O,X,X,X,X,X,X
SOIJLTZ,X,O,X,X,X,X,O,X,X
SOIJLZT,X,O,X,X,X,X,O,O,X
SOIJZTL,X,O,O,X,X,X,X,O,X
SOIJZLT,X,O,O,X,X,X,X,O,X
SOIZTLJ,O,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,X,X,X,X,O,X
SOIZLTJ,X,O,O,O,X,X,X,X,X
SOIZLJT,X,O,O,O,X,X,X,O,X
SOIZJTL,O,O,O,X,X,X,X,O,X
SOIZJLT,X,O,O,X,X,X,X,O,X
SOLTIJZ,X,O,X,X,X,X,X,X,X
SOLTIZJ,X,O,O,X,X,X,X,X,X
SOLTJIZ,X,X,X,X,X,X,X,X,X
SOLTJZI,X,X,X,X,X,X,X,X,X
SOLTZIJ,X,O,O,X,X,X,X,X,X
SOLTZJI,X,O,O,X,X,X,X,X,X
SOLITJZ,X,O,X,X,X,X,X,X,X
SOLITZJ,X,O,O,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,O,X,X
SOLIJZT,X,O,X,X,X,X,O,O,X
SOLIZTJ,X,O,O,O,X,X,X,X,X
SOLIZJT,X,O,O,O,X,X,X,X,X
SOLJTIZ,X,X,X,X,X,X,O,X,X
SOLJTZI,X,X,X,X,X,X,O,X,X
SOLJITZ,X,O,X,X,X,X,O,X,X
SOLJIZT,X,O,X,X,X,X,O,X,X
SOLJZTI,X,O,X,X,X,X,O,X,X
SOLJZIT,X,O,X,X,X,X,O,X,X
SOLZTIJ,X,O,O,O,X,X,X,X,X
SOLZTJI,X,O,O,O,X,X,X,X,X
SOLZITJ,X,O,O,O,X,X,X,X,X
SOLZIJT,X,O,O,O,X,X,X,X,X
SOLZJTI,X,O,O,O,X,X,X,X,X
SOLZJIT,X,O,O,O,X,X,X,X,X
SOJTILZ,X,X,X,X,X,X,X,X,X
SOJTIZL,X,X,O,X,X,X,X,X,X
SOJTLIZ,X,X,X,X,X,X,X,X,X
SOJTLZI,X,X,X,X,X,X,X,X,X
SOJTZIL,X,X,O,X,X,X,X,X,X
SOJTZLI,X,X,O,X,X,X,X,X,X
SOJITLZ,X,O,X,X,X,X,X,X,X
SOJITZL,X,O,O,X,X,X,X,X,X
SOJILTZ,X,O,X,X,X,X,O,X,X
SOJILZT,X,O,X,X,X,X,O,X,X
SOJIZTL,X,O,O,X,X,X,X,X,X
SOJIZLT,X,O,O,X,X,X,X,X,X
SOJLTIZ,X,X,X,X,X,X,O,X,X
SOJLTZI,X,X,X,X,X,X,O,X,X
SOJLITZ,X,O,X,X,X,X,O,X,X
SOJLIZT,X,O,X,X,X,X,O,X,X
SOJLZTI,X,O,X,X,X,X,O,X,X
SOJLZIT,X,O,X,X,X,X,O,X,X
SOJZTIL,X,X,O,X,X,X,X,X,X
SOJZTLI,X,O,O,X,X,X,X,X,X
SOJZITL,X,O,O,X,X,X,X,X,X
SOJZILT,X,O,O,X,X,X,X,X,X
SOJZLTI,X,O,O,X,X,X,X,X,X
SOJZLIT,X,O,O,X,X,X,X,X,X
SOZTILJ,O,O,O,O,X,X,X,X,X
SOZTIJL,O,O,O,X,X,X,X,X,X
SOZTLIJ,O,O,O,O,X,X,X,X,X
SOZTLJI,O,O,O,O,X,X,X,X,X
SOZTJIL,O,X,O,X,X,X,X,X,X
SOZTJLI,O,O,O,X,X,X,X,X,X
SOZITLJ,O,O,O,O,X,X,X,X,X
SOZITJL,O,O,O,X,X,X,X,X,X
SOZILTJ,X,O,O,O,X,X,X,X,X
SOZILJT,X,O,O,O,X,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X,X,X
SOZIJLT,X,O,O,X,X,X,X,X,X
SOZLTIJ,X,O,O,O,X,X,X,X,X
SOZLTJI,X,O,O,O,X,X,X,X,X
SOZLITJ,X,O,O,O,X,X,X,X,X
SOZLIJT,X,O,O,O,X,X,X,X,X
SOZLJTI,X,O,O,O,X,X,X,X,X
SOZLJIT,X,O,O,O,X,X,X,X,X
SOZJTIL,O,X,O,X,X,X,X,X,X
SOZJTLI,O,O,O,X,X,X,X,X,X
SOZJITL,O,O,O,X,X,X,X,X,X
SOZJILT,X,O,O,X,X,X,X,X,X
SOZJLTI,X,O,O,X,X,X,X,X,X
SOZJLIT,X,O,O,X,X,X,X,X,X
ZTILJSO,O,X,X,X,X,X,X,X,X
ZTILJOS,O,X,X,X,X,O,X,X,X
ZTILSJO,O,X,X,X,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,X,X,X,X
ZTILOJS,O,X,X,O,X,O,X,X,X
ZTILOSJ,O,X,X,O,X,X,X,X,X
ZTIJLSO,O,X,X,X,O,X,X,X,X
ZTIJLOS,O,X,X,X,O,O,X,X,X
ZTIJSLO,O,X,X,X,O,X,X,X,X
ZTIJSOL,O,X,O,X,O,X,X,X,X
ZTIJOLS,O,X,X,O,O,O,X,X,X
ZTIJOSL,O,X,O,X,O,X,X,X,X
ZTISLJO,O,X,X,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X,X,X,X
ZTISJOL,O,X,O,X,X,X,X,X,X
ZTISOLJ,O,X,O,O,X,X,X,X,X
ZTISOJL,O,X,O,X,X,X,X,X,X
ZTIOLJS,O,X,X,O,X,O,X,X,X
ZTIOLSJ,O,X,X,O,X,X,X,X,X
ZTIOJLS,O,X,X,O,O,O,X,X,X
ZTIOJSL,O,X,O,X,O,X,X,X,X
ZTIOSLJ,O,X,O,O,X,X,X,X,X
ZTIOSJL,O,X,O,X,X,X,X,X,X
ZTLIJSO,O,X,X,X,X,X,X,X,X
ZTLIJOS,O,X,X,X,X,O,X,X,X
ZTLISJO,O,X,X,X,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X,X,X,X
ZTLIOJS,O,X,X,O,X,O,X,X,X
ZTLIOSJ,O,X,X,O,X,X,X,X,X
ZTLJISO,O,X,X,X,O,X,X,X,X
ZTLJIOS,O,X,X,X,O,O,X,X,X
ZTLJSIO,O,X,X,X,O,X,X,X,X
ZTLJSOI,O,X,X,X,O,X,X,X,X
ZTLJOIS,O,X,X,X,O,O,X,X,X
ZTLJOSI,O,X,X,X,O,O,X,X,X
ZTLSIJO,O,X,X,X,X,X,X,X,X
