sequence,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeOEJvhFXgBaoBRmBc?sBlmBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeT/IvhFxgBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFiiBxkBfsBz?nBmkB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jex/IvhFXhB8mBziBl?pBisBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Jel/IvhFUhBziB2pBR?sBasBXqB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeXAJvhFVmBziB2pBR?sBasB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUAJvhFRhBziBlmBm?pBisB/pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFmiBxkBfsB0?nBikBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFziB/pBFlBR?sBasBmpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JexAJvhFTkBilBfsBm?nBlnB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFeoBxkBXnBi?kBzpBFsB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeFBJvhFTiBeoBxkBf?sBypB0pB,v115@GhA8IeA8CeB8DeB8BeC8AeC8JeUBJvhFxkBlnBikBf?sBmnBzpB,v115@GhA8IeA8CeB8DeB8BeC8AeC8Je0/IvhFziB/pBRmBO?qBlmBisB
ZSLOTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSLOITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSLOIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSLOJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZSLOJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSJTILO,X,X,X,O,O,X,X,O,O,X,X,X,X,X
ZSJTIOL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZSJTLIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJTLOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJTOIL,X,X,O,X,X,X,X,O,X,X,O,O,X,X
ZSJTOLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSJITLO,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZSJITOL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZSJILTO,O,O,X,X,O,X,X,O,X,X,X,X,X,X
ZSJILOT,O,O,X,O,O,X,X,X,X,O,O,X,X,O
ZSJIOTL,X,X,O,X,O,X,X,O,O,X,O,O,X,X
ZSJIOLT,O,O,O,X,O,X,X,O,X,X,O,X,X,X
ZSJLTIO,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLTOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLITO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLIOT,O,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSJLOTI,X,O,X,O,X,X,X,O,X,O,X,X,X,X
ZSJLOIT,X,O,X,O,X,X,X,O,X,O,O,X,X,O
ZSJOTIL,X,X,O,X,X,X,X,O,X,X,O,O,X,X
ZSJOTLI,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSJOITL,X,X,O,X,X,X,X,O,X,X,O,O,X,X
ZSJOILT,X,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSJOLTI,X,O,O,X,X,X,X,O,X,O,X,X,X,X
ZSJOLIT,X,O,O,X,X,X,X,O,X,O,O,X,X,X
ZSOTILJ,O,X,O,O,X,X,X,O,O,X,X,X,O,X
ZSOTIJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOTLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOTLJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOTJIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSOITLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOITJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZSOILTJ,O,O,O,O,X,X,X,O,O,X,X,X,X,O
ZSOILJT,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOIJTL,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZSOIJLT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSOLTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOLTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSOLITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,O
ZSOLIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSOLJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZSOLJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,O
ZSOJTIL,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOJTLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSOJITL,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOJILT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,X,O,X,O,O,X,X,X
ZOTILJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTILSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTIJLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTIJSL,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOTISLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOTISJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOTLIJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOTLISJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOTLJIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTJISL,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOTJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
ZOTSIJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
ZOTSLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSLJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOTSJIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSJLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOITLJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITLSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITJLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOITJSL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZOITSLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOITSJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOILTJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZOILSTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOIJTSL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZOIJLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOIJSTL,O,X,O,X,O,X,X,X,O,X,O,X,X,X
ZOIJSLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOISTLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOISTJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOISLTJ,O,O,O,X,X,X,X,O,O,X,X,X,X,X
ZOISLJT,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOISJTL,O,X,O,X,O,X,X,O,O,X,O,X,X,X
ZOISJLT,O,O,O,X,O,X,X,O,X,X,O,X,X,X
ZOLTIJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLTISJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOLTJIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLITSJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X
ZOLIJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLISTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOLJTIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOLSJTI,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOJTILS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJTISL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZOJTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOJTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOJITSL,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZOJILTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJISTL,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJISLT,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJSTIL,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOJSLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
ZOSTILJ,O,X,O,O,X,X,X,O,O,X,X,X,O,X
ZOSTIJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSTLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSTLJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSTJIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOSTJLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOSITLJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSITJL,O,X,O,X,X,X,X,O,O,X,X,X,O,X
ZOSILTJ,O,O,O,O,X,X,X,O,O,X,X,X,X,X
ZOSILJT,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSIJTL,O,X,O,X,X,X,X,O,O,X,O,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOSLTIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSLITJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZOSLIJT,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X,O,X,O,X,X,X,X
ZOSJTIL,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOSJITL,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSJILT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,O,X,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,X,O,X,O,O,X,X,X
OTILJSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILJZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILSJZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILSZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILZJS,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTILZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJLSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJLZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTIJSLZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTIJSZL,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTIJZLS,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTIJZSL,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTISLJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTISLZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTISJLZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTISJZL,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTISZLJ,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTISZJL,X,X,X,X,X,O,X,O,X,X,X,X,O,X
OTIZLJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZJLS,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTIZJSL,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTIZSLJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTIZSJL,X,X,X,X,X,O,X,O,X,X,X,X,O,X
OTLIJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLIJZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLISJZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLISZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X
OTLIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X
OTLJISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLJZSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLSIZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSJIZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLSJZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X
OTLSZIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLSZJI,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTLZIJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X
OTLZISJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTLZJIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLZJSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLZSIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJISLZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJISZL,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTJIZLS,X,X,X,X,X,O,X,X,X,X,X,X,O,X
OTJIZSL,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OTJLISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLZIS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJSILZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
OTJSIZL,X,X,X,X,X,O,X,O,X,X,O,O,X,X
OTJSLIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJSLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,X,X,X,X,X,O,X,X,O,O,X,X
OTJSZLI,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZILS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJZISL,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTJZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJZSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSILZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSIJLZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTSIJZL,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTSIZLJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X
OTSIZJL,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OTSLIJZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLJIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLJZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSLZIJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLZJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSJILZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OTSJIZL,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTSJLIZ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTSJLZI,O,X,O,X,X,X,X,X,X,O,X,X,X,X
OTSJZIL,O,X,O,X,X,X,X,O,X,X,X,O,X,X
OTSJZLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZILJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
OTSZIJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSZLIJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSZLJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTSZJIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZJLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZILJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZILSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZIJLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZIJSL,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTZISLJ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZISJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZLIJS,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTZLISJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OTZLJIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLJSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJILS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTZJISL,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTZJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
OTZSIJL,O,X,O,X,X,X,X,O,X,X,X,X,O,X
OTZSLIJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZSLJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZSJIL,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSJLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLSZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITLZJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJLSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OITJSLZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OITJSZL,X,X,X,X,O,O,X,O,X,X,O,O,X,X
OITJZLS,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OITJZSL,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OITSLJZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OITSLZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OITSJLZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X
OITSJZL,X,X,X,X,X,O,X,O,O,X,X,O,X,X
OITSZLJ,X,X,O,X,X,X,X,O,O,X,X,X,O,X
OITSZJL,X,X,X,X,X,O,X,O,O,X,X,X,O,X
OITZLJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITZJLS,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OITZJSL,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OITZSLJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X
OITZSJL,X,X,X,X,X,O,X,O,O,X,X,X,O,X
OILTJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OILTSZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OILTZJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJTSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OILJSZT,O,X,X,X,O,X,X,X,X,O,O,X,X,O
OILJZTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILJZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILSTJZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OILSTZJ,X,X,O,X,X,X,X,O,O,X,X,X,X,O
OILSJTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OILSJZT,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OILSZTJ,O,X,O,X,X,X,X,O,O,X,X,X,X,O
OILSZJT,O,X,X,X,X,X,X,O,X,O,X,X,X,O
OILZTJS,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OILZJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILZJST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OILZSTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O
OILZSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJTLSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OIJTSZL,X,X,X,X,O,O,X,O,X,X,O,O,X,X
OIJTZLS,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OIJTZSL,X,X,X,X,O,O,X,X,X,X,O,X,O,X
OIJLTSZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLTZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLSZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OIJLZTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJLZST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OIJSTLZ,X,X,O,X,O,O,X,X,O,X,X,O,X,X
OIJSTZL,X,X,X,X,O,O,X,O,O,X,O,O,X,X
OIJSLTZ,X,X,O,X,O,O,X,X,X,X,X,O,X,X
OIJSLZT,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OIJSZTL,O,X,X,X,O,X,X,O,O,X,O,O,X,X
OIJSZLT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
OIJZTLS,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OIJZTSL,O,X,X,X,O,O,X,X,X,X,O,X,O,X
OIJZLTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OIJZLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OIJZSTL,O,X,X,X,O,X,X,X,O,X,O,X,X,X
