sequence,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFxhBTjB3mB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8Me0AJvhFlhB3iB5oBetBzq?BCsB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFXiBTjBUmB1sBWw?BSyB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFzhB5nB8qB6tBOt?B3rB,v115@9gB8HeC8GeC8GeC8CeA8MexAJvhFTjBqqB/rBFnBGt?B0sB,v115@9gB8HeC8GeC8GeC8CeA8MelAJvhFRiBSoB8qB+rB/s?BTtB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB6tBGrBzs?B0qB,v115@9gB8HeC8GeC8GeC8CeA8Me6FJvhFThBxiBXnB8sB+t?BVwB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhF5oBFnB8sB6qBTr?BmsB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnB8sB+tB6q?BTrB,v115@9gB8HeC8GeC8GeC8CeA8MeXBJvhFxiBFnBGrBCtBTt?B0qB
JTSIZLO,O,O,O,X,X,O,X,O,X,X,X
JTSIZOL,O,O,O,X,X,O,X,O,X,X,X
JTSIOLZ,O,O,O,X,X,X,O,O,X,X,X
JTSIOZL,O,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,X,O,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,X,O,O,X,X,O
JTSLZIO,O,O,O,X,X,O,X,O,X,X,X
JTSLZOI,O,O,O,X,X,O,O,O,X,X,O
JTSLOIZ,O,O,O,X,X,X,O,O,X,X,O
JTSLOZI,O,O,O,X,X,X,O,O,X,X,O
JTSZILO,O,O,O,X,X,O,X,O,X,X,X
JTSZIOL,O,O,O,X,X,O,X,O,X,X,X
JTSZLIO,O,O,O,X,X,O,X,O,X,X,X
JTSZLOI,O,O,O,X,X,O,O,O,X,X,O
JTSZOIL,O,O,O,X,X,O,X,O,X,X,X
JTSZOLI,O,X,O,X,X,O,O,O,X,X,X
JTSOILZ,O,O,O,X,X,O,O,O,X,X,X
JTSOIZL,O,O,O,X,X,O,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,O,O,O,X,X,O
JTSOLZI,O,O,O,X,X,O,O,O,X,X,O
JTSOZIL,O,O,O,X,X,O,X,O,X,X,X
JTSOZLI,O,O,O,X,X,O,O,O,X,X,X
JTZILSO,O,O,O,O,X,X,X,O,X,O,X
JTZILOS,O,O,O,X,X,X,X,O,X,O,X
JTZISLO,O,O,O,O,X,O,X,O,X,O,X
JTZISOL,O,O,O,O,X,O,X,O,X,O,X
JTZIOLS,O,X,O,X,X,X,X,O,X,O,X
JTZIOSL,O,O,O,X,X,O,X,O,O,O,X
JTZLISO,O,O,O,O,X,X,X,O,X,O,X
JTZLIOS,O,O,O,X,X,X,X,O,X,O,X
JTZLSIO,O,O,O,X,X,O,X,O,X,O,X
JTZLSOI,O,O,O,X,X,O,O,O,X,O,O
JTZLOIS,O,O,O,X,X,X,X,O,X,O,O
JTZLOSI,O,O,O,X,X,O,X,O,X,O,O
JTZSILO,O,O,O,X,X,O,X,O,X,O,X
JTZSIOL,O,O,O,X,X,O,X,O,X,O,X
JTZSLIO,O,O,O,X,X,O,X,O,X,O,X
JTZSLOI,O,O,O,X,X,O,O,O,X,O,O
JTZSOIL,O,O,O,X,X,O,X,O,X,O,X
JTZSOLI,O,X,O,X,X,O,O,O,X,O,X
JTZOILS,O,X,O,X,X,X,X,O,X,O,X
JTZOISL,O,O,O,X,X,O,X,O,O,O,X
JTZOLIS,O,X,O,X,X,X,O,O,X,O,X
JTZOLSI,O,X,O,X,X,O,O,O,X,O,X
JTZOSIL,O,O,O,X,X,O,X,O,O,O,X
JTZOSLI,O,X,O,X,X,O,O,O,X,O,X
JTOILSZ,O,O,O,X,O,X,O,O,X,X,X
JTOILZS,O,O,O,X,X,X,O,O,X,X,X
JTOISLZ,O,O,O,X,X,X,O,O,X,X,X
JTOISZL,O,O,O,X,X,X,X,X,X,X,X
JTOIZLS,O,O,O,X,X,X,X,O,X,X,X
JTOIZSL,O,O,O,X,X,X,X,O,X,X,X
JTOLISZ,O,O,O,X,O,X,O,O,X,X,O
JTOLIZS,O,O,O,X,X,X,O,O,X,X,O
JTOLSIZ,O,O,O,X,O,X,O,O,X,X,O
JTOLSZI,O,O,O,X,O,X,O,O,X,X,O
JTOLZIS,O,O,O,X,X,X,O,O,X,X,O
JTOLZSI,O,O,O,X,X,X,O,O,X,X,O
JTOSILZ,O,O,O,X,X,O,O,O,X,X,X
JTOSIZL,O,O,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,X,O,O,O,X,X,O
JTOSLZI,O,O,O,X,X,O,O,O,X,X,O
JTOSZIL,O,O,O,X,X,O,X,O,O,O,X
JTOSZLI,O,O,O,X,X,O,O,O,X,O,X
JTOZILS,O,O,O,X,X,X,X,O,X,O,X
JTOZISL,O,O,O,X,X,O,X,O,O,O,X
JTOZLIS,O,O,O,X,X,X,O,O,X,O,X
JTOZLSI,O,O,O,X,X,O,O,O,X,O,X
JTOZSIL,O,O,O,X,X,O,X,O,O,O,X
JTOZSLI,O,O,O,X,X,O,O,O,X,O,X
JITLSZO,O,O,O,X,O,X,X,O,X,X,X
JITLSOZ,O,O,O,X,O,X,O,O,X,X,O
JITLZSO,O,O,O,O,X,X,X,O,X,X,X
JITLZOS,O,O,O,X,X,X,X,O,X,X,X
JITLOSZ,O,O,O,X,O,X,X,O,X,X,O
JITLOZS,O,O,O,X,X,X,X,O,X,X,O
JITSLZO,O,O,O,X,X,X,X,O,X,X,X
JITSLOZ,O,O,O,X,X,X,O,O,X,X,O
JITSZLO,O,O,O,X,X,X,X,O,X,X,X
JITSZOL,O,O,O,X,X,X,X,O,X,X,X
JITSOLZ,O,O,O,X,X,X,O,O,X,X,X
JITSOZL,O,O,O,X,X,X,X,X,X,X,X
JITZLSO,O,O,O,O,X,X,X,O,X,O,X
JITZLOS,O,O,O,X,X,X,X,O,X,O,X
JITZSLO,O,O,O,O,X,X,X,O,X,O,X
JITZSOL,O,O,O,O,X,X,X,O,X,O,X
JITZOLS,O,X,O,X,X,X,X,O,X,O,X
JITZOSL,O,O,O,X,X,X,X,O,X,O,X
JITOLSZ,O,O,O,X,O,X,O,O,X,X,X
JITOLZS,O,O,O,X,X,X,O,O,X,X,X
JITOSLZ,O,O,O,X,X,X,O,O,X,X,X
JITOSZL,O,O,O,X,X,X,X,X,X,X,X
JITOZLS,O,O,O,X,X,X,X,O,X,X,X
JITOZSL,O,O,O,X,X,X,X,O,X,X,X
JILTSZO,O,O,O,X,O,X,X,O,X,X,X
JILTSOZ,O,O,O,X,O,X,O,O,X,X,O
JILTZSO,O,O,O,O,X,X,X,O,X,X,X
JILTZOS,O,O,O,X,X,X,X,O,X,X,X
JILTOSZ,O,O,O,X,O,X,X,O,X,X,O
JILTOZS,O,O,O,X,X,X,X,O,X,X,O
JILSTZO,X,O,O,X,O,X,X,X,X,X,X
JILSTOZ,X,O,O,X,O,X,O,X,X,X,O
JILSZTO,X,O,O,O,O,X,X,X,X,X,X
JILSZOT,X,O,X,O,O,X,X,X,X,X,X
JILSOTZ,X,O,O,X,O,X,X,X,X,X,X
JILSOZT,X,O,X,O,O,X,X,X,X,X,X
JILZTSO,O,O,O,O,X,X,X,O,X,O,X
JILZTOS,O,O,O,X,X,X,X,O,X,O,X
JILZSTO,O,O,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,X,O,O,X,X,X,X,X,X
JILZOTS,O,O,O,X,X,X,X,X,X,X,X
JILZOST,O,O,X,X,O,X,X,X,X,X,X
JILOTSZ,O,O,O,X,O,X,X,X,X,X,X
JILOTZS,O,O,O,X,X,X,X,X,X,X,X
JILOSTZ,X,O,O,X,O,X,X,X,X,X,X
JILOSZT,X,O,X,X,O,X,X,X,X,X,X
JILOZTS,O,O,O,X,X,X,X,X,X,X,X
JILOZST,O,O,X,X,O,X,X,X,X,X,X
JISTLZO,O,O,O,X,X,O,X,O,X,X,X
JISTLOZ,O,O,O,X,X,X,O,O,X,X,O
JISTZLO,O,O,O,X,X,O,X,O,X,X,X
JISTZOL,O,O,O,X,X,O,X,O,X,X,X
JISTOLZ,O,O,O,X,X,X,O,O,X,X,X
JISTOZL,O,O,O,X,X,X,X,X,X,X,X
JISLTZO,O,O,O,X,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,O,X,O,X,X,X,O
JISLZTO,O,O,O,O,O,O,X,X,X,X,X
JISLZOT,X,O,X,O,O,O,X,X,X,X,X
JISLOTZ,X,O,O,X,O,X,X,X,X,X,X
JISLOZT,X,O,X,O,O,O,X,X,X,X,X
JISZTLO,O,O,O,O,X,O,X,O,X,O,X
JISZTOL,O,O,O,O,X,O,X,O,X,O,X
JISZLTO,O,O,O,O,X,O,X,O,X,X,X
JISZLOT,X,O,X,O,X,O,X,X,X,X,X
JISZOTL,O,O,O,O,X,O,X,O,X,X,X
JISZOLT,X,O,X,O,X,O,X,X,X,X,X
JISOTLZ,O,O,X,X,X,O,O,X,X,X,X
JISOTZL,O,O,X,X,X,O,X,X,X,X,X
JISOLTZ,X,O,X,X,O,O,O,X,X,X,X
JISOLZT,X,O,X,O,O,O,X,X,X,X,X
JISOZTL,O,O,X,O,X,O,X,X,X,X,X
JISOZLT,X,O,X,O,X,O,X,X,X,X,X
JIZTLSO,O,O,O,O,X,X,X,O,X,O,X
JIZTLOS,O,O,O,X,X,X,X,O,X,O,X
JIZTSLO,O,O,O,O,X,O,X,O,X,O,X
JIZTSOL,O,O,O,O,X,O,X,O,X,O,X
JIZTOLS,O,X,O,X,X,X,X,O,X,O,X
JIZTOSL,O,O,O,X,X,O,X,O,O,O,X
JIZLTSO,O,O,O,O,X,X,X,O,X,O,X
JIZLTOS,O,O,O,X,X,X,X,O,X,O,X
JIZLSTO,O,O,O,O,O,X,X,O,X,X,X
JIZLSOT,O,O,X,O,O,X,X,X,X,X,X
JIZLOTS,O,O,O,X,X,X,X,X,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X,X,X
JIZSTLO,O,O,O,O,X,O,X,O,X,O,X
JIZSTOL,O,O,O,O,X,O,X,O,X,O,X
JIZSLTO,O,O,O,O,X,O,X,O,X,X,X
JIZSLOT,O,O,X,O,X,O,X,X,X,X,X
JIZSOTL,O,O,O,O,X,O,X,O,X,X,X
JIZSOLT,X,O,X,O,X,O,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,X,O,X,O,X
JIZOTSL,O,O,O,X,X,O,X,O,O,O,X
JIZOLTS,O,O,O,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,O,X,X,X,X,X,X
JIZOSTL,O,O,O,X,X,O,X,O,O,O,X
JIZOSLT,X,O,X,X,X,O,X,X,X,X,X
JIOTLSZ,X,O,O,X,O,X,O,O,X,X,X
JIOTLZS,X,O,O,X,X,X,O,O,X,X,X
JIOTSLZ,X,O,O,X,X,X,O,O,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,O,X,X,X
JIOTZSL,X,O,O,X,X,X,X,O,X,X,X
JIOLTSZ,X,O,O,X,O,X,O,X,X,X,X
JIOLTZS,X,O,O,X,X,X,O,X,X,X,X
JIOLSTZ,X,O,O,X,O,X,O,X,X,X,X
JIOLSZT,X,O,X,X,O,X,X,X,X,X,X
JIOLZTS,X,O,O,X,X,X,X,X,X,X,X
JIOLZST,X,O,X,X,O,X,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,O,O,X,X,X,X
JIOSTZL,X,O,X,X,X,O,X,X,X,X,X
JIOSLTZ,X,O,X,X,O,O,O,X,X,X,X
JIOSLZT,X,O,X,X,O,O,X,X,X,X,X
JIOSZTL,X,O,X,X,X,O,X,X,O,O,X
JIOSZLT,X,O,X,X,X,O,X,X,X,X,X
JIOZTLS,X,O,O,X,X,X,X,O,X,O,X
JIOZTSL,X,O,O,X,X,O,X,O,O,O,X
JIOZLTS,X,O,O,X,X,X,X,X,X,X,X
JIOZLST,X,O,X,X,O,X,X,X,X,X,X
JIOZSTL,X,O,O,X,X,O,X,O,O,O,X
JIOZSLT,X,O,X,X,X,O,X,X,X,X,X
JLTISZO,O,O,O,X,O,X,X,O,X,X,X
JLTISOZ,O,O,O,X,O,X,O,O,X,X,O
JLTIZSO,O,O,O,O,X,X,X,O,X,X,X
JLTIZOS,O,O,O,X,X,X,X,O,X,X,X
JLTIOSZ,O,O,O,X,O,X,X,O,X,X,O
JLTIOZS,O,O,O,X,X,X,X,O,X,X,O
JLTSIZO,O,O,O,X,O,X,X,O,X,X,X
JLTSIOZ,O,O,O,X,O,X,O,O,X,X,O
JLTSZIO,O,O,O,X,O,X,X,O,X,X,X
JLTSZOI,O,O,O,X,O,X,O,O,X,X,O
JLTSOIZ,O,O,O,X,O,X,O,O,X,X,O
JLTSOZI,O,O,O,X,O,X,O,O,X,X,O
JLTZISO,O,O,O,O,X,X,X,O,X,X,X
JLTZIOS,O,O,O,X,X,X,X,O,X,X,X
JLTZSIO,O,O,O,X,X,X,X,O,X,X,X
JLTZSOI,O,O,O,X,X,X,O,O,X,X,O
JLTZOIS,O,O,O,X,X,X,X,O,X,X,O
JLTZOSI,O,O,O,X,X,X,X,O,X,X,O
JLTOISZ,O,O,O,X,O,X,O,O,X,X,O
JLTOIZS,O,O,O,X,X,X,O,O,X,X,O
JLTOSIZ,O,O,O,X,O,X,O,O,X,X,O
JLTOSZI,O,O,O,X,O,X,O,O,X,X,O
JLTOZIS,O,O,O,X,X,X,O,O,X,X,O
JLTOZSI,O,O,O,X,X,X,O,O,X,X,O
JLITSZO,O,O,O,X,O,X,X,O,X,X,X
JLITSOZ,O,O,O,X,O,X,O,O,X,X,O
JLITZSO,O,O,O,O,X,X,X,O,X,X,X
JLITZOS,O,O,O,X,X,X,X,O,X,X,X
JLITOSZ,O,O,O,X,O,X,X,O,X,X,O
JLITOZS,O,O,O,X,X,X,X,O,X,X,O
JLISTZO,X,O,O,X,O,X,X,X,X,X,X
JLISTOZ,X,O,O,X,O,X,O,X,X,X,O
JLISZTO,X,O,O,O,O,X,X,X,X,X,X
JLISZOT,X,O,X,O,O,X,X,X,X,X,X
JLISOTZ,X,O,O,X,O,X,X,X,X,X,X
JLISOZT,X,O,X,O,O,X,X,X,X,X,X
JLIZTSO,O,O,O,O,X,X,X,O,X,O,X
JLIZTOS,O,O,O,X,X,X,X,O,X,O,X
JLIZSTO,O,O,O,O,O,X,X,O,X,X,X
JLIZSOT,O,O,X,O,O,X,X,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X,X,X,X,X
JLIZOST,O,O,X,X,O,X,X,X,X,X,X
JLIOTSZ,O,O,O,X,O,X,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X,X,X,X
JLIOSTZ,X,O,O,X,O,X,X,X,X,X,X
JLIOSZT,X,O,X,X,O,X,X,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,X,O,X,X,X,X,X,X
JLSTIZO,O,O,O,X,O,O,X,X,X,X,X
JLSTIOZ,O,O,O,X,O,X,O,X,X,X,O
JLSTZIO,O,O,O,X,O,O,X,X,X,X,X
JLSTZOI,O,O,O,X,O,O,O,X,X,X,O
JLSTOIZ,O,O,O,X,O,X,O,X,X,X,O
JLSTOZI,O,O,O,X,O,X,O,X,X,X,O
JLSITZO,O,O,O,X,O,O,X,X,X,X,X
JLSITOZ,O,O,O,X,O,X,O,X,X,X,O
JLSIZTO,O,O,O,O,O,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,O,X,X,X,X,X
JLSIOTZ,X,O,O,X,O,X,X,X,X,X,X
JLSIOZT,X,O,X,O,O,O,X,X,X,X,X
JLSZTIO,O,O,O,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,O,O,O,O,X,X,X,O
JLSZITO,O,O,O,O,O,O,X,X,X,X,X
JLSZIOT,O,O,X,O,O,O,X,X,X,X,X
JLSZOTI,O,O,X,O,O,O,X,X,X,X,X
JLSZOIT,O,O,X,O,O,O,X,X,X,X,X
JLSOTIZ,O,O,O,X,O,O,O,X,X,X,O
JLSOTZI,O,O,O,X,O,O,O,X,X,X,O
JLSOITZ,X,O,O,X,O,O,O,X,X,X,X
JLSOIZT,X,O,X,O,O,O,X,X,X,X,X
JLSOZTI,O,O,X,O,O,O,O,X,X,X,X
JLSOZIT,O,O,X,O,O,O,X,X,X,X,X
JLZTISO,O,O,O,O,X,X,X,O,X,O,X
JLZTIOS,O,O,O,X,X,X,X,O,X,O,X
JLZTSIO,O,O,O,X,X,O,X,O,X,O,X
JLZTSOI,O,O,O,X,X,O,O,O,X,O,O
JLZTOIS,O,O,O,X,X,X,X,O,X,O,O
JLZTOSI,O,O,O,X,X,O,X,O,X,O,O
JLZITSO,O,O,O,O,X,X,X,O,X,O,X
JLZITOS,O,O,O,X,X,X,X,O,X,O,X
JLZISTO,O,O,O,O,O,X,X,O,X,X,X
JLZISOT,O,O,X,O,O,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,O,X,X,O,X,X,X,X,X,X
JLZSTIO,O,O,O,X,O,O,X,O,X,X,X
JLZSTOI,O,O,O,X,O,O,O,O,X,X,O
JLZSITO,O,O,O,X,O,O,X,O,X,X,X
JLZSIOT,O,O,X,X,O,O,X,X,X,X,X
JLZSOTI,O,O,X,X,O,O,X,X,X,X,X
JLZSOIT,O,O,X,X,O,O,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X,O,X
JLZOTSI,O,O,O,X,X,O,X,X,X,O,X
JLZOITS,O,O,O,X,X,X,X,X,X,X,X
JLZOIST,O,O,X,X,O,X,X,X,X,X,X
JLZOSTI,O,O,X,X,O,O,X,X,X,O,X
JLZOSIT,O,O,X,X,O,O,X,X,X,X,X
JLOTISZ,O,O,O,X,O,X,O,X,X,X,O
JLOTIZS,O,O,O,X,X,X,O,X,X,X,O
JLOTSIZ,O,O,O,X,O,X,O,X,X,X,O
JLOTSZI,O,O,O,X,O,X,O,X,X,X,O
JLOTZIS,O,O,O,X,X,X,O,X,X,X,O
JLOTZSI,O,O,O,X,X,X,O,X,X,X,O
JLOITSZ,O,O,O,X,O,X,O,X,X,X,X
JLOITZS,O,O,O,X,X,X,O,X,X,X,X
JLOISTZ,X,O,O,X,O,X,O,X,X,X,X
JLOISZT,X,O,X,X,O,X,X,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,X
JLOIZST,O,O,X,X,O,X,X,X,X,X,X
JLOSTIZ,O,O,O,X,O,O,O,X,X,X,O
JLOSTZI,O,O,O,X,O,O,O,X,X,X,O
JLOSITZ,X,O,O,X,O,O,O,X,X,X,X
JLOSIZT,X,O,X,X,O,O,X,X,X,X,X
JLOSZTI,O,O,X,X,O,O,O,X,X,O,X
JLOSZIT,O,O,X,X,O,O,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,O,X,X,O,X
JLOZTSI,O,O,O,X,X,O,O,X,X,O,X
JLOZITS,O,O,O,X,X,X,X,X,X,X,X
JLOZIST,O,O,X,X,O,X,X,X,X,X,X
JLOZSTI,O,O,X,X,O,O,O,X,X,O,X
JLOZSIT,O,O,X,X,O,O,X,X,X,X,X
JSTILZO,O,O,O,X,X,O,X,O,X,X,X
JSTILOZ,O,O,O,X,X,X,O,O,X,X,O
JSTIZLO,O,O,O,X,X,O,X,O,X,X,X
JSTIZOL,O,O,O,X,X,O,X,O,X,X,X
JSTIOLZ,O,O,O,X,X,X,O,O,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,X,X,O,X,O,X,X,X
JSTLIOZ,O,O,O,X,X,X,O,O,X,X,O
JSTLZIO,O,O,O,X,X,O,X,O,X,X,X
JSTLZOI,O,O,O,X,X,O,O,O,X,X,O
JSTLOIZ,O,O,O,X,X,X,O,O,X,X,O
JSTLOZI,O,O,O,X,X,X,O,O,X,X,O
JSTZILO,O,O,O,X,X,O,X,O,X,X,X
JSTZIOL,O,O,O,X,X,O,X,O,X,X,X
JSTZLIO,O,O,O,X,X,O,X,O,X,X,X
JSTZLOI,O,O,O,X,X,O,O,O,X,X,O
JSTZOIL,O,O,O,X,X,O,X,O,X,X,X
JSTZOLI,O,X,O,X,X,O,O,O,X,X,X
JSTOILZ,O,O,O,X,X,O,O,O,X,X,X
JSTOIZL,O,O,O,X,X,O,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,O,O,O,X,X,O
JSTOLZI,O,O,O,X,X,O,O,O,X,X,O
JSTOZIL,O,O,O,X,X,O,X,O,X,X,X
JSTOZLI,O,O,O,X,X,O,O,O,X,X,X
JSITLZO,O,O,O,X,X,O,X,O,X,X,X
JSITLOZ,O,O,O,X,X,X,O,O,X,X,O
JSITZLO,O,O,O,X,X,O,X,O,X,X,X
JSITZOL,O,O,O,X,X,O,X,O,X,X,X
JSITOLZ,O,O,O,X,X,X,O,O,X,X,X
JSITOZL,O,O,O,X,X,X,X,X,X,X,X
JSILTZO,O,O,O,X,O,O,X,X,X,X,X
JSILTOZ,O,O,O,X,O,X,O,X,X,X,O
JSILZTO,O,O,O,O,O,O,X,X,X,X,X
JSILZOT,X,O,X,O,O,O,X,X,X,X,X
JSILOTZ,X,O,O,X,O,X,X,X,X,X,X
JSILOZT,X,O,X,O,O,O,X,X,X,X,X
JSIZTLO,O,O,O,O,X,O,X,O,X,O,X
JSIZTOL,O,O,O,O,X,O,X,O,X,O,X
JSIZLTO,O,O,O,O,X,O,X,O,X,X,X
JSIZLOT,X,O,X,O,X,O,X,X,X,X,X
JSIZOTL,O,O,O,O,X,O,X,O,X,X,X
JSIZOLT,X,O,X,O,X,O,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,O,O,X,X,X,X
JSIOTZL,O,O,X,X,X,O,X,X,X,X,X
JSIOLTZ,X,O,X,X,O,O,O,X,X,X,X
JSIOLZT,X,O,X,O,O,O,X,X,X,X,X
JSIOZTL,O,O,X,O,X,O,X,X,X,X,X
JSIOZLT,X,O,X,O,X,O,X,X,X,X,X
JSLTIZO,O,O,O,X,O,O,X,X,X,X,X
JSLTIOZ,O,O,O,X,O,X,O,X,X,X,O
JSLTZIO,O,O,O,X,O,O,X,X,X,X,X
JSLTZOI,O,O,O,X,O,O,O,X,X,X,O
JSLTOIZ,O,O,O,X,O,X,O,X,X,X,O
JSLTOZI,O,O,O,X,O,X,O,X,X,X,O
JSLITZO,O,O,O,X,O,O,X,X,X,X,X
JSLITOZ,O,O,O,X,O,X,O,X,X,X,O
JSLIZTO,O,O,O,O,O,O,X,X,X,X,X
JSLIZOT,X,O,X,O,O,O,X,X,X,X,X
JSLIOTZ,X,O,O,X,O,X,X,X,X,X,X
JSLIOZT,X,O,X,O,O,O,X,X,X,X,X
JSLZTIO,O,O,O,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,O,O,O,O,X,X,X,O
JSLZITO,O,O,O,O,O,O,X,X,X,X,X
JSLZIOT,O,O,X,O,O,O,X,X,X,X,X
JSLZOTI,O,O,X,O,O,O,X,X,X,X,X
JSLZOIT,O,O,X,O,O,O,X,X,X,X,X
JSLOTIZ,O,O,O,X,O,O,O,X,X,X,O
JSLOTZI,O,O,O,X,O,O,O,X,X,X,O
JSLOITZ,X,O,O,X,O,O,O,X,X,X,X
JSLOIZT,X,O,X,O,O,O,X,X,X,X,X
JSLOZTI,O,O,X,O,O,O,O,X,X,X,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X,X
JSZTILO,O,O,O,O,X,O,X,O,X,O,X
JSZTIOL,O,O,O,O,X,O,X,O,X,O,X
JSZTLIO,O,O,O,O,X,O,X,O,X,O,X
JSZTLOI,O,O,O,O,X,O,O,O,X,O,O
JSZTOIL,O,O,O,O,X,O,X,O,X,O,X
JSZTOLI,O,X,O,O,X,O,O,O,X,O,X
JSZITLO,O,O,O,O,X,O,X,O,X,O,X
JSZITOL,O,O,O,O,X,O,X,O,X,O,X
JSZILTO,O,O,O,O,X,O,X,O,X,X,X
JSZILOT,O,O,X,O,X,O,X,X,X,X,X
JSZIOTL,O,O,O,O,X,O,X,O,X,X,X
JSZIOLT,X,O,X,O,X,O,X,X,X,X,X
JSZLTIO,O,O,O,O,X,O,X,O,X,X,X
JSZLTOI,O,O,O,O,X,O,O,O,X,X,O
JSZLITO,O,O,O,O,X,O,X,O,X,X,X
JSZLIOT,O,O,X,O,X,O,X,X,X,X,X
JSZLOTI,O,O,X,O,X,O,X,X,X,X,X
JSZLOIT,O,O,X,O,X,O,X,X,X,X,X
JSZOTIL,O,O,O,O,X,O,X,O,X,O,X
JSZOTLI,O,O,O,O,X,O,O,O,X,O,X
JSZOITL,O,O,O,O,X,O,X,O,X,O,X
JSZOILT,X,O,X,O,X,O,X,X,X,X,X
JSZOLTI,X,O,X,O,X,O,O,X,X,O,X
JSZOLIT,X,O,X,O,X,O,X,X,X,X,X
JSOTILZ,O,O,X,X,X,O,O,X,X,X,X
JSOTIZL,O,O,X,X,X,O,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,O,O,X,X,X,O
JSOTLZI,O,O,X,X,X,O,O,X,X,X,O
JSOTZIL,O,O,X,X,X,O,X,X,X,O,X
JSOTZLI,O,O,X,X,X,O,O,X,X,O,X
JSOITLZ,O,O,X,X,X,O,O,X,X,X,X
JSOITZL,O,O,X,X,X,O,X,X,X,X,X
JSOILTZ,X,O,X,X,O,O,O,X,X,X,X
JSOILZT,X,O,X,O,O,O,X,X,X,X,X
JSOIZTL,O,O,X,O,X,O,X,X,X,O,X
JSOIZLT,X,O,X,O,X,O,X,X,X,X,X
JSOLTIZ,X,O,X,X,O,O,O,X,X,X,O
JSOLTZI,X,O,X,X,O,O,O,X,X,X,O
JSOLITZ,X,O,X,X,O,O,O,X,X,X,X
JSOLIZT,X,O,X,O,O,O,X,X,X,X,X
JSOLZTI,X,O,X,O,O,O,O,X,X,O,X
JSOLZIT,X,O,X,O,O,O,X,X,X,X,X
JSOZTIL,O,O,X,O,X,O,X,X,X,O,X
JSOZTLI,O,O,X,O,X,O,O,X,X,O,X
JSOZITL,O,O,X,O,X,O,X,X,X,O,X
JSOZILT,X,O,X,O,X,O,X,X,X,X,X
JSOZLTI,X,O,X,O,X,O,O,X,X,O,X
JSOZLIT,X,O,X,O,X,O,X,X,X,X,X
JZTILSO,O,O,O,O,X,X,X,O,X,O,X
JZTILOS,O,O,O,X,X,X,X,O,X,O,X
JZTISLO,O,O,O,O,X,O,X,O,X,O,X
JZTISOL,O,O,O,O,X,O,X,O,X,O,X
JZTIOLS,O,X,O,X,X,X,X,O,X,O,X
JZTIOSL,O,O,O,X,X,O,X,O,O,O,X
JZTLISO,O,O,O,O,X,X,X,O,X,O,X
JZTLIOS,O,O,O,X,X,X,X,O,X,O,X
JZTLSIO,O,O,O,X,X,O,X,O,X,O,X
JZTLSOI,O,O,O,X,X,O,O,O,X,O,O
JZTLOIS,O,O,O,X,X,X,X,O,X,O,O
JZTLOSI,O,O,O,X,X,O,X,O,X,O,O
JZTSILO,O,O,O,X,X,O,X,O,X,O,X
JZTSIOL,O,O,O,X,X,O,X,O,X,O,X
JZTSLIO,O,O,O,X,X,O,X,O,X,O,X
JZTSLOI,O,O,O,X,X,O,O,O,X,O,O
JZTSOIL,O,O,O,X,X,O,X,O,X,O,X
JZTSOLI,O,X,O,X,X,O,O,O,X,O,X
JZTOILS,O,X,O,X,X,X,X,O,X,O,X
JZTOISL,O,O,O,X,X,O,X,O,O,O,X
JZTOLIS,O,X,O,X,X,X,O,O,X,O,X
