sequence,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFRhBGjB3mBznB0q?BiqB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhFmhBCjBTmBXoB0q?BFqB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhF3gBzhBunBcoBxq?ByvB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhF8mBqnBTjBFlB3q?BOrB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFymBGjBznBxqBcq?BXrB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFqnBTjBRmBllB3m?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFSoBRmBllB3mBzn?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFxhBTjBKqBGmB0n?BfrB,v115@HhA8IeB8DeA8BeC8CeE8JeUBJvhFFlBxnBCnBXoBzq?BmpB
LOTSIJZ,O,X,X,O,O,X,X,X,X
LOTSIZJ,X,X,X,O,O,X,X,X,X
LOTSJIZ,O,X,X,O,O,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,X,X,X,X
LOTSZJI,O,X,X,O,X,X,X,X,X
LOTZIJS,X,X,O,X,O,O,X,O,O
LOTZISJ,X,X,O,O,O,O,X,X,O
LOTZJIS,X,X,O,X,O,O,X,O,X
LOTZJSI,O,X,X,X,X,X,X,O,X
LOTZSIJ,O,X,X,O,X,X,X,X,X
LOTZSJI,O,X,X,O,X,X,X,O,X
LOITJSZ,X,X,X,O,O,X,X,X,X
LOITJZS,X,X,X,X,O,O,X,X,X
LOITSJZ,X,X,X,O,O,X,X,X,X
LOITSZJ,X,X,O,O,O,X,X,X,X
LOITZJS,X,X,O,X,O,O,X,X,O
LOITZSJ,X,X,O,O,O,O,X,X,O
LOIJTSZ,X,X,X,O,O,X,X,X,X
LOIJTZS,X,X,X,X,O,O,X,X,X
LOIJSTZ,X,O,X,X,O,X,X,X,X
LOIJSZT,X,O,X,X,O,O,X,X,X
LOIJZTS,X,X,X,X,O,O,O,X,X
LOIJZST,X,X,X,X,O,O,O,X,X
LOISTJZ,X,O,X,O,O,X,X,X,X
LOISTZJ,X,X,O,O,O,X,X,X,X
LOISJTZ,X,O,X,X,O,X,X,X,X
LOISJZT,X,O,X,X,O,O,X,X,X
LOISZTJ,X,X,O,O,O,O,X,X,X
LOISZJT,X,O,O,X,O,O,X,X,X
LOIZTJS,X,X,O,X,O,O,O,X,O
LOIZTSJ,X,X,O,O,O,O,O,X,O
LOIZJTS,X,X,O,X,O,O,O,X,X
LOIZJST,X,X,O,X,O,O,O,X,X
LOIZSTJ,X,X,O,O,O,O,O,X,X
LOIZSJT,X,X,O,X,O,O,O,X,X
LOJTISZ,X,X,X,O,O,X,X,X,X
LOJTIZS,X,X,X,X,O,O,X,X,X
LOJTSIZ,O,X,X,O,O,X,X,X,X
LOJTSZI,O,X,X,O,X,X,X,X,X
LOJTZIS,X,X,X,X,O,O,X,O,X
LOJTZSI,O,X,X,X,X,X,X,O,X
LOJITSZ,X,X,X,O,O,X,X,X,X
LOJITZS,X,X,X,X,O,O,X,X,X
LOJISTZ,X,O,X,X,O,X,X,X,X
LOJISZT,X,O,X,X,O,O,X,X,X
LOJIZTS,X,X,X,X,O,O,O,X,X
LOJIZST,X,X,X,X,O,O,O,X,X
LOJSTIZ,O,O,X,O,O,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X
LOJSITZ,O,O,X,X,O,X,X,X,X
LOJSIZT,O,O,X,X,O,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X,X,X
LOJSZIT,O,O,X,X,X,O,X,X,X
LOJZTIS,X,X,X,X,O,O,X,O,X
LOJZTSI,O,X,X,X,X,X,X,O,X
LOJZITS,X,X,X,X,O,O,O,O,X
LOJZIST,X,O,X,X,O,O,O,X,X
LOJZSTI,O,O,X,O,X,X,X,O,X
LOJZSIT,O,O,X,X,X,O,X,X,X
LOSTIJZ,O,O,X,O,O,X,X,X,X
LOSTIZJ,X,X,X,O,O,X,X,X,X
LOSTJIZ,O,O,X,O,O,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,X
LOSTZJI,O,O,X,O,X,X,X,X,X
LOSITJZ,O,O,X,O,O,X,X,X,X
LOSITZJ,X,X,X,O,O,X,X,X,X
LOSIJTZ,O,O,X,X,O,X,X,X,X
LOSIJZT,O,O,X,X,O,O,X,X,X
LOSIZTJ,O,O,X,O,O,O,X,X,X
LOSIZJT,O,O,X,X,O,O,X,X,X
LOSJTIZ,O,O,X,O,O,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X,X
LOSJITZ,O,O,X,X,O,X,X,X,X
LOSJIZT,O,O,X,X,O,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X,X,X
LOSJZIT,O,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,X
LOSZTJI,O,O,X,O,X,X,X,X,X
LOSZITJ,O,O,X,O,X,O,X,X,X
LOSZIJT,O,O,X,X,X,O,X,X,X
LOSZJTI,O,O,X,O,X,X,X,X,X
LOSZJIT,O,O,X,X,X,O,X,X,X
LOZTIJS,X,X,O,X,O,O,X,O,O
LOZTISJ,X,X,O,O,O,O,X,X,O
LOZTJIS,X,X,O,X,O,O,X,O,X
LOZTJSI,O,X,X,X,X,X,X,O,X
LOZTSIJ,O,X,X,O,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,O,X
LOZITJS,X,X,O,X,O,O,O,O,O
LOZITSJ,X,X,O,O,O,O,O,X,O
LOZIJTS,X,X,O,X,O,O,O,O,X
LOZIJST,X,O,O,X,O,O,O,X,X
LOZISTJ,X,O,O,O,O,O,O,X,X
LOZISJT,X,O,O,X,O,O,O,X,X
LOZJTIS,X,X,O,X,O,O,X,O,X
LOZJTSI,O,X,X,X,X,X,X,O,X
LOZJITS,X,X,O,X,O,O,O,O,X
LOZJIST,X,O,O,X,O,O,O,X,X
LOZJSTI,O,O,X,O,X,X,X,O,X
LOZJSIT,O,O,X,X,X,O,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,X,X
LOZSTJI,O,O,X,O,X,X,X,O,X
LOZSITJ,O,O,X,O,X,O,X,X,X
LOZSIJT,O,O,X,X,X,O,X,X,X
LOZSJTI,O,O,X,O,X,X,X,O,X
LOZSJIT,O,O,X,X,X,O,X,X,X
JTILSZO,X,X,X,O,X,X,X,X,X
JTILSOZ,X,X,X,O,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,O,X,X
JTILZOS,X,X,X,X,X,O,O,X,X
JTILOSZ,X,X,X,O,O,X,X,X,X
JTILOZS,X,X,X,X,O,O,X,X,X
JTISLZO,O,O,X,O,X,X,X,X,X
JTISLOZ,O,O,X,O,X,X,X,X,X
JTISZLO,O,X,O,O,X,X,X,X,X
JTISZOL,O,X,O,X,X,X,X,X,X
JTISOLZ,O,X,X,O,X,X,X,X,X
JTISOZL,O,X,O,X,X,X,X,X,X
JTIZLSO,X,X,O,X,X,X,O,X,X
JTIZLOS,X,X,O,X,X,O,O,X,X
JTIZSLO,O,X,O,X,X,X,X,X,X
JTIZSOL,O,X,O,X,X,X,X,X,X
JTIZOLS,X,X,O,X,X,O,X,X,X
JTIZOSL,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,O,X,X,X,X
JTIOLZS,X,X,X,X,O,O,X,X,X
JTIOSLZ,X,X,X,O,O,X,X,X,X
JTIOSZL,X,X,O,X,O,X,X,X,X
JTIOZLS,X,X,O,X,O,O,X,X,X
JTIOZSL,X,X,O,X,O,X,X,X,X
JTLISZO,X,X,X,O,X,X,X,X,X
JTLISOZ,X,X,X,O,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,O,X,X
JTLIZOS,X,X,X,X,X,O,O,O,X
JTLIOSZ,X,X,X,O,O,X,X,X,X
JTLIOZS,X,X,X,X,O,O,X,X,X
JTLSIZO,O,X,X,O,X,X,X,X,X
JTLSIOZ,O,X,X,O,X,X,X,X,X
JTLSZIO,O,X,X,O,X,X,X,X,X
JTLSZOI,X,X,X,O,X,X,X,O,X
JTLSOIZ,X,X,X,O,X,X,X,X,X
JTLSOZI,X,X,X,O,X,X,X,X,X
JTLZISO,X,X,X,X,X,X,O,X,X
JTLZIOS,X,X,X,X,X,O,O,O,X
JTLZSIO,O,X,X,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X,O,X
JTLZOIS,X,X,X,X,X,O,X,O,X
JTLZOSI,X,X,X,X,X,X,X,O,X
JTLOISZ,X,X,X,O,O,X,X,X,X
JTLOIZS,X,X,X,X,O,O,X,X,X
JTLOSIZ,X,X,X,O,O,X,X,X,X
JTLOSZI,X,X,X,O,X,X,X,X,X
JTLOZIS,X,X,X,X,O,O,X,O,X
JTLOZSI,X,X,X,X,X,X,X,O,X
JTSILZO,O,O,X,O,X,X,X,X,X
JTSILOZ,O,O,X,O,X,X,X,X,X
JTSIZLO,O,X,X,O,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,X,X,O,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,O,X,X,X,X,X
JTSLIOZ,O,O,X,O,X,X,X,X,X
JTSLZIO,O,O,X,O,X,X,X,X,X
JTSLZOI,X,X,X,O,X,X,X,X,X
JTSLOIZ,X,O,X,O,X,X,X,X,X
JTSLOZI,X,O,X,O,X,X,X,X,X
JTSZILO,O,O,X,O,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,X,O,X,X,X,X,X
JTSZLOI,X,X,X,O,X,X,X,X,X
JTSZOIL,O,X,X,X,X,X,X,X,X
JTSZOLI,O,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,O,X,X,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X
JTZILSO,X,X,O,X,X,X,O,X,X
JTZILOS,X,X,O,X,X,O,O,X,X
JTZISLO,O,O,O,X,X,X,X,X,X
JTZISOL,O,X,O,X,X,X,X,X,X
JTZIOLS,X,X,O,X,X,O,X,X,X
JTZIOSL,X,X,O,X,X,X,X,X,X
JTZLISO,X,X,O,X,X,X,O,X,X
JTZLIOS,X,X,O,X,X,O,O,O,X
JTZLSIO,O,X,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X,O,X
JTZLOIS,X,X,O,X,X,O,X,O,X
JTZLOSI,X,X,X,X,X,X,X,O,X
JTZSILO,O,O,O,X,X,X,X,X,X
JTZSIOL,O,X,O,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X,X
JTZSLOI,X,X,X,X,X,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X,X,X
JTZSOLI,O,X,X,X,X,X,X,X,X
JTZOILS,X,X,O,X,X,O,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,X
JTZOLIS,X,X,O,X,X,O,X,O,X
JTZOLSI,O,X,X,X,X,X,X,O,X
JTZOSIL,O,X,O,X,X,X,X,X,X
JTZOSLI,O,X,X,X,X,X,X,X,X
JTOILSZ,X,X,X,O,O,X,X,X,X
JTOILZS,X,X,X,X,O,O,X,X,X
JTOISLZ,O,O,X,O,O,X,X,X,X
JTOISZL,O,X,O,X,O,X,X,X,X
JTOIZLS,X,X,O,X,O,O,X,X,X
JTOIZSL,O,X,O,X,O,X,X,X,X
JTOLISZ,X,X,X,O,O,X,X,X,X
JTOLIZS,X,X,X,X,O,O,X,X,X
JTOLSIZ,O,X,X,O,O,X,X,X,X
JTOLSZI,O,X,X,O,X,X,X,X,X
JTOLZIS,X,X,X,X,O,O,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X
JTOSILZ,O,O,X,O,O,X,X,X,X
JTOSIZL,O,X,X,X,O,X,X,X,X
JTOSLIZ,O,O,X,O,O,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X
JTOZILS,X,X,O,X,O,O,X,X,X
JTOZISL,O,O,O,X,O,X,X,X,X
JTOZLIS,X,X,O,X,O,O,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X
JTOZSIL,O,O,O,X,X,X,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X,X
JITLSZO,X,X,X,O,X,X,X,X,X
JITLSOZ,X,X,X,O,X,X,X,X,X
JITLZSO,X,X,X,X,X,X,O,X,X
JITLZOS,X,X,X,X,X,O,O,X,X
JITLOSZ,X,X,X,O,O,X,X,X,X
JITLOZS,X,X,X,X,O,O,X,X,X
JITSLZO,O,O,X,O,X,X,X,X,X
JITSLOZ,O,O,X,O,X,X,X,X,X
JITSZLO,O,X,O,O,X,X,X,X,X
JITSZOL,O,X,O,X,X,X,X,X,X
JITSOLZ,O,X,X,O,X,X,X,X,X
JITSOZL,O,X,O,X,X,X,X,X,X
JITZLSO,X,X,O,X,X,X,O,X,X
JITZLOS,X,X,O,X,X,O,O,X,X
JITZSLO,O,X,O,X,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X,X
JITZOLS,X,X,O,X,X,O,X,X,X
JITZOSL,X,X,O,X,X,X,X,X,X
JITOLSZ,X,X,X,O,O,X,X,X,X
JITOLZS,X,X,X,X,O,O,X,X,X
JITOSLZ,X,X,X,O,O,X,X,X,X
JITOSZL,X,X,O,X,O,X,X,X,X
JITOZLS,X,X,O,X,O,O,X,X,X
JITOZSL,X,X,O,X,O,X,X,X,X
JILTSZO,X,X,X,O,X,X,X,X,X
JILTSOZ,X,X,X,O,X,X,X,X,X
JILTZSO,X,X,X,X,X,X,O,X,X
JILTZOS,X,X,X,X,X,O,O,O,X
JILTOSZ,X,X,X,O,O,X,X,X,X
JILTOZS,X,X,X,X,O,O,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,O,X,X
JILSZOT,X,O,X,X,X,O,O,X,X
JILSOTZ,X,O,X,X,X,X,X,X,X
JILSOZT,X,O,X,X,X,O,X,X,X
JILZTSO,X,X,X,X,X,X,O,X,X
JILZTOS,X,X,X,X,X,O,O,O,X
JILZSTO,X,X,X,X,X,X,O,X,X
JILZSOT,X,X,X,X,X,O,O,X,X
JILZOTS,X,X,X,X,X,O,O,O,X
JILZOST,X,X,X,X,X,O,O,X,X
JILOTSZ,X,X,X,O,O,X,X,X,X
JILOTZS,X,X,X,X,O,O,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X
JILOSZT,X,X,X,X,O,O,X,X,X
JILOZTS,X,X,X,X,O,O,O,X,X
JILOZST,X,X,X,X,O,O,O,X,X
JISTLZO,O,O,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X
JISTZOL,O,X,O,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,O,X,X
JISLZOT,X,O,X,X,X,O,O,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X
JISLOZT,X,O,X,X,X,O,X,X,X
JISZTLO,O,O,O,X,X,X,X,X,X
JISZTOL,O,X,O,X,X,X,X,X,X
JISZLTO,O,O,O,X,X,X,O,X,X
JISZLOT,X,O,O,X,X,O,O,X,X
JISZOTL,O,O,O,X,X,X,X,X,X
JISZOLT,X,O,O,X,X,O,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X
JISOTZL,O,X,O,X,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,X,X,X
JISOLZT,X,O,X,X,X,O,X,X,X
JISOZTL,O,O,O,X,X,X,X,X,X
JISOZLT,X,O,O,X,X,O,X,X,X
JIZTLSO,X,X,O,X,X,X,O,X,X
JIZTLOS,X,X,O,X,X,O,O,X,X
JIZTSLO,O,O,O,X,X,X,X,X,X
JIZTSOL,O,X,O,X,X,X,X,X,X
JIZTOLS,X,X,O,X,X,O,X,X,X
JIZTOSL,X,X,O,X,X,X,X,X,X
JIZLTSO,X,X,O,X,X,X,O,X,X
JIZLTOS,X,X,O,X,X,O,O,O,X
JIZLSTO,X,O,O,X,X,X,O,X,X
JIZLSOT,X,O,O,X,X,O,O,X,X
JIZLOTS,X,X,O,X,X,O,O,O,X
JIZLOST,X,X,O,X,X,O,O,X,X
JIZSTLO,O,O,O,X,X,X,X,X,X
JIZSTOL,O,X,O,X,X,X,X,X,X
JIZSLTO,O,O,O,X,X,X,O,X,X
JIZSLOT,X,O,O,X,X,O,O,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X
JIZSOLT,X,O,O,X,X,O,X,X,X
JIZOTLS,X,X,O,X,X,O,X,X,X
JIZOTSL,X,O,O,X,X,X,X,X,X
JIZOLTS,X,X,O,X,X,O,O,O,X
JIZOLST,X,O,O,X,X,O,O,X,X
JIZOSTL,X,O,O,X,X,X,X,X,X
JIZOSLT,X,O,O,X,X,O,X,X,X
JIOTLSZ,X,X,X,O,O,X,X,X,X
JIOTLZS,X,X,X,X,O,O,X,X,X
JIOTSLZ,X,O,X,O,O,X,X,X,X
JIOTSZL,X,X,O,X,O,X,X,X,X
JIOTZLS,X,X,O,X,O,O,X,X,O
JIOTZSL,X,X,O,X,O,X,X,X,O
JIOLTSZ,X,X,X,O,O,X,X,X,X
JIOLTZS,X,X,X,X,O,O,X,X,X
JIOLSTZ,X,O,X,X,O,X,X,X,X
JIOLSZT,X,O,X,X,O,O,X,X,X
JIOLZTS,X,X,X,X,O,O,O,X,X
JIOLZST,X,X,X,X,O,O,O,X,X
JIOSTLZ,X,O,X,X,O,X,X,X,X
JIOSTZL,X,X,O,X,O,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,X,X,X
JIOSLZT,X,O,X,X,O,O,X,X,X
JIOSZTL,X,O,O,X,O,X,X,X,X
JIOSZLT,X,O,O,X,O,O,X,X,X
JIOZTLS,X,X,O,X,O,O,X,X,O
JIOZTSL,X,O,O,X,O,X,X,X,O
JIOZLTS,X,X,O,X,O,O,O,X,X
JIOZLST,X,O,O,X,O,O,O,X,X
JIOZSTL,X,O,O,X,O,X,X,X,X
JIOZSLT,X,O,O,X,O,O,X,X,X
JLTISZO,X,X,X,O,X,X,X,X,X
JLTISOZ,X,X,X,O,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,O,X,X
JLTIZOS,X,X,X,X,X,O,O,O,X
JLTIOSZ,X,X,X,O,O,X,X,X,X
JLTIOZS,X,X,X,X,O,O,X,X,X
JLTSIZO,O,X,X,O,X,X,X,X,X
JLTSIOZ,O,X,X,O,X,X,X,X,X
JLTSZIO,O,X,X,O,X,X,X,X,X
JLTSZOI,X,X,X,O,X,X,X,O,X
JLTSOIZ,X,X,X,O,X,X,X,X,X
JLTSOZI,X,X,X,O,X,X,X,X,X
JLTZISO,X,X,X,X,X,X,O,X,X
JLTZIOS,X,X,X,X,X,O,O,O,X
JLTZSIO,O,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,O,X
JLTZOIS,X,X,X,X,X,O,X,O,X
JLTZOSI,X,X,X,X,X,X,X,O,X
JLTOISZ,X,X,X,O,O,X,X,X,X
JLTOIZS,X,X,X,X,O,O,X,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X
JLTOSZI,X,X,X,O,X,X,X,X,X
JLTOZIS,X,X,X,X,O,O,X,O,X
JLTOZSI,X,X,X,X,X,X,X,O,X
JLITSZO,X,X,X,O,X,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,O,X,X
JLITZOS,X,X,X,X,X,O,O,O,X
JLITOSZ,X,X,X,O,O,X,X,X,X
JLITOZS,X,X,X,X,O,O,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X
JLISTOZ,X,O,X,X,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,O,X,X
JLISZOT,X,O,X,X,X,O,O,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X
JLISOZT,X,O,X,X,X,O,X,X,X
JLIZTSO,X,X,X,X,X,X,O,X,X
JLIZTOS,X,X,X,X,X,O,O,O,X
JLIZSTO,X,X,X,X,X,X,O,X,X
JLIZSOT,X,X,X,X,X,O,O,X,X
JLIZOTS,X,X,X,X,X,O,O,O,X
JLIZOST,X,X,X,X,X,O,O,X,X
JLIOTSZ,X,X,X,O,O,X,X,X,X
JLIOTZS,X,X,X,X,O,O,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X
JLIOSZT,X,X,X,X,O,O,X,X,X
JLIOZTS,X,X,X,X,O,O,O,X,X
JLIOZST,X,X,X,X,O,O,O,X,X
JLSTIZO,O,O,X,O,X,X,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X,X
JLSTZIO,O,O,X,O,X,X,X,X,X
JLSTZOI,X,X,X,O,X,X,X,O,X
JLSTOIZ,X,O,X,O,X,X,X,X,X
JLSTOZI,X,O,X,O,X,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,X,O,X,X
JLSIZOT,X,O,X,X,X,O,O,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X
JLSIOZT,X,O,X,X,X,O,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X,X
JLSZTOI,X,X,X,O,X,X,X,O,X
JLSZITO,O,O,X,X,X,X,O,X,X
JLSZIOT,X,O,X,X,X,O,O,X,X
JLSZOTI,X,O,X,O,X,X,X,O,X
JLSZOIT,X,O,X,X,X,O,X,X,X
JLSOTIZ,X,O,X,O,X,X,X,X,X
JLSOTZI,X,O,X,O,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,X
JLSOIZT,X,O,X,X,X,O,X,X,X
JLSOZTI,X,O,X,O,X,X,X,X,X
JLSOZIT,X,O,X,X,X,O,X,X,X
JLZTISO,X,X,X,X,X,X,O,X,X
JLZTIOS,X,X,X,X,X,O,O,O,X
JLZTSIO,O,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,O,X
JLZTOIS,X,X,X,X,X,O,X,O,X
JLZTOSI,X,X,X,X,X,X,X,O,X
JLZITSO,X,X,X,X,X,X,O,X,X
JLZITOS,X,X,X,X,X,O,O,O,X
JLZISTO,X,O,X,X,X,X,O,X,X
JLZISOT,X,O,X,X,X,O,O,X,X
JLZIOTS,X,X,X,X,X,O,O,O,X
JLZIOST,X,X,X,X,X,O,O,X,X
JLZSTIO,O,O,X,O,X,X,X,X,X
JLZSTOI,X,X,X,O,X,X,X,O,X
JLZSITO,O,O,X,X,X,X,O,X,X
JLZSIOT,X,O,X,X,X,O,O,X,X
JLZSOTI,X,X,X,O,X,X,X,O,X
JLZSOIT,X,O,X,X,X,O,X,X,X
JLZOTIS,X,X,X,X,X,O,X,O,X
JLZOTSI,X,X,X,X,X,X,X,O,X
JLZOITS,X,X,X,X,X,O,O,O,X
JLZOIST,X,X,X,X,X,O,O,X,X
JLZOSTI,X,X,X,O,X,X,X,O,X
JLZOSIT,X,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,O,O,X,X,X,X
JLOTIZS,X,X,X,X,O,O,X,X,X
JLOTSIZ,X,X,X,O,O,X,X,X,X
JLOTSZI,X,X,X,O,X,X,X,X,X
JLOTZIS,X,X,X,X,O,O,X,O,X
JLOTZSI,X,X,X,X,X,X,X,O,X
JLOITSZ,X,X,X,O,O,X,X,X,X
JLOITZS,X,X,X,X,O,O,X,X,X
JLOISTZ,X,O,X,X,O,X,X,X,X
JLOISZT,X,O,X,X,O,O,X,X,X
JLOIZTS,X,X,X,X,O,O,O,X,X
JLOIZST,X,X,X,X,O,O,O,X,X
JLOSTIZ,X,O,X,O,O,X,X,X,X
JLOSTZI,X,O,X,O,X,X,X,X,X
JLOSITZ,X,O,X,X,O,X,X,X,X
JLOSIZT,X,O,X,X,O,O,X,X,X
JLOSZTI,X,O,X,O,X,X,X,X,X
JLOSZIT,X,O,X,X,X,O,X,X,X
JLOZTIS,X,X,X,X,O,O,X,O,X
JLOZTSI,X,X,X,X,X,X,X,O,X
JLOZITS,X,X,X,X,O,O,O,O,X
JLOZIST,X,O,X,X,O,O,O,X,X
JLOZSTI,X,O,X,O,X,X,X,O,X
JLOZSIT,X,O,X,X,X,O,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X
JSTILOZ,O,O,X,O,X,X,X,X,X
JSTIZLO,O,X,X,O,X,X,X,X,X
JSTIZOL,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,O,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,O,X,X,X,X,X
JSTLIOZ,O,O,X,O,X,X,X,X,X
JSTLZIO,O,O,X,O,X,X,X,X,X
JSTLZOI,X,X,X,O,X,X,X,X,X
JSTLOIZ,X,O,X,O,X,X,X,X,X
JSTLOZI,X,O,X,O,X,X,X,X,X
JSTZILO,O,O,X,O,X,X,X,X,X
JSTZIOL,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,X,O,X,X,X,X,X
JSTZLOI,X,X,X,O,X,X,X,X,X
JSTZOIL,O,X,X,X,X,X,X,X,X
JSTZOLI,O,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X,X,X
JSTOIZL,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X
JSITZLO,O,X,X,X,X,X,X,X,X
JSITZOL,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,O,X,X
JSILZOT,X,O,X,X,X,O,O,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X
JSILOZT,X,O,X,X,X,O,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,O,X,X
JSIZLOT,X,O,X,X,X,O,O,X,X
JSIZOTL,O,O,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,O,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,O,X,X,X
JSIOZTL,O,O,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,O,X,X,X
JSLTIZO,O,O,X,O,X,X,X,X,X
JSLTIOZ,O,O,X,O,X,X,X,X,X
JSLTZIO,O,O,X,O,X,X,X,X,X
JSLTZOI,X,X,X,O,X,X,X,O,X
JSLTOIZ,X,O,X,O,X,X,X,X,X
JSLTOZI,X,O,X,O,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X,X
