sequence,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFRiBcoBTnBFqBXr?BGrB,v115@9gB8HeB8HeA8HeC8DeD8JecGJvhFenBqnBTjBXlBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeCCJvhFTjBXlB2rB0nBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRhBqnBTjB8rB3q?BFrB,v115@9gB8HeB8HeA8HeC8DeD8JelAJvhF3hBqnBTjB8rBRq?B2vB,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFGiBTjBfrBUqBRs?BlrB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFTjBRmB1sBCnB3q?BUrB,v115@9gB8HeB8HeA8HeC8DeD8JeRCJvhFcoBXlB6rBTnBml?B1vB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRmBFoBzmBCoB3q?BUrB
LTZOJIS,O,X,X,O,X,X,X,X,X
LTZOJSI,X,X,X,O,X,X,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,O,X
LTZOSJI,O,X,X,O,O,X,X,O,X
LTOIJSZ,X,O,X,X,X,X,O,X,X
LTOIJZS,X,O,X,X,O,X,O,X,X
LTOISJZ,X,O,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X,X,X
LTOIZJS,O,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,O,X,X,X,X
LTOJISZ,X,O,X,X,X,X,O,X,X
LTOJIZS,X,O,X,X,X,X,O,X,X
LTOJSIZ,X,X,X,X,X,X,O,X,X
LTOJSZI,X,O,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,X,X,X
LTOJZSI,X,O,X,O,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,O,X,X
LTOSIZJ,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,X,O,X,X
LTOSJZI,O,O,X,O,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,X,X,O,X
LTOSZJI,O,X,X,O,X,X,X,O,X
LTOZIJS,O,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,O,X,X,O,X
LTOZJIS,O,X,X,O,X,X,X,X,X
LTOZJSI,X,X,X,O,X,X,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,O,X
LTOZSJI,O,X,X,O,O,X,X,O,X
LITJSZO,X,O,X,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,O,X,X,X,X
LITJZOS,X,O,X,X,O,X,X,X,X
LITJOSZ,X,O,X,X,X,X,X,X,X
LITJOZS,X,O,X,X,O,X,X,X,X
LITSJZO,X,O,X,X,X,X,X,X,X
LITSJOZ,X,O,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,X,X,X,X
LITSZOJ,X,X,X,X,O,X,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,X,X,X
LITZJSO,X,X,X,X,O,X,X,X,X
LITZJOS,X,X,X,X,O,X,X,X,X
LITZSJO,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,X,X,O,X,X,X,X
LITZOJS,X,X,X,X,O,X,X,X,X
LITZOSJ,X,X,X,X,O,X,X,X,X
LITOJSZ,X,O,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,O,X,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,X
LITOZJS,X,X,X,X,O,X,X,X,X
LITOZSJ,X,X,X,X,O,X,X,X,X
LIJTSZO,X,O,O,X,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,X,X,X
LIJTZSO,X,O,O,X,O,X,X,X,X
LIJTZOS,X,O,O,X,O,X,X,X,X
LIJTOSZ,X,O,X,X,X,X,X,X,X
LIJTOZS,X,O,X,X,O,X,X,X,X
LIJSTZO,X,O,O,X,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X,X
LIJSZTO,X,O,O,O,X,X,X,X,X
LIJSZOT,X,O,O,O,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X,X,X
LIJSOZT,X,O,O,O,X,X,X,X,X
LIJZTSO,X,O,O,X,O,X,X,X,X
LIJZTOS,X,O,O,O,O,O,X,X,X
LIJZSTO,X,O,O,O,O,O,X,X,X
LIJZSOT,X,O,O,O,O,O,X,X,X
LIJZOTS,X,O,O,O,O,O,X,X,X
LIJZOST,X,O,O,O,O,O,X,X,X
LIJOTSZ,X,O,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,O,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X
LIJOSZT,X,O,O,O,X,X,X,X,X
LIJOZTS,X,O,O,O,O,O,X,X,X
LIJOZST,X,O,O,O,O,O,X,X,X
LISTJZO,X,O,X,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,O,X,X,X,X
LISTZOJ,X,X,X,X,O,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,O,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X
LISJZTO,X,O,O,O,X,X,X,X,X
LISJZOT,X,O,O,O,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,X,X,X
LISJOZT,X,O,O,O,X,X,X,X,X
LISZTJO,X,X,X,X,O,X,X,X,X
LISZTOJ,X,X,X,X,O,X,X,X,X
LISZJTO,X,O,O,O,O,X,X,X,X
LISZJOT,X,O,O,O,O,X,X,X,X
LISZOTJ,X,X,X,X,O,X,X,O,X
LISZOJT,X,O,O,O,O,X,X,O,X
LISOTJZ,X,O,X,X,X,X,X,X,X
LISOTZJ,X,X,X,X,O,X,X,X,X
LISOJTZ,X,O,X,X,X,X,X,X,X
LISOJZT,X,O,X,O,X,X,X,X,X
LISOZTJ,X,X,X,X,O,X,X,O,X
LISOZJT,X,O,O,O,O,X,X,O,X
LIZTJSO,X,X,O,X,O,X,X,X,X
LIZTJOS,X,X,O,X,O,O,X,X,X
LIZTSJO,X,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,X
LIZTOJS,X,X,O,X,O,O,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X
LIZJTSO,X,O,O,X,O,X,X,X,X
LIZJTOS,X,O,O,O,O,O,X,X,X
LIZJSTO,X,O,O,O,O,O,X,X,X
LIZJSOT,X,O,O,O,O,O,X,X,X
LIZJOTS,X,O,O,O,O,O,X,X,X
LIZJOST,X,O,O,O,O,O,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,X
LIZSTOJ,X,X,X,X,O,O,X,X,X
LIZSJTO,X,O,O,O,O,O,X,X,X
LIZSJOT,X,O,O,O,O,O,X,X,X
LIZSOTJ,X,X,X,X,O,O,X,O,X
LIZSOJT,X,O,O,O,O,O,X,O,X
LIZOTJS,X,X,O,X,O,O,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,O,X
LIZOJTS,X,O,O,O,O,O,X,X,X
LIZOJST,X,O,O,O,O,O,X,O,X
LIZOSTJ,X,X,X,X,O,O,X,O,X
LIZOSJT,X,O,O,O,O,O,X,O,X
LIOTJSZ,X,O,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,O,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X,X
LIOTZJS,X,X,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,O,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X
LIOJSZT,X,O,X,O,X,X,X,X,X
LIOJZTS,X,O,X,O,O,O,X,X,X
LIOJZST,X,O,X,O,O,O,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X,X
LIOSJZT,X,O,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,O,X
LIOSZJT,X,O,O,O,O,X,X,O,X
LIOZTJS,X,X,O,X,O,O,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,O,X
LIOZJTS,X,O,O,O,O,O,X,X,X
LIOZJST,X,O,O,O,O,O,X,O,X
LIOZSTJ,X,X,X,X,O,O,X,O,X
LIOZSJT,X,O,O,O,O,O,X,O,X
LJTISZO,X,O,O,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,X,X,X
LJTIZSO,X,O,O,X,X,X,X,X,X
LJTIZOS,X,O,O,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X
LJTSIZO,X,X,X,X,X,X,X,X,O
LJTSIOZ,X,X,X,X,X,X,O,X,O
LJTSZIO,X,X,X,O,X,X,X,X,X
LJTSZOI,X,O,O,O,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X
LJTSOZI,X,O,X,O,X,X,X,X,X
LJTZISO,X,O,O,X,X,X,X,X,X
LJTZIOS,X,O,O,O,X,X,X,X,X
LJTZSIO,X,X,X,O,X,X,X,X,X
LJTZSOI,X,O,O,O,X,X,X,X,X
LJTZOIS,X,O,O,O,X,X,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,O,X,X
LJTOIZS,X,O,X,X,X,X,O,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X
LJTOSZI,X,O,X,O,X,X,X,X,X
LJTOZIS,X,O,X,O,X,X,X,X,X
LJTOZSI,X,O,X,O,X,X,X,X,X
LJITSZO,X,O,O,X,X,X,X,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X
LJITZSO,X,O,O,X,O,X,X,X,X
LJITZOS,X,O,O,X,O,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,O,X,X,X,X
LJISTZO,X,O,O,X,X,X,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X
LJISZTO,X,O,O,O,X,X,X,X,X
LJISZOT,X,O,O,O,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X
LJISOZT,X,O,O,O,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,X,X
LJIZTOS,X,O,O,O,O,X,X,X,X
LJIZSTO,X,O,O,O,O,X,X,X,X
LJIZSOT,X,O,O,O,O,X,X,X,X
LJIZOTS,X,O,O,O,O,X,X,X,X
LJIZOST,X,O,O,O,O,X,X,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,O,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X
LJIOSZT,X,O,O,O,X,X,X,X,X
LJIOZTS,X,O,O,O,O,X,X,X,X
LJIOZST,X,O,O,O,O,X,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,O
LJSTIOZ,X,X,X,X,X,X,O,X,O
LJSTZIO,X,X,X,O,X,X,X,X,X
LJSTZOI,X,O,O,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X
LJSTOZI,X,O,X,O,X,X,X,X,X
LJSITZO,X,O,O,X,X,X,X,X,O
LJSITOZ,X,O,X,X,X,X,X,X,O
LJSIZTO,X,O,O,O,X,X,X,X,X
LJSIZOT,X,O,O,O,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X
LJSIOZT,X,O,O,O,X,X,X,X,X
LJSZTIO,X,X,X,O,X,X,X,X,X
LJSZTOI,X,O,O,O,X,X,X,X,X
LJSZITO,X,O,O,O,X,X,X,X,X
LJSZIOT,X,O,O,O,X,X,X,X,X
LJSZOTI,X,O,O,O,X,X,X,O,X
LJSZOIT,X,O,O,O,X,X,X,O,X
LJSOTIZ,X,X,X,X,X,X,O,X,X
LJSOTZI,X,O,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X
LJSOIZT,X,O,X,O,X,X,X,X,X
LJSOZTI,X,O,O,O,X,X,X,O,X
LJSOZIT,X,O,O,O,X,X,X,O,X
LJZTISO,X,O,O,X,X,X,X,X,X
LJZTIOS,X,O,O,O,X,X,X,X,X
LJZTSIO,X,X,X,O,X,X,X,X,X
LJZTSOI,X,O,O,O,X,X,X,X,X
LJZTOIS,X,O,O,O,X,X,X,X,X
LJZTOSI,X,O,O,O,X,X,X,X,X
LJZITSO,X,O,O,X,O,X,X,X,X
LJZITOS,X,O,O,O,O,X,X,X,X
LJZISTO,X,O,O,O,O,X,X,X,X
LJZISOT,X,O,O,O,O,X,X,X,X
LJZIOTS,X,O,O,O,O,X,X,X,X
LJZIOST,X,O,O,O,O,X,X,X,X
LJZSTIO,X,X,X,O,X,X,X,X,X
LJZSTOI,X,O,O,O,O,X,X,X,X
LJZSITO,X,O,O,O,O,X,X,X,X
LJZSIOT,X,O,O,O,O,X,X,X,X
LJZSOTI,X,O,O,O,O,X,X,O,X
LJZSOIT,X,O,O,O,O,X,X,O,X
LJZOTIS,X,O,O,O,X,X,X,X,X
LJZOTSI,X,O,O,O,X,X,X,X,X
LJZOITS,X,O,O,O,O,X,X,X,X
LJZOIST,X,O,O,O,O,X,X,O,X
LJZOSTI,X,O,O,O,O,X,X,O,X
LJZOSIT,X,O,O,O,O,X,X,O,X
LJOTISZ,X,O,X,X,X,X,O,X,X
LJOTIZS,X,O,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,X,X,O,X,X
LJOTSZI,X,O,X,O,X,X,X,X,X
LJOTZIS,X,O,X,O,X,X,X,X,X
LJOTZSI,X,O,X,O,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,O,X,X,X,X
LJOISTZ,X,O,X,X,X,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X
LJOIZTS,X,O,O,O,O,X,X,X,X
LJOIZST,X,O,O,O,O,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X
LJOSTZI,X,O,X,O,X,X,X,X,X
LJOSITZ,X,O,X,X,X,X,X,X,X
LJOSIZT,X,O,X,O,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,X,O,X
LJOSZIT,X,O,O,O,X,X,X,O,X
LJOZTIS,X,O,O,O,X,X,X,X,X
LJOZTSI,X,O,O,O,X,X,X,X,X
LJOZITS,X,O,O,O,O,X,X,X,X
LJOZIST,X,O,O,O,O,X,X,O,X
LJOZSTI,X,O,O,O,O,X,X,O,X
LJOZSIT,X,O,O,O,O,X,X,O,X
LSTIJZO,X,O,X,X,X,X,X,X,O
LSTIJOZ,X,O,X,X,X,X,O,X,O
LSTIZJO,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,O,X
LSTIOJZ,X,O,X,X,X,X,O,X,X
LSTIOZJ,O,X,X,X,X,X,X,O,X
LSTJIZO,X,X,X,X,X,X,X,X,O
LSTJIOZ,X,X,X,X,X,X,O,X,O
LSTJZIO,O,X,X,O,X,X,X,X,X
LSTJZOI,O,O,X,O,X,X,X,O,X
LSTJOIZ,X,X,X,X,X,X,O,X,X
LSTJOZI,O,O,X,O,X,X,X,O,X
LSTZIJO,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,X,X,X,X,O,X
LSTZJIO,O,X,X,O,X,X,X,X,X
LSTZJOI,O,X,X,O,X,X,X,O,X
LSTZOIJ,O,X,X,X,X,X,X,O,X
LSTZOJI,O,X,X,O,X,X,X,O,X
LSTOIJZ,X,O,X,X,X,X,O,X,X
LSTOIZJ,O,X,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,X,X,X,O,X,X
LSTOJZI,O,O,X,O,X,X,X,O,X
LSTOZIJ,O,X,X,X,X,X,X,O,X
LSTOZJI,O,X,X,O,X,X,X,O,X
LSITJZO,X,O,X,X,X,X,X,X,O
LSITJOZ,X,O,X,X,X,X,X,X,O
LSITZJO,X,X,X,X,O,X,X,X,X
LSITZOJ,X,X,X,X,O,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,O,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X,O
LSIJTOZ,X,O,X,X,X,X,X,X,O
LSIJZTO,X,O,X,O,X,X,X,X,X
LSIJZOT,X,O,X,O,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X
LSIJOZT,X,O,X,O,X,X,X,X,X
LSIZTJO,X,X,X,X,O,X,X,X,X
LSIZTOJ,X,X,X,X,O,X,X,X,X
LSIZJTO,X,O,X,O,O,X,X,X,X
LSIZJOT,X,O,X,O,O,X,X,X,X
LSIZOTJ,X,X,X,X,O,X,X,O,X
LSIZOJT,X,O,X,O,O,X,X,O,X
LSIOTJZ,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,O,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,X,X
LSIOJZT,X,O,X,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,O,X,X,O,X
LSIOZJT,X,O,X,O,O,X,X,O,X
LSJTIZO,X,X,X,X,X,X,X,X,O
LSJTIOZ,X,X,X,X,X,X,O,X,O
LSJTZIO,X,X,X,O,X,X,X,X,X
LSJTZOI,X,O,O,O,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X
LSJTOZI,X,O,X,O,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,X,X,O
LSJITOZ,X,O,X,X,X,X,X,X,O
LSJIZTO,X,O,X,O,X,X,X,X,X
LSJIZOT,X,O,O,O,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X
LSJIOZT,X,O,X,O,X,X,X,X,X
LSJZTIO,X,X,X,O,X,X,X,X,X
LSJZTOI,X,O,O,O,X,X,X,X,X
LSJZITO,X,O,X,O,X,X,X,X,X
LSJZIOT,X,O,O,O,X,X,X,X,X
LSJZOTI,X,O,O,O,X,X,X,O,X
LSJZOIT,X,O,O,O,X,X,X,O,X
LSJOTIZ,X,X,X,X,X,X,O,X,X
LSJOTZI,X,O,X,O,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X
LSJOIZT,X,O,X,O,X,X,X,X,X
LSJOZTI,X,O,O,O,X,X,X,O,X
LSJOZIT,X,O,O,O,X,X,X,O,X
LSZTIJO,O,X,X,X,O,X,X,X,X
LSZTIOJ,O,X,X,X,O,X,X,O,X
LSZTJIO,O,X,X,O,X,X,X,X,X
LSZTJOI,O,X,X,O,O,X,X,O,X
LSZTOIJ,O,X,X,X,O,X,X,O,X
LSZTOJI,O,X,X,O,O,X,X,O,X
LSZITJO,O,X,X,X,O,X,X,X,X
LSZITOJ,O,X,X,X,O,X,X,X,X
LSZIJTO,X,O,O,O,O,X,X,X,X
LSZIJOT,X,O,O,O,O,X,X,X,X
LSZIOTJ,X,X,X,X,O,X,X,O,X
LSZIOJT,X,O,O,O,O,X,X,O,X
LSZJTIO,X,X,X,O,X,X,X,X,X
LSZJTOI,X,O,O,O,O,X,X,X,X
LSZJITO,X,X,X,O,O,X,X,X,X
LSZJIOT,X,O,O,O,O,X,X,X,X
LSZJOTI,X,O,O,O,O,X,X,O,X
LSZJOIT,X,O,O,O,O,X,X,O,X
LSZOTIJ,O,X,X,X,O,X,X,O,X
LSZOTJI,O,X,X,O,O,X,X,O,X
LSZOITJ,O,X,X,X,O,X,X,O,X
LSZOIJT,X,O,O,O,O,X,X,O,X
LSZOJTI,X,O,O,O,O,X,X,O,X
LSZOJIT,X,O,O,O,O,X,X,O,X
LSOTIJZ,X,O,X,X,X,X,O,X,X
LSOTIZJ,O,X,X,X,X,X,X,O,X
LSOTJIZ,X,X,X,X,X,X,O,X,X
LSOTJZI,O,O,X,O,X,X,X,O,X
LSOTZIJ,O,X,X,X,X,X,X,O,X
LSOTZJI,O,X,X,O,X,X,X,O,X
LSOITJZ,X,O,X,X,X,X,X,X,X
LSOITZJ,X,X,X,X,O,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,X
LSOIJZT,X,O,X,O,X,X,X,X,X
LSOIZTJ,X,X,X,X,O,X,X,O,X
LSOIZJT,X,O,O,O,O,X,X,O,X
LSOJTIZ,X,X,X,X,X,X,O,X,X
LSOJTZI,X,O,X,O,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X,X,X
LSOJIZT,X,O,X,O,X,X,X,X,X
LSOJZTI,X,O,X,O,X,X,X,O,X
LSOJZIT,X,O,X,O,X,X,X,O,X
LSOZTIJ,O,X,X,X,O,X,X,O,X
LSOZTJI,O,X,X,O,O,X,X,O,X
LSOZITJ,O,X,X,X,O,X,X,O,X
LSOZIJT,X,O,O,O,O,X,X,O,X
LSOZJTI,X,O,O,O,O,X,X,O,X
LSOZJIT,X,O,O,O,O,X,X,O,X
LZTIJSO,O,X,O,X,O,X,X,X,X
LZTIJOS,O,X,O,X,O,O,X,X,X
LZTISJO,O,X,X,X,O,X,X,X,X
LZTISOJ,O,X,X,X,O,X,X,X,X
LZTIOJS,O,X,O,X,O,O,X,X,X
LZTIOSJ,O,X,X,X,O,X,X,X,X
LZTJISO,O,X,O,X,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,X,X,X
LZTJSIO,O,X,X,O,X,X,X,X,X
LZTJSOI,O,X,O,O,X,X,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,X
LZTJOSI,X,X,O,O,X,X,X,X,X
LZTSIJO,O,X,X,X,O,O,X,X,X
LZTSIOJ,O,X,X,X,O,O,X,X,X
LZTSJIO,O,X,X,O,X,X,X,X,X
LZTSJOI,O,X,X,O,O,X,X,X,X
LZTSOIJ,O,X,X,X,O,O,X,O,X
LZTSOJI,O,X,X,O,O,X,X,O,X
LZTOIJS,O,X,O,X,O,O,X,X,X
LZTOISJ,O,X,X,X,O,X,X,O,X
LZTOJIS,O,X,O,O,X,X,X,X,X
LZTOJSI,X,X,O,O,X,X,X,X,X
LZTOSIJ,O,X,X,X,O,O,X,O,X
LZTOSJI,O,X,X,O,O,X,X,O,X
LZITJSO,O,X,O,X,O,X,X,X,X
LZITJOS,O,X,O,X,O,O,X,X,X
LZITSJO,O,X,X,X,O,X,X,X,X
LZITSOJ,O,X,X,X,O,X,X,X,X
LZITOJS,O,X,O,X,O,O,X,X,X
LZITOSJ,O,X,X,X,O,X,X,X,X
LZIJTSO,X,O,O,X,O,X,X,X,X
LZIJTOS,X,O,O,O,O,O,X,X,X
LZIJSTO,X,O,O,O,O,O,X,X,X
LZIJSOT,X,O,O,O,O,O,X,X,X
LZIJOTS,X,O,O,O,O,O,X,X,X
LZIJOST,X,O,O,O,O,O,X,X,X
LZISTJO,O,X,X,X,O,O,X,X,X
LZISTOJ,O,X,X,X,O,O,X,X,X
LZISJTO,X,O,O,O,O,O,X,X,X
LZISJOT,X,O,O,O,O,O,X,X,X
LZISOTJ,X,X,X,X,O,O,X,O,X
LZISOJT,X,O,O,O,O,O,X,O,X
LZIOTJS,O,X,O,X,O,O,X,X,X
LZIOTSJ,O,X,X,X,O,X,X,O,X
LZIOJTS,X,O,O,O,O,O,X,X,X
LZIOJST,X,O,O,O,O,O,X,O,X
LZIOSTJ,O,X,X,X,O,O,X,O,X
LZIOSJT,X,O,O,O,O,O,X,O,X
LZJTISO,X,O,O,X,X,X,X,X,X
LZJTIOS,X,O,O,O,X,X,X,X,X
LZJTSIO,X,X,X,O,X,X,X,X,X
LZJTSOI,X,O,O,O,X,X,X,X,X
LZJTOIS,X,O,O,O,X,X,X,X,X
LZJTOSI,X,O,O,O,X,X,X,X,X
LZJITSO,X,O,O,X,O,X,X,X,X
LZJITOS,X,O,O,O,O,O,X,X,X
LZJISTO,X,O,O,O,O,X,X,X,X
LZJISOT,X,O,O,O,O,O,X,X,X
LZJIOTS,X,O,O,O,O,O,X,X,X
LZJIOST,X,O,O,O,O,O,X,X,X
LZJSTIO,X,X,X,O,X,X,X,X,X
LZJSTOI,X,O,O,O,O,X,X,X,X
LZJSITO,X,O,O,O,O,O,X,X,X
LZJSIOT,X,O,O,O,O,O,X,X,X
LZJSOTI,X,O,O,O,O,X,X,O,X
LZJSOIT,X,O,O,O,O,O,X,O,X
LZJOTIS,X,O,O,O,X,X,X,X,X
LZJOTSI,X,O,O,O,X,X,X,X,X
LZJOITS,X,O,O,O,O,O,X,X,X
LZJOIST,X,O,O,O,O,O,X,O,X
LZJOSTI,X,O,O,O,O,X,X,O,X
LZJOSIT,X,O,O,O,O,O,X,O,X
LZSTIJO,O,X,X,X,O,O,X,X,X
LZSTIOJ,O,X,X,X,O,O,X,O,X
LZSTJIO,O,X,X,O,X,X,X,X,X
LZSTJOI,O,X,X,O,O,X,X,O,X
LZSTOIJ,O,X,X,X,O,O,X,O,X
LZSTOJI,O,X,X,O,O,X,X,O,X
LZSITJO,O,X,X,X,O,O,X,X,X
LZSITOJ,O,X,X,X,O,O,X,X,X
LZSIJTO,X,O,O,O,O,O,X,X,X
LZSIJOT,X,O,O,O,O,O,X,X,X
LZSIOTJ,X,X,X,X,O,O,X,O,X
LZSIOJT,X,O,O,O,O,O,X,O,X
LZSJTIO,X,X,X,O,X,X,X,X,X
LZSJTOI,X,O,O,O,O,X,X,X,X
LZSJITO,X,X,O,O,O,O,X,X,X
LZSJIOT,X,O,O,O,O,O,X,X,X
LZSJOTI,X,O,O,O,O,X,X,O,X
LZSJOIT,X,O,O,O,O,O,X,O,X
LZSOTIJ,O,X,X,X,O,O,X,O,X
LZSOTJI,O,X,X,O,O,X,X,O,X
LZSOITJ,O,X,X,X,O,O,X,O,X
LZSOIJT,X,O,O,O,O,O,X,O,X
LZSOJTI,X,O,O,O,O,X,X,O,X
LZSOJIT,X,O,O,O,O,O,X,O,X
LZOTIJS,O,X,O,X,O,O,X,X,X
LZOTISJ,O,X,X,X,O,X,X,O,X
LZOTJIS,O,X,O,O,X,X,X,X,X
LZOTJSI,X,X,O,O,X,X,X,X,X
LZOTSIJ,O,X,X,X,O,O,X,O,X
LZOTSJI,O,X,X,O,O,X,X,O,X
LZOITJS,O,X,O,X,O,O,X,X,X
LZOITSJ,O,X,X,X,O,X,X,O,X
LZOIJTS,X,O,O,O,O,O,X,X,X
LZOIJST,X,O,O,O,O,O,X,O,X
LZOISTJ,O,X,X,X,O,O,X,O,X
LZOISJT,X,O,O,O,O,O,X,O,X
LZOJTIS,X,O,O,O,X,X,X,X,X
LZOJTSI,X,O,O,O,X,X,X,X,X
LZOJITS,X,O,O,O,O,O,X,X,X
LZOJIST,X,O,O,O,O,O,X,O,X
LZOJSTI,X,O,O,O,O,X,X,O,X
LZOJSIT,X,O,O,O,O,O,X,O,X
LZOSTIJ,O,X,X,X,O,O,X,O,X
LZOSTJI,O,X,X,O,O,X,X,O,X
LZOSITJ,O,X,X,X,O,O,X,O,X
LZOSIJT,X,O,O,O,O,O,X,O,X
LZOSJTI,X,O,O,O,O,X,X,O,X
LZOSJIT,X,O,O,O,O,O,X,O,X
LOTIJSZ,X,O,X,X,X,X,O,X,X
LOTIJZS,X,O,X,X,O,X,O,X,X
LOTISJZ,X,O,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,O,X,X,X,X
LOTIZJS,O,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,X,X,O,X,X,X,X
LOTJISZ,X,O,X,X,X,X,O,X,X
LOTJIZS,X,O,X,X,X,X,O,X,X
LOTJSIZ,X,X,X,X,X,X,O,X,X
LOTJSZI,X,O,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X
LOTJZSI,X,O,X,O,X,X,X,X,X
