sequence,v115@NhA8HeF8DeE8Je0/IvhFRiBSoB/pBFmBTqBmqB,v115@NhA8HeF8DeE8JeUBJvhFRiBSoB/pBFlBzqBmpB,v115@NhA8HeF8DeE8JeT/IvhFRiBSoB/qBFmB0pBmqB,v115@NhA8HeF8DeE8JeT/IvhFlgBRiBSoB/qBOrB0pB,v115@NhA8HeF8DeE8Jem/IvhFUhBRiBSoBTkBfrBVvB,v115@NhA8HeF8DeE8JeRCJvhFSoBTkB/qBFmB0pBmqB,v115@NhA8HeF8DeE8Jex/IvhFGiBTjB/pBUlBFmByvB,v115@NhA8HeF8DeE8JeOEJvhF8kBRiBSoBFmBXqBzqB
JOLSZTI,O,O,X,O,X,X,O,X
JOLSZIT,O,O,X,O,X,X,X,X
JOLZTIS,X,X,X,O,O,X,X,X
JOLZTSI,X,X,X,O,O,X,X,X
JOLZITS,X,X,X,O,O,X,X,X
JOLZIST,X,O,X,O,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,X
JOLZSIT,X,O,X,O,X,X,X,X
JOSTILZ,O,O,X,O,O,O,X,X
JOSTIZL,O,O,X,O,O,X,O,X
JOSTLIZ,O,O,X,O,O,O,X,X
JOSTLZI,O,O,X,O,O,O,O,X
JOSTZIL,O,O,X,O,O,X,O,X
JOSTZLI,O,O,X,O,O,X,O,X
JOSITLZ,O,O,X,O,O,O,X,X
JOSITZL,O,O,X,O,O,X,O,X
JOSILTZ,O,O,X,O,O,O,X,X
JOSILZT,O,O,X,O,X,X,X,X
JOSIZTL,O,O,X,O,X,X,O,X
JOSIZLT,O,O,X,O,X,X,X,X
JOSLTIZ,O,O,X,O,O,O,X,X
JOSLTZI,O,O,X,O,O,O,O,X
JOSLITZ,O,O,X,O,O,O,X,X
JOSLIZT,O,O,X,O,X,X,X,X
JOSLZTI,O,O,X,O,X,X,O,X
JOSLZIT,O,O,X,O,X,X,X,X
JOSZTIL,O,O,X,O,X,X,O,X
JOSZTLI,O,O,X,O,X,X,O,X
JOSZITL,O,O,X,O,X,X,O,X
JOSZILT,O,O,X,O,X,X,X,X
JOSZLTI,O,O,X,O,X,X,O,X
JOSZLIT,O,O,X,O,X,X,X,X
JOZTILS,X,X,X,O,O,X,X,X
JOZTISL,X,X,X,O,O,X,X,X
JOZTLIS,X,X,X,O,O,X,X,X
JOZTLSI,X,X,X,O,O,X,X,X
JOZTSIL,X,X,X,O,O,X,O,X
JOZTSLI,X,X,X,O,O,X,O,X
JOZITLS,X,X,X,O,O,X,X,X
JOZITSL,X,X,X,O,O,X,X,X
JOZILTS,X,X,X,O,O,X,X,X
JOZILST,X,O,X,O,X,X,X,X
JOZISTL,X,O,X,O,X,X,X,X
JOZISLT,X,O,X,O,X,X,X,X
JOZLTIS,X,X,X,O,O,X,X,X
JOZLTSI,X,X,X,O,O,X,X,X
JOZLITS,X,X,X,O,O,X,X,X
JOZLIST,X,O,X,O,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X
JOZSTIL,X,O,X,O,X,X,O,X
JOZSTLI,X,O,X,O,X,X,O,X
JOZSITL,X,O,X,O,X,X,O,X
JOZSILT,X,O,X,O,X,X,X,X
JOZSLTI,X,O,X,O,X,X,O,X
JOZSLIT,X,O,X,O,X,X,X,X
STILJZO,O,X,O,O,O,X,X,O
STILJOZ,X,X,X,X,O,O,X,X
STILZJO,O,X,O,O,O,X,X,O
STILZOJ,O,X,O,O,O,O,X,O
STILOJZ,O,O,X,X,O,O,X,X
STILOZJ,O,O,O,O,O,O,X,O
STIJLZO,O,X,O,O,O,X,X,O
STIJLOZ,X,X,X,X,O,O,X,X
STIJZLO,O,X,O,O,O,X,O,O
STIJZOL,X,X,O,O,O,X,O,O
STIJOLZ,X,X,X,X,O,O,X,X
STIJOZL,X,X,X,X,O,X,O,X
STIZLJO,O,X,O,O,O,X,O,O
STIZLOJ,O,X,O,O,O,O,O,O
STIZJLO,O,X,O,O,O,X,O,O
STIZJOL,X,X,O,O,O,X,O,O
STIZOLJ,O,X,O,O,O,O,O,O
STIZOJL,O,X,O,O,O,X,O,O
STIOLJZ,O,O,X,X,O,O,X,X
STIOLZJ,O,O,O,O,O,O,X,O
STIOJLZ,O,O,X,X,O,O,X,X
STIOJZL,O,O,X,X,O,X,O,X
STIOZLJ,O,O,O,O,O,O,O,O
STIOZJL,O,O,O,O,O,X,O,O
STLIJZO,O,X,O,O,O,X,X,O
STLIJOZ,X,X,X,X,O,O,X,X
STLIZJO,O,X,O,O,O,X,X,O
STLIZOJ,O,X,O,O,O,O,X,O
STLIOJZ,O,O,X,X,O,O,X,X
STLIOZJ,O,O,O,O,O,O,X,O
STLJIZO,O,X,O,O,O,X,X,O
STLJIOZ,X,X,X,O,O,O,X,X
STLJZIO,O,X,O,O,O,X,O,O
STLJZOI,O,X,O,O,O,X,O,O
STLJOIZ,X,X,X,O,O,O,X,X
STLJOZI,X,X,X,O,O,O,O,X
STLZIJO,O,X,O,O,O,X,O,O
STLZIOJ,O,X,O,O,O,O,O,O
STLZJIO,O,X,O,O,O,X,O,O
STLZJOI,O,X,O,O,O,X,O,O
STLZOIJ,O,X,O,O,O,O,O,O
STLZOJI,O,X,O,O,O,O,O,O
STLOIJZ,O,O,X,X,O,O,X,X
STLOIZJ,O,O,O,O,O,O,X,O
STLOJIZ,O,O,X,X,O,O,X,X
STLOJZI,O,O,X,X,O,O,O,X
STLOZIJ,O,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O,O,O
STJILZO,O,X,O,O,O,X,X,O
STJILOZ,X,X,X,O,O,O,X,X
STJIZLO,O,X,O,O,O,X,O,O
STJIZOL,X,X,O,O,O,X,O,O
STJIOLZ,X,X,X,O,O,O,X,X
STJIOZL,X,X,X,O,O,X,O,X
STJLIZO,O,X,O,O,O,X,X,O
STJLIOZ,X,X,X,O,O,O,X,X
STJLZIO,O,X,O,O,O,X,O,O
STJLZOI,O,X,O,O,O,X,O,O
STJLOIZ,X,X,X,O,O,O,X,X
STJLOZI,X,X,X,O,O,O,O,X
STJZILO,O,X,O,O,O,X,O,O
STJZIOL,X,X,O,O,O,X,O,O
STJZLIO,O,X,O,O,O,X,O,O
STJZLOI,O,X,O,O,O,X,O,O
STJZOIL,X,X,O,O,O,X,O,O
STJZOLI,X,X,O,O,O,X,O,O
STJOILZ,X,X,X,O,O,O,X,X
STJOIZL,X,X,X,O,O,X,O,X
STJOLIZ,X,X,X,O,O,O,X,X
STJOLZI,X,X,X,O,O,O,O,X
STJOZIL,X,X,X,O,O,X,O,X
STJOZLI,X,X,X,O,O,X,O,X
STZILJO,O,X,O,O,O,X,O,O
STZILOJ,O,X,O,O,O,O,O,O
STZIJLO,O,X,O,O,O,X,O,O
STZIJOL,X,X,O,O,O,X,O,O
STZIOLJ,O,X,O,O,O,O,O,O
STZIOJL,O,X,O,O,O,X,O,O
STZLIJO,O,X,O,O,O,X,O,O
STZLIOJ,O,X,O,O,O,O,O,O
STZLJIO,O,X,O,O,O,X,O,O
STZLJOI,O,X,O,O,O,X,O,O
STZLOIJ,O,X,O,O,O,O,O,O
STZLOJI,O,X,O,O,O,O,O,O
STZJILO,O,X,O,O,O,X,O,O
STZJIOL,X,X,O,O,O,X,O,O
STZJLIO,O,X,O,O,O,X,O,O
STZJLOI,O,X,O,O,O,X,O,O
STZJOIL,X,X,O,O,O,X,O,O
STZJOLI,X,X,O,O,O,X,O,O
STZOILJ,O,X,O,O,O,O,O,O
STZOIJL,O,X,O,O,O,X,O,O
STZOLIJ,O,X,O,O,O,O,O,O
STZOLJI,O,X,O,O,O,O,O,O
STZOJIL,O,X,O,O,O,X,O,O
STZOJLI,O,X,O,O,O,X,O,O
STOILJZ,O,O,X,X,O,O,X,X
STOILZJ,O,O,O,O,O,O,X,O
STOIJLZ,O,O,X,X,O,O,X,X
STOIJZL,O,O,X,X,O,X,O,X
STOIZLJ,O,O,O,O,O,O,O,O
STOIZJL,O,O,O,O,O,X,O,O
STOLIJZ,O,O,X,X,O,O,X,X
STOLIZJ,O,O,O,O,O,O,X,O
STOLJIZ,O,O,X,X,O,O,X,X
STOLJZI,O,O,X,X,O,O,O,X
STOLZIJ,O,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O,O,O
STOJILZ,O,O,X,X,O,O,X,X
STOJIZL,O,O,X,X,O,X,O,X
STOJLIZ,O,O,X,X,O,O,X,X
STOJLZI,O,O,X,X,O,O,O,X
STOJZIL,O,O,X,X,O,X,O,X
STOJZLI,O,O,X,X,O,X,O,X
STOZILJ,O,O,O,O,O,O,O,O
STOZIJL,O,O,O,O,O,X,O,O
STOZLIJ,O,O,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,X,O,O
STOZJLI,O,O,O,O,O,X,O,O
SITLJZO,O,X,O,O,O,X,X,O
SITLJOZ,X,X,X,X,O,O,X,X
SITLZJO,O,X,O,O,O,X,X,O
SITLZOJ,O,X,O,O,O,O,X,O
SITLOJZ,O,O,X,X,O,O,X,X
SITLOZJ,O,O,O,O,O,O,X,O
SITJLZO,O,X,O,O,O,X,X,O
SITJLOZ,X,X,X,X,O,O,X,X
SITJZLO,O,X,O,O,O,X,O,O
SITJZOL,X,X,O,O,O,X,O,O
SITJOLZ,X,X,X,X,O,O,X,X
SITJOZL,X,X,X,X,O,X,O,X
SITZLJO,O,X,O,O,O,X,O,O
SITZLOJ,O,X,O,O,O,O,O,O
SITZJLO,O,X,O,O,O,X,O,O
SITZJOL,X,X,O,O,O,X,O,O
SITZOLJ,O,X,O,O,O,O,O,O
SITZOJL,O,X,O,O,O,X,O,O
SITOLJZ,O,O,X,X,O,O,X,X
SITOLZJ,O,O,O,O,O,O,X,O
SITOJLZ,O,O,X,X,O,O,X,X
SITOJZL,O,O,X,X,O,X,O,X
SITOZLJ,O,O,O,O,O,O,O,O
SITOZJL,O,O,O,O,O,X,O,O
SILTJZO,O,X,O,O,O,X,X,O
SILTJOZ,X,X,X,X,O,O,X,X
SILTZJO,O,X,O,O,O,X,X,O
SILTZOJ,O,X,O,O,O,O,X,O
SILTOJZ,O,O,X,X,O,O,X,X
SILTOZJ,O,O,O,O,O,O,X,O
SILJTZO,O,X,O,O,X,X,X,O
SILJTOZ,X,X,X,O,X,O,X,X
SILJZTO,O,X,O,O,X,X,X,O
SILJZOT,O,X,O,O,X,X,X,O
SILJOTZ,O,O,X,O,X,O,X,X
SILJOZT,O,O,X,O,X,X,X,X
SILZTJO,O,X,O,O,X,X,O,O
SILZTOJ,O,X,O,O,X,O,O,O
SILZJTO,O,X,O,O,X,X,X,O
SILZJOT,O,X,O,O,X,X,X,O
SILZOTJ,O,O,O,O,X,O,O,O
SILZOJT,O,O,O,O,X,X,X,O
SILOTJZ,O,O,X,X,O,O,X,X
SILOTZJ,O,O,O,O,O,O,X,O
SILOJTZ,O,O,X,X,O,O,X,X
SILOJZT,O,O,X,X,X,X,X,X
SILOZTJ,O,O,O,O,X,O,O,O
SILOZJT,O,O,O,O,X,X,X,O
SIJTLZO,O,X,O,O,X,X,X,O
SIJTLOZ,X,X,X,O,X,O,X,X
SIJTZLO,O,X,O,O,X,X,O,O
SIJTZOL,X,X,O,O,X,X,O,O
SIJTOLZ,X,X,X,O,X,O,X,X
SIJTOZL,X,X,X,O,X,X,O,X
SIJLTZO,O,X,O,O,X,X,X,O
SIJLTOZ,X,X,X,O,X,O,X,X
SIJLZTO,O,X,O,O,X,X,X,O
SIJLZOT,O,X,O,O,X,X,X,O
SIJLOTZ,O,O,X,O,X,O,X,X
SIJLOZT,O,O,X,O,X,X,X,X
SIJZTLO,O,X,O,O,X,X,O,O
SIJZTOL,X,X,O,O,X,X,O,O
SIJZLTO,O,X,O,O,X,X,X,O
SIJZLOT,O,X,O,O,X,X,X,O
SIJZOTL,O,X,O,O,X,X,O,O
SIJZOLT,O,X,O,O,X,X,X,O
SIJOTLZ,O,O,X,O,X,O,X,X
SIJOTZL,O,O,X,O,X,X,O,X
SIJOLTZ,O,O,X,O,X,O,X,X
SIJOLZT,O,O,X,O,X,X,X,X
SIJOZTL,O,O,X,O,X,X,O,X
SIJOZLT,O,O,X,O,X,X,X,X
SIZTLJO,O,X,O,O,X,X,O,O
SIZTLOJ,O,X,O,O,X,O,O,O
SIZTJLO,O,X,O,O,X,X,O,O
SIZTJOL,X,X,O,O,X,X,O,O
SIZTOLJ,O,X,O,O,X,O,O,O
SIZTOJL,O,X,O,O,X,X,O,O
SIZLTJO,O,X,O,O,X,X,O,O
SIZLTOJ,O,X,O,O,X,O,O,O
SIZLJTO,O,X,O,O,X,X,X,O
SIZLJOT,O,X,O,O,X,X,X,O
SIZLOTJ,O,O,O,O,X,O,O,O
SIZLOJT,O,O,O,O,X,X,X,O
SIZJTLO,O,X,O,O,X,X,O,O
SIZJTOL,X,X,O,O,X,X,O,O
SIZJLTO,O,X,O,O,X,X,X,O
SIZJLOT,O,X,O,O,X,X,X,O
SIZJOTL,O,X,O,O,X,X,O,O
SIZJOLT,O,X,O,O,X,X,X,O
SIZOTLJ,O,O,O,O,X,O,O,O
SIZOTJL,O,O,O,O,X,X,O,O
SIZOLTJ,O,O,O,O,X,O,O,O
SIZOLJT,O,O,O,O,X,X,X,O
SIZOJTL,O,O,O,O,X,X,O,O
SIZOJLT,O,O,O,O,X,X,X,O
SIOTLJZ,O,O,X,X,O,O,X,X
SIOTLZJ,O,O,O,O,O,O,X,O
SIOTJLZ,O,O,X,X,O,O,X,X
SIOTJZL,O,O,X,X,O,X,O,X
SIOTZLJ,O,O,O,O,O,O,O,O
SIOTZJL,O,O,O,O,O,X,O,O
SIOLTJZ,O,O,X,X,O,O,X,X
SIOLTZJ,O,O,O,O,O,O,X,O
SIOLJTZ,O,O,X,X,O,O,X,X
SIOLJZT,O,O,X,X,X,X,X,X
SIOLZTJ,O,O,O,O,X,O,O,O
SIOLZJT,O,O,O,O,X,X,X,O
SIOJTLZ,O,O,X,X,O,O,X,X
SIOJTZL,O,O,X,X,O,X,O,X
SIOJLTZ,O,O,X,X,O,O,X,X
SIOJLZT,O,O,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,O,O,O
SIOZTJL,O,O,O,O,X,X,O,O
SIOZLTJ,O,O,O,O,X,O,O,O
SIOZLJT,O,O,O,O,X,X,X,O
SIOZJTL,O,O,O,O,X,X,O,O
SIOZJLT,O,O,O,O,X,X,X,O
SLTIJZO,O,X,O,O,O,X,X,O
SLTIJOZ,X,X,X,X,O,O,X,X
SLTIZJO,O,X,O,O,O,X,X,O
SLTIZOJ,O,X,O,O,O,O,X,O
SLTIOJZ,O,O,X,X,O,O,X,X
SLTIOZJ,O,O,O,O,O,O,X,O
SLTJIZO,O,X,O,O,O,X,X,O
SLTJIOZ,X,X,X,O,O,O,X,X
SLTJZIO,O,X,O,O,O,X,O,O
SLTJZOI,O,X,O,O,O,X,O,O
SLTJOIZ,X,X,X,O,O,O,X,X
SLTJOZI,X,X,X,O,O,O,O,X
SLTZIJO,O,X,O,O,O,X,O,O
SLTZIOJ,O,X,O,O,O,O,O,O
SLTZJIO,O,X,O,O,O,X,O,O
SLTZJOI,O,X,O,O,O,X,O,O
SLTZOIJ,O,X,O,O,O,O,O,O
SLTZOJI,O,X,O,O,O,O,O,O
SLTOIJZ,O,O,X,X,O,O,X,X
SLTOIZJ,O,O,O,O,O,O,X,O
SLTOJIZ,O,O,X,X,O,O,X,X
SLTOJZI,O,O,X,X,O,O,O,X
SLTOZIJ,O,O,O,O,O,O,O,O
SLTOZJI,O,O,O,O,O,O,O,O
SLITJZO,O,X,O,O,O,X,X,O
SLITJOZ,X,X,X,X,O,O,X,X
SLITZJO,O,X,O,O,O,X,X,O
SLITZOJ,O,X,O,O,O,O,X,O
SLITOJZ,O,O,X,X,O,O,X,X
SLITOZJ,O,O,O,O,O,O,X,O
SLIJTZO,O,X,O,O,X,X,X,O
SLIJTOZ,X,X,X,O,X,O,X,X
SLIJZTO,O,X,O,O,X,X,X,O
SLIJZOT,O,X,O,O,X,X,X,O
SLIJOTZ,O,O,X,O,X,O,X,X
SLIJOZT,O,O,X,O,X,X,X,X
SLIZTJO,O,X,O,O,X,X,O,O
SLIZTOJ,O,X,O,O,X,O,O,O
SLIZJTO,O,X,O,O,X,X,X,O
SLIZJOT,O,X,O,O,X,X,X,O
SLIZOTJ,O,O,O,O,X,O,O,O
SLIZOJT,O,O,O,O,X,X,X,O
SLIOTJZ,O,O,X,X,O,O,X,X
SLIOTZJ,O,O,O,O,O,O,X,O
SLIOJTZ,O,O,X,X,O,O,X,X
SLIOJZT,O,O,X,X,X,X,X,X
SLIOZTJ,O,O,O,O,X,O,O,O
SLIOZJT,O,O,O,O,X,X,X,O
SLJTIZO,O,X,O,O,X,X,X,O
SLJTIOZ,X,X,X,O,X,O,X,X
SLJTZIO,O,X,O,O,X,X,O,O
SLJTZOI,O,X,O,O,X,X,O,O
SLJTOIZ,X,X,X,O,X,O,X,X
SLJTOZI,X,X,X,O,X,O,O,X
SLJITZO,O,X,O,O,X,X,X,O
SLJITOZ,X,X,X,O,X,O,X,X
SLJIZTO,O,X,O,O,X,X,X,O
SLJIZOT,O,X,O,O,X,X,X,O
SLJIOTZ,O,O,X,O,X,O,X,X
SLJIOZT,O,O,X,O,X,X,X,X
SLJZTIO,O,X,O,O,X,X,O,O
SLJZTOI,O,X,O,O,X,X,O,O
SLJZITO,O,X,O,O,X,X,X,O
SLJZIOT,O,X,O,O,X,X,X,O
SLJZOTI,O,X,O,O,X,X,O,O
SLJZOIT,O,X,O,O,X,X,X,O
SLJOTIZ,O,O,X,O,X,O,X,X
SLJOTZI,O,O,X,O,X,O,O,X
SLJOITZ,O,O,X,O,X,O,X,X
SLJOIZT,O,O,X,O,X,X,X,X
SLJOZTI,O,O,X,O,X,X,O,X
SLJOZIT,O,O,X,O,X,X,X,X
SLZTIJO,O,X,O,O,X,X,O,O
SLZTIOJ,O,X,O,O,X,O,O,O
SLZTJIO,O,X,O,O,X,X,O,O
SLZTJOI,O,X,O,O,X,X,O,O
SLZTOIJ,O,X,O,O,X,O,O,O
SLZTOJI,O,X,O,O,X,O,O,O
SLZITJO,O,X,O,O,X,X,O,O
SLZITOJ,O,X,O,O,X,O,O,O
SLZIJTO,O,X,O,O,X,X,X,O
SLZIJOT,O,X,O,O,X,X,X,O
SLZIOTJ,O,O,O,O,X,O,O,O
SLZIOJT,O,O,O,O,X,X,X,O
SLZJTIO,O,X,O,O,X,X,O,O
SLZJTOI,O,X,O,O,X,X,O,O
SLZJITO,O,X,O,O,X,X,X,O
SLZJIOT,O,X,O,O,X,X,X,O
SLZJOTI,O,X,O,O,X,X,O,O
SLZJOIT,O,X,O,O,X,X,X,O
SLZOTIJ,O,O,O,O,X,O,O,O
SLZOTJI,O,O,O,O,X,O,O,O
SLZOITJ,O,O,O,O,X,O,O,O
SLZOIJT,O,O,O,O,X,X,X,O
SLZOJTI,O,O,O,O,X,X,O,O
SLZOJIT,O,O,O,O,X,X,X,O
SLOTIJZ,O,O,X,X,O,O,X,X
SLOTIZJ,O,O,O,O,O,O,X,O
SLOTJIZ,O,O,X,X,O,O,X,X
SLOTJZI,O,O,X,X,O,O,O,X
SLOTZIJ,O,O,O,O,O,O,O,O
SLOTZJI,O,O,O,O,O,O,O,O
SLOITJZ,O,O,X,X,O,O,X,X
SLOITZJ,O,O,O,O,O,O,X,O
SLOIJTZ,O,O,X,X,O,O,X,X
SLOIJZT,O,O,X,X,X,X,X,X
SLOIZTJ,O,O,O,O,X,O,O,O
SLOIZJT,O,O,O,O,X,X,X,O
SLOJTIZ,O,O,X,O,O,O,X,X
SLOJTZI,O,O,X,O,O,O,O,X
SLOJITZ,O,O,X,O,O,O,X,X
SLOJIZT,O,O,X,O,X,X,X,X
SLOJZTI,O,O,X,O,X,X,O,X
SLOJZIT,O,O,X,O,X,X,X,X
SLOZTIJ,O,O,O,O,X,O,O,O
SLOZTJI,O,O,O,O,X,O,O,O
SLOZITJ,O,O,O,O,X,O,O,O
SLOZIJT,O,O,O,O,X,X,X,O
SLOZJTI,O,O,O,O,X,X,O,O
SLOZJIT,O,O,O,O,X,X,X,O
SJTILZO,O,X,O,O,X,X,X,O
SJTILOZ,X,X,X,O,X,O,X,X
SJTIZLO,O,X,O,O,X,X,O,O
SJTIZOL,X,X,O,O,X,X,O,O
SJTIOLZ,X,X,X,O,X,O,X,X
SJTIOZL,X,X,X,O,X,X,O,X
SJTLIZO,O,X,O,O,X,X,X,O
SJTLIOZ,X,X,X,O,X,O,X,X
SJTLZIO,O,X,O,O,X,X,O,O
SJTLZOI,O,X,O,O,X,X,O,O
SJTLOIZ,X,X,X,O,X,O,X,X
SJTLOZI,X,X,X,O,X,O,O,X
SJTZILO,O,X,O,O,X,X,O,O
SJTZIOL,X,X,O,O,X,X,O,O
SJTZLIO,O,X,O,O,X,X,O,O
SJTZLOI,O,X,O,O,X,X,O,O
SJTZOIL,X,X,O,O,X,X,O,O
SJTZOLI,X,X,O,O,X,X,O,O
SJTOILZ,X,X,X,O,X,O,X,X
SJTOIZL,X,X,X,O,X,X,O,X
SJTOLIZ,X,X,X,O,X,O,X,X
SJTOLZI,X,X,X,O,X,O,O,X
SJTOZIL,X,X,X,O,X,X,O,X
SJTOZLI,X,X,X,O,X,X,O,X
SJITLZO,O,X,O,O,X,X,X,O
SJITLOZ,X,X,X,O,X,O,X,X
SJITZLO,O,X,O,O,X,X,O,O
SJITZOL,X,X,O,O,X,X,O,O
SJITOLZ,X,X,X,O,X,O,X,X
SJITOZL,X,X,X,O,X,X,O,X
SJILTZO,O,X,O,O,X,X,X,O
SJILTOZ,X,X,X,O,X,O,X,X
SJILZTO,O,X,O,O,X,X,X,O
SJILZOT,O,X,O,O,X,X,X,O
SJILOTZ,O,O,X,O,X,O,X,X
SJILOZT,O,O,X,O,X,X,X,X
SJIZTLO,O,X,O,O,X,X,O,O
SJIZTOL,X,X,O,O,X,X,O,O
SJIZLTO,O,X,O,O,X,X,X,O
SJIZLOT,O,X,O,O,X,X,X,O
SJIZOTL,O,X,O,O,X,X,O,O
SJIZOLT,O,X,O,O,X,X,X,O
SJIOTLZ,O,O,X,O,X,O,X,X
SJIOTZL,O,O,X,O,X,X,O,X
SJIOLTZ,O,O,X,O,X,O,X,X
SJIOLZT,O,O,X,O,X,X,X,X
SJIOZTL,O,O,X,O,X,X,O,X
SJIOZLT,O,O,X,O,X,X,X,X
SJLTIZO,O,X,O,O,X,X,X,O
SJLTIOZ,X,X,X,O,X,O,X,X
SJLTZIO,O,X,O,O,X,X,O,O
SJLTZOI,O,X,O,O,X,X,O,O
SJLTOIZ,X,X,X,O,X,O,X,X
SJLTOZI,X,X,X,O,X,O,O,X
SJLITZO,O,X,O,O,X,X,X,O
SJLITOZ,X,X,X,O,X,O,X,X
SJLIZTO,O,X,O,O,X,X,X,O
SJLIZOT,O,X,O,O,X,X,X,O
SJLIOTZ,O,O,X,O,X,O,X,X
SJLIOZT,O,O,X,O,X,X,X,X
SJLZTIO,O,X,O,O,X,X,O,O
SJLZTOI,O,X,O,O,X,X,O,O
SJLZITO,O,X,O,O,X,X,X,O
SJLZIOT,O,X,O,O,X,X,X,O
SJLZOTI,O,X,O,O,X,X,O,O
SJLZOIT,O,X,O,O,X,X,X,O
SJLOTIZ,O,O,X,O,X,O,X,X
SJLOTZI,O,O,X,O,X,O,O,X
SJLOITZ,O,O,X,O,X,O,X,X
SJLOIZT,O,O,X,O,X,X,X,X
SJLOZTI,O,O,X,O,X,X,O,X
SJLOZIT,O,O,X,O,X,X,X,X
SJZTILO,O,X,O,O,X,X,O,O
SJZTIOL,X,X,O,O,X,X,O,O
SJZTLIO,O,X,O,O,X,X,O,O
SJZTLOI,O,X,O,O,X,X,O,O
SJZTOIL,X,X,O,O,X,X,O,O
SJZTOLI,X,X,O,O,X,X,O,O
SJZITLO,O,X,O,O,X,X,O,O
SJZITOL,X,X,O,O,X,X,O,O
SJZILTO,O,X,O,O,X,X,X,O
SJZILOT,O,X,O,O,X,X,X,O
SJZIOTL,O,X,O,O,X,X,O,O
SJZIOLT,O,X,O,O,X,X,X,O
SJZLTIO,O,X,O,O,X,X,O,O
SJZLTOI,O,X,O,O,X,X,O,O
SJZLITO,O,X,O,O,X,X,X,O
SJZLIOT,O,X,O,O,X,X,X,O
SJZLOTI,O,X,O,O,X,X,O,O
SJZLOIT,O,X,O,O,X,X,X,O
SJZOTIL,O,X,O,O,X,X,O,O
SJZOTLI,O,X,O,O,X,X,O,O
SJZOITL,O,X,O,O,X,X,O,O
SJZOILT,O,X,O,O,X,X,X,O
SJZOLTI,O,X,O,O,X,X,O,O
SJZOLIT,O,X,O,O,X,X,X,O
SJOTILZ,O,O,X,O,X,O,X,X
SJOTIZL,O,O,X,O,X,X,O,X
SJOTLIZ,O,O,X,O,X,O,X,X
SJOTLZI,O,O,X,O,X,O,O,X
SJOTZIL,O,O,X,O,X,X,O,X
SJOTZLI,O,O,X,O,X,X,O,X
SJOITLZ,O,O,X,O,X,O,X,X
SJOITZL,O,O,X,O,X,X,O,X
SJOILTZ,O,O,X,O,X,O,X,X
SJOILZT,O,O,X,O,X,X,X,X
SJOIZTL,O,O,X,O,X,X,O,X
SJOIZLT,O,O,X,O,X,X,X,X
SJOLTIZ,O,O,X,O,X,O,X,X
SJOLTZI,O,O,X,O,X,O,O,X
SJOLITZ,O,O,X,O,X,O,X,X
SJOLIZT,O,O,X,O,X,X,X,X
SJOLZTI,O,O,X,O,X,X,O,X
SJOLZIT,O,O,X,O,X,X,X,X
SJOZTIL,O,O,X,O,X,X,O,X
SJOZTLI,O,O,X,O,X,X,O,X
SJOZITL,O,O,X,O,X,X,O,X
SJOZILT,O,O,X,O,X,X,X,X
SJOZLTI,O,O,X,O,X,X,O,X
SJOZLIT,O,O,X,O,X,X,X,X
SZTILJO,O,X,O,O,X,X,O,O
SZTILOJ,O,X,O,O,X,O,O,O
SZTIJLO,O,X,O,O,X,X,O,O
SZTIJOL,X,X,O,O,X,X,O,O
SZTIOLJ,O,X,O,O,X,O,O,O
SZTIOJL,O,X,O,O,X,X,O,O
SZTLIJO,O,X,O,O,X,X,O,O
SZTLIOJ,O,X,O,O,X,O,O,O
SZTLJIO,O,X,O,O,X,X,O,O
SZTLJOI,O,X,O,O,X,X,O,O
SZTLOIJ,O,X,O,O,X,O,O,O
SZTLOJI,O,X,O,O,X,O,O,O
SZTJILO,O,X,O,O,X,X,O,O
SZTJIOL,X,X,O,O,X,X,O,O
SZTJLIO,O,X,O,O,X,X,O,O
SZTJLOI,O,X,O,O,X,X,O,O
SZTJOIL,X,X,O,O,X,X,O,O
SZTJOLI,X,X,O,O,X,X,O,O
SZTOILJ,O,X,O,O,X,O,O,O
SZTOIJL,O,X,O,O,X,X,O,O
SZTOLIJ,O,X,O,O,X,O,O,O
SZTOLJI,O,X,O,O,X,O,O,O
SZTOJIL,O,X,O,O,X,X,O,O
SZTOJLI,O,X,O,O,X,X,O,O
SZITLJO,O,X,O,O,X,X,O,O
SZITLOJ,O,X,O,O,X,O,O,O
SZITJLO,O,X,O,O,X,X,O,O
SZITJOL,X,X,O,O,X,X,O,O
SZITOLJ,O,X,O,O,X,O,O,O
SZITOJL,O,X,O,O,X,X,O,O
SZILTJO,O,X,O,O,X,X,O,O
SZILTOJ,O,X,O,O,X,O,O,O
SZILJTO,O,X,O,O,X,X,X,O
SZILJOT,O,X,O,O,X,X,X,O
SZILOTJ,O,O,O,O,X,O,O,O
SZILOJT,O,O,O,O,X,X,X,O
SZIJTLO,O,X,O,O,X,X,O,O
