sequence,v115@EhA8HeB8HeD8EeE8Je0/IvhFZmBumBTjBNpBXqB6qB,v115@EhA8HeB8HeD8EeE8Je0/IvhF3hBTjBNpBWrBilBRvB,v115@EhA8HeB8HeD8EeE8JeZEJvhFukBihBTjBcrBXqB9qB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrB3pBmqBUqB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrBUqBmqB3pB,v115@EhA8HeB8HeD8EeE8JeZEJvhFdmBumBTjBCqBfqB0qB,v115@EhA8HeB8HeD8EeE8JedFJvhFRhBTjBCmB0pBXrBOpB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBcrBGqBiqB3pB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBuqBcrB3pBaqB,v115@EhA8HeB8HeD8EeE8JeRAJvhFumBTjB/qBarB0pBNpB,v115@EhA8HeB8HeD8EeE8Jei/IvhFZmBumBTjBcpBXqB9qB
LJZOIST,X,X,X,X,X,X,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X
LJZOSIT,X,X,X,X,X,X,X,X,X,O,O
LJOTISZ,O,X,X,X,X,O,X,X,X,X,X
LJOTIZS,X,X,X,X,X,O,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,O,X,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X,X,O,X
LJOTZIS,X,X,X,X,X,O,X,O,X,X,X
LJOTZSI,O,O,X,X,X,X,X,O,X,X,X
LJOITSZ,O,O,X,X,X,O,X,X,X,X,X
LJOITZS,X,O,X,X,X,O,X,X,X,X,X
LJOISTZ,O,O,X,O,X,O,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,O,O
LJOIZTS,X,X,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,O
LJOSTIZ,O,X,X,O,X,O,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,O,X
LJOSITZ,O,O,X,O,X,O,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,O,O
LJOSZTI,X,X,X,X,X,X,X,X,X,O,X
LJOSZIT,X,X,X,X,X,X,X,X,X,O,O
LJOZTIS,X,X,X,X,O,O,X,O,X,X,X
LJOZTSI,X,X,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,X,X,O,O,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,O
LJOZSTI,X,X,X,X,X,X,X,X,X,O,X
LJOZSIT,X,X,X,X,X,X,X,X,X,O,O
LSTIJZO,O,X,X,O,X,O,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,X,X,O,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,O,X,X,X,X
LSTIOJZ,O,X,X,O,X,O,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,O,X,X,X,X
LSTJIZO,O,X,X,O,X,O,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,O,X,X,X,X,X
LSTJZIO,O,X,X,O,X,X,X,X,X,O,X
LSTJZOI,O,O,X,O,X,X,X,X,X,O,X
LSTJOIZ,O,X,X,O,X,O,X,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X,X,O,X
LSTZIJO,O,X,X,O,X,X,O,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,O,X,X,X,X
LSTZJIO,O,X,X,O,X,X,O,X,O,O,X
LSTZJOI,O,O,X,O,X,X,O,X,O,O,X
LSTZOIJ,O,X,X,O,X,X,O,X,X,X,X
LSTZOJI,O,O,X,O,X,X,O,X,O,O,X
LSTOIJZ,O,X,X,O,X,O,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,O,X,X,X,X
LSTOJIZ,O,X,X,O,X,O,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,X,X,X,O,X
LSTOZIJ,O,X,X,O,X,X,O,X,X,X,X
LSTOZJI,O,O,X,O,X,X,O,X,O,O,X
LSITJZO,O,O,X,O,X,O,X,X,X,X,X
LSITJOZ,O,O,X,O,X,O,X,X,X,X,X
LSITZJO,O,O,X,O,X,X,O,X,X,X,X
LSITZOJ,O,O,X,O,X,X,O,X,X,X,X
LSITOJZ,O,O,X,O,X,O,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,O,X,X,X,X
LSIJTZO,O,O,X,O,X,O,X,X,X,X,X
LSIJTOZ,O,O,X,O,X,O,X,X,X,X,X
LSIJZTO,X,X,O,X,X,X,O,X,X,O,O
LSIJZOT,X,X,O,X,X,X,O,X,X,O,O
LSIJOTZ,O,O,X,O,X,O,X,X,X,X,X
LSIJOZT,X,X,O,X,X,X,O,X,X,O,O
LSIZTJO,X,X,X,O,O,X,O,X,X,X,X
LSIZTOJ,X,X,X,O,O,X,O,X,X,X,X
LSIZJTO,X,X,O,X,X,X,O,X,X,O,O
LSIZJOT,X,X,O,X,X,X,O,X,X,O,O
LSIZOTJ,X,X,X,O,O,X,O,X,X,X,X
LSIZOJT,X,X,O,X,X,X,O,X,X,O,O
LSIOTJZ,O,O,X,O,X,O,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,O,X,X,X,X
LSIOJTZ,O,O,X,O,X,O,X,X,X,X,X
LSIOJZT,X,X,O,X,X,X,O,X,X,O,O
LSIOZTJ,X,X,X,O,O,X,O,X,X,X,X
LSIOZJT,X,X,O,X,X,X,O,X,X,O,O
LSJTIZO,O,X,X,O,X,O,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,O,X,X,X,X,X
LSJTZIO,O,X,X,O,X,X,X,X,X,O,X
LSJTZOI,O,O,X,O,X,X,X,X,X,O,X
LSJTOIZ,O,X,X,O,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X,O,X
LSJITZO,O,O,X,O,X,O,X,X,X,X,X
LSJITOZ,O,O,X,O,X,O,X,X,X,X,X
LSJIZTO,X,X,O,X,X,X,O,X,X,O,O
LSJIZOT,X,X,O,X,X,X,O,X,X,O,O
LSJIOTZ,O,O,X,O,X,O,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,O,X,X,O,O
LSJZTIO,X,X,X,X,X,X,O,X,X,O,X
LSJZTOI,X,X,X,X,X,X,O,X,X,O,X
LSJZITO,X,X,O,X,X,X,O,X,X,O,O
LSJZIOT,X,X,O,X,X,X,O,X,X,O,O
LSJZOTI,X,X,X,X,X,X,O,X,X,O,X
LSJZOIT,X,X,O,X,X,X,O,X,X,O,O
LSJOTIZ,O,X,X,O,X,O,X,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,X,O,X
LSJOITZ,O,O,X,O,X,O,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,O,X,X,O,O
LSJOZTI,X,X,X,X,X,X,O,X,X,O,X
LSJOZIT,X,X,O,X,X,X,O,X,X,O,O
LSZTIJO,X,X,X,O,O,X,O,X,X,X,X
LSZTIOJ,X,X,X,O,O,X,O,X,X,X,X
LSZTJIO,X,X,X,O,O,X,O,X,O,O,X
LSZTJOI,X,X,X,O,O,X,O,X,O,O,X
LSZTOIJ,X,X,X,O,O,X,O,X,X,X,X
LSZTOJI,X,X,X,O,O,X,O,X,O,O,X
LSZITJO,X,X,X,O,O,X,O,X,X,X,X
LSZITOJ,X,X,X,O,O,X,O,X,X,X,X
LSZIJTO,X,X,O,X,X,X,O,X,X,O,O
LSZIJOT,X,X,O,X,X,X,O,X,X,O,O
LSZIOTJ,X,X,X,O,O,X,O,X,X,X,X
LSZIOJT,X,X,O,X,X,X,O,X,X,O,O
LSZJTIO,X,X,X,X,X,X,O,X,O,O,X
LSZJTOI,X,X,X,X,X,X,O,X,O,O,X
LSZJITO,X,X,O,X,X,X,O,X,O,O,O
LSZJIOT,X,X,O,X,X,X,O,X,O,O,O
LSZJOTI,X,X,X,X,X,X,O,X,O,O,X
LSZJOIT,X,X,O,X,X,X,O,X,O,O,O
LSZOTIJ,X,X,X,O,O,X,O,X,X,X,X
LSZOTJI,X,X,X,O,O,X,O,X,O,O,X
LSZOITJ,X,X,X,O,O,X,O,X,X,X,X
LSZOIJT,X,X,O,X,X,X,O,X,X,O,O
LSZOJTI,X,X,X,X,X,X,O,X,O,O,X
LSZOJIT,X,X,O,X,X,X,O,X,O,O,O
LSOTIJZ,O,X,X,O,X,O,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,X,O,X,X,X,X
LSOTJIZ,O,X,X,O,X,O,X,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X,O,X
LSOTZIJ,O,X,X,O,X,X,O,X,X,X,X
LSOTZJI,O,O,X,O,X,X,O,X,O,O,X
LSOITJZ,O,O,X,O,X,O,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,O,X,X,X,X
LSOIJTZ,O,O,X,O,X,O,X,X,X,X,X
LSOIJZT,X,X,O,X,X,X,O,X,X,O,O
LSOIZTJ,X,X,X,O,O,X,O,X,X,X,X
LSOIZJT,X,X,O,X,X,X,O,X,X,O,O
LSOJTIZ,O,X,X,O,X,O,X,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X,X,O,X
LSOJITZ,O,O,X,O,X,O,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,O,X,X,O,O
LSOJZTI,X,X,X,X,X,X,O,X,X,O,X
LSOJZIT,X,X,O,X,X,X,O,X,X,O,O
LSOZTIJ,X,X,X,O,O,X,O,X,X,X,X
LSOZTJI,X,X,X,O,O,X,O,X,O,O,X
LSOZITJ,X,X,X,O,O,X,O,X,X,X,X
LSOZIJT,X,X,O,X,X,X,O,X,X,O,O
LSOZJTI,X,X,X,X,X,X,O,X,O,O,X
LSOZJIT,X,X,O,X,X,X,O,X,O,O,O
LZTIJSO,X,X,X,X,O,O,X,X,X,X,X
LZTIJOS,X,X,X,X,O,O,X,X,X,X,X
LZTISJO,X,X,X,X,O,X,X,X,X,X,X
LZTISOJ,X,X,X,X,O,X,X,X,X,X,X
LZTIOJS,X,X,X,X,O,O,X,X,X,X,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,X,X
LZTJISO,X,X,X,X,O,O,X,X,X,X,X
LZTJIOS,X,X,X,X,O,O,X,X,X,X,X
LZTJSIO,X,X,X,X,O,X,X,X,X,X,X
LZTJSOI,X,X,X,X,O,X,X,X,X,X,X
LZTJOIS,X,X,X,X,O,O,X,X,X,X,X
LZTJOSI,X,X,X,X,O,X,X,X,X,X,X
LZTSIJO,X,X,X,X,O,X,O,X,X,X,X
LZTSIOJ,X,X,X,X,O,X,O,X,X,X,X
LZTSJIO,X,X,X,X,O,X,O,X,X,X,X
LZTSJOI,X,X,X,X,O,X,O,X,X,X,X
LZTSOIJ,X,X,X,X,O,X,O,X,X,X,X
LZTSOJI,X,X,X,X,O,X,O,X,X,X,X
LZTOIJS,X,X,X,X,O,O,X,X,X,X,X
LZTOISJ,X,X,X,X,O,X,X,X,X,X,X
LZTOJIS,X,X,X,X,O,O,X,X,X,X,X
LZTOJSI,X,X,X,X,O,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,O,X,O,X,X,X,X
LZTOSJI,X,X,X,X,O,X,O,X,X,X,X
LZITJSO,X,X,X,X,O,O,X,X,X,X,X
LZITJOS,X,X,X,X,O,O,X,X,X,X,X
LZITSJO,X,X,X,X,O,X,X,X,X,X,X
LZITSOJ,X,X,X,X,O,X,X,X,X,X,X
LZITOJS,X,X,X,X,O,O,X,X,X,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X,X,X
LZIJTSO,X,X,X,X,O,O,X,O,X,X,X
LZIJTOS,X,X,X,X,O,O,X,O,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,O,X,O
LZIJSOT,X,X,X,X,X,X,X,X,O,X,O
LZIJOTS,X,X,X,X,O,O,X,O,X,X,X
LZIJOST,X,X,X,X,X,X,X,X,O,X,O
LZISTJO,X,X,X,O,O,X,O,X,X,X,X
LZISTOJ,X,X,X,O,O,X,O,X,X,X,X
LZISJTO,X,X,O,X,X,X,O,X,X,X,O
LZISJOT,X,X,O,X,X,X,O,X,X,X,O
LZISOTJ,X,X,X,O,O,X,O,X,X,X,X
LZISOJT,X,X,O,X,X,X,O,X,X,X,O
LZIOTJS,X,X,X,X,O,O,X,X,X,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,X,X
LZIOJTS,X,X,X,X,O,O,X,O,X,X,X
LZIOJST,X,X,X,X,X,X,X,X,O,X,O
LZIOSTJ,X,X,X,O,O,X,O,X,X,X,X
LZIOSJT,X,X,O,X,X,X,O,X,X,X,O
LZJTISO,X,X,X,X,O,O,X,O,X,X,X
LZJTIOS,X,X,X,X,O,O,X,O,X,X,X
LZJTSIO,X,X,X,X,O,X,X,O,X,X,X
LZJTSOI,X,X,X,X,O,X,X,O,X,X,X
LZJTOIS,X,X,X,X,O,O,X,O,X,X,X
LZJTOSI,X,X,X,X,O,X,X,O,X,X,X
LZJITSO,X,X,X,X,O,O,X,O,X,X,X
LZJITOS,X,X,X,X,O,O,X,O,X,X,X
LZJISTO,X,X,X,X,X,X,X,X,O,X,O
LZJISOT,X,X,X,X,X,X,X,X,O,X,O
LZJIOTS,X,X,X,X,O,O,X,O,X,X,X
LZJIOST,X,X,X,X,X,X,X,X,O,X,O
LZJSTIO,X,X,X,X,X,X,X,X,O,O,X
LZJSTOI,X,X,X,X,X,X,X,X,O,O,X
LZJSITO,X,X,X,X,X,X,X,X,O,O,O
LZJSIOT,X,X,X,X,X,X,X,X,O,O,O
LZJSOTI,X,X,X,X,X,X,X,X,O,O,X
LZJSOIT,X,X,X,X,X,X,X,X,O,O,O
LZJOTIS,X,X,X,X,O,O,X,O,X,X,X
LZJOTSI,X,X,X,X,O,X,X,O,X,X,X
LZJOITS,X,X,X,X,O,O,X,O,X,X,X
LZJOIST,X,X,X,X,X,X,X,X,O,X,O
LZJOSTI,X,X,X,X,X,X,X,X,O,O,X
LZJOSIT,X,X,X,X,X,X,X,X,O,O,O
LZSTIJO,X,X,X,O,O,X,O,X,X,X,X
LZSTIOJ,X,X,X,O,O,X,O,X,X,X,X
LZSTJIO,X,X,X,O,O,X,O,X,O,O,X
LZSTJOI,X,X,X,O,O,X,O,X,O,O,X
LZSTOIJ,X,X,X,O,O,X,O,X,X,X,X
LZSTOJI,X,X,X,O,O,X,O,X,O,O,X
LZSITJO,X,X,X,O,O,X,O,X,X,X,X
LZSITOJ,X,X,X,O,O,X,O,X,X,X,X
LZSIJTO,X,X,O,X,X,X,O,X,X,O,O
LZSIJOT,X,X,O,X,X,X,O,X,X,O,O
LZSIOTJ,X,X,X,O,O,X,O,X,X,X,X
LZSIOJT,X,X,O,X,X,X,O,X,X,O,O
LZSJTIO,X,X,X,X,X,X,O,X,O,O,X
LZSJTOI,X,X,X,X,X,X,O,X,O,O,X
LZSJITO,X,X,O,X,X,X,O,X,O,O,O
LZSJIOT,X,X,O,X,X,X,O,X,O,O,O
LZSJOTI,X,X,X,X,X,X,O,X,O,O,X
LZSJOIT,X,X,O,X,X,X,O,X,O,O,O
LZSOTIJ,X,X,X,O,O,X,O,X,X,X,X
LZSOTJI,X,X,X,O,O,X,O,X,O,O,X
LZSOITJ,X,X,X,O,O,X,O,X,X,X,X
LZSOIJT,X,X,O,X,X,X,O,X,X,O,O
LZSOJTI,X,X,X,X,X,X,O,X,O,O,X
LZSOJIT,X,X,O,X,X,X,O,X,O,O,O
LZOTIJS,X,X,X,X,O,O,X,X,X,X,X
LZOTISJ,X,X,X,X,O,X,X,X,X,X,X
LZOTJIS,X,X,X,X,O,O,X,X,X,X,X
LZOTJSI,X,X,X,X,O,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,O,X,O,X,X,X,X
LZOTSJI,X,X,X,X,O,X,O,X,X,X,X
LZOITJS,X,X,X,X,O,O,X,X,X,X,X
LZOITSJ,X,X,X,X,O,X,X,X,X,X,X
LZOIJTS,X,X,X,X,O,O,X,O,X,X,X
LZOIJST,X,X,X,X,X,X,X,X,O,X,O
LZOISTJ,X,X,X,O,O,X,O,X,X,X,X
LZOISJT,X,X,O,X,X,X,O,X,X,X,O
LZOJTIS,X,X,X,X,O,O,X,O,X,X,X
LZOJTSI,X,X,X,X,O,X,X,O,X,X,X
LZOJITS,X,X,X,X,O,O,X,O,X,X,X
LZOJIST,X,X,X,X,X,X,X,X,O,X,O
LZOJSTI,X,X,X,X,X,X,X,X,O,O,X
LZOJSIT,X,X,X,X,X,X,X,X,O,O,O
LZOSTIJ,X,X,X,O,O,X,O,X,X,X,X
LZOSTJI,X,X,X,O,O,X,O,X,O,O,X
LZOSITJ,X,X,X,O,O,X,O,X,X,X,X
LZOSIJT,X,X,O,X,X,X,O,X,X,O,O
LZOSJTI,X,X,X,X,X,X,O,X,O,O,X
LZOSJIT,X,X,O,X,X,X,O,X,O,O,O
LOTIJSZ,O,O,X,X,X,O,X,X,X,X,X
LOTIJZS,X,O,X,X,X,O,X,X,X,X,X
LOTISJZ,O,O,X,O,X,O,X,X,X,X,X
LOTISZJ,O,O,X,O,X,X,X,X,X,X,X
LOTIZJS,X,O,X,X,O,O,X,X,X,X,X
LOTIZSJ,X,O,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,X,X,O,X,X,X,X,X
LOTJIZS,X,X,X,X,X,O,X,X,X,X,X
LOTJSIZ,O,X,X,X,X,O,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,X,X,X,O,X
LOTJZIS,X,X,X,X,X,O,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,O,X,O,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X,O,X
LOTSZIJ,O,X,X,O,X,X,X,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,O,X
LOTZIJS,X,O,X,X,O,O,X,X,X,X,X
LOTZISJ,X,O,X,X,O,X,X,X,X,X,X
LOTZJIS,X,X,X,X,O,O,X,X,X,X,X
LOTZJSI,O,O,X,X,O,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,O,X,X,X,X,X,X
LOTZSJI,O,O,X,X,O,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,O,X,X,X,X,X
LOITJZS,X,O,X,X,X,O,X,X,X,X,X
LOITSJZ,O,O,X,O,X,O,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,X,X,X,X
LOITZJS,X,O,X,X,O,O,X,X,X,X,X
LOITZSJ,X,O,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,O,X,X,X,X,X
LOIJTZS,X,O,X,X,X,O,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,O,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X,O,O
LOIJZTS,X,X,X,X,O,O,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,X,X,O
LOISTJZ,O,O,X,O,X,O,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,O,X,X,X,X
LOISJTZ,O,O,X,O,X,O,X,X,X,X,X
LOISJZT,X,X,O,X,X,X,O,X,X,O,O
LOISZTJ,X,X,X,O,O,X,O,X,X,X,X
LOISZJT,X,X,O,X,X,X,O,X,X,O,O
LOIZTJS,X,X,X,X,O,O,X,X,X,X,X
LOIZTSJ,X,X,X,X,O,X,X,X,X,X,X
LOIZJTS,X,X,X,X,O,O,X,O,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,O,X,O
LOIZSTJ,X,X,X,O,O,X,O,X,X,X,X
LOIZSJT,X,X,O,X,X,X,O,X,X,X,O
LOJTISZ,O,X,X,X,X,O,X,X,X,X,X
LOJTIZS,X,X,X,X,X,O,X,X,X,X,X
LOJTSIZ,O,X,X,X,X,O,X,X,X,X,X
LOJTSZI,O,O,X,X,X,X,X,X,X,O,X
LOJTZIS,X,X,X,X,X,O,X,O,X,X,X
LOJTZSI,O,O,X,X,X,X,X,O,X,X,X
LOJITSZ,O,O,X,X,X,O,X,X,X,X,X
LOJITZS,X,O,X,X,X,O,X,X,X,X,X
LOJISTZ,O,O,X,O,X,O,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,X,O,O
LOJIZTS,X,X,X,X,O,O,X,X,X,X,X
LOJIZST,X,X,X,X,X,X,X,X,X,X,O
LOJSTIZ,O,X,X,O,X,O,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X,O,X
LOJSITZ,O,O,X,O,X,O,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X,X,X,O,O
LOJSZTI,X,X,X,X,X,X,X,X,X,O,X
LOJSZIT,X,X,X,X,X,X,X,X,X,O,O
LOJZTIS,X,X,X,X,O,O,X,O,X,X,X
LOJZTSI,X,X,X,X,O,X,X,O,X,X,X
LOJZITS,X,X,X,X,O,O,X,O,X,X,X
LOJZIST,X,X,X,X,X,X,X,X,X,X,O
LOJZSTI,X,X,X,X,X,X,X,X,X,O,X
LOJZSIT,X,X,X,X,X,X,X,X,X,O,O
LOSTIJZ,O,X,X,O,X,O,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,X,O,X,X,X,X
LOSTJIZ,O,X,X,O,X,O,X,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X,O,X
LOSTZIJ,O,X,X,O,X,X,O,X,X,X,X
LOSTZJI,O,O,X,O,X,X,O,X,O,O,X
LOSITJZ,O,O,X,O,X,O,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,O,X,X,X,X
LOSIJTZ,O,O,X,O,X,O,X,X,X,X,X
LOSIJZT,X,X,O,X,X,X,O,X,X,O,O
LOSIZTJ,X,X,X,O,O,X,O,X,X,X,X
LOSIZJT,X,X,O,X,X,X,O,X,X,O,O
LOSJTIZ,O,X,X,O,X,O,X,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X,X,X,O,X
LOSJITZ,O,O,X,O,X,O,X,X,X,X,X
LOSJIZT,X,X,O,X,X,X,O,X,X,O,O
LOSJZTI,X,X,X,X,X,X,O,X,X,O,X
LOSJZIT,X,X,O,X,X,X,O,X,X,O,O
LOSZTIJ,X,X,X,O,O,X,O,X,X,X,X
LOSZTJI,X,X,X,O,O,X,O,X,O,O,X
LOSZITJ,X,X,X,O,O,X,O,X,X,X,X
LOSZIJT,X,X,O,X,X,X,O,X,X,O,O
LOSZJTI,X,X,X,X,X,X,O,X,O,O,X
LOSZJIT,X,X,O,X,X,X,O,X,O,O,O
LOZTIJS,X,X,X,X,O,O,X,X,X,X,X
LOZTISJ,X,X,X,X,O,X,X,X,X,X,X
LOZTJIS,X,X,X,X,O,O,X,X,X,X,X
LOZTJSI,X,X,X,X,O,X,X,X,X,X,X
LOZTSIJ,X,X,X,X,O,X,O,X,X,X,X
LOZTSJI,X,X,X,X,O,X,O,X,X,X,X
LOZITJS,X,X,X,X,O,O,X,X,X,X,X
LOZITSJ,X,X,X,X,O,X,X,X,X,X,X
LOZIJTS,X,X,X,X,O,O,X,O,X,X,X
LOZIJST,X,X,X,X,X,X,X,X,O,X,O
LOZISTJ,X,X,X,O,O,X,O,X,X,X,X
LOZISJT,X,X,O,X,X,X,O,X,X,X,O
LOZJTIS,X,X,X,X,O,O,X,O,X,X,X
LOZJTSI,X,X,X,X,O,X,X,O,X,X,X
LOZJITS,X,X,X,X,O,O,X,O,X,X,X
LOZJIST,X,X,X,X,X,X,X,X,O,X,O
LOZJSTI,X,X,X,X,X,X,X,X,O,O,X
LOZJSIT,X,X,X,X,X,X,X,X,O,O,O
LOZSTIJ,X,X,X,O,O,X,O,X,X,X,X
LOZSTJI,X,X,X,O,O,X,O,X,O,O,X
LOZSITJ,X,X,X,O,O,X,O,X,X,X,X
LOZSIJT,X,X,O,X,X,X,O,X,X,O,O
LOZSJTI,X,X,X,X,X,X,O,X,O,O,X
LOZSJIT,X,X,O,X,X,X,O,X,O,O,O
JTILSZO,O,O,X,X,X,O,X,X,X,X,X
JTILSOZ,O,O,X,X,X,O,X,X,X,X,X
JTILZSO,X,O,X,X,X,O,X,X,X,X,X
JTILZOS,X,O,X,X,X,O,X,X,X,X,X
JTILOSZ,O,O,X,X,X,O,X,X,X,X,X
JTILOZS,X,O,X,X,X,O,X,X,X,X,X
JTISLZO,O,O,X,X,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,O,X,X,X,X,X,X,X,X,O
JTISZOL,O,O,X,X,X,X,X,X,X,X,O
JTISOLZ,O,O,X,X,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X,X,O
JTIZLSO,X,O,X,X,X,X,X,O,X,X,X
JTIZLOS,X,O,X,X,X,X,X,O,X,X,X
JTIZSLO,O,O,X,X,X,X,X,O,X,X,O
JTIZSOL,O,O,X,X,X,X,X,O,X,X,O
JTIZOLS,X,O,X,X,X,X,X,O,X,X,X
JTIZOSL,O,O,X,X,X,X,X,O,X,X,O
JTIOLSZ,O,O,X,X,X,O,X,X,X,X,X
JTIOLZS,X,O,X,X,X,O,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X,X,X,O
JTIOZLS,X,O,X,X,X,X,X,O,X,X,X
JTIOZSL,O,O,X,X,X,X,X,O,X,X,O
JTLISZO,O,X,X,X,X,O,X,X,X,X,X
JTLISOZ,O,X,X,X,X,O,X,X,X,X,X
JTLIZSO,X,X,X,X,X,O,X,X,X,X,X
JTLIZOS,X,X,X,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,X,X,O,X,X,X,X,X
JTLIOZS,X,X,X,X,X,O,X,X,X,X,X
JTLSIZO,O,X,X,X,X,O,X,X,X,X,X
JTLSIOZ,O,X,X,X,X,O,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X,O,X
JTLSZOI,O,O,X,X,X,X,X,X,X,O,X
JTLSOIZ,O,X,X,X,X,O,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X,X,O,X
JTLZISO,X,X,X,X,X,O,X,O,X,X,X
JTLZIOS,X,X,X,X,X,O,X,O,X,X,X
JTLZSIO,O,X,X,X,X,X,X,O,X,X,X
JTLZSOI,O,O,X,X,X,X,X,O,X,X,X
JTLZOIS,X,X,X,X,X,O,X,O,X,X,X
JTLZOSI,O,O,X,X,X,X,X,O,X,X,X
JTLOISZ,O,X,X,X,X,O,X,X,X,X,X
JTLOIZS,X,X,X,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,X,X,X,O,X,X,X,X,X
JTLOSZI,O,O,X,X,X,X,X,X,X,O,X
JTLOZIS,X,X,X,X,X,O,X,O,X,X,X
JTLOZSI,O,O,X,X,X,X,X,O,X,X,X
JTSILZO,O,O,X,X,X,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X,X,O
JTSIZOL,O,O,X,X,X,X,X,X,X,X,O
JTSIOLZ,O,O,X,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X,X,X,O
JTSLIZO,O,X,X,X,X,X,X,X,X,X,X
JTSLIOZ,O,X,X,X,X,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,O,X
JTSLZOI,O,O,X,X,X,X,X,X,X,O,X
JTSLOIZ,O,X,X,X,X,X,X,X,X,X,X
JTSLOZI,O,O,X,X,X,X,X,X,X,O,X
JTSZILO,O,X,X,X,X,X,X,O,X,X,O
JTSZIOL,O,O,X,X,X,X,X,O,X,X,O
