sequence,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhF/lBUhBeoB5oBlp?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kel/IvhFUhBeoB5oB/pBTl?ByvB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFzfBUhBeoB5oBfr?BVvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFUhBTjB3kB1qBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeT/IvhFxlB6tBXoB0pBlq?BmqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBTjB/pBUlByv?BGtB,v115@ChC8HeB8GeB8CeA8DeD8Kem/IvhFUhBTkB1qBXoB6t?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KeUBJvhFxkBXoB6tBlpBzq?BmpB,v115@ChC8HeB8GeB8CeA8DeD8KeKEJvhFflBVmBTjB0lBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8KelAJvhFTjBikBXmB0kBGt?BRvB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFTjB/pBUlBFmBGt?ByvB,v115@ChC8HeB8GeB8CeA8DeD8Kei/IvhFeoB5oBFlBXmB0p?BzqB,v115@ChC8HeB8GeB8CeA8DeD8Kex/IvhFVmBmkB6tBXoB0p?BzqB
LTOISZJ,O,X,O,X,X,X,X,O,X,X,X,X,X
LTOIZJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LTOIZSJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOJISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,O,O,O,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LTOJSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LTOJZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LTOJZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LTOSIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LTOSJZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LTOSZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LTOSZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LTOZIJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LTOZISJ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,O,X,O,X,X,X,X,X,X,X,O
LTOZJSI,O,O,O,X,X,X,X,X,X,X,X,X,O
LTOZSIJ,O,O,O,X,O,X,X,O,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,X,X,X,X,X,O
LITJSZO,O,X,O,O,X,O,X,X,O,O,X,X,X
LITJSOZ,O,X,O,O,X,O,X,X,O,O,X,X,X
LITJZSO,O,X,O,O,X,X,X,X,O,X,X,X,X
LITJZOS,O,X,O,O,O,O,X,X,O,X,X,X,X
LITJOSZ,O,X,O,O,X,O,X,X,O,O,X,X,X
LITJOZS,O,X,O,O,X,O,X,X,O,X,X,X,X
LITSJZO,O,X,O,O,X,O,X,X,O,O,X,X,X
LITSJOZ,O,X,O,O,X,O,X,X,O,O,X,X,X
LITSZJO,O,X,O,O,X,O,X,X,O,O,X,X,X
LITSZOJ,O,X,O,O,O,O,O,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,O,O,X,O,O,X,X,X
LITSOZJ,O,X,O,O,X,X,O,X,X,X,X,X,X
LITZJSO,X,X,X,O,X,X,X,X,O,X,X,X,O
LITZJOS,X,X,X,O,O,O,X,X,O,X,X,X,O
LITZSJO,X,X,X,O,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
LITZOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,O,O,X,O,X,X,X,X
LITOJZS,O,X,O,X,X,O,O,X,O,X,X,X,X
LITOSJZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LITOSZJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LITOZJS,X,X,X,X,O,X,O,X,X,X,X,X,O
LITOZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJTSZO,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJTSOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJTZSO,O,O,O,O,X,X,X,X,O,X,X,X,X
LIJTZOS,O,O,O,O,O,O,X,X,O,X,X,X,X
LIJTOSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJTOZS,O,O,O,O,X,O,X,X,O,X,X,X,X
LIJSTZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJSTOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJSZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJSOTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJSOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJZTSO,O,O,O,O,X,X,X,X,O,X,X,X,X
LIJZTOS,O,O,O,O,X,X,X,X,O,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJZOTS,X,O,O,O,O,X,X,X,O,X,X,X,X
LIJZOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LIJOTSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJOTZS,O,O,O,O,X,O,X,X,O,X,X,X,X
LIJOSTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJOZTS,X,O,O,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LISTJZO,O,O,X,X,X,O,X,X,O,O,X,X,X
LISTJOZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LISTZJO,O,O,X,X,X,O,X,X,O,O,X,X,X
LISTZOJ,O,X,X,X,O,O,O,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,O,O,X,O,O,X,X,X
LISTOZJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,O,X,X,O,O,X,X,X
LISJTOZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LISJZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LISJOTZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,O,O,X,X,X
LISZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LISZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,X,X,O,X,O,O,X,X,X
LISOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LISOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,X,X,X,X,O,X,X,X,O
LIZTJOS,X,X,X,O,O,X,X,X,O,X,X,X,O
LIZTSJO,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,X,O,O,X,O,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJTSO,O,O,X,O,X,X,X,X,O,X,X,X,O
LIZJTOS,X,O,X,O,X,X,X,X,O,X,X,X,O
LIZJSTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZJOTS,X,O,X,O,O,X,X,X,O,X,X,X,X
LIZJOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LIZSTJO,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LIOTJZS,X,X,O,X,X,X,O,X,O,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTZJS,X,X,X,X,O,X,O,X,X,X,X,X,O
LIOTZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,X,X,O,O,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,O,O,X,X,X
LIOJSZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOSTJZ,X,O,X,X,X,X,O,X,O,O,X,X,X
LIOSTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTISOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTIZSO,O,O,O,X,X,X,X,X,O,X,X,X,X
LJTIZOS,O,O,O,X,O,O,X,X,O,X,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTSIZO,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTSIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTSZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LJTSZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTSOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTSOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTZISO,O,O,O,X,X,X,X,X,X,X,X,X,O
LJTZIOS,O,O,O,X,O,O,X,X,X,X,X,X,O
LJTZSIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTZSOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTZOIS,O,O,O,X,O,O,X,X,X,X,X,X,O
LJTZOSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTOIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTOSZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTOZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTOZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJITSZO,O,O,O,O,X,O,X,X,O,O,X,X,X
LJITSOZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LJITZSO,O,O,O,O,X,X,X,X,O,X,X,X,X
LJITZOS,O,O,O,O,O,O,X,X,O,X,X,X,X
LJITOSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LJITOZS,O,O,O,O,X,O,X,X,O,X,X,X,X
LJISTZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJISTOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJISZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJISZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJISOTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJISOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIZTSO,O,O,O,O,X,X,X,X,O,X,X,O,X
LJIZTOS,O,O,O,O,X,X,X,X,O,X,X,O,X
LJIZSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJIZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIZOTS,X,O,O,O,O,X,X,X,O,X,X,O,X
LJIZOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LJIOTSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LJIOTZS,O,O,O,O,X,O,X,X,O,X,X,X,X
LJIOSTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIOZTS,X,O,O,O,X,X,X,X,O,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSTIZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSTIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSTZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LJSTZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSTOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSTOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSITZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSITOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJSIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSIOTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
LJSZTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
LJSZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LJSZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSZOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJSZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSOTZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSOITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSOZTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJSOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZTIOS,O,O,O,X,O,O,X,X,X,X,X,O,O
LJZTSIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LJZTSOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LJZTOIS,O,O,O,X,O,O,X,X,X,X,X,O,O
LJZTOSI,O,O,O,X,X,O,X,X,O,X,X,O,O
LJZITSO,O,O,O,O,X,X,X,X,O,X,X,O,O
LJZITOS,O,O,O,O,X,X,X,X,O,X,X,O,O
LJZISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJZISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJZIOTS,X,O,O,O,O,X,X,X,O,X,X,O,X
LJZIOST,O,O,X,X,O,X,X,X,O,O,X,X,X
LJZSTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LJZSTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LJZSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZSOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOTIS,X,O,O,X,O,O,X,X,X,X,X,O,O
LJZOTSI,X,O,O,X,X,O,X,X,O,X,X,O,O
LJZOITS,X,O,O,O,O,X,X,X,O,X,X,O,X
LJZOIST,O,O,X,X,O,X,X,X,O,O,X,X,X
LJZOSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOTISZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOTIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOTSZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOTZIS,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOTZSI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJOITSZ,O,O,O,O,X,O,X,X,O,O,X,X,X
LJOITZS,O,O,O,O,X,O,X,X,O,X,X,X,X
LJOISTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOIZTS,X,O,O,O,X,X,X,X,O,X,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOSTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOSTZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOSITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOSZTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJOSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOZTIS,X,O,O,X,X,O,X,X,X,X,X,X,O
LJOZTSI,X,O,O,X,X,O,X,X,O,X,X,X,O
LJOZITS,X,O,O,O,X,X,X,X,O,X,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOZSTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTIJZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTIJOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTIZJO,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTIZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,O,X,X,O,O,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTJIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTJZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LSTJZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTJOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTJOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LSTZIJO,O,O,O,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,O,X,X,X,X,O,X,O
LSTZJOI,O,O,O,X,X,O,X,X,O,O,O,X,O
LSTZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZOJI,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTOJZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTOZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LSTOZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LSITJZO,O,O,X,X,X,O,X,X,O,O,X,X,X
LSITJOZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LSITZJO,O,O,X,X,X,O,X,X,O,O,X,X,X
LSITZOJ,O,X,X,X,O,O,O,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,O,O,X,O,O,X,X,X
LSITOZJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,O,X,X,O,O,X,X,X
LSIJTOZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIJZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIJOTZ,O,O,X,X,X,O,X,X,O,O,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIZTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIZJTO,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIZOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,O,X,O,O,X,X,X
LSIOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,X,O,O,X,X,X
LSIOJZT,X,O,X,X,X,X,X,X,O,O,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJTIOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJTZIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LSJTZOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LSJTOIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJTOZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LSJITZO,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJITOZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LSJIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSJIOTZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
LSJZTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
LSJZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LSJZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJZOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LSJZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJOTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJOTZI,O,O,O,X,X,O,X,X,O,O,O,X,X
LSJOITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSJOZTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LSJOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,O,X,X,X,O,X,X,X,X,O,O,X
LSZTIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X
LSZTJIO,O,O,X,X,X,O,X,X,X,X,O,O,O
LSZTJOI,O,O,X,X,X,O,X,X,O,O,O,O,O
LSZTOIJ,O,X,X,X,O,O,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,O,X,X,X,X,X,O,X
LSZITJO,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZITOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZIJTO,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZIOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,X,X,O,O,O
LSZJTOI,O,O,X,X,X,O,X,X,O,O,O,O,O
LSZJITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LSZJIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZJOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LSZJOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZOTIJ,O,O,X,X,O,X,X,O,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZOITJ,X,O,X,X,O,X,X,O,X,X,X,X,X
LSZOIJT,X,O,X,X,O,X,X,O,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X
LSOTJIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSOTJZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LSOTZIJ,O,O,O,X,X,O,X,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,O,X,X,X,X,X,X,O
LSOITJZ,X,O,X,X,X,X,O,X,O,X,X,X,X
LSOITZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOIJZT,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOIZTJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOIZJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSOJTZI,O,O,O,X,X,O,X,X,O,O,X,X,X
LSOJITZ,O,O,O,X,X,O,X,X,O,O,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOJZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X,X,X,O
LSOZITJ,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOZIJT,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,X,X,X,X,X,X,X,O,O
LZTIJOS,X,X,X,X,O,O,X,X,X,X,X,O,O
LZTISJO,X,X,X,X,X,X,X,X,X,X,X,O,X
LZTISOJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTIOJS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,X,X,X,X,X,O,O
LZTJIOS,O,O,O,X,O,O,X,X,X,X,X,O,O
LZTJSIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LZTJSOI,O,O,O,X,X,O,X,X,O,X,X,O,O
