sequence,v115@ThA8EeF8AeE8JeOEJvhF8kBzgBfnBxiBCoBFrB,v115@ThA8EeF8AeE8Je2EJvhFzgBRiBSoBUnB3kBFrB,v115@ThA8EeF8AeE8Jei/IvhFzgBGjB3kBRnBUnBFrB,v115@ThA8EeF8AeE8JeKEJvhFzfBRhBGjBfrB0rBlsB,v115@ThA8EeF8AeE8Jem/IvhFUhBRiBSoBTkBfrBVxB,v115@ThA8EeF8AeE8JeOEJvhF8kBFhBxiBfrBzrBCtB,v115@ThA8EeF8AeE8Jex/IvhFGjBTkB0lBlmB3nBirB,v115@ThA8EeF8AeE8Jex/IvhFmhBSoBTkBllBcrB3sB,v115@ThA8EeF8AeE8JeyGJvhFGjBxkB3nBTkBllBcrB
LOITSZJ,X,X,X,O,O,O,X,O,X
LOITZJS,X,X,X,O,O,O,X,O,X
LOITZSJ,X,X,X,X,O,O,X,O,X
LOIJTSZ,X,X,X,O,O,X,X,X,X
LOIJTZS,X,X,X,O,O,X,X,O,X
LOIJSTZ,X,X,X,O,O,O,X,X,X
LOIJSZT,X,X,X,O,X,O,O,X,X
LOIJZTS,X,O,X,X,O,O,X,X,X
LOIJZST,X,X,X,X,X,O,O,X,X
LOISTJZ,O,X,X,O,O,O,X,X,X
LOISTZJ,O,X,X,O,O,O,X,O,X
LOISJTZ,X,X,X,O,O,O,X,X,X
LOISJZT,X,X,X,O,X,O,O,X,X
LOISZTJ,O,X,X,O,X,O,O,X,X
LOISZJT,O,X,X,O,X,O,O,X,X
LOIZTJS,X,O,X,X,O,O,X,O,X
LOIZTSJ,X,O,X,X,O,O,O,O,X
LOIZJTS,X,O,X,X,O,O,X,O,X
LOIZJST,O,X,X,X,X,O,O,X,X
LOIZSTJ,O,X,X,X,X,O,O,X,X
LOIZSJT,O,X,X,X,X,O,O,X,X
LOJTISZ,X,X,X,O,O,X,X,X,X
LOJTIZS,X,O,X,O,O,X,X,O,X
LOJTSIZ,X,X,X,O,O,X,X,X,X
LOJTSZI,X,O,X,O,O,X,X,X,X
LOJTZIS,X,O,X,O,O,X,X,X,X
LOJTZSI,X,O,X,O,O,X,X,X,X
LOJITSZ,X,X,X,O,O,X,X,X,X
LOJITZS,X,X,X,O,O,X,X,O,X
LOJISTZ,X,X,X,O,O,O,X,X,X
LOJISZT,X,X,X,O,X,O,O,X,X
LOJIZTS,X,O,X,X,O,O,X,X,X
LOJIZST,X,X,X,X,X,O,O,X,X
LOJSTIZ,X,X,X,O,O,O,X,X,X
LOJSTZI,X,X,X,O,O,O,O,X,X
LOJSITZ,X,X,X,O,O,O,X,X,X
LOJSIZT,X,X,X,O,X,O,O,X,X
LOJSZTI,X,X,X,O,X,O,O,X,X
LOJSZIT,X,X,X,O,X,O,O,X,X
LOJZTIS,X,O,X,O,O,O,X,O,X
LOJZTSI,X,O,X,O,O,O,X,O,X
LOJZITS,X,O,X,X,O,O,X,O,X
LOJZIST,X,X,X,X,X,O,O,X,X
LOJZSTI,X,X,X,O,X,O,O,O,X
LOJZSIT,X,X,X,O,X,O,O,X,X
LOSTIJZ,O,X,X,O,O,O,X,X,X
LOSTIZJ,O,X,X,O,O,O,X,O,X
LOSTJIZ,O,X,X,O,O,O,X,X,X
LOSTJZI,O,X,X,O,O,O,O,X,X
LOSTZIJ,O,X,X,O,O,O,O,X,X
LOSTZJI,O,X,X,O,O,O,O,X,X
LOSITJZ,O,X,X,O,O,O,X,X,X
LOSITZJ,O,X,X,O,O,O,X,O,X
LOSIJTZ,X,X,X,O,O,O,X,X,X
LOSIJZT,X,X,X,O,X,O,O,X,X
LOSIZTJ,O,X,X,O,X,O,O,X,X
LOSIZJT,O,X,X,O,X,O,O,X,X
LOSJTIZ,X,X,X,O,O,O,X,X,X
LOSJTZI,X,X,X,O,O,O,O,X,X
LOSJITZ,X,X,X,O,O,O,X,X,X
LOSJIZT,X,X,X,O,X,O,O,X,X
LOSJZTI,X,X,X,O,X,O,O,X,X
LOSJZIT,X,X,X,O,X,O,O,X,X
LOSZTIJ,O,X,X,O,X,O,O,O,X
LOSZTJI,O,X,X,O,X,O,O,O,X
LOSZITJ,O,X,X,O,X,O,O,X,X
LOSZIJT,O,X,X,O,X,O,O,X,X
LOSZJTI,O,X,X,O,X,O,O,O,X
LOSZJIT,O,X,X,O,X,O,O,X,X
LOZTIJS,O,O,X,O,O,O,X,O,X
LOZTISJ,O,O,X,X,O,O,O,O,X
LOZTJIS,O,O,X,O,O,O,X,O,X
LOZTJSI,O,O,X,O,O,O,X,O,X
LOZTSIJ,O,O,X,O,O,O,O,O,X
LOZTSJI,O,O,X,O,O,O,O,O,X
LOZITJS,X,O,X,X,O,O,X,O,X
LOZITSJ,X,O,X,X,O,O,O,O,X
LOZIJTS,X,O,X,X,O,O,X,O,X
LOZIJST,O,X,X,X,X,O,O,X,X
LOZISTJ,O,X,X,X,X,O,O,X,X
LOZISJT,O,X,X,X,X,O,O,X,X
LOZJTIS,O,O,X,O,O,O,X,O,X
LOZJTSI,O,O,X,O,O,O,X,O,X
LOZJITS,X,O,X,X,O,O,X,O,X
LOZJIST,O,X,X,X,X,O,O,X,X
LOZJSTI,O,X,X,O,X,O,O,O,X
LOZJSIT,O,X,X,O,X,O,O,X,X
LOZSTIJ,O,X,X,O,X,O,O,O,X
LOZSTJI,O,X,X,O,X,O,O,O,X
LOZSITJ,O,X,X,O,X,O,O,X,X
LOZSIJT,O,X,X,O,X,O,O,X,X
LOZSJTI,O,X,X,O,X,O,O,O,X
LOZSJIT,O,X,X,O,X,O,O,X,X
JTILSZO,X,X,O,O,O,X,X,X,X
JTILSOZ,X,X,O,O,O,X,X,X,X
JTILZSO,X,O,X,X,O,X,X,X,X
JTILZOS,X,O,X,O,X,X,X,X,X
JTILOSZ,X,X,O,O,O,X,X,X,X
JTILOZS,X,O,X,O,O,X,X,X,X
JTISLZO,X,X,O,O,O,X,X,X,O
JTISLOZ,X,X,O,O,O,X,X,X,O
JTISZLO,X,X,O,O,O,X,X,X,X
JTISZOL,X,X,O,O,O,X,X,X,X
JTISOLZ,X,X,O,O,O,X,X,X,X
JTISOZL,X,X,O,X,O,X,X,X,X
JTIZLSO,X,O,X,X,O,X,X,X,X
JTIZLOS,X,O,X,O,X,X,X,X,X
JTIZSLO,X,O,O,X,O,X,X,X,X
JTIZSOL,X,O,O,X,O,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X
JTIZOSL,X,O,O,X,X,X,X,X,X
JTIOLSZ,X,X,O,O,O,X,X,X,X
JTIOLZS,X,O,X,O,O,X,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,X,X
JTIOSZL,X,X,O,X,O,X,X,X,X
JTIOZLS,X,O,X,X,O,X,X,X,X
JTIOZSL,X,O,O,X,O,X,X,X,X
JTLISZO,X,X,O,O,O,X,X,X,X
JTLISOZ,X,X,O,O,O,X,X,X,X
JTLIZSO,X,O,X,X,O,X,X,X,X
JTLIZOS,X,O,X,O,X,X,X,X,X
JTLIOSZ,X,X,O,O,O,X,X,X,X
JTLIOZS,X,O,X,O,O,X,X,X,X
JTLSIZO,O,X,O,O,O,X,X,X,X
JTLSIOZ,O,X,O,O,O,X,X,X,X
JTLSZIO,O,O,O,O,O,X,X,X,X
JTLSZOI,O,O,O,O,O,X,X,X,X
JTLSOIZ,O,X,O,O,O,X,X,X,X
JTLSOZI,O,O,O,O,O,X,X,X,X
JTLZISO,O,O,X,X,O,X,X,X,X
JTLZIOS,O,O,X,O,X,X,X,X,X
JTLZSIO,O,O,X,O,O,X,X,X,X
JTLZSOI,O,O,X,O,O,X,X,X,X
JTLZOIS,O,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X,X
JTLOISZ,X,X,O,O,O,X,X,X,X
JTLOIZS,X,O,X,O,O,X,X,O,X
JTLOSIZ,O,X,O,O,O,X,X,X,X
JTLOSZI,O,O,O,O,O,X,X,X,X
JTLOZIS,O,O,X,O,O,X,X,X,X
JTLOZSI,O,O,X,O,O,X,X,X,X
JTSILZO,X,X,O,O,O,X,X,X,O
JTSILOZ,X,X,O,O,O,X,X,X,O
JTSIZLO,O,X,O,O,O,X,X,X,X
JTSIZOL,O,X,O,O,O,X,O,X,X
JTSIOLZ,X,X,O,O,O,X,X,X,X
JTSIOZL,O,X,O,X,O,X,O,X,X
JTSLIZO,O,X,O,O,O,X,X,X,O
JTSLIOZ,O,X,O,O,O,X,X,X,O
JTSLZIO,O,O,O,O,O,X,X,X,X
JTSLZOI,O,O,O,O,O,X,O,X,X
JTSLOIZ,O,X,O,O,O,X,X,X,X
JTSLOZI,O,O,O,O,O,X,O,X,X
JTSZILO,O,O,O,O,O,X,X,X,X
JTSZIOL,O,O,O,O,O,X,O,X,X
JTSZLIO,O,O,O,O,O,X,X,X,X
JTSZLOI,O,O,O,O,O,X,O,X,X
JTSZOIL,O,O,O,O,O,X,O,X,X
JTSZOLI,O,O,O,O,O,X,O,X,X
JTSOILZ,X,X,O,O,O,X,X,X,X
JTSOIZL,O,X,O,X,O,X,O,X,X
JTSOLIZ,O,X,O,O,O,X,X,X,X
JTSOLZI,O,O,O,O,O,X,O,X,X
JTSOZIL,O,O,O,O,O,X,O,X,X
JTSOZLI,O,O,O,O,O,X,O,X,X
JTZILSO,O,O,X,X,O,X,X,X,X
JTZILOS,O,O,X,O,X,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,X
JTZISOL,O,O,O,X,O,X,X,X,X
JTZIOLS,O,O,X,X,X,X,X,X,X
JTZIOSL,O,O,O,X,X,X,X,X,X
JTZLISO,O,O,X,X,O,X,X,X,X
JTZLIOS,O,O,X,O,X,X,X,X,X
JTZLSIO,O,O,X,O,O,X,X,X,X
JTZLSOI,O,O,X,O,O,X,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X,X
JTZLOSI,O,O,X,O,X,X,X,X,X
JTZSILO,O,O,O,O,O,X,X,X,X
JTZSIOL,O,O,O,O,O,X,O,X,X
JTZSLIO,O,O,O,O,O,X,X,X,X
JTZSLOI,O,O,O,O,O,X,O,X,X
JTZSOIL,O,O,O,O,O,X,O,X,X
JTZSOLI,O,O,O,O,O,X,O,X,X
JTZOILS,O,O,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,O,X,X
JTZOLIS,O,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,X,X,X,X,X,X
JTZOSIL,O,O,O,X,X,X,O,X,X
JTZOSLI,O,O,O,X,X,X,O,X,X
JTOILSZ,X,X,O,O,O,X,X,X,X
JTOILZS,X,O,X,O,O,X,X,O,X
JTOISLZ,X,X,O,X,O,X,X,X,X
JTOISZL,X,X,O,X,O,X,O,X,X
JTOIZLS,X,O,X,X,O,X,X,O,X
JTOIZSL,X,O,O,X,O,X,O,O,X
JTOLISZ,X,X,O,O,O,X,X,X,X
JTOLIZS,X,O,X,O,O,X,X,O,X
JTOLSIZ,O,X,O,O,O,X,X,X,X
JTOLSZI,O,O,O,O,O,X,X,X,X
JTOLZIS,O,O,X,O,O,X,X,X,X
JTOLZSI,O,O,X,O,O,X,X,X,X
JTOSILZ,X,X,O,O,O,X,X,X,X
JTOSIZL,O,X,O,X,O,X,O,X,X
JTOSLIZ,O,X,O,O,O,X,X,X,X
JTOSLZI,O,O,O,O,O,X,O,X,X
JTOSZIL,O,O,O,O,O,X,O,X,X
JTOSZLI,O,O,O,O,O,X,O,X,X
JTOZILS,O,O,X,X,O,X,X,X,X
JTOZISL,O,O,O,X,O,X,O,X,X
JTOZLIS,O,O,X,X,O,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X,X
JTOZSIL,O,O,O,X,O,X,O,X,X
JTOZSLI,O,O,O,X,O,X,O,X,X
JITLSZO,X,X,O,O,O,X,X,X,X
JITLSOZ,X,X,O,O,O,X,X,X,X
JITLZSO,X,O,X,X,O,X,X,X,X
JITLZOS,X,O,X,O,X,X,X,X,X
JITLOSZ,X,X,O,O,O,X,X,X,X
JITLOZS,X,O,X,O,X,X,X,X,X
JITSLZO,X,X,O,O,O,X,X,X,O
JITSLOZ,X,X,O,O,O,X,X,X,O
JITSZLO,X,X,O,O,O,X,X,X,X
JITSZOL,X,X,O,O,O,X,X,X,X
JITSOLZ,X,X,O,O,O,X,X,X,X
JITSOZL,X,X,O,X,O,X,X,X,X
JITZLSO,X,O,X,X,O,X,X,X,X
JITZLOS,X,O,X,O,X,X,X,X,X
JITZSLO,X,O,O,X,O,X,X,X,X
JITZSOL,X,O,O,X,O,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,X,X
JITZOSL,X,O,O,X,X,X,X,X,X
JITOLSZ,X,X,O,O,O,X,X,X,X
JITOLZS,X,O,X,O,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,X,X
JITOSZL,X,X,O,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X,X
JILTSZO,X,X,O,O,O,X,X,X,X
JILTSOZ,X,X,O,O,O,X,X,X,X
JILTZSO,X,O,X,X,O,X,X,X,X
JILTZOS,X,O,X,O,X,X,X,X,X
JILTOSZ,X,X,O,O,O,X,X,X,X
JILTOZS,X,O,X,O,X,X,X,X,X
JILSTZO,X,X,O,O,O,X,X,X,O
JILSTOZ,X,X,O,O,O,X,X,X,O
JILSZTO,X,O,O,O,X,X,X,X,O
JILSZOT,X,X,X,O,X,X,X,X,O
JILSOTZ,X,X,O,O,X,X,X,X,O
JILSOZT,X,X,X,O,X,X,X,X,O
JILZTSO,X,O,X,X,O,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X
JILZOTS,X,O,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,O,O,X,X,X,X
JILOTZS,X,X,X,O,X,X,X,X,X
JILOSTZ,X,X,X,O,X,X,X,X,X
JILOSZT,X,X,X,O,X,X,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X
JILOZST,X,X,X,X,X,X,X,X,X
JISTLZO,X,X,O,O,O,X,X,X,O
JISTLOZ,X,X,O,O,O,X,X,X,O
JISTZLO,X,X,O,O,O,X,X,X,X
JISTZOL,X,X,O,O,O,X,O,X,X
JISTOLZ,X,X,O,O,O,X,X,X,X
JISTOZL,X,X,O,X,O,X,O,X,X
JISLTZO,X,X,O,O,X,X,X,X,O
JISLTOZ,X,X,O,O,X,X,X,X,O
JISLZTO,X,X,O,O,X,X,X,X,O
JISLZOT,X,X,X,O,X,X,X,X,O
JISLOTZ,X,X,O,O,X,X,X,X,O
JISLOZT,X,X,X,O,X,X,X,X,O
JISZTLO,X,X,O,O,X,X,X,X,X
JISZTOL,X,X,O,X,X,X,O,X,X
JISZLTO,X,X,O,O,X,X,X,X,O
JISZLOT,X,X,X,O,X,X,X,X,O
JISZOTL,X,X,X,X,X,X,O,X,X
JISZOLT,X,X,X,O,X,X,O,X,X
JISOTLZ,X,X,O,X,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,O,X,X
JISOLTZ,X,X,O,O,X,X,X,X,O
JISOLZT,X,X,X,O,X,X,O,X,O
JISOZTL,X,X,X,X,X,X,O,X,X
JISOZLT,X,X,X,X,X,X,O,X,X
JIZTLSO,X,O,X,X,X,X,X,X,X
JIZTLOS,X,O,X,X,X,X,X,X,X
JIZTSLO,X,O,O,X,X,X,X,X,X
JIZTSOL,X,O,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,X,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X
JIZSTLO,X,O,O,X,X,X,X,X,X
JIZSTOL,X,O,O,X,X,X,O,X,X
JIZSLTO,X,O,O,X,X,X,X,X,O
JIZSLOT,X,X,X,X,X,X,X,X,O
JIZSOTL,X,X,X,X,X,X,O,X,X
JIZSOLT,X,X,X,X,X,X,O,X,X
JIZOTLS,X,O,X,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,O,X,X
JIZOLTS,X,O,X,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,O,X,X
JIZOSTL,X,X,X,X,X,X,O,X,X
JIZOSLT,X,X,X,X,X,X,O,X,X
JIOTLSZ,X,X,O,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,X,X,X,X
JIOTSZL,X,X,O,X,X,X,O,X,X
JIOTZLS,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,O,X,X,X,O,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,X,X,X,X,O,X,X
JIOLZTS,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,X,X,X,X,O,X,X
JIOSTLZ,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,O,X,X,X,O,X,X
JIOSLTZ,X,X,O,X,X,X,X,X,O
JIOSLZT,X,X,X,X,X,X,O,X,O
JIOSZTL,X,X,X,X,X,X,O,X,X
JIOSZLT,X,X,X,X,X,X,O,X,X
JIOZTLS,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,X,O,X,X
JIOZLTS,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,O,X,X
JIOZSTL,X,X,X,X,X,X,O,X,X
JIOZSLT,X,X,X,X,X,X,O,X,X
JLTISZO,X,X,O,O,O,X,X,X,X
JLTISOZ,X,X,O,O,O,X,X,X,X
JLTIZSO,X,O,X,X,O,X,X,X,X
JLTIZOS,X,O,X,O,X,X,X,X,X
JLTIOSZ,X,X,O,O,O,X,X,X,X
JLTIOZS,X,O,X,O,O,X,X,X,X
JLTSIZO,O,X,O,O,O,X,X,X,X
JLTSIOZ,O,X,O,O,O,X,X,X,X
JLTSZIO,O,O,O,O,O,X,X,X,X
JLTSZOI,O,O,O,O,O,X,X,X,X
JLTSOIZ,O,X,O,O,O,X,X,X,X
JLTSOZI,O,O,O,O,O,X,X,X,X
JLTZISO,O,O,X,X,O,X,X,X,X
JLTZIOS,O,O,X,O,X,X,X,X,X
JLTZSIO,O,O,X,O,O,X,X,X,X
JLTZSOI,O,O,X,O,O,X,X,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X
JLTOISZ,X,X,O,O,O,X,X,X,X
JLTOIZS,X,O,X,O,O,X,X,O,X
JLTOSIZ,O,X,O,O,O,X,X,X,X
JLTOSZI,O,O,O,O,O,X,X,X,X
JLTOZIS,O,O,X,O,O,X,X,X,X
JLTOZSI,O,O,X,O,O,X,X,X,X
JLITSZO,X,X,O,O,O,X,X,X,X
JLITSOZ,X,X,O,O,O,X,X,X,X
JLITZSO,X,O,X,X,O,X,X,X,X
JLITZOS,X,O,X,O,X,X,X,X,X
JLITOSZ,X,X,O,O,O,X,X,X,X
JLITOZS,X,O,X,O,O,X,X,X,X
JLISTZO,O,X,O,O,O,O,X,X,O
JLISTOZ,O,X,O,O,O,X,X,X,O
JLISZTO,O,O,O,O,X,O,X,X,O
JLISZOT,O,X,X,O,X,O,X,X,O
JLISOTZ,X,X,O,O,X,X,X,X,O
JLISOZT,X,X,X,O,X,X,X,X,O
JLIZTSO,O,O,X,X,O,O,X,X,X
JLIZTOS,X,O,X,X,X,O,X,X,X
JLIZSTO,O,O,X,X,X,O,X,X,X
JLIZSOT,O,X,X,X,X,O,X,X,X
JLIZOTS,X,O,X,X,X,O,X,X,X
JLIZOST,O,X,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,O,O,X,X,X,X
JLIOTZS,X,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,O,O,O,X,X,X
JLIOSZT,X,X,X,O,X,O,X,X,X
JLIOZTS,X,O,X,X,O,O,X,X,X
JLIOZST,X,X,X,X,X,O,X,X,X
JLSTIZO,O,X,O,O,O,O,X,X,O
JLSTIOZ,O,X,O,O,O,X,X,X,O
JLSTZIO,O,O,O,O,O,O,X,X,X
JLSTZOI,O,O,O,O,O,O,O,X,X
JLSTOIZ,O,X,O,O,O,X,X,X,X
JLSTOZI,O,O,O,O,O,X,O,X,X
JLSITZO,O,X,O,O,O,O,X,X,O
JLSITOZ,O,X,O,O,O,X,X,X,O
JLSIZTO,O,O,O,O,X,O,X,X,O
JLSIZOT,O,X,X,O,X,O,X,X,O
JLSIOTZ,X,X,O,O,X,X,X,X,O
JLSIOZT,X,X,X,O,X,X,X,X,O
JLSZTIO,O,O,O,O,X,O,X,X,X
JLSZTOI,O,O,O,O,X,O,O,X,X
JLSZITO,O,O,O,O,X,O,X,X,O
JLSZIOT,O,X,X,O,X,O,X,X,O
JLSZOTI,O,X,X,O,X,O,O,X,X
JLSZOIT,O,X,X,O,X,O,O,X,X
JLSOTIZ,X,X,O,O,X,O,X,X,X
JLSOTZI,X,X,O,O,X,O,O,X,X
JLSOITZ,X,X,O,O,X,O,X,X,O
JLSOIZT,X,X,X,O,X,O,O,X,O
JLSOZTI,X,X,X,O,X,O,O,X,X
JLSOZIT,X,X,X,O,X,O,O,X,X
JLZTISO,O,O,X,X,O,O,X,X,X
JLZTIOS,O,O,X,O,X,O,X,O,X
JLZTSIO,O,O,X,O,O,O,X,X,X
JLZTSOI,O,O,X,O,O,O,X,O,X
JLZTOIS,O,O,X,O,X,O,X,O,X
JLZTOSI,O,O,X,O,X,O,X,O,X
JLZITSO,O,O,X,X,O,O,X,X,X
JLZITOS,O,O,X,X,X,O,X,O,X
JLZISTO,O,O,X,X,X,O,X,X,X
JLZISOT,O,X,X,X,X,O,X,X,X
JLZIOTS,X,O,X,X,X,O,X,O,X
JLZIOST,O,X,X,X,X,O,X,X,X
JLZSTIO,O,O,X,O,X,O,X,X,X
JLZSTOI,O,O,X,O,X,O,O,O,X
JLZSITO,O,O,X,O,X,O,X,X,X
JLZSIOT,O,X,X,O,X,O,X,X,X
JLZSOTI,O,X,X,O,X,O,O,O,X
JLZSOIT,O,X,X,O,X,O,O,X,X
JLZOTIS,O,O,X,O,X,O,X,O,X
JLZOTSI,O,O,X,O,X,O,X,O,X
JLZOITS,X,O,X,X,X,O,X,O,X
JLZOIST,O,X,X,X,X,O,O,X,X
JLZOSTI,O,X,X,O,X,O,O,O,X
JLZOSIT,O,X,X,O,X,O,O,X,X
JLOTISZ,X,X,X,O,O,X,X,X,X
JLOTIZS,X,O,X,O,O,X,X,O,X
JLOTSIZ,X,X,X,O,O,X,X,X,X
JLOTSZI,X,O,X,O,O,X,X,X,X
JLOTZIS,X,O,X,O,O,X,X,X,X
JLOTZSI,X,O,X,O,O,X,X,X,X
JLOITSZ,X,X,X,O,O,X,X,X,X
JLOITZS,X,X,X,O,O,X,X,O,X
JLOISTZ,X,X,X,O,O,O,X,X,X
JLOISZT,X,X,X,O,X,O,O,X,X
JLOIZTS,X,O,X,X,O,O,X,X,X
JLOIZST,X,X,X,X,X,O,O,X,X
JLOSTIZ,X,X,X,O,O,O,X,X,X
JLOSTZI,X,X,X,O,O,O,O,X,X
JLOSITZ,X,X,X,O,O,O,X,X,X
JLOSIZT,X,X,X,O,X,O,O,X,X
JLOSZTI,X,X,X,O,X,O,O,X,X
JLOSZIT,X,X,X,O,X,O,O,X,X
JLOZTIS,X,O,X,O,O,O,X,O,X
JLOZTSI,X,O,X,O,O,O,X,O,X
JLOZITS,X,O,X,X,O,O,X,O,X
JLOZIST,X,X,X,X,X,O,O,X,X
JLOZSTI,X,X,X,O,X,O,O,O,X
JLOZSIT,X,X,X,O,X,O,O,X,X
JSTILZO,X,X,O,O,O,X,X,X,O
JSTILOZ,X,X,O,O,O,X,X,X,O
JSTIZLO,O,X,O,O,O,X,X,X,X
JSTIZOL,O,X,O,O,O,X,O,X,X
JSTIOLZ,X,X,O,O,O,X,X,X,X
JSTIOZL,O,X,O,X,O,X,O,X,X
JSTLIZO,O,X,O,O,O,O,X,X,O
JSTLIOZ,O,X,O,O,O,X,X,X,O
JSTLZIO,O,O,O,O,O,O,X,X,X
JSTLZOI,O,O,O,O,O,O,O,X,X
JSTLOIZ,O,X,O,O,O,X,X,X,X
JSTLOZI,O,O,O,O,O,X,O,X,X
JSTZILO,O,O,O,O,O,O,X,X,X
JSTZIOL,O,O,O,O,O,O,O,X,X
JSTZLIO,O,O,O,O,O,O,X,X,X
JSTZLOI,O,O,O,O,O,O,O,X,X
JSTZOIL,O,O,O,O,O,O,O,X,X
JSTZOLI,O,O,O,O,O,O,O,X,X
JSTOILZ,X,X,O,O,O,X,X,X,X
JSTOIZL,O,X,O,X,O,O,O,X,X
JSTOLIZ,O,X,O,O,O,O,X,X,X
JSTOLZI,O,O,O,O,O,O,O,X,X
JSTOZIL,O,O,O,O,O,O,O,X,X
JSTOZLI,O,O,O,O,O,O,O,X,X
JSITLZO,X,X,O,O,O,X,X,X,O
JSITLOZ,X,X,O,O,O,X,X,X,O
JSITZLO,O,X,O,O,O,X,X,X,X
JSITZOL,O,X,O,O,O,X,O,X,X
JSITOLZ,X,X,O,O,O,X,X,X,X
JSITOZL,O,X,O,X,O,X,O,X,X
JSILTZO,X,X,O,O,X,X,X,X,O
JSILTOZ,X,X,O,O,X,X,X,X,O
JSILZTO,X,X,O,O,X,X,X,X,O
JSILZOT,X,X,X,O,X,X,X,X,O
JSILOTZ,X,X,O,O,X,X,X,X,O
JSILOZT,X,X,X,O,X,X,X,X,O
JSIZTLO,O,X,O,O,X,X,X,X,X
JSIZTOL,O,X,O,O,X,X,O,X,X
JSIZLTO,O,X,O,O,X,X,X,X,O
JSIZLOT,X,X,X,O,X,X,X,X,O
JSIZOTL,O,X,X,X,X,X,O,X,X
JSIZOLT,X,X,X,O,X,X,O,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,O,X,X
JSIOLTZ,X,X,O,O,X,X,X,X,O
JSIOLZT,X,X,X,O,X,X,O,X,O
JSIOZTL,X,X,X,X,X,X,O,X,X
JSIOZLT,X,X,X,X,X,X,O,X,X
JSLTIZO,O,X,O,O,O,O,X,X,O
JSLTIOZ,O,X,O,O,O,X,X,X,O
JSLTZIO,O,O,O,O,O,O,X,X,X
JSLTZOI,O,O,O,O,O,O,O,X,X
JSLTOIZ,O,X,O,O,O,X,X,X,X
JSLTOZI,O,O,O,O,O,X,O,X,X
JSLITZO,O,X,O,O,O,O,X,X,O
JSLITOZ,O,X,O,O,O,X,X,X,O
JSLIZTO,O,O,O,O,X,O,X,X,O
JSLIZOT,O,X,X,O,X,O,X,X,O
JSLIOTZ,X,X,O,O,X,X,X,X,O
JSLIOZT,X,X,X,O,X,X,X,X,O
JSLZTIO,O,O,O,O,X,O,X,X,X
JSLZTOI,O,O,O,O,X,O,O,X,X
JSLZITO,O,O,O,O,X,O,X,X,O
JSLZIOT,O,X,X,O,X,O,X,X,O
JSLZOTI,O,X,X,O,X,O,O,X,X
JSLZOIT,O,X,X,O,X,O,O,X,X
JSLOTIZ,X,X,O,O,X,O,X,X,X
JSLOTZI,X,X,O,O,X,O,O,X,X
JSLOITZ,X,X,O,O,X,O,X,X,O
JSLOIZT,X,X,X,O,X,O,O,X,O
JSLOZTI,X,X,X,O,X,O,O,X,X
JSLOZIT,X,X,X,O,X,O,O,X,X
JSZTILO,O,O,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,O,O,O,X,X
