sequence,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBOqBX?mBSwBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeWGJvhFxhBTjBKqBX?nBUrBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFumBcnBTjBy?qBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFSnBTjBOqB8?qB3rBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBilB+?rB3qBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBSoBOrB8?rBTqBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeFBJvhF0iB6oBTlB3?mBmsBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecFJvhFemBCiBTjBX?nBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeGCJvhFTjBxlB8rB3?lByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBWtBTqBi?rBctBlrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je/HJvhFFjBxlBctBT?qBirBGrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecHJvhFTjBxlB3lBu?rByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je2HJvhFxlBctBFmBC?oBTqB3rB
LTZOJIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTZOJSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZOSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTZOSJI,O,O,X,O,X,O,X,X,O,X,X,X,X
LTOIJSZ,O,X,O,O,X,O,X,X,X,X,X,X,X
LTOIJZS,O,X,O,O,X,O,X,X,X,X,X,O,X
LTOISJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOISZJ,O,O,O,O,X,O,X,O,X,X,X,O,X
LTOIZJS,O,O,O,O,X,O,X,O,O,X,X,O,X
LTOIZSJ,O,O,O,O,X,O,X,O,O,X,X,O,X
LTOJISZ,O,X,X,O,X,O,X,X,X,X,X,X,X
LTOJIZS,O,X,X,O,X,O,X,X,X,X,X,O,X
LTOJSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X
LTOJSZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOJZIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTOJZSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTOSIJZ,X,O,X,O,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,X,O,X,X,X,X,X,O,X
LTOSJIZ,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTOSZJI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTOZIJS,O,O,O,O,O,O,X,X,O,X,X,O,X
LTOZISJ,O,O,O,O,X,O,X,X,O,X,X,O,X
LTOZJIS,O,O,X,O,O,O,X,X,O,X,X,O,X
LTOZJSI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTOZSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X
LTOZSJI,O,O,X,O,X,O,X,X,O,X,X,X,X
LITJSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
LITJSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LITJZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LITJZOS,O,X,O,X,X,X,O,X,X,X,X,O,X
LITJOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LITJOZS,O,X,O,X,X,X,O,X,X,X,X,O,X
LITSJZO,X,O,O,X,X,X,O,X,X,X,X,X,X
LITSJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,X,X,X,O,O,X,X,X,X,X
LITSZOJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LITSOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LITZJSO,O,O,O,X,X,X,X,O,O,X,X,X,X
LITZJOS,O,O,O,X,X,X,X,O,O,X,X,O,X
LITZSJO,O,O,O,X,X,X,X,O,O,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X,O,O,X,X,O,X
LITZOJS,O,O,O,X,X,X,X,O,O,X,X,O,X
LITZOSJ,O,O,O,X,X,X,X,O,O,X,X,O,X
LITOJSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,O,X,X,X,O,X,X,X,X,O,X
LITOSJZ,X,O,O,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LITOZJS,O,O,O,X,X,X,O,O,O,X,X,O,X
LITOZSJ,O,O,O,X,X,X,O,O,O,X,X,O,X
LIJTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTZOS,O,X,O,X,X,X,O,X,X,X,X,O,X
LIJTOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTOZS,O,X,O,X,X,X,O,X,X,X,X,O,X
LIJSTZO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSOZT,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZTSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,X,O,X,X,X,X,O,X
LIJZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
LISTJZO,X,O,O,X,X,X,O,X,X,X,X,X,X
LISTJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,X,X,O,O,X,X,X,X,X
LISTZOJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LISTOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LISJTZO,X,O,O,X,X,X,O,X,X,X,X,X,X
LISJTOZ,X,O,O,X,X,X,O,X,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,X,O,O,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,O,O,X,X,X,O,X
LISZJTO,O,O,O,X,X,X,O,O,X,X,X,X,X
LISZJOT,X,O,O,X,X,X,X,O,X,X,X,X,X
LISZOTJ,O,O,O,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOZTJ,O,X,O,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,X,O,O,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X,O,O,X,X,O,X
LIZTSJO,O,O,O,X,X,X,X,O,O,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,X,O,O,X,X,O,X
LIZTOJS,O,O,O,X,X,X,X,O,O,X,X,O,X
LIZTOSJ,O,O,O,X,X,X,X,O,O,X,X,O,X
LIZJTSO,O,O,O,X,X,X,O,O,O,X,X,X,X
LIZJTOS,O,O,O,X,X,X,O,O,O,X,X,O,X
LIZJSTO,O,O,O,X,X,X,O,O,O,X,X,X,X
LIZJSOT,O,O,O,X,X,X,O,O,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,O,X,O,X,X,X,X
LIZJOST,X,O,O,X,X,X,O,X,X,X,X,X,X
LIZSTJO,O,O,O,X,X,X,O,O,O,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,O,O,O,X,X,O,X
LIZSJTO,O,O,O,X,X,X,O,O,O,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,O,X,X,X,O,X,O,X,X,O,X
LIZOTSJ,O,X,O,X,X,X,O,X,O,X,X,O,X
LIZOJTS,X,X,O,X,X,X,O,X,O,X,X,X,X
LIZOJST,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOTSJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOTZJS,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOTZSJ,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOZTSJ,X,X,O,X,X,X,O,X,X,X,X,O,X
LIOZJTS,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,O,O,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,O,X,X,O,X,X,O,X,X,X,X,X,X
LJTIZOS,O,X,X,O,X,X,O,X,X,X,X,O,X
LJTIOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,O,X,X,X,X,O,X
LJTSIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTSZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJTZIOS,O,O,X,O,O,X,O,X,O,X,X,O,X
LJTZSIO,O,O,X,O,O,O,O,X,O,X,X,X,X
LJTZSOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LJTZOIS,O,O,X,O,O,X,X,X,O,X,X,O,X
LJTZOSI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X,X,X,O,X
LJTOSIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,O,O,O,X,X,X,X,X,X,X
LJTOZIS,O,O,X,O,O,X,X,X,O,X,X,O,X
LJTOZSI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,X,X,X,O,X
LJITOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,X,X,X,O,X
LJISTZO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,X,O,X,X,X,X,X,X
LJIZTOS,O,X,X,O,O,X,O,X,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJSTZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSITOZ,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSIZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LJSIZOT,O,X,X,O,X,X,O,X,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJSZTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJSZITO,O,O,X,O,O,X,O,X,X,X,X,X,X
LJSZIOT,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,O,X,X,O,X,X,X,X,X,X
LJSOZIT,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJZTIOS,O,O,X,O,O,X,O,X,O,X,X,O,X
LJZTSIO,O,O,X,O,O,X,O,X,O,X,X,X,X
LJZTSOI,O,O,X,O,O,X,O,X,O,X,X,X,X
LJZTOIS,O,O,X,O,O,X,X,X,O,X,X,O,X
LJZTOSI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJZITSO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJZITOS,O,O,X,O,O,X,O,X,O,X,X,O,X
LJZISTO,O,O,X,X,X,X,O,X,O,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,O,X,O,X,X,X,X
LJZIOST,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,X,X,O,X,O,X,O,X,X,X,X
LJZSTOI,O,O,X,X,O,X,O,X,O,X,X,X,X
LJZSITO,O,O,X,X,O,X,O,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOITS,O,O,X,X,X,X,O,X,O,X,X,X,X
LJZOIST,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOISTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOIZTS,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTZI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSZTI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZITS,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOZIST,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOZSTI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,X,X,X,X,X,X,O,X
LSTIOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,X,X,X,X,O,X
LSTJIZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTJZIO,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTJZOI,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X,O,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,X,O,X,X,O,X
LSTZJIO,O,O,X,O,O,X,X,X,O,X,X,X,X
LSTZJOI,O,O,X,O,O,X,X,X,O,X,X,X,X
LSTZOIJ,O,O,X,O,X,X,X,X,O,X,X,O,X
LSTZOJI,O,O,X,O,O,X,X,X,O,X,X,X,X
LSTOIJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,X,X,X,X,X,O,X
LSTOJIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,O,X,X,O,X
LSTOZJI,O,O,X,O,O,X,X,X,O,X,X,X,X
LSITJZO,X,O,X,O,O,X,O,X,X,X,X,X,X
LSITJOZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,X,X,O,X,X,X,X,X,X
LSITZOJ,O,O,X,O,X,X,O,X,X,X,X,O,X
LSITOJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,O,X,X,X,X,O,X
LSIJTZO,X,O,X,O,O,X,O,X,X,X,X,X,X
LSIJTOZ,X,O,X,O,O,X,O,X,X,X,X,X,X
LSIJZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSIJZOT,X,X,X,O,O,X,O,X,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIZTJO,O,O,X,O,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,O,X,X,X,X,O,X
LSIZJTO,O,O,X,O,O,X,O,X,X,X,X,X,O
LSIZJOT,X,O,X,X,O,X,X,X,X,X,X,X,O
LSIZOTJ,O,O,X,O,X,X,O,X,X,X,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJZT,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIZO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJTZIO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJTZOI,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJTOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJTOZI,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJITZO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJITOZ,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJIZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJIZOT,O,X,X,O,O,X,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,O,X,X,X,O,X,O,X,X,X,X,X,X
LSJZTIO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJZTOI,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJZITO,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJZIOT,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJZOTI,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJZOIT,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
LSJOTZI,O,O,X,O,O,X,O,X,X,X,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,O,O,X,O,X,X,X,X,X,X
LSJOZIT,O,X,X,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,O,X,X,O,X
LSZTJIO,O,O,X,O,O,X,X,X,O,X,X,X,X
LSZTJOI,O,O,X,O,O,X,X,X,O,X,X,X,X
LSZTOIJ,O,O,X,O,X,X,X,X,O,X,O,O,X
LSZTOJI,O,O,X,O,O,X,X,X,O,X,O,X,X
LSZITJO,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,X,O,X,X,O,X
LSZIJTO,O,O,X,O,O,X,X,X,O,X,X,X,O
LSZIJOT,X,O,X,X,O,X,X,X,X,X,X,X,O
LSZIOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSZIOJT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,O,O,X,X,X,O,X,X,X,X
LSZJTOI,O,O,X,O,O,X,X,X,O,X,X,X,X
LSZJITO,O,O,X,O,O,X,X,X,O,X,X,X,O
LSZJIOT,O,O,X,O,O,X,X,X,X,X,X,X,O
LSZJOTI,O,O,X,O,O,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,O,O,X,X,X,X,X,X,X,O
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LSZOTJI,O,O,X,O,X,X,X,X,X,X,O,X,X
LSZOITJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LSZOIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LSZOJTI,X,O,X,X,X,X,X,X,X,X,O,X,X
LSZOJIT,X,O,X,X,X,X,X,X,X,X,O,X,O
LSOTIJZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LSOTZJI,O,O,X,O,O,X,X,X,X,X,O,X,X
LSOITJZ,X,O,X,O,X,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOJTIZ,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOJTZI,X,O,X,O,O,X,X,X,X,X,X,X,X
LSOJITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOJZTI,X,X,X,O,O,X,X,X,X,X,O,X,X
LSOJZIT,X,X,X,O,O,X,X,X,X,X,O,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LSOZTJI,O,O,X,O,X,X,X,X,X,X,O,X,X
LSOZITJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LSOZIJT,X,O,X,X,X,X,X,X,X,X,O,X,O
LSOZJTI,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOZJIT,X,O,X,X,X,X,X,X,X,X,O,X,O
LZTIJSO,O,O,O,X,X,O,X,X,O,X,X,X,X
LZTIJOS,O,O,O,O,X,O,X,X,O,X,X,O,X
