sequence,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhFlgBRiBzkBXmB0n?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBUiBTkB2qB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8Je0/IvhFxgBVnB2pBzlB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFzfBUhBRiB1qB3s?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF8kB3lBRnBFmBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBynBTkB2qBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF0gBzkBRnBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFFhB0lBRnB2pBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF2lBXiB8nBFmBxp?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je0AJvhFmkBRnBTkBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeXBJvhFmkBRnBTkB0lBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFflBxgBzlB8sBFs?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF0gBypBRnBXmBmn?B1xB,v115@GhA8IeA8EeB8BeG8CeA8Je1FJvhFZoB0kBGnBikBXm?BTsB,v115@GhA8IeA8EeB8BeG8CeA8Jel/IvhFynB2pBxlBzlBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFUiBaoBxlB2pBzl?B1xB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhFXhBypBRnB0lBmn?B1xB
ZSOLTIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOLIJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZSOLJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZSOJTIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOTIJSL,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOTISLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOTLSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOTJILS,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOTJISL,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOTJLIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOITJSL,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOITSLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOILSJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOIJTLS,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOIJTSL,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOIJLTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTJL,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOISLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLTJSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLTSJI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLISJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJSIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSTIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLSTJI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLSIJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOLSJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSJIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJTILS,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOJTISL,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOJTLIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOJITSL,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOJILTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOJSTIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOSLIJT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJIT,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTILJZS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTILSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTILSZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
OTILZJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTILZSJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
OTIJLSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTISLJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTISLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OTISJLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTISZJL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIZJSL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZSJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTLIJZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLISJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLISZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTLIZJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTLJISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OTLJIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLJSIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLJZSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSIZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
OTLSJIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLSZJI,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLZIJS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZISJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OTLZJIS,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLZJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
OTLZSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTJILSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZIJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZISJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLIJS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZLJIS,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTZLSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZJILS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTZJLIS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSLJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLZSJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
OITJLSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJSLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITSJLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSZJL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OITZLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZJLS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZSJL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILTZJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OILTZSJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OILJTSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OILJTZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OILJSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILJSZT,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OILJZST,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
OILSTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
OILSJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSJZT,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O
OILSZTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
OILSZJT,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,O
OILZTJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OILZTSJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OILZJTS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
OILZJST,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
OILZSTJ,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O
OILZSJT,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,O
OIJTLSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJTLZS,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OIJTSLZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OIJLTZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
OIJLSTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
