sequence,v115@RhB8EeA8BeE8AeD8Jex/IvhF8lBzhBfoB6oBmkBlrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgBzhBSoB3lBUoBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFzhBGjBRlBUoB3lBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFRhBziB+oBFlBXmB8rB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgB3hBCjB1qB8rBTtB,v115@RhB8EeA8BeE8AeD8Jex/IvhFlhBfoB6oBmkBzlB8rB,v115@RhB8EeA8BeE8AeD8Jei/IvhFxiBUlBFmBXnBToBGrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFChBxiB/rBFsBTtBUqB,v115@RhB8EeA8BeE8AeD8Jei/IvhFWmBUlBxnB/rBFsBTtB
SIOZTJL,X,X,X,X,X,O,O,X,X
SIOZLTJ,X,X,X,X,X,O,O,X,X
SIOZLJT,X,X,X,X,X,O,O,X,X
SIOZJTL,X,X,X,X,X,O,O,X,X
SIOZJLT,X,X,X,X,X,O,O,X,X
SLTIJZO,O,O,X,X,O,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,O,X
SLTIZJO,O,O,O,X,O,X,X,X,X
SLTIZOJ,O,O,O,X,O,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,O,X
SLTIOZJ,O,O,O,X,X,X,X,O,X
SLTJIZO,O,O,X,X,O,O,X,X,X
SLTJIOZ,O,O,X,O,X,O,X,O,X
SLTJZIO,O,O,X,O,O,O,X,X,X
SLTJZOI,O,O,X,O,O,O,X,O,X
SLTJOIZ,O,O,X,O,X,O,X,O,X
SLTJOZI,O,O,X,O,X,O,X,O,X
SLTZIJO,O,O,O,O,O,O,X,X,X
SLTZIOJ,O,O,O,O,O,O,O,X,X
SLTZJIO,O,O,O,O,O,O,X,X,X
SLTZJOI,O,O,O,O,O,O,O,O,X
SLTZOIJ,O,O,O,O,O,O,O,O,X
SLTZOJI,O,O,O,O,O,O,O,O,X
SLTOIJZ,O,O,X,X,X,X,X,O,X
SLTOIZJ,O,O,O,X,X,O,O,O,X
SLTOJIZ,O,O,X,X,X,O,X,O,X
SLTOJZI,O,O,X,X,X,O,X,O,X
SLTOZIJ,O,O,O,X,X,O,O,O,X
SLTOZJI,O,O,O,X,X,O,O,O,X
SLITJZO,O,O,X,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,O,X
SLITZJO,O,O,O,X,X,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,X,O,X
SLITOZJ,O,O,O,X,X,X,X,O,X
SLIJTZO,O,O,X,X,X,O,X,X,X
SLIJTOZ,O,O,X,X,X,O,X,O,X
SLIJZTO,O,O,X,X,X,O,X,X,X
SLIJZOT,O,X,X,X,X,O,X,X,X
SLIJOTZ,X,O,X,X,X,O,X,O,X
SLIJOZT,O,X,X,X,X,O,X,X,X
SLIZTJO,O,O,O,X,X,O,X,X,X
SLIZTOJ,O,O,O,X,X,O,O,X,X
SLIZJTO,O,O,O,X,X,O,X,X,O
SLIZJOT,O,X,X,X,X,O,X,X,O
SLIZOTJ,O,X,X,X,X,O,O,X,X
SLIZOJT,X,X,X,X,X,O,O,X,X
SLIOTJZ,X,O,X,X,X,X,X,O,X
SLIOTZJ,X,O,X,X,X,O,O,O,X
SLIOJTZ,X,O,X,X,X,O,X,O,X
SLIOJZT,X,X,X,X,X,O,O,X,X
SLIOZTJ,X,X,X,X,X,O,O,X,X
SLIOZJT,X,X,X,X,X,O,O,X,X
SLJTIZO,O,O,X,X,O,O,X,X,X
SLJTIOZ,O,O,X,O,X,O,X,O,X
SLJTZIO,O,O,X,O,O,O,X,X,X
SLJTZOI,O,O,X,O,O,O,X,O,X
SLJTOIZ,O,O,X,O,X,O,X,O,X
SLJTOZI,O,O,X,O,X,O,X,O,X
SLJITZO,O,O,X,X,O,O,X,X,X
SLJITOZ,O,O,X,X,X,O,X,O,X
SLJIZTO,O,O,X,X,X,O,X,X,X
SLJIZOT,O,X,X,X,X,O,X,X,X
SLJIOTZ,X,O,X,X,X,O,X,O,X
SLJIOZT,O,X,X,X,X,O,X,X,X
SLJZTIO,O,O,X,O,X,O,X,X,X
SLJZTOI,O,O,X,O,X,O,O,O,X
SLJZITO,O,O,X,O,X,O,X,X,X
SLJZIOT,O,X,X,O,X,O,X,X,X
SLJZOTI,O,X,X,O,X,O,O,O,X
SLJZOIT,O,X,X,O,X,O,O,X,X
SLJOTIZ,O,O,X,O,X,O,X,O,X
SLJOTZI,O,O,X,O,X,O,X,O,X
SLJOITZ,X,O,X,X,X,O,X,O,X
SLJOIZT,O,X,X,X,X,O,O,X,X
SLJOZTI,O,X,X,O,X,O,O,O,X
SLJOZIT,O,X,X,O,X,O,O,X,X
SLZTIJO,O,O,O,O,O,O,X,X,X
SLZTIOJ,O,O,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,O,O,X,X,X
SLZTJOI,O,O,O,O,O,O,O,O,X
SLZTOIJ,O,O,O,O,O,O,O,O,X
SLZTOJI,O,O,O,O,O,O,O,O,X
SLZITJO,O,O,O,O,X,O,X,X,X
SLZITOJ,O,O,O,X,X,O,O,X,X
SLZIJTO,O,O,O,O,X,O,X,X,O
SLZIJOT,O,X,X,O,X,O,X,X,O
SLZIOTJ,O,X,X,X,X,O,O,X,X
SLZIOJT,X,X,X,O,X,O,O,X,X
SLZJTIO,O,O,O,O,X,O,X,X,X
SLZJTOI,O,O,O,O,X,O,O,O,X
SLZJITO,O,O,O,O,X,O,X,X,O
SLZJIOT,O,X,X,O,X,O,X,X,O
SLZJOTI,O,X,X,O,X,O,O,O,X
SLZJOIT,O,X,X,O,X,O,O,X,X
SLZOTIJ,O,X,X,X,X,O,O,O,X
SLZOTJI,O,X,X,X,X,O,O,O,X
SLZOITJ,O,X,X,X,X,O,O,X,X
SLZOIJT,X,X,X,O,X,O,O,X,X
SLZOJTI,O,X,X,O,X,O,O,O,X
SLZOJIT,O,X,X,O,X,O,O,X,X
SLOTIJZ,O,O,X,X,X,X,X,O,X
SLOTIZJ,O,O,X,X,X,O,O,O,X
SLOTJIZ,O,O,X,X,X,O,X,O,X
SLOTJZI,O,O,X,X,X,O,X,O,X
SLOTZIJ,O,O,X,X,X,O,O,O,X
SLOTZJI,O,O,X,X,X,O,O,O,X
SLOITJZ,X,O,X,X,X,X,X,O,X
SLOITZJ,X,O,X,X,X,O,O,O,X
SLOIJTZ,X,O,X,X,X,O,X,O,X
SLOIJZT,X,X,X,X,X,O,O,X,X
SLOIZTJ,X,X,X,X,X,O,O,X,X
SLOIZJT,X,X,X,X,X,O,O,X,X
SLOJTIZ,O,O,X,X,X,O,X,O,X
SLOJTZI,O,O,X,X,X,O,X,O,X
SLOJITZ,X,O,X,X,X,O,X,O,X
SLOJIZT,O,X,X,X,X,O,O,X,X
SLOJZTI,O,X,X,X,X,O,O,O,X
SLOJZIT,O,X,X,X,X,O,O,X,X
SLOZTIJ,O,X,X,X,X,O,O,O,X
SLOZTJI,O,X,X,X,X,O,O,O,X
SLOZITJ,O,X,X,X,X,O,O,X,X
SLOZIJT,X,X,X,X,X,O,O,X,X
SLOZJTI,O,X,X,X,X,O,O,O,X
SLOZJIT,O,X,X,X,X,O,O,X,X
SJTILZO,O,O,X,X,O,O,X,X,X
SJTILOZ,O,O,X,O,X,O,X,O,X
SJTIZLO,O,O,X,X,O,O,X,X,X
SJTIZOL,O,O,X,X,O,O,X,X,X
SJTIOLZ,O,O,X,O,O,O,X,O,X
SJTIOZL,O,O,X,X,O,O,X,O,X
SJTLIZO,O,O,X,X,O,O,X,X,X
SJTLIOZ,O,O,X,O,X,O,X,O,X
SJTLZIO,O,O,X,O,O,O,X,X,X
SJTLZOI,O,O,X,O,O,O,X,O,X
SJTLOIZ,O,O,X,O,X,O,X,O,X
SJTLOZI,O,O,X,O,X,O,X,O,X
SJTZILO,O,O,X,O,O,O,X,X,X
SJTZIOL,O,O,X,O,O,O,X,X,X
SJTZLIO,O,O,X,O,O,O,X,X,X
SJTZLOI,O,O,X,O,O,O,O,O,X
SJTZOIL,O,O,X,O,O,O,O,O,X
SJTZOLI,O,O,X,O,O,O,O,O,X
SJTOILZ,O,O,X,O,O,O,X,O,X
SJTOIZL,O,O,X,X,O,O,O,O,X
SJTOLIZ,O,O,X,O,O,O,X,O,X
SJTOLZI,O,O,X,O,O,O,X,O,X
SJTOZIL,O,O,X,O,O,O,O,O,X
SJTOZLI,O,O,X,O,O,O,O,O,X
SJITLZO,O,O,X,X,O,O,X,X,X
SJITLOZ,O,O,X,X,X,O,X,O,X
SJITZLO,O,O,X,X,O,O,X,X,X
SJITZOL,O,O,X,X,O,O,X,X,X
SJITOLZ,O,O,X,X,O,O,X,O,X
SJITOZL,O,O,X,X,O,O,X,O,X
SJILTZO,O,O,X,X,O,O,X,X,X
SJILTOZ,O,O,X,X,X,O,X,O,X
SJILZTO,O,O,X,X,X,O,X,X,X
SJILZOT,O,X,X,X,X,O,X,X,X
SJILOTZ,X,O,X,X,X,O,X,O,X
SJILOZT,O,X,X,X,X,O,X,X,X
SJIZTLO,O,O,X,X,X,O,X,X,X
SJIZTOL,O,O,X,X,X,O,X,X,X
SJIZLTO,O,O,X,X,X,O,X,X,X
SJIZLOT,O,X,X,X,X,O,X,X,X
SJIZOTL,O,X,X,X,X,O,X,X,X
SJIZOLT,O,X,X,X,X,O,X,X,X
SJIOTLZ,X,O,X,X,O,O,X,O,X
SJIOTZL,X,O,X,X,O,O,X,O,X
SJIOLTZ,X,O,X,X,O,O,X,O,X
SJIOLZT,O,X,X,X,X,O,X,X,X
SJIOZTL,O,X,X,X,X,O,X,X,X
SJIOZLT,O,X,X,X,X,O,X,X,X
SJLTIZO,O,O,X,X,O,O,X,X,X
SJLTIOZ,O,O,X,O,X,O,X,O,X
SJLTZIO,O,O,X,O,O,O,X,X,X
SJLTZOI,O,O,X,O,O,O,X,O,X
SJLTOIZ,O,O,X,O,X,O,X,O,X
SJLTOZI,O,O,X,O,X,O,X,O,X
SJLITZO,O,O,X,X,O,O,X,X,X
SJLITOZ,O,O,X,X,X,O,X,O,X
SJLIZTO,O,O,X,X,X,O,X,X,X
SJLIZOT,O,X,X,X,X,O,X,X,X
SJLIOTZ,X,O,X,X,X,O,X,O,X
SJLIOZT,O,X,X,X,X,O,X,X,X
SJLZTIO,O,O,X,O,X,O,X,X,X
SJLZTOI,O,O,X,O,X,O,O,O,X
SJLZITO,O,O,X,O,X,O,X,X,X
SJLZIOT,O,X,X,O,X,O,X,X,X
SJLZOTI,O,X,X,O,X,O,O,O,X
SJLZOIT,O,X,X,O,X,O,O,X,X
SJLOTIZ,O,O,X,O,X,O,X,O,X
SJLOTZI,O,O,X,O,X,O,X,O,X
SJLOITZ,X,O,X,X,X,O,X,O,X
SJLOIZT,O,X,X,X,X,O,O,X,X
SJLOZTI,O,X,X,O,X,O,O,O,X
SJLOZIT,O,X,X,O,X,O,O,X,X
SJZTILO,O,O,X,O,X,O,X,X,X
SJZTIOL,O,O,X,O,X,O,X,X,X
SJZTLIO,O,O,X,O,X,O,X,X,X
SJZTLOI,O,O,X,O,X,O,O,O,X
SJZTOIL,O,O,X,O,X,O,O,O,X
SJZTOLI,O,O,X,O,X,O,O,O,X
SJZITLO,O,O,X,O,X,O,X,X,X
SJZITOL,O,O,X,O,X,O,X,X,X
SJZILTO,O,O,X,O,X,O,X,X,X
SJZILOT,O,X,X,O,X,O,X,X,X
SJZIOTL,O,X,X,O,X,O,X,X,X
SJZIOLT,O,X,X,O,X,O,X,X,X
SJZLTIO,O,O,X,O,X,O,X,X,X
SJZLTOI,O,O,X,O,X,O,O,O,X
SJZLITO,O,O,X,O,X,O,X,X,X
SJZLIOT,O,X,X,O,X,O,X,X,X
SJZLOTI,O,X,X,O,X,O,O,O,X
SJZLOIT,O,X,X,O,X,O,O,X,X
SJZOTIL,O,X,X,O,X,O,O,O,X
SJZOTLI,O,X,X,O,X,O,O,O,X
SJZOITL,O,X,X,O,X,O,O,X,X
SJZOILT,O,X,X,O,X,O,O,X,X
SJZOLTI,O,X,X,O,X,O,O,O,X
SJZOLIT,O,X,X,O,X,O,O,X,X
SJOTILZ,O,O,X,O,O,O,X,O,X
SJOTIZL,O,O,X,X,O,O,O,O,X
SJOTLIZ,O,O,X,O,O,O,X,O,X
SJOTLZI,O,O,X,O,O,O,X,O,X
SJOTZIL,O,O,X,O,O,O,O,O,X
SJOTZLI,O,O,X,O,O,O,O,O,X
SJOITLZ,X,O,X,X,O,O,X,O,X
SJOITZL,X,O,X,X,O,O,O,O,X
SJOILTZ,X,O,X,X,O,O,X,O,X
SJOILZT,O,X,X,X,X,O,O,X,X
SJOIZTL,O,X,X,X,X,O,O,X,X
SJOIZLT,O,X,X,X,X,O,O,X,X
SJOLTIZ,O,O,X,O,O,O,X,O,X
SJOLTZI,O,O,X,O,O,O,X,O,X
SJOLITZ,X,O,X,X,O,O,X,O,X
SJOLIZT,O,X,X,X,X,O,O,X,X
SJOLZTI,O,X,X,O,X,O,O,O,X
SJOLZIT,O,X,X,O,X,O,O,X,X
SJOZTIL,O,X,X,O,X,O,O,O,X
SJOZTLI,O,X,X,O,X,O,O,O,X
SJOZITL,O,X,X,O,X,O,O,X,X
SJOZILT,O,X,X,O,X,O,O,X,X
SJOZLTI,O,X,X,O,X,O,O,O,X
SJOZLIT,O,X,X,O,X,O,O,X,X
SZTILJO,O,O,O,O,O,O,X,X,X
SZTILOJ,O,O,O,O,O,O,O,X,X
SZTIJLO,O,O,O,O,O,O,X,X,X
SZTIJOL,O,O,O,O,O,O,X,X,X
SZTIOLJ,O,O,O,O,O,O,O,X,X
SZTIOJL,O,O,O,O,O,O,O,X,X
SZTLIJO,O,O,O,O,O,O,X,X,X
SZTLIOJ,O,O,O,O,O,O,O,X,X
SZTLJIO,O,O,O,O,O,O,X,X,X
SZTLJOI,O,O,O,O,O,O,O,O,X
SZTLOIJ,O,O,O,O,O,O,O,O,X
SZTLOJI,O,O,O,O,O,O,O,O,X
SZTJILO,O,O,O,O,O,O,X,X,X
SZTJIOL,O,O,O,O,O,O,X,X,X
SZTJLIO,O,O,O,O,O,O,X,X,X
SZTJLOI,O,O,O,O,O,O,O,O,X
SZTJOIL,O,O,O,O,O,O,O,O,X
SZTJOLI,O,O,O,O,O,O,O,O,X
SZTOILJ,O,O,O,O,O,O,O,O,X
SZTOIJL,O,O,O,O,O,O,O,O,X
SZTOLIJ,O,O,O,O,O,O,O,O,X
SZTOLJI,O,O,O,O,O,O,O,O,X
SZTOJIL,O,O,O,O,O,O,O,O,X
SZTOJLI,O,O,O,O,O,O,O,O,X
SZITLJO,O,O,O,O,X,O,X,X,X
SZITLOJ,O,O,O,O,X,O,O,X,X
SZITJLO,O,O,O,O,X,O,X,X,X
SZITJOL,O,O,O,O,X,O,X,X,X
SZITOLJ,O,O,O,O,X,O,O,X,X
SZITOJL,O,O,O,O,X,O,O,X,X
SZILTJO,O,O,O,O,X,O,X,X,X
SZILTOJ,O,O,O,O,X,O,O,X,X
SZILJTO,O,O,O,O,X,O,X,X,O
SZILJOT,O,X,X,O,X,O,X,X,O
SZILOTJ,O,X,X,X,X,O,O,X,X
SZILOJT,X,X,X,O,X,O,O,X,X
SZIJTLO,O,O,O,O,X,O,X,X,X
SZIJTOL,O,O,O,O,X,O,X,X,X
SZIJLTO,O,O,O,O,X,O,X,X,O
SZIJLOT,O,X,X,O,X,O,X,X,O
SZIJOTL,O,X,X,O,X,O,X,X,X
SZIJOLT,O,X,X,O,X,O,X,X,X
SZIOTLJ,O,X,X,O,X,O,O,X,X
SZIOTJL,O,X,X,O,X,O,O,X,X
SZIOLTJ,O,X,X,X,X,O,O,X,X
SZIOLJT,X,X,X,O,X,O,O,X,X
SZIOJTL,X,X,X,O,X,O,O,X,X
SZIOJLT,X,X,X,O,X,O,O,X,X
SZLTIJO,O,O,O,O,O,O,X,X,X
SZLTIOJ,O,O,O,O,O,O,O,X,X
SZLTJIO,O,O,O,O,O,O,X,X,X
SZLTJOI,O,O,O,O,O,O,O,O,X
SZLTOIJ,O,O,O,O,O,O,O,O,X
SZLTOJI,O,O,O,O,O,O,O,O,X
SZLITJO,O,O,O,O,X,O,X,X,X
SZLITOJ,O,O,O,O,X,O,O,X,X
SZLIJTO,O,O,O,O,X,O,X,X,O
SZLIJOT,O,X,X,O,X,O,X,X,O
SZLIOTJ,O,X,X,X,X,O,O,X,X
SZLIOJT,X,X,X,O,X,O,O,X,X
SZLJTIO,O,O,O,O,X,O,X,X,X
SZLJTOI,O,O,O,O,X,O,O,O,X
SZLJITO,O,O,O,O,X,O,X,X,O
SZLJIOT,O,X,X,O,X,O,X,X,O
SZLJOTI,O,X,X,O,X,O,O,O,X
SZLJOIT,O,X,X,O,X,O,O,X,X
SZLOTIJ,O,X,X,X,X,O,O,O,X
SZLOTJI,O,X,X,X,X,O,O,O,X
SZLOITJ,O,X,X,X,X,O,O,X,X
SZLOIJT,X,X,X,O,X,O,O,X,X
SZLOJTI,O,X,X,O,X,O,O,O,X
SZLOJIT,O,X,X,O,X,O,O,X,X
SZJTILO,O,O,O,O,X,O,X,X,X
SZJTIOL,O,O,O,O,X,O,X,X,X
SZJTLIO,O,O,O,O,X,O,X,X,X
SZJTLOI,O,O,O,O,X,O,O,O,X
SZJTOIL,O,O,O,O,X,O,O,O,X
SZJTOLI,O,O,O,O,X,O,O,O,X
SZJITLO,O,O,O,O,X,O,X,X,X
SZJITOL,O,O,O,O,X,O,X,X,X
SZJILTO,O,O,O,O,X,O,X,X,O
SZJILOT,O,X,X,O,X,O,X,X,O
SZJIOTL,O,X,X,O,X,O,X,X,X
SZJIOLT,O,X,X,O,X,O,X,X,X
SZJLTIO,O,O,O,O,X,O,X,X,X
SZJLTOI,O,O,O,O,X,O,O,O,X
SZJLITO,O,O,O,O,X,O,X,X,O
SZJLIOT,O,X,X,O,X,O,X,X,O
SZJLOTI,O,X,X,O,X,O,O,O,X
SZJLOIT,O,X,X,O,X,O,O,X,X
SZJOTIL,O,X,X,O,X,O,O,O,X
SZJOTLI,O,X,X,O,X,O,O,O,X
SZJOITL,O,X,X,O,X,O,O,X,X
SZJOILT,O,X,X,O,X,O,O,X,X
SZJOLTI,O,X,X,O,X,O,O,O,X
SZJOLIT,O,X,X,O,X,O,O,X,X
SZOTILJ,O,X,X,O,O,O,O,O,X
SZOTIJL,O,X,X,O,O,O,O,O,X
SZOTLIJ,O,X,X,O,O,O,O,O,X
SZOTLJI,O,X,X,O,O,O,O,O,X
SZOTJIL,O,X,X,O,O,O,O,O,X
SZOTJLI,O,X,X,O,O,O,O,O,X
SZOITLJ,O,X,X,O,X,O,O,X,X
SZOITJL,O,X,X,O,X,O,O,X,X
SZOILTJ,O,X,X,X,X,O,O,X,X
SZOILJT,X,X,X,O,X,O,O,X,X
SZOIJTL,X,X,X,O,X,O,O,X,X
SZOIJLT,X,X,X,O,X,O,O,X,X
SZOLTIJ,O,X,X,X,O,O,O,O,X
SZOLTJI,O,X,X,X,O,O,O,O,X
SZOLITJ,O,X,X,X,X,O,O,X,X
SZOLIJT,X,X,X,O,X,O,O,X,X
SZOLJTI,O,X,X,O,X,O,O,O,X
SZOLJIT,O,X,X,O,X,O,O,X,X
SZOJTIL,O,X,X,O,X,O,O,O,X
SZOJTLI,O,X,X,O,X,O,O,O,X
SZOJITL,O,X,X,O,X,O,O,X,X
SZOJILT,O,X,X,O,X,O,O,X,X
SZOJLTI,O,X,X,O,X,O,O,O,X
SZOJLIT,O,X,X,O,X,O,O,X,X
SOTILJZ,O,O,X,X,O,X,X,O,X
SOTILZJ,O,O,X,X,O,O,O,O,X
SOTIJLZ,O,O,X,X,O,X,X,O,X
SOTIJZL,O,O,X,X,O,X,O,O,X
SOTIZLJ,O,O,X,X,O,O,O,O,X
SOTIZJL,O,O,X,X,O,O,O,O,X
SOTLIJZ,O,O,X,X,O,X,X,O,X
SOTLIZJ,O,O,X,X,O,O,O,O,X
SOTLJIZ,O,O,X,X,O,O,X,O,X
SOTLJZI,O,O,X,X,O,O,X,O,X
SOTLZIJ,O,O,X,X,O,O,O,O,X
SOTLZJI,O,O,X,X,O,O,O,O,X
SOTJILZ,O,O,X,X,O,O,X,O,X
SOTJIZL,O,O,X,X,O,O,O,O,X
SOTJLIZ,O,O,X,X,O,O,X,O,X
SOTJLZI,O,O,X,X,O,O,X,O,X
SOTJZIL,O,O,X,X,O,O,O,O,X
SOTJZLI,O,O,X,X,O,O,O,O,X
SOTZILJ,O,O,X,X,O,O,O,O,X
SOTZIJL,O,O,X,X,O,O,O,O,X
SOTZLIJ,O,O,X,X,O,O,O,O,X
SOTZLJI,O,O,X,X,O,O,O,O,X
SOTZJIL,O,O,X,X,O,O,O,O,X
SOTZJLI,O,O,X,X,O,O,O,O,X
SOITLJZ,X,O,X,X,X,X,X,O,X
SOITLZJ,X,O,X,X,X,O,O,O,X
SOITJLZ,X,O,X,X,X,X,X,O,X
SOITJZL,X,O,X,X,X,X,O,O,X
SOITZLJ,X,O,X,X,X,O,O,O,X
SOITZJL,X,O,X,X,X,O,O,O,X
SOILTJZ,X,O,X,X,X,X,X,O,X
SOILTZJ,X,O,X,X,X,O,O,O,X
SOILJTZ,X,O,X,X,X,O,X,O,X
SOILJZT,X,X,X,X,X,O,O,X,X
SOILZTJ,X,X,X,X,X,O,O,X,X
SOILZJT,X,X,X,X,X,O,O,X,X
SOIJTLZ,X,O,X,X,X,O,X,O,X
SOIJTZL,X,O,X,X,X,O,O,O,X
SOIJLTZ,X,O,X,X,X,O,X,O,X
SOIJLZT,X,X,X,X,X,O,O,X,X
SOIJZTL,X,X,X,X,X,O,O,X,X
SOIJZLT,X,X,X,X,X,O,O,X,X
SOIZTLJ,X,X,X,X,X,O,O,X,X
SOIZTJL,X,X,X,X,X,O,O,X,X
SOIZLTJ,X,X,X,X,X,O,O,X,X
SOIZLJT,X,X,X,X,X,O,O,X,X
SOIZJTL,X,X,X,X,X,O,O,X,X
SOIZJLT,X,X,X,X,X,O,O,X,X
SOLTIJZ,O,O,X,X,O,X,X,O,X
SOLTIZJ,O,O,X,X,O,O,O,O,X
SOLTJIZ,O,O,X,X,O,O,X,O,X
SOLTJZI,O,O,X,X,O,O,X,O,X
SOLTZIJ,O,O,X,X,O,O,O,O,X
SOLTZJI,O,O,X,X,O,O,O,O,X
SOLITJZ,X,O,X,X,X,X,X,O,X
SOLITZJ,X,O,X,X,X,O,O,O,X
SOLIJTZ,X,O,X,X,X,O,X,O,X
SOLIJZT,X,X,X,X,X,O,O,X,X
SOLIZTJ,X,X,X,X,X,O,O,X,X
SOLIZJT,X,X,X,X,X,O,O,X,X
SOLJTIZ,O,O,X,X,O,O,X,O,X
SOLJTZI,O,O,X,X,O,O,X,O,X
SOLJITZ,X,O,X,X,O,O,X,O,X
SOLJIZT,O,X,X,X,X,O,O,X,X
SOLJZTI,O,X,X,X,X,O,O,O,X
SOLJZIT,O,X,X,X,X,O,O,X,X
SOLZTIJ,O,X,X,X,O,O,O,O,X
SOLZTJI,O,X,X,X,O,O,O,O,X
SOLZITJ,O,X,X,X,X,O,O,X,X
SOLZIJT,X,X,X,X,X,O,O,X,X
SOLZJTI,O,X,X,X,X,O,O,O,X
SOLZJIT,O,X,X,X,X,O,O,X,X
SOJTILZ,O,O,X,X,O,O,X,O,X
SOJTIZL,O,O,X,X,O,O,O,O,X
SOJTLIZ,O,O,X,X,O,O,X,O,X
SOJTLZI,O,O,X,X,O,O,X,O,X
SOJTZIL,O,O,X,X,O,O,O,O,X
SOJTZLI,O,O,X,X,O,O,O,O,X
SOJITLZ,X,O,X,X,O,O,X,O,X
SOJITZL,X,O,X,X,O,O,O,O,X
SOJILTZ,X,O,X,X,O,O,X,O,X
SOJILZT,O,X,X,X,X,O,O,X,X
SOJIZTL,O,X,X,X,X,O,O,X,X
SOJIZLT,O,X,X,X,X,O,O,X,X
SOJLTIZ,O,O,X,X,O,O,X,O,X
SOJLTZI,O,O,X,X,O,O,X,O,X
SOJLITZ,X,O,X,X,O,O,X,O,X
SOJLIZT,O,X,X,X,X,O,O,X,X
SOJLZTI,O,X,X,X,X,O,O,O,X
SOJLZIT,O,X,X,X,X,O,O,X,X
SOJZTIL,O,X,X,X,X,O,O,O,X
SOJZTLI,O,X,X,X,X,O,O,O,X
SOJZITL,O,X,X,X,X,O,O,X,X
SOJZILT,O,X,X,X,X,O,O,X,X
SOJZLTI,O,X,X,X,X,O,O,O,X
SOJZLIT,O,X,X,X,X,O,O,X,X
SOZTILJ,O,X,X,X,O,O,O,O,X
SOZTIJL,O,X,X,X,O,O,O,O,X
SOZTLIJ,O,X,X,X,O,O,O,O,X
SOZTLJI,O,X,X,X,O,O,O,O,X
SOZTJIL,O,X,X,X,O,O,O,O,X
SOZTJLI,O,X,X,X,O,O,O,O,X
SOZITLJ,O,X,X,X,X,O,O,X,X
SOZITJL,O,X,X,X,X,O,O,X,X
SOZILTJ,O,X,X,X,X,O,O,X,X
SOZILJT,X,X,X,X,X,O,O,X,X
SOZIJTL,X,X,X,X,X,O,O,X,X
SOZIJLT,X,X,X,X,X,O,O,X,X
SOZLTIJ,O,X,X,X,O,O,O,O,X
SOZLTJI,O,X,X,X,O,O,O,O,X
SOZLITJ,O,X,X,X,X,O,O,X,X
SOZLIJT,X,X,X,X,X,O,O,X,X
SOZLJTI,O,X,X,X,X,O,O,O,X
SOZLJIT,O,X,X,X,X,O,O,X,X
SOZJTIL,O,X,X,X,X,O,O,O,X
SOZJTLI,O,X,X,X,X,O,O,O,X
SOZJITL,O,X,X,X,X,O,O,X,X
SOZJILT,O,X,X,X,X,O,O,X,X
SOZJLTI,O,X,X,X,X,O,O,O,X
SOZJLIT,O,X,X,X,X,O,O,X,X
ZTILJSO,X,X,O,O,O,X,X,X,O
ZTILJOS,X,X,O,O,O,X,X,X,O
ZTILSJO,O,X,O,O,O,X,X,X,X
ZTILSOJ,O,X,O,O,O,X,O,X,X
ZTILOJS,X,X,O,O,O,X,X,X,X
ZTILOSJ,O,X,O,X,O,X,O,X,X
ZTIJLSO,O,X,O,O,O,O,X,X,O
ZTIJLOS,O,X,O,O,O,X,X,X,O
ZTIJSLO,O,X,O,O,O,O,X,X,X
ZTIJSOL,O,X,O,O,O,O,X,X,X
ZTIJOLS,O,X,O,O,O,X,X,X,X
ZTIJOSL,O,X,O,O,O,O,X,X,X
ZTISLJO,O,X,O,O,O,O,X,X,X
ZTISLOJ,O,X,O,O,O,O,O,X,X
ZTISJLO,O,X,O,O,O,O,X,X,X
ZTISJOL,O,X,O,O,O,O,X,X,X
ZTISOLJ,O,X,O,O,O,O,O,X,X
ZTISOJL,O,X,O,O,O,O,O,X,X
ZTIOLJS,X,X,O,O,O,X,X,X,X
ZTIOLSJ,O,X,O,X,O,O,O,X,X
ZTIOJLS,O,X,O,O,O,O,X,X,X
ZTIOJSL,O,X,O,O,O,O,X,X,X
ZTIOSLJ,O,X,O,X,O,O,O,X,X
ZTIOSJL,O,X,O,X,O,O,O,X,X
ZTLIJSO,X,X,O,O,O,X,X,X,O
ZTLIJOS,X,X,O,O,O,X,X,X,O
ZTLISJO,O,X,O,O,O,X,X,X,X
ZTLISOJ,O,X,O,O,O,X,O,X,X
ZTLIOJS,X,X,O,O,O,X,X,X,X
ZTLIOSJ,O,X,O,X,O,X,O,X,X
ZTLJISO,O,X,O,O,O,O,X,X,O
ZTLJIOS,O,X,O,O,O,X,X,X,O
ZTLJSIO,O,O,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,O,O,O,X,X
ZTLJOIS,O,X,O,O,O,X,X,X,X
