sequence,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBmiBXlBl?mBcsBTrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBclBihBz?iBFsB3rB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukB8mBziBi?lBXsBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFGgB/mBFiB8?nBzkBywB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBXiB8nBi?lBzrBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBThBOnB8?nBXlB1wB,v115@GhA8IeA8CeB8CeB8AeC8CeC8Jex/IvhFziBOpBXlBV?sB0rBirB
LSITZJO,O,O,O,X,X,O,X
LSITZOJ,O,O,O,X,X,O,X
LSITOJZ,X,X,O,X,X,X,X
LSITOZJ,X,O,O,X,X,X,X
LSIJTZO,O,X,O,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X
LSIJZTO,O,X,O,O,X,O,X
LSIJZOT,O,X,O,X,O,X,X
LSIJOTZ,X,X,O,X,X,X,X
LSIJOZT,O,X,O,X,O,X,X
LSIZTJO,O,O,O,O,X,O,X
LSIZTOJ,O,O,O,O,X,O,X
LSIZJTO,O,O,O,O,X,O,X
LSIZJOT,O,O,O,X,O,X,X
LSIZOTJ,O,X,O,O,O,O,X
LSIZOJT,O,O,O,O,O,X,X
LSIOTJZ,X,X,O,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X
LSIOJTZ,X,X,O,X,X,X,X
LSIOJZT,O,X,O,O,O,X,X
LSIOZTJ,O,X,O,O,O,O,X
LSIOZJT,O,O,O,O,O,X,X
LSJTIZO,O,X,O,X,X,X,O
LSJTIOZ,X,X,O,X,X,X,O
LSJTZIO,O,X,O,X,X,X,O
LSJTZOI,O,X,O,X,X,X,O
LSJTOIZ,X,X,O,X,X,X,O
LSJTOZI,X,X,O,X,X,X,O
LSJITZO,O,X,O,X,X,X,O
LSJITOZ,X,X,O,X,X,X,O
LSJIZTO,O,X,O,O,X,O,X
LSJIZOT,O,X,O,X,O,X,X
LSJIOTZ,X,X,O,X,X,X,O
LSJIOZT,O,X,O,X,O,X,X
LSJZTIO,O,X,O,O,X,O,X
LSJZTOI,O,X,O,X,X,O,X
LSJZITO,O,X,O,O,X,O,X
LSJZIOT,O,X,O,X,O,X,X
LSJZOTI,O,X,O,X,O,X,X
LSJZOIT,O,X,O,X,O,X,X
LSJOTIZ,X,X,O,X,X,X,O
LSJOTZI,X,X,O,X,X,X,O
LSJOITZ,X,X,O,X,X,X,O
LSJOIZT,O,X,O,X,O,X,X
LSJOZTI,O,X,O,X,O,X,X
LSJOZIT,O,X,O,X,O,X,X
LSZTIJO,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,X,O,X
LSZTJIO,O,O,O,O,X,O,X
LSZTJOI,O,O,O,X,X,O,X
LSZTOIJ,O,O,O,O,X,O,X
LSZTOJI,O,O,O,O,X,O,X
LSZITJO,O,O,O,O,X,O,X
LSZITOJ,O,O,O,O,X,O,X
LSZIJTO,O,O,O,O,X,O,X
LSZIJOT,O,O,O,X,O,X,X
LSZIOTJ,O,X,O,O,O,O,X
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,O,O,X,O,X
LSZJTOI,O,O,O,X,X,O,X
LSZJITO,O,O,O,O,X,O,X
LSZJIOT,O,O,O,X,O,X,X
LSZJOTI,O,X,O,X,O,X,X
LSZJOIT,O,O,O,X,O,X,X
LSZOTIJ,O,X,O,O,O,O,X
LSZOTJI,O,X,O,O,O,O,X
LSZOITJ,O,X,O,O,O,O,X
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,X,O,O,O,X,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,X,X,O,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X
LSOTJIZ,X,X,O,X,X,X,O
LSOTJZI,X,X,O,X,X,X,O
LSOTZIJ,X,X,O,X,X,X,X
LSOTZJI,X,X,O,X,X,X,X
LSOITJZ,X,X,O,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X
LSOIJTZ,X,X,O,X,X,X,X
LSOIJZT,O,X,O,O,O,X,X
LSOIZTJ,O,X,O,O,O,O,X
LSOIZJT,O,O,O,O,O,X,X
LSOJTIZ,X,X,O,X,X,X,O
LSOJTZI,X,X,O,X,X,X,O
LSOJITZ,X,X,O,X,X,X,O
LSOJIZT,O,X,O,O,O,X,X
LSOJZTI,O,X,O,O,O,X,X
LSOJZIT,O,X,O,O,O,X,X
LSOZTIJ,O,X,O,O,O,O,X
LSOZTJI,O,X,O,O,O,O,X
LSOZITJ,O,X,O,O,O,O,X
LSOZIJT,O,O,O,O,O,X,X
LSOZJTI,O,X,O,O,O,X,X
LSOZJIT,O,O,O,O,O,X,X
LZTIJSO,O,O,X,O,X,O,X
LZTIJOS,X,O,X,X,O,O,X
LZTISJO,O,O,X,O,X,O,X
LZTISOJ,O,O,X,O,X,O,X
LZTIOJS,X,O,X,O,O,O,X
LZTIOSJ,X,O,X,O,O,O,X
LZTJISO,O,O,X,O,X,O,X
LZTJIOS,X,O,X,X,O,O,X
LZTJSIO,O,O,X,O,X,O,X
LZTJSOI,O,O,X,O,X,O,X
LZTJOIS,X,O,X,X,O,O,X
LZTJOSI,X,O,X,X,O,O,X
LZTSIJO,O,O,X,O,X,O,X
LZTSIOJ,O,O,X,O,X,O,X
LZTSJIO,O,O,X,O,X,O,X
LZTSJOI,O,O,X,O,X,O,X
LZTSOIJ,O,O,X,O,X,O,X
LZTSOJI,O,O,X,O,X,O,X
LZTOIJS,X,O,X,O,O,O,X
LZTOISJ,X,O,X,O,O,O,X
LZTOJIS,X,O,X,O,O,O,X
LZTOJSI,X,O,X,O,O,O,X
LZTOSIJ,X,O,X,O,O,O,X
LZTOSJI,X,O,X,O,O,O,X
LZITJSO,O,O,X,O,X,O,X
LZITJOS,X,O,X,X,O,O,X
LZITSJO,O,O,X,O,X,O,X
LZITSOJ,O,O,X,O,X,O,X
LZITOJS,X,O,X,O,O,O,X
LZITOSJ,X,O,X,O,O,O,X
LZIJTSO,O,O,X,O,X,X,X
LZIJTOS,X,O,X,X,O,X,X
LZIJSTO,O,O,O,O,X,X,X
LZIJSOT,O,O,O,O,O,X,X
LZIJOTS,X,O,X,O,O,X,X
LZIJOST,X,O,O,O,O,X,X
LZISTJO,O,O,O,O,X,O,X
LZISTOJ,O,O,O,O,X,O,X
LZISJTO,O,O,O,O,X,O,X
LZISJOT,O,O,O,O,O,X,X
LZISOTJ,O,X,O,O,O,O,X
LZISOJT,O,O,O,O,O,X,X
LZIOTJS,X,O,X,O,O,X,X
LZIOTSJ,X,O,X,O,O,X,X
LZIOJTS,X,O,X,O,O,X,X
LZIOJST,X,O,O,O,O,X,X
LZIOSTJ,X,X,O,O,O,X,X
LZIOSJT,X,O,O,O,O,X,X
LZJTISO,O,O,X,O,X,X,X
LZJTIOS,X,O,X,X,O,X,X
LZJTSIO,O,O,X,O,X,X,X
LZJTSOI,O,O,X,O,X,X,X
LZJTOIS,X,O,X,X,O,X,X
LZJTOSI,X,O,X,X,O,X,X
LZJITSO,O,O,X,O,X,X,X
LZJITOS,X,O,X,X,O,X,X
LZJISTO,O,O,O,O,X,X,X
LZJISOT,O,O,O,O,O,X,X
LZJIOTS,X,O,X,O,O,X,X
LZJIOST,X,O,O,O,O,X,X
LZJSTIO,O,O,O,O,X,X,X
LZJSTOI,O,O,O,O,X,X,X
LZJSITO,O,O,O,O,X,X,X
LZJSIOT,O,O,O,O,O,X,X
LZJSOTI,O,X,O,O,O,X,X
LZJSOIT,O,O,O,O,O,X,X
LZJOTIS,X,O,X,O,O,X,X
LZJOTSI,X,O,X,O,O,X,X
LZJOITS,X,O,X,O,O,X,X
LZJOIST,X,O,O,O,O,X,X
LZJOSTI,X,X,O,O,O,X,X
LZJOSIT,X,O,O,O,O,X,X
LZSTIJO,O,O,O,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,X
LZSTJIO,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,O,X
LZSTOIJ,O,O,O,O,X,O,X
LZSTOJI,O,O,O,O,X,O,X
LZSITJO,O,O,O,O,X,O,X
LZSITOJ,O,O,O,O,X,O,X
LZSIJTO,O,O,O,O,X,O,X
LZSIJOT,O,O,O,O,O,X,X
LZSIOTJ,O,X,O,O,O,O,X
LZSIOJT,O,O,O,O,O,X,X
LZSJTIO,O,O,O,O,X,O,X
LZSJTOI,O,O,O,O,X,O,X
LZSJITO,O,O,O,O,X,O,X
LZSJIOT,O,O,O,O,O,X,X
LZSJOTI,O,X,O,O,O,X,X
LZSJOIT,O,O,O,O,O,X,X
LZSOTIJ,O,X,O,O,O,O,X
LZSOTJI,O,X,O,O,O,O,X
LZSOITJ,O,X,O,O,O,O,X
LZSOIJT,O,O,O,O,O,X,X
LZSOJTI,O,X,O,O,O,X,X
LZSOJIT,O,O,O,O,O,X,X
LZOTIJS,X,O,X,O,O,X,X
LZOTISJ,X,O,X,O,O,X,X
LZOTJIS,X,O,X,O,O,X,X
LZOTJSI,X,O,X,O,O,X,X
LZOTSIJ,X,O,X,O,O,X,X
LZOTSJI,X,O,X,O,O,X,X
LZOITJS,X,O,X,O,O,X,X
LZOITSJ,X,O,X,O,O,X,X
LZOIJTS,X,O,X,O,O,X,X
LZOIJST,X,O,O,O,O,X,X
LZOISTJ,X,X,O,O,O,X,X
LZOISJT,X,O,O,O,O,X,X
LZOJTIS,X,O,X,O,O,X,X
LZOJTSI,X,O,X,O,O,X,X
LZOJITS,X,O,X,O,O,X,X
LZOJIST,X,O,O,O,O,X,X
LZOJSTI,X,X,O,O,O,X,X
LZOJSIT,X,O,O,O,O,X,X
LZOSTIJ,X,X,O,O,O,X,X
LZOSTJI,X,X,O,O,O,X,X
LZOSITJ,X,X,O,O,O,X,X
LZOSIJT,X,O,O,O,O,X,X
LZOSJTI,X,X,O,O,O,X,X
LZOSJIT,X,O,O,O,O,X,X
LOTIJSZ,X,X,O,X,X,X,X
LOTIJZS,X,O,X,X,O,X,X
LOTISJZ,X,X,O,X,X,X,X
LOTISZJ,X,O,O,X,X,X,X
LOTIZJS,X,O,X,X,O,X,X
LOTIZSJ,X,O,X,X,O,X,X
LOTJISZ,X,X,O,X,X,X,X
LOTJIZS,X,O,X,X,O,X,X
LOTJSIZ,X,X,O,X,X,X,O
LOTJSZI,X,X,O,X,X,X,O
LOTJZIS,X,O,X,X,O,X,X
LOTJZSI,X,O,X,X,O,X,X
LOTSIJZ,X,X,O,X,X,X,X
LOTSIZJ,X,O,O,X,X,X,X
LOTSJIZ,X,X,O,X,X,X,O
LOTSJZI,X,X,O,X,X,X,O
LOTSZIJ,X,O,O,X,X,X,X
LOTSZJI,X,O,O,X,X,X,X
LOTZIJS,X,O,X,X,O,X,X
LOTZISJ,X,O,X,X,O,X,X
LOTZJIS,X,O,X,X,O,X,X
LOTZJSI,X,O,X,X,O,X,X
LOTZSIJ,X,O,X,X,O,X,X
LOTZSJI,X,O,X,X,O,X,X
LOITJSZ,X,X,O,X,X,X,X
LOITJZS,X,O,X,X,O,X,X
LOITSJZ,X,X,O,X,X,X,X
LOITSZJ,X,O,O,X,X,X,X
LOITZJS,X,O,X,X,O,X,X
LOITZSJ,X,O,X,X,O,X,X
LOIJTSZ,X,X,O,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X
LOIJSTZ,X,X,O,X,X,X,X
LOIJSZT,X,X,O,O,O,X,X
LOIJZTS,X,O,X,O,O,X,X
LOIJZST,X,O,O,O,O,X,X
LOISTJZ,X,X,O,X,X,X,X
LOISTZJ,X,X,O,X,X,X,X
LOISJTZ,X,X,O,X,X,X,X
LOISJZT,X,X,O,O,O,X,X
LOISZTJ,X,X,O,O,O,X,X
LOISZJT,X,O,O,O,O,X,X
LOIZTJS,X,O,X,O,O,X,X
LOIZTSJ,X,O,X,O,O,X,X
LOIZJTS,X,O,X,O,O,X,X
LOIZJST,X,O,O,O,O,X,X
LOIZSTJ,X,X,O,O,O,X,X
LOIZSJT,X,O,O,O,O,X,X
LOJTISZ,X,X,O,X,X,X,X
LOJTIZS,X,X,X,X,O,X,X
LOJTSIZ,X,X,O,X,X,X,O
LOJTSZI,X,X,O,X,X,X,O
LOJTZIS,X,X,X,X,O,X,X
LOJTZSI,X,X,X,X,O,X,X
LOJITSZ,X,X,O,X,X,X,X
LOJITZS,X,X,X,X,O,X,X
LOJISTZ,X,X,O,X,X,X,X
LOJISZT,X,X,O,O,O,X,X
LOJIZTS,X,O,X,O,O,X,X
LOJIZST,X,O,O,O,O,X,X
LOJSTIZ,X,X,O,X,X,X,O
LOJSTZI,X,X,O,X,X,X,O
LOJSITZ,X,X,O,X,X,X,O
LOJSIZT,X,X,O,O,O,X,X
LOJSZTI,X,X,O,O,O,X,X
LOJSZIT,X,X,O,O,O,X,X
LOJZTIS,X,O,X,O,O,X,X
LOJZTSI,X,X,X,O,O,X,X
LOJZITS,X,O,X,O,O,X,X
LOJZIST,X,O,O,O,O,X,X
LOJZSTI,X,X,O,O,O,X,X
LOJZSIT,X,O,O,O,O,X,X
LOSTIJZ,X,X,O,X,X,X,X
LOSTIZJ,X,X,O,X,X,X,X
LOSTJIZ,X,X,O,X,X,X,O
LOSTJZI,X,X,O,X,X,X,O
LOSTZIJ,X,X,O,X,X,X,X
LOSTZJI,X,X,O,X,X,X,X
LOSITJZ,X,X,O,X,X,X,X
LOSITZJ,X,X,O,X,X,X,X
LOSIJTZ,X,X,O,X,X,X,X
LOSIJZT,X,X,O,O,O,X,X
LOSIZTJ,X,X,O,O,O,X,X
LOSIZJT,X,O,O,O,O,X,X
LOSJTIZ,X,X,O,X,X,X,O
LOSJTZI,X,X,O,X,X,X,O
LOSJITZ,X,X,O,X,X,X,O
LOSJIZT,X,X,O,O,O,X,X
LOSJZTI,X,X,O,O,O,X,X
LOSJZIT,X,X,O,O,O,X,X
LOSZTIJ,X,X,O,O,O,X,X
LOSZTJI,X,X,O,O,O,X,X
LOSZITJ,X,X,O,O,O,X,X
LOSZIJT,X,O,O,O,O,X,X
LOSZJTI,X,X,O,O,O,X,X
LOSZJIT,X,O,O,O,O,X,X
LOZTIJS,X,O,X,O,O,X,X
LOZTISJ,X,O,X,O,O,X,X
LOZTJIS,X,O,X,O,O,X,X
LOZTJSI,X,O,X,O,O,X,X
LOZTSIJ,X,O,X,O,O,X,X
LOZTSJI,X,O,X,O,O,X,X
LOZITJS,X,O,X,O,O,X,X
LOZITSJ,X,O,X,O,O,X,X
LOZIJTS,X,O,X,O,O,X,X
LOZIJST,X,O,O,O,O,X,X
LOZISTJ,X,X,O,O,O,X,X
LOZISJT,X,O,O,O,O,X,X
LOZJTIS,X,O,X,O,O,X,X
LOZJTSI,X,O,X,O,O,X,X
LOZJITS,X,O,X,O,O,X,X
LOZJIST,X,O,O,O,O,X,X
LOZJSTI,X,X,O,O,O,X,X
LOZJSIT,X,O,O,O,O,X,X
LOZSTIJ,X,X,O,O,O,X,X
LOZSTJI,X,X,O,O,O,X,X
LOZSITJ,X,X,O,O,O,X,X
LOZSIJT,X,O,O,O,O,X,X
LOZSJTI,X,X,O,O,O,X,X
LOZSJIT,X,O,O,O,O,X,X
JTILSZO,X,X,O,X,X,X,X
JTILSOZ,X,X,O,X,X,X,X
JTILZSO,X,O,X,X,X,X,X
JTILZOS,X,O,X,X,O,X,X
JTILOSZ,X,X,O,X,X,X,X
JTILOZS,X,O,X,X,O,X,X
JTISLZO,O,X,O,X,X,X,O
JTISLOZ,X,X,O,X,X,X,O
JTISZLO,O,X,X,O,X,X,O
JTISZOL,O,X,X,O,X,X,O
JTISOLZ,X,X,O,X,X,X,O
JTISOZL,X,X,X,X,X,X,O
JTIZLSO,O,O,X,O,X,X,X
JTIZLOS,X,O,X,X,O,X,X
JTIZSLO,O,O,X,O,X,X,X
JTIZSOL,O,O,X,O,X,X,X
JTIZOLS,X,O,X,X,O,X,X
JTIZOSL,O,O,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,X,X
JTIOLZS,X,O,X,X,O,X,X
JTIOSLZ,X,X,O,X,X,X,O
JTIOSZL,X,X,X,X,X,X,O
JTIOZLS,X,O,X,X,O,X,X
JTIOZSL,X,O,X,X,X,X,X
JTLISZO,X,X,O,X,X,X,X
JTLISOZ,X,X,O,X,X,X,X
JTLIZSO,X,O,X,X,X,X,X
JTLIZOS,X,O,X,X,O,X,X
JTLIOSZ,X,X,O,X,X,X,X
JTLIOZS,X,O,X,X,O,X,X
JTLSIZO,X,X,O,X,X,X,O
JTLSIOZ,X,X,O,X,X,X,O
JTLSZIO,X,X,O,X,X,X,O
JTLSZOI,X,X,O,X,X,X,O
JTLSOIZ,X,X,O,X,X,X,O
JTLSOZI,X,X,O,X,X,X,O
JTLZISO,X,O,X,X,X,X,X
JTLZIOS,X,O,X,X,O,X,X
JTLZSIO,X,O,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,X
JTLZOIS,X,O,X,X,O,X,X
JTLZOSI,X,O,X,X,O,X,X
JTLOISZ,X,X,O,X,X,X,X
JTLOIZS,X,O,X,X,O,X,X
JTLOSIZ,X,X,O,X,X,X,O
JTLOSZI,X,X,O,X,X,X,O
JTLOZIS,X,O,X,X,O,X,X
JTLOZSI,X,O,X,X,O,X,X
JTSILZO,O,X,O,X,X,X,O
JTSILOZ,X,X,O,X,X,X,O
JTSIZLO,O,X,X,O,X,X,O
JTSIZOL,O,X,X,O,X,X,O
JTSIOLZ,X,X,O,X,X,X,O
JTSIOZL,X,X,X,X,X,X,O
JTSLIZO,O,X,O,X,X,X,O
JTSLIOZ,X,X,O,X,X,X,O
JTSLZIO,O,X,O,X,X,X,O
JTSLZOI,O,X,O,X,X,X,O
JTSLOIZ,X,X,O,X,X,X,O
JTSLOZI,X,X,O,X,X,X,O
JTSZILO,O,X,X,O,X,X,O
JTSZIOL,O,X,X,O,X,X,O
JTSZLIO,O,X,X,O,X,X,O
JTSZLOI,O,X,X,X,X,X,O
JTSZOIL,O,X,X,O,X,X,O
JTSZOLI,O,X,X,X,X,X,O
JTSOILZ,X,X,O,X,X,X,O
JTSOIZL,X,X,X,X,X,X,O
JTSOLIZ,X,X,O,X,X,X,O
JTSOLZI,X,X,O,X,X,X,O
JTSOZIL,X,X,X,X,X,X,O
JTSOZLI,X,X,X,X,X,X,O
JTZILSO,O,O,X,O,X,X,X
JTZILOS,X,O,X,X,O,X,X
JTZISLO,O,O,X,O,X,X,X
JTZISOL,O,O,X,O,X,X,X
JTZIOLS,X,O,X,X,O,X,X
JTZIOSL,O,O,X,X,X,X,X
JTZLISO,O,O,X,O,X,X,X
JTZLIOS,X,O,X,X,O,X,X
JTZLSIO,O,O,X,O,X,X,X
JTZLSOI,O,O,X,O,X,X,X
JTZLOIS,X,O,X,X,O,X,X
JTZLOSI,X,O,X,X,O,X,X
JTZSILO,O,O,X,O,X,X,O
JTZSIOL,O,O,X,O,X,X,O
JTZSLIO,O,O,X,O,X,X,O
JTZSLOI,O,O,X,X,X,X,O
JTZSOIL,O,O,X,O,X,X,O
JTZSOLI,O,O,X,X,X,X,O
JTZOILS,X,O,X,X,O,X,X
JTZOISL,O,O,X,X,X,X,X
JTZOLIS,X,O,X,X,O,X,X
JTZOLSI,X,O,X,X,O,X,X
JTZOSIL,O,O,X,X,X,X,O
JTZOSLI,O,O,X,X,X,X,O
JTOILSZ,X,X,O,X,X,X,X
JTOILZS,X,O,X,X,O,X,X
JTOISLZ,X,X,O,X,X,X,O
JTOISZL,X,X,X,X,X,X,O
JTOIZLS,X,O,X,X,O,X,X
JTOIZSL,X,O,X,X,X,X,X
JTOLISZ,X,X,O,X,X,X,X
JTOLIZS,X,O,X,X,O,X,X
JTOLSIZ,X,X,O,X,X,X,O
JTOLSZI,X,X,O,X,X,X,O
JTOLZIS,X,O,X,X,O,X,X
JTOLZSI,X,O,X,X,O,X,X
JTOSILZ,X,X,O,X,X,X,O
JTOSIZL,X,X,X,X,X,X,O
JTOSLIZ,X,X,O,X,X,X,O
JTOSLZI,X,X,O,X,X,X,O
JTOSZIL,X,X,X,X,X,X,O
JTOSZLI,X,X,X,X,X,X,O
JTOZILS,X,O,X,X,O,X,X
JTOZISL,X,O,X,X,X,X,X
JTOZLIS,X,O,X,X,O,X,X
JTOZLSI,X,O,X,X,O,X,X
JTOZSIL,X,O,X,X,X,X,O
JTOZSLI,X,O,X,X,X,X,O
JITLSZO,X,X,O,X,X,X,X
JITLSOZ,X,X,O,X,X,X,X
JITLZSO,X,O,X,X,X,X,X
JITLZOS,X,O,X,X,O,X,X
JITLOSZ,X,X,O,X,X,X,X
JITLOZS,X,O,X,X,O,X,X
JITSLZO,O,X,O,X,X,X,O
JITSLOZ,X,X,O,X,X,X,O
JITSZLO,O,X,X,O,X,X,O
JITSZOL,O,X,X,O,X,X,O
JITSOLZ,X,X,O,X,X,X,O
JITSOZL,X,X,X,X,X,X,O
JITZLSO,O,O,X,O,X,X,X
JITZLOS,X,O,X,X,O,X,X
JITZSLO,O,O,X,O,X,X,X
JITZSOL,O,O,X,O,X,X,X
JITZOLS,X,O,X,X,O,X,X
JITZOSL,O,O,X,X,X,X,X
JITOLSZ,X,X,O,X,X,X,X
JITOLZS,X,O,X,X,O,X,X
JITOSLZ,X,X,O,X,X,X,O
JITOSZL,X,X,X,X,X,X,O
JITOZLS,X,O,X,X,O,X,X
JITOZSL,X,O,X,X,X,X,X
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,X,X,X,X
JILTZSO,X,O,X,X,X,X,X
JILTZOS,X,O,X,X,O,X,X
JILTOSZ,X,X,O,X,X,X,X
JILTOZS,X,O,X,X,O,X,X
JILSTZO,O,X,O,X,X,X,X
JILSTOZ,X,X,O,X,X,X,X
JILSZTO,O,X,O,O,X,X,X
JILSZOT,O,X,O,X,O,X,X
JILSOTZ,X,X,O,X,X,X,X
JILSOZT,O,X,O,X,O,X,X
JILZTSO,O,O,X,O,X,X,X
JILZTOS,X,O,X,X,O,X,X
JILZSTO,O,O,O,O,X,X,X
JILZSOT,O,O,O,O,O,X,X
JILZOTS,X,O,X,X,O,X,X
JILZOST,X,O,O,O,O,X,X
JILOTSZ,X,X,O,X,X,X,X
JILOTZS,X,X,X,X,O,X,X
JILOSTZ,X,X,O,X,X,X,X
JILOSZT,X,X,O,X,O,X,X
JILOZTS,X,O,X,X,O,X,X
JILOZST,X,O,O,X,O,X,X
JISTLZO,O,X,O,X,X,X,O
JISTLOZ,X,X,O,X,X,X,O
JISTZLO,O,X,X,O,X,X,O
JISTZOL,O,X,X,O,X,X,O
JISTOLZ,X,X,O,X,X,X,O
JISTOZL,X,X,X,X,X,X,O
JISLTZO,O,X,O,X,X,X,O
JISLTOZ,X,X,O,X,X,X,O
JISLZTO,O,X,O,O,X,O,X
JISLZOT,O,X,O,X,O,X,X
JISLOTZ,X,X,O,X,X,X,O
JISLOZT,O,X,O,X,O,X,X
JISZTLO,O,X,X,O,X,O,O
JISZTOL,O,X,X,O,X,O,O
JISZLTO,O,X,O,O,X,O,X
JISZLOT,O,X,O,O,O,X,X
JISZOTL,O,X,X,O,X,X,O
JISZOLT,O,X,O,O,O,X,X
JISOTLZ,X,X,O,X,X,X,O
JISOTZL,X,X,X,O,X,X,O
JISOLTZ,X,X,O,X,X,X,O
JISOLZT,O,X,O,O,O,X,X
JISOZTL,O,X,X,O,X,X,O
JISOZLT,O,X,O,O,O,X,X
JIZTLSO,O,O,X,O,X,O,X
JIZTLOS,X,O,X,X,O,O,X
JIZTSLO,O,O,X,O,X,O,X
JIZTSOL,O,O,X,O,X,O,X
JIZTOLS,X,O,X,X,O,O,X
JIZTOSL,O,O,X,X,X,O,X
JIZLTSO,O,O,X,O,X,X,X
JIZLTOS,X,O,X,X,O,X,X
JIZLSTO,O,O,O,O,X,X,X
JIZLSOT,O,O,O,O,O,X,X
JIZLOTS,X,O,X,O,O,X,X
JIZLOST,X,O,O,O,O,X,X
JIZSTLO,O,O,X,O,X,O,X
JIZSTOL,O,O,X,O,X,O,X
JIZSLTO,O,O,O,O,X,O,X
JIZSLOT,O,O,O,O,O,X,X
JIZSOTL,O,O,X,O,X,X,X
JIZSOLT,O,O,O,O,O,X,X
JIZOTLS,X,O,X,O,O,X,X
JIZOTSL,O,O,X,O,X,X,X
JIZOLTS,X,O,X,O,O,X,X
JIZOLST,X,O,O,O,O,X,X
JIZOSTL,O,O,X,O,X,X,X
JIZOSLT,O,O,O,O,O,X,X
JIOTLSZ,X,X,O,X,X,X,X
JIOTLZS,X,O,X,X,O,X,X
JIOTSLZ,X,X,O,X,X,X,O
JIOTSZL,X,X,X,O,X,X,O
JIOTZLS,X,O,X,O,O,X,X
JIOTZSL,X,O,X,O,X,X,X
JIOLTSZ,X,X,O,X,X,X,X
JIOLTZS,X,X,X,X,O,X,X
JIOLSTZ,X,X,O,X,X,X,X
JIOLSZT,X,X,O,O,O,X,X
JIOLZTS,X,O,X,O,O,X,X
JIOLZST,X,O,O,O,O,X,X
JIOSTLZ,X,X,O,X,X,X,O
JIOSTZL,X,X,X,O,X,X,O
JIOSLTZ,X,X,O,X,X,X,O
JIOSLZT,O,X,O,O,O,X,X
JIOSZTL,O,X,X,O,X,X,O
JIOSZLT,O,X,O,O,O,X,X
JIOZTLS,X,O,X,O,O,X,X
JIOZTSL,O,O,X,O,X,X,X
JIOZLTS,X,O,X,O,O,X,X
JIOZLST,X,O,O,O,O,X,X
JIOZSTL,O,O,X,O,X,X,X
JIOZSLT,O,O,O,O,O,X,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,X,X,X,X
JLTIZSO,X,O,X,X,X,X,X
JLTIZOS,X,O,X,X,O,X,X
JLTIOSZ,X,X,O,X,X,X,X
JLTIOZS,X,O,X,X,O,X,X
JLTSIZO,X,X,O,X,X,X,O
JLTSIOZ,X,X,O,X,X,X,O
JLTSZIO,X,X,O,X,X,X,O
JLTSZOI,X,X,O,X,X,X,O
JLTSOIZ,X,X,O,X,X,X,O
JLTSOZI,X,X,O,X,X,X,O
JLTZISO,X,O,X,X,X,X,X
JLTZIOS,X,O,X,X,O,X,X
JLTZSIO,X,O,X,X,X,X,X
JLTZSOI,X,O,X,X,X,X,X
JLTZOIS,X,O,X,X,O,X,X
JLTZOSI,X,O,X,X,O,X,X
JLTOISZ,X,X,O,X,X,X,X
JLTOIZS,X,O,X,X,O,X,X
JLTOSIZ,X,X,O,X,X,X,O
JLTOSZI,X,X,O,X,X,X,O
JLTOZIS,X,O,X,X,O,X,X
JLTOZSI,X,O,X,X,O,X,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,X,X,X,X
JLITZSO,X,O,X,X,X,X,X
JLITZOS,X,O,X,X,O,X,X
JLITOSZ,X,X,O,X,X,X,X
JLITOZS,X,O,X,X,O,X,X
JLISTZO,O,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,X,X
JLISZTO,O,X,O,O,X,X,X
JLISZOT,O,X,O,X,O,X,X
JLISOTZ,X,X,O,X,X,X,X
JLISOZT,O,X,O,X,O,X,X
JLIZTSO,O,O,X,O,X,X,X
JLIZTOS,X,O,X,X,O,X,X
JLIZSTO,O,O,O,O,X,X,X
JLIZSOT,O,O,O,O,O,X,X
JLIZOTS,X,O,X,X,O,X,X
JLIZOST,X,O,O,O,O,X,X
JLIOTSZ,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X
JLIOSTZ,X,X,O,X,X,X,X
JLIOSZT,X,X,O,X,O,X,X
JLIOZTS,X,O,X,X,O,X,X
