sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFzhBGjBUmBF?qBxsB3sB
TJOLSZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TJOLZIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TJOLZSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TJOSILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TJOSIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TJOSLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TJOSLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TJOSZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TJOSZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TJOZILS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TJOZISL,O,O,O,O,X,O,O,X,O,O,X,O,X,X
TJOZLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TJOZLSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TJOZSIL,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TJOZSLI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
TSILJZO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TSILJOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TSILZJO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TSILZOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TSILOJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TSILOZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSIJLZO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TSIJLOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TSIJZLO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TSIJZOL,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TSIJOLZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TSIJOZL,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TSIZLJO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TSIZLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TSIZJLO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TSIZJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TSIZOLJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TSIZOJL,O,X,O,X,X,X,X,X,X,X,X,O,O,O
TSIOLJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TSIOLZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSIOJLZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TSIOJZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSIOZLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSIOZJL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSLIJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,O
TSLIJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,O
TSLIZJO,O,X,O,X,O,O,X,O,X,O,X,X,O,O
TSLIZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,O
TSLIOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,O
TSLIOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
TSLJIZO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TSLJIOZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TSLJZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TSLJZOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TSLJOIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TSLJOZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TSLZIJO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TSLZIOJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TSLZJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TSLZJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TSLZOJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TSLOIJZ,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TSLOIZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSLOJIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TSLOJZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TSLOZIJ,O,O,O,X,O,O,X,O,X,O,X,X,O,X
TSLOZJI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TSJILZO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
TSJILOZ,O,O,O,O,X,X,O,O,X,X,X,X,O,X
TSJIZLO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
TSJIZOL,O,O,O,X,X,O,O,X,X,X,X,X,O,X
TSJIOLZ,O,O,O,O,X,X,O,O,X,X,X,X,O,X
TSJIOZL,O,O,O,O,X,X,O,X,X,X,X,X,O,X
TSJLIZO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TSJLIOZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TSJLZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TSJLZOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TSJLOIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TSJLOZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TSJZILO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSJZIOL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TSJZLIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TSJZLOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TSJZOIL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TSJZOLI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TSJOILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TSJOIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TSJOLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TSJOLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TSJOZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TSJOZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TSZILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TSZILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TSZIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZIOLJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZIOJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TSZLIJO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
TSZLIOJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TSZJIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZOILJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZOIJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TSZOLIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TSOILZJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TSOIJLZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TSOIJZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TSOIZLJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TSOIZJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TSOLIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
TSOLIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TSOLJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TSOLJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TSOLZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TSOLZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSOJILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TSOJIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TSOJLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TSOJLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TSOJZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TSOJZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TSOZILJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TSOZIJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TSOZLIJ,O,O,O,X,O,O,X,X,X,O,O,X,O,X
TSOZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TSOZJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TSOZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TZILJSO,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TZILJOS,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TZILSJO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TZILSOJ,X,O,O,O,O,O,X,X,X,X,X,O,X,O
TZILOJS,X,X,X,O,O,X,X,X,X,O,X,O,X,O
TZILOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TZIJLSO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TZIJLOS,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TZIJSLO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TZIJSOL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TZIJOLS,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TZIJOSL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TZISLJO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TZISLOJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TZISJLO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TZISJOL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TZISOLJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TZISOJL,X,O,O,X,X,X,X,X,X,X,X,O,O,O
TZIOLJS,X,O,X,O,O,X,X,X,X,O,X,O,X,O
TZIOLSJ,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TZIOJLS,X,O,X,O,O,X,X,X,X,O,X,O,X,O
TZIOJSL,X,O,X,O,X,X,X,X,X,X,X,O,O,O
TZIOSLJ,X,O,X,X,X,O,X,X,X,X,X,O,O,O
TZIOSJL,X,O,X,X,X,X,X,X,X,X,X,O,O,O
TZLIJSO,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TZLIJOS,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TZLISJO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TZLISOJ,X,O,O,O,O,O,X,X,X,X,X,O,X,O
TZLIOJS,X,X,X,O,O,X,X,X,O,O,X,O,X,O
TZLIOSJ,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TZLJISO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TZLJIOS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZLJSIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TZLJSOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZLJOIS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZLJOSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TZLSIJO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TZLSIOJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TZLSJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TZLSJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TZLSOJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TZLOIJS,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TZLOISJ,O,O,X,X,O,X,X,X,X,O,X,O,X,O
TZLOJIS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZLOJSI,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TZLOSIJ,O,O,O,O,O,X,X,O,X,O,X,X,O,O
TZLOSJI,O,O,O,O,O,X,O,O,X,O,X,X,X,X
TZJILSO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TZJILOS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZJISLO,O,O,O,O,X,O,O,X,X,O,X,O,X,O
TZJISOL,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TZJIOLS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZJIOSL,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TZJLISO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TZJLIOS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZJLSIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TZJLSOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TZJLOIS,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TZJLOSI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TZJSILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TZJSIOL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TZJSLIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
TZJSLOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TZJSOIL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TZJSOLI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TZJOILS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TZJOISL,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TZJOLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TZJOLSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TZJOSIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TZJOSLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TZSILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TZSILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TZSIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSIOLJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSIOJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TZSLIJO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
TZSLIOJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TZSJIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSOILJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSOIJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TZSOLIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSOJIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZOILJS,O,O,X,O,O,X,X,X,X,O,X,O,X,O
TZOILSJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TZOIJLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O
TZOIJSL,O,O,X,O,X,O,X,X,X,O,X,O,O,O
TZOISLJ,O,O,X,X,X,O,X,X,X,O,X,O,O,O
TZOISJL,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TZOLIJS,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TZOLISJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TZOLJIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TZOLJSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TZOLSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,O
TZOLSJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TZOJILS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TZOJISL,O,O,O,O,X,O,O,X,O,O,X,O,X,O
TZOJLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TZOJLSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TZOJSIL,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TZOJSLI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
TZOSILJ,O,O,O,O,X,O,X,X,X,O,O,O,O,O
TZOSIJL,X,O,O,X,X,O,X,X,X,O,O,O,O,O
TZOSLIJ,O,O,O,O,O,O,X,X,X,O,O,X,O,O
TZOSLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TZOSJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TZOSJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TOILJSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TOILJZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TOILSJZ,X,O,X,X,O,X,O,O,O,X,O,X,O,O
TOILSZJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X
TOILZJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TOILZSJ,O,X,X,X,O,X,X,X,X,O,X,O,X,O
TOIJLSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TOIJLZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TOIJSLZ,O,O,X,O,X,O,O,O,X,X,O,X,O,O
TOIJSZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TOIJZLS,O,O,X,O,O,O,O,O,O,O,X,O,X,O
TOIJZSL,O,O,X,O,X,O,O,X,O,O,X,O,O,O
TOISLJZ,X,O,X,X,X,O,O,X,X,X,O,X,O,O
TOISLZJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
TOISJLZ,X,O,X,O,X,O,O,X,X,X,O,X,O,O
TOISJZL,X,O,X,O,X,O,O,X,X,X,O,X,O,X
TOISZLJ,O,O,X,X,X,O,X,X,X,O,O,O,O,X
TOISZJL,X,X,X,X,X,O,X,X,X,O,O,O,O,X
TOIZLJS,O,X,X,O,O,X,X,X,X,O,X,O,X,O
TOIZLSJ,O,X,X,X,O,O,X,X,X,O,X,O,X,O
TOIZJLS,O,X,X,O,O,O,X,X,X,O,X,O,X,O
TOIZJSL,O,X,X,O,X,O,X,X,X,O,X,O,O,O
TOIZSLJ,O,X,X,X,X,O,X,X,X,O,X,O,O,O
TOIZSJL,X,X,X,X,X,O,X,X,X,O,X,O,O,O
TOLIJSZ,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TOLIJZS,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TOLISJZ,X,O,X,X,O,X,O,O,O,X,O,X,O,O
TOLISZJ,O,O,X,X,O,X,X,O,X,O,O,O,O,X
TOLIZJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TOLIZSJ,O,X,X,X,O,X,X,X,X,O,X,O,X,O
TOLJISZ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOLJIZS,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TOLJSIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOLJSZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOLJZIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOLJZSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOLSIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
TOLSIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TOLSJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOLSJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOLSZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TOLSZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TOLZIJS,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TOLZISJ,O,X,X,X,O,O,X,X,X,O,X,O,X,O
TOLZJIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TOLZJSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOLZSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,O
TOLZSJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TOJILSZ,O,O,O,O,O,X,O,O,O,X,O,X,O,X
TOJILZS,O,O,O,O,O,X,O,O,O,O,X,O,X,X
TOJISLZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TOJISZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TOJIZLS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOJIZSL,O,O,O,O,X,O,O,X,O,O,X,O,O,X
TOJLISZ,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOJLIZS,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TOJLSIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOJLSZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOJLZIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOJLZSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOJSILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TOJSIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TOJSLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOJSLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOJSZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TOJSZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TOJZILS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOJZISL,O,O,O,O,X,O,O,X,O,O,X,O,X,X
TOJZLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOJZLSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOJZSIL,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TOJZSLI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
TOSILJZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TOSILZJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TOSIJLZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TOSIJZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TOSIZLJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TOSIZJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TOSLIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
TOSLIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TOSLJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOSLJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOSLZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TOSLZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TOSJILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TOSJIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TOSJLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOSJLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOSJZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TOSJZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TOSZILJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TOSZIJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TOSZLIJ,O,O,O,X,O,O,X,X,X,O,O,X,O,X
TOSZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TOSZJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TOSZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TOZILJS,O,O,X,O,O,X,X,X,X,O,X,O,X,O
TOZILSJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TOZIJLS,O,O,X,O,O,O,X,X,X,O,X,O,X,O
TOZIJSL,O,O,X,O,X,O,X,X,X,O,X,O,O,O
TOZISLJ,O,O,X,X,X,O,X,X,X,O,X,O,O,O
TOZISJL,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TOZLIJS,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TOZLISJ,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TOZLJIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TOZLJSI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOZLSIJ,O,O,O,O,O,O,X,O,X,O,O,X,O,O
TOZLSJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TOZJILS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TOZJISL,O,O,O,O,X,O,O,X,O,O,X,O,X,O
TOZJLIS,O,O,O,O,O,O,O,O,O,O,X,O,X,O
