sequence,v115@YhF8AeF8Jei/IvhFRhBcnBTjB3kBGmBlqB,v115@YhF8AeF8JeOEJvhF8kBChBTjBxmBXnBlqB,v115@YhF8AeF8Jel/IvhF3gBRiBSoB2pB8qBzrB,v115@YhF8AeF8Je0/IvhFxhBTjB2pBFmBXnB6qB,v115@YhF8AeF8Jei/IvhF3gBGjB1pB8qBRsBzrB,v115@YhF8AeF8JeKEJvhFxhBTjBUlBFmBXnBGqB,v115@YhF8AeF8JeOEJvhFTjBClBxmB/qBUrBFsB
SIOLZTJ,O,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,O,X
SIOJTZL,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,O,X,O,O
SIOJLZT,O,X,X,X,X,X,O
SIOJZTL,O,X,X,O,X,X,X
SIOJZLT,O,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,O,X
SIOZTJL,O,X,X,O,X,X,X
SIOZLTJ,O,X,X,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X
SIOZJLT,O,O,X,X,X,X,X
SLTIJZO,O,X,X,O,X,O,X
SLTIJOZ,O,X,X,O,X,O,X
SLTIZJO,O,X,X,X,X,O,X
SLTIZOJ,O,X,X,X,X,O,X
SLTIOJZ,O,X,X,O,X,O,X
SLTIOZJ,O,X,X,X,X,O,X
SLTJIZO,O,X,X,O,X,O,X
SLTJIOZ,O,X,X,O,X,O,X
SLTJZIO,O,X,X,O,X,O,X
SLTJZOI,O,X,X,O,X,O,X
SLTJOIZ,O,X,X,O,X,O,X
SLTJOZI,O,X,X,O,X,O,X
SLTZIJO,O,X,X,X,X,O,X
SLTZIOJ,O,X,X,X,X,O,X
SLTZJIO,O,X,X,X,X,O,X
SLTZJOI,O,X,X,X,X,O,X
SLTZOIJ,O,X,X,X,X,O,X
SLTZOJI,O,X,X,X,X,O,X
SLTOIJZ,O,X,X,O,X,O,X
SLTOIZJ,O,X,X,X,X,O,X
SLTOJIZ,O,X,X,O,X,O,X
SLTOJZI,O,X,X,O,X,O,X
SLTOZIJ,O,X,X,X,X,O,X
SLTOZJI,O,X,X,X,X,O,X
SLITJZO,O,X,X,O,X,O,X
SLITJOZ,O,X,X,O,X,O,X
SLITZJO,O,X,X,X,X,O,X
SLITZOJ,O,X,X,X,X,O,X
SLITOJZ,O,X,X,O,X,O,X
SLITOZJ,O,X,X,X,X,O,X
SLIJTZO,X,X,O,O,X,O,X
SLIJTOZ,X,X,O,O,X,O,X
SLIJZTO,O,X,O,X,X,X,X
SLIJZOT,O,X,O,X,X,X,X
SLIJOTZ,X,X,O,O,X,O,O
SLIJOZT,O,X,O,X,X,X,O
SLIZTJO,O,X,O,X,X,O,X
SLIZTOJ,O,X,O,X,X,O,X
SLIZJTO,O,X,O,X,X,X,X
SLIZJOT,O,X,O,X,X,X,X
SLIZOTJ,O,X,O,X,X,O,X
SLIZOJT,O,X,O,X,X,X,X
SLIOTJZ,O,X,X,O,X,O,X
SLIOTZJ,O,X,X,X,X,O,X
SLIOJTZ,X,X,O,O,X,O,O
SLIOJZT,O,X,O,X,X,X,O
SLIOZTJ,O,X,O,X,X,O,X
SLIOZJT,O,X,O,X,X,X,X
SLJTIZO,O,X,O,O,X,O,X
SLJTIOZ,O,X,O,O,X,O,X
SLJTZIO,O,X,O,O,X,O,X
SLJTZOI,O,X,O,O,X,O,X
SLJTOIZ,O,X,O,O,X,O,X
SLJTOZI,O,X,O,O,X,O,X
SLJITZO,X,X,O,O,X,O,X
SLJITOZ,X,X,O,O,X,O,X
SLJIZTO,O,X,O,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X
SLJIOTZ,X,X,O,O,X,O,O
SLJIOZT,O,X,O,X,X,X,O
SLJZTIO,O,X,O,O,X,O,X
SLJZTOI,O,X,O,O,X,O,X
SLJZITO,O,X,O,X,X,X,X
SLJZIOT,O,X,O,X,X,X,X
SLJZOTI,O,X,O,O,X,O,X
SLJZOIT,O,X,O,X,X,X,X
SLJOTIZ,O,X,O,O,X,O,X
SLJOTZI,O,X,O,O,X,O,X
SLJOITZ,X,X,O,O,X,O,O
SLJOIZT,O,X,O,X,X,X,O
SLJOZTI,O,X,O,O,X,O,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,O,X,O,X,X,O,X
SLZTIOJ,O,X,O,X,X,O,X
SLZTJIO,O,X,O,X,X,O,X
SLZTJOI,O,X,O,X,X,O,X
SLZTOIJ,O,X,O,X,X,O,X
SLZTOJI,O,X,O,X,X,O,X
SLZITJO,O,X,O,X,X,O,X
SLZITOJ,O,X,O,X,X,O,X
SLZIJTO,O,X,O,X,X,X,X
SLZIJOT,O,X,O,X,X,X,X
SLZIOTJ,O,X,O,X,X,O,X
SLZIOJT,O,X,O,X,X,X,X
SLZJTIO,O,X,O,X,X,O,X
SLZJTOI,O,X,O,X,X,O,X
SLZJITO,O,X,O,X,X,X,X
SLZJIOT,O,X,O,X,X,X,X
SLZJOTI,O,X,O,X,X,O,X
SLZJOIT,O,X,O,X,X,X,X
SLZOTIJ,O,X,O,X,X,O,X
SLZOTJI,O,X,O,X,X,O,X
SLZOITJ,O,X,O,X,X,O,X
SLZOIJT,O,X,O,X,X,X,X
SLZOJTI,O,X,O,X,X,O,X
SLZOJIT,O,X,O,X,X,X,X
SLOTIJZ,O,X,X,O,X,O,X
SLOTIZJ,O,X,X,X,X,O,X
SLOTJIZ,O,X,X,O,X,O,X
SLOTJZI,O,X,X,O,X,O,X
SLOTZIJ,O,X,X,X,X,O,X
SLOTZJI,O,X,X,X,X,O,X
SLOITJZ,O,X,X,O,X,O,X
SLOITZJ,O,X,X,X,X,O,X
SLOIJTZ,X,X,O,O,X,O,O
SLOIJZT,O,X,O,X,X,X,O
SLOIZTJ,O,X,O,X,X,O,X
SLOIZJT,O,X,O,X,X,X,X
SLOJTIZ,O,X,O,O,X,O,X
SLOJTZI,O,X,O,O,X,O,X
SLOJITZ,X,X,O,O,X,O,O
SLOJIZT,O,X,O,X,X,X,O
SLOJZTI,O,X,O,O,X,O,X
SLOJZIT,O,X,O,X,X,X,X
SLOZTIJ,O,X,O,X,X,O,X
SLOZTJI,O,X,O,X,X,O,X
SLOZITJ,O,X,O,X,X,O,X
SLOZIJT,O,X,O,X,X,X,X
SLOZJTI,O,X,O,X,X,O,X
SLOZJIT,O,X,O,X,X,X,X
SJTILZO,O,X,X,O,O,O,X
SJTILOZ,O,X,X,O,X,O,X
SJTIZLO,O,X,X,O,O,X,X
SJTIZOL,O,X,X,O,O,X,X
SJTIOLZ,O,X,X,O,X,O,X
SJTIOZL,O,X,X,O,X,X,X
SJTLIZO,O,X,O,O,O,O,X
SJTLIOZ,O,X,O,O,X,O,X
SJTLZIO,O,X,O,O,O,O,X
SJTLZOI,O,X,O,O,O,O,X
SJTLOIZ,O,X,O,O,X,O,X
SJTLOZI,O,X,O,O,X,O,X
SJTZILO,O,X,O,O,O,X,X
SJTZIOL,O,X,O,O,O,X,X
SJTZLIO,O,X,O,O,O,X,X
SJTZLOI,O,X,O,O,O,X,X
SJTZOIL,O,X,O,O,O,X,X
SJTZOLI,O,X,O,O,O,X,X
SJTOILZ,O,X,O,O,X,O,X
SJTOIZL,O,X,O,O,X,X,X
SJTOLIZ,O,X,O,O,X,O,X
SJTOLZI,O,X,O,O,X,O,X
SJTOZIL,O,X,O,O,X,X,X
SJTOZLI,O,X,O,O,X,X,X
SJITLZO,X,X,X,O,O,O,X
SJITLOZ,X,X,X,O,X,O,X
SJITZLO,X,X,X,O,O,X,X
SJITZOL,X,X,X,O,O,X,X
SJITOLZ,X,X,X,O,X,O,X
SJITOZL,X,X,X,O,X,X,X
SJILTZO,X,X,X,O,X,O,X
SJILTOZ,X,X,X,O,X,O,X
SJILZTO,O,X,X,X,X,X,X
SJILZOT,O,X,X,X,X,X,X
SJILOTZ,X,X,X,O,X,O,O
SJILOZT,O,X,X,X,X,X,O
SJIZTLO,O,X,X,O,O,X,X
SJIZTOL,O,X,X,O,O,X,X
SJIZLTO,O,X,X,X,O,X,X
SJIZLOT,O,O,X,X,X,X,X
SJIZOTL,O,X,X,O,O,X,X
SJIZOLT,O,O,X,X,X,X,X
SJIOTLZ,X,X,X,O,X,O,X
SJIOTZL,X,X,X,O,X,X,X
SJIOLTZ,X,X,X,O,X,O,O
SJIOLZT,O,X,X,X,X,X,O
SJIOZTL,O,X,X,O,X,X,X
SJIOZLT,O,O,X,X,X,X,X
SJLTIZO,O,X,O,O,X,O,X
SJLTIOZ,O,X,O,O,X,O,X
SJLTZIO,O,X,O,O,X,O,X
SJLTZOI,O,X,O,O,X,O,X
SJLTOIZ,O,X,O,O,X,O,X
SJLTOZI,O,X,O,O,X,O,X
SJLITZO,X,X,O,O,X,O,X
SJLITOZ,X,X,O,O,X,O,X
SJLIZTO,O,X,O,X,X,X,X
SJLIZOT,O,X,O,X,X,X,X
SJLIOTZ,X,X,O,O,X,O,O
SJLIOZT,O,X,O,X,X,X,O
SJLZTIO,O,X,O,O,X,O,X
SJLZTOI,O,X,O,O,X,O,X
SJLZITO,O,X,O,X,X,X,X
SJLZIOT,O,X,O,X,X,X,X
SJLZOTI,O,X,O,O,X,O,X
SJLZOIT,O,X,O,X,X,X,X
SJLOTIZ,O,X,O,O,X,O,X
SJLOTZI,O,X,O,O,X,O,X
SJLOITZ,X,X,O,O,X,O,O
SJLOIZT,O,X,O,X,X,X,O
SJLOZTI,O,X,O,O,X,O,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,O,O,O,O,O,X,X
SJZTIOL,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,X,X
SJZTOIL,O,O,O,O,O,X,X
SJZTOLI,O,O,O,O,O,X,X
SJZITLO,O,X,O,O,O,X,X
SJZITOL,O,X,O,O,O,X,X
SJZILTO,O,X,O,X,O,X,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,X,O,O,O,X,X
SJZIOLT,O,O,O,X,X,X,X
SJZLTIO,O,X,O,O,O,X,X
SJZLTOI,O,X,O,O,O,X,X
SJZLITO,O,X,O,X,O,X,X
SJZLIOT,O,X,O,X,X,X,X
SJZLOTI,O,X,O,O,X,X,X
SJZLOIT,O,X,O,X,X,X,X
SJZOTIL,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,O,X,O,O,O,X,X
SJZOILT,O,O,O,X,X,X,X
SJZOLTI,O,X,O,O,X,X,X
SJZOLIT,O,X,O,X,X,X,X
SJOTILZ,O,X,O,O,X,O,X
SJOTIZL,O,X,O,O,X,X,X
SJOTLIZ,O,X,O,O,X,O,X
SJOTLZI,O,X,O,O,X,O,X
SJOTZIL,O,X,O,O,X,X,X
SJOTZLI,O,X,O,O,X,X,X
SJOITLZ,X,X,O,O,X,O,X
SJOITZL,X,X,O,O,X,X,X
SJOILTZ,X,X,O,O,X,O,O
SJOILZT,O,X,O,X,X,X,O
SJOIZTL,O,X,O,O,X,X,X
SJOIZLT,O,O,O,X,X,X,X
SJOLTIZ,O,X,O,O,X,O,X
SJOLTZI,O,X,O,O,X,O,X
SJOLITZ,X,X,O,O,X,O,O
SJOLIZT,O,X,O,X,X,X,O
SJOLZTI,O,X,O,O,X,O,X
SJOLZIT,O,X,O,X,X,X,X
SJOZTIL,O,O,O,O,X,X,X
SJOZTLI,O,O,O,O,X,X,X
SJOZITL,O,X,O,O,X,X,X
SJOZILT,O,O,O,X,X,X,X
SJOZLTI,O,X,O,O,X,X,X
SJOZLIT,O,X,O,X,X,X,X
SZTILJO,O,O,O,X,O,O,X
SZTILOJ,O,O,O,X,O,O,X
SZTIJLO,O,O,X,O,O,X,X
SZTIJOL,O,O,X,O,O,X,X
SZTIOLJ,O,O,O,X,O,O,X
SZTIOJL,O,O,O,O,O,X,X
SZTLIJO,O,O,O,X,O,O,X
SZTLIOJ,O,O,O,X,O,O,X
SZTLJIO,O,O,O,X,O,O,X
SZTLJOI,O,O,O,X,O,O,X
SZTLOIJ,O,O,O,X,O,O,X
SZTLOJI,O,O,O,X,O,O,X
SZTJILO,O,O,O,O,O,X,X
SZTJIOL,O,O,O,O,O,X,X
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,O,O,O,X,X
SZTJOIL,O,O,O,O,O,X,X
SZTJOLI,O,O,O,O,O,X,X
SZTOILJ,O,O,O,X,O,O,X
SZTOIJL,O,O,O,O,O,X,X
SZTOLIJ,O,O,O,X,O,O,X
SZTOLJI,O,O,O,X,O,O,X
SZTOJIL,O,O,O,O,O,X,X
SZTOJLI,O,O,O,O,O,X,X
SZITLJO,O,X,O,X,O,O,X
SZITLOJ,O,X,O,X,O,O,X
SZITJLO,O,X,X,O,O,X,X
SZITJOL,O,X,X,O,O,X,X
SZITOLJ,O,X,O,X,O,O,X
SZITOJL,O,X,O,O,O,X,X
SZILTJO,O,X,O,X,O,O,X
SZILTOJ,O,X,O,X,O,O,X
SZILJTO,O,X,O,X,O,X,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,X,O,X,X,O,X
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,O,X,O,O,O,X,X
SZIJTOL,O,X,O,O,O,X,X
SZIJLTO,O,X,O,X,O,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,X,O,O,O,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,X,O,X,O,O,X
SZIOTJL,O,X,O,O,O,X,X
SZIOLTJ,O,X,O,X,X,O,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,X,O,O,O,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,X,O,X,O,O,X
SZLTIOJ,O,X,O,X,O,O,X
SZLTJIO,O,X,O,X,O,O,X
SZLTJOI,O,X,O,X,O,O,X
SZLTOIJ,O,X,O,X,O,O,X
SZLTOJI,O,X,O,X,O,O,X
SZLITJO,O,X,O,X,O,O,X
SZLITOJ,O,X,O,X,O,O,X
SZLIJTO,O,X,O,X,O,X,X
SZLIJOT,O,X,O,X,X,X,X
SZLIOTJ,O,X,O,X,X,O,X
SZLIOJT,O,X,O,X,X,X,X
SZLJTIO,O,X,O,X,O,O,X
SZLJTOI,O,X,O,X,O,O,X
SZLJITO,O,X,O,X,O,X,X
SZLJIOT,O,X,O,X,X,X,X
SZLJOTI,O,X,O,X,X,O,X
SZLJOIT,O,X,O,X,X,X,X
SZLOTIJ,O,X,O,X,X,O,X
SZLOTJI,O,X,O,X,X,O,X
SZLOITJ,O,X,O,X,X,O,X
SZLOIJT,O,X,O,X,X,X,X
SZLOJTI,O,X,O,X,X,O,X
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,O,O,O,O,O,X,X
SZJTIOL,O,O,O,O,O,X,X
SZJTLIO,O,O,O,O,O,X,X
SZJTLOI,O,O,O,O,O,X,X
SZJTOIL,O,O,O,O,O,X,X
SZJTOLI,O,O,O,O,O,X,X
SZJITLO,O,X,O,O,O,X,X
SZJITOL,O,X,O,O,O,X,X
SZJILTO,O,X,O,X,O,X,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,X,O,O,O,X,X
SZJIOLT,O,O,O,X,X,X,X
SZJLTIO,O,X,O,O,O,X,X
SZJLTOI,O,X,O,O,O,X,X
SZJLITO,O,X,O,X,O,X,X
SZJLIOT,O,X,O,X,X,X,X
SZJLOTI,O,X,O,O,X,X,X
SZJLOIT,O,X,O,X,X,X,X
SZJOTIL,O,O,O,O,O,X,X
SZJOTLI,O,O,O,O,O,X,X
SZJOITL,O,X,O,O,O,X,X
SZJOILT,O,O,O,X,X,X,X
SZJOLTI,O,X,O,O,X,X,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,O,O,O,X,O,O,X
SZOTIJL,O,O,O,O,O,X,X
SZOTLIJ,O,O,O,X,O,O,X
SZOTLJI,O,O,O,X,O,O,X
SZOTJIL,O,O,O,O,O,X,X
SZOTJLI,O,O,O,O,O,X,X
SZOITLJ,O,X,O,X,O,O,X
SZOITJL,O,X,O,O,O,X,X
SZOILTJ,O,X,O,X,X,O,X
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,O,X,O,O,O,X,X
SZOIJLT,O,O,O,X,X,X,X
SZOLTIJ,O,X,O,X,X,O,X
SZOLTJI,O,X,O,X,X,O,X
SZOLITJ,O,X,O,X,X,O,X
SZOLIJT,O,X,O,X,X,X,X
SZOLJTI,O,X,O,X,X,O,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,O,O,O,O,O,X,X
SZOJTLI,O,O,O,O,O,X,X
SZOJITL,O,X,O,O,O,X,X
SZOJILT,O,O,O,X,X,X,X
SZOJLTI,O,X,O,O,X,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,O,X,X,O,X,O,X
SOTILZJ,O,O,X,X,X,O,X
SOTIJLZ,O,X,X,O,X,O,X
SOTIJZL,O,X,X,O,X,X,X
SOTIZLJ,O,O,X,X,X,O,X
SOTIZJL,O,O,X,O,X,X,X
SOTLIJZ,O,X,X,O,X,O,X
SOTLIZJ,O,O,X,X,X,O,X
SOTLJIZ,O,X,X,O,X,O,X
SOTLJZI,O,X,X,O,X,O,X
SOTLZIJ,O,O,X,X,X,O,X
SOTLZJI,O,O,X,X,X,O,X
SOTJILZ,O,X,X,O,X,O,X
SOTJIZL,O,X,X,O,X,X,X
SOTJLIZ,O,X,X,O,X,O,X
SOTJLZI,O,X,X,O,X,O,X
SOTJZIL,O,X,X,O,X,X,X
SOTJZLI,O,X,X,O,X,X,X
SOTZILJ,O,O,X,X,X,O,X
SOTZIJL,O,O,X,O,X,X,X
SOTZLIJ,O,O,X,X,X,O,X
SOTZLJI,O,O,X,X,X,O,X
SOTZJIL,O,O,X,O,X,X,X
SOTZJLI,O,O,X,O,X,X,X
SOITLJZ,O,X,X,O,X,O,X
SOITLZJ,O,O,X,X,X,O,X
SOITJLZ,O,X,X,O,X,O,X
SOITJZL,O,X,X,O,X,X,X
SOITZLJ,O,O,X,X,X,O,X
SOITZJL,O,O,X,O,X,X,X
SOILTJZ,O,X,X,O,X,O,X
SOILTZJ,O,X,X,X,X,O,X
SOILJTZ,X,X,O,O,X,O,O
SOILJZT,O,X,O,X,X,X,O
SOILZTJ,O,X,O,X,X,O,X
SOILZJT,O,O,O,X,X,X,X
SOIJTLZ,X,X,O,O,X,O,X
SOIJTZL,X,X,O,O,X,X,X
SOIJLTZ,X,X,O,O,X,O,O
SOIJLZT,O,X,O,X,X,X,O
SOIJZTL,O,X,O,O,X,X,X
SOIJZLT,O,O,O,X,X,X,X
SOIZTLJ,O,X,O,X,X,O,X
SOIZTJL,O,X,O,O,X,X,X
SOIZLTJ,O,X,O,X,X,O,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,X,O,O,X,X,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,O,X,X,O,X,O,X
SOLTIZJ,O,X,X,X,X,O,X
SOLTJIZ,O,X,X,O,X,O,X
SOLTJZI,O,X,X,O,X,O,X
SOLTZIJ,O,X,X,X,X,O,X
SOLTZJI,O,X,X,X,X,O,X
SOLITJZ,O,X,X,O,X,O,X
SOLITZJ,O,X,X,X,X,O,X
SOLIJTZ,X,X,O,O,X,O,O
SOLIJZT,O,X,O,X,X,X,O
SOLIZTJ,O,X,O,X,X,O,X
SOLIZJT,O,X,O,X,X,X,X
SOLJTIZ,O,X,O,O,X,O,X
SOLJTZI,O,X,O,O,X,O,X
SOLJITZ,X,X,O,O,X,O,O
SOLJIZT,O,X,O,X,X,X,O
SOLJZTI,O,X,O,O,X,O,X
SOLJZIT,O,X,O,X,X,X,X
SOLZTIJ,O,X,O,X,X,O,X
SOLZTJI,O,X,O,X,X,O,X
SOLZITJ,O,X,O,X,X,O,X
SOLZIJT,O,X,O,X,X,X,X
SOLZJTI,O,X,O,X,X,O,X
SOLZJIT,O,X,O,X,X,X,X
SOJTILZ,O,X,O,O,X,O,X
SOJTIZL,O,X,O,O,X,X,X
SOJTLIZ,O,X,O,O,X,O,X
SOJTLZI,O,X,O,O,X,O,X
SOJTZIL,O,X,O,O,X,X,X
SOJTZLI,O,X,O,O,X,X,X
SOJITLZ,X,X,O,O,X,O,X
SOJITZL,X,X,O,O,X,X,X
SOJILTZ,X,X,O,O,X,O,O
SOJILZT,O,X,O,X,X,X,O
SOJIZTL,O,X,O,O,X,X,X
SOJIZLT,O,O,O,X,X,X,X
SOJLTIZ,O,X,O,O,X,O,X
SOJLTZI,O,X,O,O,X,O,X
SOJLITZ,X,X,O,O,X,O,O
SOJLIZT,O,X,O,X,X,X,O
SOJLZTI,O,X,O,O,X,O,X
SOJLZIT,O,X,O,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X
SOJZTLI,O,O,O,O,X,X,X
SOJZITL,O,X,O,O,X,X,X
SOJZILT,O,O,O,X,X,X,X
SOJZLTI,O,X,O,O,X,X,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,O,O,O,X,X,O,X
SOZTIJL,O,O,O,O,X,X,X
SOZTLIJ,O,O,O,X,X,O,X
SOZTLJI,O,O,O,X,X,O,X
SOZTJIL,O,O,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X,X
SOZITLJ,O,X,O,X,X,O,X
SOZITJL,O,X,O,O,X,X,X
SOZILTJ,O,X,O,X,X,O,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,X,O,O,X,X,X
SOZIJLT,O,O,O,X,X,X,X
SOZLTIJ,O,X,O,X,X,O,X
SOZLTJI,O,X,O,X,X,O,X
SOZLITJ,O,X,O,X,X,O,X
SOZLIJT,O,X,O,X,X,X,X
SOZLJTI,O,X,O,X,X,O,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,O,O,O,O,X,X,X
SOZJTLI,O,O,O,O,X,X,X
SOZJITL,O,X,O,O,X,X,X
SOZJILT,O,O,O,X,X,X,X
SOZJLTI,O,X,O,O,X,X,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,O,O,X,X,O,X,X
ZTILJOS,O,O,X,X,O,X,X
ZTILSJO,O,O,X,X,O,X,X
ZTILSOJ,O,O,X,X,O,X,X
ZTILOJS,O,O,X,X,O,X,X
ZTILOSJ,O,O,X,X,O,X,X
ZTIJLSO,O,O,X,X,O,X,X
ZTIJLOS,O,O,X,X,O,X,X
ZTIJSLO,O,O,X,X,O,X,X
ZTIJSOL,O,O,X,X,O,X,X
ZTIJOLS,O,O,X,X,O,X,X
ZTIJOSL,O,O,X,X,O,X,X
ZTISLJO,O,O,X,X,O,X,X
ZTISLOJ,O,O,X,X,O,X,X
ZTISJLO,O,O,X,X,O,X,X
ZTISJOL,O,O,X,X,O,X,X
ZTISOLJ,O,O,X,X,O,X,X
ZTISOJL,O,O,X,X,O,X,X
ZTIOLJS,O,O,X,X,O,X,X
ZTIOLSJ,O,O,X,X,O,X,X
ZTIOJLS,O,O,X,X,O,X,X
ZTIOJSL,O,O,X,X,O,X,X
ZTIOSLJ,O,O,X,X,O,X,X
ZTIOSJL,O,O,X,X,O,X,X
ZTLIJSO,O,O,O,X,O,X,X
ZTLIJOS,O,O,O,X,O,X,X
ZTLISJO,O,O,O,X,O,O,X
ZTLISOJ,O,O,O,X,O,O,X
ZTLIOJS,O,O,X,X,O,X,X
ZTLIOSJ,O,O,X,X,O,O,X
ZTLJISO,O,O,O,X,O,X,X
ZTLJIOS,O,O,O,X,O,X,X
ZTLJSIO,O,O,O,X,O,O,X
ZTLJSOI,O,O,O,X,O,O,X
ZTLJOIS,O,O,O,X,O,X,X
ZTLJOSI,O,O,O,X,O,O,X
ZTLSIJO,O,O,O,X,O,O,X
ZTLSIOJ,O,O,O,X,O,O,X
ZTLSJIO,O,O,O,X,O,O,X
ZTLSJOI,O,O,O,X,O,O,X
ZTLSOIJ,O,O,O,X,O,O,X
ZTLSOJI,O,O,O,X,O,O,X
ZTLOIJS,O,O,O,X,O,X,X
ZTLOISJ,O,O,O,X,O,O,X
ZTLOJIS,O,O,O,X,O,X,X
ZTLOJSI,O,O,O,X,O,O,X
ZTLOSIJ,O,O,O,X,O,O,X
ZTLOSJI,O,O,O,X,O,O,X
ZTJILSO,O,O,O,X,O,X,X
ZTJILOS,O,O,O,X,O,X,X
ZTJISLO,O,O,O,O,O,X,X
ZTJISOL,O,O,O,O,O,X,X
ZTJIOLS,O,O,O,X,O,X,X
ZTJIOSL,O,O,O,O,O,X,X
ZTJLISO,O,O,O,X,O,X,X
ZTJLIOS,O,O,O,X,O,X,X
ZTJLSIO,O,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,X,X
ZTJLOIS,O,O,O,X,O,X,X
ZTJLOSI,O,O,O,O,O,X,X
ZTJSILO,O,O,O,O,O,X,X
ZTJSIOL,O,O,O,O,O,X,X
ZTJSLIO,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,X,X
ZTJSOIL,O,O,O,O,O,X,X
ZTJSOLI,O,O,O,O,O,X,X
ZTJOILS,O,O,O,X,O,X,X
ZTJOISL,O,O,O,O,O,X,X
ZTJOLIS,O,O,O,X,O,X,X
ZTJOLSI,O,O,O,O,O,X,X
ZTJOSIL,O,O,O,O,O,X,X
ZTJOSLI,O,O,O,O,O,X,X
ZTSILJO,O,O,O,X,O,O,X
ZTSILOJ,O,O,O,X,O,O,X
ZTSIJLO,O,O,X,O,O,X,X
ZTSIJOL,O,O,X,O,O,X,X
ZTSIOLJ,O,O,O,X,O,O,X
ZTSIOJL,O,O,O,O,O,X,X
ZTSLIJO,O,O,O,X,O,O,X
ZTSLIOJ,O,O,O,X,O,O,X
ZTSLJIO,O,O,O,X,O,O,X
ZTSLJOI,O,O,O,X,O,O,X
ZTSLOIJ,O,O,O,X,O,O,X
ZTSLOJI,O,O,O,X,O,O,X
ZTSJILO,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,X,O,O,X
ZTSOIJL,O,O,O,O,O,X,X
ZTSOLIJ,O,O,O,X,O,O,X
ZTSOLJI,O,O,O,X,O,O,X
ZTSOJIL,O,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,O,X,X
ZTOILJS,O,O,O,X,O,X,X
ZTOILSJ,O,O,O,X,O,X,X
ZTOIJLS,O,O,O,X,O,X,X
ZTOIJSL,O,O,O,X,O,X,X
ZTOISLJ,O,O,O,X,O,X,X
ZTOISJL,O,O,O,X,O,X,X
ZTOLIJS,O,O,O,X,O,X,X
ZTOLISJ,O,O,O,X,O,O,X
ZTOLJIS,O,O,O,X,O,X,X
ZTOLJSI,O,O,O,X,O,O,X
ZTOLSIJ,O,O,O,X,O,O,X
ZTOLSJI,O,O,O,X,O,O,X
ZTOJILS,O,O,O,X,O,X,X
ZTOJISL,O,O,O,O,O,X,X
ZTOJLIS,O,O,O,X,O,X,X
ZTOJLSI,O,O,O,O,O,X,X
ZTOJSIL,O,O,O,O,O,X,X
ZTOJSLI,O,O,O,O,O,X,X
ZTOSILJ,O,O,O,X,O,O,X
ZTOSIJL,O,O,O,O,O,X,X
ZTOSLIJ,O,O,O,X,O,O,X
ZTOSLJI,O,O,O,X,O,O,X
ZTOSJIL,O,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,O,X,X
ZITLJSO,O,O,X,X,O,X,X
ZITLJOS,O,O,X,X,O,X,X
ZITLSJO,O,O,X,X,O,X,X
ZITLSOJ,O,O,X,X,O,X,X
