sequence,v115@RhC8GeF8AeC8JeT/IvhF/lBRhBGjBimBUoBFsB,v115@RhC8GeF8AeC8JeT/IvhFmhBfoB6oBxlB0lBFsB,v115@RhC8GeF8AeC8Je2EJvhFRgBUiBFjBzlBfsBSyB,v115@RhC8GeF8AeC8JeT/IvhFxgBXjB0lBlmBStBOsB,v115@RhC8GeF8AeC8Jei/IvhFUiBGjBRlBfsBVyBzqB,v115@RhC8GeF8AeC8JeT/IvhFxgB+oB0lBlmB3nBisB,v115@RhC8GeF8AeC8JeT/IvhF6oBxlBmnBllB3mBcsB
JLSOTZI,X,O,O,O,X,O,X
JLSOITZ,X,O,O,X,X,X,O
JLSOIZT,O,O,O,X,X,X,O
JLSOZTI,O,X,O,O,X,O,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,X,X,O,O,X,O,X
JLZTIOS,X,X,O,O,X,O,X
JLZTSIO,O,X,O,O,X,O,X
JLZTSOI,O,X,O,O,X,O,X
JLZTOIS,X,X,O,O,X,O,X
JLZTOSI,O,X,O,O,X,O,X
JLZITSO,X,X,O,O,X,O,X
JLZITOS,X,X,O,O,X,O,X
JLZISTO,O,X,O,X,X,X,X
JLZISOT,O,X,O,X,X,X,X
JLZIOTS,X,X,O,O,X,O,O
JLZIOST,O,X,O,X,X,X,O
JLZSTIO,O,X,O,O,X,O,X
JLZSTOI,O,X,O,O,X,O,X
JLZSITO,O,X,O,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,X,O,O,X,O,X
JLZSOIT,O,X,O,X,X,X,X
JLZOTIS,X,X,O,O,X,O,X
JLZOTSI,O,X,O,O,X,O,X
JLZOITS,X,X,O,O,X,O,O
JLZOIST,O,X,O,X,X,X,O
JLZOSTI,O,X,O,O,X,O,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,X,X,O,X,X,X,O
JLOTIZS,X,X,O,X,X,X,O
JLOTSIZ,X,X,O,X,X,X,X
JLOTSZI,X,X,O,O,X,O,X
JLOTZIS,X,X,O,O,X,O,X
JLOTZSI,X,X,O,O,X,O,X
JLOITSZ,X,X,O,X,X,X,O
JLOITZS,X,X,O,X,X,X,O
JLOISTZ,X,O,O,X,X,X,O
JLOISZT,X,O,O,X,X,X,O
JLOIZTS,X,X,O,X,X,X,O
JLOIZST,X,X,O,X,X,X,O
JLOSTIZ,X,O,O,X,X,X,X
JLOSTZI,X,O,O,O,X,O,X
JLOSITZ,X,O,O,X,X,X,O
JLOSIZT,O,O,O,X,X,X,O
JLOSZTI,O,X,O,O,X,O,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,X,X,O,O,X,O,X
JLOZTSI,O,X,O,O,X,O,X
JLOZITS,X,X,O,O,X,O,O
JLOZIST,O,X,O,X,X,X,O
JLOZSTI,O,X,O,O,X,O,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,O,O,O,X,O,X,X
JSTILOZ,O,O,O,X,O,X,X
JSTIZLO,O,O,O,X,O,O,X
JSTIZOL,O,O,O,X,O,O,X
JSTIOLZ,O,O,X,X,O,X,X
JSTIOZL,O,O,X,X,O,O,X
JSTLIZO,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,X,O,X,X
JSTLZIO,O,O,O,X,O,O,X
JSTLZOI,O,O,O,X,O,O,X
JSTLOIZ,O,O,O,X,O,X,X
JSTLOZI,O,O,O,X,O,O,X
JSTZILO,O,O,O,X,O,O,X
JSTZIOL,O,O,O,X,O,O,X
JSTZLIO,O,O,O,X,O,O,X
JSTZLOI,O,O,O,X,O,O,X
JSTZOIL,O,O,O,X,O,O,X
JSTZOLI,O,O,O,X,O,O,X
JSTOILZ,O,O,O,X,O,X,X
JSTOIZL,O,O,O,X,O,O,X
JSTOLIZ,O,O,O,X,O,X,X
JSTOLZI,O,O,O,X,O,O,X
JSTOZIL,O,O,O,X,O,O,X
JSTOZLI,O,O,O,X,O,O,X
JSITLZO,O,X,O,X,O,X,X
JSITLOZ,O,O,O,X,O,X,X
JSITZLO,O,X,O,X,O,O,X
JSITZOL,O,X,O,X,O,O,X
JSITOLZ,O,O,X,X,O,X,X
JSITOZL,O,X,X,X,O,O,X
JSILTZO,X,X,O,X,O,X,X
JSILTOZ,X,O,O,X,O,X,X
JSILZTO,O,X,O,X,O,X,X
JSILZOT,O,O,O,X,X,X,X
JSILOTZ,X,O,O,X,X,X,O
JSILOZT,O,O,O,X,X,X,O
JSIZTLO,X,X,O,X,O,O,X
JSIZTOL,O,X,O,X,O,O,X
JSIZLTO,X,X,O,X,O,X,X
JSIZLOT,O,O,O,X,X,X,X
JSIZOTL,O,X,O,X,X,O,X
JSIZOLT,O,O,O,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X
JSIOTZL,O,X,O,X,X,O,X
JSIOLTZ,X,O,O,X,X,X,O
JSIOLZT,O,O,O,X,X,X,O
JSIOZTL,O,X,O,X,X,O,X
JSIOZLT,O,O,O,X,X,X,X
JSLTIZO,X,O,O,X,O,X,X
JSLTIOZ,X,O,O,X,O,X,X
JSLTZIO,X,O,O,X,O,O,X
JSLTZOI,X,O,O,X,O,O,X
JSLTOIZ,X,O,O,X,O,X,X
JSLTOZI,X,O,O,X,O,O,X
JSLITZO,X,X,O,X,O,X,X
JSLITOZ,X,O,O,X,O,X,X
JSLIZTO,O,X,O,X,O,X,X
JSLIZOT,O,O,O,X,X,X,X
JSLIOTZ,X,O,O,X,X,X,O
JSLIOZT,O,O,O,X,X,X,O
JSLZTIO,O,X,O,X,O,O,X
JSLZTOI,O,X,O,X,O,O,X
JSLZITO,O,X,O,X,O,X,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,X,O,X,X,O,X
JSLZOIT,O,X,O,X,X,X,X
JSLOTIZ,X,O,O,X,X,X,X
JSLOTZI,X,O,O,X,X,O,X
JSLOITZ,X,O,O,X,X,X,O
JSLOIZT,O,O,O,X,X,X,O
JSLOZTI,O,X,O,X,X,O,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,O,X,O,X,O,O,X
JSZTIOL,O,X,O,X,O,O,X
JSZTLIO,O,X,O,X,O,O,X
JSZTLOI,O,X,O,X,O,O,X
JSZTOIL,O,X,O,X,O,O,X
JSZTOLI,O,X,O,X,O,O,X
JSZITLO,O,X,O,X,O,O,X
JSZITOL,O,X,O,X,O,O,X
JSZILTO,O,X,O,X,O,X,X
JSZILOT,O,X,O,X,X,X,X
JSZIOTL,O,X,O,X,X,O,X
JSZIOLT,O,X,O,X,X,X,X
JSZLTIO,O,X,O,X,O,O,X
JSZLTOI,O,X,O,X,O,O,X
JSZLITO,O,X,O,X,O,X,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,X,O,X,X,O,X
JSZLOIT,O,X,O,X,X,X,X
JSZOTIL,O,X,O,X,X,O,X
JSZOTLI,O,X,O,X,X,O,X
JSZOITL,O,X,O,X,X,O,X
JSZOILT,O,X,O,X,X,X,X
JSZOLTI,O,X,O,X,X,O,X
JSZOLIT,O,X,O,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X
JSOTIZL,O,O,O,X,X,O,X
JSOTLIZ,O,O,O,X,X,X,X
JSOTLZI,O,O,O,X,X,O,X
JSOTZIL,O,O,O,X,X,O,X
JSOTZLI,O,O,O,X,X,O,X
JSOITLZ,O,O,O,X,X,X,X
JSOITZL,O,X,O,X,X,O,X
JSOILTZ,X,O,O,X,X,X,O
JSOILZT,O,O,O,X,X,X,O
JSOIZTL,O,X,O,X,X,O,X
JSOIZLT,O,O,O,X,X,X,X
JSOLTIZ,X,O,O,X,X,X,X
JSOLTZI,X,O,O,X,X,O,X
JSOLITZ,X,O,O,X,X,X,O
JSOLIZT,O,O,O,X,X,X,O
JSOLZTI,O,X,O,X,X,O,X
JSOLZIT,O,X,O,X,X,X,X
JSOZTIL,O,X,O,X,X,O,X
JSOZTLI,O,X,O,X,X,O,X
JSOZITL,O,X,O,X,X,O,X
JSOZILT,O,X,O,X,X,X,X
JSOZLTI,O,X,O,X,X,O,X
JSOZLIT,O,X,O,X,X,X,X
JZTILSO,O,X,X,O,X,O,X
JZTILOS,O,X,X,O,X,O,X
JZTISLO,O,X,X,X,X,O,X
JZTISOL,O,X,X,X,X,O,X
JZTIOLS,O,X,X,O,X,O,X
JZTIOSL,O,X,X,X,X,O,X
JZTLISO,O,X,X,O,X,O,X
JZTLIOS,O,X,X,O,X,O,X
JZTLSIO,O,X,X,O,X,O,X
JZTLSOI,O,X,X,O,X,O,X
JZTLOIS,O,X,X,O,X,O,X
JZTLOSI,O,X,X,O,X,O,X
JZTSILO,O,X,X,X,X,O,X
JZTSIOL,O,X,X,X,X,O,X
JZTSLIO,O,X,X,X,X,O,X
JZTSLOI,O,X,X,X,X,O,X
JZTSOIL,O,X,X,X,X,O,X
JZTSOLI,O,X,X,X,X,O,X
JZTOILS,O,X,X,O,X,O,X
JZTOISL,O,X,X,X,X,O,X
JZTOLIS,O,X,X,O,X,O,X
JZTOLSI,O,X,X,O,X,O,X
JZTOSIL,O,X,X,X,X,O,X
JZTOSLI,O,X,X,X,X,O,X
JZITLSO,O,X,X,O,X,O,X
JZITLOS,O,X,X,O,X,O,X
JZITSLO,O,X,X,X,X,O,X
JZITSOL,O,X,X,X,X,O,X
JZITOLS,O,X,X,O,X,O,X
JZITOSL,O,X,X,X,X,O,X
JZILTSO,X,X,O,O,X,O,X
JZILTOS,X,X,O,O,X,O,X
JZILSTO,O,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,X,X
JZILOTS,X,X,O,O,X,O,O
JZILOST,O,X,O,X,X,X,O
JZISTLO,O,X,O,X,X,O,X
JZISTOL,O,X,O,X,X,O,X
JZISLTO,O,X,O,X,X,X,X
JZISLOT,O,X,O,X,X,X,X
JZISOTL,O,X,O,X,X,O,X
JZISOLT,O,X,O,X,X,X,X
JZIOTLS,O,X,X,O,X,O,X
JZIOTSL,O,X,X,X,X,O,X
JZIOLTS,X,X,O,O,X,O,O
JZIOLST,O,X,O,X,X,X,O
JZIOSTL,O,X,O,X,X,O,X
JZIOSLT,O,X,O,X,X,X,X
JZLTISO,O,X,O,O,X,O,X
JZLTIOS,O,X,O,O,X,O,X
JZLTSIO,O,X,O,O,X,O,X
JZLTSOI,O,X,O,O,X,O,X
JZLTOIS,O,X,O,O,X,O,X
JZLTOSI,O,X,O,O,X,O,X
JZLITSO,X,X,O,O,X,O,X
JZLITOS,X,X,O,O,X,O,X
JZLISTO,O,X,O,X,X,X,X
JZLISOT,O,X,O,X,X,X,X
JZLIOTS,X,X,O,O,X,O,O
JZLIOST,O,X,O,X,X,X,O
JZLSTIO,O,X,O,O,X,O,X
JZLSTOI,O,X,O,O,X,O,X
JZLSITO,O,X,O,X,X,X,X
JZLSIOT,O,X,O,X,X,X,X
JZLSOTI,O,X,O,O,X,O,X
JZLSOIT,O,X,O,X,X,X,X
JZLOTIS,O,X,O,O,X,O,X
JZLOTSI,O,X,O,O,X,O,X
JZLOITS,X,X,O,O,X,O,O
JZLOIST,O,X,O,X,X,X,O
JZLOSTI,O,X,O,O,X,O,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,O,X,O,X,X,O,X
JZSTIOL,O,X,O,X,X,O,X
JZSTLIO,O,X,O,X,X,O,X
JZSTLOI,O,X,O,X,X,O,X
JZSTOIL,O,X,O,X,X,O,X
JZSTOLI,O,X,O,X,X,O,X
JZSITLO,O,X,O,X,X,O,X
JZSITOL,O,X,O,X,X,O,X
JZSILTO,O,X,O,X,X,X,X
JZSILOT,O,X,O,X,X,X,X
JZSIOTL,O,X,O,X,X,O,X
JZSIOLT,O,X,O,X,X,X,X
JZSLTIO,O,X,O,X,X,O,X
JZSLTOI,O,X,O,X,X,O,X
JZSLITO,O,X,O,X,X,X,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,X,O,X,X,O,X
JZSLOIT,O,X,O,X,X,X,X
JZSOTIL,O,X,O,X,X,O,X
JZSOTLI,O,X,O,X,X,O,X
JZSOITL,O,X,O,X,X,O,X
JZSOILT,O,X,O,X,X,X,X
JZSOLTI,O,X,O,X,X,O,X
JZSOLIT,O,X,O,X,X,X,X
JZOTILS,O,X,X,O,X,O,X
JZOTISL,O,X,X,X,X,O,X
JZOTLIS,O,X,X,O,X,O,X
JZOTLSI,O,X,X,O,X,O,X
JZOTSIL,O,X,X,X,X,O,X
JZOTSLI,O,X,X,X,X,O,X
JZOITLS,O,X,X,O,X,O,X
JZOITSL,O,X,X,X,X,O,X
JZOILTS,X,X,O,O,X,O,O
JZOILST,O,X,O,X,X,X,O
JZOISTL,O,X,O,X,X,O,X
JZOISLT,O,X,O,X,X,X,X
JZOLTIS,O,X,O,O,X,O,X
JZOLTSI,O,X,O,O,X,O,X
JZOLITS,X,X,O,O,X,O,O
JZOLIST,O,X,O,X,X,X,O
JZOLSTI,O,X,O,O,X,O,X
JZOLSIT,O,X,O,X,X,X,X
JZOSTIL,O,X,O,X,X,O,X
JZOSTLI,O,X,O,X,X,O,X
JZOSITL,O,X,O,X,X,O,X
JZOSILT,O,X,O,X,X,X,X
JZOSLTI,O,X,O,X,X,O,X
JZOSLIT,O,X,O,X,X,X,X
JOTILSZ,X,O,O,X,X,X,O
JOTILZS,X,X,O,X,X,X,O
JOTISLZ,X,O,O,X,X,X,X
JOTISZL,X,O,O,X,X,O,X
JOTIZLS,X,X,X,X,X,O,X
JOTIZSL,X,O,X,X,X,O,X
JOTLISZ,X,O,O,X,X,X,O
JOTLIZS,X,X,O,X,X,X,O
JOTLSIZ,O,O,O,X,X,X,X
JOTLSZI,O,O,O,O,X,O,X
JOTLZIS,O,X,O,O,X,O,X
JOTLZSI,O,X,O,O,X,O,X
JOTSILZ,O,O,O,X,X,X,X
JOTSIZL,O,O,O,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,X
JOTSLZI,O,O,O,X,X,O,X
JOTSZIL,O,O,O,X,X,O,X
JOTSZLI,O,O,O,X,X,O,X
JOTZILS,O,X,X,O,X,O,X
JOTZISL,O,O,X,X,X,O,X
JOTZLIS,O,X,X,O,X,O,X
JOTZLSI,O,X,X,O,X,O,X
JOTZSIL,O,O,X,X,X,O,X
JOTZSLI,O,O,X,X,X,O,X
JOITLSZ,X,O,O,X,X,X,O
JOITLZS,X,X,O,X,X,X,O
JOITSLZ,X,O,O,X,X,X,X
JOITSZL,X,O,O,X,X,O,X
JOITZLS,X,X,X,X,X,O,X
JOITZSL,X,O,X,X,X,O,X
JOILTSZ,X,X,O,X,X,X,O
JOILTZS,X,X,O,X,X,X,O
JOILSTZ,X,O,O,X,X,X,O
JOILSZT,X,O,O,X,X,X,O
JOILZTS,X,X,O,X,X,X,O
JOILZST,X,X,O,X,X,X,O
JOISTLZ,X,O,O,X,X,X,X
JOISTZL,X,X,O,X,X,O,X
JOISLTZ,X,O,O,X,X,X,O
JOISLZT,X,O,O,X,X,X,O
JOISZTL,X,X,O,X,X,O,X
JOISZLT,X,O,O,X,X,X,X
JOIZTLS,X,X,X,X,X,O,X
JOIZTSL,X,X,X,X,X,O,X
JOIZLTS,X,X,O,X,X,O,O
JOIZLST,X,X,O,X,X,X,O
JOIZSTL,X,X,O,X,X,O,X
JOIZSLT,X,O,O,X,X,X,X
JOLTISZ,X,X,O,X,X,X,O
JOLTIZS,X,X,O,X,X,X,O
JOLTSIZ,X,X,O,X,X,X,X
JOLTSZI,X,X,O,O,X,O,X
JOLTZIS,X,X,O,O,X,O,X
JOLTZSI,X,X,O,O,X,O,X
JOLITSZ,X,X,O,X,X,X,O
JOLITZS,X,X,O,X,X,X,O
JOLISTZ,X,O,O,X,X,X,O
JOLISZT,X,O,O,X,X,X,O
JOLIZTS,X,X,O,X,X,X,O
JOLIZST,X,X,O,X,X,X,O
JOLSTIZ,X,O,O,X,X,X,X
JOLSTZI,X,O,O,O,X,O,X
JOLSITZ,X,O,O,X,X,X,O
JOLSIZT,O,O,O,X,X,X,O
JOLSZTI,O,X,O,O,X,O,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,X,X,O,O,X,O,X
JOLZTSI,O,X,O,O,X,O,X
JOLZITS,X,X,O,O,X,O,O
JOLZIST,O,X,O,X,X,X,O
JOLZSTI,O,X,O,O,X,O,X
JOLZSIT,O,X,O,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X
JOSTIZL,O,O,O,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X
JOSTLZI,O,O,O,X,X,O,X
JOSTZIL,O,O,O,X,X,O,X
JOSTZLI,O,O,O,X,X,O,X
JOSITLZ,O,O,O,X,X,X,X
JOSITZL,O,X,O,X,X,O,X
JOSILTZ,X,O,O,X,X,X,O
JOSILZT,O,O,O,X,X,X,O
JOSIZTL,O,X,O,X,X,O,X
JOSIZLT,O,O,O,X,X,X,X
JOSLTIZ,X,O,O,X,X,X,X
JOSLTZI,X,O,O,X,X,O,X
JOSLITZ,X,O,O,X,X,X,O
JOSLIZT,O,O,O,X,X,X,O
JOSLZTI,O,X,O,X,X,O,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,X,O,X,X,O,X
JOSZTLI,O,X,O,X,X,O,X
JOSZITL,O,X,O,X,X,O,X
JOSZILT,O,X,O,X,X,X,X
JOSZLTI,O,X,O,X,X,O,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,X,X,O,X,O,X
JOZTISL,O,X,X,X,X,O,X
JOZTLIS,O,X,X,O,X,O,X
JOZTLSI,O,X,X,O,X,O,X
JOZTSIL,O,X,X,X,X,O,X
JOZTSLI,O,X,X,X,X,O,X
JOZITLS,O,X,X,O,X,O,X
JOZITSL,O,X,X,X,X,O,X
JOZILTS,X,X,O,O,X,O,O
JOZILST,O,X,O,X,X,X,O
JOZISTL,O,X,O,X,X,O,X
JOZISLT,O,X,O,X,X,X,X
JOZLTIS,O,X,O,O,X,O,X
JOZLTSI,O,X,O,O,X,O,X
JOZLITS,X,X,O,O,X,O,O
JOZLIST,O,X,O,X,X,X,O
JOZLSTI,O,X,O,O,X,O,X
JOZLSIT,O,X,O,X,X,X,X
JOZSTIL,O,X,O,X,X,O,X
JOZSTLI,O,X,O,X,X,O,X
JOZSITL,O,X,O,X,X,O,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,X,O,X,X,O,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,O,O,X,X,O,X,X
STILJOZ,O,O,X,X,O,X,X
STILZJO,O,O,X,X,O,X,X
STILZOJ,O,O,X,X,O,X,X
STILOJZ,O,O,X,X,O,X,X
STILOZJ,O,O,X,X,O,X,X
STIJLZO,O,O,X,X,O,X,X
STIJLOZ,O,O,X,X,O,X,X
STIJZLO,O,O,X,X,O,X,X
STIJZOL,O,O,X,X,O,X,X
STIJOLZ,O,O,X,X,O,X,X
STIJOZL,O,O,X,X,O,X,X
STIZLJO,O,O,X,X,O,X,X
STIZLOJ,O,O,X,X,O,X,X
STIZJLO,O,O,X,X,O,X,X
STIZJOL,O,O,X,X,O,X,X
STIZOLJ,O,O,X,X,O,X,X
STIZOJL,O,O,X,X,O,X,X
STIOLJZ,O,O,X,X,O,X,X
STIOLZJ,O,O,X,X,O,X,X
STIOJLZ,O,O,X,X,O,X,X
STIOJZL,O,O,X,X,O,X,X
STIOZLJ,O,O,X,X,O,X,X
STIOZJL,O,O,X,X,O,X,X
STLIJZO,O,O,O,X,O,X,X
STLIJOZ,O,O,O,X,O,X,X
STLIZJO,O,O,O,O,O,X,X
STLIZOJ,O,O,O,O,O,X,X
STLIOJZ,O,O,O,X,O,X,X
STLIOZJ,O,O,O,O,O,X,X
STLJIZO,O,O,O,X,O,X,X
STLJIOZ,O,O,O,X,O,X,X
STLJZIO,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,X,X
STLJOIZ,O,O,O,X,O,X,X
STLJOZI,O,O,O,O,O,X,X
STLZIJO,O,O,O,O,O,X,X
STLZIOJ,O,O,O,O,O,X,X
STLZJIO,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,X,X
STLZOJI,O,O,O,O,O,X,X
STLOIJZ,O,O,O,X,O,X,X
STLOIZJ,O,O,O,O,O,X,X
STLOJIZ,O,O,O,X,O,X,X
STLOJZI,O,O,O,O,O,X,X
STLOZIJ,O,O,O,O,O,X,X
STLOZJI,O,O,O,O,O,X,X
STJILZO,O,O,O,X,O,X,X
STJILOZ,O,O,O,X,O,X,X
STJIZLO,O,O,O,X,O,O,X
STJIZOL,O,O,O,X,O,O,X
STJIOLZ,O,O,X,X,O,X,X
STJIOZL,O,O,X,X,O,O,X
STJLIZO,O,O,O,X,O,X,X
STJLIOZ,O,O,O,X,O,X,X
STJLZIO,O,O,O,X,O,O,X
STJLZOI,O,O,O,X,O,O,X
STJLOIZ,O,O,O,X,O,X,X
STJLOZI,O,O,O,X,O,O,X
STJZILO,O,O,O,X,O,O,X
STJZIOL,O,O,O,X,O,O,X
STJZLIO,O,O,O,X,O,O,X
STJZLOI,O,O,O,X,O,O,X
STJZOIL,O,O,O,X,O,O,X
STJZOLI,O,O,O,X,O,O,X
STJOILZ,O,O,O,X,O,X,X
STJOIZL,O,O,O,X,O,O,X
STJOLIZ,O,O,O,X,O,X,X
STJOLZI,O,O,O,X,O,O,X
STJOZIL,O,O,O,X,O,O,X
STJOZLI,O,O,O,X,O,O,X
STZILJO,O,O,X,O,O,X,X
STZILOJ,O,O,X,O,O,X,X
STZIJLO,O,O,O,X,O,O,X
STZIJOL,O,O,O,X,O,O,X
STZIOLJ,O,O,O,O,O,X,X
STZIOJL,O,O,O,X,O,O,X
STZLIJO,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,O,O,O,O,O,X,X
STZLOJI,O,O,O,O,O,X,X
STZJILO,O,O,O,X,O,O,X
STZJIOL,O,O,O,X,O,O,X
STZJLIO,O,O,O,X,O,O,X
STZJLOI,O,O,O,X,O,O,X
STZJOIL,O,O,O,X,O,O,X
STZJOLI,O,O,O,X,O,O,X
STZOILJ,O,O,O,O,O,X,X
STZOIJL,O,O,O,X,O,O,X
STZOLIJ,O,O,O,O,O,X,X
STZOLJI,O,O,O,O,O,X,X
STZOJIL,O,O,O,X,O,O,X
STZOJLI,O,O,O,X,O,O,X
STOILJZ,O,O,O,X,O,X,X
STOILZJ,O,O,O,X,O,X,X
STOIJLZ,O,O,O,X,O,X,X
STOIJZL,O,O,O,X,O,X,X
STOIZLJ,O,O,O,X,O,X,X
STOIZJL,O,O,O,X,O,X,X
STOLIJZ,O,O,O,X,O,X,X
STOLIZJ,O,O,O,O,O,X,X
STOLJIZ,O,O,O,X,O,X,X
STOLJZI,O,O,O,O,O,X,X
STOLZIJ,O,O,O,O,O,X,X
STOLZJI,O,O,O,O,O,X,X
STOJILZ,O,O,O,X,O,X,X
STOJIZL,O,O,O,X,O,O,X
STOJLIZ,O,O,O,X,O,X,X
STOJLZI,O,O,O,X,O,O,X
STOJZIL,O,O,O,X,O,O,X
STOJZLI,O,O,O,X,O,O,X
STOZILJ,O,O,O,O,O,X,X
STOZIJL,O,O,O,X,O,O,X
STOZLIJ,O,O,O,O,O,X,X
STOZLJI,O,O,O,O,O,X,X
STOZJIL,O,O,O,X,O,O,X
STOZJLI,O,O,O,X,O,O,X
SITLJZO,O,O,X,X,O,X,X
SITLJOZ,O,O,X,X,O,X,X
SITLZJO,O,O,X,X,O,X,X
SITLZOJ,O,O,X,X,O,X,X
SITLOJZ,O,O,X,X,O,X,X
SITLOZJ,O,O,X,X,O,X,X
SITJLZO,O,O,X,X,O,X,X
SITJLOZ,O,O,X,X,O,X,X
SITJZLO,O,O,X,X,O,X,X
SITJZOL,O,O,X,X,O,X,X
SITJOLZ,O,O,X,X,O,X,X
SITJOZL,O,O,X,X,O,X,X
SITZLJO,O,O,X,X,O,X,X
SITZLOJ,O,O,X,X,O,X,X
SITZJLO,O,O,X,X,O,X,X
SITZJOL,O,O,X,X,O,X,X
SITZOLJ,O,O,X,X,O,X,X
SITZOJL,O,O,X,X,O,X,X
SITOLJZ,O,O,X,X,O,X,X
SITOLZJ,O,O,X,X,O,X,X
SITOJLZ,O,O,X,X,O,X,X
SITOJZL,O,O,X,X,O,X,X
SITOZLJ,O,O,X,X,O,X,X
SITOZJL,O,O,X,X,O,X,X
SILTJZO,O,O,O,X,O,X,X
SILTJOZ,O,O,O,X,O,X,X
SILTZJO,O,O,O,X,O,X,X
SILTZOJ,O,O,O,X,O,X,X
SILTOJZ,O,O,O,X,O,X,X
SILTOZJ,O,O,O,X,O,X,X
SILJTZO,X,X,O,X,O,X,X
SILJTOZ,X,O,O,X,O,X,X
SILJZTO,O,X,O,X,O,X,X
SILJZOT,O,O,O,X,X,X,X
SILJOTZ,X,O,O,X,X,X,O
SILJOZT,O,O,O,X,X,X,O
SILZTJO,O,X,O,X,O,X,X
SILZTOJ,O,X,O,X,O,X,X
SILZJTO,O,X,O,X,O,X,X
SILZJOT,O,O,O,X,X,X,X
SILZOTJ,O,X,O,X,O,X,X
SILZOJT,O,O,O,X,X,X,X
SILOTJZ,O,O,O,X,O,X,X
SILOTZJ,O,O,O,X,O,X,X
SILOJTZ,X,O,O,X,X,X,O
SILOJZT,O,O,O,X,X,X,O
SILOZTJ,O,X,O,X,O,X,X
SILOZJT,O,O,O,X,X,X,X
SIJTLZO,O,X,O,X,O,X,X
SIJTLOZ,O,O,O,X,O,X,X
SIJTZLO,O,X,O,X,O,X,X
SIJTZOL,O,X,O,X,O,X,X
SIJTOLZ,O,O,X,X,O,X,X
SIJTOZL,O,X,X,X,O,X,X
SIJLTZO,X,X,O,X,O,X,X
SIJLTOZ,X,O,O,X,O,X,X
SIJLZTO,O,X,O,X,O,X,X
SIJLZOT,O,O,O,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,O
SIJLOZT,O,O,O,X,X,X,O
SIJZTLO,X,X,O,X,O,X,X
SIJZTOL,O,X,O,X,O,X,X
SIJZLTO,X,X,O,X,O,X,X
SIJZLOT,O,O,O,X,X,X,X
SIJZOTL,O,X,O,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,O
SIJOLZT,O,O,O,X,X,X,O
SIJOZTL,O,X,O,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X
SIZTLJO,O,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,O,X,X
SIZTJLO,O,X,O,X,O,X,X
SIZTJOL,O,X,O,X,O,X,X
SIZTOLJ,O,X,O,X,O,X,X
SIZTOJL,O,X,O,X,O,X,X
SIZLTJO,O,X,O,X,O,X,X
SIZLTOJ,O,X,O,X,O,X,X
SIZLJTO,O,X,O,X,O,X,X
SIZLJOT,O,O,O,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X
SIZLOJT,O,O,O,X,X,X,X
SIZJTLO,O,X,O,X,O,X,X
SIZJTOL,O,X,O,X,O,X,X
SIZJLTO,O,X,O,X,O,X,X
SIZJLOT,O,O,O,X,X,X,X
SIZJOTL,O,X,O,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,X,O,X,O,X,X
SIZOTJL,O,X,O,X,O,X,X
SIZOLTJ,O,X,O,X,O,X,X
SIZOLJT,O,O,O,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,X
SIOTLZJ,O,O,O,X,O,X,X
SIOTJLZ,O,O,O,X,O,X,X
