sequence,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFlhB3iB5oBU?mBywBzsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFXhBliB5oBU?nBTrByxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFiiB5oBFmBf?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PexAJvhF/nBGjBilBc?rBVxBTtB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF/nB5oBFmBa?tBUsBTrB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhF6oBFmBXnB0?nBTrBxxB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhB6oBFmB3?rBUtBTsB,v115@9gB8HeB8FeA8AeB8AeA8FeD8PeOFJvhFxhBTnB0rBX?tB6tBFrB
ZLTISJO,O,O,O,O,O,O,X,X
ZLTISOJ,O,O,O,O,X,X,X,X
ZLTIOJS,O,O,X,O,X,X,X,X
ZLTIOSJ,O,O,X,O,X,X,X,X
ZLTJISO,O,O,O,O,O,O,X,X
ZLTJIOS,O,O,X,X,X,X,X,X
ZLTJSIO,O,O,X,O,O,X,O,X
ZLTJSOI,O,O,X,O,X,X,O,X
ZLTJOIS,O,O,X,X,X,X,X,X
ZLTJOSI,O,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,O,O,X,O,X
ZLTSIOJ,O,O,X,O,X,X,O,X
ZLTSJIO,O,O,X,O,O,X,O,X
ZLTSJOI,O,O,X,O,X,X,O,X
ZLTSOIJ,O,O,X,O,X,X,O,X
ZLTSOJI,O,O,X,O,X,X,O,X
ZLTOIJS,O,O,X,O,X,X,X,X
ZLTOISJ,O,O,X,O,X,X,X,X
ZLTOJIS,O,O,X,O,X,X,X,X
ZLTOJSI,O,O,X,O,X,X,X,X
ZLTOSIJ,O,O,X,O,X,X,X,X
ZLTOSJI,O,O,X,O,X,X,X,X
ZLITJSO,O,O,O,O,O,O,X,X
ZLITJOS,O,O,X,X,X,X,X,X
ZLITSJO,O,O,O,O,O,O,X,X
ZLITSOJ,O,O,O,O,X,X,X,X
ZLITOJS,O,O,X,O,X,X,X,X
ZLITOSJ,O,O,X,O,X,X,X,X
ZLIJTSO,O,O,O,O,O,O,X,X
ZLIJTOS,O,O,X,X,X,X,X,X
ZLIJSTO,O,O,O,X,O,O,O,X
ZLIJSOT,O,O,O,X,X,X,X,X
ZLIJOTS,O,O,X,O,X,X,X,X
ZLIJOST,O,O,X,X,X,X,X,X
ZLISTJO,O,O,O,O,O,O,O,X
ZLISTOJ,O,O,O,O,X,X,O,X
ZLISJTO,O,O,O,X,O,O,O,X
ZLISJOT,O,O,O,X,X,X,X,X
ZLISOTJ,O,O,O,O,X,X,X,X
ZLISOJT,O,O,O,X,X,X,X,X
ZLIOTJS,O,O,X,O,X,X,X,X
ZLIOTSJ,O,O,X,O,X,X,X,X
ZLIOJTS,O,O,X,O,X,X,X,X
ZLIOJST,O,O,X,X,X,X,X,X
ZLIOSTJ,O,O,X,O,X,X,X,X
ZLIOSJT,O,O,X,X,X,X,X,X
ZLJTISO,O,O,O,O,O,O,X,X
ZLJTIOS,O,O,X,X,X,X,X,X
ZLJTSIO,O,O,X,O,O,X,O,X
ZLJTSOI,O,O,X,O,X,X,O,X
ZLJTOIS,O,O,X,X,X,X,X,X
ZLJTOSI,O,O,X,X,X,X,X,X
ZLJITSO,O,O,O,O,O,O,X,X
ZLJITOS,O,O,X,X,X,X,X,X
ZLJISTO,O,O,O,X,O,O,O,X
ZLJISOT,O,O,O,X,X,X,X,X
ZLJIOTS,O,O,X,O,X,X,X,X
ZLJIOST,O,O,X,X,X,X,X,X
ZLJSTIO,O,O,O,X,O,X,O,X
ZLJSTOI,O,O,O,X,X,X,O,X
ZLJSITO,O,O,O,X,O,X,O,X
ZLJSIOT,O,O,O,X,X,X,X,X
ZLJSOTI,O,O,O,X,X,X,O,O
ZLJSOIT,O,O,O,X,X,X,X,O
ZLJOTIS,O,O,X,O,X,X,X,X
ZLJOTSI,O,O,X,O,X,X,X,X
ZLJOITS,O,O,X,O,X,X,X,X
ZLJOIST,O,O,X,X,X,X,X,X
ZLJOSTI,O,O,X,X,X,X,O,X
ZLJOSIT,O,O,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,O,X,O,X
ZLSTIOJ,O,O,O,O,X,X,O,X
ZLSTJIO,O,O,O,O,O,X,O,X
ZLSTJOI,O,O,O,O,X,X,O,X
ZLSTOIJ,O,O,O,O,X,X,O,X
ZLSTOJI,O,O,O,O,X,X,O,X
ZLSITJO,O,O,O,O,O,X,O,X
ZLSITOJ,O,O,O,O,X,X,O,X
ZLSIJTO,O,O,O,X,O,X,O,X
ZLSIJOT,O,O,O,X,X,X,X,X
ZLSIOTJ,O,O,O,O,X,X,X,X
ZLSIOJT,O,O,O,X,X,X,X,X
ZLSJTIO,O,O,O,X,O,X,O,X
ZLSJTOI,O,O,O,X,X,X,O,X
ZLSJITO,O,O,O,X,O,X,O,X
ZLSJIOT,O,O,O,X,X,X,X,X
ZLSJOTI,O,O,O,X,X,X,O,O
ZLSJOIT,O,O,O,X,X,X,X,O
ZLSOTIJ,O,O,O,O,X,X,O,X
ZLSOTJI,O,O,O,O,X,X,O,X
ZLSOITJ,O,O,O,O,X,X,X,X
ZLSOIJT,O,O,O,X,X,X,X,O
ZLSOJTI,O,O,O,X,X,X,O,O
ZLSOJIT,O,O,O,X,X,X,X,O
ZLOTIJS,O,O,X,O,X,X,X,X
ZLOTISJ,O,O,X,O,X,X,X,X
ZLOTJIS,O,O,X,O,X,X,X,X
ZLOTJSI,O,O,X,O,X,X,X,X
ZLOTSIJ,O,O,X,O,X,X,X,X
ZLOTSJI,O,O,X,O,X,X,X,X
ZLOITJS,O,O,X,O,X,X,X,X
ZLOITSJ,O,O,X,O,X,X,X,X
ZLOIJTS,O,O,X,O,X,X,X,X
ZLOIJST,O,O,X,X,X,X,X,X
ZLOISTJ,O,O,X,O,X,X,X,X
ZLOISJT,O,O,X,X,X,X,X,X
ZLOJTIS,O,O,X,O,X,X,X,X
ZLOJTSI,O,O,X,O,X,X,X,X
ZLOJITS,O,O,X,O,X,X,X,X
ZLOJIST,O,O,X,X,X,X,X,X
ZLOJSTI,O,O,X,X,X,X,O,X
ZLOJSIT,O,O,X,X,X,X,X,X
ZLOSTIJ,O,O,X,O,X,X,O,X
ZLOSTJI,O,O,X,O,X,X,O,X
ZLOSITJ,O,O,X,O,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,X,O,X
ZLOSJIT,O,O,X,X,X,X,X,X
ZJTILSO,O,O,O,X,O,O,X,X
ZJTILOS,O,O,X,X,X,X,X,X
ZJTISLO,O,O,O,O,O,O,X,X
ZJTISOL,O,O,O,O,O,X,X,X
ZJTIOLS,O,X,X,X,X,X,X,X
ZJTIOSL,O,O,O,X,O,X,X,X
ZJTLISO,O,O,O,O,O,O,X,X
ZJTLIOS,O,O,X,X,X,X,X,X
ZJTLSIO,O,O,X,O,O,X,O,X
ZJTLSOI,O,O,X,O,X,X,O,X
ZJTLOIS,O,O,X,X,X,X,X,X
ZJTLOSI,O,O,X,X,X,X,X,X
ZJTSILO,O,O,O,O,O,X,O,X
ZJTSIOL,O,O,O,O,O,X,O,X
ZJTSLIO,O,X,X,O,O,X,O,X
ZJTSLOI,O,X,X,O,X,X,O,X
ZJTSOIL,O,X,X,O,O,X,O,O
ZJTSOLI,X,X,X,O,X,X,O,O
ZJTOILS,O,X,X,X,X,X,X,X
ZJTOISL,O,O,O,X,O,X,X,X
ZJTOLIS,O,X,X,X,X,X,X,X
ZJTOLSI,O,X,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,O,X,X,X
ZJTOSLI,O,X,X,X,X,X,X,X
ZJITLSO,O,O,O,X,O,O,X,X
ZJITLOS,O,O,X,X,X,X,X,X
ZJITSLO,O,O,O,O,O,O,X,X
ZJITSOL,O,O,O,O,O,X,X,X
ZJITOLS,O,X,X,X,X,X,X,X
ZJITOSL,O,O,O,X,O,X,X,X
ZJILTSO,O,O,O,X,O,O,X,X
ZJILTOS,O,O,X,X,X,X,X,X
ZJILSTO,O,O,O,X,O,O,O,X
ZJILSOT,O,O,O,X,X,X,X,X
ZJILOTS,O,O,X,X,X,X,X,X
ZJILOST,O,O,X,X,X,X,X,X
ZJISTLO,O,O,O,X,O,O,O,X
ZJISTOL,O,O,O,X,O,X,O,X
ZJISLTO,O,O,O,X,O,O,O,X
ZJISLOT,O,O,O,X,X,X,X,X
ZJISOTL,O,O,O,X,O,X,X,O
ZJISOLT,O,O,O,X,X,X,X,O
ZJIOTLS,O,O,X,X,X,X,X,X
ZJIOTSL,O,O,O,O,O,X,X,X
ZJIOLTS,O,O,X,X,X,X,X,X
ZJIOLST,O,O,X,X,X,X,X,X
ZJIOSTL,O,O,O,X,O,X,X,X
ZJIOSLT,O,O,O,X,X,X,X,X
ZJLTISO,O,O,O,O,O,O,X,X
ZJLTIOS,O,O,X,X,X,X,X,X
ZJLTSIO,O,O,X,O,O,X,O,X
ZJLTSOI,O,O,X,O,X,X,O,X
ZJLTOIS,O,O,X,X,X,X,X,X
ZJLTOSI,O,O,X,X,X,X,X,X
ZJLITSO,O,O,O,O,O,O,X,X
ZJLITOS,O,O,X,X,X,X,X,X
ZJLISTO,O,O,O,X,O,O,O,X
ZJLISOT,O,O,O,X,X,X,X,X
ZJLIOTS,O,O,X,O,X,X,X,X
ZJLIOST,O,O,X,X,X,X,X,X
ZJLSTIO,O,O,O,X,O,X,O,X
ZJLSTOI,O,O,O,X,X,X,O,X
ZJLSITO,O,O,O,X,O,X,O,X
ZJLSIOT,O,O,O,X,X,X,X,X
ZJLSOTI,O,O,O,X,X,X,O,O
ZJLSOIT,O,O,O,X,X,X,X,O
ZJLOTIS,O,O,X,O,X,X,X,X
ZJLOTSI,O,O,X,O,X,X,X,X
ZJLOITS,O,O,X,O,X,X,X,X
ZJLOIST,O,O,X,X,X,X,X,X
ZJLOSTI,O,O,X,X,X,X,O,X
ZJLOSIT,O,O,X,X,X,X,X,X
ZJSTILO,O,O,O,X,O,X,O,X
ZJSTIOL,O,O,O,X,O,X,O,X
ZJSTLIO,O,X,O,X,O,X,O,X
ZJSTLOI,O,X,O,X,X,X,O,X
ZJSTOIL,O,X,O,X,O,X,O,O
ZJSTOLI,X,X,O,X,X,X,O,O
ZJSITLO,O,O,O,X,O,X,O,X
ZJSITOL,O,O,O,X,O,X,O,X
ZJSILTO,O,O,O,X,O,X,O,X
ZJSILOT,O,O,O,X,X,X,X,X
ZJSIOTL,O,O,O,X,O,X,X,O
ZJSIOLT,O,O,O,X,X,X,X,O
ZJSLTIO,O,O,O,X,O,X,O,X
ZJSLTOI,O,O,O,X,X,X,O,X
ZJSLITO,O,O,O,X,O,X,O,X
ZJSLIOT,O,O,O,X,X,X,X,X
ZJSLOTI,O,O,O,X,X,X,O,O
ZJSLOIT,O,O,O,X,X,X,X,O
ZJSOTIL,O,O,O,X,O,X,O,O
ZJSOTLI,O,O,O,X,X,X,O,O
ZJSOITL,O,O,O,X,O,X,X,O
ZJSOILT,O,O,O,X,X,X,X,O
ZJSOLTI,O,O,O,X,X,X,O,O
ZJSOLIT,O,O,O,X,X,X,X,O
ZJOTILS,O,O,X,X,X,X,X,X
ZJOTISL,O,O,O,O,O,X,X,X
ZJOTLIS,O,O,X,O,X,X,X,X
ZJOTLSI,O,O,X,O,X,X,X,X
ZJOTSIL,O,O,X,O,O,X,X,X
ZJOTSLI,O,O,X,O,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,X
ZJOITSL,O,O,O,O,O,X,X,X
ZJOILTS,O,O,X,X,X,X,X,X
ZJOILST,O,O,X,X,X,X,X,X
ZJOISTL,O,O,O,X,O,X,X,X
ZJOISLT,O,O,O,X,X,X,X,X
ZJOLTIS,O,O,X,O,X,X,X,X
ZJOLTSI,O,O,X,O,X,X,X,X
ZJOLITS,O,O,X,O,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X
ZJOLSTI,O,O,X,X,X,X,O,X
ZJOLSIT,O,O,X,X,X,X,X,X
ZJOSTIL,O,O,X,X,O,X,O,O
ZJOSTLI,O,O,X,X,X,X,O,O
ZJOSITL,O,O,X,X,O,X,X,O
ZJOSILT,O,O,X,X,X,X,X,O
ZJOSLTI,O,O,X,X,X,X,O,O
ZJOSLIT,O,O,X,X,X,X,X,O
ZSTILJO,O,X,O,O,O,X,O,X
ZSTILOJ,X,X,O,O,X,X,O,X
ZSTIJLO,O,O,O,O,O,X,O,X
ZSTIJOL,O,O,O,O,O,X,O,X
ZSTIOLJ,X,X,O,X,X,X,O,X
ZSTIOJL,O,X,O,O,O,X,O,X
ZSTLIJO,O,X,O,O,O,X,O,X
ZSTLIOJ,O,X,O,O,X,X,O,X
ZSTLJIO,O,X,O,O,O,X,O,X
ZSTLJOI,O,X,O,O,X,X,O,X
ZSTLOIJ,O,X,O,O,X,X,O,X
ZSTLOJI,O,X,O,O,X,X,O,X
ZSTJILO,O,O,O,O,O,X,O,X
ZSTJIOL,O,O,O,O,O,X,O,X
ZSTJLIO,O,X,O,O,O,X,O,X
ZSTJLOI,O,X,O,O,X,X,O,X
ZSTJOIL,O,X,O,O,O,X,O,O
ZSTJOLI,X,X,O,O,X,X,O,O
ZSTOILJ,X,X,O,X,X,X,O,X
ZSTOIJL,O,X,O,O,O,X,O,O
ZSTOLIJ,X,X,O,O,X,X,O,X
ZSTOLJI,X,X,O,O,X,X,O,X
ZSTOJIL,O,X,O,O,O,X,O,O
ZSTOJLI,X,X,O,O,X,X,O,O
ZSITLJO,O,X,O,O,O,X,O,X
ZSITLOJ,X,X,O,X,X,X,O,X
ZSITJLO,O,O,O,O,O,X,O,X
ZSITJOL,O,O,O,O,O,X,O,X
ZSITOLJ,X,X,O,X,X,X,O,X
ZSITOJL,O,X,O,O,O,X,O,X
ZSILTJO,O,O,O,X,O,X,O,X
ZSILTOJ,O,O,O,X,X,X,O,X
ZSILJTO,O,O,O,X,O,X,O,X
ZSILJOT,O,O,O,X,X,X,X,X
ZSILOTJ,O,O,O,X,X,X,X,X
ZSILOJT,O,O,O,X,X,X,X,X
ZSIJTLO,O,O,O,X,O,X,O,X
ZSIJTOL,O,O,O,X,O,X,O,X
ZSIJLTO,O,O,O,X,O,X,O,X
ZSIJLOT,O,O,O,X,X,X,X,X
ZSIJOTL,O,O,O,X,O,X,X,O
ZSIJOLT,O,O,O,X,X,X,X,O
ZSIOTLJ,O,O,O,O,X,X,X,X
ZSIOTJL,O,O,O,O,O,X,X,O
ZSIOLTJ,O,O,O,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X,X,O
ZSIOJTL,O,O,O,X,O,X,X,O
ZSIOJLT,O,O,O,X,X,X,X,O
ZSLTIJO,O,O,O,O,O,X,O,X
ZSLTIOJ,O,O,O,O,X,X,O,X
ZSLTJIO,O,O,O,O,O,X,O,X
ZSLTJOI,O,O,O,O,X,X,O,X
ZSLTOIJ,O,O,O,O,X,X,O,X
ZSLTOJI,O,O,O,O,X,X,O,X
ZSLITJO,O,O,O,O,O,X,O,X
ZSLITOJ,O,O,O,O,X,X,O,X
ZSLIJTO,O,O,O,X,O,X,O,X
ZSLIJOT,O,O,O,X,X,X,X,X
ZSLIOTJ,O,O,O,O,X,X,X,X
ZSLIOJT,O,O,O,X,X,X,X,X
ZSLJTIO,O,O,O,X,O,X,O,X
ZSLJTOI,O,O,O,X,X,X,O,X
ZSLJITO,O,O,O,X,O,X,O,X
ZSLJIOT,O,O,O,X,X,X,X,X
ZSLJOTI,O,O,O,X,X,X,O,O
ZSLJOIT,O,O,O,X,X,X,X,O
ZSLOTIJ,O,O,O,O,X,X,O,X
ZSLOTJI,O,O,O,O,X,X,O,X
ZSLOITJ,O,O,O,O,X,X,X,X
ZSLOIJT,O,O,O,X,X,X,X,O
ZSLOJTI,O,O,O,X,X,X,O,O
ZSLOJIT,O,O,O,X,X,X,X,O
ZSJTILO,O,O,O,X,O,X,O,X
ZSJTIOL,O,O,O,X,O,X,O,X
ZSJTLIO,O,X,O,X,O,X,O,X
ZSJTLOI,O,X,O,X,X,X,O,X
ZSJTOIL,O,X,O,X,O,X,O,O
ZSJTOLI,X,X,O,X,X,X,O,O
ZSJITLO,O,O,O,X,O,X,O,X
ZSJITOL,O,O,O,X,O,X,O,X
ZSJILTO,O,O,O,X,O,X,O,X
ZSJILOT,O,O,O,X,X,X,X,X
ZSJIOTL,O,O,O,X,O,X,X,O
ZSJIOLT,O,O,O,X,X,X,X,O
ZSJLTIO,O,O,O,X,O,X,O,X
ZSJLTOI,O,O,O,X,X,X,O,X
ZSJLITO,O,O,O,X,O,X,O,X
ZSJLIOT,O,O,O,X,X,X,X,X
ZSJLOTI,O,O,O,X,X,X,O,O
ZSJLOIT,O,O,O,X,X,X,X,O
ZSJOTIL,O,O,O,X,O,X,O,O
ZSJOTLI,O,O,O,X,X,X,O,O
ZSJOITL,O,O,O,X,O,X,X,O
ZSJOILT,O,O,O,X,X,X,X,O
ZSJOLTI,O,O,O,X,X,X,O,O
ZSJOLIT,O,O,O,X,X,X,X,O
ZSOTILJ,O,O,O,O,X,X,O,X
ZSOTIJL,O,O,O,O,O,X,O,O
ZSOTLIJ,O,O,O,O,X,X,O,X
ZSOTLJI,O,O,O,O,X,X,O,X
ZSOTJIL,O,O,O,O,O,X,O,O
ZSOTJLI,O,O,O,O,X,X,O,O
ZSOITLJ,O,O,O,O,X,X,X,X
ZSOITJL,O,O,O,O,O,X,X,O
ZSOILTJ,O,O,O,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X,X,O
ZSOIJTL,O,O,O,X,O,X,X,O
ZSOIJLT,O,O,O,X,X,X,X,O
ZSOLTIJ,O,O,O,O,X,X,O,X
ZSOLTJI,O,O,O,O,X,X,O,X
ZSOLITJ,O,O,O,O,X,X,X,X
ZSOLIJT,O,O,O,X,X,X,X,O
ZSOLJTI,O,O,O,X,X,X,O,O
ZSOLJIT,O,O,O,X,X,X,X,O
ZSOJTIL,O,O,O,X,O,X,O,O
ZSOJTLI,O,O,O,X,X,X,O,O
ZSOJITL,O,O,O,X,O,X,X,O
ZSOJILT,O,O,O,X,X,X,X,O
ZSOJLTI,O,O,O,X,X,X,O,O
ZSOJLIT,O,O,O,X,X,X,X,O
ZOTILJS,O,O,X,O,X,X,X,X
ZOTILSJ,O,O,X,O,X,X,X,X
ZOTIJLS,O,O,X,X,X,X,X,X
ZOTIJSL,O,O,O,O,O,X,X,X
ZOTISLJ,O,O,O,O,X,X,X,X
ZOTISJL,O,O,O,O,O,X,X,X
ZOTLIJS,O,O,X,O,X,X,X,X
ZOTLISJ,O,O,X,O,X,X,X,X
ZOTLJIS,O,O,X,O,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,X,X
ZOTLSIJ,O,O,X,O,X,X,X,X
ZOTLSJI,O,O,X,O,X,X,X,X
ZOTJILS,O,O,X,X,X,X,X,X
ZOTJISL,O,O,O,O,O,X,X,X
ZOTJLIS,O,O,X,O,X,X,X,X
ZOTJLSI,O,O,X,O,X,X,X,X
ZOTJSIL,O,O,X,O,O,X,X,X
ZOTJSLI,O,O,X,O,X,X,X,X
ZOTSILJ,O,O,X,O,X,X,X,X
ZOTSIJL,O,O,X,O,O,X,X,X
ZOTSLIJ,O,O,X,O,X,X,X,X
ZOTSLJI,O,O,X,O,X,X,X,X
ZOTSJIL,O,O,X,O,O,X,X,X
ZOTSJLI,O,O,X,O,X,X,X,X
ZOITLJS,O,O,X,O,X,X,X,X
ZOITLSJ,O,O,X,O,X,X,X,X
ZOITJLS,O,O,X,X,X,X,X,X
ZOITJSL,O,O,O,O,O,X,X,X
ZOITSLJ,O,O,O,O,X,X,X,X
ZOITSJL,O,O,O,O,O,X,X,X
ZOILTJS,O,O,X,O,X,X,X,X
ZOILTSJ,O,O,X,O,X,X,X,X
ZOILJTS,O,O,X,O,X,X,X,X
ZOILJST,O,O,X,X,X,X,X,X
ZOILSTJ,O,O,X,O,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,X,X
ZOIJTSL,O,O,O,O,O,X,X,X
ZOIJLTS,O,O,X,X,X,X,X,X
ZOIJLST,O,O,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,O,X,X,X
ZOIJSLT,O,O,O,X,X,X,X,X
ZOISTLJ,O,O,O,O,X,X,X,X
ZOISTJL,O,O,O,O,O,X,X,X
ZOISLTJ,O,O,O,X,X,X,X,X
ZOISLJT,O,O,O,X,X,X,X,X
ZOISJTL,O,O,O,X,O,X,X,X
ZOISJLT,O,O,O,X,X,X,X,X
ZOLTIJS,O,O,X,O,X,X,X,X
ZOLTISJ,O,O,X,O,X,X,X,X
ZOLTJIS,O,O,X,O,X,X,X,X
ZOLTJSI,O,O,X,O,X,X,X,X
ZOLTSIJ,O,O,X,O,X,X,X,X
ZOLTSJI,O,O,X,O,X,X,X,X
ZOLITJS,O,O,X,O,X,X,X,X
ZOLITSJ,O,O,X,O,X,X,X,X
ZOLIJTS,O,O,X,O,X,X,X,X
ZOLIJST,O,O,X,X,X,X,X,X
ZOLISTJ,O,O,X,O,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X
ZOLJTIS,O,O,X,O,X,X,X,X
ZOLJTSI,O,O,X,O,X,X,X,X
ZOLJITS,O,O,X,O,X,X,X,X
ZOLJIST,O,O,X,X,X,X,X,X
ZOLJSTI,O,O,X,X,X,X,O,X
ZOLJSIT,O,O,X,X,X,X,X,X
ZOLSTIJ,O,O,X,O,X,X,O,X
ZOLSTJI,O,O,X,O,X,X,O,X
ZOLSITJ,O,O,X,O,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,O,X
ZOLSJIT,O,O,X,X,X,X,X,X
ZOJTILS,O,O,X,X,X,X,X,X
ZOJTISL,O,O,O,O,O,X,X,X
ZOJTLIS,O,O,X,O,X,X,X,X
ZOJTLSI,O,O,X,O,X,X,X,X
ZOJTSIL,O,O,X,O,O,X,X,X
ZOJTSLI,O,O,X,O,X,X,X,X
ZOJITLS,O,O,X,X,X,X,X,X
ZOJITSL,O,O,O,O,O,X,X,X
ZOJILTS,O,O,X,X,X,X,X,X
ZOJILST,O,O,X,X,X,X,X,X
ZOJISTL,O,O,O,X,O,X,X,X
ZOJISLT,O,O,O,X,X,X,X,X
ZOJLTIS,O,O,X,O,X,X,X,X
ZOJLTSI,O,O,X,O,X,X,X,X
ZOJLITS,O,O,X,O,X,X,X,X
ZOJLIST,O,O,X,X,X,X,X,X
ZOJLSTI,O,O,X,X,X,X,O,X
ZOJLSIT,O,O,X,X,X,X,X,X
ZOJSTIL,O,O,X,X,O,X,O,O
ZOJSTLI,O,O,X,X,X,X,O,O
ZOJSITL,O,O,X,X,O,X,X,O
ZOJSILT,O,O,X,X,X,X,X,O
ZOJSLTI,O,O,X,X,X,X,O,O
ZOJSLIT,O,O,X,X,X,X,X,O
ZOSTILJ,O,O,X,O,X,X,O,X
ZOSTIJL,O,O,X,O,O,X,O,O
ZOSTLIJ,O,O,X,O,X,X,O,X
ZOSTLJI,O,O,X,O,X,X,O,X
ZOSTJIL,O,O,X,O,O,X,O,O
ZOSTJLI,O,O,X,O,X,X,O,O
ZOSITLJ,O,O,X,O,X,X,X,X
ZOSITJL,O,O,X,O,O,X,X,O
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,O
ZOSIJTL,O,O,X,X,O,X,X,O
ZOSIJLT,O,O,X,X,X,X,X,O
ZOSLTIJ,O,O,X,O,X,X,O,X
ZOSLTJI,O,O,X,O,X,X,O,X
ZOSLITJ,O,O,X,O,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,O
ZOSLJTI,O,O,X,X,X,X,O,O
ZOSLJIT,O,O,X,X,X,X,X,O
ZOSJTIL,O,O,X,X,O,X,O,O
ZOSJTLI,O,O,X,X,X,X,O,O
ZOSJITL,O,O,X,X,O,X,X,O
ZOSJILT,O,O,X,X,X,X,X,O
ZOSJLTI,O,O,X,X,X,X,O,O
ZOSJLIT,O,O,X,X,X,X,X,O
OTILJSZ,O,O,X,X,X,O,X,X
OTILJZS,O,O,X,X,X,X,X,X
OTILSJZ,O,O,X,X,X,O,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,O,O,X,X,X,O,X,X
OTIJLZS,O,O,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,X,O,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X
OTIJZSL,O,O,O,X,O,X,X,X
OTISLJZ,O,O,X,X,X,O,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,O,X,X
OTISJZL,O,O,X,O,X,X,X,X
OTISZLJ,O,O,X,O,X,X,X,X
OTISZJL,O,O,X,O,X,X,X,X
OTIZLJS,O,O,X,O,X,X,X,X
OTIZLSJ,O,O,X,O,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,O,O,O,O,X,X,X
OTIZSLJ,O,O,O,O,X,X,X,X
OTIZSJL,O,O,O,O,O,X,X,X
OTLIJSZ,O,O,X,X,X,O,X,X
OTLIJZS,O,O,X,X,X,X,X,X
OTLISJZ,O,O,X,X,X,O,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,O,X,X,X,X
OTLIZSJ,O,O,X,O,X,X,X,X
OTLJISZ,O,O,X,X,X,O,X,X
OTLJIZS,O,O,X,X,X,X,X,X
OTLJSIZ,O,O,X,X,X,X,X,X
OTLJSZI,O,O,X,X,X,X,X,X
OTLJZIS,O,O,X,X,X,X,X,X
OTLJZSI,O,O,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,X
OTLSZIJ,O,O,X,O,X,X,X,X
OTLSZJI,O,O,X,O,X,X,X,X
OTLZIJS,O,O,X,O,X,X,X,X
OTLZISJ,O,O,X,O,X,X,X,X
OTLZJIS,O,O,X,O,X,X,X,X
OTLZJSI,O,O,X,O,X,X,X,X
OTLZSIJ,O,O,X,O,X,X,X,X
OTLZSJI,O,O,X,O,X,X,X,X
OTJILSZ,O,O,X,X,X,O,X,X
OTJILZS,O,O,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,O,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X
OTJIZSL,O,O,O,X,O,X,X,X
OTJLISZ,O,O,X,X,X,O,X,X
OTJLIZS,O,O,X,X,X,X,X,X
OTJLSIZ,O,O,X,X,X,X,X,X
OTJLSZI,O,O,X,X,X,X,X,X
OTJLZIS,O,O,X,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X
OTJSIZL,O,O,X,O,X,X,O,X
OTJSLIZ,O,O,X,X,X,X,X,X
OTJSLZI,O,O,X,O,X,X,X,X
OTJSZIL,O,O,X,O,X,X,X,X
OTJSZLI,O,O,X,O,X,X,X,X
OTJZILS,O,O,X,X,X,X,X,X
OTJZISL,O,O,O,O,O,X,X,X
OTJZLIS,O,O,X,O,X,X,X,X
OTJZLSI,O,O,X,O,X,X,X,X
OTJZSIL,O,O,X,O,O,X,X,X
