sequence,v115@WhB8BeD8AeF8Jei/IvhFzgBRiBcoB3kBGnBlqB,v115@WhB8BeD8AeF8Jei/IvhFWmBxhBTjB3kB0nBlqB,v115@WhB8BeD8AeF8JeOEJvhF8kBzgBCiBxnBXoBlqB,v115@WhB8BeD8AeF8JeOEJvhFlgBCiBzkB8qBxsBXtB,v115@WhB8BeD8AeF8JeT/IvhFlgBWnBxiBypB8qBXtB,v115@WhB8BeD8AeF8JeWHJvhFxiBikBzlBXoB0kBlqB,v115@WhB8BeD8AeF8Je2EJvhFChBTjBxmB3kB0nBlqB,v115@WhB8BeD8AeF8JeKEJvhFxhBTjBFlBXmB0nBGqB,v115@WhB8BeD8AeF8JeKEJvhFTjBFlBxmBXmB0nBGqB,v115@WhB8BeD8AeF8Je2EJvhFTjB1qBxmB3kB0nBCrB
LSOJZTI,O,O,X,O,O,O,X,X,X,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X
LSOZTIJ,O,O,X,O,O,X,X,O,X,X
LSOZTJI,O,O,X,O,O,X,X,O,X,X
LSOZITJ,O,O,X,O,O,X,X,O,X,X
LSOZIJT,O,O,X,O,O,O,X,O,X,X
LSOZJTI,O,O,X,O,O,O,X,O,X,X
LSOZJIT,O,O,X,O,O,O,X,O,X,X
LZTIJSO,O,O,O,X,O,X,X,X,X,X
LZTIJOS,O,O,O,O,O,X,X,X,X,X
LZTISJO,O,O,O,X,O,X,X,O,X,X
LZTISOJ,O,O,O,O,O,X,X,O,X,X
LZTIOJS,X,O,O,O,O,X,X,X,O,X
LZTIOSJ,O,O,O,O,O,X,X,O,O,X
LZTJISO,O,O,O,X,O,X,X,X,X,X
LZTJIOS,O,O,O,O,O,X,X,X,X,X
LZTJSIO,O,O,O,X,O,X,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X,O,X,X
LZTJOIS,O,O,O,O,O,X,X,X,X,X
LZTJOSI,O,O,O,O,O,X,X,O,X,X
LZTSIJO,O,O,O,X,O,X,X,O,X,X
LZTSIOJ,O,O,O,O,O,X,X,O,X,X
LZTSJIO,O,O,O,X,O,X,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X,O,X,X
LZTSOIJ,O,O,O,O,O,X,X,O,X,X
LZTSOJI,O,O,O,O,O,X,X,O,X,X
LZTOIJS,X,O,O,O,O,X,X,X,O,X
LZTOISJ,O,O,O,O,O,X,X,O,O,X
LZTOJIS,O,O,O,O,O,X,X,X,X,X
LZTOJSI,O,O,O,O,O,X,X,O,X,X
LZTOSIJ,O,O,O,O,O,X,X,O,X,X
LZTOSJI,O,O,O,O,O,X,X,O,X,X
LZITJSO,O,O,O,X,O,X,X,X,X,X
LZITJOS,O,O,O,O,O,X,X,X,X,X
LZITSJO,O,O,O,X,O,X,X,O,X,X
LZITSOJ,O,O,O,O,O,X,X,O,X,X
LZITOJS,X,O,O,O,O,X,X,X,O,X
LZITOSJ,O,O,O,O,O,X,X,O,O,X
LZIJTSO,O,X,O,X,O,X,X,X,X,X
LZIJTOS,O,X,O,O,O,X,X,X,X,X
LZIJSTO,O,O,O,X,O,X,X,O,X,X
LZIJSOT,O,O,X,X,O,X,X,O,X,X
LZIJOTS,X,X,O,O,O,X,X,X,X,X
LZIJOST,X,O,X,O,O,X,X,O,X,X
LZISTJO,O,O,O,X,O,X,X,O,X,X
LZISTOJ,O,O,O,O,O,X,X,O,X,X
LZISJTO,O,O,O,X,O,X,X,O,X,X
LZISJOT,O,O,X,X,O,X,X,O,X,X
LZISOTJ,O,O,X,O,O,X,X,O,X,X
LZISOJT,O,O,X,O,O,X,X,O,X,X
LZIOTJS,X,O,O,O,O,X,X,X,O,X
LZIOTSJ,X,O,O,O,O,X,X,O,O,X
LZIOJTS,X,X,O,O,O,X,X,X,X,X
LZIOJST,X,O,X,O,O,X,X,O,X,X
LZIOSTJ,X,O,X,O,O,X,X,O,X,X
LZIOSJT,X,O,X,O,O,X,X,O,X,X
LZJTISO,O,X,O,X,O,X,X,X,X,X
LZJTIOS,O,X,O,O,O,X,X,X,X,X
LZJTSIO,O,X,O,X,O,X,X,O,X,X
LZJTSOI,O,X,O,X,O,X,X,O,X,X
LZJTOIS,O,X,O,O,O,X,X,X,X,X
LZJTOSI,O,X,O,O,O,X,X,O,X,X
LZJITSO,O,X,O,X,O,X,X,X,X,X
LZJITOS,O,X,O,O,O,X,X,X,X,X
LZJISTO,O,O,O,X,O,X,X,O,X,X
LZJISOT,O,O,X,X,O,X,X,O,X,X
LZJIOTS,X,X,O,O,O,X,X,X,X,X
LZJIOST,X,O,X,O,O,X,X,O,X,X
LZJSTIO,O,O,O,X,O,X,X,O,X,X
LZJSTOI,O,O,O,X,O,X,X,O,X,X
LZJSITO,O,O,O,X,O,X,X,O,X,X
LZJSIOT,O,O,X,X,O,O,X,O,X,X
LZJSOTI,O,O,X,X,O,O,X,O,X,X
LZJSOIT,O,O,X,X,O,O,X,O,X,X
LZJOTIS,X,X,O,O,O,X,X,X,X,X
LZJOTSI,X,X,O,O,O,X,X,O,X,X
LZJOITS,X,X,O,O,O,X,X,X,X,X
LZJOIST,X,O,X,O,O,X,X,O,X,X
LZJOSTI,X,O,X,O,O,O,X,O,X,X
LZJOSIT,X,O,X,O,O,O,X,O,X,X
LZSTIJO,O,O,O,X,O,X,X,O,X,X
LZSTIOJ,O,O,O,O,O,X,X,O,X,X
LZSTJIO,O,O,O,X,O,X,X,O,X,X
LZSTJOI,O,O,O,X,O,X,X,O,X,X
LZSTOIJ,O,O,O,O,O,X,X,O,X,X
LZSTOJI,O,O,O,O,O,X,X,O,X,X
LZSITJO,O,O,O,X,O,X,X,O,X,X
LZSITOJ,O,O,O,O,O,X,X,O,X,X
LZSIJTO,O,O,O,X,O,X,X,O,X,X
LZSIJOT,O,O,X,X,O,O,X,O,X,X
LZSIOTJ,O,O,X,O,O,X,X,O,X,X
LZSIOJT,O,O,X,O,O,O,X,O,X,X
LZSJTIO,O,O,O,X,O,X,X,O,X,X
LZSJTOI,O,O,O,X,O,X,X,O,X,X
LZSJITO,O,O,O,X,O,X,X,O,X,X
LZSJIOT,O,O,X,X,O,O,X,O,X,X
LZSJOTI,O,O,X,X,O,O,X,O,X,X
LZSJOIT,O,O,X,X,O,O,X,O,X,X
LZSOTIJ,O,O,X,O,O,X,X,O,X,X
LZSOTJI,O,O,X,O,O,X,X,O,X,X
LZSOITJ,O,O,X,O,O,X,X,O,X,X
LZSOIJT,O,O,X,O,O,O,X,O,X,X
LZSOJTI,O,O,X,O,O,O,X,O,X,X
LZSOJIT,O,O,X,O,O,O,X,O,X,X
LZOTIJS,X,O,O,O,O,X,X,X,O,X
LZOTISJ,X,O,O,O,O,X,X,O,O,X
LZOTJIS,X,O,O,O,O,X,X,X,X,X
LZOTJSI,X,O,O,O,O,X,X,O,X,X
LZOTSIJ,X,O,O,O,O,X,X,O,X,X
LZOTSJI,X,O,O,O,O,X,X,O,X,X
LZOITJS,X,O,O,O,O,X,X,X,O,X
LZOITSJ,X,O,O,O,O,X,X,O,O,X
LZOIJTS,X,X,O,O,O,X,X,X,X,X
LZOIJST,X,O,X,O,O,X,X,O,X,X
LZOISTJ,X,O,X,O,O,X,X,O,X,X
LZOISJT,X,O,X,O,O,X,X,O,X,X
LZOJTIS,X,X,O,O,O,X,X,X,X,X
LZOJTSI,X,X,O,O,O,X,X,O,X,X
LZOJITS,X,X,O,O,O,X,X,X,X,X
LZOJIST,X,O,X,O,O,X,X,O,X,X
LZOJSTI,X,O,X,O,O,O,X,O,X,X
LZOJSIT,X,O,X,O,O,O,X,O,X,X
LZOSTIJ,X,O,X,O,O,X,X,O,X,X
LZOSTJI,X,O,X,O,O,X,X,O,X,X
LZOSITJ,X,O,X,O,O,X,X,O,X,X
LZOSIJT,X,O,X,O,O,O,X,O,X,X
LZOSJTI,X,O,X,O,O,O,X,O,X,X
LZOSJIT,X,O,X,O,O,O,X,O,X,X
LOTIJSZ,X,X,X,X,X,X,O,X,O,O
LOTIJZS,X,X,O,O,X,X,O,X,O,O
LOTISJZ,X,X,X,X,X,X,O,X,O,X
LOTISZJ,X,X,O,X,X,X,X,X,O,X
LOTIZJS,X,X,O,O,X,X,O,X,O,X
LOTIZSJ,X,X,O,O,X,X,X,X,O,X
LOTJISZ,X,O,X,X,X,X,O,X,O,O
LOTJIZS,X,X,O,O,O,X,O,X,O,O
LOTJSIZ,X,O,X,X,O,O,O,X,X,X
LOTJSZI,X,O,X,X,O,O,X,X,X,X
LOTJZIS,X,X,O,O,O,X,O,X,X,X
LOTJZSI,X,X,O,O,O,X,X,X,X,X
LOTSIJZ,X,O,X,X,O,O,O,X,O,X
LOTSIZJ,X,X,O,X,O,X,X,O,O,X
LOTSJIZ,X,O,X,X,O,O,O,X,X,X
LOTSJZI,X,O,X,X,O,O,X,X,X,X
LOTSZIJ,X,X,O,X,O,X,X,O,X,X
LOTSZJI,X,O,O,X,O,X,X,O,X,X
LOTZIJS,X,X,O,O,O,X,O,X,O,X
LOTZISJ,X,X,O,O,O,X,X,O,O,X
LOTZJIS,X,X,O,O,O,X,O,X,X,X
LOTZJSI,X,X,O,O,O,X,X,O,X,X
LOTZSIJ,X,X,O,O,O,X,X,O,X,X
LOTZSJI,X,X,O,O,O,X,X,O,X,X
LOITJSZ,X,X,X,X,X,X,O,X,O,O
LOITJZS,X,X,O,O,X,X,O,X,O,O
LOITSJZ,X,X,X,X,X,X,O,X,O,X
LOITSZJ,X,X,O,X,X,X,X,X,O,X
LOITZJS,X,X,O,O,X,X,O,X,O,X
LOITZSJ,X,X,O,O,X,X,X,X,O,X
LOIJTSZ,X,X,X,X,X,X,X,X,O,X
LOIJTZS,X,X,X,O,O,X,X,X,O,X
LOIJSTZ,X,X,X,X,O,O,X,X,X,X
LOIJSZT,X,X,X,O,O,O,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X,X,X
LOIJZST,X,X,X,O,O,X,X,X,X,X
LOISTJZ,X,X,X,X,O,O,X,X,O,X
LOISTZJ,X,X,X,X,O,X,X,X,O,X
LOISJTZ,X,X,X,X,O,O,X,X,X,X
LOISJZT,X,X,X,O,O,O,X,X,X,X
LOISZTJ,X,X,X,O,O,X,X,X,X,X
LOISZJT,X,X,X,O,O,O,X,X,X,X
LOIZTJS,X,X,O,O,O,X,X,X,O,X
LOIZTSJ,X,X,O,O,O,X,X,X,O,X
LOIZJTS,X,X,O,O,O,X,X,X,X,X
LOIZJST,X,X,X,O,O,X,X,X,X,X
LOIZSTJ,X,X,X,O,O,X,X,X,X,X
LOIZSJT,X,X,X,O,O,X,X,X,X,X
LOJTISZ,X,X,X,X,X,X,X,X,O,X
LOJTIZS,X,X,X,O,O,X,X,X,O,X
LOJTSIZ,X,X,X,X,O,O,X,X,X,X
LOJTSZI,X,X,X,X,O,O,X,X,X,X
LOJTZIS,X,X,X,O,O,X,X,X,X,X
LOJTZSI,X,X,X,O,O,X,X,X,X,X
LOJITSZ,X,X,X,X,X,X,X,X,O,X
LOJITZS,X,X,X,O,O,X,X,X,O,X
LOJISTZ,X,O,X,X,O,O,X,X,X,X
LOJISZT,X,O,X,O,O,O,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X,X,X
LOJIZST,X,X,X,O,O,X,X,X,X,X
LOJSTIZ,X,O,X,X,O,O,X,X,X,X
LOJSTZI,X,X,X,X,O,O,X,X,X,X
LOJSITZ,X,O,X,X,O,O,X,X,X,X
LOJSIZT,X,O,X,O,O,O,X,X,X,X
LOJSZTI,X,X,X,O,O,O,X,X,X,X
LOJSZIT,X,O,X,O,O,O,X,X,X,X
LOJZTIS,X,X,O,O,O,X,X,X,X,X
LOJZTSI,X,X,O,O,O,X,X,X,X,X
LOJZITS,X,X,O,O,O,X,X,X,X,X
LOJZIST,X,X,X,O,O,X,X,X,X,X
LOJZSTI,X,X,X,O,O,O,X,X,X,X
LOJZSIT,X,X,X,O,O,O,X,X,X,X
LOSTIJZ,X,O,X,X,O,O,X,X,O,X
LOSTIZJ,X,X,X,X,O,X,X,O,O,X
LOSTJIZ,X,O,X,X,O,O,X,X,X,X
LOSTJZI,X,O,X,X,O,O,X,X,X,X
LOSTZIJ,X,X,X,X,O,X,X,O,X,X
LOSTZJI,X,O,X,X,O,X,X,O,X,X
LOSITJZ,X,O,X,X,O,O,X,X,O,X
LOSITZJ,X,X,X,X,O,X,X,O,O,X
LOSIJTZ,X,O,X,X,O,O,X,X,X,X
LOSIJZT,X,O,X,O,O,O,X,X,X,X
LOSIZTJ,X,X,X,O,O,X,X,O,X,X
LOSIZJT,X,X,X,O,O,O,X,O,X,X
LOSJTIZ,X,O,X,X,O,O,X,X,X,X
LOSJTZI,X,O,X,X,O,O,X,X,X,X
LOSJITZ,X,O,X,X,O,O,X,X,X,X
LOSJIZT,X,O,X,O,O,O,X,X,X,X
LOSJZTI,X,X,X,O,O,O,X,X,X,X
LOSJZIT,X,O,X,O,O,O,X,X,X,X
LOSZTIJ,X,X,X,O,O,X,X,O,X,X
LOSZTJI,X,O,X,O,O,X,X,O,X,X
LOSZITJ,X,X,X,O,O,X,X,O,X,X
LOSZIJT,X,X,X,O,O,O,X,O,X,X
LOSZJTI,X,X,X,O,O,O,X,O,X,X
LOSZJIT,X,O,X,O,O,O,X,O,X,X
LOZTIJS,X,X,O,O,O,X,X,X,O,X
LOZTISJ,X,X,O,O,O,X,X,O,O,X
LOZTJIS,X,X,O,O,O,X,X,X,X,X
LOZTJSI,X,X,O,O,O,X,X,O,X,X
LOZTSIJ,X,X,O,O,O,X,X,O,X,X
LOZTSJI,X,X,O,O,O,X,X,O,X,X
LOZITJS,X,X,O,O,O,X,X,X,O,X
LOZITSJ,X,X,O,O,O,X,X,O,O,X
LOZIJTS,X,X,O,O,O,X,X,X,X,X
LOZIJST,X,X,X,O,O,X,X,O,X,X
LOZISTJ,X,X,X,O,O,X,X,O,X,X
LOZISJT,X,X,X,O,O,X,X,O,X,X
LOZJTIS,X,X,O,O,O,X,X,X,X,X
LOZJTSI,X,X,O,O,O,X,X,O,X,X
LOZJITS,X,X,O,O,O,X,X,X,X,X
LOZJIST,X,X,X,O,O,X,X,O,X,X
LOZJSTI,X,X,X,O,O,O,X,O,X,X
LOZJSIT,X,X,X,O,O,O,X,O,X,X
LOZSTIJ,X,X,X,O,O,X,X,O,X,X
LOZSTJI,X,X,X,O,O,X,X,O,X,X
LOZSITJ,X,X,X,O,O,X,X,O,X,X
LOZSIJT,X,X,X,O,O,O,X,O,X,X
LOZSJTI,X,X,X,O,O,O,X,O,X,X
LOZSJIT,X,X,X,O,O,O,X,O,X,X
JTILSZO,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,O,X,X,X
JTILZSO,X,O,O,X,O,X,X,X,X,X
JTILZOS,X,O,O,X,O,X,O,X,X,X
JTILOSZ,X,O,X,X,X,X,O,X,X,O
JTILOZS,X,X,O,O,O,X,O,X,X,O
JTISLZO,O,O,X,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,O,X,X,X
JTISZLO,O,O,X,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,O,X,X,O
JTISOZL,O,O,X,X,X,X,X,X,X,O
JTIZLSO,O,O,O,X,O,X,X,X,X,X
JTIZLOS,O,O,O,X,O,X,O,X,X,X
JTIZSLO,O,O,O,X,O,X,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X,X,X,X
JTIZOLS,O,O,O,X,O,X,O,X,X,O
JTIZOSL,O,O,O,X,X,X,X,X,X,O
JTIOLSZ,X,O,X,X,X,X,O,X,X,O
JTIOLZS,X,X,O,O,X,X,O,X,X,O
JTIOSLZ,O,O,X,X,X,X,O,X,X,O
JTIOSZL,O,O,X,X,X,X,X,X,X,O
JTIOZLS,O,O,O,O,X,X,O,X,X,O
JTIOZSL,O,O,O,O,X,X,X,X,X,O
JTLISZO,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,O,X,X,X,X,O,X,X,X
JTLIZSO,X,O,O,X,O,X,X,X,X,X
JTLIZOS,X,O,O,X,O,X,O,X,X,X
JTLIOSZ,X,O,X,X,X,X,O,X,X,O
JTLIOZS,X,X,O,O,O,X,O,X,X,O
JTLSIZO,O,O,X,X,O,X,X,X,X,X
JTLSIOZ,O,O,X,X,O,O,O,X,X,X
JTLSZIO,O,O,X,X,O,X,X,X,X,X
JTLSZOI,O,O,X,X,O,X,X,X,X,X
JTLSOIZ,O,O,X,X,O,O,O,X,X,X
JTLSOZI,O,O,X,X,O,O,X,X,X,X
JTLZISO,O,O,O,X,O,X,X,X,X,X
JTLZIOS,O,O,O,X,O,X,O,X,X,X
JTLZSIO,O,O,O,X,O,X,X,X,X,X
JTLZSOI,O,O,O,X,O,X,X,X,X,X
JTLZOIS,O,O,O,X,O,X,O,X,X,X
JTLZOSI,O,O,O,X,O,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,O,X,X,O
JTLOIZS,X,X,O,O,O,X,O,X,X,O
JTLOSIZ,O,O,X,X,O,O,O,X,X,X
JTLOSZI,O,O,X,X,O,O,X,X,X,X
JTLOZIS,O,X,O,O,O,X,O,X,X,X
JTLOZSI,O,X,O,O,O,X,X,X,X,X
JTSILZO,O,O,X,X,O,X,X,X,X,X
JTSILOZ,O,O,X,X,O,O,O,X,X,X
JTSIZLO,O,O,X,X,O,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,O,O,X,X,O
JTSIOZL,O,O,X,X,X,X,X,X,X,O
JTSLIZO,O,O,X,X,O,X,X,X,X,X
JTSLIOZ,O,O,X,X,O,O,O,X,X,X
JTSLZIO,O,O,X,X,O,X,X,X,X,X
JTSLZOI,O,O,X,X,O,X,X,X,X,X
JTSLOIZ,O,O,X,X,O,O,O,X,X,X
JTSLOZI,O,O,X,X,O,O,X,X,X,X
JTSZILO,O,O,X,X,O,X,X,X,X,X
JTSZIOL,O,O,X,X,O,X,X,X,X,X
JTSZLIO,O,O,X,X,O,X,X,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X,X,X
JTSZOIL,O,O,X,X,O,X,X,X,X,X
JTSZOLI,O,O,X,X,O,X,X,X,X,X
JTSOILZ,O,O,X,X,X,O,O,X,X,O
JTSOIZL,O,O,X,X,X,X,X,X,X,O
JTSOLIZ,O,O,X,X,X,O,O,X,X,X
JTSOLZI,O,O,X,X,X,O,X,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X,X
JTZILSO,O,O,O,X,O,X,X,X,X,X
JTZILOS,O,O,O,X,O,X,O,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,X,X
JTZISOL,O,O,O,X,O,X,X,X,X,X
JTZIOLS,O,O,O,X,O,X,O,X,X,O
JTZIOSL,O,O,O,X,X,X,X,X,X,O
JTZLISO,O,O,O,X,O,X,X,X,X,X
JTZLIOS,O,O,O,X,O,X,O,X,X,X
JTZLSIO,O,O,O,X,O,X,X,X,X,X
JTZLSOI,O,O,O,X,O,X,X,X,X,X
JTZLOIS,O,O,O,X,O,X,O,X,X,X
JTZLOSI,O,O,O,X,O,X,X,X,X,X
JTZSILO,O,O,O,X,O,X,X,X,X,X
JTZSIOL,O,O,O,X,O,X,X,X,X,X
JTZSLIO,O,O,O,X,O,X,X,X,X,X
JTZSLOI,O,O,O,X,O,X,X,X,X,X
JTZSOIL,O,O,O,X,O,X,X,X,X,X
JTZSOLI,O,O,O,X,O,X,X,X,X,X
JTZOILS,O,O,O,X,O,X,O,X,X,O
JTZOISL,O,O,O,X,X,X,X,X,X,O
JTZOLIS,O,O,O,X,O,X,O,X,X,X
JTZOLSI,O,O,O,X,O,X,X,X,X,X
JTZOSIL,O,O,O,X,O,X,X,X,X,X
JTZOSLI,O,O,O,X,O,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,O,X,X,O
JTOILZS,X,X,O,O,X,X,O,X,X,O
JTOISLZ,O,O,X,X,X,X,O,X,X,O
JTOISZL,O,O,X,X,X,X,X,X,X,O
JTOIZLS,O,O,O,O,X,X,O,X,X,O
JTOIZSL,O,O,O,O,X,X,X,X,X,O
JTOLISZ,X,O,X,X,X,X,O,X,X,O
JTOLIZS,X,X,O,O,X,X,O,X,X,O
JTOLSIZ,O,O,X,X,X,O,O,X,X,X
JTOLSZI,O,O,X,X,X,O,X,X,X,X
JTOLZIS,O,X,O,O,X,X,O,X,X,X
JTOLZSI,O,X,O,O,X,X,X,X,X,X
JTOSILZ,O,O,X,X,X,O,O,X,X,O
JTOSIZL,O,O,X,X,X,X,X,X,X,O
JTOSLIZ,O,O,X,X,X,O,O,X,X,X
JTOSLZI,O,O,X,X,X,O,X,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X,X
JTOZILS,O,O,O,O,X,X,O,X,X,O
JTOZISL,O,O,O,O,X,X,X,X,X,O
JTOZLIS,O,O,O,O,X,X,O,X,X,X
JTOZLSI,O,O,O,O,X,X,X,X,X,X
JTOZSIL,O,O,O,O,X,X,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,X,X,X
JITLSZO,X,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,O,X,X,X
JITLZSO,X,X,O,X,O,X,X,X,X,X
JITLZOS,X,X,O,X,O,X,O,X,X,X
JITLOSZ,X,X,X,X,X,X,O,X,X,O
JITLOZS,X,X,O,O,O,X,O,X,X,O
JITSLZO,O,O,X,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,O,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,O,X,X,O
JITSOZL,O,X,X,X,X,X,X,X,X,O
JITZLSO,O,X,O,X,O,X,X,X,X,X
JITZLOS,O,X,O,X,O,X,O,X,X,X
JITZSLO,O,O,O,X,O,X,X,X,X,X
JITZSOL,O,O,O,X,X,X,X,X,X,X
JITZOLS,O,X,O,X,O,X,O,X,X,O
JITZOSL,O,O,O,X,X,X,X,X,X,O
JITOLSZ,X,X,X,X,X,X,O,X,X,O
JITOLZS,X,X,O,O,X,X,O,X,X,O
JITOSLZ,O,O,X,X,X,X,O,X,X,O
JITOSZL,O,X,X,X,X,X,X,X,X,O
JITOZLS,O,X,O,O,X,X,O,X,X,O
JITOZSL,O,X,O,O,X,X,X,X,X,O
JILTSZO,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,O,X,X,X,X,X
JILTZOS,X,X,O,X,O,X,X,X,X,X
JILTOSZ,X,X,X,X,X,X,X,X,O,X
JILTOZS,X,X,O,O,O,X,X,X,O,X
JILSTZO,X,O,X,X,O,X,X,X,X,X
JILSTOZ,X,O,X,X,O,O,X,X,X,X
JILSZTO,X,O,O,X,O,X,X,X,X,X
JILSZOT,X,O,X,X,O,O,X,X,X,X
JILSOTZ,X,O,X,X,O,O,X,X,X,X
JILSOZT,X,O,X,O,O,O,X,X,X,X
JILZTSO,X,X,O,X,O,X,X,X,X,X
JILZTOS,X,X,O,O,O,X,X,X,X,X
JILZSTO,X,O,O,X,O,X,X,X,X,X
JILZSOT,X,O,X,X,O,X,X,X,X,X
JILZOTS,X,X,O,O,O,X,X,X,X,X
JILZOST,X,O,X,O,O,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,O,X
JILOTZS,X,X,X,O,O,X,X,X,O,X
JILOSTZ,X,O,X,X,O,O,X,X,X,X
JILOSZT,X,O,X,O,O,O,X,X,X,X
JILOZTS,X,X,O,O,O,X,X,X,X,X
JILOZST,X,X,X,O,O,X,X,X,X,X
JISTLZO,O,O,X,X,O,X,X,X,X,X
JISTLOZ,O,O,X,X,O,O,X,X,X,X
JISTZLO,O,O,X,X,O,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,X,X,X,X
JISTOLZ,O,O,X,X,X,O,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,X,O,X,X,X,X,X
JISLTOZ,O,O,X,X,O,O,X,X,X,X
JISLZTO,O,O,O,X,O,X,X,X,X,X
JISLZOT,O,O,X,X,O,O,X,X,X,X
JISLOTZ,X,O,X,X,O,O,X,X,X,X
JISLOZT,X,O,X,O,O,O,X,X,X,X
JISZTLO,O,O,O,X,O,X,X,X,X,X
JISZTOL,O,O,O,X,O,X,X,X,X,X
JISZLTO,O,O,O,X,O,X,X,X,X,X
JISZLOT,O,O,X,X,O,O,X,X,X,X
JISZOTL,O,O,X,X,O,X,X,X,X,X
JISZOLT,O,O,X,X,O,O,X,X,X,X
JISOTLZ,X,O,X,X,X,O,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,O,O,X,X,X,X
JISOLZT,X,O,X,O,O,O,X,X,X,X
JISOZTL,X,O,X,O,O,X,X,X,X,X
JISOZLT,X,O,X,O,O,O,X,X,X,X
JIZTLSO,O,X,O,X,O,X,X,X,X,X
JIZTLOS,O,X,O,O,O,X,X,X,X,X
JIZTSLO,O,O,O,X,O,X,X,X,X,X
JIZTSOL,O,O,O,X,O,X,X,X,X,X
JIZTOLS,O,X,O,O,O,X,X,X,X,X
JIZTOSL,O,O,O,O,X,X,X,X,X,X
JIZLTSO,O,X,O,X,O,X,X,X,X,X
JIZLTOS,O,X,O,O,O,X,X,X,X,X
JIZLSTO,O,O,O,X,O,X,X,X,X,X
JIZLSOT,O,O,X,X,O,X,X,X,X,X
JIZLOTS,X,X,O,O,O,X,X,X,X,X
JIZLOST,X,O,X,O,O,X,X,X,X,X
JIZSTLO,O,O,O,X,O,X,X,X,X,X
JIZSTOL,O,O,O,X,O,X,X,X,X,X
JIZSLTO,O,O,O,X,O,X,X,X,X,X
JIZSLOT,O,O,X,X,O,X,X,X,X,X
JIZSOTL,O,O,X,X,O,X,X,X,X,X
JIZSOLT,O,O,X,X,O,X,X,X,X,X
JIZOTLS,O,X,O,O,O,X,X,X,X,X
JIZOTSL,O,O,O,O,X,X,X,X,X,X
JIZOLTS,X,X,O,O,O,X,X,X,X,X
JIZOLST,X,O,X,O,O,X,X,X,X,X
JIZOSTL,O,O,X,O,X,X,X,X,X,X
JIZOSLT,O,O,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X,O
JIOTLZS,X,X,X,O,X,X,O,X,X,O
JIOTSLZ,X,O,X,X,X,X,O,X,X,O
JIOTSZL,X,X,X,X,X,X,X,X,X,O
JIOTZLS,X,X,X,O,X,X,O,X,X,O
JIOTZSL,X,X,X,O,X,X,X,X,X,O
JIOLTSZ,X,X,X,X,X,X,X,X,O,X
JIOLTZS,X,X,X,O,O,X,X,X,O,X
JIOLSTZ,X,O,X,X,X,O,X,X,X,X
JIOLSZT,X,O,X,O,O,O,X,X,X,X
JIOLZTS,X,X,O,O,O,X,X,X,X,X
JIOLZST,X,X,X,O,O,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,O,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,X,O,X,X,X,X
JIOSLZT,X,O,X,O,X,O,X,X,X,X
JIOSZTL,X,O,X,O,X,X,X,X,X,X
JIOSZLT,X,O,X,O,X,O,X,X,X,X
JIOZTLS,X,X,O,O,O,X,X,X,X,X
JIOZTSL,X,O,O,O,X,X,X,X,X,X
JIOZLTS,X,X,O,O,O,X,X,X,X,X
JIOZLST,X,O,X,O,O,X,X,X,X,X
JIOZSTL,X,O,X,O,X,X,X,X,X,X
