sequence,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBunBcoBlpB3q?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCjB8sB+tBlp?B3qB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBSoBUoBlpB3q?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBWoBXoB0pBlq?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBqsB/tB0p?BlqB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBlpB3qBCt?BUtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBfoB6oB0pBlq?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGoBlpB3qBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFWoBTkBXoBlqBSy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkB6tB/qBFmBOt?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkBOtB/qBFmB6t?B0pB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFfoB6oBTkBlqBWy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Mex/IvhFTkBGoBXmBVvBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCoB0pBlqBXt?BGtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhF5nBOtB/qBFmB6t?B0pB
ZLTSJOI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSOIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSOJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOIJS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZLTOISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOJIS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZLTOJSI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
ZLTOSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTOSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLITJSO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLITSJO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLITOJS,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
ZLITOSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLIJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIJTOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLIJSTO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLIJSOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLIJOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZLIJOST,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZLISTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLISJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLISOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLIOTJS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLIOTSJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLIOJTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
ZLIOJST,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O
ZLIOSTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLIOSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZLJTISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJTSIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJTOIS,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X
ZLJTOSI,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X
ZLJITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJITOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJISTO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLJISOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLJIOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZLJIOST,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZLJSTIO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLJSTOI,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLJSITO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLJSIOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOTSI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJOITS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZLJOIST,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZLJOSTI,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLJOSIT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLSTIJO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSTJIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSTJOI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSTOIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZLSTOJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZLSITJO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSIJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLSIOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSJTIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSJTOI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSJITO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLSJIOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZLSJOIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLSOTJI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLSOITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLSOIJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZLSOJIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOITJS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOITSJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOIJTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
ZLOIJST,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O
ZLOISTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOISJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZLOJTIS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOJTSI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLOJITS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZLOJIST,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZLOJSTI,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZLOJSIT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLOSTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLOSTJI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLOSITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZLOSIJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZLOSJIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTILSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTILOS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJTISLO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTISOL,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTIOLS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
ZJTIOSL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
ZJTLISO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLIOS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLSOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTLOIS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZJTLOSI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZJTSILO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTSIOL,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTSLIO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTSLOI,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJTSOIL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
ZJTSOLI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
ZJTOILS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
ZJTOISL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
ZJTOLIS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
ZJTOLSI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZJTOSIL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
ZJTOSLI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
ZJITLSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJITLOS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZJITSLO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJITSOL,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
ZJITOLS,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
ZJITOSL,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
ZJILTSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILSTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJILSOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJILOTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJILOST,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJISTLO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJISTOL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJISLTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJISLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJISOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZJISOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJIOTLS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZJIOTSL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZJIOLTS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZJIOLST,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
ZJIOSTL,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
ZJIOSLT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZJLTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZJLTOSI,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
ZJLITSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLITOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLISOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJLIOTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJLIOST,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJLSTIO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLSTOI,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLSITO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZJLSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJLSOTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJLOIST,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJLOSTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJLOSIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJSTILO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSTIOL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSTLIO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSTLOI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSTOIL,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
ZJSTOLI,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
ZJSITLO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSITOL,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSILTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSILOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSIOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZJSIOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJSLTIO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSLTOI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSLITO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZJSLIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLOTI,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSLOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJSOTLI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJSOITL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZJSOILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJSOLTI,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSOLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTILS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJOTISL,X,O,X,X,X,X,O,O,X,X,X,X,O,X,O
ZJOTLIS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOTLSI,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
ZJOTSIL,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZJOTSLI,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
ZJOITLS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZJOITSL,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZJOILTS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
ZJOILST,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
ZJOISTL,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
ZJOISLT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZJOLTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZJOLIST,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJOLSTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJOLSIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJOSTLI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZJOSITL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZJOSILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZJOSLTI,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJOSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSTILJO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTILOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTIJLO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTIJOL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTIOLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTIOJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTLIJO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTLIOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTLJOI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTLOIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTLOJI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTJILO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTJIOL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTJLIO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTJLOI,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSTJOIL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZSTJOLI,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZSTOILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTOIJL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZSTOLIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTOLJI,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSTOJIL,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZSTOJLI,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
ZSITLJO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSITLOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSITJLO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSITJOL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSITOLJ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
ZSITOJL,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
ZSILTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSILTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSILJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSILJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSILOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSIJTOL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSIJLTO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSIJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSIJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSIOTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSIOTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSIOLTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIOLJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSIOJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSLTIJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLTIOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLTJOI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLTOIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLTOJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLITJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLITOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
ZSLIJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSLIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLIOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTIO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSLJTOI,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSLJITO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSLJIOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSLJOIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLOTJI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLOITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLOIJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSLOJIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTILO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJTIOL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJTLIO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJTLOI,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJTOIL,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJTOLI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
ZSJITLO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJITOL,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJILTO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJILOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSJIOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSJLTIO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJLTOI,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJLITO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJLOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJOTLI,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJOITL,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSJOILT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSJOLTI,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZSJOLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTIJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTLIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOTLJI,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZSOTJIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTJLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOITJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOILTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOILJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZSOIJLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZSOLTIJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOLTJI,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOLITJ,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOLIJT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSOLJIT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSOJTLI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
