sequence,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFylBfnBOpB0nBzp?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeT/IvhFxhBllBcrB2sBip?BXqB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFUhBFiBzkBfrB2u?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jem/IvhFUhBFiBTkBfrByu?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFXiBcpBeqBzlBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeyEJvhFUhBFiBfrBOpBzp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Je2EJvhFUhBFiBfrBaqBTp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8JeZEJvhFFgBXhBqpBzmB0n?BmqB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnB6pBOpB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JemAJvhFfnBxkBTkB0nByu?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnBOpB6pB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeOEJvhF8kBXiBzlByuBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFXhBikBzmB0nB1u?BmqB
JILOSTZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JILOSZT,X,O,O,O,O,X,X,O,X,X,X,O,X
JILOZTS,X,O,O,O,O,X,X,O,X,X,X,O,X
JILOZST,X,O,O,O,O,X,X,O,X,X,X,O,X
JISTLZO,O,X,O,O,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,O,O,X,X,X,X,O,X,O,X,X
JISTZLO,O,X,O,O,O,X,X,X,X,X,X,X,X
JISTZOL,X,X,O,X,O,O,O,X,X,X,O,X,X
JISTOLZ,O,X,O,X,X,O,O,X,O,X,O,X,X
JISTOZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JISLTZO,X,X,O,O,X,X,X,X,X,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X,O,X,O,X,X
JISLZTO,X,O,O,O,O,X,X,X,X,X,X,O,X
JISLZOT,X,O,O,O,O,X,X,X,X,X,X,O,X
JISLOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X
JISLOZT,X,O,O,O,O,X,X,X,X,X,X,O,X
JISZTLO,X,O,O,O,O,X,X,X,X,X,X,X,X
JISZTOL,X,X,O,X,O,O,O,X,X,X,O,X,X
JISZLTO,X,O,O,O,O,X,X,X,X,X,X,X,X
JISZLOT,X,O,O,O,O,X,X,X,X,X,X,X,X
JISZOTL,X,X,O,X,O,O,O,X,X,X,X,X,X
JISZOLT,X,X,O,X,O,O,O,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,O,O,X,X,X,O,X,X
JISOTZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JISOLTZ,X,X,O,X,X,O,O,X,X,X,X,X,X
JISOLZT,X,X,O,X,O,O,O,X,X,X,X,O,X
JISOZTL,X,X,O,X,O,O,O,X,X,X,X,X,X
JISOZLT,X,X,O,X,O,O,O,X,X,X,X,X,X
JIZTLSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JIZTLOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JIZTSOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JIZTOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZTOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JIZLTSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLTOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLSTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLOTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZLOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZSTLO,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZSTOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JIZSLTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZSLOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZSOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZSOLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZOTLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZOLTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZOLST,X,O,O,X,O,X,X,X,X,X,X,X,X
JIZOSTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JIZOSLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JIOTLZS,X,X,O,X,X,X,X,X,X,X,X,X,O
JIOTSLZ,O,X,O,X,X,O,O,X,X,X,O,X,O
JIOTSZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JIOTZLS,X,X,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,X,X,O,X,O,X,O,X,X,X,O,X,X
JIOLTSZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JIOLSZT,X,O,O,X,O,O,O,O,X,X,X,O,X
JIOLZTS,X,O,O,X,O,X,X,O,X,X,X,O,X
JIOLZST,X,O,O,X,O,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,O,X,X,O,O,X,X,X,O,X,O
JIOSTZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JIOSLTZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JIOSLZT,X,X,O,X,O,O,O,O,X,X,X,O,X
JIOSZTL,X,X,O,X,O,O,O,X,X,X,X,X,X
JIOSZLT,X,X,O,X,O,O,O,X,X,X,X,X,X
JIOZTLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZTSL,X,X,O,X,O,X,O,X,X,X,X,X,X
JIOZLTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZSTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JIOZSLT,X,X,O,X,O,X,O,X,X,X,X,X,X
JLTISZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLTISOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTIZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
JLTIZOS,X,O,O,X,X,X,X,O,X,X,X,X,O
JLTIOSZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTIOZS,X,O,O,O,X,X,X,O,X,X,X,X,O
JLTSIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLTSIOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTSZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLTSZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JLTSOIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTSOZI,O,X,O,O,X,X,X,O,X,X,X,X,O
JLTZISO,O,O,O,O,X,X,X,X,X,O,X,X,X
JLTZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O
JLTZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X
JLTZSOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JLTZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O
JLTZOSI,X,O,O,X,X,X,X,O,X,X,X,X,O
JLTOISZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTOIZS,X,O,O,O,X,X,X,O,X,X,X,X,O
JLTOSIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JLTOSZI,O,X,O,O,X,X,X,O,X,X,X,X,O
JLTOZIS,X,O,O,O,X,X,X,O,X,X,X,X,O
JLTOZSI,X,O,O,O,X,X,X,O,X,X,X,X,O
JLITSZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLITSOZ,O,X,O,O,X,X,X,O,O,O,O,X,X
JLITZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
JLITZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
JLITOSZ,O,X,O,O,X,X,X,O,O,O,O,X,X
JLITOZS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLISTZO,X,X,O,O,X,X,X,X,X,O,X,X,X
JLISTOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
JLISZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
JLISZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
JLISOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
JLISOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
JLIZTSO,X,O,O,O,O,X,X,X,X,O,X,O,X
JLIZTOS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLIZSTO,X,O,O,O,O,X,X,X,X,O,X,O,X
JLIZSOT,X,O,O,O,O,X,X,X,X,O,X,O,X
JLIZOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLIZOST,X,O,O,X,O,X,X,O,X,X,X,O,X
JLIOTSZ,X,X,O,O,X,X,X,O,X,O,X,X,X
JLIOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
JLIOSZT,X,O,O,O,O,X,X,O,X,O,X,O,X
JLIOZTS,X,O,O,O,O,X,X,O,X,X,X,O,X
JLIOZST,X,O,O,O,O,X,X,O,X,X,X,O,X
JLSTIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLSTIOZ,O,X,O,O,X,X,X,O,O,O,O,X,X
JLSTZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JLSTZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JLSTOIZ,O,X,O,O,X,X,X,O,O,O,O,X,X
JLSTOZI,O,X,O,O,X,X,X,O,X,X,X,X,X
JLSITZO,X,X,O,O,X,X,X,X,X,O,X,X,X
JLSITOZ,X,X,O,O,X,X,X,O,O,O,O,X,X
JLSIZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
JLSIZOT,X,O,O,O,O,X,X,X,X,O,X,O,X
JLSIOTZ,X,X,O,O,X,X,X,O,X,O,X,X,X
JLSIOZT,X,O,O,O,O,X,X,O,X,O,X,O,X
JLSZTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLSZTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JLSZITO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLSZIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
JLSZOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JLSZOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
JLSOTIZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JLSOTZI,X,X,O,O,X,X,X,O,X,X,X,X,X
JLSOITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JLSOIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
JLSOZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
JLSOZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
JLZTISO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZTIOS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZTSIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZTSOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JLZTOIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JLZTOSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JLZITSO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZITOS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZISTO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZISOT,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZIOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZIOST,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZSTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZSTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JLZSITO,X,O,O,O,O,X,X,X,X,X,X,O,X
JLZSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
JLZSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JLZSOIT,X,O,X,X,O,X,X,X,X,X,X,O,X
JLZOTIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JLZOTSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JLZOITS,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZOIST,X,O,O,X,O,X,X,O,X,X,X,O,X
JLZOSTI,X,O,O,X,X,X,X,O,X,X,X,X,X
JLZOSIT,X,O,O,X,O,X,X,O,X,X,X,O,X
JLOTISZ,X,X,O,O,X,X,X,O,X,X,X,X,O
JLOTIZS,X,O,O,O,X,X,X,O,X,X,X,X,O
JLOTSIZ,X,X,O,O,X,X,X,O,X,X,X,X,O
JLOTSZI,X,X,O,O,X,X,X,O,X,X,X,X,O
JLOTZIS,X,O,O,O,X,X,X,O,X,X,X,X,O
JLOTZSI,X,O,O,O,X,X,X,O,X,X,X,X,O
JLOITSZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JLOITZS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOISTZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JLOISZT,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOIZTS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOIZST,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOSTIZ,X,X,O,O,X,X,X,O,X,X,X,X,O
JLOSTZI,X,X,O,O,X,X,X,O,X,X,X,X,O
JLOSITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JLOSIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOSZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOSZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZTIS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZITS,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZIST,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,X,O,X,X,X,X,X
JLOZSIT,X,O,O,O,X,X,X,O,X,X,X,X,X
JSTILZO,O,X,O,X,X,X,X,X,X,O,X,X,X
JSTILOZ,O,X,O,X,X,X,X,X,O,O,O,X,X
JSTIZLO,O,X,O,X,O,X,X,X,X,O,X,X,X
JSTIZOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JSTIOLZ,O,X,O,X,X,X,X,X,O,O,O,X,X
JSTIOZL,X,X,O,X,O,X,X,X,X,O,O,X,X
JSTLIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSTLIOZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JSTLZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSTLZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JSTLOIZ,O,X,O,O,X,X,X,X,O,O,O,X,O
JSTLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O
JSTZILO,O,X,O,X,O,X,X,X,X,O,X,X,X
JSTZIOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JSTZLIO,O,X,O,O,O,X,X,X,X,O,X,X,X
JSTZLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JSTZOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JSTZOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JSTOIZL,O,X,O,X,X,X,O,X,X,O,O,X,X
JSTOLIZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JSTOLZI,O,X,O,X,X,O,O,X,X,X,X,X,O
JSTOZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JSTOZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JSITLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
JSITZLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JSITZOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSITOLZ,O,X,O,X,X,X,X,X,O,X,O,X,X
JSITOZL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSILTZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JSILTOZ,X,X,O,X,X,X,X,X,O,X,O,X,X
JSILZTO,X,O,O,X,O,X,X,X,X,X,X,O,X
JSILZOT,X,O,O,X,O,X,X,X,X,X,X,O,X
JSILOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSILOZT,X,O,O,X,O,X,X,X,X,X,X,O,X
JSIZTLO,X,O,O,X,O,X,X,X,X,X,X,X,X
JSIZTOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSIZLTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JSIZLOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JSIZOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIZOLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JSIOTZL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSIOLTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,O,X,X,X,X,X,X,O,X
JSIOZTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOZLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSLTIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSLTIOZ,O,X,O,X,X,X,X,O,O,O,O,X,X
JSLTZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JSLTZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JSLTOIZ,O,X,O,O,X,X,X,O,O,O,O,X,X
JSLTOZI,O,X,O,O,X,X,X,O,X,X,X,X,X
JSLITZO,X,X,O,O,X,X,X,X,X,O,X,X,X
JSLITOZ,X,X,O,X,X,X,X,O,O,O,O,X,X
JSLIZTO,X,O,O,O,O,X,X,X,X,O,X,O,X
JSLIZOT,X,O,O,X,O,X,X,X,X,O,X,O,X
JSLIOTZ,X,X,O,X,X,X,X,O,X,O,X,X,X
JSLIOZT,X,O,O,X,O,X,X,O,X,O,X,O,X
JSLZTIO,X,O,O,O,O,X,X,X,X,X,X,O,X
JSLZTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLZITO,X,O,O,O,O,X,X,X,X,X,X,O,X
JSLZIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
JSLZOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSLZOIT,X,O,O,O,O,X,X,X,X,X,X,O,X
JSLOTIZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JSLOTZI,X,X,O,O,X,X,X,O,X,X,X,X,X
JSLOITZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JSLOIZT,X,O,O,O,X,X,X,O,X,X,X,X,X
JSLOZTI,X,O,O,O,X,X,X,O,X,X,X,X,X
JSLOZIT,X,O,O,O,X,X,X,O,X,X,X,X,X
JSZTILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZTIOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSZTLIO,O,O,O,O,O,X,X,X,X,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JSZTOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
JSZITLO,X,O,O,X,O,X,X,X,X,X,X,X,X
JSZITOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JSZILTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JSZILOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZIOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSZIOLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSZLTIO,X,O,O,O,O,X,X,X,X,X,X,X,X
JSZLTOI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSZLITO,X,O,O,O,O,X,X,X,X,X,X,X,X
JSZLIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZLOTI,X,O,O,O,X,X,X,X,X,X,X,X,X
JSZLOIT,X,O,O,O,O,X,X,X,X,X,X,X,X
JSZOTIL,X,X,O,X,X,X,O,X,X,X,X,X,X
JSZOTLI,X,X,O,X,X,O,O,X,X,X,X,X,X
JSZOITL,X,X,O,X,O,X,O,X,X,X,X,X,X
JSZOILT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSZOLTI,X,X,O,X,X,O,O,X,X,X,X,X,X
JSZOLIT,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOTILZ,O,X,O,X,X,X,X,X,X,X,O,X,O
JSOTIZL,O,X,O,X,X,X,O,X,X,X,O,X,X
JSOTLIZ,O,X,O,X,X,X,X,O,X,X,O,X,O
JSOTLZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JSOTZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JSOTZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JSOITLZ,O,X,O,X,X,X,X,X,X,X,O,X,O
JSOITZL,O,X,O,X,O,X,O,X,X,X,O,X,X
JSOILTZ,O,X,O,X,X,X,X,O,X,X,X,X,X
JSOILZT,O,X,O,X,O,X,X,O,X,X,X,X,X
JSOIZTL,X,X,O,X,O,X,O,X,X,X,X,X,X
JSOIZLT,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,O,X,X,X,X,O,X,X,X,X,O
JSOLTZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JSOLITZ,O,X,O,X,X,X,X,O,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,X,O,X,X,X,X,X
JSOLZTI,O,X,O,X,X,O,O,O,X,X,X,X,X
JSOLZIT,O,X,O,X,X,X,X,O,X,X,X,X,X
JSOZTIL,O,X,O,X,X,X,O,X,X,X,X,X,X
JSOZTLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JSOZITL,X,X,O,X,O,X,O,X,X,X,X,X,X
JSOZILT,O,X,O,X,O,X,X,X,X,X,X,X,X
JSOZLTI,O,X,O,X,X,O,O,O,X,X,X,X,X
JSOZLIT,O,X,O,X,O,X,X,O,X,X,X,X,X
JZTILSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTILOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTISOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZTIOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZTIOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZTLISO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTLIOS,X,O,O,X,O,X,X,X,X,X,X,X,O
JZTLSIO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTLOIS,X,O,O,X,X,X,X,X,X,X,X,X,O
JZTLOSI,X,O,O,X,X,X,X,X,X,X,X,X,O
JZTSILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTSIOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZTSLIO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTSOIL,X,X,O,X,X,X,X,X,X,X,O,X,X
JZTSOLI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTOISL,X,X,O,X,X,X,X,X,X,X,O,X,X
JZTOLIS,X,O,O,X,X,X,X,X,X,X,X,X,O
JZTOLSI,X,O,O,X,X,X,X,X,X,X,X,X,O
JZTOSIL,X,X,O,X,X,X,X,X,X,X,O,X,X
JZTOSLI,X,X,O,X,X,X,X,X,X,X,X,X,O
JZITLSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZITLOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZITSOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZITOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZITOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZILTSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILTOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILSTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILSOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILOTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZILOST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZISTLO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZISTOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZISLTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZISLOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JZISOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZIOTSL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZIOLTS,X,O,O,X,O,X,X,X,X,X,X,X,X
JZIOLST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZIOSTL,X,X,O,X,O,X,X,X,X,X,X,X,X
JZIOSLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLTIOS,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLTSIO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JZLTOSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JZLITSO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLITOS,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLISTO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLISOT,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLIOST,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLSTIO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLSTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSITO,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLSOTI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,X,O,O,X,X,X,X,O,X,X,X,X,X
JZLOTSI,X,O,O,X,X,X,X,O,X,X,X,X,X
JZLOITS,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLOIST,X,O,O,X,O,X,X,O,X,X,X,X,X
JZLOSTI,X,O,O,X,X,X,X,O,X,X,X,X,X
JZLOSIT,X,O,O,X,O,X,X,O,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSTIOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JZSTLIO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,O,X,X,X,X,X,X,X,O,X,X
JZSTOLI,X,X,O,X,X,X,X,X,X,X,X,X,X
