sequence,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhFZmBtmB?0iB6oB/qBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB9nB?TjBuqBcrBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9nB?TjByqBXtB0qB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB3iB?9oBuqBcrBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhF3hB9nB?6oBetBxqBzqB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB6nB?TjBmlB0qBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhF0hBxiB?/qBNrBqsBTtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhFRiB9oB?erBCnB3lBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBctB6sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBStB0sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9oB?/qBarB0nBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB0iB?2qBStBzqBXtB
JLSZTOI,O,O,O,X,O,X,O,O,X,O,O,O
JLSZITO,O,O,O,X,O,X,O,X,X,X,O,X
JLSZIOT,X,O,X,X,X,X,X,X,X,X,O,X
JLSZOTI,X,O,X,X,X,X,O,X,X,O,O,X
JLSZOIT,X,O,X,X,X,X,O,X,X,O,O,X
JLSOTIZ,O,O,O,X,X,X,O,X,X,O,O,X
JLSOTZI,O,O,O,X,X,X,O,X,X,O,O,X
JLSOITZ,O,X,O,X,X,X,O,X,X,O,O,X
JLSOIZT,X,X,X,X,X,X,O,X,X,O,O,X
JLSOZTI,X,O,X,X,X,X,O,X,X,O,O,X
JLSOZIT,X,O,X,X,X,X,O,X,X,O,O,X
JLZTISO,X,O,O,O,O,X,O,O,X,X,X,X
JLZTIOS,X,O,X,O,O,X,X,O,X,X,X,O
JLZTSIO,X,O,O,O,O,X,O,O,X,X,O,X
JLZTSOI,X,O,O,O,O,X,O,O,O,O,O,O
JLZTOIS,X,O,X,O,O,X,O,O,O,O,X,O
JLZTOSI,X,O,X,O,O,X,O,O,O,O,X,O
JLZITSO,X,O,O,O,O,X,O,O,X,X,X,X
JLZITOS,X,O,X,O,O,X,X,O,X,X,X,O
JLZISTO,X,O,O,O,O,X,X,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,X,X,X,X,X,X
JLZIOTS,X,O,X,O,O,X,X,X,X,X,X,X
JLZIOST,X,O,X,O,X,X,X,X,X,X,X,X
JLZSTIO,X,O,O,O,O,X,X,O,X,X,O,X
JLZSTOI,X,O,O,O,O,X,X,O,O,O,O,O
JLZSITO,X,O,O,O,O,X,X,X,X,X,O,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,O,X
JLZSOTI,X,O,X,O,X,X,X,X,O,O,O,X
JLZSOIT,X,O,X,O,X,X,X,X,O,O,O,X
JLZOTIS,X,O,X,O,O,X,O,O,O,O,X,O
JLZOTSI,X,O,X,O,O,X,O,O,O,O,X,O
JLZOITS,X,O,X,O,O,X,O,O,O,O,X,X
JLZOIST,X,O,X,O,X,X,X,X,O,O,X,X
JLZOSTI,X,O,X,O,X,X,X,O,O,O,X,X
JLZOSIT,X,O,X,O,X,X,X,X,O,O,X,X
JLOTISZ,X,X,O,X,O,X,O,O,X,O,X,O
JLOTIZS,X,X,X,X,O,X,O,O,O,O,X,O
JLOTSIZ,X,X,O,O,O,X,O,O,X,O,X,O
JLOTSZI,X,X,O,O,O,X,O,O,X,O,X,O
JLOTZIS,X,X,X,O,O,X,O,O,O,O,X,O
JLOTZSI,X,X,X,O,O,X,O,O,O,O,X,O
JLOITSZ,X,X,O,X,O,X,O,O,X,O,X,X
JLOITZS,X,X,X,X,O,X,O,O,O,O,X,X
JLOISTZ,X,X,O,X,X,X,O,X,X,O,X,X
JLOISZT,X,X,X,X,X,X,O,X,X,O,X,X
JLOIZTS,X,X,X,X,O,X,O,O,O,O,X,X
JLOIZST,X,X,X,X,X,X,X,X,O,O,X,X
JLOSTIZ,X,X,O,X,X,X,O,O,X,O,X,X
JLOSTZI,X,X,O,X,X,X,O,O,X,O,X,X
JLOSITZ,X,X,O,X,X,X,O,X,X,O,X,X
JLOSIZT,X,X,X,X,X,X,O,X,X,O,X,X
JLOSZTI,X,X,X,X,X,X,O,O,X,O,X,X
JLOSZIT,X,X,X,X,X,X,O,X,X,O,X,X
JLOZTIS,X,X,X,O,O,X,O,O,O,O,X,O
JLOZTSI,X,X,X,O,O,X,O,O,O,O,X,O
JLOZITS,X,X,X,O,O,X,O,O,O,O,X,X
JLOZIST,X,X,X,O,X,X,X,X,O,O,X,X
JLOZSTI,X,X,X,O,X,X,X,O,O,O,X,X
JLOZSIT,X,X,X,O,X,X,X,X,O,O,X,X
JSTILZO,O,X,O,X,O,X,O,X,X,X,O,X
JSTILOZ,O,O,O,X,O,O,O,X,X,X,O,X
JSTIZLO,O,X,X,X,O,X,O,X,X,X,O,X
JSTIZOL,O,X,O,X,O,X,O,X,X,X,X,X
JSTIOLZ,O,O,O,X,O,O,O,X,X,X,X,X
JSTIOZL,O,X,O,X,O,X,X,X,X,X,X,X
JSTLIZO,O,X,O,X,O,X,O,O,X,X,O,X
JSTLIOZ,O,O,O,X,O,O,O,X,X,O,O,X
JSTLZIO,O,O,O,X,O,O,O,O,X,X,O,X
JSTLZOI,O,O,O,X,O,O,O,O,X,O,O,O
JSTLOIZ,O,O,O,X,O,O,O,X,X,O,O,O
JSTLOZI,O,O,O,X,O,O,O,X,X,O,O,O
JSTZILO,O,O,X,X,O,O,O,X,X,X,O,X
JSTZIOL,O,O,O,X,O,O,O,X,O,X,X,X
JSTZLIO,O,O,O,X,O,O,O,O,X,X,O,X
JSTZLOI,O,O,O,X,O,O,O,O,O,X,O,O
JSTZOIL,O,O,O,X,X,O,O,X,O,X,X,X
JSTZOLI,O,O,O,X,O,O,O,X,O,X,O,X
JSTOILZ,O,O,O,X,O,O,O,X,X,O,X,X
JSTOIZL,O,X,O,X,O,X,X,X,O,X,X,X
JSTOLIZ,O,O,O,X,O,O,O,X,X,O,O,X
JSTOLZI,O,O,O,X,O,O,O,X,X,O,O,X
JSTOZIL,O,O,O,X,X,O,O,X,O,X,X,X
JSTOZLI,O,O,O,X,O,O,O,X,O,X,O,X
JSITLZO,O,X,O,X,O,X,O,X,X,X,O,X
JSITLOZ,O,X,O,X,O,O,O,X,X,X,O,X
JSITZLO,O,X,X,X,O,X,O,X,X,X,O,X
JSITZOL,O,X,O,X,O,X,O,X,X,X,X,X
JSITOLZ,O,X,O,X,O,O,O,X,X,X,X,X
JSITOZL,O,X,O,X,O,X,X,X,X,X,X,X
JSILTZO,O,X,O,X,O,X,O,X,X,X,O,X
JSILTOZ,O,X,O,X,O,X,O,X,X,X,O,X
JSILZTO,O,X,O,X,O,X,O,X,X,X,O,X
JSILZOT,X,X,X,X,X,X,X,X,X,X,O,X
JSILOTZ,O,X,O,X,X,X,O,X,X,X,O,X
JSILOZT,O,X,X,X,X,X,O,X,X,X,O,X
JSIZTLO,O,X,X,X,O,O,X,X,X,X,O,X
JSIZTOL,O,X,O,X,O,O,X,X,X,X,X,X
JSIZLTO,O,X,X,X,O,O,X,X,X,X,O,X
JSIZLOT,X,X,X,X,X,O,X,X,X,X,O,X
JSIZOTL,O,X,X,X,X,O,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,X,X,O,O,X,X,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,O,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,O,X,X,X,X,X
JSIOZTL,O,X,X,X,X,O,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,O,X,X,X,X,X,X
JSLTIZO,O,X,O,X,O,X,O,O,X,X,O,X
JSLTIOZ,O,O,O,X,O,O,O,X,X,O,O,X
JSLTZIO,O,O,O,X,O,O,O,O,X,X,O,X
JSLTZOI,O,O,O,X,O,O,O,O,X,O,O,O
JSLTOIZ,O,O,O,X,O,O,O,X,X,O,O,O
JSLTOZI,O,O,O,X,O,O,O,X,X,O,O,O
JSLITZO,O,X,O,X,O,X,O,X,X,X,O,X
JSLITOZ,O,X,O,X,O,X,O,X,X,O,O,X
JSLIZTO,O,X,O,X,O,X,O,X,X,X,O,X
JSLIZOT,X,X,X,X,X,X,X,X,X,X,O,X
JSLIOTZ,O,X,O,X,X,X,O,X,X,O,O,X
JSLIOZT,O,X,X,X,X,X,O,X,X,O,O,X
JSLZTIO,O,O,O,X,O,O,O,O,X,X,O,X
JSLZTOI,O,O,O,X,O,O,O,O,X,O,O,O
JSLZITO,O,O,O,X,O,X,O,X,X,X,O,X
JSLZIOT,X,O,X,X,X,X,X,X,X,X,O,X
JSLZOTI,X,O,X,X,X,O,O,X,X,O,O,X
JSLZOIT,X,O,X,X,X,X,O,X,X,O,O,X
JSLOTIZ,O,O,O,X,X,O,O,X,X,O,O,X
JSLOTZI,O,O,O,X,X,O,O,X,X,O,O,X
JSLOITZ,O,X,O,X,X,X,O,X,X,O,O,X
JSLOIZT,O,X,X,X,X,X,O,X,X,O,O,X
JSLOZTI,O,O,X,X,X,O,O,X,X,O,O,X
JSLOZIT,O,O,X,X,X,X,O,X,X,O,O,X
JSZTILO,O,O,X,X,O,O,O,X,X,X,O,X
JSZTIOL,O,O,O,X,O,O,O,X,O,X,X,X
JSZTLIO,O,O,O,X,O,O,O,O,X,X,O,X
JSZTLOI,O,O,O,X,O,O,O,O,O,X,O,X
JSZTOIL,O,O,O,X,X,O,O,X,O,X,X,X
JSZTOLI,O,O,O,X,O,O,O,X,O,X,O,X
JSZITLO,O,O,X,X,O,O,X,X,X,X,O,X
JSZITOL,O,O,O,X,O,O,X,X,O,X,X,X
JSZILTO,O,O,X,X,O,O,X,X,X,X,O,X
JSZILOT,X,O,X,X,X,O,X,X,X,X,O,X
JSZIOTL,O,O,X,X,X,O,X,X,O,X,X,X
JSZIOLT,O,O,X,X,X,O,X,X,O,X,X,X
JSZLTIO,O,O,O,X,O,O,O,O,X,X,O,X
JSZLTOI,O,O,O,X,O,O,O,O,O,X,O,X
JSZLITO,O,O,O,X,O,O,O,X,X,X,O,X
JSZLIOT,X,O,X,X,X,O,X,X,X,X,O,X
JSZLOTI,X,O,X,X,X,O,O,X,O,X,O,X
JSZLOIT,X,O,X,X,X,O,O,X,O,X,O,X
JSZOTIL,O,O,X,X,X,O,X,X,O,X,X,X
JSZOTLI,O,O,X,X,X,O,O,O,O,X,O,X
JSZOITL,O,O,X,X,X,O,X,X,O,X,X,X
JSZOILT,O,O,X,X,X,O,X,X,O,X,X,X
JSZOLTI,O,O,X,X,X,O,O,O,O,X,O,X
JSZOLIT,O,O,X,X,X,O,O,X,O,X,O,X
JSOTILZ,O,O,O,X,X,O,O,X,X,O,X,X
JSOTIZL,O,X,O,X,X,X,X,X,O,X,X,X
JSOTLIZ,O,O,O,X,X,O,O,O,X,O,O,X
JSOTLZI,O,O,O,X,X,O,O,O,X,O,O,X
JSOTZIL,O,O,O,X,X,O,O,X,O,X,X,X
JSOTZLI,O,O,O,X,X,O,O,O,O,X,O,X
JSOITLZ,O,X,O,X,X,O,O,X,X,O,X,X
JSOITZL,O,X,O,X,X,X,X,X,O,X,X,X
JSOILTZ,O,X,O,X,X,X,O,X,X,O,X,X
JSOILZT,O,X,X,X,X,X,O,X,X,O,X,X
JSOIZTL,O,X,X,X,X,O,X,X,O,X,X,X
JSOIZLT,O,X,X,X,X,O,X,X,O,X,X,X
JSOLTIZ,O,O,O,X,X,O,O,O,X,O,O,X
JSOLTZI,O,O,O,X,X,O,O,O,X,O,O,X
JSOLITZ,O,X,O,X,X,X,O,X,X,O,O,X
JSOLIZT,O,X,X,X,X,X,O,X,X,O,O,X
JSOLZTI,O,O,X,X,X,O,O,O,X,O,O,X
JSOLZIT,O,O,X,X,X,X,O,X,X,O,O,X
JSOZTIL,O,O,X,X,X,O,X,X,O,X,X,X
JSOZTLI,O,O,X,X,X,O,O,O,O,X,O,X
JSOZITL,O,O,X,X,X,O,X,X,O,X,X,X
JSOZILT,O,O,X,X,X,O,X,X,O,X,X,X
JSOZLTI,O,O,X,X,X,O,O,O,O,X,O,X
JSOZLIT,O,O,X,X,X,O,O,X,O,X,O,X
JZTILSO,X,O,X,O,O,O,X,O,X,X,X,X
JZTILOS,X,O,X,O,O,O,X,O,X,X,X,O
JZTISLO,X,O,X,O,O,O,O,X,X,X,O,X
JZTISOL,X,O,O,O,O,O,O,X,O,X,X,X
JZTIOLS,X,O,X,O,O,O,X,X,O,X,X,X
JZTIOSL,X,O,X,O,O,O,X,X,O,X,X,X
JZTLISO,X,O,O,O,O,O,O,O,X,X,X,X
JZTLIOS,X,O,X,O,O,O,X,O,X,X,X,O
JZTLSIO,X,O,O,O,O,O,O,O,X,X,O,X
JZTLSOI,X,O,O,O,O,O,O,O,O,O,O,O
JZTLOIS,X,O,X,O,O,O,O,O,O,O,X,O
JZTLOSI,X,O,X,O,O,O,O,O,O,O,X,O
JZTSILO,X,O,X,O,O,O,O,X,X,X,O,X
JZTSIOL,X,O,O,O,O,O,O,X,O,X,X,X
JZTSLIO,X,O,O,O,O,O,O,O,X,X,O,X
JZTSLOI,X,O,O,O,O,O,O,O,O,X,O,O
JZTSOIL,X,O,O,O,X,O,O,X,O,X,X,X
JZTSOLI,X,O,O,O,O,O,O,X,O,X,O,X
JZTOILS,X,O,X,O,O,O,X,O,O,O,X,X
JZTOISL,X,O,X,O,O,O,X,X,O,X,X,X
JZTOLIS,X,O,X,O,O,O,X,O,O,O,X,O
JZTOLSI,X,O,X,O,O,O,X,O,O,O,X,O
JZTOSIL,X,O,X,O,X,O,X,X,O,X,X,X
JZTOSLI,X,O,X,O,O,O,X,O,O,X,O,X
JZITLSO,X,O,X,O,O,O,X,O,X,X,X,X
JZITLOS,X,O,X,O,O,O,X,O,X,X,X,X
JZITSLO,X,O,X,O,O,O,O,X,X,X,O,X
JZITSOL,X,O,O,O,O,O,O,X,O,X,X,X
JZITOLS,X,O,X,O,O,O,X,X,O,X,X,X
JZITOSL,X,O,X,O,O,O,X,X,O,X,X,X
JZILTSO,X,O,X,O,O,O,X,O,X,X,X,X
JZILTOS,X,O,X,O,O,O,X,O,X,X,X,X
JZILSTO,X,O,X,O,O,O,X,X,X,X,X,X
JZILSOT,X,O,X,O,X,O,X,X,X,X,X,X
JZILOTS,X,O,X,O,O,X,X,X,X,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X,X,X,X
JZISTLO,X,O,X,O,O,O,X,X,X,X,O,X
JZISTOL,X,O,O,O,O,O,X,X,O,X,X,X
JZISLTO,X,O,X,O,O,O,X,X,X,X,O,X
JZISLOT,X,O,X,O,X,O,X,X,X,X,O,X
JZISOTL,X,O,X,O,X,O,X,X,O,X,X,X
JZISOLT,X,O,X,O,X,O,X,X,O,X,X,X
JZIOTLS,X,O,X,O,O,O,X,O,O,X,X,X
JZIOTSL,X,O,X,O,O,O,X,X,O,X,X,X
JZIOLTS,X,O,X,O,O,X,X,O,O,X,X,X
JZIOLST,X,O,X,O,X,X,X,X,O,X,X,X
JZIOSTL,X,O,X,O,X,O,X,X,O,X,X,X
JZIOSLT,X,O,X,O,X,O,X,X,O,X,X,X
JZLTISO,X,O,O,O,O,O,O,O,X,X,X,X
JZLTIOS,X,O,X,O,O,O,X,O,X,X,X,O
JZLTSIO,X,O,O,O,O,O,O,O,X,X,O,X
JZLTSOI,X,O,O,O,O,O,O,O,O,O,O,O
JZLTOIS,X,O,X,O,O,O,O,O,O,O,X,O
JZLTOSI,X,O,X,O,O,O,O,O,O,O,X,O
JZLITSO,X,O,O,O,O,O,O,O,X,X,X,X
JZLITOS,X,O,X,O,O,O,X,O,X,X,X,O
JZLISTO,X,O,O,O,O,O,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,O,O,X,X,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X,X,X,X
JZLSTIO,X,O,O,O,O,O,X,O,X,X,O,X
JZLSTOI,X,O,O,O,O,O,X,O,O,O,O,O
JZLSITO,X,O,O,O,O,O,X,X,X,X,O,X
JZLSIOT,X,O,X,O,X,O,X,X,X,X,O,X
JZLSOTI,X,O,X,O,X,O,X,X,O,O,O,X
JZLSOIT,X,O,X,O,X,O,X,X,O,O,O,X
JZLOTIS,X,O,X,O,O,X,O,O,O,O,X,O
JZLOTSI,X,O,X,O,O,X,O,O,O,O,X,O
JZLOITS,X,O,X,O,O,X,O,O,O,O,X,X
JZLOIST,X,O,X,O,X,X,X,X,O,O,X,X
JZLOSTI,X,O,X,O,X,X,X,O,O,O,X,X
JZLOSIT,X,O,X,O,X,X,X,X,O,O,X,X
JZSTILO,X,O,X,O,O,O,X,X,X,X,O,X
JZSTIOL,X,O,O,O,O,O,X,X,O,X,X,X
JZSTLIO,X,O,O,O,O,O,X,O,X,X,O,X
JZSTLOI,X,O,O,O,O,O,X,O,O,X,O,X
JZSTOIL,X,O,O,O,X,O,X,X,O,X,X,X
JZSTOLI,X,O,O,O,O,O,X,X,O,X,O,X
JZSITLO,X,O,X,O,O,O,X,X,X,X,O,X
JZSITOL,X,O,O,O,O,O,X,X,O,X,X,X
JZSILTO,X,O,X,O,O,O,X,X,X,X,O,X
JZSILOT,X,O,X,O,X,O,X,X,X,X,O,X
JZSIOTL,X,O,X,O,X,O,X,X,O,X,X,X
JZSIOLT,X,O,X,O,X,O,X,X,O,X,X,X
JZSLTIO,X,O,O,O,O,O,X,O,X,X,O,X
JZSLTOI,X,O,O,O,O,O,X,O,O,X,O,X
JZSLITO,X,O,O,O,O,O,X,X,X,X,O,X
JZSLIOT,X,O,X,O,X,O,X,X,X,X,O,X
JZSLOTI,X,O,X,O,X,O,X,X,O,X,O,X
JZSLOIT,X,O,X,O,X,O,X,X,O,X,O,X
JZSOTIL,X,O,X,O,X,O,X,X,O,X,X,X
JZSOTLI,X,O,X,O,X,O,X,O,O,X,O,X
JZSOITL,X,O,X,O,X,O,X,X,O,X,X,X
JZSOILT,X,O,X,O,X,O,X,X,O,X,X,X
JZSOLTI,X,O,X,O,X,O,X,O,O,X,O,X
JZSOLIT,X,O,X,O,X,O,X,X,O,X,O,X
JZOTILS,X,O,X,O,O,O,X,O,O,O,X,X
JZOTISL,X,O,X,O,O,O,X,X,O,X,X,X
JZOTLIS,X,O,X,O,O,O,X,O,O,O,X,X
JZOTLSI,X,O,X,O,O,O,X,O,O,O,X,X
JZOTSIL,X,O,X,O,X,O,X,X,O,X,X,X
JZOTSLI,X,O,X,O,O,O,X,O,O,X,O,X
JZOITLS,X,O,X,O,O,O,X,O,O,O,X,X
JZOITSL,X,O,X,O,O,O,X,X,O,X,X,X
JZOILTS,X,O,X,O,O,X,X,O,O,O,X,X
JZOILST,X,O,X,O,X,X,X,X,O,O,X,X
JZOISTL,X,O,X,O,X,O,X,X,O,X,X,X
JZOISLT,X,O,X,O,X,O,X,X,O,X,X,X
JZOLTIS,X,O,X,O,O,X,X,O,O,O,X,X
JZOLTSI,X,O,X,O,O,X,X,O,O,O,X,X
JZOLITS,X,O,X,O,O,X,X,O,O,O,X,X
JZOLIST,X,O,X,O,X,X,X,X,O,O,X,X
JZOLSTI,X,O,X,O,X,X,X,O,O,O,X,X
JZOLSIT,X,O,X,O,X,X,X,X,O,O,X,X
JZOSTIL,X,O,X,O,X,O,X,X,O,X,X,X
JZOSTLI,X,O,X,O,X,O,X,O,O,X,O,X
JZOSITL,X,O,X,O,X,O,X,X,O,X,X,X
JZOSILT,X,O,X,O,X,O,X,X,O,X,X,X
JZOSLTI,X,O,X,O,X,O,X,O,O,X,O,X
JZOSLIT,X,O,X,O,X,O,X,X,O,X,O,X
JOTILSZ,O,X,X,X,O,X,X,O,X,O,X,X
JOTILZS,O,X,X,X,O,X,X,O,O,O,X,X
JOTISLZ,O,X,O,X,O,X,X,X,X,O,X,X
JOTISZL,O,X,O,X,O,X,X,X,O,X,X,X
JOTIZLS,O,X,X,X,O,X,X,O,O,O,X,X
JOTIZSL,O,X,X,X,O,X,X,X,O,X,X,X
JOTLISZ,O,X,O,X,O,X,O,O,X,O,X,O
JOTLIZS,O,X,X,X,O,X,O,O,O,O,X,O
JOTLSIZ,O,X,O,O,O,X,O,O,X,O,X,O
JOTLSZI,O,X,O,O,O,X,O,O,X,O,X,O
JOTLZIS,O,X,X,O,O,X,O,O,O,O,X,O
JOTLZSI,O,X,X,O,O,X,O,O,O,O,X,O
JOTSILZ,O,X,O,O,O,X,O,X,X,O,X,X
JOTSIZL,O,X,O,X,O,X,X,X,O,X,X,X
JOTSLIZ,O,X,O,O,O,X,O,O,X,O,O,X
JOTSLZI,O,X,O,O,O,X,O,O,X,O,O,X
JOTSZIL,O,X,O,O,X,X,X,X,O,X,X,X
JOTSZLI,O,X,O,O,O,X,O,O,O,X,O,X
JOTZILS,O,X,X,O,O,X,X,O,O,O,X,X
JOTZISL,O,X,X,O,O,X,X,X,O,X,X,X
JOTZLIS,O,X,X,O,O,X,X,O,O,O,X,O
JOTZLSI,O,X,X,O,O,X,X,O,O,O,X,O
JOTZSIL,O,X,X,O,X,X,X,X,O,X,X,X
JOTZSLI,O,X,X,O,O,X,X,O,O,X,O,X
JOITLSZ,O,X,X,X,O,X,X,O,X,O,X,X
JOITLZS,O,X,X,X,O,X,X,O,O,O,X,X
JOITSLZ,O,X,O,X,O,X,X,X,X,O,X,X
JOITSZL,O,X,O,X,O,X,X,X,O,X,X,X
JOITZLS,O,X,X,X,O,X,X,O,O,O,X,X
JOITZSL,O,X,X,X,O,X,X,X,O,X,X,X
JOILTSZ,O,X,X,X,O,X,X,O,X,O,X,X
JOILTZS,O,X,X,X,O,X,X,O,O,O,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,O,X,X
JOILSZT,O,X,X,X,X,X,X,X,X,O,X,X
JOILZTS,X,X,X,X,O,X,X,O,O,O,X,X
JOILZST,X,X,X,X,X,X,X,X,O,O,X,X
JOISTLZ,O,X,O,X,X,X,X,X,X,O,X,X
JOISTZL,O,X,O,X,X,X,X,X,O,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,X,O,X,X
JOISLZT,O,X,X,X,X,X,X,X,X,O,X,X
JOISZTL,O,X,X,X,X,X,X,X,O,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,O,X,X,X
JOIZTLS,X,X,X,X,O,X,X,O,O,O,X,X
JOIZTSL,X,X,X,X,O,X,X,X,O,X,X,X
JOIZLTS,X,X,X,X,O,X,X,O,O,O,X,X
JOIZLST,X,X,X,X,X,X,X,X,O,O,X,X
JOIZSTL,X,X,X,X,X,X,X,X,O,X,X,X
JOIZSLT,X,X,X,X,X,X,X,X,O,X,X,X
JOLTISZ,O,X,O,X,O,X,O,O,X,O,X,O
JOLTIZS,O,X,X,X,O,X,O,O,O,O,X,O
JOLTSIZ,O,X,O,O,O,X,O,O,X,O,X,O
JOLTSZI,O,X,O,O,O,X,O,O,X,O,X,O
JOLTZIS,O,X,X,O,O,X,O,O,O,O,X,O
JOLTZSI,O,X,X,O,O,X,O,O,O,O,X,O
JOLITSZ,O,X,O,X,O,X,O,O,X,O,X,X
JOLITZS,O,X,X,X,O,X,O,O,O,O,X,X
JOLISTZ,O,X,O,X,X,X,O,X,X,O,X,X
JOLISZT,O,X,X,X,X,X,O,X,X,O,X,X
JOLIZTS,X,X,X,X,O,X,O,O,O,O,X,X
JOLIZST,X,X,X,X,X,X,X,X,O,O,X,X
JOLSTIZ,O,X,O,X,X,X,O,O,X,O,X,X
JOLSTZI,O,X,O,X,X,X,O,O,X,O,X,X
JOLSITZ,O,X,O,X,X,X,O,X,X,O,X,X
JOLSIZT,O,X,X,X,X,X,O,X,X,O,X,X
JOLSZTI,O,X,X,X,X,X,O,O,X,O,X,X
JOLSZIT,O,X,X,X,X,X,O,X,X,O,X,X
JOLZTIS,O,X,X,O,O,X,O,O,O,O,X,O
JOLZTSI,O,X,X,O,O,X,O,O,O,O,X,O
JOLZITS,X,X,X,O,O,X,O,O,O,O,X,X
JOLZIST,X,X,X,O,X,X,X,X,O,O,X,X
JOLZSTI,O,X,X,O,X,X,X,O,O,O,X,X
JOLZSIT,O,X,X,O,X,X,X,X,O,O,X,X
JOSTILZ,O,X,O,X,X,X,O,X,X,O,X,X
JOSTIZL,O,X,O,X,X,X,X,X,O,X,X,X
JOSTLIZ,O,X,O,X,X,X,O,O,X,O,O,X
JOSTLZI,O,X,O,X,X,X,O,O,X,O,O,X
JOSTZIL,O,X,O,X,X,X,X,X,O,X,X,X
JOSTZLI,O,X,O,X,X,X,O,O,O,X,O,X
JOSITLZ,O,X,O,X,X,X,O,X,X,O,X,X
JOSITZL,O,X,O,X,X,X,X,X,O,X,X,X
JOSILTZ,O,X,X,X,X,X,O,X,X,O,X,X
JOSILZT,O,X,X,X,X,X,O,X,X,O,X,X
JOSIZTL,O,X,X,X,X,X,X,X,O,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,O,X,X,X
JOSLTIZ,O,X,O,X,X,X,O,O,X,O,O,X
JOSLTZI,O,X,O,X,X,X,O,O,X,O,O,X
JOSLITZ,O,X,O,X,X,X,O,X,X,O,O,X
JOSLIZT,O,X,X,X,X,X,O,X,X,O,O,X
JOSLZTI,O,X,X,X,X,X,O,O,X,O,O,X
JOSLZIT,O,X,X,X,X,X,O,X,X,O,O,X
JOSZTIL,O,X,X,X,X,X,X,X,O,X,X,X
JOSZTLI,O,X,X,X,X,X,O,O,O,X,O,X
JOSZITL,O,X,X,X,X,X,X,X,O,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,O,X,X,X
JOSZLTI,O,X,X,X,X,X,O,O,O,X,O,X
JOSZLIT,O,X,X,X,X,X,O,X,O,X,O,X
JOZTILS,O,X,X,O,O,X,X,O,O,O,X,X
JOZTISL,O,X,X,O,O,X,X,X,O,X,X,X
JOZTLIS,O,X,X,O,O,X,X,O,O,O,X,X
JOZTLSI,O,X,X,O,O,X,X,O,O,O,X,X
JOZTSIL,O,X,X,O,X,X,X,X,O,X,X,X
JOZTSLI,O,X,X,O,O,X,X,O,O,X,O,X
JOZITLS,X,X,X,O,O,X,X,O,O,O,X,X
JOZITSL,X,X,X,O,O,X,X,X,O,X,X,X
JOZILTS,X,X,X,O,O,X,X,O,O,O,X,X
JOZILST,X,X,X,O,X,X,X,X,O,O,X,X
JOZISTL,X,X,X,O,X,X,X,X,O,X,X,X
JOZISLT,X,X,X,O,X,X,X,X,O,X,X,X
JOZLTIS,O,X,X,O,O,X,X,O,O,O,X,X
JOZLTSI,O,X,X,O,O,X,X,O,O,O,X,X
JOZLITS,X,X,X,O,O,X,X,O,O,O,X,X
JOZLIST,X,X,X,O,X,X,X,X,O,O,X,X
JOZLSTI,O,X,X,O,X,X,X,O,O,O,X,X
JOZLSIT,O,X,X,O,X,X,X,X,O,O,X,X
JOZSTIL,O,X,X,O,X,X,X,X,O,X,X,X
JOZSTLI,O,X,X,O,X,X,X,O,O,X,O,X
JOZSITL,O,X,X,O,X,X,X,X,O,X,X,X
JOZSILT,O,X,X,O,X,X,X,X,O,X,X,X
JOZSLTI,O,X,X,O,X,X,X,O,O,X,O,X
JOZSLIT,O,X,X,O,X,X,X,X,O,X,O,X
