sequence,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBFmBGmB0pBXsB,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBGmBFmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je2EJvhF6mBxiBzlBFlB0pBXsB,v115@NhD8HeC8BeB8BeC8JeOEJvhFVlBUhBSrBxnBzpBXsB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBGmBFmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBFmBGmBXsB0pB,v115@NhD8HeC8BeB8BeC8Je2EJvhFxiBCmBFlBTmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je0/IvhFxiB2pBzlBFsB6rBXqB,v115@NhD8HeC8BeB8BeC8Je2EJvhFRgB3hB1qBCoB0pBzrB,v115@NhD8HeC8BeB8BeC8JeVFJvhFxiB2pBTmBCmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKEJvhFxiBUlBFmBGmBXsBzpB,v115@NhD8HeC8BeB8BeC8JeVFJvhFRhB2pBXmBCoBzrB0pB,v115@NhD8HeC8BeB8BeC8JeUBJvhF/pBFlBCoBRrBmpBzrB,v115@NhD8HeC8BeB8BeC8Je0/IvhFVmB2pBCoBRrBXqBzrB,v115@NhD8HeC8BeB8BeC8JeXAJvhFVmB2pBCoBRrB0pBzrB
JOZLIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STILJOZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
STILZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STILOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STIJLOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X
STIJZLO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
STIJZOL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STIJOLZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STIJOZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
STIZLJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STIZLOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STIZJLO,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
STIZJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STIZOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STIOLJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STIOJLZ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
STIOZLJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STIOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STLIJOZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
STLIZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STLIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STLJIZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STLJIOZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
STLJOIZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
STLJOZI,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
STLZIJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STLZIOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STLZJIO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STLZJOI,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STLZOIJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STLZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STLOIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJILOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X
STJIZLO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
STJIZOL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJIOLZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STJIOZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
STJLIZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJLIOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X
STJLZIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJLZOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
STJLOIZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X
STJLOZI,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X
STJZILO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
STJZIOL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
STJZLOI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
STJZOIL,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
STJZOLI,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X
STJOILZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STJOIZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
STJOLIZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STJOLZI,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STJOZIL,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
STJOZLI,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
STZILJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STZILOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STZIJLO,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
STZIJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STZIOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STZLIOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STZLJIO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
STZLJOI,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STZLOIJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
STZLOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZJILO,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
STZJIOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
STZJLOI,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
STZJOIL,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
STZJOLI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
STZOILJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOIJL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STZOJLI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOIJLZ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
STOIZLJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STOIZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOLJIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOLZJI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
STOJILZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STOJIZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
STOJLIZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STOJLZI,X,X,X,O,O,O,X,O,O,O,X,O,X,X,X
STOJZIL,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
STOJZLI,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
STOZILJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STOZIJL,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STOZLJI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STOZJLI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SITLJOZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
SITLZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SITLZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SITLOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SITJLOZ,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O
SITJZLO,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O
SITJZOL,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
SITJOLZ,X,X,X,O,O,O,X,O,O,O,X,O,X,X,O
SITJOZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
SITZLJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SITZLOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SITZJLO,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O
SITZJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SITZOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SITOJLZ,X,X,X,O,O,O,X,O,O,O,X,X,X,X,O
SITOJZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
SITOZLJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SITOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILTJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SILTZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SILTOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SILJZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SILJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SILZTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SILZJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SILZJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SILZOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SILOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SILOZJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SIJTLOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O
SIJTZLO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
SIJTZOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SIJTOLZ,X,X,X,O,O,O,X,O,X,O,X,O,X,X,O
SIJTOZL,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJLZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJLOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SIJZTOL,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIJOLZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SIZTLOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SIZTJLO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIZTJOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SIZTOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SIZLTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SIZLJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZLJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZLOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZOJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SIOTJLZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SIOLJTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOLJZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOLZJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOJZLT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOZJLT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTIJOZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLTIZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SLTIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTJIOZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
SLTJOIZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
SLTJOZI,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
SLTZIJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SLTZIOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SLTZJIO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SLTZJOI,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
SLTZOIJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SLTZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTOJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTOZJI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLITJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLITZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SLITOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLIJZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLIJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLIZTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
SLIZJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLIZJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIZOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLIOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIOZJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJTIOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SLJTOIZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
SLJTOZI,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJIZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLJIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJZTOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJZITO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJZIOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLJOTZI,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLJOITZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
SLJOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZTIOJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZTJIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZTJOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZTOIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZTOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZITJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZITOJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZIJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZIJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZIOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZJTOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZJITO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZJIOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZOTJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZOITJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLZOIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLOTJIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLOTZJI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
