sequence,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBlmBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBimBlmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFOmBSoBzmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB1nB6oB2rB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBlmBToBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFSoBmmBTmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFXjBzmBStBlqBOr?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB6sBToB2rB0q?BFtB,v115@HhD8FeB8HeC8BeB8BeA8JeUBJvhFRiBSoBVsBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF1nBTmBStBmmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+oBlmB3nBimB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8JeRBJvhF1nB0mBStBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Je3BJvhFlnBctBmkBRrBzq?BCtB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhFXjBStBmkBRrBzq?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhF0iBStBmkBRrBzq?BXtB
ZSLJITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSLOTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSLOTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSLOITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSLOIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTILO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTIOL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJTLIO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJTOIL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJTOLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJITLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJITOL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJILTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJILOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJIOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLITO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJOTLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJOITL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZSJOILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSOILJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSOLTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSOLITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZSOLIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X
ZOTILSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOTIJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOTISLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOTLIJS,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X
ZOTLISJ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
ZOTLJIS,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X
ZOTLJSI,X,X,X,O,O,X,X,X,O,O,X,O,X,X,X
ZOTLSIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
ZOTLSJI,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X
ZOTJILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOTJLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOTJSLI,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOTSILJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSIJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOTSLIJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSLJI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZOTSJIL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOTSJLI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITLJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOITLSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOITJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOITJSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOITSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOILTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOILJTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOILJST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOILSTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOILSJT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJTLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOIJLTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOIJLST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOIJSLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOISLTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOISLJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOISJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOLTISJ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
ZOLTJIS,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOLTJSI,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
ZOLTSIJ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
ZOLTSJI,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
ZOLITJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLITSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOLIJTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLIJST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLISTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOLISJT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJTIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLJTSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLJITS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOLJIST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJSTI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJSIT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOLSTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOLSITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOLSIJT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSJTI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOLSJIT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOJTLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOJTSLI,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOJITLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOJILTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJILST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJISLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJLTSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJLITS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZOJLIST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSTI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSIT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJSTLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJSITL,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJSILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSILJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILSJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILZJS,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTILZSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTIJLZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTIJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTISLZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTIZLSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIZJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLIJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLISJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLISZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLIZJS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLIZSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJIZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJZIS,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OTLJZSI,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X
OTLSIJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSJZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OTLSZJI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OTLZIJS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLZISJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OTLZJIS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLZJSI,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OTLZSIJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
OTLZSJI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
OTJILSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJILZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJISLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJIZSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLIZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLSZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLZIS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTJLZSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTJSILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTJSZLI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTJZILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSILZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSIZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSLJIZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSLJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSLZJI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSJILZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZIJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZJIL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTZILSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZIJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZIJSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTZLISJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZLJIS,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTZLJSI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTZLSIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZLSJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZJILS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJISL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJSLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZSJLI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLSJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
OITLSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLZJS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
OITLZSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITJLSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJSLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OITSLZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
OITZLSJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITZJLS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILTSJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
OILTSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
OILTZSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILJZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
OILSTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILSZJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILZTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILZTSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OILZJTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
OILZJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
