sequence,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBmiBUlBF?nBClBzsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBVnBaoBz?kBGlB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBFhBRnBm?nBipB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFzfBFhBXiBS?qBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBUhBRiBi?pBmsBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBzkBUnBa?tBGlBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhFxgBXiBllBi?pBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeUBJvhFRiBOpBTlB/?sBatBlpB
LIOJSTZ,X,X,O,O,O,X,X,X
LIOJSZT,X,X,X,O,O,O,X,X
LIOJZTS,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,O,X,O,X,X
LIOSTJZ,O,O,O,O,X,X,X,X
LIOSTZJ,O,O,O,X,X,O,X,X
LIOSJTZ,X,X,O,O,O,X,X,X
LIOSJZT,X,X,X,O,O,O,X,X
LIOSZTJ,O,O,O,X,O,O,X,X
LIOSZJT,X,X,O,X,O,O,X,X
LIOZTJS,O,O,X,O,X,X,X,X
LIOZTSJ,O,O,O,X,X,O,X,X
LIOZJTS,X,O,X,O,X,X,X,X
LIOZJST,X,X,O,O,X,O,X,X
LIOZSTJ,O,O,O,X,X,O,X,X
LIOZSJT,X,X,O,X,X,O,X,X
LJTISZO,X,X,X,O,X,X,O,X
LJTISOZ,X,X,X,O,X,X,O,X
LJTIZSO,X,X,X,O,X,X,O,X
LJTIZOS,X,X,X,O,X,X,O,X
LJTIOSZ,X,X,X,O,X,X,O,X
LJTIOZS,X,X,X,O,X,X,O,X
LJTSIZO,X,X,X,O,O,X,O,X
LJTSIOZ,X,X,X,O,O,X,O,X
LJTSZIO,X,X,X,X,O,X,O,X
LJTSZOI,X,X,X,X,O,X,O,X
LJTSOIZ,X,X,X,O,O,X,O,X
LJTSOZI,X,X,X,X,O,X,O,X
LJTZISO,X,X,X,O,X,X,O,X
LJTZIOS,X,X,X,O,X,X,O,X
LJTZSIO,X,X,X,X,X,X,O,X
LJTZSOI,X,X,X,X,X,X,O,X
LJTZOIS,X,X,X,O,X,X,O,X
LJTZOSI,X,X,X,X,X,X,O,X
LJTOISZ,X,X,X,O,X,X,O,X
LJTOIZS,X,X,X,O,X,X,O,X
LJTOSIZ,X,X,X,O,O,X,O,X
LJTOSZI,X,X,X,X,O,X,O,X
LJTOZIS,X,X,X,O,X,X,O,X
LJTOZSI,X,X,X,X,X,X,O,X
LJITSZO,X,X,X,O,X,X,O,X
LJITSOZ,X,X,X,O,X,X,O,X
LJITZSO,X,X,X,O,X,X,O,X
LJITZOS,X,X,X,O,X,X,O,X
LJITOSZ,X,X,X,O,X,X,O,X
LJITOZS,X,X,X,O,X,X,O,X
LJISTZO,X,X,X,O,O,X,X,X
LJISTOZ,X,X,O,O,O,X,X,X
LJISZTO,X,X,X,O,O,X,X,X
LJISZOT,X,X,X,O,O,O,X,X
LJISOTZ,X,X,O,O,O,X,X,X
LJISOZT,X,X,X,O,O,O,X,X
LJIZTSO,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,X
LJIZSTO,X,X,X,O,X,X,X,X
LJIZSOT,X,X,X,O,X,O,X,X
LJIZOTS,X,X,X,O,X,X,X,X
LJIZOST,X,X,X,O,X,O,X,X
LJIOTSZ,X,X,X,O,X,X,O,X
LJIOTZS,X,X,X,O,X,X,O,X
LJIOSTZ,X,X,O,O,O,X,X,X
LJIOSZT,X,X,X,O,O,O,X,X
LJIOZTS,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,O,X,O,X,X
LJSTIZO,X,X,X,O,O,X,O,X
LJSTIOZ,X,X,O,O,O,X,O,O
LJSTZIO,X,X,O,X,O,X,O,X
LJSTZOI,X,X,O,X,O,X,O,X
LJSTOIZ,X,X,O,O,O,X,O,O
LJSTOZI,X,X,O,X,O,X,O,O
LJSITZO,X,X,X,O,O,X,X,X
LJSITOZ,X,X,O,O,O,X,X,O
LJSIZTO,X,X,X,O,O,X,X,X
LJSIZOT,X,X,X,O,O,O,X,O
LJSIOTZ,X,X,O,O,O,X,X,O
LJSIOZT,X,X,X,O,O,O,X,O
LJSZTIO,X,X,O,X,O,X,X,X
LJSZTOI,X,X,O,X,O,X,X,X
LJSZITO,X,X,O,X,O,X,X,X
LJSZIOT,X,X,O,X,O,O,X,O
LJSZOTI,X,X,O,X,O,X,X,O
LJSZOIT,X,X,O,X,O,O,X,O
LJSOTIZ,X,X,O,O,O,X,O,O
LJSOTZI,X,X,O,X,O,X,O,O
LJSOITZ,X,X,O,O,O,X,X,O
LJSOIZT,X,X,X,O,O,O,X,O
LJSOZTI,X,X,O,X,O,X,X,O
LJSOZIT,X,X,O,X,O,O,X,O
LJZTISO,X,X,X,O,X,X,O,X
LJZTIOS,X,X,X,O,X,X,O,X
LJZTSIO,X,X,X,X,X,X,O,X
LJZTSOI,X,X,X,X,X,X,O,X
LJZTOIS,X,X,X,O,X,X,O,X
LJZTOSI,X,X,X,X,X,X,O,X
LJZITSO,X,X,X,O,X,X,X,X
LJZITOS,X,X,X,O,X,X,X,X
LJZISTO,X,X,O,O,O,X,X,X
LJZISOT,X,X,O,O,O,O,X,X
LJZIOTS,X,X,X,O,X,X,X,X
LJZIOST,X,X,O,O,X,O,X,X
LJZSTIO,X,X,O,X,O,X,X,X
LJZSTOI,X,X,O,X,O,X,X,X
LJZSITO,X,X,O,X,O,X,X,X
LJZSIOT,X,X,O,X,O,O,X,X
LJZSOTI,X,X,O,X,O,X,X,X
LJZSOIT,X,X,O,X,O,O,X,X
LJZOTIS,X,X,X,O,X,X,O,X
LJZOTSI,X,X,X,X,X,X,O,X
LJZOITS,X,X,X,O,X,X,X,X
LJZOIST,X,X,O,O,X,O,X,X
LJZOSTI,X,X,O,X,O,X,X,X
LJZOSIT,X,X,O,X,O,O,X,X
LJOTISZ,X,X,X,O,X,X,O,X
LJOTIZS,X,X,X,O,X,X,O,X
LJOTSIZ,X,X,X,O,O,X,O,X
LJOTSZI,X,X,X,X,O,X,O,X
LJOTZIS,X,X,X,O,X,X,O,X
LJOTZSI,X,X,X,X,X,X,O,X
LJOITSZ,X,X,X,O,X,X,O,X
LJOITZS,X,X,X,O,X,X,O,X
LJOISTZ,X,X,O,O,O,X,X,X
LJOISZT,X,X,X,O,O,O,X,X
LJOIZTS,X,X,X,O,X,X,X,X
LJOIZST,X,X,X,O,X,O,X,X
LJOSTIZ,X,X,O,O,O,X,O,O
LJOSTZI,X,X,O,X,O,X,O,O
LJOSITZ,X,X,O,O,O,X,X,O
LJOSIZT,X,X,X,O,O,O,X,O
LJOSZTI,X,X,O,X,O,X,X,O
LJOSZIT,X,X,O,X,O,O,X,O
LJOZTIS,X,X,X,O,X,X,O,X
LJOZTSI,X,X,X,X,X,X,O,X
LJOZITS,X,X,X,O,X,X,X,X
LJOZIST,X,X,O,O,X,O,X,X
LJOZSTI,X,X,O,X,O,X,X,O
LJOZSIT,X,X,O,X,O,O,X,O
LSTIJZO,O,X,X,O,X,X,O,X
LSTIJOZ,X,O,O,O,X,X,O,O
LSTIZJO,O,O,O,X,X,X,X,X
LSTIZOJ,X,O,O,X,X,O,X,O
LSTIOJZ,X,O,O,O,X,X,O,O
LSTIOZJ,X,O,O,X,X,O,X,O
LSTJIZO,O,X,X,O,O,X,O,X
LSTJIOZ,X,O,O,O,O,X,O,O
LSTJZIO,O,X,O,X,O,X,O,X
LSTJZOI,X,X,O,X,O,X,O,X
LSTJOIZ,X,O,O,O,O,X,O,O
LSTJOZI,X,X,O,X,O,X,O,O
LSTZIJO,O,O,O,X,X,X,X,X
LSTZIOJ,X,O,O,X,O,O,X,O
LSTZJIO,O,O,O,X,O,X,X,X
LSTZJOI,X,O,O,X,O,X,X,X
LSTZOIJ,X,O,O,X,O,O,X,O
LSTZOJI,X,O,O,X,O,X,X,O
LSTOIJZ,X,O,O,O,X,X,O,O
LSTOIZJ,X,O,O,X,X,O,X,O
LSTOJIZ,X,O,O,O,O,X,O,O
LSTOJZI,X,X,O,X,O,X,O,O
LSTOZIJ,X,O,O,X,O,O,X,O
LSTOZJI,X,O,O,X,O,X,X,O
LSITJZO,O,X,X,O,X,X,X,X
LSITJOZ,X,O,O,O,X,X,X,O
LSITZJO,O,O,O,X,X,X,X,X
LSITZOJ,X,O,O,X,X,O,X,O
LSITOJZ,X,O,O,O,X,X,X,O
LSITOZJ,X,O,O,X,X,O,X,O
LSIJTZO,X,X,X,O,O,X,X,X
LSIJTOZ,X,X,O,O,O,X,X,O
LSIJZTO,X,X,X,O,O,X,X,X
LSIJZOT,X,X,X,O,O,O,X,O
LSIJOTZ,X,X,O,O,O,X,X,O
LSIJOZT,X,X,X,O,O,O,X,O
LSIZTJO,O,O,O,X,X,X,X,X
LSIZTOJ,X,O,O,X,O,O,X,O
LSIZJTO,X,X,O,X,O,X,X,X
LSIZJOT,X,X,O,X,O,O,X,O
LSIZOTJ,O,O,O,X,O,O,X,O
LSIZOJT,X,X,O,X,O,O,X,O
LSIOTJZ,O,O,O,O,X,X,X,O
LSIOTZJ,O,O,O,X,X,O,X,O
LSIOJTZ,X,X,O,O,O,X,X,O
LSIOJZT,X,X,X,O,O,O,X,O
LSIOZTJ,O,O,O,X,O,O,X,O
LSIOZJT,X,X,O,X,O,O,X,O
LSJTIZO,X,X,X,O,O,X,O,X
LSJTIOZ,X,X,O,O,O,X,O,O
LSJTZIO,X,X,O,X,O,X,O,X
LSJTZOI,X,X,O,X,O,X,O,X
LSJTOIZ,X,X,O,O,O,X,O,O
LSJTOZI,X,X,O,X,O,X,O,O
LSJITZO,X,X,X,O,O,X,X,X
LSJITOZ,X,X,O,O,O,X,X,O
LSJIZTO,X,X,X,O,O,X,X,X
LSJIZOT,X,X,X,O,O,O,X,O
LSJIOTZ,X,X,O,O,O,X,X,O
LSJIOZT,X,X,X,O,O,O,X,O
LSJZTIO,X,X,O,X,O,X,X,X
LSJZTOI,X,X,O,X,O,X,X,X
LSJZITO,X,X,O,X,O,X,X,X
LSJZIOT,X,X,O,X,O,O,X,O
LSJZOTI,X,X,O,X,O,X,X,O
LSJZOIT,X,X,O,X,O,O,X,O
LSJOTIZ,X,X,O,O,O,X,O,O
LSJOTZI,X,X,O,X,O,X,O,O
LSJOITZ,X,X,O,O,O,X,X,O
LSJOIZT,X,X,X,O,O,O,X,O
LSJOZTI,X,X,O,X,O,X,X,O
LSJOZIT,X,X,O,X,O,O,X,O
LSZTIJO,O,O,O,X,X,X,X,X
LSZTIOJ,X,O,O,X,O,O,X,O
LSZTJIO,O,O,O,X,O,X,X,X
LSZTJOI,X,O,O,X,O,X,X,X
LSZTOIJ,X,O,O,X,O,O,X,O
LSZTOJI,X,O,O,X,O,X,X,O
LSZITJO,O,O,O,X,X,X,X,X
LSZITOJ,X,O,O,X,O,O,X,O
LSZIJTO,X,X,O,X,O,X,X,X
LSZIJOT,X,X,O,X,O,O,X,O
LSZIOTJ,O,O,O,X,O,O,X,O
LSZIOJT,X,X,O,X,O,O,X,O
LSZJTIO,X,X,O,X,O,X,X,X
LSZJTOI,X,X,O,X,O,X,X,X
LSZJITO,X,X,O,X,O,X,X,X
LSZJIOT,X,X,O,X,O,O,X,O
LSZJOTI,X,X,O,X,O,X,X,O
LSZJOIT,X,X,O,X,O,O,X,O
LSZOTIJ,O,O,O,X,O,O,X,O
LSZOTJI,O,O,O,X,O,X,X,O
LSZOITJ,O,O,O,X,O,O,X,O
LSZOIJT,X,X,O,X,O,O,X,O
LSZOJTI,X,X,O,X,O,X,X,O
LSZOJIT,X,X,O,X,O,O,X,O
LSOTIJZ,O,O,O,O,X,X,O,O
LSOTIZJ,O,O,O,X,X,O,X,O
LSOTJIZ,O,O,O,O,O,X,O,O
LSOTJZI,O,X,O,X,O,X,O,O
LSOTZIJ,O,O,O,X,O,O,X,O
LSOTZJI,O,O,O,X,O,X,X,O
LSOITJZ,O,O,O,O,X,X,X,O
LSOITZJ,O,O,O,X,X,O,X,O
LSOIJTZ,X,X,O,O,O,X,X,O
LSOIJZT,X,X,X,O,O,O,X,O
LSOIZTJ,O,O,O,X,O,O,X,O
LSOIZJT,X,X,O,X,O,O,X,O
LSOJTIZ,X,X,O,O,O,X,O,O
LSOJTZI,X,X,O,X,O,X,O,O
LSOJITZ,X,X,O,O,O,X,X,O
LSOJIZT,X,X,X,O,O,O,X,O
LSOJZTI,X,X,O,X,O,X,X,O
LSOJZIT,X,X,O,X,O,O,X,O
LSOZTIJ,O,O,O,X,O,O,X,O
LSOZTJI,O,O,O,X,O,X,X,O
LSOZITJ,O,O,O,X,O,O,X,O
LSOZIJT,X,X,O,X,O,O,X,O
LSOZJTI,X,X,O,X,O,X,X,O
LSOZJIT,X,X,O,X,O,O,X,O
LZTIJSO,O,O,X,O,X,X,O,X
LZTIJOS,X,O,X,O,X,X,O,X
LZTISJO,O,O,O,X,X,X,X,X
LZTISOJ,X,O,O,X,X,O,X,X
LZTIOJS,X,O,X,O,X,X,O,X
LZTIOSJ,X,O,O,X,X,O,X,X
LZTJISO,O,O,X,O,X,X,O,X
LZTJIOS,X,O,X,O,X,X,O,X
LZTJSIO,O,O,X,X,X,X,O,X
LZTJSOI,X,O,X,X,X,X,O,X
LZTJOIS,X,O,X,O,X,X,O,X
LZTJOSI,X,O,X,X,X,X,O,X
LZTSIJO,O,O,O,X,X,X,X,X
LZTSIOJ,X,O,O,X,X,O,X,X
LZTSJIO,O,O,O,X,X,X,X,X
LZTSJOI,X,O,O,X,X,X,X,X
LZTSOIJ,X,O,O,X,X,O,X,X
LZTSOJI,X,O,O,X,X,X,X,X
LZTOIJS,X,O,X,O,X,X,O,X
LZTOISJ,X,O,O,X,X,O,X,X
LZTOJIS,X,O,X,O,X,X,O,X
LZTOJSI,X,O,X,X,X,X,O,X
LZTOSIJ,X,O,O,X,X,O,X,X
LZTOSJI,X,O,O,X,X,X,X,X
LZITJSO,O,O,X,O,X,X,X,X
LZITJOS,X,O,X,O,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,X
LZITSOJ,X,O,O,X,X,O,X,X
LZITOJS,X,O,X,O,X,X,X,X
LZITOSJ,X,O,O,X,X,O,X,X
LZIJTSO,X,O,X,O,X,X,X,X
LZIJTOS,X,O,X,O,X,X,X,X
LZIJSTO,X,X,O,O,X,X,X,X
LZIJSOT,X,X,O,O,X,O,X,X
LZIJOTS,X,O,X,O,X,X,X,X
LZIJOST,X,X,O,O,X,O,X,X
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,X,O,O,X,O,O,X,X
LZISJTO,X,X,O,X,X,X,X,X
LZISJOT,X,X,O,X,O,O,X,X
LZISOTJ,O,O,O,X,O,O,X,X
LZISOJT,X,X,O,X,O,O,X,X
LZIOTJS,O,O,X,O,X,X,X,X
LZIOTSJ,O,O,O,X,X,O,X,X
LZIOJTS,X,O,X,O,X,X,X,X
LZIOJST,X,X,O,O,X,O,X,X
LZIOSTJ,O,O,O,X,X,O,X,X
LZIOSJT,X,X,O,X,X,O,X,X
LZJTISO,X,O,X,O,X,X,O,X
LZJTIOS,X,O,X,O,X,X,O,X
LZJTSIO,X,O,X,X,X,X,O,X
LZJTSOI,X,O,X,X,X,X,O,X
LZJTOIS,X,O,X,O,X,X,O,X
LZJTOSI,X,O,X,X,X,X,O,X
LZJITSO,X,O,X,O,X,X,X,X
LZJITOS,X,O,X,O,X,X,X,X
LZJISTO,X,X,O,O,O,X,X,X
LZJISOT,X,X,O,O,O,O,X,X
LZJIOTS,X,O,X,O,X,X,X,X
LZJIOST,X,X,O,O,X,O,X,X
LZJSTIO,X,X,O,X,O,X,X,X
LZJSTOI,X,X,O,X,O,X,X,X
LZJSITO,X,X,O,X,O,X,X,X
LZJSIOT,X,X,O,X,O,O,X,X
LZJSOTI,X,X,O,X,O,X,X,X
LZJSOIT,X,X,O,X,O,O,X,X
LZJOTIS,X,O,X,O,X,X,O,X
LZJOTSI,X,O,X,X,X,X,O,X
LZJOITS,X,O,X,O,X,X,X,X
LZJOIST,X,X,O,O,X,O,X,X
LZJOSTI,X,X,O,X,O,X,X,X
LZJOSIT,X,X,O,X,O,O,X,X
LZSTIJO,O,O,O,X,X,X,X,X
LZSTIOJ,X,O,O,X,O,O,X,O
LZSTJIO,O,O,O,X,O,X,X,X
LZSTJOI,X,O,O,X,O,X,X,X
LZSTOIJ,X,O,O,X,O,O,X,O
LZSTOJI,X,O,O,X,O,X,X,O
LZSITJO,O,O,O,X,X,X,X,X
LZSITOJ,X,O,O,X,O,O,X,O
LZSIJTO,X,X,O,X,O,X,X,X
LZSIJOT,X,X,O,X,O,O,X,O
LZSIOTJ,O,O,O,X,O,O,X,O
LZSIOJT,X,X,O,X,O,O,X,O
LZSJTIO,X,X,O,X,O,X,X,X
LZSJTOI,X,X,O,X,O,X,X,X
LZSJITO,X,X,O,X,O,X,X,X
LZSJIOT,X,X,O,X,O,O,X,O
LZSJOTI,X,X,O,X,O,X,X,O
LZSJOIT,X,X,O,X,O,O,X,O
LZSOTIJ,O,O,O,X,O,O,X,O
LZSOTJI,O,O,O,X,O,X,X,O
LZSOITJ,O,O,O,X,O,O,X,O
LZSOIJT,X,X,O,X,O,O,X,O
LZSOJTI,X,X,O,X,O,X,X,O
LZSOJIT,X,X,O,X,O,O,X,O
LZOTIJS,O,O,X,O,X,X,O,X
LZOTISJ,O,O,O,X,X,O,X,X
LZOTJIS,O,O,X,O,X,X,O,X
LZOTJSI,O,O,X,X,X,X,O,X
LZOTSIJ,O,O,O,X,X,O,X,X
LZOTSJI,O,O,O,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X
LZOITSJ,O,O,O,X,X,O,X,X
LZOIJTS,X,O,X,O,X,X,X,X
LZOIJST,X,X,O,O,X,O,X,X
LZOISTJ,O,O,O,X,X,O,X,X
LZOISJT,X,X,O,X,X,O,X,X
LZOJTIS,X,O,X,O,X,X,O,X
LZOJTSI,X,O,X,X,X,X,O,X
LZOJITS,X,O,X,O,X,X,X,X
LZOJIST,X,X,O,O,X,O,X,X
LZOJSTI,X,X,O,X,O,X,X,O
LZOJSIT,X,X,O,X,O,O,X,O
LZOSTIJ,O,O,O,X,O,O,X,O
LZOSTJI,O,O,O,X,O,X,X,O
LZOSITJ,O,O,O,X,O,O,X,O
LZOSIJT,X,X,O,X,O,O,X,O
LZOSJTI,X,X,O,X,O,X,X,O
LZOSJIT,X,X,O,X,O,O,X,O
LOTIJSZ,O,O,X,O,X,X,O,X
LOTIJZS,O,X,X,O,X,X,O,X
LOTISJZ,O,O,O,O,X,X,O,X
LOTISZJ,O,O,O,X,X,O,X,X
LOTIZJS,O,O,X,O,X,X,O,X
LOTIZSJ,O,O,X,X,X,O,X,X
LOTJISZ,O,O,X,O,X,X,O,X
LOTJIZS,O,X,X,O,X,X,O,X
LOTJSIZ,O,O,X,O,O,X,O,X
LOTJSZI,O,X,X,X,O,X,O,X
LOTJZIS,O,X,X,O,X,X,O,X
LOTJZSI,O,X,X,X,X,X,O,X
LOTSIJZ,O,O,O,O,X,X,O,X
LOTSIZJ,O,O,O,X,X,O,X,X
LOTSJIZ,O,O,O,O,O,X,O,X
LOTSJZI,O,X,O,X,O,X,O,X
LOTSZIJ,O,O,O,X,O,O,X,X
LOTSZJI,O,O,O,X,O,X,X,X
LOTZIJS,O,O,X,O,X,X,O,X
LOTZISJ,O,O,O,X,X,O,X,X
LOTZJIS,O,O,X,O,X,X,O,X
LOTZJSI,O,O,X,X,X,X,O,X
LOTZSIJ,O,O,O,X,X,O,X,X
LOTZSJI,O,O,O,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,O,X
LOITJZS,O,X,X,O,X,X,O,X
LOITSJZ,O,O,O,O,X,X,O,X
LOITSZJ,O,O,O,X,X,O,X,X
LOITZJS,O,O,X,O,X,X,O,X
LOITZSJ,O,O,X,X,X,O,X,X
LOIJTSZ,X,X,X,O,X,X,O,X
LOIJTZS,X,X,X,O,X,X,O,X
LOIJSTZ,X,X,O,O,O,X,X,X
LOIJSZT,X,X,X,O,O,O,X,X
LOIJZTS,X,X,X,O,X,X,X,X
LOIJZST,X,X,X,O,X,O,X,X
LOISTJZ,O,O,O,O,X,X,X,X
LOISTZJ,O,O,O,X,X,O,X,X
LOISJTZ,X,X,O,O,O,X,X,X
LOISJZT,X,X,X,O,O,O,X,X
LOISZTJ,O,O,O,X,O,O,X,X
LOISZJT,X,X,O,X,O,O,X,X
LOIZTJS,O,O,X,O,X,X,X,X
LOIZTSJ,O,O,O,X,X,O,X,X
LOIZJTS,X,O,X,O,X,X,X,X
LOIZJST,X,X,O,O,X,O,X,X
LOIZSTJ,O,O,O,X,X,O,X,X
LOIZSJT,X,X,O,X,X,O,X,X
LOJTISZ,X,X,X,O,X,X,O,X
LOJTIZS,X,X,X,O,X,X,O,X
LOJTSIZ,X,X,X,O,O,X,O,X
LOJTSZI,X,X,X,X,O,X,O,X
LOJTZIS,X,X,X,O,X,X,O,X
LOJTZSI,X,X,X,X,X,X,O,X
LOJITSZ,X,X,X,O,X,X,O,X
LOJITZS,X,X,X,O,X,X,O,X
LOJISTZ,X,X,O,O,O,X,X,X
LOJISZT,X,X,X,O,O,O,X,X
LOJIZTS,X,X,X,O,X,X,X,X
LOJIZST,X,X,X,O,X,O,X,X
LOJSTIZ,X,X,O,O,O,X,O,O
LOJSTZI,X,X,O,X,O,X,O,O
LOJSITZ,X,X,O,O,O,X,X,O
LOJSIZT,X,X,X,O,O,O,X,O
LOJSZTI,X,X,O,X,O,X,X,O
LOJSZIT,X,X,O,X,O,O,X,O
LOJZTIS,X,X,X,O,X,X,O,X
LOJZTSI,X,X,X,X,X,X,O,X
LOJZITS,X,X,X,O,X,X,X,X
LOJZIST,X,X,O,O,X,O,X,X
LOJZSTI,X,X,O,X,O,X,X,O
LOJZSIT,X,X,O,X,O,O,X,O
LOSTIJZ,O,O,O,O,X,X,O,O
LOSTIZJ,O,O,O,X,X,O,X,O
LOSTJIZ,O,O,O,O,O,X,O,O
LOSTJZI,O,X,O,X,O,X,O,O
LOSTZIJ,O,O,O,X,O,O,X,O
LOSTZJI,O,O,O,X,O,X,X,O
LOSITJZ,O,O,O,O,X,X,X,O
LOSITZJ,O,O,O,X,X,O,X,O
LOSIJTZ,X,X,O,O,O,X,X,O
LOSIJZT,X,X,X,O,O,O,X,O
LOSIZTJ,O,O,O,X,O,O,X,O
LOSIZJT,X,X,O,X,O,O,X,O
LOSJTIZ,X,X,O,O,O,X,O,O
LOSJTZI,X,X,O,X,O,X,O,O
LOSJITZ,X,X,O,O,O,X,X,O
LOSJIZT,X,X,X,O,O,O,X,O
LOSJZTI,X,X,O,X,O,X,X,O
LOSJZIT,X,X,O,X,O,O,X,O
LOSZTIJ,O,O,O,X,O,O,X,O
LOSZTJI,O,O,O,X,O,X,X,O
LOSZITJ,O,O,O,X,O,O,X,O
LOSZIJT,X,X,O,X,O,O,X,O
LOSZJTI,X,X,O,X,O,X,X,O
LOSZJIT,X,X,O,X,O,O,X,O
LOZTIJS,O,O,X,O,X,X,O,X
LOZTISJ,O,O,O,X,X,O,X,X
LOZTJIS,O,O,X,O,X,X,O,X
LOZTJSI,O,O,X,X,X,X,O,X
LOZTSIJ,O,O,O,X,X,O,X,X
LOZTSJI,O,O,O,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X
LOZITSJ,O,O,O,X,X,O,X,X
LOZIJTS,X,O,X,O,X,X,X,X
LOZIJST,X,X,O,O,X,O,X,X
LOZISTJ,O,O,O,X,X,O,X,X
LOZISJT,X,X,O,X,X,O,X,X
LOZJTIS,X,O,X,O,X,X,O,X
LOZJTSI,X,O,X,X,X,X,O,X
LOZJITS,X,O,X,O,X,X,X,X
LOZJIST,X,X,O,O,X,O,X,X
LOZJSTI,X,X,O,X,O,X,X,O
LOZJSIT,X,X,O,X,O,O,X,O
LOZSTIJ,O,O,O,X,O,O,X,O
LOZSTJI,O,O,O,X,O,X,X,O
LOZSITJ,O,O,O,X,O,O,X,O
LOZSIJT,X,X,O,X,O,O,X,O
LOZSJTI,X,X,O,X,O,X,X,O
LOZSJIT,X,X,O,X,O,O,X,O
JTILSZO,O,X,X,O,X,X,O,X
JTILSOZ,X,O,X,O,X,X,O,X
JTILZSO,O,X,X,O,X,X,O,X
JTILZOS,X,X,X,O,X,X,O,X
JTILOSZ,X,O,X,O,X,X,O,X
JTILOZS,X,X,X,O,X,X,O,X
JTISLZO,O,X,X,O,X,X,O,X
JTISLOZ,X,O,O,O,X,X,O,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,O,X
JTIZLOS,X,O,X,O,X,X,O,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,O,X,X,O,X
JTIOLZS,X,X,X,O,X,X,O,X
JTIOSLZ,X,O,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X
JTLISZO,O,X,X,O,X,X,O,X
JTLISOZ,X,O,X,O,X,X,O,X
JTLIZSO,O,X,X,O,X,X,O,X
JTLIZOS,X,X,X,O,X,X,O,X
JTLIOSZ,X,O,X,O,X,X,O,X
JTLIOZS,X,X,X,O,X,X,O,X
JTLSIZO,O,X,X,O,O,X,O,X
JTLSIOZ,X,O,X,O,O,X,O,X
JTLSZIO,O,X,X,X,O,X,O,X
JTLSZOI,X,X,X,X,O,X,O,X
JTLSOIZ,X,O,X,O,O,X,O,X
JTLSOZI,X,X,X,X,O,X,O,X
JTLZISO,O,X,X,O,X,X,O,X
JTLZIOS,X,X,X,O,X,X,O,X
JTLZSIO,O,X,X,X,X,X,O,X
JTLZSOI,X,X,X,X,X,X,O,X
JTLZOIS,X,X,X,O,X,X,O,X
JTLZOSI,X,X,X,X,X,X,O,X
JTLOISZ,X,O,X,O,X,X,O,X
JTLOIZS,X,X,X,O,X,X,O,X
JTLOSIZ,X,O,X,O,O,X,O,X
JTLOSZI,X,X,X,X,O,X,O,X
JTLOZIS,X,X,X,O,X,X,O,X
JTLOZSI,X,X,X,X,X,X,O,X
JTSILZO,O,X,X,O,X,X,O,X
JTSILOZ,X,O,O,O,X,X,O,X
JTSIZLO,O,O,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X
JTSLIZO,O,X,X,O,O,X,O,X
JTSLIOZ,X,O,O,O,O,X,O,O
JTSLZIO,O,X,O,X,O,X,O,X
JTSLZOI,X,X,O,X,O,X,O,X
JTSLOIZ,X,O,O,O,O,X,O,O
JTSLOZI,X,X,O,X,O,X,O,O
JTSZILO,O,O,O,X,O,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X
JTSZLIO,O,O,O,X,O,X,X,X
JTSZLOI,X,O,O,X,O,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X
JTSZOLI,X,O,X,X,X,X,X,X
JTSOILZ,X,O,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X
