sequence,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFTiB6oB/qB8?sBmrBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFOmBxiBfsBS?tB0qBlsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFVnBilBXoBG?oBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFihB1rBxnBG?oB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF0iB6oBTlBX?rBlsBmrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF8mBSoBlqBx?sBOrB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JelAJvhFziB+oB/qBx?rBirBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF0iB6oBxqBl?sBmrBXrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeGDJvhFxlBXnBVtBi?lBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF8mBfoB6oBm?qBTsBlqB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFBJvhFxiBSsBToBm?qB/qBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeyGJvhFGjBUoBxqBT?sB/qBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFXiB+oBilBz?qBFsB8sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFlhB2rBxnBS?tB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFDJvhFxlBXnBStBT?lBerBUsB
STLJZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
STLZIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O
STLZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
STLOIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
STLOJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STJZOLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STJOLIZ,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
STJOLZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STJOZIL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STJOZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STZILOJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
STZIOLJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STZIOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOIZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STOLIJZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
STOLIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
STOLJZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STOLZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOJLIZ,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
STOJLZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STOJZIL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
STOZLIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
SITLJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SITLZJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O
SITLZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O
SITLOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SITLOZJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
SITJLZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SITJOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZLJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SITZOLJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SITZOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
SITOLZJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITOZLJ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SITOZJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
SILTJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
SILTJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SILTZJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
SILTZOJ,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
SILTOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SILTOZJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
SILJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SILJTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SILJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SILZTOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SILZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SILOTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SILOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJLTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJLZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIZLTOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
SIZLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
SIOTLZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SIOTZJL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O
SIOLTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SIOLJTZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIOZTJL,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X
SIOZLTJ,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTIJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
SLTIJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SLTIZJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SLTIZOJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
SLTIOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SLTIOZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
SLTJIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
SLTJIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O
SLTJZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTJOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SLTZIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O
SLTZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLTOIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
SLTOJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLTOJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
SLITJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
SLITZJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
SLITZOJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
SLITOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SLITOZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
SLIJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SLIJTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SLIJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SLIZTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SLIZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
SLIOTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
SLIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SLJTIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SLJTOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
SLJITOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
SLJIZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
SLJOTZI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLJOITZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
SLJOIZT,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLJOZTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZTIJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
SLZTIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O
SLZTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZTOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SLZITOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SLZIJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOTJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLOTIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOTJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SLOTJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOTZJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
SLOITZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
SLOIJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOIZTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLOJTZI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLOJITZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOZTIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOZTJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTILZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
SJTIOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SJTLIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTLZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SJTLOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
SJTZLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
SJTZOLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTOILZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
