sequence,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFCgBmiB?/qBFmB0nBTrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBfmB?aoBGnB0qBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBGhB?/nBaoBlqBUrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflBlgB?cmBiiBznBWwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB0gB?aoBGnBzqBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBmiB?0nBlqBfrB6rB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB6lB?ThBmiB0nBVwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFThB/nB?aoBFlBUrBGqB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8Jex/IvhFynBOpB?/qBFmB0nBTrB
LTZJSOI,O,O,X,X,X,X,X,X,X
LTZJOIS,X,O,X,X,X,O,X,X,X
LTZJOSI,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,X,O,X,X,X,O,X
LTZSIOJ,O,X,X,O,X,X,X,O,X
LTZSJIO,O,X,X,O,X,X,X,O,X
LTZSJOI,O,X,X,X,X,X,X,O,X
LTZSOIJ,O,X,X,O,X,X,X,O,X
LTZSOJI,O,X,X,X,X,X,X,O,X
LTZOIJS,X,O,X,X,X,O,X,X,X
LTZOISJ,X,X,X,X,X,O,X,O,X
LTZOJIS,X,O,X,X,X,O,X,X,X
LTZOJSI,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,O,X
LTZOSJI,X,X,X,X,X,X,X,O,X
LTOIJSZ,X,X,O,X,O,X,X,X,X
LTOIJZS,X,O,X,X,X,X,X,X,X
LTOISJZ,X,X,O,X,O,X,X,X,X
LTOISZJ,X,X,O,X,X,X,X,X,X
LTOIZJS,X,O,X,X,X,O,X,X,X
LTOIZSJ,X,X,X,X,X,O,X,X,X
LTOJISZ,X,X,O,X,O,X,X,X,X
LTOJIZS,X,O,X,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,O,X,X,X,X
LTOJSZI,X,X,O,X,O,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,X,O,X,X,X,X
LTOSIZJ,X,X,O,X,X,X,X,X,X
LTOSJIZ,X,X,O,X,O,X,X,X,X
LTOSJZI,X,X,O,X,O,X,X,X,X
LTOSZIJ,X,X,O,X,X,X,X,X,X
LTOSZJI,X,X,O,X,X,X,X,X,X
LTOZIJS,X,O,X,X,X,O,X,X,X
LTOZISJ,X,X,X,X,X,O,X,X,X
LTOZJIS,X,O,X,X,X,O,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,X,X,X,X,X
LITJSOZ,X,X,O,X,O,X,X,X,X
LITJZSO,X,O,X,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X,X
LITJOSZ,X,X,O,X,O,X,X,X,X
LITJOZS,X,O,X,X,X,X,X,X,X
LITSJZO,O,X,O,O,X,X,X,O,X
LITSJOZ,X,X,O,X,O,X,X,X,X
LITSZJO,O,X,O,O,X,X,X,O,X
LITSZOJ,O,X,O,O,X,X,X,O,X
LITSOJZ,X,X,O,X,O,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,O,X
LITZJSO,O,O,X,X,X,O,X,X,X
LITZJOS,X,O,X,X,X,O,X,X,X
LITZSJO,O,X,X,O,X,O,X,O,X
LITZSOJ,O,X,X,O,X,O,X,O,X
LITZOJS,X,O,X,X,X,O,X,X,X
LITZOSJ,X,X,X,X,X,O,X,O,X
LITOJSZ,X,X,O,X,O,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X
LITOSJZ,X,X,O,X,O,X,X,X,X
LITOSZJ,X,X,O,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,O,X,X,X
LITOZSJ,X,X,X,X,X,O,X,X,X
LIJTSZO,X,X,O,X,X,X,X,X,O
LIJTSOZ,X,X,O,X,O,X,X,X,O
LIJTZSO,X,O,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,O,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X
LIJSTZO,O,X,O,O,X,X,X,X,O
LIJSTOZ,X,X,O,X,O,X,X,X,O
LIJSZTO,O,O,O,O,X,X,X,X,O
LIJSZOT,O,O,O,O,O,X,X,X,X
LIJSOTZ,X,X,O,X,O,X,X,X,O
LIJSOZT,X,O,O,O,O,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X
LIJZSTO,O,O,X,O,X,X,X,X,O
LIJZSOT,O,O,X,X,O,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,O,X,X,X,O
LIJOSZT,X,O,O,X,O,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,O,X,X,X,X
LISTJZO,O,X,O,O,X,X,O,O,O
LISTJOZ,X,X,O,X,O,X,O,X,O
LISTZJO,O,X,O,O,X,X,O,O,X
LISTZOJ,O,X,O,O,X,X,O,O,X
LISTOJZ,X,X,O,X,O,X,O,X,X
LISTOZJ,O,X,O,X,X,X,O,O,X
LISJTZO,O,X,O,O,X,X,X,O,O
LISJTOZ,X,X,O,X,O,X,X,X,O
LISJZTO,O,O,O,O,X,X,X,O,O
LISJZOT,O,O,O,O,O,X,X,O,X
LISJOTZ,X,X,O,O,O,X,X,X,O
LISJOZT,X,O,O,O,O,X,X,O,X
LISZTJO,O,X,O,O,X,X,O,O,X
LISZTOJ,O,X,O,O,X,X,O,O,X
LISZJTO,O,O,O,O,X,X,O,O,X
LISZJOT,O,O,O,O,O,X,X,O,X
LISZOTJ,O,X,O,O,X,X,X,O,X
LISZOJT,O,O,O,O,O,X,X,O,X
LISOTJZ,X,X,O,O,O,X,X,X,X
LISOTZJ,O,X,O,O,X,X,X,O,X
LISOJTZ,X,X,O,O,O,X,X,X,X
LISOJZT,X,O,O,O,O,X,X,O,X
LISOZTJ,O,X,O,O,X,X,X,O,X
LISOZJT,O,O,O,O,O,X,X,O,X
LIZTJSO,O,O,X,X,X,O,X,X,X
LIZTJOS,X,O,X,X,X,O,X,X,X
LIZTSJO,O,X,X,O,X,O,X,O,X
LIZTSOJ,O,X,X,O,X,O,X,O,X
LIZTOJS,X,O,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,X,X,O,X,O,X
LIZJTSO,O,O,X,X,X,O,X,X,X
LIZJTOS,X,O,X,X,X,O,X,X,X
LIZJSTO,O,O,X,O,X,X,O,X,X
LIZJSOT,O,O,X,X,O,X,X,X,X
LIZJOTS,X,O,X,X,X,O,X,X,X
LIZJOST,O,O,X,X,O,X,X,X,X
LIZSTJO,O,X,X,O,X,X,O,O,X
LIZSTOJ,O,X,X,O,X,X,O,O,X
LIZSJTO,O,O,X,O,X,X,O,O,X
LIZSJOT,O,O,X,O,O,X,X,O,X
LIZSOTJ,O,X,X,O,X,X,X,O,X
LIZSOJT,O,O,X,O,O,X,X,O,X
LIZOTJS,X,O,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,O,X,O,X,O,X
LIZOJTS,X,O,X,X,X,O,X,X,X
LIZOJST,O,O,X,O,O,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,O,X
LIZOSJT,O,O,X,O,O,X,X,O,X
LIOTJSZ,X,X,O,X,O,X,X,X,X
LIOTJZS,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,O,X,X,X,X
LIOTSZJ,X,X,O,O,X,X,X,X,X
LIOTZJS,X,O,X,X,X,O,X,X,X
LIOTZSJ,X,X,X,O,X,O,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,O,X,X,X,X
LIOJSZT,X,O,O,O,O,X,X,X,X
LIOJZTS,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,X,O,O,X,X,X,X
LIOSTJZ,X,X,O,O,O,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,O,X
LIOSJTZ,X,X,O,O,O,X,X,X,X
LIOSJZT,X,O,O,O,O,X,X,O,X
LIOSZTJ,O,X,O,O,X,X,X,O,X
LIOSZJT,O,O,O,O,O,X,X,O,X
LIOZTJS,X,O,X,X,X,O,X,X,X
LIOZTSJ,X,X,X,O,X,O,X,O,X
LIOZJTS,X,O,X,X,X,O,X,X,X
LIOZJST,O,O,X,O,O,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,O,X
LIOZSJT,O,O,X,O,O,X,X,O,X
LJTISZO,X,X,O,X,X,X,X,X,O
LJTISOZ,X,X,O,X,O,X,X,X,O
LJTIZSO,X,O,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,O,X,O,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,O,X,X,X,X,X,O
LJTSIOZ,X,X,O,X,O,X,X,X,O
LJTSZIO,X,X,O,X,X,X,X,X,O
LJTSZOI,X,X,O,X,X,X,X,X,O
LJTSOIZ,X,X,O,X,O,X,X,X,O
LJTSOZI,X,X,O,X,O,X,X,X,O
LJTZISO,X,O,X,X,X,X,X,X,X
LJTZIOS,X,O,X,X,X,X,X,X,X
LJTZSIO,X,O,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,X,X,X,X,X
LJTZOIS,X,O,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,O,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,O,X,X,X,X
LJTOSZI,X,X,O,X,O,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,O,X,X,X,X,X,O
LJITSOZ,X,X,O,X,O,X,X,X,O
LJITZSO,X,O,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,O,X,O,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,X
LJISTZO,O,X,O,O,X,X,X,X,O
LJISTOZ,X,X,O,X,O,X,X,X,O
LJISZTO,O,O,O,O,X,X,X,X,O
LJISZOT,O,O,O,O,O,X,X,X,X
LJISOTZ,X,X,O,X,O,X,X,X,O
LJISOZT,X,O,O,O,O,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X
LJIZSTO,O,O,X,O,X,X,X,X,O
LJIZSOT,O,O,X,X,O,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,O,X,X,X,O
LJIOSZT,X,O,O,X,O,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,O,X,X,X,X
LJSTIZO,O,X,O,O,X,X,X,X,O
LJSTIOZ,X,X,O,X,O,X,X,X,O
LJSTZIO,O,X,O,O,X,X,X,X,O
LJSTZOI,O,X,O,O,X,X,X,X,O
LJSTOIZ,X,X,O,X,O,X,X,X,O
LJSTOZI,X,X,O,X,O,X,X,X,O
LJSITZO,O,X,O,O,X,X,X,X,O
LJSITOZ,X,X,O,X,O,X,X,X,O
LJSIZTO,O,O,O,O,X,X,X,X,O
LJSIZOT,O,O,O,O,O,X,X,X,X
LJSIOTZ,X,X,O,X,O,X,X,X,O
LJSIOZT,X,O,O,O,O,X,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,O
LJSZTOI,O,O,O,O,X,X,X,X,O
LJSZITO,O,O,O,O,X,X,X,X,O
LJSZIOT,O,O,O,O,O,X,X,X,X
LJSZOTI,O,O,X,O,O,X,X,X,X
LJSZOIT,O,O,O,O,O,X,X,X,X
LJSOTIZ,X,X,O,X,O,X,X,X,O
LJSOTZI,X,X,O,X,O,X,X,X,O
LJSOITZ,X,X,O,X,O,X,X,X,O
LJSOIZT,X,O,O,O,O,X,X,X,X
LJSOZTI,X,O,X,O,O,X,X,X,X
LJSOZIT,X,O,O,O,O,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X
LJZISTO,O,O,X,O,X,X,X,X,O
LJZISOT,O,O,X,X,O,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,O,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X,O
LJZSTOI,O,O,X,X,X,X,X,X,O
LJZSITO,O,O,X,O,X,X,X,X,O
LJZSIOT,O,O,X,X,O,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X,X
LJZSOIT,O,O,X,X,O,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,O,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,O,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X
LJOTIZS,X,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X,X
LJOTZIS,X,O,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X
LJOISTZ,X,X,O,X,O,X,X,X,O
LJOISZT,X,O,O,X,O,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,O,X,X,X,X
LJOSTIZ,X,X,O,X,O,X,X,X,O
LJOSTZI,X,X,X,X,O,X,X,X,O
LJOSITZ,X,X,O,X,O,X,X,X,O
LJOSIZT,X,O,O,X,O,X,X,X,X
LJOSZTI,X,O,X,X,O,X,X,X,X
LJOSZIT,X,O,O,X,O,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,O,X,X,X,X
LJOZSTI,X,O,X,X,O,X,X,X,X
LJOZSIT,X,O,X,X,O,X,X,X,X
LSTIJZO,O,X,O,O,X,X,O,O,O
LSTIJOZ,X,X,O,X,O,X,O,X,O
LSTIZJO,O,X,O,O,X,X,O,O,X
LSTIZOJ,O,X,O,O,X,X,O,O,X
LSTIOJZ,X,X,O,X,O,X,O,X,X
LSTIOZJ,O,X,O,X,X,X,O,O,X
LSTJIZO,O,X,O,O,X,X,O,O,O
LSTJIOZ,X,X,O,X,O,X,O,X,O
LSTJZIO,O,X,O,O,X,X,O,O,O
LSTJZOI,O,X,O,O,X,X,O,O,O
LSTJOIZ,X,X,O,X,O,X,O,X,O
LSTJOZI,X,X,O,X,O,X,O,X,O
LSTZIJO,O,X,O,O,X,X,O,O,X
LSTZIOJ,O,X,O,O,X,X,O,O,X
LSTZJIO,O,X,O,O,X,X,O,O,O
LSTZJOI,O,X,O,X,X,X,O,O,O
LSTZOIJ,O,X,O,O,X,X,O,O,X
LSTZOJI,O,X,O,X,X,X,O,O,X
LSTOIJZ,X,X,O,X,O,X,O,X,X
LSTOIZJ,O,X,O,X,X,X,O,O,X
LSTOJIZ,X,X,O,X,O,X,O,X,O
LSTOJZI,X,X,O,X,O,X,O,X,O
LSTOZIJ,O,X,O,X,X,X,O,O,X
LSTOZJI,O,X,O,X,X,X,O,O,X
LSITJZO,O,X,O,O,X,X,O,O,O
LSITJOZ,X,X,O,X,O,X,O,X,O
LSITZJO,O,X,O,O,X,X,O,O,X
LSITZOJ,O,X,O,O,X,X,O,O,X
LSITOJZ,X,X,O,X,O,X,O,X,X
LSITOZJ,O,X,O,X,X,X,O,O,X
LSIJTZO,O,X,O,O,X,X,X,O,O
LSIJTOZ,X,X,O,X,O,X,X,X,O
LSIJZTO,O,O,O,O,X,X,X,O,O
LSIJZOT,O,O,O,O,O,X,X,O,X
LSIJOTZ,X,X,O,O,O,X,X,X,O
LSIJOZT,X,O,O,O,O,X,X,O,X
LSIZTJO,O,X,O,O,X,X,O,O,X
LSIZTOJ,O,X,O,O,X,X,O,O,X
LSIZJTO,O,O,O,O,X,X,O,O,X
LSIZJOT,O,O,O,O,O,X,X,O,X
LSIZOTJ,O,X,O,O,X,X,X,O,X
LSIZOJT,O,O,O,O,O,X,X,O,X
LSIOTJZ,X,X,O,O,O,X,X,X,X
LSIOTZJ,O,X,O,O,X,X,X,O,X
LSIOJTZ,X,X,O,O,O,X,X,X,X
LSIOJZT,X,O,O,O,O,X,X,O,X
LSIOZTJ,O,X,O,O,X,X,X,O,X
LSIOZJT,O,O,O,O,O,X,X,O,X
LSJTIZO,O,X,O,O,X,X,X,O,O
LSJTIOZ,X,X,O,X,O,X,X,X,O
LSJTZIO,O,X,O,O,X,X,X,O,O
LSJTZOI,O,X,O,O,X,X,X,O,O
LSJTOIZ,X,X,O,X,O,X,X,X,O
LSJTOZI,X,X,O,X,O,X,X,X,O
LSJITZO,O,X,O,O,X,X,X,O,O
LSJITOZ,X,X,O,X,O,X,X,X,O
LSJIZTO,O,O,O,O,X,X,X,O,O
LSJIZOT,O,O,O,O,O,X,X,O,X
LSJIOTZ,X,X,O,O,O,X,X,X,O
LSJIOZT,X,O,O,O,O,X,X,O,X
LSJZTIO,O,O,O,O,X,X,X,O,O
LSJZTOI,O,O,O,O,X,X,X,O,O
LSJZITO,O,O,O,O,X,X,X,O,O
LSJZIOT,O,O,O,O,O,X,X,O,X
LSJZOTI,O,O,X,O,O,X,X,O,X
LSJZOIT,O,O,O,O,O,X,X,O,X
LSJOTIZ,X,X,O,O,O,X,X,X,O
LSJOTZI,X,X,O,O,O,X,X,X,O
LSJOITZ,X,X,O,O,O,X,X,X,O
LSJOIZT,X,O,O,O,O,X,X,O,X
LSJOZTI,X,O,X,O,O,X,X,O,X
LSJOZIT,X,O,O,O,O,X,X,O,X
LSZTIJO,O,X,O,O,X,X,O,O,X
LSZTIOJ,O,X,O,O,X,X,O,O,X
LSZTJIO,O,X,O,O,X,X,O,O,O
LSZTJOI,O,X,O,X,X,X,O,O,O
LSZTOIJ,O,X,O,O,X,X,O,O,X
LSZTOJI,O,X,O,O,X,X,O,O,X
LSZITJO,O,X,O,O,X,X,O,O,X
LSZITOJ,O,X,O,O,X,X,O,O,X
LSZIJTO,O,O,O,O,X,X,O,O,X
LSZIJOT,O,O,O,O,O,X,X,O,X
LSZIOTJ,O,X,O,O,X,X,X,O,X
LSZIOJT,O,O,O,O,O,X,X,O,X
LSZJTIO,O,O,O,O,X,X,O,O,O
LSZJTOI,O,O,O,O,X,X,O,O,O
LSZJITO,O,O,O,O,X,X,O,O,O
LSZJIOT,O,O,O,O,O,X,X,O,X
LSZJOTI,O,O,X,O,O,X,X,O,X
LSZJOIT,O,O,O,O,O,X,X,O,X
LSZOTIJ,O,X,O,O,X,X,X,O,X
LSZOTJI,O,X,O,O,X,X,X,O,X
LSZOITJ,O,X,O,O,X,X,X,O,X
LSZOIJT,O,O,O,O,O,X,X,O,X
LSZOJTI,O,O,X,O,O,X,X,O,X
LSZOJIT,O,O,O,O,O,X,X,O,X
LSOTIJZ,X,X,O,O,O,X,X,X,X
LSOTIZJ,O,X,O,O,X,X,X,O,X
LSOTJIZ,X,X,O,O,O,X,X,X,O
LSOTJZI,X,X,O,O,O,X,X,X,O
LSOTZIJ,O,X,O,O,X,X,X,O,X
LSOTZJI,O,X,O,O,X,X,X,O,X
LSOITJZ,X,X,O,O,O,X,X,X,X
LSOITZJ,O,X,O,O,X,X,X,O,X
LSOIJTZ,X,X,O,O,O,X,X,X,X
LSOIJZT,X,O,O,O,O,X,X,O,X
LSOIZTJ,O,X,O,O,X,X,X,O,X
LSOIZJT,O,O,O,O,O,X,X,O,X
LSOJTIZ,X,X,O,O,O,X,X,X,O
LSOJTZI,X,X,O,O,O,X,X,X,O
LSOJITZ,X,X,O,O,O,X,X,X,O
LSOJIZT,X,O,O,O,O,X,X,O,X
LSOJZTI,X,O,X,O,O,X,X,O,X
LSOJZIT,X,O,O,O,O,X,X,O,X
LSOZTIJ,O,X,O,O,X,X,X,O,X
LSOZTJI,O,X,O,O,X,X,X,O,X
LSOZITJ,O,X,O,O,X,X,X,O,X
LSOZIJT,O,O,O,O,O,X,X,O,X
LSOZJTI,O,O,X,O,O,X,X,O,X
LSOZJIT,O,O,O,O,O,X,X,O,X
LZTIJSO,O,O,X,X,X,O,X,X,X
LZTIJOS,X,O,X,X,X,O,X,X,X
LZTISJO,O,X,X,O,X,O,X,O,X
LZTISOJ,O,X,X,O,X,O,X,O,X
LZTIOJS,X,O,X,X,X,O,X,X,X
LZTIOSJ,X,X,X,X,X,O,X,O,X
LZTJISO,O,O,X,X,X,O,X,X,X
LZTJIOS,X,O,X,X,X,O,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X,X
LZTJOIS,X,O,X,X,X,O,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,O,X
LZTSIOJ,O,X,X,O,X,X,X,O,X
LZTSJIO,O,X,X,O,X,X,X,O,X
LZTSJOI,O,X,X,X,X,X,X,O,X
LZTSOIJ,O,X,X,O,X,X,X,O,X
LZTSOJI,O,X,X,X,X,X,X,O,X
LZTOIJS,X,O,X,X,X,O,X,X,X
LZTOISJ,X,X,X,X,X,O,X,O,X
LZTOJIS,X,O,X,X,X,O,X,X,X
LZTOJSI,X,O,X,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X,O,X
LZTOSJI,X,X,X,X,X,X,X,O,X
LZITJSO,O,O,X,X,X,O,X,X,X
LZITJOS,X,O,X,X,X,O,X,X,X
LZITSJO,O,X,X,O,X,O,X,O,X
LZITSOJ,O,X,X,O,X,O,X,O,X
LZITOJS,X,O,X,X,X,O,X,X,X
LZITOSJ,X,X,X,X,X,O,X,O,X
LZIJTSO,O,O,X,X,X,O,X,X,X
LZIJTOS,X,O,X,X,X,O,X,X,X
LZIJSTO,O,O,X,O,X,X,O,X,X
LZIJSOT,O,O,X,X,O,X,X,X,X
LZIJOTS,X,O,X,X,X,O,X,X,X
LZIJOST,O,O,X,X,O,X,X,X,X
LZISTJO,O,X,X,O,X,X,O,O,X
LZISTOJ,O,X,X,O,X,X,O,O,X
LZISJTO,O,O,X,O,X,X,O,O,X
LZISJOT,O,O,X,O,O,X,X,O,X
LZISOTJ,O,X,X,O,X,X,X,O,X
LZISOJT,O,O,X,O,O,X,X,O,X
LZIOTJS,X,O,X,X,X,O,X,X,X
LZIOTSJ,X,X,X,O,X,O,X,O,X
LZIOJTS,X,O,X,X,X,O,X,X,X
LZIOJST,O,O,X,O,O,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,O,X
LZIOSJT,O,O,X,O,O,X,X,O,X
LZJTISO,O,O,X,X,X,O,X,X,X
LZJTIOS,X,O,X,X,X,O,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X,X
LZJTOIS,X,O,X,X,X,O,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,O,X,X,X
LZJITOS,X,O,X,X,X,O,X,X,X
LZJISTO,O,O,X,O,X,X,O,X,O
LZJISOT,O,O,X,X,O,X,X,X,X
LZJIOTS,X,O,X,X,X,O,X,X,X
LZJIOST,O,O,X,X,O,X,X,X,X
LZJSTIO,O,O,X,O,X,X,O,X,O
LZJSTOI,O,O,X,X,X,X,O,X,O
LZJSITO,O,O,X,O,X,X,O,X,O
LZJSIOT,O,O,X,X,O,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X
LZJOTIS,X,O,X,X,X,O,X,X,X
LZJOTSI,X,O,X,X,X,X,X,X,X
LZJOITS,X,O,X,X,X,O,X,X,X
LZJOIST,O,O,X,X,O,X,X,X,X
LZJOSTI,O,O,X,X,O,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X
LZSTIJO,O,X,X,O,X,X,O,O,X
LZSTIOJ,O,X,X,O,X,X,O,O,X
LZSTJIO,O,X,X,O,X,X,O,O,O
LZSTJOI,O,X,X,X,X,X,O,O,O
LZSTOIJ,O,X,X,O,X,X,O,O,X
LZSTOJI,O,X,X,O,X,X,O,O,X
LZSITJO,O,X,X,O,X,X,O,O,X
LZSITOJ,O,X,X,O,X,X,O,O,X
LZSIJTO,O,O,X,O,X,X,O,O,X
LZSIJOT,O,O,X,O,O,X,X,O,X
LZSIOTJ,O,X,X,O,X,X,X,O,X
LZSIOJT,O,O,X,O,O,X,X,O,X
LZSJTIO,O,O,X,O,X,X,O,O,O
LZSJTOI,O,O,X,O,X,X,O,O,O
LZSJITO,O,O,X,O,X,X,O,O,O
LZSJIOT,O,O,X,O,O,X,X,O,X
LZSJOTI,O,O,X,O,O,X,X,O,X
LZSJOIT,O,O,X,O,O,X,X,O,X
LZSOTIJ,O,X,X,O,X,X,X,O,X
LZSOTJI,O,X,X,O,X,X,X,O,X
LZSOITJ,O,X,X,O,X,X,X,O,X
LZSOIJT,O,O,X,O,O,X,X,O,X
LZSOJTI,O,O,X,O,O,X,X,O,X
LZSOJIT,O,O,X,O,O,X,X,O,X
LZOTIJS,X,O,X,X,X,O,X,X,X
LZOTISJ,X,X,X,O,X,O,X,O,X
LZOTJIS,X,O,X,X,X,O,X,X,X
LZOTJSI,X,O,X,X,X,X,X,X,X
LZOTSIJ,X,X,X,O,X,X,X,O,X
LZOTSJI,X,X,X,O,X,X,X,O,X
LZOITJS,X,O,X,X,X,O,X,X,X
LZOITSJ,X,X,X,O,X,O,X,O,X
LZOIJTS,X,O,X,X,X,O,X,X,X
LZOIJST,O,O,X,O,O,X,X,X,X
LZOISTJ,O,X,X,O,X,X,X,O,X
LZOISJT,O,O,X,O,O,X,X,O,X
LZOJTIS,X,O,X,X,X,O,X,X,X
LZOJTSI,X,O,X,X,X,X,X,X,X
LZOJITS,X,O,X,X,X,O,X,X,X
LZOJIST,O,O,X,O,O,X,X,X,X
LZOJSTI,O,O,X,O,O,X,X,X,X
LZOJSIT,O,O,X,O,O,X,X,X,X
LZOSTIJ,O,X,X,O,X,X,X,O,X
LZOSTJI,O,X,X,O,X,X,X,O,X
LZOSITJ,O,X,X,O,X,X,X,O,X
LZOSIJT,O,O,X,O,O,X,X,O,X
LZOSJTI,O,O,X,O,O,X,X,O,X
