sequence,v115@XhA8AeF8AeE8JeOEJvhF0hB6nBTjBRlBXlBFrB,v115@XhA8AeF8AeE8JeKEJvhFflB0gBxhBTjBGnBFrB,v115@XhA8AeF8AeE8Je0/IvhFxgB6nBTjB2pBfrBlrB,v115@XhA8AeF8AeE8JeKEJvhFzfBRhBGjB3lBcrBlsB,v115@XhA8AeF8AeE8Je3AJvhFTjB0kBxmBikBGnBFrB,v115@XhA8AeF8AeE8Jem/IvhFSoBTkBRmB3lBcrBlsB
OJSLIZT,X,O,O,X,X,O
OJSLZTI,O,O,O,X,X,X
OJSLZIT,X,O,O,X,X,X
OJSZTIL,O,X,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,X,X,O,X,X,X
OJSZILT,X,X,O,X,X,X
OJSZLTI,O,X,O,X,X,X
OJSZLIT,X,X,O,X,X,X
OJZTILS,O,O,O,X,X,X
OJZTISL,O,X,X,X,O,X
OJZTLIS,O,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X
OJZTSIL,O,X,O,X,O,X
OJZTSLI,O,X,O,X,X,X
OJZITLS,O,O,O,X,X,X
OJZITSL,O,X,X,X,X,X
OJZILTS,O,O,O,O,X,O
OJZILST,X,O,O,O,X,O
OJZISTL,X,X,O,X,O,X
OJZISLT,X,X,O,O,O,X
OJZLTIS,O,O,O,O,X,X
OJZLTSI,O,O,O,X,X,X
OJZLITS,O,O,O,O,X,O
OJZLIST,X,O,O,O,X,O
OJZLSTI,O,O,O,O,X,X
OJZLSIT,X,O,O,O,X,X
OJZSTIL,O,X,O,X,X,X
OJZSTLI,O,X,O,X,X,X
OJZSITL,X,X,O,X,O,X
OJZSILT,X,X,O,O,O,X
OJZSLTI,O,X,O,O,X,X
OJZSLIT,X,X,O,O,X,X
OSTILJZ,O,X,O,X,X,X
OSTILZJ,O,X,O,X,O,X
OSTIJLZ,O,X,O,X,X,X
OSTIJZL,O,X,O,X,O,X
OSTIZLJ,O,X,O,X,O,X
OSTIZJL,O,X,O,X,O,X
OSTLIJZ,O,O,O,X,X,X
OSTLIZJ,O,O,O,X,O,X
OSTLJIZ,O,O,O,X,X,X
OSTLJZI,O,O,O,X,X,X
OSTLZIJ,O,O,O,X,O,X
OSTLZJI,O,O,O,X,X,X
OSTJILZ,O,O,O,X,X,X
OSTJIZL,O,X,O,X,O,X
OSTJLIZ,O,O,O,X,X,X
OSTJLZI,O,O,O,X,X,X
OSTJZIL,O,X,O,X,O,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,O,X,O,X,O,X
OSTZIJL,O,X,O,X,O,X
OSTZLIJ,O,X,O,X,O,X
OSTZLJI,O,X,O,X,X,X
OSTZJIL,O,X,O,X,O,X
OSTZJLI,O,X,O,X,X,X
OSITLJZ,X,X,O,X,X,X
OSITLZJ,X,X,O,X,X,X
OSITJLZ,X,X,O,X,X,X
OSITJZL,X,X,O,X,X,X
OSITZLJ,X,X,O,X,O,X
OSITZJL,X,X,O,X,O,X
OSILTJZ,X,X,O,X,X,X
OSILTZJ,X,X,O,X,X,X
OSILJTZ,X,X,O,X,X,O
OSILJZT,X,X,O,X,X,O
OSILZTJ,X,X,X,X,O,X
OSILZJT,X,X,O,X,O,X
OSIJTLZ,X,X,O,X,X,X
OSIJTZL,X,X,O,X,X,X
OSIJLTZ,X,X,O,X,X,O
OSIJLZT,X,X,O,X,X,O
OSIJZTL,X,X,O,X,O,X
OSIJZLT,X,X,O,X,O,X
OSIZTLJ,X,X,O,X,O,X
OSIZTJL,X,X,O,X,O,X
OSIZLTJ,X,X,X,X,O,X
OSIZLJT,X,X,O,X,O,X
OSIZJTL,X,X,O,X,O,X
OSIZJLT,X,X,O,X,O,X
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,O,O,O,X,X,X
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,O,O,X,X,X
OSLTZIJ,O,O,O,X,X,X
OSLTZJI,O,O,O,X,X,X
OSLITJZ,X,O,O,X,X,X
OSLITZJ,X,O,O,X,X,X
OSLIJTZ,X,O,O,X,X,O
OSLIJZT,X,O,O,X,X,O
OSLIZTJ,X,O,X,X,X,X
OSLIZJT,X,O,O,X,X,X
OSLJTIZ,O,O,O,X,X,X
OSLJTZI,O,O,O,X,X,X
OSLJITZ,X,O,O,X,X,O
OSLJIZT,X,O,O,X,X,O
OSLJZTI,O,O,O,X,X,X
OSLJZIT,X,O,O,X,X,X
OSLZTIJ,O,O,O,X,X,X
OSLZTJI,O,O,O,X,X,X
OSLZITJ,X,O,X,X,X,X
OSLZIJT,X,O,O,X,X,X
OSLZJTI,O,O,O,X,X,X
OSLZJIT,X,O,O,X,X,X
OSJTILZ,O,O,O,X,X,X
OSJTIZL,O,X,O,X,X,X
OSJTLIZ,O,O,O,X,X,X
OSJTLZI,O,O,O,X,X,X
OSJTZIL,O,X,O,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,X,O,O,X,X,X
OSJITZL,X,X,O,X,X,X
OSJILTZ,X,O,O,X,X,O
OSJILZT,X,O,O,X,X,O
OSJIZTL,X,X,O,X,X,X
OSJIZLT,X,X,O,X,X,X
OSJLTIZ,O,O,O,X,X,X
OSJLTZI,O,O,O,X,X,X
OSJLITZ,X,O,O,X,X,O
OSJLIZT,X,O,O,X,X,O
OSJLZTI,O,O,O,X,X,X
OSJLZIT,X,O,O,X,X,X
OSJZTIL,O,X,O,X,X,X
OSJZTLI,O,X,O,X,X,X
OSJZITL,X,X,O,X,X,X
OSJZILT,X,X,O,X,X,X
OSJZLTI,O,X,O,X,X,X
OSJZLIT,X,X,O,X,X,X
OSZTILJ,O,X,O,X,O,X
OSZTIJL,O,X,O,X,O,X
OSZTLIJ,O,X,O,X,O,X
OSZTLJI,O,X,O,X,X,X
OSZTJIL,O,X,O,X,O,X
OSZTJLI,O,X,O,X,X,X
OSZITLJ,X,X,O,X,O,X
OSZITJL,X,X,O,X,O,X
OSZILTJ,X,X,X,X,O,X
OSZILJT,X,X,O,X,O,X
OSZIJTL,X,X,O,X,O,X
OSZIJLT,X,X,O,X,O,X
OSZLTIJ,O,X,O,X,X,X
OSZLTJI,O,X,O,X,X,X
OSZLITJ,X,X,X,X,O,X
OSZLIJT,X,X,O,X,O,X
OSZLJTI,O,X,O,X,X,X
OSZLJIT,X,X,O,X,X,X
OSZJTIL,O,X,O,X,X,X
OSZJTLI,O,X,O,X,X,X
OSZJITL,X,X,O,X,O,X
OSZJILT,X,X,O,X,O,X
OSZJLTI,O,X,O,X,X,X
OSZJLIT,X,X,O,X,X,X
OZTILJS,O,X,X,O,X,X
OZTILSJ,O,X,X,O,O,X
OZTIJLS,O,X,X,O,X,X
OZTIJSL,O,X,X,O,O,X
OZTISLJ,O,X,X,O,O,X
OZTISJL,O,X,X,O,O,X
OZTLIJS,O,X,X,O,X,X
OZTLISJ,O,X,X,O,O,X
OZTLJIS,O,O,X,O,X,X
OZTLJSI,O,O,X,O,X,X
OZTLSIJ,O,O,X,O,O,X
OZTLSJI,O,O,X,O,X,X
OZTJILS,O,O,X,O,X,X
OZTJISL,O,X,X,O,O,X
OZTJLIS,O,O,X,O,X,X
OZTJLSI,O,O,X,O,X,X
OZTJSIL,O,X,X,O,O,X
OZTJSLI,O,X,X,O,X,X
OZTSILJ,O,X,X,O,O,X
OZTSIJL,O,X,X,O,O,X
OZTSLIJ,O,X,X,O,O,X
OZTSLJI,O,X,X,O,X,X
OZTSJIL,O,X,X,O,O,X
OZTSJLI,O,X,X,O,X,X
OZITLJS,O,X,X,O,X,X
OZITLSJ,O,X,X,O,O,X
OZITJLS,O,X,X,O,X,X
OZITJSL,O,X,X,O,O,X
OZITSLJ,O,X,X,O,O,X
OZITSJL,O,X,X,O,O,X
OZILTJS,O,X,X,O,X,X
OZILTSJ,O,X,X,O,X,X
OZILJTS,O,X,X,O,X,O
OZILJST,X,X,X,O,X,O
OZILSTJ,X,X,X,O,O,X
OZILSJT,X,X,X,O,O,X
OZIJTLS,O,X,X,X,X,X
OZIJTSL,O,X,X,X,X,X
OZIJLTS,O,X,X,O,X,O
OZIJLST,X,X,X,O,X,O
OZIJSTL,X,X,X,X,O,X
OZIJSLT,X,X,X,O,O,X
OZISTLJ,X,X,X,O,O,X
OZISTJL,X,X,X,O,O,X
OZISLTJ,X,X,X,O,O,X
OZISLJT,X,X,X,O,O,X
OZISJTL,X,X,X,X,O,X
OZISJLT,X,X,X,O,O,X
OZLTIJS,O,X,X,O,X,X
OZLTISJ,O,X,X,O,O,X
OZLTJIS,O,O,X,O,X,X
OZLTJSI,O,O,X,O,X,X
OZLTSIJ,O,O,X,O,O,X
OZLTSJI,O,O,X,O,X,X
OZLITJS,O,X,X,O,X,X
OZLITSJ,O,X,X,O,X,X
OZLIJTS,O,X,X,O,X,O
OZLIJST,X,X,X,O,X,O
OZLISTJ,X,X,X,O,O,X
OZLISJT,X,X,X,O,O,X
OZLJTIS,O,O,O,O,X,X
OZLJTSI,O,O,O,O,X,X
OZLJITS,O,O,O,O,X,O
OZLJIST,X,O,O,O,X,O
OZLJSTI,O,O,O,O,X,X
OZLJSIT,X,O,O,O,X,X
OZLSTIJ,O,O,O,O,X,X
OZLSTJI,O,O,O,O,X,X
OZLSITJ,X,O,X,O,O,X
OZLSIJT,X,O,O,O,O,X
OZLSJTI,O,O,O,O,X,X
OZLSJIT,X,O,O,O,X,X
OZJTILS,O,O,O,X,X,X
OZJTISL,O,X,X,X,O,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,O,O,X,X,X
OZJTSIL,O,X,O,X,O,X
OZJTSLI,O,X,O,X,X,X
OZJITLS,O,O,O,X,X,X
OZJITSL,O,X,X,X,X,X
OZJILTS,O,O,O,O,X,O
OZJILST,X,O,O,O,X,O
OZJISTL,X,X,O,X,O,X
OZJISLT,X,X,O,O,O,X
OZJLTIS,O,O,O,O,X,X
OZJLTSI,O,O,O,X,X,X
OZJLITS,O,O,O,O,X,O
OZJLIST,X,O,O,O,X,O
OZJLSTI,O,O,O,O,X,X
OZJLSIT,X,O,O,O,X,X
OZJSTIL,O,X,O,X,X,X
OZJSTLI,O,X,O,X,X,X
OZJSITL,X,X,O,X,O,X
OZJSILT,X,X,O,O,O,X
OZJSLTI,O,X,O,O,X,X
OZJSLIT,X,X,O,O,X,X
OZSTILJ,O,X,O,O,O,X
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,O,X,O,O,O,X
OZSTLJI,O,X,O,O,X,X
OZSTJIL,O,X,O,O,O,X
OZSTJLI,O,X,O,O,X,X
OZSITLJ,X,X,O,O,O,X
OZSITJL,X,X,O,O,O,X
OZSILTJ,X,X,X,O,O,X
OZSILJT,X,X,O,O,O,X
OZSIJTL,X,X,O,X,O,X
OZSIJLT,X,X,O,O,O,X
OZSLTIJ,O,X,O,O,X,X
OZSLTJI,O,X,O,O,X,X
OZSLITJ,X,X,X,O,O,X
OZSLIJT,X,X,O,O,O,X
OZSLJTI,O,X,O,O,X,X
OZSLJIT,X,X,O,O,X,X
OZSJTIL,O,X,O,X,X,X
OZSJTLI,O,X,O,X,X,X
OZSJITL,X,X,O,X,O,X
OZSJILT,X,X,O,O,O,X
OZSJLTI,O,X,O,O,X,X
OZSJLIT,X,X,O,O,X,X
