sequence,v115@9gB8HeB8HeA8HeE8DeB8JeTAJvhFihBGjB8sBRqB3r?BFsB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFXiBTjBUmB1sBCm?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFRhBqnBTjBfrBUs?BlrB,v115@9gB8HeB8HeA8HeE8DeB8JeiAJvhFGiBTjB8rBRqB3s?BFrB,v115@9gB8HeB8HeA8HeE8DeB8JemAJvhFTjBXlBSrB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFqlB/mBTjB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeqHJvhFTjBVqBRmBmlBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeSIJvhFVqBRmBmlBznBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeGDJvhFXlBxmB8sBllBas?BTrB
JSLITOZ,X,X,O,O,O,O,X,X,X
JSLIZTO,X,X,O,X,O,O,X,X,X
JSLIZOT,X,X,O,O,O,O,X,X,X
JSLIOTZ,X,X,O,O,O,O,X,X,X
JSLIOZT,X,X,O,O,O,O,X,X,X
JSLZTIO,X,X,O,X,X,X,X,X,X
JSLZTOI,X,X,O,X,O,O,X,X,X
JSLZITO,X,X,O,O,O,O,X,X,O
JSLZIOT,X,X,O,O,O,O,X,X,O
JSLZOTI,X,X,O,X,O,O,X,X,X
JSLZOIT,X,X,O,O,O,O,X,X,O
JSLOTIZ,X,X,O,X,O,O,X,X,X
JSLOTZI,X,X,O,X,O,O,X,X,X
JSLOITZ,X,X,O,O,O,O,X,X,X
JSLOIZT,X,X,O,O,O,O,X,X,X
JSLOZTI,X,X,O,X,O,O,X,X,X
JSLOZIT,X,X,O,O,O,O,X,X,O
JSZTILO,X,X,O,O,X,X,X,X,O
JSZTIOL,X,X,X,O,X,X,X,X,O
JSZTLIO,X,X,O,X,X,X,X,X,X
JSZTLOI,X,X,O,X,X,X,X,X,X
JSZTOIL,X,X,X,O,X,X,X,X,O
JSZTOLI,X,X,O,X,X,X,X,X,X
JSZITLO,O,X,O,O,X,X,X,X,O
JSZITOL,O,X,X,O,X,X,X,X,O
JSZILTO,O,X,O,O,O,O,X,X,O
JSZILOT,O,X,O,O,O,O,X,X,O
JSZIOTL,O,X,X,O,X,X,X,X,O
JSZIOLT,O,X,O,O,O,O,X,X,O
JSZLTIO,X,X,O,X,X,X,X,X,X
JSZLTOI,X,X,O,X,O,O,X,X,X
JSZLITO,X,X,O,O,O,X,X,X,O
JSZLIOT,X,X,O,O,O,O,X,X,O
JSZLOTI,X,X,O,X,O,O,X,X,X
JSZLOIT,X,X,O,O,O,O,X,X,O
JSZOTIL,X,X,X,O,X,X,X,X,O
JSZOTLI,X,X,O,X,X,X,X,X,X
JSZOITL,X,X,X,O,X,X,X,X,O
JSZOILT,X,X,O,O,O,O,X,X,O
JSZOLTI,X,X,O,X,O,O,X,X,X
JSZOLIT,X,X,O,O,O,O,X,X,O
JSOTILZ,X,O,X,O,O,X,X,X,X
JSOTIZL,X,O,X,X,X,X,X,X,X
JSOTLIZ,X,O,O,X,O,X,X,X,X
JSOTLZI,X,X,O,X,O,X,X,X,X
JSOTZIL,X,O,X,O,X,X,X,X,O
JSOTZLI,X,X,O,X,X,X,X,X,X
JSOITLZ,X,O,X,O,O,X,X,X,X
JSOITZL,X,O,X,X,X,X,X,X,X
JSOILTZ,X,X,O,O,O,O,X,X,X
JSOILZT,X,X,O,O,O,O,X,X,X
JSOIZTL,X,X,X,O,X,X,X,X,O
JSOIZLT,X,X,O,O,O,O,X,X,O
JSOLTIZ,X,X,O,X,O,O,X,X,X
JSOLTZI,X,X,O,X,O,O,X,X,X
JSOLITZ,X,X,O,O,O,O,X,X,X
JSOLIZT,X,X,O,O,O,O,X,X,X
JSOLZTI,X,X,O,X,O,O,X,X,X
JSOLZIT,X,X,O,O,O,O,X,X,O
JSOZTIL,X,X,X,O,X,X,X,X,O
JSOZTLI,X,X,O,X,X,X,X,X,X
JSOZITL,X,X,X,O,X,X,X,X,O
JSOZILT,X,X,O,O,O,O,X,X,O
JSOZLTI,X,X,O,X,O,O,X,X,X
JSOZLIT,X,X,O,O,O,O,X,X,O
JZTILSO,X,O,X,X,X,O,X,O,X
JZTILOS,O,O,X,X,X,O,O,O,X
JZTISLO,O,O,X,X,X,X,X,X,O
JZTISOL,O,O,X,X,X,X,X,X,O
JZTIOLS,O,O,X,X,X,O,O,X,X
JZTIOSL,O,O,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,X,X,X,O,X
JZTLIOS,X,X,X,X,X,X,O,O,X
JZTLSIO,X,X,O,X,X,X,X,X,X
JZTLSOI,X,X,O,X,X,O,X,X,X
JZTLOIS,X,X,X,X,X,X,O,X,X
JZTLOSI,X,X,O,X,X,O,X,X,X
JZTSILO,X,O,O,X,X,X,X,X,O
JZTSIOL,X,O,X,X,X,X,X,X,O
JZTSLIO,X,X,O,X,X,X,X,X,X
JZTSLOI,X,X,O,X,X,X,X,X,X
JZTSOIL,X,O,X,X,X,X,X,X,O
JZTSOLI,X,X,O,X,X,X,X,X,X
JZTOILS,X,O,X,X,X,O,O,X,X
JZTOISL,X,O,X,X,X,X,X,X,O
JZTOLIS,X,X,X,X,X,X,O,X,X
JZTOLSI,X,X,O,X,X,O,X,X,X
JZTOSIL,X,O,X,X,X,X,X,X,O
JZTOSLI,X,X,O,X,X,X,X,X,X
JZITLSO,X,O,X,X,X,O,X,X,X
JZITLOS,O,O,X,X,X,O,X,X,X
JZITSLO,O,O,X,X,X,X,X,X,O
JZITSOL,O,O,X,X,X,X,X,X,O
JZITOLS,O,O,X,X,X,O,X,X,X
JZITOSL,O,O,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,O,X,X,X
JZILTOS,O,O,X,X,X,O,X,X,X
JZILSTO,O,X,O,X,X,O,X,X,O
JZILSOT,O,X,O,X,X,O,X,X,O
JZILOTS,O,X,X,X,X,O,X,X,X
JZILOST,O,X,O,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,X,X,X,O
JZISTOL,O,O,X,X,X,X,X,X,O
JZISLTO,O,X,O,X,O,O,X,X,O
JZISLOT,O,X,O,X,O,O,X,X,O
JZISOTL,O,X,X,X,X,X,X,X,O
JZISOLT,O,X,O,X,O,O,X,X,O
JZIOTLS,O,O,X,X,X,O,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X,O
JZIOLTS,O,X,X,X,X,O,X,X,X
JZIOLST,O,X,O,X,X,O,X,X,O
JZIOSTL,O,X,X,X,X,X,X,X,O
JZIOSLT,O,X,O,X,O,O,X,X,O
JZLTISO,X,X,X,X,X,X,X,O,X
JZLTIOS,X,X,X,X,X,X,O,O,X
JZLTSIO,X,X,O,X,X,X,X,X,X
JZLTSOI,X,X,O,X,X,O,X,X,X
JZLTOIS,X,X,X,X,X,X,O,X,X
JZLTOSI,X,X,O,X,X,O,X,X,X
JZLITSO,X,X,X,X,X,O,X,X,X
JZLITOS,O,X,X,X,X,O,X,X,X
JZLISTO,O,X,O,X,X,O,X,X,O
JZLISOT,O,X,O,X,X,O,X,X,O
JZLIOTS,O,X,X,X,X,O,X,X,X
JZLIOST,O,X,O,X,X,O,X,X,X
JZLSTIO,X,X,O,X,X,X,X,X,X
JZLSTOI,X,X,O,X,X,O,X,X,X
JZLSITO,X,X,O,X,X,O,X,X,O
JZLSIOT,X,X,O,X,X,O,X,X,O
JZLSOTI,X,X,O,X,X,O,X,X,X
JZLSOIT,X,X,O,X,X,O,X,X,O
JZLOTIS,X,X,X,X,X,X,O,X,X
JZLOTSI,X,X,O,X,X,O,X,X,X
JZLOITS,X,X,X,X,X,O,X,X,X
JZLOIST,X,X,O,X,X,O,X,X,O
JZLOSTI,X,X,O,X,X,O,X,X,X
JZLOSIT,X,X,O,X,X,O,X,X,O
JZSTILO,X,X,O,X,X,X,X,X,O
JZSTIOL,X,X,X,X,X,X,X,X,O
JZSTLIO,X,X,O,X,X,X,X,X,X
JZSTLOI,X,X,O,X,X,X,X,X,X
JZSTOIL,X,X,X,X,X,X,X,X,O
JZSTOLI,X,X,O,X,X,X,X,X,X
JZSITLO,O,X,O,X,X,X,X,X,O
JZSITOL,O,X,X,X,X,X,X,X,O
JZSILTO,O,X,O,X,O,O,X,X,O
JZSILOT,O,X,O,X,O,O,X,X,O
JZSIOTL,O,X,X,X,X,X,X,X,O
JZSIOLT,O,X,O,X,O,O,X,X,O
JZSLTIO,X,X,O,X,X,X,X,X,X
JZSLTOI,X,X,O,X,O,O,X,X,X
JZSLITO,X,X,O,X,X,X,X,X,O
JZSLIOT,X,X,O,X,O,O,X,X,O
JZSLOTI,X,X,O,X,O,O,X,X,X
JZSLOIT,X,X,O,X,O,O,X,X,O
JZSOTIL,X,X,X,X,X,X,X,X,O
JZSOTLI,X,X,O,X,X,X,X,X,X
JZSOITL,X,X,X,X,X,X,X,X,O
JZSOILT,X,X,O,X,O,O,X,X,O
JZSOLTI,X,X,O,X,O,O,X,X,X
JZSOLIT,X,X,O,X,O,O,X,X,O
JZOTILS,X,O,X,X,X,O,O,X,X
JZOTISL,X,O,X,X,X,X,X,X,O
JZOTLIS,X,X,X,X,X,X,O,X,X
JZOTLSI,X,X,O,X,X,O,X,X,X
JZOTSIL,X,O,X,X,X,X,X,X,O
JZOTSLI,X,X,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,O,X,X,X
JZOITSL,O,O,X,X,X,X,X,X,O
JZOILTS,O,X,X,X,X,O,X,X,X
JZOILST,O,X,O,X,X,O,X,X,O
JZOISTL,O,X,X,X,X,X,X,X,O
JZOISLT,O,X,O,X,O,O,X,X,O
JZOLTIS,X,X,X,X,X,X,O,X,X
JZOLTSI,X,X,O,X,X,O,X,X,X
JZOLITS,X,X,X,X,X,O,X,X,X
JZOLIST,X,X,O,X,X,O,X,X,O
JZOLSTI,X,X,O,X,X,O,X,X,X
JZOLSIT,X,X,O,X,X,O,X,X,O
JZOSTIL,X,X,X,X,X,X,X,X,O
JZOSTLI,X,X,O,X,X,X,X,X,X
JZOSITL,X,X,X,X,X,X,X,X,O
JZOSILT,X,X,O,X,O,O,X,X,O
JZOSLTI,X,X,O,X,O,O,X,X,X
JZOSLIT,X,X,O,X,O,O,X,X,O
JOTILSZ,X,O,X,X,X,O,O,X,X
JOTILZS,X,O,X,X,X,O,O,X,X
JOTISLZ,X,O,X,X,X,X,X,X,X
JOTISZL,X,O,X,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,O,X,X,X
JOTIZSL,X,O,X,X,X,X,X,X,X
JOTLISZ,X,O,X,X,X,O,O,X,X
JOTLIZS,X,O,X,X,X,O,O,X,X
JOTLSIZ,X,O,O,X,X,O,X,X,X
JOTLSZI,X,X,O,X,X,O,X,X,X
JOTLZIS,X,X,X,X,X,X,O,X,X
JOTLZSI,X,X,O,X,X,O,X,X,X
JOTSILZ,X,O,X,X,X,X,X,X,X
JOTSIZL,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,O,O,X,X,X,X,X,X
JOTSLZI,X,X,O,X,X,X,X,X,X
JOTSZIL,X,O,X,X,X,X,X,X,O
JOTSZLI,X,X,O,X,X,X,X,X,X
JOTZILS,X,O,X,X,X,O,O,X,X
JOTZISL,X,O,X,X,X,X,X,X,O
JOTZLIS,X,X,X,X,X,X,O,X,X
JOTZLSI,X,X,O,X,X,O,X,X,X
JOTZSIL,X,O,X,X,X,X,X,X,O
JOTZSLI,X,X,O,X,X,X,X,X,X
JOITLSZ,O,O,X,X,X,O,X,X,X
JOITLZS,O,O,X,X,X,O,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X,X
JOITSZL,X,O,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,O,X,X,X
JOITZSL,O,O,X,X,X,X,X,X,X
JOILTSZ,O,O,X,X,X,O,X,X,X
JOILTZS,O,O,X,X,X,O,X,X,X
JOILSTZ,O,X,O,O,X,O,X,X,X
JOILSZT,O,X,O,O,X,O,X,X,X
JOILZTS,O,X,X,X,X,O,X,X,X
JOILZST,O,X,O,X,X,O,X,X,X
JOISTLZ,O,O,X,O,O,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,X,X
JOISLTZ,O,X,O,O,O,O,X,X,X
JOISLZT,O,X,O,O,O,O,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,O
JOISZLT,O,X,O,O,O,O,X,X,O
JOIZTLS,O,O,X,X,X,O,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,O
JOIZLTS,O,X,X,X,X,O,X,X,X
JOIZLST,O,X,O,X,X,O,X,X,O
JOIZSTL,O,X,X,X,X,X,X,X,O
JOIZSLT,O,X,O,X,O,O,X,X,O
JOLTISZ,X,O,X,X,X,O,O,X,X
JOLTIZS,X,O,X,X,X,O,O,X,X
JOLTSIZ,X,O,O,X,X,O,X,X,X
JOLTSZI,X,X,O,X,X,O,X,X,X
JOLTZIS,X,X,X,X,X,X,O,X,X
JOLTZSI,X,X,O,X,X,O,X,X,X
JOLITSZ,X,O,X,X,X,O,X,X,X
JOLITZS,X,O,X,X,X,O,X,X,X
JOLISTZ,X,X,O,X,X,O,X,X,X
JOLISZT,X,X,O,X,X,O,X,X,X
JOLIZTS,X,X,X,X,X,O,X,X,X
JOLIZST,X,X,O,X,X,O,X,X,X
JOLSTIZ,X,X,O,X,X,O,X,X,X
JOLSTZI,X,X,O,X,X,O,X,X,X
JOLSITZ,X,X,O,X,X,O,X,X,X
JOLSIZT,X,X,O,X,X,O,X,X,X
JOLSZTI,X,X,O,X,X,O,X,X,X
JOLSZIT,X,X,O,X,X,O,X,X,O
JOLZTIS,X,X,X,X,X,X,O,X,X
JOLZTSI,X,X,O,X,X,O,X,X,X
JOLZITS,X,X,X,X,X,O,X,X,X
JOLZIST,X,X,O,X,X,O,X,X,O
JOLZSTI,X,X,O,X,X,O,X,X,X
JOLZSIT,X,X,O,X,X,O,X,X,O
JOSTILZ,X,O,X,O,O,X,X,X,X
JOSTIZL,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,O,X,X,X,X
JOSTLZI,X,X,O,X,O,X,X,X,X
JOSTZIL,X,O,X,O,X,X,X,X,O
JOSTZLI,X,X,O,X,X,X,X,X,X
JOSITLZ,X,O,X,O,O,X,X,X,X
JOSITZL,X,O,X,X,X,X,X,X,X
JOSILTZ,X,X,O,O,O,O,X,X,X
JOSILZT,X,X,O,O,O,O,X,X,X
JOSIZTL,X,X,X,O,X,X,X,X,O
JOSIZLT,X,X,O,O,O,O,X,X,O
JOSLTIZ,X,X,O,X,O,O,X,X,X
JOSLTZI,X,X,O,X,O,O,X,X,X
JOSLITZ,X,X,O,O,O,O,X,X,X
JOSLIZT,X,X,O,O,O,O,X,X,X
JOSLZTI,X,X,O,X,O,O,X,X,X
JOSLZIT,X,X,O,O,O,O,X,X,O
JOSZTIL,X,X,X,O,X,X,X,X,O
JOSZTLI,X,X,O,X,X,X,X,X,X
JOSZITL,X,X,X,O,X,X,X,X,O
JOSZILT,X,X,O,O,O,O,X,X,O
JOSZLTI,X,X,O,X,O,O,X,X,X
JOSZLIT,X,X,O,O,O,O,X,X,O
JOZTILS,X,O,X,X,X,O,O,X,X
JOZTISL,X,O,X,X,X,X,X,X,O
JOZTLIS,X,X,X,X,X,X,O,X,X
JOZTLSI,X,X,O,X,X,O,X,X,X
JOZTSIL,X,O,X,X,X,X,X,X,O
JOZTSLI,X,X,O,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,O,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,O
JOZILTS,O,X,X,X,X,O,X,X,X
JOZILST,O,X,O,X,X,O,X,X,O
JOZISTL,O,X,X,X,X,X,X,X,O
JOZISLT,O,X,O,X,O,O,X,X,O
JOZLTIS,X,X,X,X,X,X,O,X,X
JOZLTSI,X,X,O,X,X,O,X,X,X
JOZLITS,X,X,X,X,X,O,X,X,X
JOZLIST,X,X,O,X,X,O,X,X,O
JOZLSTI,X,X,O,X,X,O,X,X,X
JOZLSIT,X,X,O,X,X,O,X,X,O
JOZSTIL,X,X,X,X,X,X,X,X,O
JOZSTLI,X,X,O,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,O
JOZSILT,X,X,O,X,O,O,X,X,O
JOZSLTI,X,X,O,X,O,O,X,X,X
JOZSLIT,X,X,O,X,O,O,X,X,O
STILJZO,X,O,X,X,O,X,X,O,X
STILJOZ,X,O,X,O,O,X,X,O,X
STILZJO,X,O,X,O,O,X,X,O,X
STILZOJ,X,O,X,O,O,X,X,O,X
STILOJZ,X,O,X,O,O,X,O,O,X
STILOZJ,X,O,X,O,O,X,O,O,X
STIJLZO,X,O,X,X,O,X,X,X,X
STIJLOZ,X,O,X,O,O,X,X,X,X
STIJZLO,X,O,X,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X,X
STIJOLZ,X,O,X,O,O,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,O,X,X,O,X
STIZLOJ,X,O,X,O,O,X,O,O,X
STIZJLO,X,O,X,O,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X,X
STIZOLJ,X,O,X,O,O,X,O,X,X
STIZOJL,X,O,X,O,X,X,X,X,X
STIOLJZ,X,O,X,O,O,X,O,X,X
STIOLZJ,X,O,X,O,O,X,O,X,X
STIOJLZ,X,O,X,O,O,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,O,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,X
STLIJZO,X,O,X,X,O,X,X,O,X
STLIJOZ,X,O,X,X,O,X,X,O,X
STLIZJO,X,O,X,X,O,X,X,O,X
STLIZOJ,X,O,X,X,O,X,X,O,X
STLIOJZ,X,O,X,X,O,X,O,O,X
STLIOZJ,X,O,X,X,O,X,O,O,X
STLJIZO,X,O,X,X,O,X,X,X,X
STLJIOZ,X,O,O,X,O,X,X,X,X
STLJZIO,X,X,O,X,X,X,X,X,X
STLJZOI,X,X,O,X,O,X,X,X,X
STLJOIZ,X,O,O,X,O,X,X,X,X
STLJOZI,X,X,O,X,O,X,X,X,X
STLZIJO,X,X,X,X,X,X,X,O,X
STLZIOJ,X,X,X,X,X,X,O,O,X
STLZJIO,X,X,O,X,X,X,X,X,X
STLZJOI,X,X,O,X,O,X,X,X,X
STLZOIJ,X,X,X,X,X,X,O,X,X
STLZOJI,X,X,O,X,O,X,X,X,X
STLOIJZ,X,O,X,X,O,X,O,X,X
STLOIZJ,X,O,X,X,O,X,O,X,X
STLOJIZ,X,O,O,X,O,X,X,X,X
STLOJZI,X,X,O,X,O,X,X,X,X
STLOZIJ,X,X,X,X,X,X,O,X,X
STLOZJI,X,X,O,X,O,X,X,X,X
STJILZO,X,O,X,X,O,X,X,X,X
STJILOZ,X,O,O,O,O,X,X,X,X
STJIZLO,X,O,O,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,O,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,X,X
STJLIZO,X,O,X,X,O,X,X,X,X
STJLIOZ,X,O,O,X,O,X,X,X,X
STJLZIO,X,X,O,X,X,X,X,X,X
STJLZOI,X,X,O,X,O,X,X,X,X
STJLOIZ,X,O,O,X,O,X,X,X,X
STJLOZI,X,X,O,X,O,X,X,X,X
STJZILO,X,O,O,O,X,X,X,X,O
STJZIOL,X,O,X,O,X,X,X,X,O
STJZLIO,X,X,O,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X
STJZOIL,X,O,X,O,X,X,X,X,O
STJZOLI,X,X,O,X,X,X,X,X,X
STJOILZ,X,O,X,O,O,X,X,X,X
STJOIZL,X,O,X,X,X,X,X,X,X
STJOLIZ,X,O,O,X,O,X,X,X,X
STJOLZI,X,X,O,X,O,X,X,X,X
STJOZIL,X,O,X,O,X,X,X,X,O
STJOZLI,X,X,O,X,X,X,X,X,X
STZILJO,X,O,X,O,O,X,X,O,X
STZILOJ,X,O,X,O,O,X,O,O,X
STZIJLO,X,O,X,O,X,X,X,X,O
STZIJOL,X,O,X,O,X,X,X,X,O
STZIOLJ,X,O,X,O,O,X,O,X,X
STZIOJL,X,O,X,O,X,X,X,X,X
STZLIJO,X,X,X,X,X,X,X,O,X
STZLIOJ,X,X,X,X,X,X,O,O,X
STZLJIO,X,X,O,X,X,X,X,X,X
STZLJOI,X,X,O,X,O,X,X,X,X
STZLOIJ,X,X,X,X,X,X,O,X,X
STZLOJI,X,X,O,X,O,X,X,X,X
STZJILO,X,O,O,O,X,X,X,X,O
STZJIOL,X,O,X,O,X,X,X,X,O
STZJLIO,X,X,O,X,X,X,X,X,X
STZJLOI,X,X,O,X,X,X,X,X,X
STZJOIL,X,O,X,O,X,X,X,X,O
STZJOLI,X,X,O,X,X,X,X,X,X
STZOILJ,X,O,X,O,O,X,O,X,X
STZOIJL,X,O,X,O,X,X,X,X,O
STZOLIJ,X,X,X,X,X,X,O,X,X
STZOLJI,X,X,O,X,O,X,X,X,X
STZOJIL,X,O,X,O,X,X,X,X,O
STZOJLI,X,X,O,X,X,X,X,X,X
STOILJZ,X,O,X,O,O,X,O,X,X
STOILZJ,X,O,X,O,O,X,O,X,X
STOIJLZ,X,O,X,O,O,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,X,O,O,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,X
STOLIJZ,X,O,X,X,O,X,O,X,X
STOLIZJ,X,O,X,X,O,X,O,X,X
STOLJIZ,X,O,O,X,O,X,X,X,X
STOLJZI,X,X,O,X,O,X,X,X,X
STOLZIJ,X,X,X,X,X,X,O,X,X
STOLZJI,X,X,O,X,O,X,X,X,X
STOJILZ,X,O,X,O,O,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X,X
STOJLIZ,X,O,O,X,O,X,X,X,X
STOJLZI,X,X,O,X,O,X,X,X,X
STOJZIL,X,O,X,O,X,X,X,X,O
STOJZLI,X,X,O,X,X,X,X,X,X
STOZILJ,X,O,X,O,O,X,O,X,X
STOZIJL,X,O,X,O,X,X,X,X,O
STOZLIJ,X,X,X,X,X,X,O,X,X
STOZLJI,X,X,O,X,O,X,X,X,X
STOZJIL,X,O,X,O,X,X,X,X,O
STOZJLI,X,X,O,X,X,X,X,X,X
SITLJZO,X,O,X,X,O,X,X,X,X
SITLJOZ,O,O,X,O,O,X,X,X,X
SITLZJO,O,O,X,O,O,X,X,X,X
SITLZOJ,O,O,X,O,O,X,X,X,X
SITLOJZ,O,O,X,O,O,X,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X,X
SITJLZO,X,O,X,X,O,X,X,X,X
SITJLOZ,O,O,X,O,O,X,X,X,X
SITJZLO,X,O,X,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X
SITJOLZ,O,O,X,O,O,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,X,X,X
SITZLOJ,O,O,X,O,O,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,X
SITZJOL,O,O,X,O,X,X,X,X,X
SITZOLJ,O,O,X,O,O,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,X,X
SITOLJZ,O,O,X,O,O,X,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X,X
SITOJLZ,O,O,X,O,O,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,X,O,O,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X
SILTJZO,X,X,X,X,O,X,X,X,X
SILTJOZ,O,X,X,O,O,X,X,X,X
SILTZJO,O,X,X,O,O,X,X,X,X
SILTZOJ,O,X,X,O,O,X,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X
SILTOZJ,O,X,X,O,O,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X
SILJTOZ,O,X,O,O,O,X,X,X,X
SILJZTO,O,X,O,O,O,X,X,X,X
SILJZOT,O,X,O,O,O,X,X,X,X
SILJOTZ,O,X,O,O,O,X,X,X,X
SILJOZT,O,X,O,O,O,X,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,X
SILZTOJ,O,X,X,O,O,X,X,X,X
SILZJTO,O,X,O,O,O,X,X,X,X
SILZJOT,O,X,O,O,O,X,X,X,X
SILZOTJ,O,X,X,O,O,X,X,X,X
SILZOJT,O,X,O,O,O,X,X,X,X
SILOTJZ,O,X,X,O,O,X,X,X,X
SILOTZJ,O,X,X,O,O,X,X,X,X
SILOJTZ,O,X,O,O,O,X,X,X,X
SILOJZT,O,X,O,O,O,X,X,X,X
SILOZTJ,O,X,X,O,O,X,X,X,X
SILOZJT,O,X,O,O,O,X,X,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X
SIJTLOZ,O,O,O,O,O,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,O,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,O,O,X,X,X
SIJLTOZ,O,X,O,O,O,O,X,X,X
SIJLZTO,O,X,O,O,O,O,X,X,X
SIJLZOT,O,X,O,O,O,O,X,X,X
SIJLOTZ,O,X,O,O,O,O,X,X,X
SIJLOZT,O,X,O,O,O,O,X,X,X
SIJZTLO,O,O,O,O,X,X,X,X,O
SIJZTOL,O,O,X,O,X,X,X,X,O
SIJZLTO,O,X,O,O,O,O,X,X,O
SIJZLOT,O,X,O,O,O,O,X,X,O
SIJZOTL,O,X,X,O,X,X,X,X,O
SIJZOLT,O,X,O,O,O,O,X,X,O
SIJOTLZ,O,O,X,O,O,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,O,O,X,X,X
SIJOLZT,O,X,O,O,O,O,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,O
SIJOZLT,O,X,O,O,O,O,X,X,O
SIZTLJO,O,O,X,O,O,X,X,X,X
SIZTLOJ,O,O,X,O,O,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X,O
SIZTJOL,O,O,X,O,X,X,X,X,O
SIZTOLJ,O,O,X,O,O,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X,X
SIZLTJO,O,X,X,O,O,X,X,X,X
SIZLTOJ,O,X,X,O,O,X,X,X,X
SIZLJTO,O,X,O,O,O,X,X,X,O
SIZLJOT,O,X,O,O,O,X,X,X,O
SIZLOTJ,O,X,X,O,O,X,X,X,X
SIZLOJT,O,X,O,O,O,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X,O
SIZJTOL,O,O,X,O,X,X,X,X,O
SIZJLTO,O,X,O,O,O,O,X,X,O
SIZJLOT,O,X,O,O,O,O,X,X,O
SIZJOTL,O,X,X,O,X,X,X,X,O
SIZJOLT,O,X,O,O,O,O,X,X,O
SIZOTLJ,O,X,X,O,O,X,X,X,X
SIZOTJL,O,X,X,O,X,X,X,X,O
SIZOLTJ,O,X,X,O,O,X,X,X,X
SIZOLJT,O,X,O,O,O,X,X,X,O
SIZOJTL,O,X,X,O,X,X,X,X,O
SIZOJLT,O,X,O,O,O,O,X,X,O
SIOTLJZ,O,O,X,O,O,X,X,X,X
SIOTLZJ,O,O,X,O,O,X,X,X,X
SIOTJLZ,O,O,X,O,O,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,O,O,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,X
