sequence,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBcnBTjBWx?BFtB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBFjBTnBct?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBziB+oB8r?B1xB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF3hBGjBVsBUoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeTDJvhFOpBxmB0kBFsBXt?BCsB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mBxiB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhFCjB0kBVsBToBOp?BRxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhF0kBxnBOpBzrBFt?BCtB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mB8nB+oBXnBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFFiB0mBGoBXoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFxiBlmB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkBGjB0mBlnBXt?BzrB,v115@/gC8GeB8IeB8FeD8DeA8Je1GJvhFxiBOpBCoB0kBzr?BXtB
LTOIZJS,O,X,O,O,X,O,X,X,O,O,X,X,X
LTOIZSJ,O,X,O,O,X,O,X,O,X,O,O,X,X
LTOJISZ,O,X,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,O,X,O,X,X,O,X,X,O,O,X,X,X
LTOJSIZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTOJSZI,O,X,O,X,X,O,X,X,O,X,X,X,O
LTOJZIS,O,X,O,X,X,O,X,X,O,O,X,X,X
LTOJZSI,O,X,O,X,X,O,X,X,O,O,O,X,X
LTOSIJZ,O,X,X,O,X,O,X,X,O,X,X,X,O
LTOSIZJ,O,X,X,O,X,O,X,O,X,X,X,X,O
LTOSJIZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LTOSJZI,O,X,X,X,X,O,X,X,O,X,X,X,O
LTOSZIJ,O,X,X,X,X,O,X,O,X,X,O,X,O
LTOSZJI,O,X,X,X,X,O,X,X,X,X,O,X,O
LTOZIJS,O,X,O,X,X,O,X,X,O,O,X,X,X
LTOZISJ,O,X,O,X,X,O,X,O,X,O,O,X,X
LTOZJIS,O,X,O,X,X,O,X,X,O,O,X,X,X
LTOZJSI,O,X,O,X,X,O,X,X,O,O,O,X,X
LTOZSIJ,O,X,O,X,X,O,X,O,X,O,O,X,X
LTOZSJI,O,X,O,X,X,O,X,X,X,O,O,X,X
LITJSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
LITJSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
LITJZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LITJZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LITJOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LITJOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LITSJZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LITSJOZ,O,O,O,O,O,X,X,X,O,X,X,O,X
LITSZJO,O,O,O,O,X,X,X,X,X,X,X,O,X
LITSZOJ,O,O,O,O,X,X,O,X,X,X,X,O,X
LITSOJZ,O,X,X,O,O,O,O,X,O,X,X,O,X
LITSOZJ,O,X,X,O,X,O,O,X,X,X,X,O,X
LITZJSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LITZJOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LITZSJO,O,O,O,O,X,O,X,X,X,O,O,O,X
LITZSOJ,O,O,O,O,X,O,O,X,X,O,O,O,X
LITZOJS,O,O,O,O,X,O,O,X,O,O,X,X,X
LITZOSJ,O,O,O,O,X,O,O,X,X,O,O,X,X
LITOJSZ,O,X,O,O,X,O,O,X,O,X,X,X,X
LITOJZS,O,X,O,O,X,O,O,X,O,O,X,X,X
LITOSJZ,O,X,X,O,X,O,O,X,O,X,X,X,X
LITOSZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LITOZJS,O,X,O,O,X,O,O,X,O,O,X,X,X
LITOZSJ,O,X,O,O,X,O,O,X,X,O,O,X,X
LIJTSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
LIJTSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
LIJTZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJTZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJTOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LIJTOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJSTZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LIJSTOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
LIJSZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LIJSZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJSOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LIJSOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LIJZTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJZTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LIJZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJZOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJZOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJOTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LIJOTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LIJOSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LIJOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIJOZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIJOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LISTJZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LISTJOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
LISTZJO,O,O,O,O,X,X,X,X,X,X,X,O,X
LISTZOJ,O,O,O,O,X,X,O,X,X,X,X,O,X
LISTOJZ,O,X,X,O,X,X,O,X,O,X,X,O,X
LISTOZJ,O,X,X,O,X,X,O,X,X,X,X,O,X
LISJTZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LISJTOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
LISJZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LISJZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LISJOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LISJOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LISZTJO,X,O,X,O,X,X,X,X,X,O,X,O,X
LISZTOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
LISZJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LISZJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LISZOTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
LISZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LISOTJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LISOTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LISOJTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
LISOJZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LISOZTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
LISOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZTJSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LIZTJOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LIZTSJO,O,O,O,O,X,O,X,X,X,O,O,O,X
LIZTSOJ,O,O,O,O,X,O,O,X,X,O,O,O,X
LIZTOJS,O,O,O,O,X,O,O,X,O,O,X,X,X
LIZTOSJ,O,O,O,O,X,O,O,X,X,O,O,X,X
LIZJTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LIZJTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LIZJSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZJOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LIZSTJO,X,O,X,O,X,O,X,X,X,O,O,O,X
LIZSTOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
LIZSJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LIZSJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LIZSOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LIZSOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZOTJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LIZOTSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LIZOJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LIZOJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LIZOSTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LIZOSJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOTJSZ,O,X,O,O,X,O,O,X,O,X,X,X,X
LIOTJZS,O,X,O,O,X,O,O,X,O,O,X,X,X
LIOTSJZ,O,X,X,O,X,O,O,X,O,X,X,X,X
LIOTSZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LIOTZJS,O,X,O,O,X,O,O,X,O,O,X,X,X
LIOTZSJ,O,X,O,O,X,O,O,X,X,O,O,X,X
LIOJTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LIOJTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LIOJSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LIOJSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIOJZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LIOJZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LIOSTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,O,X,O,X,X,X,X,O,X,X,O,X
LIOSJZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LIOSZTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
LIOSZJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOZTJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LIOZTSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LIOZJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LIOZJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LIOZSJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTISZO,O,O,O,X,X,X,X,X,O,X,X,X,X
LJTISOZ,O,O,O,X,O,O,X,X,O,X,X,X,X
LJTIZSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTIZOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTSIZO,O,O,O,X,X,X,X,X,X,X,X,X,O
LJTSIOZ,O,O,O,X,O,O,X,X,X,X,X,X,O
LJTSZIO,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTSZOI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTSOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O
LJTSOZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTZISO,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTZIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTZSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LJTZSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTZOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTZOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTOSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
LJTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJTOZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJITSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
LJITSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
LJITZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LJITZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LJITOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LJITOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LJISTZO,O,O,O,O,X,X,X,X,O,X,X,O,X
LJISTOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
LJISZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJISZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJISOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LJISOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LJIZTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJIZTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJIZSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJIZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIZOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJIZOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIOTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LJIOTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LJIOSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJIOZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJIOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
LJSTIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LJSTZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LJSTZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LJSTOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LJSTOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
LJSITZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LJSITOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
LJSIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJSIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJSIOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LJSIOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LJSZTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LJSZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LJSZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSZOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOTIZ,X,O,O,X,O,O,X,X,X,X,X,O,O
LJSOTZI,X,O,O,X,X,O,X,X,O,X,X,O,O
LJSOITZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LJSOIZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LJSOZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZTIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZTSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LJZTSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJZTOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZTOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJZITSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZITOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LJZISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJZIOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJZSTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
LJZSTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
LJZSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZSOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJZSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZOTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZOTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJZOITS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJZOIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJZOSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJZOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOTISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LJOTIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOTSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
LJOTSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LJOTZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOTZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOITSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LJOITZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LJOISTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOIZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,O
LJOSTZI,X,O,O,X,X,O,X,X,O,X,X,X,O
LJOSITZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOSZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOZTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOZTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOZITS,O,O,O,X,X,O,X,X,O,O,X,X,X
LJOZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LJOZSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LJOZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSTIJZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LSTIJOZ,O,O,O,O,O,X,X,X,O,X,X,O,O
LSTIZJO,O,O,O,O,X,X,X,X,X,X,X,O,O
LSTIZOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTIOJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
LSTIOZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
LSTJIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
LSTJIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LSTJZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LSTJZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LSTJOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LSTJOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
LSTZIJO,O,O,O,X,X,O,X,X,X,X,O,O,O
LSTZIOJ,O,O,O,X,X,O,X,X,X,X,O,O,X
LSTZJIO,O,O,O,X,X,O,X,X,X,X,O,O,O
LSTZJOI,O,O,O,X,X,O,X,X,X,X,O,O,O
LSTZOIJ,O,O,O,X,X,O,X,X,X,X,O,O,X
LSTZOJI,O,X,O,X,X,O,X,X,X,X,O,O,X
LSTOIJZ,O,X,X,O,O,O,X,X,O,X,X,O,O
LSTOIZJ,O,X,X,O,X,O,X,X,X,X,X,O,X
LSTOJIZ,O,X,X,X,O,O,X,X,X,X,X,O,O
LSTOJZI,O,X,X,X,X,O,X,X,O,X,X,O,O
LSTOZIJ,O,X,X,X,X,O,X,X,X,X,O,O,X
LSTOZJI,O,X,X,X,X,O,X,X,X,X,O,O,X
LSITJZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LSITJOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
LSITZJO,O,O,O,O,X,X,X,X,X,X,X,O,O
LSITZOJ,O,O,O,O,X,X,O,X,X,X,X,O,X
LSITOJZ,O,X,X,O,X,X,O,X,O,X,X,O,O
LSITOZJ,O,X,X,O,X,X,O,X,X,X,X,O,X
LSIJTZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LSIJTOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
LSIJZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LSIJZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSIJOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LSIJOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSIZTJO,X,O,X,O,X,X,X,X,X,O,X,O,X
LSIZTOJ,X,O,X,O,X,X,O,X,X,O,X,O,X
LSIZJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LSIZJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LSIZOTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
LSIZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSIOTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIOJTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
LSIOJZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSIOZTJ,X,O,X,O,X,X,X,X,X,O,X,O,X
LSIOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LSJTIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
LSJTIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LSJTZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
LSJTZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
LSJTOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
LSJTOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
LSJITZO,O,O,O,O,X,X,X,X,O,X,X,O,O
LSJITOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
LSJIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LSJIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LSJIOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LSJIOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
LSJZTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
LSJZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LSJZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJZOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJOTIZ,X,O,O,X,O,O,X,X,X,X,X,O,O
LSJOTZI,X,O,O,X,X,O,X,X,O,X,X,O,O
LSJOITZ,X,O,O,O,O,X,X,X,O,X,X,O,X
LSJOIZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSJOZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZTIJO,X,O,X,X,X,O,X,X,X,O,O,O,O
LSZTIOJ,X,O,X,X,X,O,X,X,X,O,O,O,X
LSZTJIO,X,O,X,X,X,O,X,X,X,X,O,O,O
LSZTJOI,X,O,X,X,X,O,X,X,X,O,O,O,O
LSZTOIJ,X,O,X,X,X,O,X,X,X,O,O,O,X
LSZTOJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LSZITJO,X,O,X,O,X,O,X,X,X,O,O,O,X
LSZITOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
LSZIJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LSZIJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LSZIOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LSZIOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,X,X,O,O,O
LSZJTOI,O,O,X,X,X,O,X,X,X,O,O,O,O
LSZJITO,O,O,X,X,X,X,X,X,X,X,X,O,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,O,X,X,X,O,O,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LSZOTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LSZOITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LSZOIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LSZOJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LSZOJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,O,O,O,X,X,O,X,X,O,O
LSOTIZJ,X,X,X,O,X,O,X,O,X,X,X,O,O
LSOTJIZ,X,X,X,X,O,O,X,X,X,X,X,O,O
LSOTJZI,X,X,X,X,X,O,X,X,O,X,X,O,O
LSOTZIJ,X,X,X,X,X,O,X,O,X,X,O,O,O
LSOTZJI,X,X,X,X,X,O,X,X,X,X,O,O,O
LSOITJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LSOITZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LSOIJTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
LSOIJZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSOIZTJ,X,O,X,O,X,X,X,O,X,O,X,O,X
LSOIZJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LSOJTIZ,X,O,X,X,O,O,X,X,X,X,X,O,O
LSOJTZI,X,O,X,X,X,O,X,X,O,X,X,O,O
LSOJITZ,X,O,X,O,O,X,X,X,O,X,X,O,X
LSOJIZT,O,O,X,X,O,X,X,X,O,O,X,X,X
LSOJZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LSOZTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LSOZTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LSOZITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LSOZIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LSOZJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LSOZJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTIJOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTISJO,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTISOJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTIOJS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTIOSJ,O,O,O,X,X,O,X,X,X,O,O,X,X
LZTJISO,O,O,O,X,X,O,X,X,X,O,X,X,X
LZTJIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTJSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LZTJSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LZTJOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTJOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
