sequence,v115@vhHKAJziBcpB3mB+tBXqBlsBRwB,v115@vhHK/IXjBcqB3mB+tBTpBlsBRwB,v115@vhH32I8kBzgBStB2uBlqB3rBxxB,v115@vhH32IXgB8lBStBTpB2vBlrBxxB,v115@vhHU4IzhBfoB2pBFrBXsBSyBxuB,v115@vhH32IKlBzgBcpB+tBlrB3sBRvB,v115@vhH6+IziBcpB3mB+tBXqBlsBRwB,v115@vhHT5I8kBXjBStB2uBlqB3rBxxB,v115@vhHT1IZkBflBfoBWvBUrBFsBSyB,v115@vhH/DJZkBClBOrBlnBXqBUsBTtB,v115@vhH/CJfnBTjBKpBUqBFrBGtBRxB,v115@vhHfBJifBcpBTlB+tBlrB3sBRvB,v115@vhHzAJfnBunBKpB/tBUqBFrBRxB,v115@vhHzAJ+mB3iBKpB/tBFqB0sBRwB,v115@vhHz4IfnBunBKpB/tBUqBFrBRxB,v115@vhHyEJXjBcqB3mB+tBTpBlsBRwB,v115@vhHX3IzgB+mBKpB/tBFqB0sBRwB,v115@vhHG5I/jBxkBXmBlnBipBUsBTtB,v115@vhH/EJ3gB0mBCoB2uBlqBTtBxwB,v115@vhH3BJ5oBOpB0lBlnBzpB3rByxB,v115@vhH3BJ+oBTkB0lBlnByuB3rBxxB,v115@vhHO6I3fBKqBUnB/tBTpBFrBRxB,v115@vhH6+IziBcpB3lB+tBlrB3sBRvB,v115@vhHC+IXjBcqB3mB+tBTpBlsBRwB,v115@vhH8/ISoB2pBllB3mBXsBTtBRvB,v115@vhHZEJXhBUlBFnB6tBWvBTrB3sB,v115@vhHG5I/jBxkB0mBlnBipB3qBTtB,v115@vhHT5I8lBXjB+tBipBlrB3sBRvB,v115@vhHZEJXiBupBUmBFoBTqBXsBSyB,v115@vhHX3IzgBfnBKpBUqBFrBGtBRxB,v115@vhHX3IfmB0hBKpBFqBGsBTtBRwB,v115@vhHX3IGhBKpBUmB/sBFqBTtBRwB,v115@vhH0/IfmBKpBXnBToBFqBWyBRwB,v115@vhH/6IZkBFlBXmB0nB6tBWvBzrB,v115@vhHT1I/kB0mBftB6tB2uBlqBxwB,v115@vhHKGJzhBXjBcpB+tBXqBlsBRwB,v115@vhH8EJzgBXjBStB2uBlqB3rBxxB,v115@vhHXAJ8lBXjBStBTpB2vBlrBxxB,v115@vhHZEJflBzhBfoBWvBUrBFsBSyB,v115@vhHZEJflBfnB0iBWvBFrBSxBTtB,v115@vhH0/IzhBfoB2pBFrBXsBSyBxuB,v115@vhHKFJzgBXjBcpB+tBlrB3sBRvB,v115@vhH/DJWlB/pB0mBlnBiqBTtBxwB,v115@vhH//IfnBTjBKpBUqBFrBGtBRxB,v115@vhHK/IfgBcqB3mB+tBTpBlsBRwB,v115@vhHT+IfoBKpBUmB/sB+tBFqBRwB,v115@vhH3CJcoBmkBXmBTpBFsBSyBxvB,v115@vhH/BJZnBOpBllBCoBUqBTrBXtB,v115@vhH/BJ/nBOpBllBToBUqBirBRxB,v115@vhHT5IcfBXgBXhBliB5oBasBetB,v115@vhH8/I5oB/pBllB3mBatB2vBTsB,v115@vhHq6IfhBcpBTlB+tBlrB3sBRvB,v115@vhHy/IfoB5oBOpBllBUnBzpBXrB,v115@vhHT+I/kB0mBftB6tB2uBlqBxwB,v115@vhHO/IflBcoBXmBTpBFsBSyBxvB,v115@vhHZ6IanB/oBUlBFmBftBTpBWxB,v115@vhH/6I/kB0mBCoB2uBlqBTtBxwB,v115@vhH5+IWlB3hB/pBlnBiqBUsBTtB,v115@vhHZ/IzbB+pBKqBfrBlmB3nBctB,v115@vhHZ/IzbBGlBlmB3nBctB3pByvB,v115@vhHO/IFgBXhBXiB6oBcpBznBxxB,v115@vhH8FJXjBaqB3mB+tBTpBlsBRwB,v115@vhH//ITgB+mBKpB/tBFqB0sBRwB,v115@vhHi2IfhBcpBTlB+tBlrB3sBRvB,v115@vhHZEJUjBupB3lBFnBXrBSxBTtB,v115@vhHz7IZkBFlBXmB0nB6tBWvB3rB,v115@vhHK6I3gBTkBlmB3nBctBmqBxuB,v115@vhHZ6IqkB3gBlmB3nBctB2uBzqB,v115@vhHZ6I+kB3gBlmB3nBctByuBzqB,v115@vhHZ6IflBulBlmB3nBctBTpByvB,v115@vhH5+IUhBynB/pBFlB3qBGsBTtB,v115@vhHfDJ5oBikB3lBFnBWvB0rBzsB,v115@vhHfDJ5oB/pBaqBuqBFnB0rBzsB,v115@vhHWDJ/pBRlBFnBXoBTqB0rBSyB
OLSZITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
OLSZIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,O,X,X,O,O,O,X,O,O
OLSZJTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,X,O,O,O,X,O,O
OLSZJIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,O,O,X,O,O
OLZTIJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OLZTISJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
OLZTJIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X
OLZTJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
OLZTSIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
OLZTSJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
OLZITJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
OLZITSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
OLZIJTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O,O,O,O,O,X,O,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,O,O,O,O,X
OLZIJST,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X,O,O,O,X,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,O,O,O,O,O,O
OLZISTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
OLZISJT,O,O,X,X,O,X,X,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,O,O,O,O,O,O
OLZJTIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X
OLZJTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,O,O
OLZJITS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,O,O,O,O,X
OLZJIST,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,O,O,O,O,O,O
OLZJSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,O,X,O,O,O,O,O,O,O
OLZJSIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,O,O,O,O,O,O
OLZSTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
OLZSTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,O,O,X,X,O,O
OLZSITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O
OLZSIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,O,O,X,X,O,O,O,O,O,O
OLZSJTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,O,X,O,O,O,O,O,O,O
OLZSJIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,O,X,O,O,O,O,O,O,O
OJTILSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTILZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTISLZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTISZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTIZLS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTIZSL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTLISZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTLIZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJTLSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTLSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTLZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJTLZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJTSILZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTSIZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTSLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTSLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTSZIL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTSZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTZILS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTZISL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTZLIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJTZLSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJTZSIL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJTZSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X
OJITLSZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJITLZS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X
OJITSLZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJITSZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJITZLS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X
OJITZSL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJILTSZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJILTZS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,O,X
OJILSTZ,X,X,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O
OJILSZT,O,O,X,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,O
OJILZTS,X,O,O,O,O,X,X,O,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,O,X
OJILZST,O,O,O,O,O,X,O,O,X,O,X,X,O,X,O,O,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,O
OJISTLZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X
OJISTZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X
OJISLTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X
OJISLZT,O,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,O,O,X
OJISZTL,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X
OJISZLT,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X,O,X,O,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,O,O,O,X
OJIZTLS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,O,O,O,X
OJIZTSL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
OJIZLTS,X,O,O,O,O,X,X,O,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O,O,O,O,X
OJIZLST,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,O,X,O,O,O,X,O,X,X,O,O,X,X,O,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,O,O,O,O,X,X,O,X,O,O,O,O,O,O,X,O,X,O,X,X,O,O,X,O,X,O,O,O,O,O
OJIZSTL,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,X
