sequence,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBXjBUnBCnBlqBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBxiBTmB0qBXsBlsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFFiBXjBxqBTsBCrBUrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFjB2qBCnBTsB8qB3rB,v115@HhB8GeC8FeE8EeB8Jex/IvhF2nB/qBFmBCoBUsBTrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFymBXjBTlB0mB+sBVwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFXjBRmBFmB0qBCsBTsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnBCoBlqB3rBUsB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFiBXjBilB+rB8qBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBlqBCsBmqBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBmqBCsBlqBTsB,v115@HhB8GeC8FeE8EeB8Je3AJvhFFjBxmBmkBzqBCsBUsB,v115@HhB8GeC8FeE8EeB8Je1FJvhF0hBXjBmkBTnBCrBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnB3mBCoB0qBVxB,v115@HhB8GeC8FeE8EeB8Jex/IvhFzhBFjBilB+sB8qB3rB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBXjB0qBxrBlrBTsB
ZIJOSLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISTLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZISTLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISTJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZISTJOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZISTOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISTOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZISLTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZISLTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZISLJTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
ZISLJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISLOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZISLOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISJTLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZISJTOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZISJLTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZISJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISJOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZISJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZISOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZISOTJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZISOLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZISOJLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOTLJS,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOTLSJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZIOTJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZIOTJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZIOTSLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZIOTSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZIOLTJS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZIOLTSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOLJTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOLJST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOJTLS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZIOJTSL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZIOJLTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZIOJLST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZIOJSTL,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZIOJSLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZIOSTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZIOSTJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZIOSLTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSLJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJTL,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZIOSJLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLTIJSO,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,O
ZLTIJOS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
ZLTISJO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O
ZLTISOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLTIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLTIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLTJISO,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,O
ZLTJIOS,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O
ZLTJSIO,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X
ZLTJSOI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
ZLTJOIS,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X
ZLTJOSI,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLTSIJO,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
ZLTSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTSJIO,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X
ZLTSJOI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
ZLTSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTSOJI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLTOISJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZLTOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLTOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLTOSJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLITJSO,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,O
ZLITJOS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZLITSJO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O
ZLITSOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLITOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLITOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLIJTSO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
ZLIJTOS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLIJSTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
ZLIJSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLIJOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISTJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZLISTOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLISJTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
ZLISJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLISOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLISOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLIOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLIOJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLIOJST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLIOSJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJTISO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
ZLJTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZLJTSIO,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
ZLJTSOI,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
ZLJTOIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLJTOSI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJITSO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
ZLJITOS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLJISTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
ZLJISOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJIOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLJIOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJSTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZLJSTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
ZLJSITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZLJSIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJSOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLJSOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOTIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLJOTSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLJOITS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLJOIST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLJOSTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLJOSIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSTIJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
ZLSTIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSTJIO,X,O,X,X,O,X,O,X,X,O,O,X,O,X,X,X
ZLSTJOI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
ZLSTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSTOJI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSITJO,X,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZLSITOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZLSIJTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
ZLSIJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSIOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
ZLSJTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
ZLSJITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZLSJIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZLSJOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSOTJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLSOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOJTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X
ZLSOJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOTISJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZLOTJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOTJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTSIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOTSJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOITJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLOITSJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
ZLOIJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLOIJST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZLOISJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJTIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZLOJTSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLOJITS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZLOJIST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJSTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLOJSIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOSTIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOSTJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOSITJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLOSIJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOSJTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLOSJIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJTILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJTISLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJTISOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJTIOLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZJTIOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZJTLISO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJTLIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJTLSIO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZJTLSOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
ZJTLOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJTLOSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJTSIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZJTSLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZJTSLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
ZJTSOIL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZJTSOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJTOILS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJTOISL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJTOLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJTOLSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJTOSLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITLSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJITLOS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJITSLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJITSOL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJITOLS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZJITOSL,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZJILTSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZJILTOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJILSTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJILSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJILOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJILOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJISTOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZJISLTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJISLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJISOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJIOTLS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJIOTSL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJIOLTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZJIOLST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJIOSLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLTISO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZJLTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
ZJLTSIO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X
ZJLTSOI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
ZJLTOIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLTOSI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLITSO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZJLITOS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZJLISTO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJLISOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJLIOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSTIO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X
ZJLSTOI,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X
ZJLSITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJLSIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJLSOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOTIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZJLOTSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZJLOITS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJLOIST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJLOSTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZJLOSIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSTILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJSTIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZJSTLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZJSTLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
ZJSTOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZJSTOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJSITLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJSITOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZJSILTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZJSILOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJSIOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSLTIO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X
ZJSLTOI,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X
ZJSLITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
ZJSLIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZJSLOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJSOTLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZJSOITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJSOILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJSOLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJSOLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOTILS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOTISL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOTLSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOTSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOTSLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOITLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJOITSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
ZJOILTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
ZJOILST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOISTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJOISLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZJOLTSI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZJOLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
ZJOLIST,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOLSTI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZJOLSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJOSTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJOSITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
ZJOSILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJOSLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJOSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTILJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSTILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTIJLO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSTIJOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZSTIOLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTIOJL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZSTLIJO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSTLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLJIO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSTLJOI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSTLOIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTLOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTJILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSTJIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
ZSTJLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
ZSTJLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZSTJOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSTJOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOIJL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSTOLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSTOJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZSITLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSITJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
ZSITJOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSITOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSITOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZSILTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
ZSILTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSILJTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
ZSILJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSILOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
