sequence,v115@PhC8FeE8DeD8JeT/IvhFcmBenBCjBXlBllBxvB,v115@PhC8FeE8DeD8JeT/IvhF/lBWnBxiBUqBlrBarB,v115@PhC8FeE8DeD8JeT/IvhFelBRhBCjB8rB3qBFrB,v115@PhC8FeE8DeD8Je/EJvhFzgBWnBxiB0qBlrBaqB,v115@PhC8FeE8DeD8Je/EJvhFUgBxiBKrBFnBGmBTqB,v115@PhC8FeE8DeD8JeyEJvhFXhBxiBFnB0kB+qBTrB,v115@PhC8FeE8DeD8Je2EJvhFXhBxiBFnBSqBTrBUqB
JLSOTZI,O,X,O,X,O,X,X
JLSOITZ,O,X,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,X
JLSOZTI,O,X,O,X,O,X,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,O,O,X,X,X,X,X
JLZTIOS,O,O,O,X,X,X,X
JLZTSIO,X,O,O,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X
JLZITSO,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X
JLZISTO,O,X,O,X,X,X,X
JLZISOT,O,X,O,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X
JLZIOST,O,X,O,X,X,X,X
JLZSTIO,X,X,O,X,X,X,X
JLZSTOI,O,X,O,X,X,X,X
JLZSITO,O,X,O,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X
JLZSOTI,O,X,O,X,X,X,X
JLZSOIT,O,X,O,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X
JLZOITS,O,O,O,X,X,X,X
JLZOIST,O,X,O,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X
JLZOSIT,O,X,O,X,X,X,X
JLOTISZ,O,X,X,X,O,O,O
JLOTIZS,O,O,X,X,X,X,X
JLOTSIZ,X,X,X,X,O,O,O
JLOTSZI,O,X,O,X,O,O,O
JLOTZIS,O,O,O,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X
JLOITSZ,O,X,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X
JLOIZST,O,X,O,X,X,X,X
JLOSTIZ,X,X,X,X,O,O,O
JLOSTZI,O,X,O,X,O,O,O
JLOSITZ,O,X,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,X
JLOSZTI,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,X
JLOZIST,O,X,O,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X
JLOZSIT,O,X,O,X,X,X,X
JSTILZO,X,X,X,O,O,X,X
JSTILOZ,X,X,X,X,O,X,O
JSTIZLO,X,O,X,O,O,X,X
JSTIZOL,X,O,X,O,X,X,O
JSTIOLZ,X,X,X,X,O,X,O
JSTIOZL,X,O,X,O,O,X,O
JSTLIZO,X,X,X,O,O,X,X
JSTLIOZ,X,X,X,X,O,X,O
JSTLZIO,X,X,O,O,O,X,X
JSTLZOI,O,X,O,O,O,X,X
JSTLOIZ,X,X,X,X,O,X,O
JSTLOZI,O,X,O,X,O,X,O
JSTZILO,X,O,O,O,O,X,X
JSTZIOL,X,O,O,O,X,X,O
JSTZLIO,X,O,O,O,O,X,X
JSTZLOI,O,O,O,O,O,X,X
JSTZOIL,X,O,O,O,X,X,O
JSTZOLI,O,O,O,O,X,X,O
JSTOILZ,X,X,X,X,O,X,O
JSTOIZL,X,O,X,O,O,X,O
JSTOLIZ,X,X,X,X,O,X,O
JSTOLZI,O,X,O,X,O,X,O
JSTOZIL,X,O,O,O,O,X,O
JSTOZLI,O,O,O,O,O,X,O
JSITLZO,O,X,X,O,O,X,X
JSITLOZ,O,X,X,X,O,X,O
JSITZLO,O,O,X,O,O,X,X
JSITZOL,O,O,X,O,X,X,O
JSITOLZ,O,X,X,X,O,X,O
JSITOZL,O,O,X,O,O,X,O
JSILTZO,O,X,X,O,X,X,X
JSILTOZ,O,X,X,X,X,X,X
JSILZTO,O,X,O,X,X,X,X
JSILZOT,O,X,O,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X
JSILOZT,O,X,O,X,X,X,X
JSIZTLO,O,O,O,O,O,X,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,O,X,O,X,X,X,X
JSIZLOT,O,X,O,X,X,X,X
JSIZOTL,O,O,O,X,O,X,X
JSIZOLT,O,X,O,X,X,X,X
JSIOTLZ,O,X,X,X,O,X,X
JSIOTZL,O,O,X,O,O,X,X
JSIOLTZ,O,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,X
JSIOZTL,O,O,O,X,O,X,X
JSIOZLT,O,X,O,X,X,X,X
JSLTIZO,X,X,X,O,O,X,X
JSLTIOZ,X,X,X,X,O,X,X
JSLTZIO,X,X,O,O,O,X,X
JSLTZOI,O,X,O,O,O,X,X
JSLTOIZ,X,X,X,X,O,X,X
JSLTOZI,O,X,O,X,O,X,X
JSLITZO,O,X,X,O,X,X,X
JSLITOZ,O,X,X,X,X,X,X
JSLIZTO,O,X,O,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X
JSLIOZT,O,X,O,X,X,X,X
JSLZTIO,X,X,O,X,O,X,X
JSLZTOI,O,X,O,X,O,X,X
JSLZITO,O,X,O,X,X,X,X
JSLZIOT,O,X,O,X,X,X,X
JSLZOTI,O,X,O,X,X,X,X
JSLZOIT,O,X,O,X,X,X,X
JSLOTIZ,X,X,X,X,O,X,X
JSLOTZI,O,X,O,X,O,X,X
JSLOITZ,O,X,X,X,X,X,X
JSLOIZT,O,X,O,X,X,X,X
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,X,X,X
JSZTILO,X,O,O,O,O,X,X
JSZTIOL,X,O,O,O,X,X,X
JSZTLIO,X,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,X,X
JSZTOIL,X,O,O,O,X,X,X
JSZTOLI,O,O,O,O,X,X,X
JSZITLO,O,O,O,O,O,X,X
JSZITOL,O,O,O,O,X,X,X
JSZILTO,O,X,O,X,X,X,X
JSZILOT,O,X,O,X,X,X,X
JSZIOTL,O,O,O,X,O,X,X
JSZIOLT,O,X,O,X,X,X,X
JSZLTIO,X,X,O,X,O,X,X
JSZLTOI,O,X,O,X,O,X,X
JSZLITO,O,X,O,X,X,X,X
JSZLIOT,O,X,O,X,X,X,X
JSZLOTI,O,X,O,X,X,X,X
JSZLOIT,O,X,O,X,X,X,X
JSZOTIL,X,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,O,O,X,O,X,X
JSZOILT,O,X,O,X,X,X,X
JSZOLTI,O,X,O,X,O,X,X
JSZOLIT,O,X,O,X,X,X,X
JSOTILZ,X,X,X,X,O,X,O
JSOTIZL,X,O,X,O,O,X,O
JSOTLIZ,X,X,X,X,O,X,O
JSOTLZI,O,X,O,X,O,X,O
JSOTZIL,X,O,O,O,O,X,O
JSOTZLI,O,O,O,O,O,X,O
JSOITLZ,O,X,X,X,O,X,O
JSOITZL,O,O,X,O,O,X,O
JSOILTZ,O,X,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,X
JSOIZTL,O,O,O,X,O,X,X
JSOIZLT,O,X,O,X,X,X,X
JSOLTIZ,X,X,X,X,O,X,O
JSOLTZI,O,X,O,X,O,X,O
JSOLITZ,O,X,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,X
JSOLZTI,O,X,O,X,O,X,X
JSOLZIT,O,X,O,X,X,X,X
JSOZTIL,X,O,O,X,O,X,O
JSOZTLI,O,O,O,X,O,X,O
JSOZITL,O,O,O,X,O,X,X
JSOZILT,O,X,O,X,X,X,X
JSOZLTI,O,X,O,X,O,X,X
JSOZLIT,O,X,O,X,X,X,X
JZTILSO,O,O,X,O,X,X,X
JZTILOS,O,O,O,O,X,X,X
JZTISLO,O,O,X,O,X,X,X
JZTISOL,O,O,X,O,X,X,O
JZTIOLS,O,O,O,O,X,X,X
JZTIOSL,O,O,X,O,X,X,O
JZTLISO,O,O,X,O,X,X,X
JZTLIOS,O,O,O,O,X,X,X
JZTLSIO,X,O,O,O,X,X,X
JZTLSOI,O,O,O,O,X,X,X
JZTLOIS,O,O,O,O,X,X,X
JZTLOSI,O,O,O,O,X,X,X
JZTSILO,X,O,O,O,X,X,X
JZTSIOL,X,O,O,O,X,X,O
JZTSLIO,X,O,O,O,X,X,X
JZTSLOI,O,O,O,O,X,X,X
JZTSOIL,X,O,O,O,X,X,O
JZTSOLI,O,O,O,O,X,X,O
JZTOILS,O,O,O,O,X,X,X
JZTOISL,O,O,X,O,X,X,O
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,X,X,X
JZTOSIL,X,O,O,O,X,X,O
JZTOSLI,O,O,O,O,X,X,O
JZITLSO,O,O,X,O,X,X,X
JZITLOS,O,O,O,O,X,X,X
JZITSLO,O,O,X,O,X,X,X
JZITSOL,O,O,X,O,X,X,O
JZITOLS,O,O,O,O,X,X,X
JZITOSL,O,O,X,O,X,X,O
JZILTSO,O,O,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X
JZILSTO,O,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,X,X
JZILOTS,O,O,O,X,X,X,X
JZILOST,O,X,O,X,X,X,X
JZISTLO,O,O,O,O,X,X,X
JZISTOL,O,O,O,O,X,X,X
JZISLTO,O,X,O,X,X,X,X
JZISLOT,O,X,O,X,X,X,X
JZISOTL,O,O,O,X,X,X,X
JZISOLT,O,X,O,X,X,X,X
JZIOTLS,O,O,O,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X
JZIOLST,O,X,O,X,X,X,X
JZIOSTL,O,O,O,X,X,X,X
JZIOSLT,O,X,O,X,X,X,X
JZLTISO,O,O,X,X,X,X,X
JZLTIOS,O,O,O,X,X,X,X
JZLTSIO,X,O,O,X,X,X,X
JZLTSOI,O,O,O,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X
JZLTOSI,O,O,O,X,X,X,X
JZLITSO,O,O,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X
JZLISTO,O,X,O,X,X,X,X
JZLISOT,O,X,O,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X
JZLIOST,O,X,O,X,X,X,X
JZLSTIO,X,X,O,X,X,X,X
JZLSTOI,O,X,O,X,X,X,X
JZLSITO,O,X,O,X,X,X,X
JZLSIOT,O,X,O,X,X,X,X
JZLSOTI,O,X,O,X,X,X,X
JZLSOIT,O,X,O,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X
JZLOITS,O,O,O,X,X,X,X
JZLOIST,O,X,O,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X
JZLOSIT,O,X,O,X,X,X,X
JZSTILO,X,O,O,O,X,X,X
JZSTIOL,X,O,O,O,X,X,X
JZSTLIO,X,O,O,O,X,X,X
JZSTLOI,O,O,O,O,X,X,X
JZSTOIL,X,O,O,O,X,X,X
JZSTOLI,O,O,O,O,X,X,X
JZSITLO,O,O,O,O,X,X,X
JZSITOL,O,O,O,O,X,X,X
JZSILTO,O,X,O,X,X,X,X
JZSILOT,O,X,O,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X
JZSLTIO,X,X,O,X,X,X,X
JZSLTOI,O,X,O,X,X,X,X
JZSLITO,O,X,O,X,X,X,X
JZSLIOT,O,X,O,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X
JZSLOIT,O,X,O,X,X,X,X
JZSOTIL,X,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X
JZSOITL,O,O,O,X,X,X,X
JZSOILT,O,X,O,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X
JZOTILS,O,O,O,O,X,X,X
JZOTISL,O,O,X,O,X,X,O
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,X,X
JZOTSIL,X,O,O,O,X,X,O
JZOTSLI,O,O,O,O,X,X,O
JZOITLS,O,O,O,X,X,X,X
JZOITSL,O,O,X,X,X,X,X
JZOILTS,O,O,O,X,X,X,X
JZOILST,O,X,O,X,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,X,O,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,X
JZOLIST,O,X,O,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X
JZOLSIT,O,X,O,X,X,X,X
JZOSTIL,X,O,O,O,X,X,O
JZOSTLI,O,O,O,O,X,X,O
JZOSITL,O,O,O,X,X,X,X
JZOSILT,O,X,O,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X
JOTILSZ,O,X,X,X,O,O,O
JOTILZS,O,O,X,O,X,X,X
JOTISLZ,O,X,X,X,O,O,O
JOTISZL,O,O,X,O,O,X,O
JOTIZLS,O,O,X,O,X,X,X
JOTIZSL,O,O,X,O,X,X,O
JOTLISZ,O,X,X,X,O,O,O
JOTLIZS,O,O,X,O,X,X,X
JOTLSIZ,X,X,X,X,O,O,O
JOTLSZI,O,X,O,X,O,O,O
JOTLZIS,O,O,O,O,X,X,X
JOTLZSI,O,O,O,O,X,X,X
JOTSILZ,X,X,X,X,O,O,O
JOTSIZL,X,O,X,O,O,X,O
JOTSLIZ,X,X,X,X,O,O,O
JOTSLZI,O,X,O,X,O,O,O
JOTSZIL,X,O,O,O,O,X,O
JOTSZLI,O,O,O,O,O,X,O
JOTZILS,O,O,O,O,X,X,X
JOTZISL,O,O,X,O,X,X,O
JOTZLIS,O,O,O,O,X,X,X
JOTZLSI,O,O,O,O,X,X,X
JOTZSIL,X,O,O,O,X,X,O
JOTZSLI,O,O,O,O,X,X,O
JOITLSZ,O,X,X,X,O,X,O
JOITLZS,O,O,X,O,X,X,X
JOITSLZ,O,X,X,X,O,X,O
JOITSZL,O,O,X,O,O,X,O
JOITZLS,O,O,X,O,X,X,X
JOITZSL,O,O,X,O,X,X,O
JOILTSZ,O,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,X
JOILZTS,O,O,O,X,X,X,X
JOILZST,O,X,O,X,X,X,X
JOISTLZ,O,X,X,X,O,X,O
JOISTZL,O,O,X,O,O,X,O
JOISLTZ,O,X,X,X,X,X,X
JOISLZT,O,X,O,X,X,X,X
JOISZTL,O,O,O,X,O,X,X
JOISZLT,O,X,O,X,X,X,X
JOIZTLS,O,O,O,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X
JOIZLST,O,X,O,X,X,X,X
JOIZSTL,O,O,O,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X
JOLTISZ,O,X,X,X,O,O,O
JOLTIZS,O,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,O,O
JOLTSZI,O,X,O,X,O,O,O
JOLTZIS,O,O,O,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X
JOLIZST,O,X,O,X,X,X,X
JOLSTIZ,X,X,X,X,O,O,O
JOLSTZI,O,X,O,X,O,O,O
JOLSITZ,O,X,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,X
JOLSZTI,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,O,O,O,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X
JOLZITS,O,O,O,X,X,X,X
JOLZIST,O,X,O,X,X,X,X
JOLZSTI,O,X,O,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X
JOSTILZ,X,X,X,X,O,O,O
JOSTIZL,X,O,X,O,O,X,O
JOSTLIZ,X,X,X,X,O,O,O
JOSTLZI,O,X,O,X,O,O,O
JOSTZIL,X,O,O,O,O,X,O
JOSTZLI,O,O,O,O,O,X,O
JOSITLZ,O,X,X,X,O,X,O
JOSITZL,O,O,X,O,O,X,O
JOSILTZ,O,X,X,X,X,X,X
JOSILZT,O,X,O,X,X,X,X
JOSIZTL,O,O,O,X,O,X,X
JOSIZLT,O,X,O,X,X,X,X
JOSLTIZ,X,X,X,X,O,O,O
JOSLTZI,O,X,O,X,O,O,O
JOSLITZ,O,X,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,X
JOSLZTI,O,X,O,X,O,X,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,X,O,O,X,O,X,O
JOSZTLI,O,O,O,X,O,X,O
JOSZITL,O,O,O,X,O,X,X
JOSZILT,O,X,O,X,X,X,X
JOSZLTI,O,X,O,X,O,X,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,O,O,X,X,X,X
JOZTISL,O,O,X,X,X,X,O
JOZTLIS,O,O,O,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X
JOZTSIL,X,O,O,X,X,X,O
JOZTSLI,O,O,O,X,X,X,O
JOZITLS,O,O,O,X,X,X,X
JOZITSL,O,O,X,X,X,X,X
JOZILTS,O,O,O,X,X,X,X
JOZILST,O,X,O,X,X,X,X
JOZISTL,O,O,O,X,X,X,X
JOZISLT,O,X,O,X,X,X,X
JOZLTIS,O,O,O,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X
JOZLIST,O,X,O,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X
JOZSTIL,X,O,O,X,X,X,O
JOZSTLI,O,O,O,X,X,X,O
JOZSITL,O,O,O,X,X,X,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,O,X,X,O,O,O,X
STILJOZ,O,X,X,X,O,O,O
STILZJO,X,X,X,O,O,O,X
STILZOJ,X,X,X,O,O,X,X
STILOJZ,O,X,X,X,O,O,X
STILOZJ,X,X,X,X,O,O,X
STIJLZO,O,X,X,O,O,O,X
STIJLOZ,O,X,X,X,O,O,O
STIJZLO,O,O,X,O,O,X,X
STIJZOL,O,O,X,O,X,X,O
STIJOLZ,O,X,X,X,O,X,O
STIJOZL,O,O,X,O,O,X,O
STIZLJO,X,O,X,O,O,O,X
STIZLOJ,X,O,X,O,O,X,X
STIZJLO,O,O,X,O,O,X,X
STIZJOL,O,O,X,O,X,X,O
STIZOLJ,X,O,X,O,O,X,X
STIZOJL,O,O,X,O,O,X,X
STIOLJZ,O,X,X,X,O,O,O
STIOLZJ,X,X,X,X,O,O,X
STIOJLZ,O,X,X,X,O,O,O
STIOJZL,O,O,X,O,O,X,O
STIOZLJ,X,O,X,O,O,O,X
STIOZJL,O,O,X,O,O,X,O
STLIJZO,O,X,X,O,O,O,X
STLIJOZ,O,X,X,X,O,O,O
STLIZJO,X,X,X,O,O,O,X
STLIZOJ,X,X,X,O,O,X,X
STLIOJZ,O,X,X,X,O,O,X
STLIOZJ,X,X,X,X,O,O,X
STLJIZO,X,X,X,O,O,O,X
STLJIOZ,X,X,X,X,O,O,O
STLJZIO,X,X,O,O,O,O,X
STLJZOI,O,X,O,O,O,O,X
STLJOIZ,X,X,X,X,O,O,O
STLJOZI,O,X,O,X,O,O,O
STLZIJO,X,X,O,O,O,O,X
STLZIOJ,X,X,X,O,O,X,X
STLZJIO,X,X,O,O,O,O,X
STLZJOI,X,X,O,O,O,O,X
STLZOIJ,X,X,X,O,O,X,X
STLZOJI,X,X,O,O,O,X,X
STLOIJZ,O,X,X,X,O,O,X
STLOIZJ,X,X,X,X,O,O,X
STLOJIZ,X,X,X,X,O,O,X
STLOJZI,O,X,O,X,O,O,X
STLOZIJ,X,X,X,X,O,O,X
STLOZJI,X,X,O,X,O,O,X
STJILZO,X,X,X,O,O,O,X
STJILOZ,X,X,X,X,O,O,O
STJIZLO,X,O,X,O,O,X,X
STJIZOL,X,O,X,O,X,X,O
STJIOLZ,X,X,X,X,O,X,O
STJIOZL,X,O,X,O,O,X,O
STJLIZO,X,X,X,O,O,O,X
STJLIOZ,X,X,X,X,O,O,O
STJLZIO,X,X,O,O,O,O,X
STJLZOI,O,X,O,O,O,O,X
STJLOIZ,X,X,X,X,O,O,O
STJLOZI,O,X,O,X,O,O,O
STJZILO,X,O,O,O,O,X,X
STJZIOL,X,O,O,O,X,X,O
STJZLIO,X,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,X,O,O,O,X,X,O
STJZOLI,O,O,O,O,X,X,O
STJOILZ,X,X,X,X,O,X,O
STJOIZL,X,O,X,O,O,X,O
STJOLIZ,X,X,X,X,O,X,O
STJOLZI,O,X,O,X,O,X,O
STJOZIL,X,O,O,O,O,X,O
STJOZLI,O,O,O,O,O,X,O
STZILJO,X,O,O,O,O,O,X
STZILOJ,X,O,X,O,O,X,X
STZIJLO,X,O,O,O,O,X,X
STZIJOL,X,O,O,O,X,X,O
STZIOLJ,X,O,X,O,O,X,X
STZIOJL,X,O,X,O,O,X,X
STZLIJO,X,O,O,O,O,O,X
STZLIOJ,X,O,X,O,O,X,X
STZLJIO,X,O,O,O,O,O,X
STZLJOI,X,O,O,O,O,O,X
STZLOIJ,X,O,X,O,O,X,X
STZLOJI,X,O,O,O,O,X,X
STZJILO,X,O,O,O,O,X,X
STZJIOL,X,O,O,O,X,X,O
STZJLIO,X,O,O,O,O,X,X
STZJLOI,X,O,O,O,O,X,X
STZJOIL,X,O,O,O,X,X,O
STZJOLI,X,O,O,O,X,X,O
STZOILJ,X,O,X,O,O,X,X
STZOIJL,X,O,X,O,O,X,X
STZOLIJ,X,O,X,O,O,X,X
STZOLJI,X,O,O,O,O,X,X
STZOJIL,X,O,O,O,O,X,X
STZOJLI,X,O,O,O,O,X,X
STOILJZ,O,X,X,X,O,O,O
STOILZJ,X,X,X,X,O,O,X
STOIJLZ,O,X,X,X,O,O,O
STOIJZL,O,O,X,O,O,X,O
STOIZLJ,X,O,X,O,O,O,X
STOIZJL,O,O,X,O,O,X,O
STOLIJZ,O,X,X,X,O,O,O
STOLIZJ,X,X,X,X,O,O,X
STOLJIZ,X,X,X,X,O,O,O
STOLJZI,O,X,O,X,O,O,O
STOLZIJ,X,X,X,X,O,O,X
STOLZJI,X,X,O,X,O,O,X
STOJILZ,X,X,X,X,O,O,O
STOJIZL,X,O,X,O,O,X,O
STOJLIZ,X,X,X,X,O,O,O
STOJLZI,O,X,O,X,O,O,O
STOJZIL,X,O,O,O,O,X,O
STOJZLI,O,O,O,O,O,X,O
STOZILJ,X,O,X,O,O,O,X
STOZIJL,X,O,X,O,O,X,O
STOZLIJ,X,O,X,O,O,O,X
STOZLJI,X,O,O,O,O,O,X
STOZJIL,X,O,O,O,O,X,O
STOZJLI,X,O,O,O,O,X,O
SITLJZO,O,X,X,O,O,O,X
SITLJOZ,O,X,X,X,O,O,O
SITLZJO,X,X,X,O,O,O,X
SITLZOJ,X,X,X,O,O,X,X
SITLOJZ,O,X,X,X,O,O,X
SITLOZJ,X,X,X,X,O,O,X
SITJLZO,O,X,X,O,O,O,X
SITJLOZ,O,X,X,X,O,O,O
SITJZLO,O,O,X,O,O,X,X
SITJZOL,O,O,X,O,X,X,O
SITJOLZ,O,X,X,X,O,X,O
SITJOZL,O,O,X,O,O,X,O
SITZLJO,X,O,X,O,O,O,X
SITZLOJ,X,O,X,O,O,X,X
SITZJLO,O,O,X,O,O,X,X
SITZJOL,O,O,X,O,X,X,O
SITZOLJ,X,O,X,O,O,X,X
SITZOJL,O,O,X,O,O,X,X
SITOLJZ,O,X,X,X,O,O,O
SITOLZJ,X,X,X,X,O,O,X
SITOJLZ,O,X,X,X,O,O,O
SITOJZL,O,O,X,O,O,X,O
SITOZLJ,X,O,X,O,O,O,X
SITOZJL,O,O,X,O,O,X,O
SILTJZO,O,X,X,O,O,O,X
SILTJOZ,O,X,X,X,O,O,X
SILTZJO,X,X,X,O,O,O,X
SILTZOJ,X,X,X,O,O,X,X
SILTOJZ,O,X,X,X,O,O,X
SILTOZJ,X,X,X,X,O,O,X
SILJTZO,O,X,X,O,X,X,X
SILJTOZ,O,X,X,X,X,X,X
SILJZTO,O,X,O,X,X,X,X
SILJZOT,O,X,O,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X
SILJOZT,O,X,O,X,X,X,X
SILZTJO,X,X,O,O,O,X,X
SILZTOJ,X,X,X,O,O,X,X
SILZJTO,O,X,O,X,X,X,X
SILZJOT,O,X,O,X,X,X,X
SILZOTJ,X,X,X,X,O,X,X
SILZOJT,O,X,O,X,X,X,X
SILOTJZ,O,X,X,X,O,X,X
SILOTZJ,X,X,X,X,O,X,X
SILOJTZ,O,X,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,X
SILOZTJ,X,X,X,X,O,X,X
SILOZJT,O,X,O,X,X,X,X
SIJTLZO,O,X,X,O,O,X,X
SIJTLOZ,O,X,X,X,O,X,O
SIJTZLO,O,O,X,O,O,X,X
SIJTZOL,O,O,X,O,X,X,O
SIJTOLZ,O,X,X,X,O,X,O
SIJTOZL,O,O,X,O,O,X,O
SIJLTZO,O,X,X,O,X,X,X
SIJLTOZ,O,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X
SIJZTLO,O,O,O,O,O,X,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,O,X,O,X,X,X,X
SIJZLOT,O,X,O,X,X,X,X
SIJZOTL,O,O,O,X,O,X,X
SIJZOLT,O,X,O,X,X,X,X
SIJOTLZ,O,X,X,X,O,X,X
SIJOTZL,O,O,X,O,O,X,X
SIJOLTZ,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X
SIJOZTL,O,O,O,X,O,X,X
SIJOZLT,O,X,O,X,X,X,X
SIZTLJO,X,O,O,O,O,X,X
SIZTLOJ,X,O,X,O,O,X,X
SIZTJLO,O,O,O,O,O,X,X
SIZTJOL,O,O,O,O,X,X,X
SIZTOLJ,X,O,X,O,O,X,X
SIZTOJL,O,O,X,O,O,X,X
SIZLTJO,X,O,O,O,O,X,X
SIZLTOJ,X,O,X,O,O,X,X
SIZLJTO,O,X,O,X,X,X,X
SIZLJOT,O,X,O,X,X,X,X
SIZLOTJ,X,O,X,X,O,X,X
SIZLOJT,O,X,O,X,X,X,X
SIZJTLO,O,O,O,O,O,X,X
SIZJTOL,O,O,O,O,X,X,X
SIZJLTO,O,X,O,X,X,X,X
SIZJLOT,O,X,O,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X
SIZJOLT,O,X,O,X,X,X,X
SIZOTLJ,X,O,X,O,O,X,X
SIZOTJL,O,O,X,O,O,X,X
SIZOLTJ,X,O,X,X,O,X,X
SIZOLJT,O,X,O,X,X,X,X
SIZOJTL,O,O,O,X,O,X,X
SIZOJLT,O,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,X
SIOTLZJ,X,X,X,X,O,X,X
SIOTJLZ,O,X,X,X,O,X,X
