sequence,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhFFiBTjB?XlBSsBWvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhFTjBxmB?UqBCsBupBFsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhFTjBxmB?UqBFsBupBCsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhF3hBGjB?lnBUqBzrBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je0BJvhFTjBRlB?SsBFlBWvBXsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhF1mBxiB?CoBUqBzrBupB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JefFJvhF0gBlhB?xnBCoBWvBzrB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhF3hBTjB?FlBWvBCsBcsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeXCJvhFTjBRlB?SsBFlBWvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JefFJvhF0gBxhB?TjBWvBFsBCsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JexBJvhFTjBfqB?urBcsBlqBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeuEJvhF3gB0mB?xnBCoBVvBzrB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeTDJvhFRlBGnB?ClBXnBVvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je5EJvhF3hBTjB?OqBCsBcsBlqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhFGiBTjB?lmBUqBXsBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeWFJvhF1mBxiB?CoB8pBzrB3qB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeWFJvhFTjBxmB?8pBCsB3qBFsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeFFJvhF0mBxnB?upBCoB3qBzrB
JOSZTIL,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
JOSZTLI,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
JOSZITL,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOSZILT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOSZLIT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZTISL,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZTLIS,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
JOZTLSI,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
JOZTSIL,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOZTSLI,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
JOZITSL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZILTS,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JOZILST,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,O,X
JOZISTL,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
JOZISLT,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X
JOZLTIS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
JOZLTSI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
JOZLITS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
JOZLIST,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,O,X
JOZLSTI,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X
JOZSTLI,X,X,O,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X
JOZSITL,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOZSILT,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JOZSLIT,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STIJOLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
STIJOZL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
STIZLJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
STIZLOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZJLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
STIZJOL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STIZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIZOJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STIOLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
STIOJZL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
STIOZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOZJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLIJZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLJZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STLZJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJILZO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJIZLO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJIOLZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJZILO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJZOIL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STJOZIL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STZILJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
STZILOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZIJLO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
STZIJOL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZIOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZIOJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZLIJO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZLIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZLJIO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZLJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZJILO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZJIOL,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZJLIO,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZJLOI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STZJOIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZJOLI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STZOILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOIJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOLJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STZOJLI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
STOIJZL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
STOIZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOIZJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STOLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJILZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
STOJIZL,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
STOJLIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STOJLZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STOJZIL,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
STOZILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZIJL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STOZLIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZLJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZJIL,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
STOZJLI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SITLJZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SITJZOL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SITJOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SITZLJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SITZLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZJLO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SITZJOL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZOJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZTLO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIJOZTL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZTLJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIZTLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTJLO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIZTJOL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
