sequence,v115@GhA8HeC8GeD8DeD8Jei/IvhFRhBunBfqBzmBUrBlqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBXlBUnBGrByvB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBSqB/rBUnB2vB,v115@GhA8HeC8GeD8DeD8Je/EJvhFzgBRiBGnB0qBlrBaqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFylB3iBFqBxrBurB0qB,v115@GhA8HeC8GeD8DeD8JeT/IvhF0gBlhB3iBRqBCsB2vB,v115@GhA8HeC8GeD8DeD8JeT/IvhF3iBxlBmlBUnBFqBSwB,v115@GhA8HeC8GeD8DeD8JeT/IvhFUiBxlBmlB3nBFqBSwB,v115@GhA8HeC8GeD8DeD8Je2EJvhF/mBRiBcqBTnBClBVwB,v115@GhA8HeC8GeD8DeD8Je3AJvhFRiB0kBSsBzqBlrBmpB
LSOIZTJ,O,O,O,X,X,O,O,O,X,O
LSOIZJT,O,X,O,X,X,O,O,O,X,X
LSOJTIZ,O,O,O,X,X,O,O,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X,X,X
LSOJITZ,O,O,O,X,X,O,O,X,X,X
LSOJIZT,O,O,O,X,X,O,O,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,O
LSOJZIT,O,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,O,O,X,X,O
LSOZTJI,O,O,O,X,X,X,X,X,X,O
LSOZITJ,O,O,O,X,X,O,O,X,X,O
LSOZIJT,O,X,O,X,X,O,O,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,O
LSOZJIT,O,O,O,X,X,X,X,X,X,X
LZTIJSO,X,O,X,O,X,O,X,X,X,X
LZTIJOS,X,O,X,O,X,O,X,O,X,X
LZTISJO,X,X,O,O,X,O,X,X,X,X
LZTISOJ,X,O,O,X,X,O,O,O,X,X
LZTIOJS,X,O,X,X,X,O,X,O,X,X
LZTIOSJ,X,O,O,X,X,O,O,O,X,X
LZTJISO,X,O,X,O,X,X,X,X,X,X
LZTJIOS,X,O,X,O,X,X,X,X,X,X
LZTJSIO,X,O,O,O,X,X,X,X,X,X
LZTJSOI,X,O,O,O,X,X,X,X,X,X
LZTJOIS,O,O,X,O,X,X,X,X,X,X
LZTJOSI,X,X,O,O,X,X,X,X,X,X
LZTSIJO,X,X,O,O,X,O,X,X,X,X
LZTSIOJ,X,O,O,X,X,O,O,X,X,X
LZTSJIO,X,O,O,O,X,X,X,X,X,X
LZTSJOI,X,O,O,O,X,X,X,X,X,X
LZTSOIJ,X,O,O,X,X,O,O,X,X,X
LZTSOJI,X,O,O,O,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,O,X,O,X,O
LZTOISJ,X,O,O,X,X,O,O,O,X,O
LZTOJIS,O,O,X,O,X,X,X,X,X,O
LZTOJSI,X,X,O,O,X,X,X,X,X,O
LZTOSIJ,X,O,O,X,X,O,O,X,X,O
LZTOSJI,X,O,O,O,X,X,X,X,X,O
LZITJSO,X,O,X,O,X,O,X,X,X,X
LZITJOS,X,O,X,O,X,O,X,X,X,X
LZITSJO,X,X,O,O,X,O,X,X,X,X
LZITSOJ,X,O,O,X,X,O,X,X,X,X
LZITOJS,X,O,X,X,X,O,X,O,X,X
LZITOSJ,X,O,O,X,X,O,X,O,X,X
LZIJTSO,X,O,X,X,X,O,X,X,X,X
LZIJTOS,X,O,X,X,X,O,X,X,X,X
LZIJSTO,X,O,X,X,X,O,X,X,X,X
LZIJSOT,X,O,X,X,X,O,X,X,X,X
LZIJOTS,O,O,X,X,X,O,X,O,X,X
LZIJOST,O,X,X,X,X,O,X,O,X,X
LZISTJO,X,X,O,O,X,O,X,X,X,X
LZISTOJ,X,O,O,X,X,O,X,X,X,X
LZISJTO,X,X,O,X,X,O,X,X,X,X
LZISJOT,X,X,O,X,X,O,X,X,X,X
LZISOTJ,X,O,O,X,X,O,O,O,X,X
LZISOJT,X,X,O,X,X,O,O,O,X,X
LZIOTJS,O,O,X,X,X,O,X,O,X,O
LZIOTSJ,X,O,O,X,X,O,X,O,X,O
LZIOJTS,O,X,X,X,X,O,X,O,X,X
LZIOJST,O,X,X,X,X,O,X,O,X,X
LZIOSTJ,X,X,O,X,X,O,O,O,X,O
LZIOSJT,O,X,O,X,X,O,O,O,X,X
LZJTISO,X,O,X,X,X,X,X,X,X,X
LZJTIOS,X,O,X,X,X,X,X,X,X,X
LZJTSIO,X,O,O,X,X,X,X,X,X,X
LZJTSOI,X,O,O,X,X,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X,X,X
LZJTOSI,X,X,O,X,X,X,X,X,X,X
LZJITSO,X,O,X,X,X,X,X,X,X,X
LZJITOS,X,O,X,X,X,X,X,X,X,X
LZJISTO,X,O,X,X,X,X,X,X,X,X
LZJISOT,X,O,X,X,X,X,X,X,X,X
LZJIOTS,O,O,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,X,X,X
LZJSTIO,X,O,X,X,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X,X,X
LZJSITO,X,O,X,X,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X,X,X
LZJOTIS,O,O,X,X,X,X,X,X,X,O
LZJOTSI,X,X,O,X,X,X,X,X,O,O
LZJOITS,O,O,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X,O
LZJOSIT,O,X,X,X,X,X,X,X,X,X
LZSTIJO,X,X,O,O,X,O,X,X,X,X
LZSTIOJ,X,O,O,X,X,O,O,X,X,X
LZSTJIO,X,O,O,O,X,X,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,X,X,X
LZSTOIJ,O,O,O,X,X,O,O,X,X,X
LZSTOJI,O,O,O,O,X,X,X,X,X,X
LZSITJO,X,X,O,O,X,O,X,X,X,X
LZSITOJ,X,O,O,X,X,O,X,X,X,X
LZSIJTO,X,X,O,X,X,O,X,X,X,X
LZSIJOT,O,X,O,X,X,O,X,X,X,X
LZSIOTJ,O,O,O,X,X,O,O,X,X,X
LZSIOJT,O,X,O,X,X,O,O,X,X,X
LZSJTIO,X,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,O,X,X,X,X,X,X,X
LZSJITO,X,O,O,X,X,X,X,X,X,X
LZSJIOT,O,O,O,X,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,X,O,O,X,X,O
LZSOTJI,O,O,O,O,X,X,X,X,X,O
LZSOITJ,O,O,O,X,X,O,O,X,X,O
LZSOIJT,O,X,O,X,X,O,O,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,O
LZSOJIT,O,O,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,X,X,O,X,O,X,O
LZOTISJ,X,O,O,X,X,O,O,O,X,O
LZOTJIS,O,O,X,O,X,X,X,X,X,O
LZOTJSI,X,X,O,O,X,X,X,X,O,O
LZOTSIJ,X,O,O,X,X,O,O,X,O,O
LZOTSJI,X,O,O,O,X,X,X,X,O,O
LZOITJS,O,O,X,X,X,O,X,O,X,O
LZOITSJ,X,O,O,X,X,O,X,O,X,O
LZOIJTS,O,X,X,X,X,O,X,O,X,X
LZOIJST,O,X,X,X,X,O,X,O,X,X
LZOISTJ,O,X,O,X,X,O,O,O,X,O
LZOISJT,O,X,O,X,X,O,O,O,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,O
LZOJTSI,X,X,O,X,X,X,X,X,O,O
LZOJITS,O,O,X,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X,X,O
LZOJSIT,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,X,X,O,O,X,X,O
LZOSTJI,O,O,O,O,X,X,X,X,X,O
LZOSITJ,O,O,O,X,X,O,O,X,X,O
LZOSIJT,O,X,O,X,X,O,O,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,X,O
LZOSJIT,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,O,O,O,X,X,X
LOTIJZS,O,X,X,X,O,O,X,O,X,X
LOTISJZ,X,X,O,X,O,O,O,X,X,X
LOTISZJ,X,X,O,X,O,O,O,O,X,X
LOTIZJS,X,X,X,X,O,O,X,O,X,X
LOTIZSJ,X,X,O,X,O,O,O,O,X,X
LOTJISZ,O,X,O,X,O,O,O,X,X,X
LOTJIZS,O,X,X,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,X,O,O,O,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,X,X,X,X,X,X
LOTJZSI,X,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,O,O,X,O,O,O,X,X,X
LOTSIZJ,X,O,O,X,O,O,O,O,O,X
LOTSJIZ,O,O,O,X,O,O,O,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,O,X,O,O,O,X,O,O
LOTSZJI,O,O,O,X,X,X,X,X,O,O
LOTZIJS,O,O,X,X,O,O,X,O,X,O
LOTZISJ,X,O,O,X,O,O,O,O,X,O
LOTZJIS,O,O,X,X,X,X,X,X,X,O
LOTZJSI,X,X,O,X,X,X,X,X,O,O
LOTZSIJ,X,O,O,X,O,O,O,X,O,O
LOTZSJI,X,O,O,X,X,X,X,X,O,O
LOITJSZ,O,X,O,X,O,O,O,X,X,X
LOITJZS,O,X,X,X,O,O,X,O,X,X
LOITSJZ,X,X,O,X,O,O,O,X,X,X
LOITSZJ,X,X,O,X,O,O,O,O,X,X
LOITZJS,X,X,X,X,O,O,X,O,X,X
LOITZSJ,X,X,O,X,O,O,O,O,X,X
LOIJTSZ,O,X,O,X,X,O,X,X,X,X
LOIJTZS,O,X,X,X,X,O,X,X,X,X
LOIJSTZ,O,X,O,X,X,O,O,X,X,X
LOIJSZT,O,X,O,X,X,O,O,X,X,X
LOIJZTS,O,X,X,X,X,O,X,O,X,X
LOIJZST,O,X,X,X,X,O,X,O,X,X
LOISTJZ,O,X,O,X,O,O,O,X,X,X
LOISTZJ,X,X,O,X,O,O,O,X,X,X
LOISJTZ,O,X,O,X,X,O,O,X,X,X
LOISJZT,O,X,O,X,X,O,O,X,X,X
LOISZTJ,O,X,O,X,X,O,O,O,X,O
LOISZJT,O,X,O,X,X,O,O,O,X,X
LOIZTJS,O,X,X,X,X,O,X,O,X,O
LOIZTSJ,X,X,O,X,X,O,X,O,X,O
LOIZJTS,O,X,X,X,X,O,X,O,X,X
LOIZJST,O,X,X,X,X,O,X,O,X,X
LOIZSTJ,O,X,O,X,X,O,O,O,X,O
LOIZSJT,O,X,O,X,X,O,O,O,X,X
LOJTISZ,O,X,O,X,X,O,O,X,X,X
LOJTIZS,O,X,X,X,X,O,X,O,X,X
LOJTSIZ,O,X,O,X,X,O,O,X,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X,X,X
LOJTZSI,X,X,O,X,X,X,X,X,X,X
LOJITSZ,O,X,O,X,X,O,X,X,X,X
LOJITZS,O,X,X,X,X,O,X,X,X,X
LOJISTZ,O,X,O,X,X,O,O,X,X,X
LOJISZT,O,X,O,X,X,O,O,X,X,X
LOJIZTS,O,X,X,X,X,O,X,O,X,X
LOJIZST,O,X,X,X,X,O,X,O,X,X
LOJSTIZ,O,X,O,X,X,O,O,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,O,X,X,O,O,X,X,X
LOJSIZT,O,X,O,X,X,O,O,X,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,O
LOJSZIT,O,X,O,X,X,X,X,X,X,X
LOJZTIS,O,O,X,X,X,X,X,X,X,O
LOJZTSI,X,X,O,X,X,X,X,X,O,O
LOJZITS,O,O,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X,O
LOJZSIT,O,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,O,O,X,O,O,O,X,X,X
LOSTIZJ,X,O,O,X,O,O,O,O,X,X
LOSTJIZ,O,O,O,X,O,O,O,X,X,X
LOSTJZI,O,X,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,X,O,O,O,X,X,O
LOSTZJI,O,O,O,X,X,X,X,X,X,O
LOSITJZ,O,O,O,X,O,O,O,X,X,X
LOSITZJ,X,O,O,X,O,O,O,X,X,X
LOSIJTZ,O,O,O,X,X,O,O,X,X,X
LOSIJZT,O,O,O,X,X,O,O,X,X,X
LOSIZTJ,O,O,O,X,X,O,O,O,X,O
LOSIZJT,O,X,O,X,X,O,O,O,X,X
LOSJTIZ,O,O,O,X,X,O,O,X,X,X
LOSJTZI,O,X,X,X,X,X,X,X,X,X
LOSJITZ,O,O,O,X,X,O,O,X,X,X
LOSJIZT,O,O,O,X,X,O,O,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X,X,O
LOSJZIT,O,O,O,X,X,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,O,O,X,X,O
LOSZTJI,O,O,O,X,X,X,X,X,X,O
LOSZITJ,O,O,O,X,X,O,O,X,X,O
LOSZIJT,O,X,O,X,X,O,O,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X,X,O
LOSZJIT,O,O,O,X,X,X,X,X,X,X
LOZTIJS,O,O,X,X,X,O,X,O,X,O
LOZTISJ,X,O,O,X,X,O,O,O,X,O
LOZTJIS,O,O,X,X,X,X,X,X,X,O
LOZTJSI,X,X,O,X,X,X,X,X,O,O
LOZTSIJ,X,O,O,X,X,O,O,X,O,O
LOZTSJI,X,O,O,X,X,X,X,X,O,O
LOZITJS,O,O,X,X,X,O,X,O,X,O
LOZITSJ,X,O,O,X,X,O,X,O,X,O
LOZIJTS,O,X,X,X,X,O,X,O,X,X
LOZIJST,O,X,X,X,X,O,X,O,X,X
LOZISTJ,O,X,O,X,X,O,O,O,X,O
LOZISJT,O,X,O,X,X,O,O,O,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,O
LOZJTSI,X,X,O,X,X,X,X,X,O,O
LOZJITS,O,O,X,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X,O
LOZJSIT,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,X,X,O,O,X,X,O
LOZSTJI,O,O,O,X,X,X,X,X,X,O
LOZSITJ,O,O,O,X,X,O,O,X,X,O
LOZSIJT,O,X,O,X,X,O,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,X,O
LOZSJIT,O,O,O,X,X,X,X,X,X,X
JTILSZO,X,X,X,O,O,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X,X,X,X
JTILZSO,X,X,X,O,O,X,X,X,X,X
JTILZOS,X,X,X,O,O,X,X,X,X,X
JTILOSZ,X,X,X,X,O,X,X,X,X,X
JTILOZS,X,X,X,O,O,X,X,X,X,X
JTISLZO,X,X,X,O,O,X,X,X,X,X
JTISLOZ,X,O,X,X,O,X,X,X,X,X
JTISZLO,X,X,X,O,O,X,X,X,X,X
JTISZOL,X,O,X,O,O,X,X,X,X,X
JTISOLZ,X,O,X,X,O,X,O,X,X,X
JTISOZL,X,O,X,O,O,X,O,X,X,X
JTIZLSO,X,X,X,O,O,X,X,X,X,X
JTIZLOS,X,X,X,O,O,X,X,X,X,X
JTIZSLO,X,X,X,O,O,X,X,X,X,X
JTIZSOL,X,X,X,O,O,X,X,X,X,X
JTIZOLS,X,X,X,O,O,X,X,O,X,X
JTIZOSL,X,X,X,O,O,X,X,O,X,X
JTIOLSZ,X,X,X,X,O,X,X,X,X,X
JTIOLZS,X,X,X,O,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,O,X,O,X,X,X
JTIOSZL,X,X,X,O,O,X,O,X,X,X
JTIOZLS,X,X,X,O,O,X,X,O,X,X
JTIOZSL,X,X,X,O,O,X,X,O,X,X
JTLISZO,X,X,X,O,O,X,X,X,X,X
JTLISOZ,X,X,X,X,O,X,X,X,X,X
JTLIZSO,X,X,X,O,O,X,X,X,X,X
JTLIZOS,X,X,X,O,O,X,X,X,X,X
JTLIOSZ,X,X,O,X,O,X,X,X,X,X
JTLIOZS,X,X,X,O,O,X,X,X,X,X
JTLSIZO,X,X,X,O,O,X,X,X,X,X
JTLSIOZ,X,O,O,X,O,X,X,X,X,X
JTLSZIO,X,X,X,O,X,X,X,X,X,X
JTLSZOI,O,X,X,O,X,X,X,X,X,X
JTLSOIZ,O,O,O,X,O,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X,X
JTLZISO,X,X,X,O,X,X,X,X,X,X
JTLZIOS,X,X,X,O,X,X,X,X,X,X
JTLZSIO,X,X,O,O,X,X,X,X,X,X
JTLZSOI,X,X,O,O,X,X,X,X,X,X
JTLZOIS,O,X,X,O,X,X,X,X,X,X
JTLZOSI,X,X,O,O,X,X,X,X,X,X
JTLOISZ,O,X,O,X,O,X,X,X,X,X
JTLOIZS,O,X,X,O,O,X,X,X,X,X
JTLOSIZ,O,X,O,X,O,X,X,X,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X,X,X
JTLOZSI,X,X,O,O,X,X,X,X,X,X
JTSILZO,X,X,X,O,O,X,X,X,X,X
JTSILOZ,X,O,O,X,O,X,X,X,X,X
JTSIZLO,X,O,X,O,O,X,X,X,X,X
JTSIZOL,X,O,X,O,O,X,X,X,X,X
JTSIOLZ,X,O,O,X,O,X,O,X,X,X
JTSIOZL,X,O,O,O,O,X,O,X,X,X
JTSLIZO,X,X,X,O,O,X,X,X,X,X
JTSLIOZ,X,O,O,X,O,X,O,X,X,X
JTSLZIO,X,X,X,O,X,X,X,X,X,X
JTSLZOI,O,X,X,O,X,X,X,X,X,X
JTSLOIZ,O,O,O,X,O,X,O,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X,X
JTSZILO,X,O,X,O,X,X,X,X,X,X
JTSZIOL,X,O,X,O,X,X,X,X,O,X
JTSZLIO,X,O,X,O,X,X,X,X,X,X
JTSZLOI,O,O,X,O,X,X,X,X,O,X
JTSZOIL,O,O,X,O,X,X,X,X,O,X
JTSZOLI,O,O,X,O,X,X,X,X,O,X
JTSOILZ,O,O,O,X,O,X,O,X,X,X
JTSOIZL,X,O,O,O,O,X,O,X,O,X
JTSOLIZ,O,O,O,X,O,X,O,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,O,X
JTSOZLI,O,O,X,O,X,X,X,X,O,X
JTZILSO,X,O,X,O,X,X,X,X,X,X
JTZILOS,X,O,X,O,X,X,X,X,X,X
JTZISLO,X,O,O,O,X,X,X,X,X,X
JTZISOL,X,O,O,O,X,X,X,X,O,X
JTZIOLS,X,O,X,O,X,X,X,X,X,X
JTZIOSL,X,O,O,O,X,X,X,X,O,X
JTZLISO,X,O,X,O,X,X,X,X,X,X
JTZLIOS,X,O,X,O,X,X,X,X,X,X
JTZLSIO,X,O,O,O,X,X,X,X,X,X
JTZLSOI,X,O,O,O,X,X,X,X,O,X
JTZLOIS,O,O,X,O,X,X,X,X,X,X
JTZLOSI,X,X,O,O,X,X,X,X,O,X
JTZSILO,X,O,O,O,X,X,X,X,X,X
JTZSIOL,X,O,O,O,X,X,X,X,O,X
JTZSLIO,X,O,O,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X,O,X
JTZSOIL,O,O,O,O,X,X,X,X,O,X
JTZSOLI,O,O,O,O,X,X,X,X,O,X
JTZOILS,O,O,X,O,X,X,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X,O,X
JTZOLIS,O,O,X,O,X,X,X,X,X,X
JTZOLSI,X,X,O,O,X,X,X,X,O,X
JTZOSIL,O,O,O,O,X,X,X,X,O,X
JTZOSLI,O,O,O,O,X,X,X,X,O,X
JTOILSZ,O,X,X,X,O,X,X,X,X,X
JTOILZS,O,X,X,O,O,X,X,X,X,X
JTOISLZ,O,X,X,X,O,X,O,X,X,X
JTOISZL,X,X,X,O,O,X,O,X,X,X
JTOIZLS,O,X,X,O,O,X,X,O,X,X
JTOIZSL,O,X,X,O,O,X,X,O,X,X
JTOLISZ,O,X,O,X,O,X,X,X,X,X
JTOLIZS,O,X,X,O,O,X,X,X,X,X
JTOLSIZ,O,X,O,X,O,X,X,X,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X,X
JTOLZSI,X,X,O,O,X,X,X,X,X,X
JTOSILZ,O,O,O,X,O,X,O,X,X,X
JTOSIZL,X,O,O,O,O,X,O,X,O,X
JTOSLIZ,O,O,O,X,O,X,O,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,O,X
JTOSZLI,O,O,X,O,X,X,X,X,O,X
JTOZILS,O,O,X,O,X,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,X,O,X
JTOZLIS,O,O,X,O,X,X,X,X,X,X
JTOZLSI,X,X,O,O,X,X,X,X,O,X
JTOZSIL,O,O,O,O,X,X,X,X,O,X
JTOZSLI,O,O,O,O,X,X,X,X,O,X
JITLSZO,X,X,X,O,O,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X,X,X,X
JITLZSO,X,X,X,O,O,X,X,X,X,X
JITLZOS,X,X,X,O,O,X,X,X,X,X
JITLOSZ,X,X,X,X,O,X,X,X,X,X
JITLOZS,X,X,X,O,O,X,X,X,X,X
JITSLZO,X,X,X,O,O,X,X,X,X,X
JITSLOZ,X,O,X,X,O,X,X,X,X,X
JITSZLO,X,X,X,O,O,X,X,X,X,X
JITSZOL,X,O,X,O,O,X,X,X,X,X
JITSOLZ,X,O,X,X,O,X,X,X,X,X
JITSOZL,X,O,X,O,O,X,X,X,X,X
JITZLSO,X,X,X,O,O,X,X,X,X,X
JITZLOS,X,X,X,O,O,X,X,X,X,X
JITZSLO,X,X,X,O,O,X,X,X,X,X
JITZSOL,X,X,X,O,O,X,X,X,X,X
JITZOLS,X,X,X,O,O,X,X,X,X,X
JITZOSL,X,X,X,O,O,X,X,X,X,X
JITOLSZ,X,X,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,O,O,X,X,X,X,X
JITOSLZ,X,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,X,O,O,X,X,X,X,X
JITOZLS,X,X,X,O,O,X,X,X,X,X
JITOZSL,X,X,X,O,O,X,X,X,X,X
JILTSZO,X,X,X,O,X,O,X,X,X,X
JILTSOZ,X,X,X,X,X,O,X,X,X,X
JILTZSO,X,X,X,O,X,O,X,X,X,X
JILTZOS,X,X,X,O,X,O,X,X,X,X
JILTOSZ,X,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,O,X,O,X,X,X,X
JILSTZO,X,X,X,O,X,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,X,X,X
JILSZTO,X,X,X,X,X,O,X,X,X,X
JILSZOT,O,X,X,X,X,O,X,X,X,X
JILSOTZ,O,X,X,X,X,O,X,X,X,X
JILSOZT,O,X,X,X,X,O,X,X,X,X
JILZTSO,X,X,X,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,O,X,X,X,X
JILZSTO,X,X,X,X,X,O,X,X,X,X
JILZSOT,X,X,X,X,X,O,X,X,X,X
JILZOTS,O,X,X,X,X,O,X,X,X,X
JILZOST,O,X,X,X,X,O,X,X,X,X
JILOTSZ,O,X,X,X,X,O,X,X,X,X
JILOTZS,O,X,X,X,X,O,X,X,X,X
JILOSTZ,O,X,X,X,X,O,X,X,X,X
JILOSZT,O,X,X,X,X,O,X,X,X,X
JILOZTS,O,X,X,X,X,O,X,X,X,X
JILOZST,O,X,X,X,X,O,X,X,X,X
JISTLZO,X,X,X,O,O,X,X,X,X,X
JISTLOZ,X,O,X,X,O,X,X,X,X,X
JISTZLO,X,O,X,O,O,X,X,X,X,X
JISTZOL,X,O,X,O,O,X,X,X,X,X
JISTOLZ,X,O,X,X,O,X,X,X,X,X
JISTOZL,X,O,X,O,O,X,X,X,X,X
JISLTZO,X,X,X,O,X,O,X,X,X,X
JISLTOZ,X,O,X,X,X,O,X,X,X,X
JISLZTO,X,O,X,X,X,O,X,X,X,X
JISLZOT,O,O,X,X,X,O,X,X,X,X
JISLOTZ,O,O,X,X,X,O,X,X,X,X
JISLOZT,O,O,X,X,X,O,X,X,X,X
JISZTLO,X,O,X,O,X,X,X,X,X,X
JISZTOL,X,O,X,O,X,X,X,X,X,X
JISZLTO,X,O,X,X,X,O,X,X,X,X
JISZLOT,O,O,X,X,X,O,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,O,X,X,X,X
JISOTLZ,O,O,X,X,O,X,X,X,X,X
JISOTZL,X,O,X,O,O,X,X,X,X,X
JISOLTZ,O,O,X,X,X,O,X,X,X,X
JISOLZT,O,O,X,X,X,O,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,O,X,X,X,X
JIZTLSO,X,O,X,O,X,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X,X,X
JIZTSLO,X,O,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,O,X,X,X,X,X,X
JIZTOSL,X,O,X,O,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,O,X,X,X,X
JIZLTOS,X,O,X,X,X,O,X,X,X,X
JIZLSTO,X,O,X,X,X,O,X,X,X,X
JIZLSOT,X,O,X,X,X,O,X,X,X,X
JIZLOTS,O,O,X,X,X,O,X,X,X,X
JIZLOST,O,X,X,X,X,O,X,X,X,X
JIZSTLO,X,O,X,O,X,X,X,X,X,X
JIZSTOL,X,O,X,O,X,X,X,X,X,X
JIZSLTO,X,O,X,X,X,O,X,X,X,X
JIZSLOT,O,O,X,X,X,O,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,O,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X,O,X
JIZOLTS,O,O,X,X,X,O,X,X,X,X
JIZOLST,O,X,X,X,X,O,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,O,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,X,X,X
JIOTLZS,O,X,X,O,O,X,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,O,O,X,X,X,X,X
JIOTZLS,O,X,X,O,O,X,X,X,X,X
JIOTZSL,O,X,X,O,O,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,O,X,X,X,X
JIOLTZS,O,X,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,X,X,X,O,X,X,X,X
JIOLSZT,O,X,X,X,X,O,X,X,X,X
JIOLZTS,O,X,X,X,X,O,X,X,X,X
JIOLZST,O,X,X,X,X,O,X,X,X,X
JIOSTLZ,O,X,X,X,O,X,X,X,X,X
JIOSTZL,X,X,X,O,O,X,X,X,X,X
JIOSLTZ,O,X,X,X,X,O,X,X,X,X
JIOSLZT,O,X,X,X,X,O,X,X,X,X
