sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lBGiBikB9?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB2pBzlBt?rB6sBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeyEJvhFzgBGiB9rB/?sBxpB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB/pBzlBt?rB6sBOqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBXqBx?rBtrB6sB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lB/pBaqB9?rBTnBGsB
JSOLTZI,O,X,X,O,O,O,X,X,X,X,O
JSOLITZ,O,X,X,O,O,O,X,X,X,X,X
JSOLIZT,O,X,X,O,X,O,X,X,X,X,X
JSOLZTI,O,X,X,O,O,O,X,X,X,X,X
JSOLZIT,O,X,X,O,X,O,X,X,X,X,X
JSOZTIL,O,O,X,O,O,O,X,X,X,O,X
JSOZTLI,O,O,X,O,O,O,O,X,O,X,X
JSOZITL,O,O,X,O,X,O,X,X,X,O,X
JSOZILT,O,O,X,O,X,X,X,X,X,O,X
JSOZLTI,O,O,X,O,O,O,X,X,X,X,X
JSOZLIT,O,O,X,O,X,O,X,X,X,O,X
JZTILSO,O,X,O,O,X,X,X,X,X,X,X
JZTILOS,O,X,O,O,X,X,O,X,X,X,X
JZTISLO,O,X,O,O,O,O,X,X,X,X,X
JZTISOL,O,X,O,O,O,O,X,X,X,X,X
JZTIOLS,O,X,O,O,X,X,O,X,X,X,X
JZTIOSL,O,X,O,O,X,X,X,X,X,X,X
JZTLISO,O,X,O,O,O,O,X,X,X,X,X
JZTLIOS,O,X,O,O,X,X,O,X,X,X,X
JZTLSIO,O,X,O,O,O,O,X,X,X,X,X
JZTLSOI,O,X,O,O,O,O,O,X,X,X,X
JZTLOIS,O,X,O,O,X,X,O,X,X,X,X
JZTLOSI,O,X,O,O,X,X,O,X,X,X,X
JZTSILO,O,X,O,O,O,O,X,X,X,X,X
JZTSIOL,O,X,O,O,O,O,X,X,X,X,X
JZTSLIO,O,X,O,O,O,O,X,X,X,X,O
JZTSLOI,O,X,O,O,O,O,O,X,X,X,O
JZTSOIL,O,X,O,O,O,O,X,X,X,X,X
JZTSOLI,O,X,O,O,O,X,O,X,X,X,O
JZTOILS,O,X,O,O,X,X,O,X,X,X,X
JZTOISL,O,X,O,O,O,X,X,X,X,X,X
JZTOLIS,O,X,O,O,O,X,O,X,X,X,X
JZTOLSI,O,X,O,O,O,X,O,X,X,X,X
JZTOSIL,O,X,O,O,O,X,X,X,X,X,X
JZTOSLI,O,X,O,O,O,X,O,X,X,X,O
JZITLSO,O,X,O,O,X,X,X,X,X,X,X
JZITLOS,O,X,O,O,X,X,O,X,X,X,X
JZITSLO,O,X,O,O,O,X,X,X,X,X,X
JZITSOL,O,X,O,O,O,X,X,X,X,X,X
JZITOLS,O,X,O,O,X,X,O,X,X,X,X
JZITOSL,O,X,O,O,X,X,X,X,X,X,X
JZILTSO,O,X,O,O,X,X,X,X,X,X,X
JZILTOS,O,X,O,O,X,X,O,X,X,X,X
JZILSTO,O,X,O,O,X,X,X,X,X,X,X
JZILSOT,X,X,O,O,X,X,X,X,X,X,X
JZILOTS,O,X,O,O,X,X,X,X,X,X,X
JZILOST,X,X,O,O,X,X,X,X,X,X,X
JZISTLO,O,X,O,O,X,X,X,X,X,X,X
JZISTOL,O,X,O,O,X,X,X,X,X,X,X
JZISLTO,O,X,O,O,X,X,X,X,X,X,X
JZISLOT,X,X,O,O,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,X,X,X,X,X
JZISOLT,X,X,X,O,X,X,X,X,X,X,X
JZIOTLS,O,X,O,O,X,X,O,X,X,X,X
JZIOTSL,O,X,X,O,X,X,X,X,X,X,X
JZIOLTS,O,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,X,O,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,X,X,X,X,X,X
JZIOSLT,O,X,X,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,O,O,X,X,X,X,X
JZLTIOS,O,X,O,O,X,X,O,X,X,X,X
JZLTSIO,O,X,O,O,O,O,X,X,X,X,X
JZLTSOI,O,X,O,O,O,O,O,X,X,X,X
JZLTOIS,O,X,O,O,X,X,O,X,X,X,X
JZLTOSI,O,X,O,O,X,X,O,X,X,X,X
JZLITSO,O,X,O,O,O,X,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,O,X,X,X,X
JZLISTO,O,X,O,O,X,X,X,X,X,X,X
JZLISOT,X,X,O,O,X,X,X,X,X,X,X
JZLIOTS,O,X,O,O,X,X,X,X,X,X,X
JZLIOST,X,X,O,O,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,X,O,X,X,X,X,X
JZLSTOI,O,X,O,O,X,O,O,X,X,X,X
JZLSITO,O,X,O,O,X,O,X,X,X,X,X
JZLSIOT,X,X,O,O,X,X,X,X,X,X,X
JZLSOTI,X,X,O,O,X,O,X,X,X,X,X
JZLSOIT,X,X,O,O,X,X,X,X,X,X,X
JZLOTIS,O,X,O,O,X,X,O,X,X,X,X
JZLOTSI,O,X,O,O,X,X,O,X,X,X,X
JZLOITS,O,X,O,O,X,X,X,X,X,X,X
JZLOIST,X,X,O,O,X,X,X,X,X,X,X
JZLOSTI,X,X,O,O,X,X,X,X,X,X,X
JZLOSIT,X,X,O,O,X,X,X,X,X,X,X
JZSTILO,O,X,O,O,X,O,X,X,X,X,X
JZSTIOL,O,X,O,O,X,O,X,X,X,X,X
JZSTLIO,O,X,O,O,X,O,X,X,X,X,O
JZSTLOI,O,X,O,O,X,O,O,X,X,X,O
JZSTOIL,O,X,O,O,X,O,X,X,X,X,X
JZSTOLI,O,X,O,O,X,X,O,X,X,X,O
JZSITLO,O,X,O,O,X,O,X,X,X,X,X
JZSITOL,O,X,O,O,X,O,X,X,X,X,X
JZSILTO,O,X,O,O,X,X,X,X,X,X,X
JZSILOT,X,X,O,O,X,X,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,X,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,X,O,X,X,X,X,O
JZSLTOI,O,X,O,O,X,O,O,X,X,X,O
JZSLITO,O,X,O,O,X,O,X,X,X,X,O
JZSLIOT,X,X,O,O,X,X,X,X,X,X,X
JZSLOTI,X,X,O,O,X,O,X,X,X,X,X
JZSLOIT,X,X,O,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,X,O,X,X,X,X,X
JZSOTLI,O,X,X,O,X,X,O,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,X,X,X
JZSOILT,X,X,X,O,X,X,X,X,X,X,X
JZSOLTI,X,X,X,O,X,X,X,X,X,X,X
JZSOLIT,X,X,X,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,O,X,X,O,X,X,X,X
JZOTISL,O,X,X,O,O,X,X,X,X,X,X
JZOTLIS,O,X,O,O,O,X,O,X,X,X,X
JZOTLSI,O,X,O,O,O,X,O,X,X,X,X
JZOTSIL,O,X,X,O,O,X,X,X,X,X,X
JZOTSLI,O,X,X,O,O,X,O,X,X,X,X
JZOITLS,O,X,O,O,X,X,O,X,X,X,X
JZOITSL,O,X,X,O,O,X,X,X,X,X,X
JZOILTS,O,X,O,O,X,X,X,X,X,X,X
JZOILST,O,X,O,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,X,X,X,X,X,X
JZOISLT,O,X,X,O,X,X,X,X,X,X,X
JZOLTIS,O,X,O,O,O,X,O,X,X,X,X
JZOLTSI,O,X,O,O,O,X,O,X,X,X,X
JZOLITS,O,X,O,O,O,X,X,X,X,X,X
JZOLIST,O,X,O,O,X,X,X,X,X,X,X
JZOLSTI,O,X,O,O,X,X,X,X,X,X,X
JZOLSIT,O,X,O,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,X,X,O,X,X,O,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X,X,X,X
JZOSILT,O,X,X,O,X,X,X,X,X,X,X
JZOSLTI,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X,X,X
JOTILSZ,O,X,X,O,X,O,O,X,X,X,X
JOTILZS,O,X,X,O,X,X,O,X,X,X,X
JOTISLZ,O,X,X,O,X,O,X,X,X,X,X
JOTISZL,O,X,X,O,X,O,X,X,X,X,X
JOTIZLS,O,X,X,O,X,X,O,X,X,X,X
JOTIZSL,O,X,X,O,X,O,X,X,X,X,X
JOTLISZ,O,X,X,O,X,O,O,X,O,X,X
JOTLIZS,O,X,X,O,X,X,O,X,X,X,X
JOTLSIZ,O,X,X,O,O,O,O,X,O,X,X
JOTLSZI,O,X,X,O,O,O,O,X,O,X,X
JOTLZIS,O,X,X,O,O,O,O,X,X,X,X
JOTLZSI,O,X,X,O,O,O,O,X,X,X,X
JOTSILZ,O,X,X,O,O,O,X,X,X,X,X
JOTSIZL,O,X,X,O,O,O,X,X,X,X,X
JOTSLIZ,O,X,X,O,O,O,O,X,O,X,X
JOTSLZI,O,X,X,O,O,O,O,X,O,X,O
JOTSZIL,O,X,X,O,O,O,X,X,X,X,X
JOTSZLI,O,X,X,O,O,O,O,X,O,X,O
JOTZILS,O,X,X,O,X,X,O,X,X,X,X
JOTZISL,O,X,X,O,O,O,X,X,X,X,X
JOTZLIS,O,X,X,O,O,O,O,X,X,X,X
JOTZLSI,O,X,X,O,O,O,O,X,X,X,X
JOTZSIL,O,X,X,O,O,O,X,X,X,X,X
JOTZSLI,O,X,X,O,O,O,O,X,X,X,O
JOITLSZ,O,X,X,O,X,X,O,X,X,X,X
JOITLZS,O,X,X,O,X,X,O,X,X,X,X
JOITSLZ,O,X,X,O,X,X,X,X,X,X,X
JOITSZL,O,X,X,O,X,X,X,X,X,X,X
JOITZLS,O,X,X,O,X,X,O,X,X,X,X
JOITZSL,O,X,X,O,X,X,X,X,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,X,X,X,X,X,X
JOISTLZ,O,X,X,O,X,X,X,X,X,X,X
JOISTZL,O,X,X,O,X,X,X,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X,X,X,X,X
JOISLZT,O,X,X,O,X,X,X,X,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X
JOIZTLS,O,X,X,O,X,X,O,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,X,X,X,X
JOIZLTS,O,X,X,O,X,X,X,X,X,X,X
JOIZLST,O,X,X,O,X,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X,X,X,X,X,X
JOLTISZ,O,X,X,O,X,O,O,X,X,X,X
JOLTIZS,O,X,X,O,X,X,O,X,X,X,X
JOLTSIZ,O,X,X,O,O,O,O,X,X,X,X
JOLTSZI,O,X,X,O,O,O,O,X,X,X,X
JOLTZIS,O,X,X,O,O,O,O,X,X,X,X
JOLTZSI,O,X,X,O,O,O,O,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X
JOLIZTS,O,X,X,O,O,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X
JOLSTIZ,O,X,X,O,O,O,X,X,X,X,X
JOLSTZI,O,X,X,O,O,O,X,X,X,X,X
JOLSITZ,O,X,X,O,O,O,X,X,X,X,X
JOLSIZT,O,X,X,O,X,O,X,X,X,X,X
JOLSZTI,O,X,X,O,O,O,X,X,X,X,X
JOLSZIT,O,X,X,O,X,O,X,X,X,X,X
JOLZTIS,O,X,X,O,O,O,O,X,X,X,X
JOLZTSI,O,X,X,O,O,O,O,X,X,X,X
JOLZITS,O,X,X,O,O,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,X,O,X,O,X,X,X,X,X
JOLZSIT,O,X,X,O,X,O,X,X,X,X,X
JOSTILZ,O,X,X,O,O,O,X,X,X,X,X
JOSTIZL,O,X,X,O,O,O,X,X,X,X,X
JOSTLIZ,O,X,X,O,O,O,O,X,O,X,X
JOSTLZI,O,X,X,O,O,O,O,X,O,X,O
JOSTZIL,O,X,X,O,O,O,X,X,X,X,X
JOSTZLI,O,X,X,O,O,O,O,X,O,X,O
JOSITLZ,O,X,X,O,O,O,X,X,X,X,X
JOSITZL,O,X,X,O,O,O,X,X,X,X,X
JOSILTZ,O,X,X,O,O,O,X,X,X,X,X
JOSILZT,O,X,X,O,X,O,X,X,X,X,X
JOSIZTL,O,X,X,O,X,O,X,X,X,X,X
JOSIZLT,O,X,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,O,O,X,X,X,X,X
JOSLTZI,O,X,X,O,O,O,X,X,X,X,O
JOSLITZ,O,X,X,O,O,O,X,X,X,X,X
JOSLIZT,O,X,X,O,X,O,X,X,X,X,X
JOSLZTI,O,X,X,O,O,O,X,X,X,X,X
JOSLZIT,O,X,X,O,X,O,X,X,X,X,X
JOSZTIL,O,X,X,O,O,O,X,X,X,X,X
JOSZTLI,O,X,X,O,O,O,O,X,O,X,X
JOSZITL,O,X,X,O,X,O,X,X,X,X,X
JOSZILT,O,X,X,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,O,O,X,X,X,X,X
JOSZLIT,O,X,X,O,X,O,X,X,X,X,X
JOZTILS,O,X,X,O,X,X,O,X,X,X,X
JOZTISL,O,X,X,O,O,O,X,X,X,X,X
JOZTLIS,O,X,X,O,O,O,O,X,X,X,X
JOZTLSI,O,X,X,O,O,O,O,X,X,X,X
JOZTSIL,O,X,X,O,O,O,X,X,X,X,X
JOZTSLI,O,X,X,O,O,O,O,X,X,X,X
JOZITLS,O,X,X,O,X,X,O,X,X,X,X
JOZITSL,O,X,X,O,O,X,X,X,X,X,X
JOZILTS,O,X,X,O,X,X,X,X,X,X,X
JOZILST,O,X,X,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,X,X,X,X
JOZLTIS,O,X,X,O,O,O,O,X,X,X,X
JOZLTSI,O,X,X,O,O,O,O,X,X,X,X
JOZLITS,O,X,X,O,O,X,X,X,X,X,X
JOZLIST,O,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,X,X,O,X,O,X,X,X,X,X
JOZLSIT,O,X,X,O,X,O,X,X,X,X,X
JOZSTIL,O,X,X,O,X,O,X,X,X,X,X
JOZSTLI,O,X,X,O,X,O,O,X,X,X,X
JOZSITL,O,X,X,O,X,O,X,X,X,X,X
JOZSILT,O,X,X,O,X,X,X,X,X,X,X
JOZSLTI,O,X,X,O,X,O,X,X,X,X,X
JOZSLIT,O,X,X,O,X,O,X,X,X,X,X
STILJZO,O,O,O,O,O,O,X,O,X,X,X
STILJOZ,O,O,O,O,X,O,X,O,O,X,X
STILZJO,O,O,O,X,O,O,X,O,X,X,O
STILZOJ,O,O,O,X,O,O,X,O,O,X,O
STILOJZ,O,O,O,X,X,O,X,O,O,X,X
STILOZJ,O,O,O,X,X,X,X,O,O,X,O
STIJLZO,O,O,O,O,O,O,X,O,X,X,X
STIJLOZ,O,O,O,O,X,O,X,O,X,X,X
STIJZLO,O,O,O,O,O,O,X,O,X,X,X
STIJZOL,O,O,O,O,O,O,X,O,X,X,X
STIJOLZ,O,O,O,O,O,O,X,O,X,X,X
STIJOZL,O,O,O,O,O,O,X,O,X,X,X
STIZLJO,O,O,O,X,O,O,X,O,X,X,O
STIZLOJ,O,O,O,X,O,O,X,O,O,X,O
STIZJLO,O,O,O,X,O,O,X,O,X,O,X
STIZJOL,O,O,O,X,O,O,X,O,X,O,X
STIZOLJ,O,O,O,X,O,X,X,O,O,X,O
STIZOJL,O,O,O,X,O,O,X,O,X,O,X
STIOLJZ,O,O,O,X,O,O,X,O,O,X,X
STIOLZJ,O,O,O,X,O,X,X,O,O,X,O
STIOJLZ,O,O,O,X,O,O,X,O,X,X,X
STIOJZL,O,O,O,X,O,O,X,O,X,X,X
STIOZLJ,O,O,O,X,O,X,X,O,O,X,O
STIOZJL,O,O,O,X,O,X,X,O,X,O,X
STLIJZO,O,O,O,O,O,O,X,O,X,X,X
STLIJOZ,O,O,O,O,X,O,X,O,O,X,X
STLIZJO,O,O,O,X,O,O,X,O,X,X,O
STLIZOJ,O,O,O,X,O,O,X,O,O,X,O
STLIOJZ,O,O,O,X,X,O,O,O,O,X,X
STLIOZJ,O,O,O,X,X,X,X,O,O,X,O
STLJIZO,O,O,O,O,O,O,X,O,X,X,X
STLJIOZ,O,O,O,O,X,O,X,O,O,X,X
STLJZIO,O,O,O,O,O,O,X,X,X,X,O
STLJZOI,O,O,O,O,O,O,O,X,O,X,O
STLJOIZ,O,O,O,O,O,O,O,O,O,X,X
STLJOZI,O,O,O,O,O,O,O,X,O,X,O
STLZIJO,O,O,O,X,O,O,X,X,X,X,O
STLZIOJ,O,O,O,X,O,O,X,X,O,X,O
STLZJIO,O,O,O,X,O,O,X,X,X,X,O
STLZJOI,O,O,O,X,O,O,X,X,O,X,O
STLZOIJ,O,O,O,X,O,O,X,X,O,X,O
STLZOJI,O,O,O,X,O,O,X,X,O,X,O
STLOIJZ,O,O,O,X,O,O,O,O,O,X,X
STLOIZJ,O,O,O,X,O,O,X,O,O,X,O
STLOJIZ,O,O,O,X,O,O,O,O,O,X,X
STLOJZI,O,O,O,X,O,O,O,X,O,X,O
STLOZIJ,O,O,O,X,O,O,X,X,O,X,O
STLOZJI,O,O,O,X,O,O,X,X,O,X,O
STJILZO,O,O,O,O,O,O,X,O,X,X,X
STJILOZ,O,O,O,O,X,O,X,O,X,X,X
STJIZLO,O,O,O,O,O,O,X,O,X,X,X
STJIZOL,O,O,O,O,O,O,X,O,X,X,X
STJIOLZ,O,O,O,O,O,O,X,O,X,X,X
STJIOZL,O,O,O,O,O,O,X,O,X,X,X
STJLIZO,O,O,O,O,O,O,X,O,X,X,X
STJLIOZ,O,O,O,O,X,O,X,O,O,X,X
STJLZIO,O,O,O,O,O,O,X,X,X,X,O
STJLZOI,O,O,O,O,O,O,O,X,O,X,O
STJLOIZ,O,O,O,O,O,O,O,O,O,X,X
STJLOZI,O,O,O,O,O,O,O,X,O,X,O
STJZILO,O,O,O,O,O,O,X,O,X,X,X
STJZIOL,O,O,O,O,O,O,X,O,X,X,X
STJZLIO,O,O,O,O,O,O,X,X,X,X,O
STJZLOI,O,O,O,O,O,O,O,X,O,X,O
STJZOIL,O,O,O,O,O,O,X,O,X,X,X
STJZOLI,O,O,O,O,O,X,O,X,O,X,O
STJOILZ,O,O,O,O,O,O,X,O,X,X,X
STJOIZL,O,O,O,O,O,O,X,O,X,X,X
STJOLIZ,O,O,O,O,O,O,O,O,O,X,X
STJOLZI,O,O,O,O,O,O,O,X,O,X,O
STJOZIL,O,O,O,O,O,O,X,O,X,X,X
STJOZLI,O,O,O,O,O,O,O,X,O,X,O
STZILJO,O,O,O,X,O,O,X,O,X,X,O
STZILOJ,O,O,O,X,O,O,X,O,O,X,O
STZIJLO,O,O,O,X,O,O,X,O,X,O,X
STZIJOL,O,O,O,X,O,O,X,O,X,O,X
STZIOLJ,O,O,O,X,O,X,X,O,O,X,O
STZIOJL,O,O,O,X,O,O,X,O,X,O,X
STZLIJO,O,O,O,X,O,O,X,X,X,X,O
STZLIOJ,O,O,O,X,O,O,X,X,O,X,O
STZLJIO,O,O,O,X,O,O,X,X,X,X,O
STZLJOI,O,O,O,X,O,O,X,X,O,X,O
STZLOIJ,O,O,O,X,O,O,X,X,O,X,O
STZLOJI,O,O,O,X,O,O,X,X,O,X,O
STZJILO,O,O,O,X,O,O,X,O,X,O,X
STZJIOL,O,O,O,X,O,O,X,O,X,O,X
STZJLIO,O,O,O,X,O,O,X,X,X,X,O
STZJLOI,O,O,O,X,O,O,X,X,O,X,O
STZJOIL,O,O,O,X,O,O,X,O,X,O,X
STZJOLI,O,O,O,X,O,X,X,X,O,X,O
STZOILJ,O,O,O,X,O,X,X,O,O,X,O
STZOIJL,O,O,O,X,O,O,X,O,X,O,X
STZOLIJ,O,O,O,X,O,O,X,X,O,X,O
STZOLJI,O,O,O,X,O,O,X,X,O,X,O
STZOJIL,O,O,O,X,O,O,X,O,X,O,X
STZOJLI,O,O,O,X,O,X,X,X,O,X,O
STOILJZ,O,O,O,X,O,O,X,O,O,X,X
STOILZJ,O,O,O,X,O,O,X,O,O,X,O
STOIJLZ,O,O,O,X,O,O,X,O,X,X,X
STOIJZL,O,O,O,X,O,O,X,O,X,X,X
STOIZLJ,O,O,O,X,O,O,X,O,O,X,O
STOIZJL,O,O,O,X,O,O,X,O,X,O,X
STOLIJZ,O,O,O,X,O,O,O,O,O,X,X
STOLIZJ,O,O,O,X,O,O,X,O,O,X,O
STOLJIZ,O,O,O,X,O,O,O,O,O,X,X
STOLJZI,O,O,O,X,O,O,O,X,O,X,O
STOLZIJ,O,O,O,X,O,O,X,X,O,X,O
STOLZJI,O,O,O,X,O,O,X,X,O,X,O
STOJILZ,O,O,O,X,O,O,X,O,X,X,X
STOJIZL,O,O,O,X,O,O,X,O,X,X,X
STOJLIZ,O,O,O,X,O,O,O,O,O,X,X
STOJLZI,O,O,O,X,O,O,O,X,O,X,O
STOJZIL,O,O,O,X,O,O,X,O,X,X,X
STOJZLI,O,O,O,X,O,O,O,X,O,X,O
STOZILJ,O,O,O,X,O,O,X,O,O,X,O
STOZIJL,O,O,O,X,O,O,X,O,X,O,X
STOZLIJ,O,O,O,X,O,O,X,X,O,X,O
STOZLJI,O,O,O,X,O,O,X,X,O,X,O
STOZJIL,O,O,O,X,O,O,X,O,X,O,X
STOZJLI,O,O,O,X,O,O,X,X,O,X,O
SITLJZO,O,O,O,O,O,O,X,O,X,X,X
SITLJOZ,O,O,O,O,X,O,X,O,O,X,X
SITLZJO,O,O,O,X,O,O,X,O,X,X,O
SITLZOJ,O,O,O,X,O,O,X,O,O,X,O
SITLOJZ,O,O,O,X,X,O,X,O,O,X,X
SITLOZJ,O,O,O,X,X,X,X,O,O,X,O
SITJLZO,O,O,O,O,O,O,X,O,X,X,X
SITJLOZ,O,O,O,O,X,O,X,O,X,X,X
SITJZLO,O,O,O,O,O,O,X,O,X,X,X
SITJZOL,O,O,O,O,O,O,X,O,X,X,X
SITJOLZ,O,O,O,O,O,O,X,O,X,X,X
SITJOZL,O,O,O,O,O,O,X,O,X,X,X
SITZLJO,O,O,O,X,O,O,X,O,X,X,O
SITZLOJ,O,O,O,X,O,O,X,O,O,X,O
SITZJLO,O,O,O,X,O,O,X,O,X,O,X
SITZJOL,O,O,O,X,O,O,X,O,X,O,X
SITZOLJ,O,O,O,X,O,X,X,O,O,X,O
SITZOJL,O,O,O,X,O,O,X,O,X,O,X
SITOLJZ,O,O,O,X,O,O,X,O,O,X,X
SITOLZJ,O,O,O,X,O,X,X,O,O,X,O
SITOJLZ,O,O,O,X,O,O,X,O,X,X,X
SITOJZL,O,O,O,X,O,O,X,O,X,X,X
SITOZLJ,O,O,O,X,O,X,X,O,O,X,O
SITOZJL,O,O,O,X,O,X,X,O,X,O,X
SILTJZO,O,O,O,O,O,O,X,O,X,X,X
SILTJOZ,O,O,O,O,X,O,X,O,O,X,X
SILTZJO,O,O,O,X,O,O,X,O,X,X,O
SILTZOJ,O,O,O,X,O,O,X,O,O,X,O
SILTOJZ,O,O,O,X,X,O,X,O,O,X,X
SILTOZJ,O,O,O,X,X,X,X,O,O,X,O
SILJTZO,O,X,O,O,O,O,X,O,X,X,X
SILJTOZ,O,X,O,O,X,O,X,O,O,X,X
SILJZTO,X,X,O,O,X,O,X,X,X,X,O
SILJZOT,X,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,O,X,X,X,X,X
SILJOZT,X,X,X,O,X,O,X,X,X,X,X
SILZTJO,X,O,O,X,X,O,X,O,X,X,O
SILZTOJ,X,O,O,X,X,O,X,O,O,X,O
SILZJTO,X,O,O,X,X,O,X,X,X,O,O
SILZJOT,X,O,O,X,X,X,X,X,X,O,X
SILZOTJ,X,O,O,X,X,X,X,X,X,X,O
SILZOJT,X,O,O,X,X,X,X,X,X,O,X
SILOTJZ,O,O,O,X,X,O,X,O,O,X,X
SILOTZJ,O,O,O,X,X,O,X,O,O,X,O
SILOJTZ,O,X,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,O,O,X,X,O,X,X,X,X,O
SILOZJT,X,O,O,X,X,O,X,X,X,O,X
SIJTLZO,O,O,O,O,O,O,X,O,X,X,X
SIJTLOZ,O,O,O,O,X,O,X,O,X,X,X
SIJTZLO,O,O,O,O,O,O,X,O,X,X,X
SIJTZOL,O,O,O,O,O,O,X,O,X,X,X
SIJTOLZ,O,O,O,O,O,O,X,O,X,X,X
SIJTOZL,O,O,O,O,O,O,X,O,X,X,X
SIJLTZO,O,X,O,O,O,O,X,O,X,X,X
SIJLTOZ,O,X,O,O,X,O,X,O,X,X,X
SIJLZTO,X,X,O,O,X,O,X,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,O,X,X,X,X,X
SIJLOZT,X,X,X,O,X,O,X,X,X,X,X
SIJZTLO,O,O,O,O,X,O,X,X,X,O,X
SIJZTOL,O,O,O,O,X,O,X,X,X,O,X
SIJZLTO,O,O,O,O,X,X,X,X,X,O,X
SIJZLOT,X,O,O,O,X,X,X,X,X,O,X
SIJZOTL,O,O,X,O,X,X,X,X,X,O,X
SIJZOLT,X,O,X,O,X,X,X,X,X,O,X
SIJOTLZ,O,O,X,O,O,O,X,X,X,X,X
SIJOTZL,O,O,X,O,O,O,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,O,X,X,X,X,X
SIJOLZT,O,X,X,O,X,O,X,X,X,X,X
SIJOZTL,O,O,X,O,X,O,X,X,X,O,X
SIJOZLT,O,O,X,O,X,X,X,X,X,O,X
SIZTLJO,O,O,O,X,X,O,X,O,X,X,O
SIZTLOJ,O,O,O,X,X,O,X,O,O,X,O
SIZTJLO,O,O,O,X,X,O,X,O,X,O,X
SIZTJOL,O,O,O,X,X,O,X,O,X,O,X
SIZTOLJ,O,O,O,X,X,X,X,O,O,X,O
SIZTOJL,O,O,O,X,X,O,X,O,X,O,X
SIZLTJO,O,O,O,X,X,O,X,O,X,X,O
SIZLTOJ,O,O,O,X,X,O,X,O,O,X,O
SIZLJTO,O,O,O,X,X,O,X,X,X,O,O
SIZLJOT,X,O,O,X,X,X,X,X,X,O,X
