sequence,v115@QhB8BeA8DeG8CeB8Jei/IvhFRhBFjBzkBUmBXsBGsB,v115@QhB8BeA8DeG8CeB8Jem/IvhFChBxiB0kBTmBXsBlsB,v115@QhB8BeA8DeG8CeB8Je/EJvhFalBzgBUiBFjBxrBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBfmBxiBlnBUsB6rB,v115@QhB8BeA8DeG8CeB8Jei/IvhFWmBFjBzkBxrB/sB0rB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBXjBRmBUmBFnBSxB,v115@QhB8BeA8DeG8CeB8JeyEJvhFXjBRmB0kBFmBTnBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFxgBFjBXlBimB+sB8rB,v115@QhB8BeA8DeG8CeB8Je3BJvhFxkBlnB0kBmlBzrBCtB
LTOIZJS,O,O,X,O,O,X,X,X,X
LTOIZSJ,O,X,O,X,O,X,X,X,X
LTOJISZ,X,X,X,X,O,O,X,X,X
LTOJIZS,X,X,X,O,O,X,X,X,X
LTOJSIZ,X,X,X,X,O,O,X,X,X
LTOJSZI,O,X,X,X,X,X,X,X,X
LTOJZIS,O,X,X,O,O,X,X,X,X
LTOJZSI,O,X,X,O,X,X,X,X,X
LTOSIJZ,X,X,O,X,O,O,X,X,X
LTOSIZJ,O,O,O,X,O,X,X,X,X
LTOSJIZ,X,X,O,X,O,O,X,X,X
LTOSJZI,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X
LTOZIJS,O,O,X,O,O,X,X,X,X
LTOZISJ,O,X,X,X,O,X,X,X,X
LTOZJIS,O,O,X,O,O,X,X,X,X
LTOZJSI,O,O,X,O,X,X,X,X,X
LTOZSIJ,O,O,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,O,X,X
LITJSOZ,X,X,X,X,X,O,O,X,X
LITJZSO,X,X,X,O,X,X,X,X,X
LITJZOS,X,X,X,O,X,X,X,X,X
LITJOSZ,X,X,X,X,O,O,X,X,X
LITJOZS,X,X,X,O,O,X,X,X,X
LITSJZO,X,X,O,X,X,X,O,X,X
LITSJOZ,X,X,O,X,X,O,O,X,X
LITSZJO,O,X,O,X,X,X,O,X,X
LITSZOJ,O,X,O,X,X,X,O,X,X
LITSOJZ,X,X,O,X,X,O,O,X,X
LITSOZJ,X,X,O,X,X,X,O,X,X
LITZJSO,O,O,X,O,X,X,X,X,X
LITZJOS,O,O,X,O,X,X,X,X,X
LITZSJO,O,X,O,O,X,X,X,X,X
LITZSOJ,O,X,O,X,X,X,X,X,X
LITZOJS,O,X,X,O,X,X,X,X,X
LITZOSJ,O,X,O,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,O,X,X,X
LITOJZS,X,X,X,O,O,X,X,X,X
LITOSJZ,X,X,O,X,O,O,X,X,X
LITOSZJ,X,X,O,X,O,X,X,X,X
LITOZJS,X,X,X,O,O,X,X,X,X
LITOZSJ,X,X,O,X,O,X,X,X,X
LIJTSZO,X,X,X,X,X,X,O,X,X
LIJTSOZ,X,X,X,X,X,O,O,O,X
LIJTZSO,X,X,X,O,X,X,X,X,X
LIJTZOS,X,X,X,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,O,X,X,X
LIJTOZS,X,X,X,O,O,X,X,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X
LIJSTOZ,X,X,X,X,X,O,O,O,X
LIJSZTO,X,X,X,X,X,X,O,X,X
LIJSZOT,X,X,X,X,X,O,O,X,X
LIJSOTZ,X,X,X,X,X,O,O,O,X
LIJSOZT,X,X,X,X,X,O,O,X,X
LIJZTSO,X,O,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,O,X,X
LIJZSOT,X,O,X,X,X,O,O,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X
LIJZOST,X,O,X,X,X,O,X,X,X
LIJOTSZ,X,X,X,X,O,O,X,X,X
LIJOTZS,X,X,X,O,O,X,X,X,X
LIJOSTZ,X,X,X,X,O,O,O,X,X
LIJOSZT,X,X,X,X,O,O,O,X,X
LIJOZTS,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,O,O,X,X,X
LISTJZO,X,X,O,X,X,X,O,X,X
LISTJOZ,X,X,O,X,X,O,O,X,X
LISTZJO,O,O,O,X,X,X,O,X,X
LISTZOJ,O,X,O,X,X,X,O,X,X
LISTOJZ,X,X,O,X,X,O,O,X,X
LISTOZJ,X,X,O,X,X,X,O,X,X
LISJTZO,X,X,O,X,X,X,O,X,X
LISJTOZ,X,X,O,X,X,O,O,O,X
LISJZTO,X,O,O,X,X,X,O,X,X
LISJZOT,X,O,O,X,X,O,O,X,X
LISJOTZ,X,X,O,X,X,O,O,O,X
LISJOZT,X,X,O,X,X,O,O,X,X
LISZTJO,O,O,O,X,X,X,O,X,X
LISZTOJ,O,X,O,X,X,X,O,X,X
LISZJTO,O,O,O,X,X,X,O,X,X
LISZJOT,X,O,O,X,X,O,O,X,X
LISZOTJ,O,O,O,X,X,X,O,X,X
LISZOJT,X,O,O,X,X,O,O,X,X
LISOTJZ,X,X,O,X,X,O,O,X,X
LISOTZJ,X,O,O,X,X,X,O,X,X
LISOJTZ,X,X,O,X,X,O,O,O,X
LISOJZT,X,O,O,X,X,O,O,X,X
LISOZTJ,X,O,O,X,X,X,O,X,X
LISOZJT,X,O,O,X,X,O,O,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X
LIZTSJO,O,X,O,X,X,X,X,X,X
LIZTSOJ,O,X,O,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,O,X,X
LIZJSOT,X,O,X,X,X,O,O,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X
LIZJOST,X,O,X,X,X,O,X,X,X
LIZSTJO,O,O,O,X,X,X,O,X,X
LIZSTOJ,O,X,O,X,X,X,O,X,X
LIZSJTO,O,O,O,X,X,X,O,X,X
LIZSJOT,X,O,O,X,X,O,O,X,X
LIZSOTJ,O,O,O,X,X,X,O,X,X
LIZSOJT,X,O,O,X,X,O,O,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,O,X,X,X
LIZOSTJ,O,O,O,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,O,X,X,X
LIOTJSZ,X,X,X,X,O,O,X,X,X
LIOTJZS,X,X,X,O,O,X,X,X,X
LIOTSJZ,X,X,O,X,O,O,X,X,O
LIOTSZJ,X,X,O,X,O,X,X,X,O
LIOTZJS,X,O,X,O,O,X,X,X,X
LIOTZSJ,X,X,O,X,O,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,X,X,X
LIOJTZS,X,X,X,O,O,X,X,X,X
LIOJSTZ,X,X,X,X,O,O,O,X,X
LIOJSZT,X,X,X,X,O,O,O,X,X
LIOJZTS,X,O,X,X,O,X,X,X,X
LIOJZST,X,O,X,X,O,O,X,X,X
LIOSTJZ,X,X,O,X,O,O,O,X,O
LIOSTZJ,X,O,O,X,O,X,O,X,O
LIOSJTZ,X,X,O,X,O,O,O,X,X
LIOSJZT,X,O,O,X,O,O,O,X,X
LIOSZTJ,X,O,O,X,O,X,O,X,X
LIOSZJT,X,O,O,X,O,O,O,X,X
LIOZTJS,X,O,X,X,O,X,X,X,X
LIOZTSJ,X,X,O,X,O,X,X,X,X
LIOZJTS,X,O,X,X,O,X,X,X,X
LIOZJST,X,O,X,X,O,O,X,X,X
LIOZSTJ,X,O,O,X,O,X,X,X,X
LIOZSJT,X,O,O,X,O,O,X,X,X
LJTISZO,X,X,X,X,X,X,O,X,X
LJTISOZ,X,X,X,X,X,O,O,O,X
LJTIZSO,X,X,X,O,X,X,X,X,X
LJTIZOS,X,X,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,O,X,X,X
LJTIOZS,X,X,X,O,O,X,X,X,X
LJTSIZO,X,X,X,X,X,X,O,X,X
LJTSIOZ,X,X,X,X,X,O,O,O,X
LJTSZIO,O,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,O,X
LJTSOIZ,X,X,X,X,X,O,X,O,X
LJTSOZI,X,X,X,X,X,X,X,O,X
LJTZISO,O,X,X,O,X,X,X,X,X
LJTZIOS,O,X,X,O,X,X,X,X,X
LJTZSIO,O,X,X,O,X,X,X,X,X
LJTZSOI,X,X,X,O,X,X,X,O,X
LJTZOIS,X,X,X,O,X,X,X,X,X
LJTZOSI,X,X,X,O,X,X,X,X,X
LJTOISZ,X,X,X,X,O,O,X,X,X
LJTOIZS,X,X,X,O,O,X,X,X,X
LJTOSIZ,X,X,X,X,O,O,X,O,X
LJTOSZI,X,X,X,X,X,X,X,O,X
LJTOZIS,X,X,X,O,O,X,X,X,X
LJTOZSI,X,X,X,O,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,O,O,O,X
LJITZSO,X,X,X,O,X,X,X,X,X
LJITZOS,X,X,X,O,X,X,X,X,X
LJITOSZ,X,X,X,X,O,O,X,X,X
LJITOZS,X,X,X,O,O,X,X,X,X
LJISTZO,X,X,X,X,X,X,O,X,X
LJISTOZ,X,X,X,X,X,O,O,O,X
LJISZTO,X,X,X,X,X,X,O,X,X
LJISZOT,X,X,X,X,X,O,O,X,X
LJISOTZ,X,X,X,X,X,O,O,O,X
LJISOZT,X,X,X,X,X,O,O,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,O,X,X
LJIZSOT,X,O,X,X,X,O,O,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X
LJIZOST,X,O,X,X,X,O,X,X,X
LJIOTSZ,X,X,X,X,O,O,X,X,X
LJIOTZS,X,X,X,O,O,X,X,X,X
LJIOSTZ,X,X,X,X,O,O,O,X,X
LJIOSZT,X,X,X,X,O,O,O,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,O,O,X,X,X
LJSTIZO,X,X,X,X,X,X,O,X,X
LJSTIOZ,X,X,X,X,X,O,O,O,X
LJSTZIO,O,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,O,X
LJSTOIZ,X,X,X,X,X,O,X,O,X
LJSTOZI,X,X,X,X,X,X,X,O,X
LJSITZO,X,X,X,X,X,X,O,X,X
LJSITOZ,X,X,X,X,X,O,O,O,X
LJSIZTO,X,O,X,X,X,X,O,X,X
LJSIZOT,X,O,X,X,X,O,O,X,X
LJSIOTZ,X,X,X,X,X,O,O,O,X
LJSIOZT,X,X,X,X,X,O,O,X,X
LJSZTIO,O,O,X,O,X,X,X,X,X
LJSZTOI,X,X,X,O,X,X,X,O,X
LJSZITO,O,O,X,X,X,X,O,X,X
LJSZIOT,X,O,X,X,X,O,O,X,X
LJSZOTI,X,X,X,O,X,X,X,O,X
LJSZOIT,X,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,X,X,X,O,X,O,X
LJSOTZI,X,X,X,X,X,X,X,O,X
LJSOITZ,X,X,X,X,X,O,O,O,X
LJSOIZT,X,X,X,X,X,O,O,X,X
LJSOZTI,X,X,X,O,X,X,X,O,X
LJSOZIT,X,X,X,X,X,O,X,X,X
LJZTISO,O,O,X,O,X,X,X,X,X
LJZTIOS,O,O,X,O,X,X,X,X,X
LJZTSIO,O,O,X,O,X,X,X,X,X
LJZTSOI,X,X,X,O,X,X,X,O,X
LJZTOIS,X,O,X,O,X,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,X,O,X,X
LJZISOT,X,O,X,X,X,O,O,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X
LJZIOST,X,O,X,X,X,O,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X,X
LJZSTOI,X,X,X,O,X,X,X,O,X
LJZSITO,O,O,X,X,X,X,O,X,X
LJZSIOT,X,O,X,X,X,O,O,X,X
LJZSOTI,X,O,X,O,X,X,X,O,X
LJZSOIT,X,O,X,X,X,O,X,X,X
LJZOTIS,X,O,X,O,X,X,X,X,X
LJZOTSI,X,O,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X
LJZOIST,X,O,X,X,X,O,X,X,X
LJZOSTI,X,O,X,O,X,X,X,X,X
LJZOSIT,X,O,X,X,X,O,X,X,X
LJOTISZ,X,X,X,X,O,O,X,X,X
LJOTIZS,X,X,X,O,O,X,X,X,X
LJOTSIZ,X,X,X,X,O,O,X,O,X
LJOTSZI,X,X,X,X,X,X,X,O,X
LJOTZIS,X,X,X,O,O,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,O,X,X,X
LJOITZS,X,X,X,O,O,X,X,X,X
LJOISTZ,X,X,X,X,O,O,O,X,X
LJOISZT,X,X,X,X,O,O,O,X,X
LJOIZTS,X,O,X,X,O,X,X,X,X
LJOIZST,X,O,X,X,O,O,X,X,X
LJOSTIZ,X,X,X,X,O,O,X,O,X
LJOSTZI,X,X,X,X,X,X,X,O,X
LJOSITZ,X,X,X,X,O,O,O,O,X
LJOSIZT,X,O,X,X,O,O,O,X,X
LJOSZTI,X,O,X,O,X,X,X,O,X
LJOSZIT,X,O,X,X,X,O,X,X,X
LJOZTIS,X,O,X,O,O,X,X,X,X
LJOZTSI,X,O,X,O,X,X,X,X,X
LJOZITS,X,O,X,X,O,X,X,X,X
LJOZIST,X,O,X,X,O,O,X,X,X
LJOZSTI,X,O,X,O,X,X,X,X,X
LJOZSIT,X,O,X,X,X,O,X,X,X
LSTIJZO,X,X,O,X,X,X,O,X,X
LSTIJOZ,X,X,O,X,X,O,O,X,X
LSTIZJO,O,O,O,X,X,X,O,X,X
LSTIZOJ,O,X,O,X,X,X,O,X,X
LSTIOJZ,X,X,O,X,X,O,O,X,X
LSTIOZJ,X,X,O,X,X,X,O,X,X
LSTJIZO,X,X,O,X,X,X,O,X,X
LSTJIOZ,X,X,O,X,X,O,O,O,X
LSTJZIO,O,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,O,X
LSTJOIZ,X,X,O,X,X,O,X,O,X
LSTJOZI,X,X,X,X,X,X,X,O,X
LSTZIJO,O,O,O,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,O,X,X,X,X,X,X
LSTZOJI,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,O,X,O,X
LSTOJZI,O,X,X,X,X,X,X,O,X
LSTOZIJ,O,X,O,X,X,X,X,X,X
LSTOZJI,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,X,X,O,X,X
LSITJOZ,X,X,O,X,X,O,O,X,X
LSITZJO,O,O,O,X,X,X,O,X,X
LSITZOJ,O,X,O,X,X,X,O,X,X
LSITOJZ,X,X,O,X,X,O,O,X,X
LSITOZJ,X,X,O,X,X,X,O,X,X
LSIJTZO,X,X,O,X,X,X,O,X,X
LSIJTOZ,X,X,O,X,X,O,O,O,X
LSIJZTO,X,O,O,X,X,X,O,X,X
LSIJZOT,X,O,O,X,X,O,O,X,X
LSIJOTZ,X,X,O,X,X,O,O,O,X
LSIJOZT,X,X,O,X,X,O,O,X,X
LSIZTJO,O,O,O,X,X,X,O,X,X
LSIZTOJ,O,X,O,X,X,X,O,X,X
LSIZJTO,O,O,O,X,X,X,O,X,X
LSIZJOT,X,O,O,X,X,O,O,X,X
LSIZOTJ,O,O,O,X,X,X,O,X,X
LSIZOJT,X,O,O,X,X,O,O,X,X
LSIOTJZ,X,X,O,X,X,O,O,X,X
LSIOTZJ,X,O,O,X,X,X,O,X,X
LSIOJTZ,X,X,O,X,X,O,O,O,X
LSIOJZT,X,O,O,X,X,O,O,X,X
LSIOZTJ,X,O,O,X,X,X,O,X,X
LSIOZJT,X,O,O,X,X,O,O,X,X
LSJTIZO,X,X,O,X,X,X,O,X,X
LSJTIOZ,X,X,O,X,X,O,O,O,X
LSJTZIO,O,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,O,X
LSJTOIZ,X,X,O,X,X,O,X,O,X
LSJTOZI,X,X,X,X,X,X,X,O,X
LSJITZO,X,X,O,X,X,X,O,X,X
LSJITOZ,X,X,O,X,X,O,O,O,X
LSJIZTO,X,O,O,X,X,X,O,X,X
LSJIZOT,X,O,O,X,X,O,O,X,X
LSJIOTZ,X,X,O,X,X,O,O,O,X
LSJIOZT,X,X,O,X,X,O,O,X,X
LSJZTIO,O,O,X,O,X,X,X,X,X
LSJZTOI,X,X,X,O,X,X,X,O,X
LSJZITO,O,O,X,X,X,X,O,X,X
LSJZIOT,X,O,X,X,X,O,O,X,X
LSJZOTI,X,X,X,O,X,X,X,O,X
LSJZOIT,X,O,X,X,X,O,X,X,X
LSJOTIZ,X,X,O,X,X,O,X,O,X
LSJOTZI,X,X,X,X,X,X,X,O,X
LSJOITZ,X,X,O,X,X,O,O,O,X
LSJOIZT,X,X,O,X,X,O,O,X,X
LSJOZTI,X,X,X,O,X,X,X,O,X
LSJOZIT,X,X,X,X,X,O,X,X,X
LSZTIJO,O,O,O,O,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X,X
LSZTJOI,X,X,X,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X,X
LSZITJO,O,O,O,X,X,X,O,X,X
LSZITOJ,O,X,O,X,X,X,O,X,X
LSZIJTO,O,O,O,X,X,X,O,X,X
LSZIJOT,X,O,O,X,X,O,O,X,X
LSZIOTJ,O,O,O,X,X,X,O,X,X
LSZIOJT,O,O,O,X,X,O,O,X,X
LSZJTIO,O,O,X,O,X,X,X,X,X
LSZJTOI,X,X,X,O,X,X,X,O,X
LSZJITO,O,O,X,X,X,X,O,X,X
LSZJIOT,X,O,X,X,X,O,O,X,X
LSZJOTI,X,O,X,O,X,X,X,O,X
LSZJOIT,X,O,X,X,X,O,X,X,X
LSZOTIJ,O,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X
LSZOITJ,O,O,O,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,O,X,X,X
LSZOJTI,O,O,X,X,X,X,X,O,X
LSZOJIT,O,O,X,X,X,O,X,X,X
LSOTIJZ,X,X,O,X,X,O,X,X,X
LSOTIZJ,O,O,O,X,X,X,X,X,X
LSOTJIZ,X,X,O,X,X,O,X,O,X
LSOTJZI,O,X,X,X,X,X,X,O,X
LSOTZIJ,O,O,O,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,X,O,O,X,X
LSOITZJ,O,O,O,X,X,X,O,X,X
LSOIJTZ,X,X,O,X,X,O,O,O,X
LSOIJZT,X,O,O,X,X,O,O,X,X
LSOIZTJ,O,O,O,X,X,X,O,X,X
LSOIZJT,O,O,O,X,X,O,O,X,X
LSOJTIZ,X,X,O,X,X,O,X,O,X
LSOJTZI,O,X,X,X,X,X,X,O,X
LSOJITZ,X,X,O,X,X,O,O,O,X
LSOJIZT,X,O,O,X,X,O,O,X,X
LSOJZTI,O,O,X,X,X,X,X,O,X
LSOJZIT,O,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,O,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,O,X,X,X
LSOZJTI,O,O,X,X,X,X,X,O,X
LSOZJIT,O,O,X,X,X,O,X,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X
LZTIJOS,O,O,X,O,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X
LZTISOJ,O,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,O,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,O,X,X,X,X,X
LZTJIOS,O,O,X,O,X,X,X,X,X
LZTJSIO,O,O,X,O,X,X,X,X,X
LZTJSOI,X,X,X,O,X,X,X,X,X
LZTJOIS,X,O,X,O,X,X,X,X,X
LZTJOSI,X,O,X,O,X,X,X,X,X
LZTSIJO,O,O,X,O,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,X,O,X,X,X,X,X
LZTSJOI,X,X,X,O,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X,X
LZTSOJI,O,X,X,X,X,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,X,X,X
LZITSOJ,O,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,O,X,X
LZIJSOT,X,O,X,X,X,O,O,X,X
LZIJOTS,X,O,X,X,X,X,X,X,X
LZIJOST,X,O,X,X,X,O,X,X,X
LZISTJO,O,O,X,X,X,X,O,X,X
LZISTOJ,O,X,X,X,X,X,O,X,X
LZISJTO,O,O,X,X,X,X,O,X,X
LZISJOT,X,O,X,X,X,O,O,X,X
LZISOTJ,O,O,X,X,X,X,O,X,X
LZISOJT,O,O,X,X,X,O,O,X,X
LZIOTJS,O,O,X,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X,X
LZIOJTS,O,O,X,X,X,X,X,X,X
LZIOJST,O,O,X,X,X,O,X,X,X
LZIOSTJ,O,O,X,X,X,X,X,X,X
LZIOSJT,O,O,X,X,X,O,X,X,X
LZJTISO,O,O,X,O,X,X,X,X,X
LZJTIOS,O,O,X,O,X,X,X,X,X
LZJTSIO,O,O,X,O,X,X,X,X,X
LZJTSOI,X,X,X,O,X,X,X,O,X
LZJTOIS,X,O,X,O,X,X,X,X,X
LZJTOSI,X,O,X,O,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,O,X,X
LZJISOT,X,O,X,X,X,O,O,X,X
LZJIOTS,X,O,X,X,X,X,X,X,X
LZJIOST,X,O,X,X,X,O,X,X,X
LZJSTIO,O,O,X,O,X,X,X,X,X
LZJSTOI,X,X,X,O,X,X,X,O,X
LZJSITO,O,O,X,X,X,X,O,X,X
LZJSIOT,X,O,X,X,X,O,O,X,X
LZJSOTI,X,O,X,O,X,X,X,O,X
LZJSOIT,X,O,X,X,X,O,X,X,X
LZJOTIS,X,O,X,O,X,X,X,X,X
LZJOTSI,X,O,X,O,X,X,X,X,X
LZJOITS,X,O,X,X,X,X,X,X,X
LZJOIST,X,O,X,X,X,O,X,X,X
LZJOSTI,X,O,X,O,X,X,X,X,X
LZJOSIT,X,O,X,X,X,O,X,X,X
LZSTIJO,O,O,X,O,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X,X
LZSTJIO,O,O,X,O,X,X,X,X,X
LZSTJOI,X,X,X,O,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,O,X,X
LZSITOJ,O,X,X,X,X,X,O,X,X
LZSIJTO,O,O,X,X,X,X,O,X,X
LZSIJOT,X,O,X,X,X,O,O,X,X
LZSIOTJ,O,O,X,X,X,X,O,X,X
LZSIOJT,O,O,X,X,X,O,O,X,X
LZSJTIO,O,O,X,O,X,X,X,X,X
LZSJTOI,X,X,X,O,X,X,X,O,X
LZSJITO,O,O,X,X,X,X,O,X,X
LZSJIOT,X,O,X,X,X,O,O,X,X
LZSJOTI,X,O,X,O,X,X,X,O,X
LZSJOIT,X,O,X,X,X,O,X,X,X
LZSOTIJ,O,O,X,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,X,X
LZSOIJT,O,O,X,X,X,O,X,X,X
LZSOJTI,O,O,X,X,X,X,X,O,X
LZSOJIT,O,O,X,X,X,O,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,O,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,O,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X,X,X
LZOJSIT,O,O,X,X,X,O,X,X,X
LZOSTIJ,O,O,X,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X
LZOSIJT,O,O,X,X,X,O,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,O,X,X,X
LOTIJSZ,X,X,X,X,O,O,X,X,X
LOTIJZS,X,X,X,O,O,X,X,X,X
LOTISJZ,X,X,O,X,O,O,X,X,O
LOTISZJ,O,X,O,X,O,X,X,X,O
LOTIZJS,O,O,X,O,O,X,X,X,X
LOTIZSJ,O,X,O,X,O,X,X,X,X
LOTJISZ,X,X,X,X,O,O,X,X,X
LOTJIZS,X,X,X,O,O,X,X,X,X
LOTJSIZ,X,X,X,X,O,O,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X
LOTJZIS,O,X,X,O,O,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X,X
LOTSIJZ,X,X,O,X,O,O,X,X,O
LOTSIZJ,O,O,O,X,O,X,X,X,O
LOTSJIZ,X,X,O,X,O,O,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X,X
LOTZIJS,O,O,X,O,O,X,X,X,X
LOTZISJ,O,X,X,X,O,X,X,X,X
LOTZJIS,O,O,X,O,O,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X
