sequence,v115@FhB8GeC8HeE8EeB8Jem/IvhFUhBTkB1qB/sBCnBRwB,v115@FhB8GeC8HeE8EeB8JeOEJvhFCiBzkBUmB/sBllBRwB,v115@FhB8GeC8HeE8EeB8Jei/IvhFzgBFiB3kB0qBxrBWxB,v115@FhB8GeC8HeE8EeB8Je0/IvhF6lBxhB2pBXrBTsBlrB,v115@FhB8GeC8HeE8EeB8JeKEJvhFXiBRlBUlBGmBVwBTsB,v115@FhB8GeC8HeE8EeB8JeT/IvhFlgBXiBypB8qBWsBxwB,v115@FhB8GeC8HeE8EeB8JeKEJvhFRgBFiBUlBXrBTsBGrB,v115@FhB8GeC8HeE8EeB8Je1FJvhFxhB0kB3mBikBWwBTsB,v115@FhB8GeC8HeE8EeB8JeOEJvhF8kBRmB3lBCnBVwBTsB,v115@FhB8GeC8HeE8EeB8JeKEJvhFzfBxhBUnBlqBWxBfrB,v115@FhB8GeC8HeE8EeB8JexBJvhF0kBllB3mBikBTsBWwB,v115@FhB8GeC8HeE8EeB8JeCCJvhFmkBUmB/sBTkBllBRwB,v115@FhB8GeC8HeE8EeB8JeKEJvhFzfBRmB3lBGnBVwBUsB,v115@FhB8GeC8HeE8EeB8JeyEJvhFRmBTkBFmB0qBGsBXsB,v115@FhB8GeC8HeE8EeB8JemEJvhFRmBTkBllBUnBXrBSxB,v115@FhB8GeC8HeE8EeB8JeT/IvhFimBxpBGsB/qBUrBFsB,v115@FhB8GeC8HeE8EeB8Je3AJvhF1mB0kBikBWwBxrBTsB
JOILTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILSZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILZTS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOILZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISTLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
JOISLZT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
JOISZTL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOISZLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOIZSTL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOIZSLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLITZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLISTZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JOLISZT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
JOLIZTS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOLIZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLSTIZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLSZTI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLSZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLZTSI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLZITS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
JOLZIST,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
JOLZSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSTLIZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTLZI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
JOSITZL,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X
JOSILTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
JOSILZT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSIZTL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X
JOSIZLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
JOSLTIZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLIZT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSLZTI,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSZTLI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOSZILT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZTLIS,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZTLSI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOZTSLI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZITLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
JOZILTS,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
JOZILST,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOZISLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
JOZLTSI,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JOZLITS,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
JOZLIST,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOZSTLI,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JOZSILT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STIJLZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STIJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STIJZLO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STIJOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STIZLJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STLJIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLJIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STLZJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STLZOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STLOIZJ,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
STLOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
STJILOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJIZLO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
STJIZOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STJIOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJLIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STJLIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZLIO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STZIJLO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STZLJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZJLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SITLZOJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITJZLO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZLJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZLOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SILTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILTZOJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SILJTOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SILJZOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SILJOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJOZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SILZTJO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZTOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZJOT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZOTJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJLZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIJLZOT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJLOZT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SIJZTLO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIJZLOT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJOLZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIZTLJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLTOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLJOT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZJLTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIZJLOT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X
SIZJOTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZJOLT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIZOTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOLTJZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOLZJT,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
