sequence,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeT/IvhFOlBxiBFnB6?tB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgB5oBFnB8?sBzpBisB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFxiBTkBFnB6?tB3sB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgBliB5oBa?sB8sBzpB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFmkBFnBXoB6?tB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnB0?kBXqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnBX?lB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFVnB5oBTkBy?sB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Ke0/IvhFVnBaoB5oB/?pBOqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeXAJvhFVnBaoB5oB2?pBTsB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFXiBUoBmpBT?sB6tBlpB
LJZTSOI,O,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,X,X,X,X,X
LJZTOSI,O,X,O,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,O,X,O,O,X,X,X,X
LJZITOS,O,X,X,O,X,O,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,O,X,X,X
LJZIOST,O,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,X,O,O,X,X,X,X,X,X,X
LJZSTOI,O,X,O,O,X,X,X,X,X,X,X
LJZSITO,O,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X,X,X,X
LJZSOTI,O,X,O,O,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,O,X,X,X
LJZOIST,O,X,X,O,X,X,X,X,X,X,X
LJZOSTI,O,X,O,O,X,X,X,X,X,X,X
LJZOSIT,O,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,O,O,X,O,X
LJOTIZS,O,X,X,O,X,O,X,O,X,O,X
LJOTSIZ,X,X,O,O,X,X,X,O,X,O,X
LJOTSZI,X,X,O,O,X,X,X,X,X,O,X
LJOTZIS,O,X,X,O,X,X,X,O,X,O,X
LJOTZSI,O,X,O,O,X,X,X,X,X,O,X
LJOITSZ,X,X,O,O,X,X,O,O,X,O,X
LJOITZS,X,X,X,O,X,O,X,O,X,O,X
LJOISTZ,X,X,O,O,X,X,X,O,X,O,X
LJOISZT,X,X,X,O,X,X,X,X,X,X,O
LJOIZTS,O,X,X,O,X,X,X,O,X,X,O
LJOIZST,O,X,X,O,X,X,X,X,X,X,O
LJOSTIZ,O,X,O,O,X,X,X,X,X,O,X
LJOSTZI,O,X,O,O,X,X,X,X,X,O,X
LJOSITZ,X,X,O,O,X,X,X,O,X,O,X
LJOSIZT,O,X,X,O,X,X,X,X,X,X,O
LJOSZTI,O,X,O,O,X,X,X,X,X,X,O
LJOSZIT,O,X,X,O,X,X,X,X,X,X,O
LJOZTIS,O,X,X,O,X,X,X,X,X,X,O
LJOZTSI,O,X,O,O,X,X,X,X,X,X,O
LJOZITS,O,X,X,O,X,X,X,O,X,X,O
LJOZIST,O,X,X,O,X,X,X,X,X,X,O
LJOZSTI,O,X,O,O,X,X,X,X,X,X,O
LJOZSIT,O,X,X,O,X,X,X,X,X,X,O
LSTIJZO,O,X,O,O,X,X,X,X,O,X,X
LSTIJOZ,O,X,O,X,X,X,X,X,X,X,X
LSTIZJO,O,X,O,O,X,X,X,X,O,X,X
LSTIZOJ,O,X,O,O,X,X,X,X,O,X,X
LSTIOJZ,O,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,O,X,X
LSTJIZO,O,X,O,O,X,O,O,X,O,X,X
LSTJIOZ,O,X,O,X,X,X,O,X,X,X,X
LSTJZIO,O,X,O,O,X,X,X,X,O,X,X
LSTJZOI,O,X,O,O,X,X,X,X,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,X,X,X,X
LSTJOZI,O,X,O,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,O,X,X,X,X,O,X,X
LSTZIOJ,O,X,O,O,X,X,X,X,O,X,X
LSTZJIO,O,X,O,O,O,X,X,X,O,X,X
LSTZJOI,O,X,O,O,O,X,X,X,X,X,X
LSTZOIJ,O,X,O,O,X,X,X,X,O,X,X
LSTZOJI,O,X,O,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,O,X,X
LSTOJIZ,O,X,O,X,X,X,X,X,X,X,X
LSTOJZI,O,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X,O,X,X
LSTOZJI,O,X,O,X,X,X,X,X,X,X,X
LSITJZO,O,X,O,O,X,X,X,X,O,X,X
LSITJOZ,O,X,O,X,X,X,X,X,X,X,X
LSITZJO,O,X,O,O,X,X,X,X,O,X,X
LSITZOJ,O,X,O,O,X,X,X,X,O,X,X
LSITOJZ,O,X,O,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,O,X,X
LSIJTZO,O,X,O,O,X,O,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,O,X,X,X,X
LSIJZTO,O,X,X,O,X,X,X,X,X,X,X
LSIJZOT,O,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,O,X,O,X
LSIJOZT,O,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,X,X,O,X,X,X,X,O,X,X
LSIZTOJ,O,X,X,O,X,X,X,X,O,X,X
LSIZJTO,O,X,X,O,X,X,X,X,X,X,X
LSIZJOT,O,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,O,X,X
LSIZOJT,O,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,O,O,X
LSIOTZJ,X,X,O,O,X,X,X,X,O,O,X
LSIOJTZ,X,X,O,O,X,X,X,O,X,O,X
LSIOJZT,O,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,O,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,O,O,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,O,X,X,X,X
LSJTZIO,O,X,O,O,X,X,X,X,X,X,X
LSJTZOI,O,X,O,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,O,X,O,X,X,X,X,X,X,X,X
LSJITZO,O,X,O,O,X,O,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,O,X,X,X,X
LSJIZTO,O,X,X,O,X,X,X,X,X,X,X
LSJIZOT,O,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,O,X,O,X
LSJIOZT,O,X,X,O,X,X,X,X,X,X,X
LSJZTIO,O,X,O,O,X,X,X,X,X,X,X
LSJZTOI,O,X,O,O,X,X,X,X,X,X,X
LSJZITO,O,X,X,O,X,X,X,X,X,X,X
LSJZIOT,O,X,X,O,X,X,X,X,X,X,X
LSJZOTI,O,X,O,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,O,X
LSJOTZI,O,X,O,X,X,X,X,X,X,O,X
LSJOITZ,X,X,O,X,X,X,X,O,X,O,X
LSJOIZT,O,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,X,O,O,X,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,O,O,X,X,X,X,O,X,X
LSZTIOJ,O,X,O,O,X,X,X,X,O,X,X
LSZTJIO,O,X,O,O,O,X,X,X,O,X,X
LSZTJOI,O,X,O,O,O,X,X,X,X,X,X
LSZTOIJ,O,X,O,O,X,X,X,X,O,X,X
LSZTOJI,O,X,O,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,O,X,X,X,X,O,X,X
LSZITOJ,O,X,X,O,X,X,X,X,O,X,X
LSZIJTO,O,X,X,O,X,X,X,X,X,X,X
LSZIJOT,O,X,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,O,X,X
LSZIOJT,O,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,O,X,X,X,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X,X,X
LSZJITO,O,X,X,O,O,X,X,X,X,X,X
LSZJIOT,O,X,X,O,X,X,X,X,X,X,X
LSZJOTI,O,X,O,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,O,X,O,O,X,X,X,X,O,X,X
LSZOTJI,O,X,O,O,X,X,X,X,O,X,X
LSZOITJ,O,X,X,O,X,X,X,X,O,X,X
LSZOIJT,O,X,X,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,O,X,X,X,X,X,X,X
LSZOJIT,O,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,X,O,O,X
LSOTIZJ,O,X,O,O,X,X,X,X,O,O,X
LSOTJIZ,O,X,O,O,X,X,X,X,O,O,X
LSOTJZI,O,X,O,O,X,X,X,X,O,O,X
LSOTZIJ,O,X,O,O,X,X,X,X,O,O,X
LSOTZJI,O,X,O,O,X,X,X,X,O,O,X
LSOITJZ,X,X,O,O,X,X,X,X,O,O,X
LSOITZJ,X,X,O,O,X,X,X,X,O,O,X
LSOIJTZ,X,X,O,O,X,X,X,O,X,O,X
LSOIJZT,O,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,O,X,X
LSOIZJT,O,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,X,X,O,X
LSOJTZI,O,X,O,O,X,X,X,X,X,O,X
LSOJITZ,X,X,O,O,X,X,X,O,X,O,X
LSOJIZT,O,X,X,O,X,X,X,X,X,X,X
LSOJZTI,O,X,O,O,X,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,O,O,X,X,X,X,O,X,X
LSOZTJI,O,X,O,O,X,X,X,X,O,X,X
LSOZITJ,O,X,X,O,X,X,X,X,O,X,X
LSOZIJT,O,X,X,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,O,X,X,X,X,X,X,X
LSOZJIT,O,X,X,O,X,X,X,X,X,X,X
LZTIJSO,O,X,X,O,X,X,X,X,X,X,X
LZTIJOS,O,X,X,O,X,X,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X,X,X,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,O,X,X,X,X,X,X,X
LZTJISO,O,X,X,O,O,O,O,X,X,X,X
LZTJIOS,O,X,X,O,X,O,X,X,X,X,X
LZTJSIO,O,X,X,O,O,X,X,X,X,X,X
LZTJSOI,O,X,X,O,O,X,X,X,X,X,X
LZTJOIS,O,X,X,O,X,X,X,X,X,X,X
LZTJOSI,O,X,O,O,X,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X,X,X
LZTSJIO,O,X,X,O,O,X,X,X,X,X,X
LZTSJOI,O,X,X,O,O,X,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X,X,X,X
LZTSOJI,O,X,X,O,X,X,X,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X,X,X,X
LZTOISJ,O,O,X,O,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X,X
LZITJSO,O,X,X,O,X,X,X,X,X,X,X
LZITJOS,O,X,X,O,X,X,X,X,X,X,X
LZITSJO,O,X,X,O,X,X,X,X,X,X,X
LZITSOJ,O,X,X,O,X,X,X,X,X,X,X
LZITOJS,O,O,X,O,X,X,X,X,X,X,X
LZITOSJ,O,O,X,O,X,X,X,X,X,X,X
LZIJTSO,O,X,X,O,X,O,O,X,X,X,X
LZIJTOS,O,X,X,O,X,O,X,X,X,X,X
LZIJSTO,O,X,X,O,X,X,X,X,X,X,X
LZIJSOT,O,X,X,O,X,X,X,X,X,X,X
LZIJOTS,O,X,X,O,X,X,X,O,X,X,X
LZIJOST,O,X,X,O,X,X,X,X,X,X,X
LZISTJO,O,X,X,O,X,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,X,X,X,X,X
LZISJTO,O,X,X,O,X,X,X,X,X,X,X
LZISJOT,O,X,X,O,X,X,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X,X,X,X
LZISOJT,O,X,X,O,X,X,X,X,X,X,X
LZIOTJS,O,O,X,O,X,X,X,X,X,X,X
LZIOTSJ,O,O,X,O,X,X,X,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X,O,X,X,X
LZIOJST,O,O,X,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,X,X,X,X,X
LZIOSJT,O,O,X,O,X,X,X,X,X,X,X
LZJTISO,O,X,X,O,O,O,O,X,X,X,X
LZJTIOS,O,X,X,O,X,O,X,X,X,X,X
LZJTSIO,O,X,X,O,O,X,X,X,X,X,X
LZJTSOI,O,X,X,O,O,X,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,X,X,X,X
LZJTOSI,O,X,O,O,X,X,X,X,X,X,X
LZJITSO,O,X,X,O,O,O,O,X,X,X,X
LZJITOS,O,X,X,O,X,O,X,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,X,X,X,X
LZJISOT,O,X,X,O,X,X,X,X,X,X,X
LZJIOTS,O,X,X,O,X,X,X,O,X,X,X
LZJIOST,O,X,X,O,X,X,X,X,X,X,X
LZJSTIO,O,X,O,O,O,X,X,X,X,X,X
LZJSTOI,O,X,O,O,O,X,X,X,X,X,X
LZJSITO,O,X,X,O,O,X,X,X,X,X,X
LZJSIOT,O,X,X,O,X,X,X,X,X,X,X
LZJSOTI,O,X,O,O,X,X,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X,X,X,X
LZJOTIS,O,X,X,O,X,X,X,X,X,X,X
LZJOTSI,O,X,O,O,X,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,O,X,X,X
LZJOIST,O,X,X,O,X,X,X,X,X,X,X
LZJOSTI,O,X,O,O,X,X,X,X,X,X,X
LZJOSIT,O,X,X,O,X,X,X,X,X,X,X
LZSTIJO,O,X,O,O,X,X,X,X,X,X,X
LZSTIOJ,O,X,O,O,X,X,X,X,X,X,X
LZSTJIO,O,X,O,O,O,X,X,X,X,X,X
LZSTJOI,O,X,O,O,O,X,X,X,X,X,X
LZSTOIJ,O,X,O,O,X,X,X,X,X,X,X
LZSTOJI,O,X,O,O,X,X,X,X,X,X,X
LZSITJO,O,X,X,O,X,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,X,X,X,X,X
LZSIJTO,O,X,X,O,X,X,X,X,X,X,X
LZSIJOT,O,X,X,O,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,O,X,X,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,X,X,X,X,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X,X,X
LZSJITO,O,X,X,O,O,X,X,X,X,X,X
LZSJIOT,O,X,X,O,X,X,X,X,X,X,X
LZSJOTI,O,X,O,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X,X,X,X
LZSOTIJ,O,X,O,O,X,X,X,X,X,X,X
LZSOTJI,O,X,O,O,X,X,X,X,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X,X,X,X
LZSOJTI,O,X,O,O,X,X,X,X,X,X,X
LZSOJIT,O,X,X,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X,X,X
LZOTISJ,O,O,X,O,X,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,X,X
LZOITJS,O,O,X,O,X,X,X,X,X,X,X
LZOITSJ,O,O,X,O,X,X,X,X,X,X,X
LZOIJTS,O,O,X,O,X,X,X,O,X,X,X
LZOIJST,O,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X,X,X,X
LZOJITS,O,O,X,O,X,X,X,O,X,X,X
LZOJIST,O,O,X,O,X,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X,X
LZOJSIT,O,O,X,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,X,X,X,X,X,X,X
LZOSTJI,O,O,O,O,X,X,X,X,X,X,X
LZOSITJ,O,O,X,O,X,X,X,X,X,X,X
LZOSIJT,O,O,X,O,X,X,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,X,X
LOTIJSZ,X,X,O,O,X,X,X,O,O,O,X
LOTIJZS,O,X,X,O,X,X,X,O,X,O,X
LOTISJZ,X,X,X,O,X,X,X,O,O,O,X
LOTISZJ,X,X,X,O,X,X,X,X,O,O,X
LOTIZJS,O,X,X,O,X,X,X,O,X,O,X
LOTIZSJ,O,X,X,O,X,X,X,X,O,O,X
LOTJISZ,X,X,O,O,X,X,O,O,O,O,X
LOTJIZS,O,X,X,O,X,O,X,O,X,O,X
LOTJSIZ,X,X,O,O,X,X,X,O,O,O,X
LOTJSZI,X,X,O,O,X,X,X,X,O,O,X
LOTJZIS,O,X,X,O,X,X,X,O,X,O,X
LOTJZSI,O,X,O,O,X,X,X,X,X,O,X
LOTSIJZ,X,X,O,O,X,X,X,O,O,O,X
LOTSIZJ,X,X,O,O,X,X,X,X,O,O,X
LOTSJIZ,X,X,O,O,X,X,X,O,O,O,X
LOTSJZI,X,X,O,O,X,X,X,X,O,O,X
LOTSZIJ,X,X,O,O,X,X,X,X,O,O,X
LOTSZJI,X,X,O,O,X,X,X,X,O,O,X
LOTZIJS,O,X,X,O,X,X,X,O,X,O,X
LOTZISJ,O,X,X,O,X,X,X,X,O,O,X
LOTZJIS,O,X,X,O,X,X,X,O,X,O,X
LOTZJSI,O,X,O,O,X,X,X,X,X,O,X
LOTZSIJ,O,X,X,O,X,X,X,X,O,O,X
LOTZSJI,O,X,X,O,X,X,X,X,O,O,X
LOITJSZ,X,X,O,O,X,X,X,O,O,O,X
LOITJZS,X,X,X,O,X,X,X,O,X,O,X
LOITSJZ,X,X,X,O,X,X,X,O,O,O,X
LOITSZJ,X,X,X,O,X,X,X,X,O,O,X
LOITZJS,X,X,X,O,X,X,X,O,X,O,X
LOITZSJ,X,X,X,O,X,X,X,X,O,O,X
LOIJTSZ,X,X,O,O,X,X,O,O,X,O,X
LOIJTZS,X,X,X,O,X,O,X,O,X,O,X
LOIJSTZ,X,X,O,O,X,X,X,O,X,O,X
LOIJSZT,X,O,X,O,X,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,O,X,X,X
LOIJZST,O,O,X,O,X,X,X,X,X,X,X
LOISTJZ,X,X,O,O,X,X,X,X,O,O,X
LOISTZJ,X,X,O,O,X,X,X,X,O,O,X
LOISJTZ,X,X,O,O,X,X,X,O,X,O,X
LOISJZT,X,O,X,O,X,X,X,X,X,X,X
LOISZTJ,X,O,X,O,X,X,X,X,O,X,X
LOISZJT,X,O,X,O,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,X,O,X,O,X,X,X,X,X,X,X
LOIZJTS,O,O,X,O,X,X,X,O,X,X,X
LOIZJST,O,O,X,O,X,X,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,X,X,O,O,X,X,O,O,X,O,X
LOJTIZS,O,X,X,O,X,O,X,O,X,O,X
LOJTSIZ,X,X,O,O,X,X,X,O,X,O,X
LOJTSZI,X,X,O,O,X,X,X,X,X,O,X
LOJTZIS,O,X,X,O,X,X,X,O,X,O,X
LOJTZSI,O,X,O,O,X,X,X,X,X,O,X
LOJITSZ,X,X,O,O,X,X,O,O,X,O,X
LOJITZS,X,X,X,O,X,O,X,O,X,O,X
LOJISTZ,X,X,O,O,X,X,X,O,X,O,X
LOJISZT,X,O,X,O,X,X,X,X,X,X,O
LOJIZTS,O,O,X,O,X,X,X,O,X,X,O
LOJIZST,O,O,X,O,X,X,X,X,X,X,O
LOJSTIZ,O,X,O,O,X,X,X,X,X,O,X
LOJSTZI,O,X,O,O,X,X,X,X,X,O,X
LOJSITZ,X,X,O,O,X,X,X,O,X,O,X
LOJSIZT,O,O,X,O,X,X,X,X,X,X,O
LOJSZTI,O,O,O,O,X,X,X,X,X,X,O
LOJSZIT,O,O,X,O,X,X,X,X,X,X,O
LOJZTIS,O,O,X,O,X,X,X,X,X,X,O
LOJZTSI,O,O,O,O,X,X,X,X,X,X,O
LOJZITS,O,O,X,O,X,X,X,O,X,X,O
LOJZIST,O,O,X,O,X,X,X,X,X,X,O
LOJZSTI,O,O,O,O,X,X,X,X,X,X,O
LOJZSIT,O,O,X,O,X,X,X,X,X,X,O
LOSTIJZ,O,X,O,O,X,X,X,X,O,O,X
LOSTIZJ,O,X,O,O,X,X,X,X,O,O,X
LOSTJIZ,O,X,O,O,X,X,X,X,O,O,X
LOSTJZI,O,X,O,O,X,X,X,X,O,O,X
LOSTZIJ,O,X,O,O,X,X,X,X,O,O,X
LOSTZJI,O,X,O,O,X,X,X,X,O,O,X
LOSITJZ,X,X,O,O,X,X,X,X,O,O,X
LOSITZJ,X,X,O,O,X,X,X,X,O,O,X
LOSIJTZ,X,X,O,O,X,X,X,O,X,O,X
LOSIJZT,O,O,X,O,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,O,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X,X,X,O,X
LOSJTZI,O,X,O,O,X,X,X,X,X,O,X
LOSJITZ,X,X,O,O,X,X,X,O,X,O,X
LOSJIZT,O,O,X,O,X,X,X,X,X,X,O
LOSJZTI,O,O,O,O,X,X,X,X,X,X,O
LOSJZIT,O,O,X,O,X,X,X,X,X,X,O
LOSZTIJ,O,O,O,O,X,X,X,X,O,X,X
LOSZTJI,O,O,O,O,X,X,X,X,O,X,X
LOSZITJ,O,O,X,O,X,X,X,X,O,X,X
LOSZIJT,O,O,X,O,X,X,X,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,X,O
LOSZJIT,O,O,X,O,X,X,X,X,X,X,O
LOZTIJS,O,O,X,O,X,X,X,X,X,X,X
LOZTISJ,O,O,X,O,X,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X,X,X,X
LOZITSJ,O,O,X,O,X,X,X,X,X,X,X
LOZIJTS,O,O,X,O,X,X,X,O,X,X,X
LOZIJST,O,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X,X,X,X
LOZISJT,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X,X,X,O
LOZJTSI,O,O,O,O,X,X,X,X,X,X,O
LOZJITS,O,O,X,O,X,X,X,O,X,X,O
LOZJIST,O,O,X,O,X,X,X,X,X,X,O
LOZJSTI,O,O,O,O,X,X,X,X,X,X,O
LOZJSIT,O,O,X,O,X,X,X,X,X,X,O
LOZSTIJ,O,O,O,O,X,X,X,X,X,X,X
LOZSTJI,O,O,O,O,X,X,X,X,X,X,X
LOZSITJ,O,O,X,O,X,X,X,X,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X,X,O
LOZSJIT,O,O,X,O,X,X,X,X,X,X,O
JTILSZO,O,X,X,O,X,O,O,X,O,X,X
JTILSOZ,X,X,X,X,X,X,O,O,X,X,X
JTILZSO,O,X,X,O,X,O,O,X,X,X,X
JTILZOS,O,X,X,O,X,O,X,O,X,X,X
JTILOSZ,X,X,O,X,X,X,O,O,X,X,X
JTILOZS,O,X,X,X,X,O,X,O,X,X,X
JTISLZO,X,X,X,O,X,O,O,X,O,X,X
JTISLOZ,X,X,X,X,X,X,O,O,X,X,X
JTISZLO,X,X,X,O,X,X,X,X,O,X,X
JTISZOL,O,X,X,O,X,X,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,X,O,X,O,X
JTISOZL,X,X,X,X,X,X,X,X,X,O,X
JTIZLSO,O,X,X,O,X,O,O,X,X,X,X
JTIZLOS,O,X,X,X,X,O,X,O,X,X,X
JTIZSLO,X,X,X,O,X,X,X,X,X,X,X
JTIZSOL,O,X,X,O,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X,X,O,X,X,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,O,X,X,X,O,O,X,O,X
JTIOLZS,X,X,X,X,X,O,X,O,X,O,X
JTIOSLZ,X,X,X,X,X,X,X,O,X,O,X
JTIOSZL,X,X,X,X,X,X,X,X,X,O,O
JTIOZLS,O,X,X,X,X,X,X,O,X,O,O
JTIOZSL,O,X,X,X,X,X,X,X,X,O,O
JTLISZO,O,X,X,O,X,O,O,X,O,X,X
JTLISOZ,X,X,X,X,X,X,O,O,X,X,X
JTLIZSO,O,X,X,O,X,O,O,X,X,X,X
JTLIZOS,O,X,X,O,X,O,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,X,O,O,X,X,X
JTLIOZS,O,X,X,X,X,O,X,O,X,X,X
JTLSIZO,O,X,O,O,X,O,O,X,O,X,X
JTLSIOZ,O,X,O,X,X,X,O,O,X,X,X
JTLSZIO,O,X,O,O,X,X,X,X,O,X,X
JTLSZOI,O,X,O,O,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,O,X,X,X
JTLSOZI,O,X,O,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,O,X,O,O,X,X,X,X
JTLZIOS,O,X,X,O,X,O,X,O,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X,X,X,X
JTLZSOI,O,X,X,O,X,X,X,X,X,X,X
JTLZOIS,O,X,X,O,X,X,X,O,X,X,X
