sequence,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFOlBXhBZoBUnBFr?B6sB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFOlBaoBfrBxmBlm?B0sB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFGiBZoBilBcrB/s?BlqB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFxhBynBfrB0mBFl?BzsB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFKlB0hBliBetBxr?BfrB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhF2lBZoBcrB6sB3q?BFsB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFmiBRlBFnB3lBcr?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFThBynBfrBFlBRs?B0sB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFmiBFlBxmBfrB0m?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFlhBUlBmnBxrBfr?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFRgBVnB3lBysBcr?BzsB
JTSIZLO,O,X,X,X,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,O,X,X,O,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X,X,X
JTSLIZO,O,X,X,X,O,X,O,X,X,X,O
JTSLIOZ,O,X,X,X,O,X,X,X,X,X,X
JTSLZIO,O,X,X,X,X,X,X,X,X,X,O
JTSLZOI,O,X,X,X,X,X,X,X,X,X,O
JTSLOIZ,O,X,X,X,O,X,X,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X,X,O
JTSZILO,O,O,X,O,X,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X,X,X,X
JTSZLIO,O,O,X,O,X,X,X,X,X,X,X
JTSZLOI,O,O,X,O,X,X,X,X,X,X,X
JTSZOIL,O,O,X,O,X,X,X,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,O,X,X,O,X,X,X
JTSOIZL,O,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,X,O,X,X,X,X,X,X
JTSOLZI,O,X,X,O,X,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X,X,X
JTZILSO,O,X,X,X,O,X,O,X,X,X,X
JTZILOS,O,X,X,X,O,X,O,X,X,X,X
JTZISLO,O,X,X,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X,X,X
JTZLISO,O,X,X,X,O,X,O,X,X,X,X
JTZLIOS,O,X,X,X,O,X,O,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X,X,X,X,X
JTZLOIS,O,X,X,X,O,X,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X,X,X,X
JTZSIOL,O,O,X,X,X,X,X,X,X,X,X
JTZSLIO,O,O,X,X,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,X,X,X,X,X,X,X
JTZSOIL,O,O,X,X,X,X,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X,X,X,X,X
JTZOILS,O,X,X,X,O,X,X,X,X,X,X
JTZOISL,O,X,X,X,X,X,X,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X,X,X
JTZOLSI,O,O,X,X,X,X,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,O,X,X,X,O,X,X
JTOILZS,O,X,X,X,O,X,O,X,O,X,X
JTOISLZ,O,X,X,X,O,X,X,X,O,X,X
JTOISZL,O,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,X,X,O,X,X,X,O,X,X
JTOIZSL,O,X,X,X,X,X,X,X,X,X,X
JTOLISZ,O,X,X,X,O,X,X,X,O,X,X
JTOLIZS,O,X,X,X,O,X,O,X,O,X,X
JTOLSIZ,O,X,X,X,O,X,X,X,O,X,X
JTOLSZI,O,X,X,O,X,X,X,X,X,X,X
JTOLZIS,O,X,X,X,O,X,X,X,O,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,X,X
JTOSILZ,O,O,X,X,O,X,X,X,O,X,X
JTOSIZL,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,O,X,X,X,O,X,X
JTOSLZI,O,X,X,O,X,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X,X,X,X
JTOZILS,O,X,X,X,O,X,X,X,O,X,X
JTOZISL,O,X,X,X,X,X,X,X,X,X,X
JTOZLIS,O,X,X,X,O,X,X,X,O,X,X
JTOZLSI,O,O,X,X,X,X,X,X,X,X,X
JTOZSIL,O,O,X,X,X,X,X,X,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,O,X,O,X,X,X,X
JITLSOZ,O,X,X,X,O,X,X,O,X,X,X
JITLZSO,O,X,X,X,O,X,O,X,X,O,X
JITLZOS,O,X,X,X,O,X,O,X,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,X,X,X
JITLOZS,O,X,X,X,O,X,O,X,X,X,X
JITSLZO,O,X,X,X,O,X,O,X,X,X,X
JITSLOZ,O,X,X,X,O,X,X,O,X,X,X
JITSZLO,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,O,X,X,O,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,O,X,X,O,X
JITZLOS,O,X,X,X,O,X,O,X,X,X,X
JITZSLO,O,X,X,X,X,X,X,X,X,O,X
JITZSOL,O,X,X,X,X,X,X,X,X,O,X
JITZOLS,O,X,X,X,O,X,X,X,X,X,X
JITZOSL,O,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,X,X
JITOLZS,O,X,X,X,O,X,O,X,X,X,X
JITOSLZ,O,X,X,X,O,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,O,X,O,X,X,X,O
JILTSOZ,O,X,X,X,O,X,X,O,X,X,X
JILTZSO,O,X,X,X,O,X,O,X,X,O,X
JILTZOS,O,X,X,X,O,X,O,X,X,X,X
JILTOSZ,O,X,X,X,O,X,X,X,X,X,X
JILTOZS,O,X,X,X,O,X,O,X,X,X,X
JILSTZO,X,X,X,X,O,X,X,X,X,X,O
JILSTOZ,X,X,X,X,O,X,X,O,X,X,X
JILSZTO,X,X,X,X,O,X,X,X,X,O,X
JILSZOT,X,X,X,X,O,X,X,O,X,O,X
JILSOTZ,X,X,X,X,O,X,X,O,X,X,X
JILSOZT,X,X,X,X,O,X,X,O,X,X,X
JILZTSO,X,X,X,X,O,X,X,X,X,O,X
JILZTOS,X,X,X,X,O,O,X,X,X,X,X
JILZSTO,X,X,X,X,O,X,X,X,X,O,X
JILZSOT,X,X,X,X,O,O,X,O,X,O,X
JILZOTS,X,X,X,X,O,O,X,X,X,X,X
JILZOST,X,X,X,X,O,O,X,X,X,O,X
JILOTSZ,O,X,X,X,O,X,O,X,X,X,X
JILOTZS,O,X,X,X,O,X,O,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,O,X,X,X
JILOSZT,X,X,X,X,O,X,X,O,X,X,X
JILOZTS,X,X,X,X,O,O,X,X,X,X,X
JILOZST,X,X,X,X,O,O,X,X,X,O,X
JISTLZO,O,X,X,X,O,X,X,X,X,X,X
JISTLOZ,O,O,X,X,O,X,X,O,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X,X,X
JISTZOL,O,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,X,O,X,X,O,X,X,X
JISTOZL,O,X,O,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,O,X,X,X,X,X,O
JISLTOZ,X,O,X,X,O,X,X,O,X,X,X
JISLZTO,X,X,O,X,O,X,X,X,X,O,X
JISLZOT,X,O,O,X,O,X,X,O,X,O,X
JISLOTZ,X,O,X,X,O,X,X,O,X,X,X
JISLOZT,X,O,O,X,O,X,X,O,X,X,X
JISZTLO,X,O,O,O,X,X,X,X,X,O,X
JISZTOL,X,O,O,X,X,X,X,X,X,O,X
JISZLTO,X,O,O,O,X,X,X,X,X,O,X
JISZLOT,X,O,O,O,X,X,X,O,X,O,X
JISZOTL,X,O,O,O,X,X,X,X,X,O,X
JISZOLT,X,O,O,O,X,X,X,O,X,O,X
JISOTLZ,O,O,X,X,O,X,X,O,X,X,X
JISOTZL,O,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,O,X,X,O,X,X,X
JISOLZT,X,O,O,O,O,X,X,O,X,X,X
JISOZTL,X,O,O,O,X,X,X,X,X,X,X
JISOZLT,X,O,O,O,X,X,X,O,X,X,X
JIZTLSO,O,X,X,X,O,X,X,X,X,O,X
JIZTLOS,O,X,X,X,O,O,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,X,O,X
JIZTSOL,O,X,X,X,X,X,X,X,X,O,X
JIZTOLS,O,X,X,X,O,O,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,O,X,X,X,X,O,X
JIZLTOS,X,X,X,X,O,O,X,X,X,X,X
JIZLSTO,X,O,O,X,O,X,X,X,X,O,X
JIZLSOT,X,O,O,X,O,O,X,O,X,O,X
JIZLOTS,X,X,X,X,O,O,X,X,X,X,X
JIZLOST,X,O,O,X,O,O,X,X,X,O,X
JIZSTLO,X,O,O,X,X,X,X,X,X,O,X
JIZSTOL,X,O,O,X,X,X,X,X,X,O,X
JIZSLTO,X,O,O,X,X,X,X,X,X,O,X
JIZSLOT,X,O,O,X,X,O,X,O,X,O,X
JIZSOTL,X,O,O,X,X,X,X,X,X,O,X
JIZSOLT,X,O,O,X,X,O,X,O,X,O,X
JIZOTLS,O,X,X,X,O,O,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,X,O,O,X,X,X,X,X
JIZOLST,X,O,O,X,O,O,X,X,X,O,X
JIZOSTL,X,O,O,X,X,X,X,X,X,O,X
JIZOSLT,X,O,O,X,X,O,X,X,X,O,X
JIOTLSZ,O,X,X,X,O,X,O,X,X,X,X
JIOTLZS,O,X,X,X,O,X,O,X,X,X,X
JIOTSLZ,O,X,X,X,O,X,O,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,O,X,O,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,O,X,O,X,X,X,X
JIOLTZS,O,X,X,X,O,X,O,X,X,X,X
JIOLSTZ,X,X,X,X,O,X,X,O,X,X,X
JIOLSZT,X,X,X,O,O,X,X,O,X,X,X
JIOLZTS,X,X,X,X,O,O,X,X,X,X,X
JIOLZST,X,X,X,X,O,O,X,X,X,O,X
JIOSTLZ,O,O,X,X,O,X,X,O,X,X,X
JIOSTZL,O,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,X,O,X,X,X
JIOSLZT,X,O,O,O,O,X,X,O,X,X,X
JIOSZTL,X,O,O,O,X,X,X,X,X,X,X
JIOSZLT,X,O,O,O,X,X,X,O,X,X,X
JIOZTLS,O,X,X,X,O,O,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,O,O,X,X,X,X,X
JIOZLST,X,O,O,X,O,O,X,X,X,O,X
JIOZSTL,X,O,O,X,X,X,X,X,X,O,X
JIOZSLT,X,O,O,X,X,O,X,X,X,O,X
JLTISZO,O,X,X,X,O,X,O,X,X,X,O
JLTISOZ,O,X,X,X,O,X,X,X,X,X,X
JLTIZSO,O,X,X,X,O,X,O,X,X,X,X
JLTIZOS,O,X,X,X,O,X,O,X,X,X,X
JLTIOSZ,O,X,X,X,O,X,X,X,X,X,X
JLTIOZS,O,X,X,X,O,X,O,X,X,X,X
JLTSIZO,O,X,X,X,O,X,O,X,X,X,O
JLTSIOZ,O,X,X,X,O,X,X,X,X,X,X
JLTSZIO,O,X,X,X,X,X,X,X,X,X,O
JLTSZOI,O,X,X,X,X,X,X,X,X,X,O
JLTSOIZ,O,X,X,X,O,X,X,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X,X,O
JLTZISO,O,X,X,X,O,X,O,X,X,X,X
JLTZIOS,O,X,X,X,O,X,O,X,X,X,X
JLTZSIO,O,X,X,X,X,X,X,X,X,X,O
JLTZSOI,O,X,X,X,X,X,X,X,X,X,O
JLTZOIS,O,X,X,X,O,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,O,X,X,X,O,X,X
JLTOIZS,O,X,X,X,O,X,O,X,O,X,X
JLTOSIZ,O,X,X,X,O,X,X,X,O,X,X
JLTOSZI,O,X,X,X,X,X,X,X,X,X,O
JLTOZIS,O,X,X,X,O,X,X,X,O,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,O,X,O,X,X,X,O
JLITSOZ,O,X,X,X,O,X,X,O,X,X,X
JLITZSO,O,X,X,X,O,X,O,X,X,O,X
JLITZOS,O,X,X,X,O,X,O,X,X,X,X
JLITOSZ,O,X,X,X,O,X,X,X,X,X,X
JLITOZS,O,X,X,X,O,X,O,X,X,X,X
JLISTZO,X,X,X,X,O,X,X,X,X,X,O
JLISTOZ,X,X,X,X,O,X,X,O,X,X,X
JLISZTO,X,X,X,X,O,X,X,X,X,O,X
JLISZOT,X,X,X,X,O,X,X,O,X,O,X
JLISOTZ,X,X,X,X,O,X,X,O,X,X,X
JLISOZT,X,X,X,X,O,X,X,O,X,X,X
JLIZTSO,X,X,X,X,O,X,X,X,X,O,X
JLIZTOS,X,X,X,X,O,O,X,X,X,X,X
JLIZSTO,X,X,X,X,O,X,X,X,X,O,X
JLIZSOT,X,X,X,X,O,O,X,O,X,O,X
JLIZOTS,X,X,X,X,O,O,X,X,X,X,X
JLIZOST,X,X,X,X,O,O,X,X,X,O,X
JLIOTSZ,O,X,X,X,O,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,O,X,X,X
JLIOSZT,X,X,X,X,O,X,X,O,X,X,X
JLIOZTS,X,X,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,X,X,O,O,X,X,X,O,X
JLSTIZO,X,X,X,X,O,X,X,X,X,X,O
JLSTIOZ,X,X,X,X,O,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,X,X,X,O
JLSTZOI,X,X,X,X,X,X,X,X,X,X,O
JLSTOIZ,X,X,X,X,O,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,O
JLSITZO,X,X,X,X,O,X,X,X,X,X,O
JLSITOZ,X,O,X,X,O,X,X,O,X,X,X
JLSIZTO,X,X,X,X,O,X,X,X,X,X,X
JLSIZOT,X,O,X,X,O,X,X,O,X,X,X
JLSIOTZ,X,O,X,X,O,X,X,O,X,X,X
JLSIOZT,X,O,X,X,O,X,X,O,X,X,X
JLSZTIO,X,O,X,O,X,X,X,X,X,X,O
JLSZTOI,X,O,X,O,X,X,X,X,X,X,O
JLSZITO,X,O,X,O,X,X,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,X
JLSZOTI,X,O,X,O,X,X,X,X,X,X,X
JLSZOIT,X,O,X,O,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,O,X,X,X,X,X,X
JLSOTZI,X,X,X,O,X,X,X,X,X,X,O
JLSOITZ,X,O,X,X,O,X,X,O,X,X,X
JLSOIZT,X,O,X,O,O,X,X,O,X,X,X
JLSOZTI,X,O,X,O,X,X,X,X,X,X,X
JLSOZIT,X,O,X,O,X,X,X,X,X,X,X
JLZTISO,X,X,X,X,O,X,X,X,X,X,X
JLZTIOS,X,X,X,X,O,O,X,X,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,X,X,O
JLZTSOI,X,O,X,X,X,X,X,X,X,X,O
JLZTOIS,X,X,X,X,O,O,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,O,X,X,X,X,O,X
JLZITOS,X,X,X,X,O,O,X,X,X,X,X
JLZISTO,X,O,X,X,O,X,X,X,X,O,X
JLZISOT,X,O,X,X,O,O,X,X,X,O,X
JLZIOTS,X,X,X,X,O,O,X,X,X,X,X
JLZIOST,X,O,X,X,O,O,X,X,X,O,X
JLZSTIO,X,O,X,X,X,X,X,X,X,X,O
JLZSTOI,X,O,X,X,X,X,X,X,X,X,O
JLZSITO,X,O,X,X,X,X,X,X,X,X,X
JLZSIOT,X,O,X,X,X,O,X,X,X,X,X
JLZSOTI,X,O,X,X,X,X,X,X,X,X,X
JLZSOIT,X,O,X,X,X,O,X,X,X,X,X
JLZOTIS,X,X,X,X,O,O,X,X,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X,X,X,X
JLZOITS,X,X,X,X,O,O,X,X,X,X,X
JLZOIST,X,O,X,X,O,O,X,X,X,X,X
JLZOSTI,X,O,X,X,X,X,X,X,X,X,X
JLZOSIT,X,O,X,X,X,O,X,X,X,X,X
JLOTISZ,O,X,X,X,O,X,O,X,O,X,X
JLOTIZS,O,X,X,X,O,X,O,X,O,X,X
JLOTSIZ,O,X,X,X,O,X,O,X,O,X,X
JLOTSZI,O,X,X,O,X,X,X,X,X,X,O
JLOTZIS,O,X,X,X,O,X,O,X,O,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,O,X,O,X,O,X,X
JLOITZS,O,X,X,X,O,X,O,X,O,X,X
JLOISTZ,X,X,X,X,O,X,X,X,X,X,X
JLOISZT,X,X,X,O,O,X,X,X,X,X,X
JLOIZTS,X,X,X,X,O,O,X,X,X,X,X
JLOIZST,X,X,X,X,O,O,X,X,X,X,X
JLOSTIZ,X,X,X,X,O,X,O,X,O,X,X
JLOSTZI,X,X,X,O,X,X,X,X,X,X,O
JLOSITZ,X,O,X,X,O,X,X,X,X,X,X
JLOSIZT,X,O,X,O,O,X,X,X,X,X,X
JLOSZTI,X,O,X,O,X,X,X,X,X,X,X
JLOSZIT,X,O,X,O,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,O,O,O,X,O,X,X
JLOZTSI,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,O,O,X,X,X,X,X
JLOZIST,X,O,X,X,O,O,X,X,X,X,X
JLOZSTI,X,O,X,O,X,X,X,X,X,X,X
JLOZSIT,X,O,X,O,X,O,X,X,X,X,X
JSTILZO,O,X,X,X,O,X,X,X,X,X,X
JSTILOZ,O,O,X,X,O,X,X,O,X,X,X
JSTIZLO,O,X,O,X,X,X,X,X,X,X,X
JSTIZOL,O,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,O,X,X,O,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,X,O,X,X,X,X,X,O
JSTLIOZ,O,X,X,X,O,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X,X,X,X,O
JSTLZOI,O,X,X,X,X,X,X,X,X,X,O
JSTLOIZ,O,X,X,X,O,X,X,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X,X,O
JSTZILO,O,O,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,X,X,X,X
JSTZOIL,O,O,O,O,X,X,X,X,X,X,X
JSTZOLI,O,O,O,O,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,O,X,X,O,X,X,X
JSTOIZL,O,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,O,X,X,X,X,X,X
JSTOLZI,O,X,X,O,X,X,X,X,X,X,X
JSTOZIL,O,O,O,O,X,X,X,X,X,X,X
JSTOZLI,O,O,O,O,X,X,X,X,X,X,X
JSITLZO,O,X,X,X,O,X,X,X,X,X,X
JSITLOZ,O,O,X,X,O,X,X,O,X,X,X
JSITZLO,O,X,O,X,X,X,X,X,X,X,X
JSITZOL,O,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,O,X,X,O,X,X,O,X,X,X
JSITOZL,O,X,O,X,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,O,X,X,X,X,X,O
JSILTOZ,X,O,X,X,O,X,X,O,X,X,X
JSILZTO,X,X,O,X,O,X,X,X,X,X,X
JSILZOT,X,O,O,X,O,X,X,O,X,X,X
JSILOTZ,X,O,X,X,O,X,X,O,X,X,X
JSILOZT,X,O,O,X,O,X,X,O,X,X,X
JSIZTLO,X,O,O,O,X,X,X,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X,X,X,X,X
JSIZLTO,X,O,O,O,X,X,X,X,X,X,X
JSIZLOT,X,O,O,O,X,X,X,O,X,X,X
JSIZOTL,X,O,O,O,X,X,X,X,X,X,X
JSIZOLT,X,O,O,O,X,X,X,O,X,X,X
JSIOTLZ,O,O,X,X,O,X,X,O,X,X,X
JSIOTZL,O,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,O,X,X,O,X,X,X
JSIOLZT,X,O,O,O,O,X,X,O,X,X,X
JSIOZTL,X,O,O,O,X,X,X,X,X,X,X
JSIOZLT,X,O,O,O,X,X,X,O,X,X,X
JSLTIZO,X,X,X,X,O,X,X,X,X,X,O
JSLTIOZ,X,X,X,X,O,X,X,X,X,X,X
JSLTZIO,X,X,X,X,X,X,X,X,X,X,O
JSLTZOI,X,X,X,X,X,X,X,X,X,X,O
JSLTOIZ,X,X,X,X,O,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,X,O
JSLITZO,X,X,X,X,O,X,X,X,X,X,O
JSLITOZ,X,O,X,X,O,X,X,O,X,X,X
JSLIZTO,X,X,O,X,O,X,X,X,X,X,X
JSLIZOT,X,O,O,X,O,X,X,O,X,X,X
JSLIOTZ,X,O,X,X,O,X,X,O,X,X,X
JSLIOZT,X,O,O,X,O,X,X,O,X,X,X
JSLZTIO,X,O,O,O,X,X,X,X,X,X,O
JSLZTOI,X,O,O,O,X,X,X,X,X,X,O
JSLZITO,X,O,O,O,X,X,X,X,X,X,X
JSLZIOT,X,O,O,O,X,X,X,X,X,X,X
JSLZOTI,X,O,O,O,X,X,X,X,X,X,X
JSLZOIT,X,O,O,O,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,O,X,X,X,X,X,X
JSLOTZI,X,X,X,O,X,X,X,X,X,X,O
JSLOITZ,X,O,X,X,O,X,X,O,X,X,X
JSLOIZT,X,O,O,O,O,X,X,O,X,X,X
JSLOZTI,X,O,O,O,X,X,X,X,X,X,X
JSLOZIT,X,O,O,O,X,X,X,X,X,X,X
JSZTILO,X,O,O,O,X,X,X,X,X,X,X
JSZTIOL,X,O,O,X,X,X,X,X,X,X,X
JSZTLIO,X,O,O,O,X,X,X,X,X,X,X
JSZTLOI,X,O,O,O,X,X,X,X,X,X,X
JSZTOIL,X,O,O,O,X,X,X,X,X,X,X
JSZTOLI,X,O,O,O,X,X,X,X,X,X,X
JSZITLO,X,O,O,O,X,X,X,X,X,X,X
JSZITOL,X,O,O,X,X,X,X,X,X,X,X
JSZILTO,X,O,O,O,X,X,X,X,X,X,X
JSZILOT,X,O,O,O,X,X,X,O,X,X,X
JSZIOTL,X,O,O,O,X,X,X,X,X,X,X
JSZIOLT,X,O,O,O,X,X,X,O,X,X,X
JSZLTIO,X,O,O,O,X,X,X,X,X,X,O
JSZLTOI,X,O,O,O,X,X,X,X,X,X,O
JSZLITO,X,O,O,O,X,X,X,X,X,X,X
JSZLIOT,X,O,O,O,X,X,X,X,X,X,X
JSZLOTI,X,O,O,O,X,X,X,X,X,X,X
JSZLOIT,X,O,O,O,X,X,X,X,X,X,X
JSZOTIL,X,O,O,O,X,X,X,X,X,X,X
JSZOTLI,X,O,O,O,X,X,X,X,X,X,X
JSZOITL,X,O,O,O,X,X,X,X,X,X,X
JSZOILT,X,O,O,O,X,X,X,O,X,X,X
JSZOLTI,X,O,O,O,X,X,X,X,X,X,X
JSZOLIT,X,O,O,O,X,X,X,X,X,X,X
JSOTILZ,O,O,X,X,O,X,X,O,X,X,X
JSOTIZL,O,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,O,X,X,X,X,X,X
JSOTLZI,O,X,X,O,X,X,X,X,X,X,X
JSOTZIL,O,O,O,O,X,X,X,X,X,X,X
JSOTZLI,O,O,O,O,X,X,X,X,X,X,X
JSOITLZ,O,O,X,X,O,X,X,O,X,X,X
JSOITZL,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,O,X,X,O,X,X,X
JSOILZT,X,O,O,O,O,X,X,O,X,X,X
JSOIZTL,X,O,O,O,X,X,X,X,X,X,X
JSOIZLT,X,O,O,O,X,X,X,O,X,X,X
JSOLTIZ,X,X,X,X,O,X,X,X,X,X,X
JSOLTZI,X,X,X,O,X,X,X,X,X,X,O
JSOLITZ,X,O,X,X,O,X,X,O,X,X,X
JSOLIZT,X,O,O,O,O,X,X,O,X,X,X
JSOLZTI,X,O,O,O,X,X,X,X,X,X,X
JSOLZIT,X,O,O,O,X,X,X,X,X,X,X
JSOZTIL,X,O,O,O,X,X,X,X,X,X,X
JSOZTLI,X,O,O,O,X,X,X,X,X,X,X
JSOZITL,X,O,O,O,X,X,X,X,X,X,X
JSOZILT,X,O,O,O,X,X,X,O,X,X,X
JSOZLTI,X,O,O,O,X,X,X,X,X,X,X
JSOZLIT,X,O,O,O,X,X,X,X,X,X,X
JZTILSO,O,X,X,X,O,X,X,X,X,X,X
JZTILOS,O,X,X,X,O,O,X,X,X,X,X
JZTISLO,O,X,X,X,X,X,X,X,X,X,X
JZTISOL,O,X,X,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,O,O,X,X,X,X,X
JZTIOSL,O,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,X,X,X,O,X,X,X,X,X,X
JZTLIOS,O,X,X,X,O,O,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,O,O,X,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X,X,X,X
JZTSILO,O,O,X,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,X,X,X
JZTOILS,O,X,X,X,O,O,X,X,X,X,X
JZTOISL,O,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,O,O,X,X,X,X,X
