sequence,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBcmBxiBSsBToB2xB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBUiBGjBTmBxsByxB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBqsBToBfsB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBRiB+oBTmB0sBisB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgB3hB+oBxrBatBTsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBStBfsBzsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFTjBRmBSsBmlBXtBFsB,v115@HhA8IeD8FeF8CeA8Jel/IvhFRhBTjBmlBCnBcsBXtB
SZITOJL,O,O,X,X,O,X,X,X
SZILTJO,O,O,X,X,O,X,X,X
SZILTOJ,O,X,X,X,X,X,O,X
SZILJTO,O,O,X,X,O,X,X,X
SZILJOT,X,X,X,X,O,X,O,X
SZILOTJ,O,X,X,X,X,X,O,X
SZILOJT,O,X,X,X,X,X,O,X
SZIJTLO,X,O,X,X,O,X,X,X
SZIJTOL,X,O,X,X,O,X,X,X
SZIJLTO,X,O,X,X,O,X,X,X
SZIJLOT,X,X,X,X,O,X,O,X
SZIJOTL,X,O,X,X,O,X,X,X
SZIJOLT,X,X,X,X,O,X,O,X
SZIOTLJ,O,X,X,X,X,X,O,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,O,X,X,X,X,X,O,X
SZIOLJT,O,X,X,X,X,X,O,X
SZIOJTL,O,O,X,X,O,X,X,X
SZIOJLT,X,X,X,X,O,X,O,X
SZLTIJO,O,X,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,X,O,X
SZLTJIO,O,X,X,X,X,O,X,X
SZLTJOI,O,X,O,X,X,O,X,O
SZLTOIJ,O,X,X,X,X,X,O,X
SZLTOJI,O,X,O,X,X,X,X,O
SZLITJO,O,X,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,O,X
SZLIJTO,O,X,X,X,X,X,X,X
SZLIJOT,X,X,X,X,X,X,O,X
SZLIOTJ,O,X,X,X,X,X,O,X
SZLIOJT,O,X,X,X,X,X,O,X
SZLJTIO,O,X,X,X,X,O,X,X
SZLJTOI,O,X,O,X,X,O,X,O
SZLJITO,O,X,X,X,X,O,X,X
SZLJIOT,X,X,X,X,X,O,O,X
SZLJOTI,O,X,O,X,X,O,X,O
SZLJOIT,O,X,O,X,X,O,O,X
SZLOTIJ,O,X,X,X,X,X,O,X
SZLOTJI,O,X,O,X,X,X,X,O
SZLOITJ,O,X,X,X,X,X,O,X
SZLOIJT,O,X,X,X,X,X,O,X
SZLOJTI,O,X,O,X,X,X,X,O
SZLOJIT,O,X,O,X,X,X,O,X
SZJTILO,X,X,X,X,O,X,X,X
SZJTIOL,X,X,X,X,O,X,X,X
SZJTLIO,O,X,X,X,X,O,X,X
SZJTLOI,O,X,O,X,X,O,X,O
SZJTOIL,O,X,X,O,X,X,X,X
SZJTOLI,O,X,O,O,X,X,X,O
SZJITLO,X,X,X,X,O,X,X,X
SZJITOL,X,X,X,X,O,X,X,X
SZJILTO,X,X,X,X,O,X,X,X
SZJILOT,X,X,X,X,O,X,O,X
SZJIOTL,X,X,X,X,O,X,X,X
SZJIOLT,X,X,X,X,O,X,O,X
SZJLTIO,O,X,X,X,X,O,X,X
SZJLTOI,O,X,O,X,X,O,X,O
SZJLITO,O,X,X,X,X,O,X,X
SZJLIOT,X,X,X,X,X,O,O,X
SZJLOTI,O,X,O,X,X,O,X,O
SZJLOIT,O,X,O,X,X,O,O,X
SZJOTIL,O,X,X,O,X,X,X,X
SZJOTLI,O,X,O,O,X,X,X,O
SZJOITL,O,X,X,O,X,X,X,X
SZJOILT,X,X,X,O,X,X,O,X
SZJOLTI,O,X,O,O,X,X,X,O
SZJOLIT,O,X,O,O,X,X,O,X
SZOTILJ,O,O,X,X,X,X,O,X
SZOTIJL,O,O,X,O,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,O,X
SZOTLJI,O,O,O,O,X,X,X,O
SZOTJIL,O,O,X,O,X,X,X,X
SZOTJLI,O,O,O,O,X,X,X,O
SZOITLJ,O,O,X,X,X,X,O,X
SZOITJL,O,O,X,O,X,X,X,X
SZOILTJ,O,O,X,X,X,X,O,X
SZOILJT,O,O,X,X,X,X,O,X
SZOIJTL,O,O,X,O,X,X,X,X
SZOIJLT,X,O,X,O,X,X,O,X
SZOLTIJ,O,O,X,X,X,X,O,X
SZOLTJI,O,O,O,O,X,X,X,O
SZOLITJ,O,O,X,X,X,X,O,X
SZOLIJT,O,O,X,X,X,X,O,X
SZOLJTI,O,O,O,O,X,X,X,O
SZOLJIT,O,X,O,O,X,X,O,X
SZOJTIL,O,O,X,O,X,X,X,X
SZOJTLI,O,O,O,O,X,X,X,O
SZOJITL,O,O,X,O,X,X,X,X
SZOJILT,X,O,X,O,X,X,O,X
SZOJLTI,O,O,O,O,X,X,X,O
SZOJLIT,O,X,O,O,X,X,O,X
SOTILJZ,X,O,X,X,X,X,X,O
SOTILZJ,O,O,X,X,X,X,O,X
SOTIJLZ,X,O,X,O,X,X,X,O
SOTIJZL,X,O,X,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,X,O,X
SOTIZJL,O,O,X,O,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,O
SOTLIZJ,O,O,X,X,X,X,O,X
SOTLJIZ,X,X,O,O,X,X,X,O
SOTLJZI,X,X,O,O,X,X,X,O
SOTLZIJ,O,O,X,X,X,X,O,X
SOTLZJI,O,O,O,O,X,X,X,O
SOTJILZ,X,O,X,O,X,X,X,O
SOTJIZL,X,O,X,O,X,X,X,X
SOTJLIZ,X,X,O,O,X,X,X,O
SOTJLZI,X,X,O,O,X,X,X,O
SOTJZIL,O,O,X,O,X,X,X,X
SOTJZLI,O,O,O,O,X,X,X,O
SOTZILJ,O,O,X,X,X,X,O,X
SOTZIJL,O,O,X,O,X,X,X,X
SOTZLIJ,O,O,X,X,X,X,O,X
SOTZLJI,O,O,O,O,X,X,X,O
SOTZJIL,O,O,X,O,X,X,X,X
SOTZJLI,O,O,O,O,X,X,X,O
SOITLJZ,X,O,X,X,X,X,X,O
SOITLZJ,O,O,X,X,X,X,O,X
SOITJLZ,X,O,X,O,X,X,X,O
SOITJZL,X,O,X,O,X,X,X,X
SOITZLJ,O,O,X,X,X,X,O,X
SOITZJL,O,O,X,O,X,X,X,X
SOILTJZ,X,O,X,X,X,X,X,O
SOILTZJ,O,O,X,X,X,X,O,X
SOILJTZ,X,O,X,X,X,X,X,O
SOILJZT,X,O,X,X,X,X,O,X
SOILZTJ,O,O,X,X,X,X,O,X
SOILZJT,O,O,X,X,X,X,O,X
SOIJTLZ,X,O,X,O,X,X,X,O
SOIJTZL,X,O,X,O,X,X,X,X
SOIJLTZ,X,O,X,O,X,X,X,O
SOIJLZT,X,O,X,X,X,X,O,X
SOIJZTL,X,O,X,O,X,X,X,X
SOIJZLT,X,O,X,O,X,X,O,X
SOIZTLJ,O,O,X,X,X,X,O,X
SOIZTJL,O,O,X,O,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,O,X
SOIZLJT,O,O,X,X,X,X,O,X
SOIZJTL,O,O,X,O,X,X,X,X
SOIZJLT,X,O,X,O,X,X,O,X
SOLTIJZ,X,O,X,X,X,X,X,O
SOLTIZJ,O,O,X,X,X,X,O,X
SOLTJIZ,X,X,O,O,X,X,X,O
SOLTJZI,X,X,O,O,X,X,X,O
SOLTZIJ,O,O,X,X,X,X,O,X
SOLTZJI,O,O,O,O,X,X,X,O
SOLITJZ,X,O,X,X,X,X,X,O
SOLITZJ,O,O,X,X,X,X,O,X
SOLIJTZ,X,O,X,X,X,X,X,O
SOLIJZT,X,O,X,X,X,X,O,X
SOLIZTJ,O,O,X,X,X,X,O,X
SOLIZJT,O,O,X,X,X,X,O,X
SOLJTIZ,X,X,O,O,X,X,X,O
SOLJTZI,X,X,O,O,X,X,X,O
SOLJITZ,X,X,O,O,X,X,X,O
SOLJIZT,X,X,O,X,X,X,O,X
SOLJZTI,X,X,O,O,X,X,X,O
SOLJZIT,X,X,O,O,X,X,O,X
SOLZTIJ,O,O,X,X,X,X,O,X
SOLZTJI,O,O,O,O,X,X,X,O
SOLZITJ,O,O,X,X,X,X,O,X
SOLZIJT,O,O,X,X,X,X,O,X
SOLZJTI,O,O,O,O,X,X,X,O
SOLZJIT,O,X,O,O,X,X,O,X
SOJTILZ,X,O,X,O,X,X,X,O
SOJTIZL,X,O,X,O,X,X,X,X
SOJTLIZ,X,X,O,O,X,X,X,O
SOJTLZI,X,X,O,O,X,X,X,O
SOJTZIL,O,O,X,O,X,X,X,X
SOJTZLI,O,O,O,O,X,X,X,O
SOJITLZ,X,O,X,O,X,X,X,O
SOJITZL,X,O,X,O,X,X,X,X
SOJILTZ,X,O,X,O,X,X,X,O
SOJILZT,X,O,X,X,X,X,O,X
SOJIZTL,X,O,X,O,X,X,X,X
SOJIZLT,X,O,X,O,X,X,O,X
SOJLTIZ,X,X,O,O,X,X,X,O
SOJLTZI,X,X,O,O,X,X,X,O
SOJLITZ,X,X,O,O,X,X,X,O
SOJLIZT,X,X,O,X,X,X,O,X
SOJLZTI,X,X,O,O,X,X,X,O
SOJLZIT,X,X,O,O,X,X,O,X
SOJZTIL,O,O,X,O,X,X,X,X
SOJZTLI,O,O,O,O,X,X,X,O
SOJZITL,O,O,X,O,X,X,X,X
SOJZILT,X,O,X,O,X,X,O,X
SOJZLTI,O,O,O,O,X,X,X,O
SOJZLIT,O,X,O,O,X,X,O,X
SOZTILJ,O,O,X,X,X,X,O,X
SOZTIJL,O,O,X,O,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,O,X
SOZTLJI,O,O,O,O,X,X,X,O
SOZTJIL,O,O,X,O,X,X,X,X
SOZTJLI,O,O,O,O,X,X,X,O
SOZITLJ,O,O,X,X,X,X,O,X
SOZITJL,O,O,X,O,X,X,X,X
SOZILTJ,O,O,X,X,X,X,O,X
SOZILJT,O,O,X,X,X,X,O,X
SOZIJTL,O,O,X,O,X,X,X,X
SOZIJLT,X,O,X,O,X,X,O,X
SOZLTIJ,O,O,X,X,X,X,O,X
SOZLTJI,O,O,O,O,X,X,X,O
SOZLITJ,O,O,X,X,X,X,O,X
SOZLIJT,O,O,X,X,X,X,O,X
SOZLJTI,O,O,O,O,X,X,X,O
SOZLJIT,O,X,O,O,X,X,O,X
SOZJTIL,O,O,X,O,X,X,X,X
SOZJTLI,O,O,O,O,X,X,X,O
SOZJITL,O,O,X,O,X,X,X,X
SOZJILT,X,O,X,O,X,X,O,X
SOZJLTI,O,O,O,O,X,X,X,O
SOZJLIT,O,X,O,O,X,X,O,X
ZTILJSO,O,O,X,X,O,O,X,X
ZTILJOS,X,X,O,X,O,O,X,X
ZTILSJO,O,O,X,X,O,X,X,X
ZTILSOJ,O,X,X,X,X,X,O,X
ZTILOJS,O,X,O,X,X,X,X,X
ZTILOSJ,O,X,X,X,X,X,X,X
ZTIJLSO,X,O,X,X,O,O,X,X
ZTIJLOS,X,X,O,X,O,O,X,X
ZTIJSLO,X,O,X,X,O,X,X,X
ZTIJSOL,X,O,X,X,O,X,X,X
ZTIJOLS,X,O,O,O,O,X,X,X
ZTIJOSL,X,O,X,O,O,X,X,X
ZTISLJO,O,O,X,X,O,X,X,X
ZTISLOJ,O,X,X,X,X,X,O,X
ZTISJLO,X,O,X,X,O,X,X,X
ZTISJOL,X,O,X,X,O,X,X,X
ZTISOLJ,O,X,X,X,X,X,O,X
ZTISOJL,O,O,X,X,O,X,X,X
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,X
ZTIOJLS,X,O,O,O,O,X,X,X
ZTIOJSL,O,O,X,O,O,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,O,O,X,X,X
ZTLIJSO,O,X,X,X,O,O,X,X
ZTLIJOS,X,X,O,X,O,O,X,X
ZTLISJO,O,X,X,X,O,X,X,X
ZTLISOJ,O,X,X,X,X,X,O,X
ZTLIOJS,O,X,O,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,X
ZTLJISO,O,X,X,X,O,O,X,X
ZTLJIOS,X,X,O,X,O,O,X,X
ZTLJSIO,O,X,X,X,X,O,X,X
ZTLJSOI,O,X,O,X,X,O,X,O
ZTLJOIS,O,X,O,O,X,O,X,X
ZTLJOSI,O,X,O,O,X,O,X,X
ZTLSIJO,O,X,X,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,X,O,X
ZTLSJIO,O,X,X,X,X,O,X,X
ZTLSJOI,O,X,O,X,X,O,X,O
ZTLSOIJ,O,X,X,X,X,X,O,X
ZTLSOJI,O,X,O,X,X,X,X,O
ZTLOIJS,O,X,O,X,X,X,X,X
ZTLOISJ,O,X,X,X,X,X,X,X
ZTLOJIS,O,X,O,O,X,O,X,X
ZTLOJSI,O,X,O,O,X,O,X,X
ZTLOSIJ,O,X,X,X,X,X,X,X
ZTLOSJI,O,X,O,O,X,X,X,X
ZTJILSO,X,X,X,X,O,O,X,X
ZTJILOS,X,X,O,X,O,O,X,X
ZTJISLO,X,X,X,X,O,X,X,X
ZTJISOL,X,X,X,X,O,X,X,X
ZTJIOLS,X,X,O,O,O,X,X,X
ZTJIOSL,X,X,X,O,O,X,X,X
ZTJLISO,O,X,X,X,O,O,X,X
ZTJLIOS,X,X,O,X,O,O,X,X
ZTJLSIO,O,X,X,X,X,O,X,X
ZTJLSOI,O,X,O,X,X,O,X,O
ZTJLOIS,O,X,O,O,X,O,X,X
ZTJLOSI,O,X,O,O,X,O,X,X
ZTJSILO,X,X,X,X,O,X,X,X
ZTJSIOL,X,X,X,X,O,X,X,X
ZTJSLIO,O,X,X,X,X,O,X,X
ZTJSLOI,O,X,O,X,X,O,X,O
ZTJSOIL,O,X,X,O,X,X,X,X
ZTJSOLI,O,X,O,O,X,X,X,O
ZTJOILS,X,X,O,O,O,X,X,X
ZTJOISL,O,X,X,O,O,X,X,X
ZTJOLIS,O,X,O,O,X,O,X,X
ZTJOLSI,O,X,O,O,X,O,X,X
ZTJOSIL,O,X,X,O,X,X,X,X
ZTJOSLI,O,X,O,O,X,X,X,X
ZTSILJO,O,O,X,X,O,X,X,X
ZTSILOJ,O,X,X,X,X,X,O,X
ZTSIJLO,X,O,X,X,O,X,X,X
ZTSIJOL,X,O,X,X,O,X,X,X
ZTSIOLJ,O,X,X,X,X,X,O,X
ZTSIOJL,O,O,X,X,O,X,X,X
ZTSLIJO,O,X,X,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X,O,X
ZTSLJIO,O,X,X,X,X,O,X,X
ZTSLJOI,O,X,O,X,X,O,X,O
ZTSLOIJ,O,X,X,X,X,X,O,X
ZTSLOJI,O,X,O,X,X,X,X,O
ZTSJILO,X,X,X,X,O,X,X,X
ZTSJIOL,X,X,X,X,O,X,X,X
ZTSJLIO,O,X,X,X,X,O,X,X
ZTSJLOI,O,X,O,X,X,O,X,O
ZTSJOIL,O,X,X,O,X,X,X,X
ZTSJOLI,O,X,O,O,X,X,X,O
ZTSOILJ,O,O,X,X,X,X,O,X
ZTSOIJL,O,O,X,O,X,X,X,X
ZTSOLIJ,O,O,X,X,X,X,O,X
ZTSOLJI,O,O,O,O,X,X,X,O
ZTSOJIL,O,O,X,O,X,X,X,X
ZTSOJLI,O,O,O,O,X,X,X,O
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,X
ZTOIJLS,X,O,O,O,O,X,X,X
ZTOIJSL,O,O,X,O,O,X,X,X
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,O,O,X,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X
ZTOLJIS,O,X,O,O,X,O,X,X
ZTOLJSI,O,O,O,O,X,O,X,X
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,O,O,X,X,X,X
ZTOJILS,X,O,O,O,O,X,X,X
ZTOJISL,O,O,X,O,O,X,X,X
ZTOJLIS,O,X,O,O,X,O,X,X
ZTOJLSI,O,O,O,O,X,O,X,X
ZTOJSIL,O,O,X,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,X,X,X
ZTOSILJ,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,X,O,X,X,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,O,O,X,X,X,X
ZTOSJIL,O,O,X,O,X,X,X,X
ZTOSJLI,O,O,O,O,X,X,X,X
ZITLJSO,O,O,X,X,O,O,X,X
ZITLJOS,X,X,O,X,O,O,X,X
ZITLSJO,O,O,X,X,O,X,X,X
ZITLSOJ,O,X,X,X,X,X,O,X
ZITLOJS,O,X,O,X,X,X,X,X
ZITLOSJ,O,X,X,X,X,X,X,X
ZITJLSO,X,O,X,X,O,O,X,X
ZITJLOS,X,X,O,X,O,O,X,X
ZITJSLO,X,O,X,X,O,X,X,X
ZITJSOL,X,O,X,X,O,X,X,X
ZITJOLS,X,O,O,O,O,X,X,X
ZITJOSL,X,O,X,O,O,X,X,X
ZITSLJO,O,O,X,X,O,X,X,X
ZITSLOJ,O,X,X,X,X,X,O,X
ZITSJLO,X,O,X,X,O,X,X,X
ZITSJOL,X,O,X,X,O,X,X,X
ZITSOLJ,O,X,X,X,X,X,O,X
ZITSOJL,O,O,X,X,O,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,X,X,X
ZITOJLS,X,O,O,O,O,X,X,X
ZITOJSL,O,O,X,O,O,X,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,O,O,X,X,X
ZILTJSO,O,O,X,X,O,O,X,X
ZILTJOS,X,X,O,X,O,O,X,X
ZILTSJO,O,O,X,X,O,X,X,X
ZILTSOJ,O,X,X,X,X,X,O,X
ZILTOJS,O,X,O,X,X,X,X,X
ZILTOSJ,O,X,X,X,X,X,X,X
ZILJTSO,O,O,X,X,O,O,X,X
ZILJTOS,X,X,O,X,O,O,X,X
ZILJSTO,O,O,X,X,O,O,X,X
ZILJSOT,X,X,X,X,O,O,O,X
ZILJOTS,X,X,O,X,O,O,X,X
ZILJOST,X,X,O,X,O,O,X,X
ZILSTJO,O,O,X,X,O,X,X,X
ZILSTOJ,O,X,X,X,X,X,O,X
ZILSJTO,O,O,X,X,O,X,X,X
ZILSJOT,X,X,X,X,O,X,O,X
ZILSOTJ,O,X,X,X,X,X,O,X
ZILSOJT,O,X,X,X,X,X,O,X
ZILOTJS,O,X,O,X,X,X,X,X
ZILOTSJ,O,X,X,X,X,X,X,X
ZILOJTS,O,X,O,X,X,X,X,X
ZILOJST,O,X,O,X,X,X,X,X
ZILOSTJ,O,X,X,X,X,X,O,X
ZILOSJT,O,X,X,X,X,X,O,X
ZIJTLSO,X,O,X,X,O,O,X,X
ZIJTLOS,X,X,O,X,O,O,X,X
ZIJTSLO,X,O,X,X,O,X,X,X
ZIJTSOL,X,O,X,X,O,X,X,X
ZIJTOLS,X,O,O,O,O,X,X,X
ZIJTOSL,X,O,X,O,O,X,X,X
ZIJLTSO,X,O,X,X,O,O,X,X
ZIJLTOS,X,X,O,X,O,O,X,X
ZIJLSTO,X,O,X,X,O,O,X,X
ZIJLSOT,X,X,X,X,O,O,O,X
ZIJLOTS,X,X,O,X,O,O,X,X
ZIJLOST,X,X,O,X,O,O,X,X
ZIJSTLO,X,O,X,X,O,X,X,X
ZIJSTOL,X,O,X,X,O,X,X,X
ZIJSLTO,X,O,X,X,O,X,X,X
ZIJSLOT,X,X,X,X,O,X,O,X
ZIJSOTL,X,O,X,X,O,X,X,X
ZIJSOLT,X,X,X,X,O,X,O,X
ZIJOTLS,X,O,O,O,O,X,X,X
ZIJOTSL,X,O,X,O,O,X,X,X
ZIJOLTS,X,O,O,O,O,X,X,X
ZIJOLST,X,O,O,O,O,X,X,X
ZIJOSTL,X,O,X,O,O,X,X,X
ZIJOSLT,X,O,X,O,O,X,X,X
ZISTLJO,O,O,X,X,O,X,X,X
ZISTLOJ,O,X,X,X,X,X,O,X
ZISTJLO,X,O,X,X,O,X,X,X
ZISTJOL,X,O,X,X,O,X,X,X
ZISTOLJ,O,X,X,X,X,X,O,X
ZISTOJL,O,O,X,X,O,X,X,X
ZISLTJO,O,O,X,X,O,X,X,X
ZISLTOJ,O,X,X,X,X,X,O,X
ZISLJTO,O,O,X,X,O,X,X,X
ZISLJOT,X,X,X,X,O,X,O,X
ZISLOTJ,O,X,X,X,X,X,O,X
ZISLOJT,O,X,X,X,X,X,O,X
ZISJTLO,X,O,X,X,O,X,X,X
ZISJTOL,X,O,X,X,O,X,X,X
ZISJLTO,X,O,X,X,O,X,X,X
ZISJLOT,X,X,X,X,O,X,O,X
ZISJOTL,X,O,X,X,O,X,X,X
ZISJOLT,X,X,X,X,O,X,O,X
ZISOTLJ,O,X,X,X,X,X,O,X
ZISOTJL,O,O,X,X,O,X,X,X
ZISOLTJ,O,X,X,X,X,X,O,X
ZISOLJT,O,X,X,X,X,X,O,X
ZISOJTL,O,O,X,X,O,X,X,X
ZISOJLT,X,X,X,X,O,X,O,X
ZIOTLJS,O,O,O,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,X,O,O,O,O,X,X,X
ZIOTJSL,O,O,X,O,O,X,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,O,O,X,X,X
ZIOLTJS,O,O,O,X,X,X,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,O,O,O,X,X,X,X,X
ZIOLJST,O,O,O,X,X,X,X,X
ZIOLSTJ,O,O,X,X,X,X,O,X
ZIOLSJT,O,O,X,X,X,X,O,X
ZIOJTLS,X,O,O,O,O,X,X,X
ZIOJTSL,O,O,X,O,O,X,X,X
ZIOJLTS,X,O,O,O,O,X,X,X
ZIOJLST,X,O,O,O,O,X,X,X
ZIOJSTL,O,O,X,O,O,X,X,X
ZIOJSLT,X,O,X,O,O,X,X,X
ZIOSTLJ,O,O,X,X,X,X,O,X
ZIOSTJL,O,O,X,O,O,X,X,X
ZIOSLTJ,O,O,X,X,X,X,O,X
ZIOSLJT,O,O,X,X,X,X,O,X
ZIOSJTL,O,O,X,O,O,X,X,X
ZIOSJLT,X,O,X,O,O,X,O,X
ZLTIJSO,O,X,X,X,O,O,X,X
ZLTIJOS,X,X,O,X,O,O,X,X
ZLTISJO,O,X,X,X,O,X,X,X
ZLTISOJ,O,X,X,X,X,X,O,X
ZLTIOJS,O,X,O,X,X,X,X,X
ZLTIOSJ,O,X,X,X,X,X,X,X
ZLTJISO,O,X,X,X,O,O,X,X
ZLTJIOS,X,X,O,X,O,O,X,X
ZLTJSIO,O,X,X,X,X,O,X,X
ZLTJSOI,O,X,O,X,X,O,X,O
ZLTJOIS,O,X,O,O,X,O,X,X
ZLTJOSI,O,X,O,O,X,O,X,X
ZLTSIJO,O,X,X,X,X,X,X,X
ZLTSIOJ,O,X,X,X,X,X,O,X
ZLTSJIO,O,X,X,X,X,O,X,X
ZLTSJOI,O,X,O,X,X,O,X,O
ZLTSOIJ,O,X,X,X,X,X,O,X
ZLTSOJI,O,X,O,X,X,X,X,O
ZLTOIJS,O,X,O,X,X,X,X,X
ZLTOISJ,O,X,X,X,X,X,X,X
ZLTOJIS,O,X,O,O,X,O,X,X
ZLTOJSI,O,X,O,O,X,O,X,X
ZLTOSIJ,O,X,X,X,X,X,X,X
ZLTOSJI,O,X,O,O,X,X,X,X
ZLITJSO,O,X,X,X,O,O,X,X
ZLITJOS,X,X,O,X,O,O,X,X
ZLITSJO,O,X,X,X,O,X,X,X
ZLITSOJ,O,X,X,X,X,X,O,X
ZLITOJS,O,X,O,X,X,X,X,X
ZLITOSJ,O,X,X,X,X,X,X,X
ZLIJTSO,O,X,X,X,O,O,X,X
ZLIJTOS,X,X,O,X,O,O,X,X
ZLIJSTO,O,X,X,X,O,O,X,X
ZLIJSOT,X,X,X,X,O,O,O,X
ZLIJOTS,X,X,O,X,O,O,X,X
ZLIJOST,X,X,O,X,O,O,X,X
ZLISTJO,O,X,X,X,O,X,X,X
ZLISTOJ,O,X,X,X,X,X,O,X
ZLISJTO,O,X,X,X,O,X,X,X
ZLISJOT,X,X,X,X,O,X,O,X
ZLISOTJ,O,X,X,X,X,X,O,X
ZLISOJT,O,X,X,X,X,X,O,X
ZLIOTJS,O,X,O,X,X,X,X,X
ZLIOTSJ,O,X,X,X,X,X,X,X
ZLIOJTS,O,X,O,X,X,X,X,X
ZLIOJST,O,X,O,X,X,X,X,X
ZLIOSTJ,O,X,X,X,X,X,O,X
ZLIOSJT,O,X,X,X,X,X,O,X
ZLJTISO,O,X,X,X,O,O,X,X
ZLJTIOS,X,X,O,X,O,O,X,X
ZLJTSIO,O,X,X,X,X,O,X,X
ZLJTSOI,O,X,O,X,X,O,X,O
ZLJTOIS,O,X,O,O,X,O,X,X
ZLJTOSI,O,X,O,O,X,O,X,X
ZLJITSO,O,X,X,X,O,O,X,X
ZLJITOS,X,X,O,X,O,O,X,X
ZLJISTO,O,X,X,X,O,O,X,X
ZLJISOT,X,X,X,X,O,O,O,X
ZLJIOTS,X,X,O,X,O,O,X,X
ZLJIOST,X,X,O,X,O,O,X,X
ZLJSTIO,O,X,X,X,X,O,X,X
ZLJSTOI,O,X,O,X,X,O,X,O
ZLJSITO,O,X,X,X,X,O,X,X
ZLJSIOT,X,X,X,X,X,O,O,X
ZLJSOTI,O,X,O,X,X,O,X,O
ZLJSOIT,O,X,O,X,X,O,O,X
ZLJOTIS,O,X,O,O,X,O,X,X
ZLJOTSI,O,X,O,O,X,O,X,X
ZLJOITS,O,X,O,O,X,O,X,X
ZLJOIST,O,X,O,O,X,O,X,X
ZLJOSTI,O,X,O,O,X,O,X,X
ZLJOSIT,O,X,O,O,X,O,X,X
ZLSTIJO,O,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,X,O,X
ZLSTJIO,O,X,X,X,X,O,X,X
ZLSTJOI,O,X,O,X,X,O,X,O
ZLSTOIJ,O,X,X,X,X,X,O,X
ZLSTOJI,O,X,O,X,X,X,X,O
ZLSITJO,O,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,O,X
ZLSIJTO,O,X,X,X,X,X,X,X
ZLSIJOT,X,X,X,X,X,X,O,X
ZLSIOTJ,O,X,X,X,X,X,O,X
ZLSIOJT,O,X,X,X,X,X,O,X
ZLSJTIO,O,X,X,X,X,O,X,X
ZLSJTOI,O,X,O,X,X,O,X,O
ZLSJITO,O,X,X,X,X,O,X,X
ZLSJIOT,X,X,X,X,X,O,O,X
ZLSJOTI,O,X,O,X,X,O,X,O
ZLSJOIT,O,X,O,X,X,O,O,X
ZLSOTIJ,O,X,X,X,X,X,O,X
ZLSOTJI,O,X,O,X,X,X,X,O
ZLSOITJ,O,X,X,X,X,X,O,X
ZLSOIJT,O,X,X,X,X,X,O,X
ZLSOJTI,O,X,O,X,X,X,X,O
ZLSOJIT,O,X,O,X,X,X,O,X
ZLOTIJS,O,X,O,X,X,X,X,X
ZLOTISJ,O,X,X,X,X,X,X,X
ZLOTJIS,O,X,O,O,X,O,X,X
ZLOTJSI,O,X,O,O,X,O,X,X
ZLOTSIJ,O,X,X,X,X,X,X,X
ZLOTSJI,O,X,O,O,X,X,X,X
ZLOITJS,O,X,O,X,X,X,X,X
ZLOITSJ,O,X,X,X,X,X,X,X
ZLOIJTS,O,X,O,X,X,X,X,X
