sequence,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFigBZnB?GjBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFZnBziB?+oB/pBlqBiqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFxiB/pB?OsBToBiqBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFfoB6oB?TkB2qB0pBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFSoBTkB?2qBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFZnBypB?FoB8qBGoBXqB
ZJSOLTI,O,X,O,X,X,X
ZJSOLIT,O,O,O,O,X,X
ZJOTILS,O,X,X,X,X,X
ZJOTISL,O,O,X,X,X,X
ZJOTLIS,O,X,X,X,X,X
ZJOTLSI,O,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X
ZJOTSLI,O,O,X,X,X,X
ZJOITLS,O,X,X,X,X,X
ZJOITSL,O,O,X,X,X,X
ZJOILTS,O,X,X,X,O,X
ZJOILST,O,X,O,X,O,X
ZJOISTL,O,O,O,X,X,X
ZJOISLT,O,O,O,O,X,X
ZJOLTIS,O,X,X,X,X,X
ZJOLTSI,O,X,X,X,X,X
ZJOLITS,O,X,X,X,O,X
ZJOLIST,O,X,O,X,O,X
ZJOLSTI,O,X,O,X,X,X
ZJOLSIT,O,X,O,X,X,X
ZJOSTIL,O,O,O,X,X,X
ZJOSTLI,O,X,O,X,X,X
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,O,X,X
ZJOSLTI,O,X,O,X,X,X
ZJOSLIT,O,O,O,O,X,X
ZSTILJO,O,X,X,X,X,X
ZSTILOJ,O,X,X,X,X,X
ZSTIJLO,O,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X
ZSTIOLJ,O,X,X,X,X,X
ZSTIOJL,O,X,X,X,X,X
ZSTLIJO,O,X,X,X,X,X
ZSTLIOJ,O,X,X,X,X,X
ZSTLJIO,O,X,X,X,X,X
ZSTLJOI,O,X,X,X,X,X
ZSTLOIJ,O,X,X,X,X,X
ZSTLOJI,O,X,X,X,X,X
ZSTJILO,O,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X
ZSTJLIO,O,X,X,X,X,X
ZSTJLOI,O,X,X,X,X,X
ZSTJOIL,O,O,O,X,X,X
ZSTJOLI,O,X,O,X,X,X
ZSTOILJ,O,X,X,X,X,X
ZSTOIJL,O,X,X,X,X,X
ZSTOLIJ,O,X,X,X,X,X
ZSTOLJI,O,X,X,X,X,X
ZSTOJIL,O,X,O,X,X,X
ZSTOJLI,O,X,O,X,X,X
ZSITLJO,O,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,X
ZSITJLO,O,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,X,X,X,X,X
ZSITOJL,O,X,X,X,X,X
ZSILTJO,O,X,X,X,X,X
ZSILTOJ,O,X,X,X,X,X
ZSILJTO,O,X,X,X,X,X
ZSILJOT,O,O,X,O,X,X
ZSILOTJ,O,X,X,X,X,X
ZSILOJT,O,X,X,O,X,X
ZSIJTLO,O,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X
ZSIJLTO,O,X,X,X,X,X
ZSIJLOT,O,O,X,O,X,X
ZSIJOTL,O,O,O,X,X,X
ZSIJOLT,O,O,O,O,X,X
ZSIOTLJ,O,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X
ZSIOLTJ,O,X,X,X,X,X
ZSIOLJT,O,X,X,O,X,X
ZSIOJTL,O,O,O,X,X,X
ZSIOJLT,O,O,O,O,X,X
ZSLTIJO,O,X,X,X,X,X
ZSLTIOJ,O,X,X,X,X,X
ZSLTJIO,O,X,X,X,X,X
ZSLTJOI,O,X,O,X,X,X
ZSLTOIJ,O,X,X,X,X,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,O,X,X,X,X,X
ZSLITOJ,O,X,X,X,X,X
ZSLIJTO,O,X,X,X,X,X
ZSLIJOT,O,O,O,O,X,X
ZSLIOTJ,O,X,X,X,X,X
ZSLIOJT,O,X,O,O,X,X
ZSLJTIO,O,X,X,X,X,X
ZSLJTOI,O,X,O,X,X,X
ZSLJITO,O,X,X,X,X,X
ZSLJIOT,O,O,O,O,X,X
ZSLJOTI,O,X,O,X,X,X
ZSLJOIT,O,O,O,O,X,X
ZSLOTIJ,O,X,X,X,X,X
ZSLOTJI,O,X,O,X,X,X
ZSLOITJ,O,X,X,X,X,X
ZSLOIJT,O,X,O,O,X,X
ZSLOJTI,O,X,O,X,X,X
ZSLOJIT,O,X,O,O,X,X
ZSJTILO,O,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X
ZSJTLIO,O,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,X
ZSJTOIL,O,O,O,X,X,X
ZSJTOLI,O,X,O,X,X,X
ZSJITLO,O,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X
ZSJILTO,O,X,X,X,X,X
ZSJILOT,O,O,X,O,X,X
ZSJIOTL,O,O,O,X,X,X
ZSJIOLT,O,O,O,O,X,X
ZSJLTIO,O,X,X,X,X,X
ZSJLTOI,O,X,O,X,X,X
ZSJLITO,O,X,X,X,X,X
ZSJLIOT,O,O,O,O,X,X
ZSJLOTI,O,X,O,X,X,X
ZSJLOIT,O,O,O,O,X,X
ZSJOTIL,O,O,O,X,X,X
ZSJOTLI,O,X,O,X,X,X
ZSJOITL,O,O,O,X,X,X
ZSJOILT,O,O,O,O,X,X
ZSJOLTI,O,X,O,X,X,X
ZSJOLIT,O,O,O,O,X,X
ZSOTILJ,O,X,X,X,X,X
ZSOTIJL,O,X,X,X,X,X
ZSOTLIJ,O,X,X,X,X,X
ZSOTLJI,O,X,X,X,X,X
ZSOTJIL,O,X,O,X,X,X
ZSOTJLI,O,X,O,X,X,X
ZSOITLJ,O,X,X,X,X,X
ZSOITJL,O,X,X,X,X,X
ZSOILTJ,O,X,X,X,X,X
ZSOILJT,O,X,X,O,X,X
ZSOIJTL,O,O,O,X,X,X
ZSOIJLT,O,O,O,O,X,X
ZSOLTIJ,O,X,X,X,X,X
ZSOLTJI,O,X,O,X,X,X
ZSOLITJ,O,X,X,X,X,X
ZSOLIJT,O,X,O,O,X,X
ZSOLJTI,O,X,O,X,X,X
ZSOLJIT,O,X,O,O,X,X
ZSOJTIL,O,O,O,X,X,X
ZSOJTLI,O,X,O,X,X,X
ZSOJITL,O,O,O,X,X,X
ZSOJILT,O,O,O,O,X,X
ZSOJLTI,O,X,O,X,X,X
ZSOJLIT,O,O,O,O,X,X
ZOTILJS,O,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,X
ZOTIJLS,O,X,X,X,X,X
ZOTIJSL,O,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X
ZOTISJL,O,X,X,X,X,X
ZOTLIJS,O,X,X,X,X,X
ZOTLISJ,O,X,X,X,X,X
ZOTLJIS,O,X,X,X,X,X
ZOTLJSI,O,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,X
ZOTLSJI,O,X,X,X,X,X
ZOTJILS,O,X,X,X,X,X
ZOTJISL,O,X,X,X,X,X
ZOTJLIS,O,X,X,X,X,X
ZOTJLSI,O,X,X,X,X,X
ZOTJSIL,O,X,X,X,X,X
ZOTJSLI,O,X,X,X,X,X
ZOTSILJ,O,X,X,X,X,X
ZOTSIJL,O,X,X,X,X,X
ZOTSLIJ,O,X,X,X,X,X
ZOTSLJI,O,X,X,X,X,X
ZOTSJIL,O,X,X,X,X,X
ZOTSJLI,O,X,X,X,X,X
ZOITLJS,O,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X
ZOITJSL,O,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X
ZOITSJL,O,X,X,X,X,X
ZOILTJS,O,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,X,X,X,O,X
ZOILJST,O,X,X,X,O,X
ZOILSTJ,O,X,X,X,X,X
ZOILSJT,O,X,X,X,X,X
ZOIJTLS,O,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X
ZOIJLTS,O,X,X,X,O,X
ZOIJLST,O,X,X,X,O,X
ZOIJSTL,O,X,X,X,X,X
ZOIJSLT,O,X,X,O,X,X
ZOISTLJ,O,X,X,X,X,X
ZOISTJL,O,X,X,X,X,X
ZOISLTJ,O,X,X,X,X,X
ZOISLJT,O,X,X,O,X,X
ZOISJTL,O,X,X,X,X,X
ZOISJLT,O,X,X,O,X,X
ZOLTIJS,O,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,O,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X
ZOLTSJI,O,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,X,X,X,O,X
ZOLIJST,O,X,X,X,O,X
ZOLISTJ,O,X,X,X,X,X
ZOLISJT,O,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X
ZOLJITS,O,X,X,X,O,X
ZOLJIST,O,X,O,X,O,X
ZOLJSTI,O,X,O,X,X,X
ZOLJSIT,O,X,O,X,X,X
ZOLSTIJ,O,X,X,X,X,X
ZOLSTJI,O,X,O,X,X,X
ZOLSITJ,O,X,X,X,X,X
ZOLSIJT,O,X,O,X,X,X
ZOLSJTI,O,X,O,X,X,X
ZOLSJIT,O,X,O,X,X,X
ZOJTILS,O,X,X,X,X,X
ZOJTISL,O,X,X,X,X,X
ZOJTLIS,O,X,X,X,X,X
ZOJTLSI,O,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,X
ZOJTSLI,O,X,X,X,X,X
ZOJITLS,O,X,X,X,X,X
ZOJITSL,O,X,X,X,X,X
ZOJILTS,O,X,X,X,O,X
ZOJILST,O,X,O,X,O,X
ZOJISTL,O,X,O,X,X,X
ZOJISLT,O,X,O,O,X,X
ZOJLTIS,O,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X
ZOJLITS,O,X,X,X,O,X
ZOJLIST,O,X,O,X,O,X
ZOJLSTI,O,X,O,X,X,X
ZOJLSIT,O,X,O,X,X,X
ZOJSTIL,O,X,O,X,X,X
ZOJSTLI,O,X,O,X,X,X
ZOJSITL,O,X,O,X,X,X
ZOJSILT,O,X,O,O,X,X
ZOJSLTI,O,X,O,X,X,X
ZOJSLIT,O,X,O,O,X,X
ZOSTILJ,O,X,X,X,X,X
ZOSTIJL,O,X,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X
ZOSTLJI,O,X,X,X,X,X
ZOSTJIL,O,X,O,X,X,X
ZOSTJLI,O,X,O,X,X,X
ZOSITLJ,O,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X
ZOSILTJ,O,X,X,X,X,X
ZOSILJT,O,X,X,O,X,X
ZOSIJTL,O,X,O,X,X,X
ZOSIJLT,O,X,O,O,X,X
ZOSLTIJ,O,X,X,X,X,X
ZOSLTJI,O,X,O,X,X,X
ZOSLITJ,O,X,X,X,X,X
ZOSLIJT,O,X,O,O,X,X
ZOSLJTI,O,X,O,X,X,X
ZOSLJIT,O,X,O,O,X,X
ZOSJTIL,O,X,O,X,X,X
ZOSJTLI,O,X,O,X,X,X
ZOSJITL,O,X,O,X,X,X
ZOSJILT,O,X,O,O,X,X
ZOSJLTI,O,X,O,X,X,X
ZOSJLIT,O,X,O,O,X,X
OTILJSZ,X,X,X,X,X,O
OTILJZS,O,X,X,X,O,O
OTILSJZ,X,X,X,X,X,O
OTILSZJ,O,X,X,X,X,O
OTILZJS,O,X,X,X,X,O
OTILZSJ,O,X,X,X,X,O
OTIJLSZ,X,O,X,X,X,X
OTIJLZS,O,X,X,X,O,X
OTIJSLZ,X,O,X,O,X,X
OTIJSZL,X,O,X,X,X,X
OTIJZLS,O,X,X,X,X,X
OTIJZSL,O,O,X,X,X,X
OTISLJZ,X,X,X,O,X,X
OTISLZJ,O,X,X,X,X,X
OTISJLZ,X,O,X,O,X,X
OTISJZL,X,O,X,X,X,X
OTISZLJ,O,X,X,X,X,X
OTISZJL,O,O,X,X,X,X
OTIZLJS,O,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,X
OTIZJLS,O,X,X,X,X,X
OTIZJSL,O,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,X
OTIZSJL,O,X,X,X,X,X
OTLIJSZ,X,X,X,X,X,O
OTLIJZS,O,X,X,X,O,O
OTLISJZ,X,X,X,X,X,O
OTLISZJ,O,X,X,X,X,O
OTLIZJS,O,X,X,X,X,O
OTLIZSJ,O,X,X,X,X,O
OTLJISZ,X,X,O,X,X,O
OTLJIZS,O,X,X,X,O,O
OTLJSIZ,X,X,O,X,X,X
OTLJSZI,X,X,O,X,X,X
OTLJZIS,O,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,O
OTLSIZJ,O,X,X,X,X,O
OTLSJIZ,X,X,O,X,X,X
OTLSJZI,X,X,O,X,X,X
OTLSZIJ,O,X,X,X,X,X
OTLSZJI,O,X,O,X,X,X
OTLZIJS,O,X,X,X,X,O
OTLZISJ,O,X,X,X,X,O
OTLZJIS,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X
OTLZSJI,O,X,X,X,X,X
OTJILSZ,X,O,O,X,X,X
OTJILZS,O,X,X,X,O,X
OTJISLZ,X,O,O,O,X,X
OTJISZL,X,O,O,X,X,X
OTJIZLS,O,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X
OTJLISZ,X,O,O,X,X,X
OTJLIZS,O,X,X,X,O,X
OTJLSIZ,X,O,O,X,X,X
OTJLSZI,X,O,O,X,X,X
OTJLZIS,O,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X
OTJSILZ,X,O,O,O,X,X
OTJSIZL,X,O,O,X,X,X
OTJSLIZ,X,O,O,O,X,X
OTJSLZI,X,O,O,X,X,X
OTJSZIL,X,O,O,X,X,X
OTJSZLI,X,O,O,X,X,X
OTJZILS,O,X,X,X,X,X
OTJZISL,O,O,X,X,X,X
OTJZLIS,O,X,X,X,X,X
OTJZLSI,O,X,X,X,X,X
OTJZSIL,O,O,X,X,X,X
OTJZSLI,O,O,X,X,X,X
OTSILJZ,X,X,X,O,X,X
OTSILZJ,O,X,X,X,X,X
OTSIJLZ,X,O,X,O,X,X
OTSIJZL,X,O,X,X,X,X
OTSIZLJ,O,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X
OTSLIJZ,X,X,X,O,X,X
OTSLIZJ,O,X,X,X,X,X
OTSLJIZ,X,X,O,O,X,X
OTSLJZI,X,X,O,X,X,X
OTSLZIJ,O,X,X,X,X,X
OTSLZJI,O,X,O,X,X,X
OTSJILZ,X,O,O,O,X,X
OTSJIZL,X,O,O,X,X,X
OTSJLIZ,X,O,O,O,X,X
OTSJLZI,X,O,O,X,X,X
OTSJZIL,X,O,O,X,X,X
OTSJZLI,X,O,O,X,X,X
OTSZILJ,O,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X
OTSZLIJ,O,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X
OTSZJIL,O,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,O,X,X,X,X,X
OTZILSJ,O,X,X,X,X,X
OTZIJLS,O,X,X,X,X,X
OTZIJSL,O,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X
OTZISJL,O,X,X,X,X,X
OTZLIJS,O,X,X,X,X,X
OTZLISJ,O,X,X,X,X,X
OTZLJIS,O,X,X,X,X,X
OTZLJSI,O,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X
OTZLSJI,O,X,X,X,X,X
OTZJILS,O,X,X,X,X,X
OTZJISL,O,X,X,X,X,X
OTZJLIS,O,X,X,X,X,X
OTZJLSI,O,X,X,X,X,X
OTZJSIL,O,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X
OTZSIJL,O,X,X,X,X,X
OTZSLIJ,O,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X
OTZSJIL,O,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X
OITLJSZ,X,X,X,X,X,O
OITLJZS,O,X,X,X,O,O
OITLSJZ,X,X,X,X,X,O
OITLSZJ,O,X,X,X,X,O
OITLZJS,O,X,X,X,X,O
OITLZSJ,O,X,X,X,X,O
OITJLSZ,X,O,X,X,X,X
OITJLZS,O,X,X,X,O,X
OITJSLZ,X,O,X,O,X,X
OITJSZL,X,O,X,X,X,X
OITJZLS,O,X,X,X,X,X
OITJZSL,O,O,X,X,X,X
OITSLJZ,X,X,X,O,X,X
OITSLZJ,O,X,X,X,X,X
OITSJLZ,X,O,X,O,X,X
OITSJZL,X,O,X,X,X,X
OITSZLJ,O,X,X,X,X,X
OITSZJL,O,O,X,X,X,X
OITZLJS,O,X,X,X,X,X
OITZLSJ,O,X,X,X,X,X
OITZJLS,O,X,X,X,X,X
OITZJSL,O,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X
OITZSJL,O,X,X,X,X,X
OILTJSZ,X,X,X,X,X,O
OILTJZS,O,X,X,X,O,O
OILTSJZ,X,X,X,X,X,O
OILTSZJ,O,X,X,X,X,O
OILTZJS,O,X,X,X,X,O
OILTZSJ,O,X,X,X,X,O
OILJTSZ,X,X,O,X,X,O
OILJTZS,X,X,X,X,O,O
OILJSTZ,X,X,O,O,X,X
OILJSZT,X,X,O,O,O,X
OILJZTS,X,X,X,X,O,X
OILJZST,X,X,O,X,O,X
OILSTJZ,O,X,X,O,X,O
OILSTZJ,O,X,X,X,X,O
OILSJTZ,X,X,O,O,X,X
OILSJZT,X,X,O,O,O,X
OILSZTJ,O,X,X,X,X,X
OILSZJT,O,X,O,O,X,X
OILZTJS,O,X,X,X,X,O
OILZTSJ,O,X,X,X,X,O
OILZJTS,O,X,X,X,O,X
OILZJST,O,X,X,X,O,X
OILZSTJ,O,X,X,X,X,X
OILZSJT,O,X,X,X,X,X
OIJTLSZ,X,O,O,X,X,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,X,O,O,O,X,X
OIJTSZL,X,O,O,X,X,X
OIJTZLS,X,X,X,X,X,X
OIJTZSL,X,O,X,X,X,X
OIJLTSZ,X,O,O,X,X,X
OIJLTZS,X,X,X,X,O,X
OIJLSTZ,X,X,O,O,X,X
OIJLSZT,X,O,O,O,O,X
OIJLZTS,X,X,X,X,O,X
OIJLZST,X,X,O,X,O,X
OIJSTLZ,X,O,O,O,X,X
OIJSTZL,X,O,O,X,X,X
OIJSLTZ,X,X,O,O,X,X
OIJSLZT,X,O,O,O,O,X
OIJSZTL,X,O,O,X,X,X
OIJSZLT,X,O,O,O,X,X
OIJZTLS,X,X,X,X,X,X
OIJZTSL,X,O,X,X,X,X
OIJZLTS,X,X,X,X,O,X
OIJZLST,X,X,O,X,O,X
OIJZSTL,X,O,O,X,X,X
OIJZSLT,X,O,O,O,X,X
OISTLJZ,O,X,X,O,X,X
OISTLZJ,O,X,X,X,X,X
OISTJLZ,O,X,X,O,X,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,X,X,X,X,X
OISTZJL,O,X,X,X,X,X
OISLTJZ,O,X,X,O,X,X
OISLTZJ,O,X,X,X,X,X
OISLJTZ,X,X,O,O,X,X
OISLJZT,X,X,O,O,O,X
OISLZTJ,O,X,X,X,X,X
OISLZJT,O,X,O,O,X,X
OISJTLZ,X,X,O,O,X,X
OISJTZL,X,O,O,X,X,X
OISJLTZ,X,X,O,O,X,X
OISJLZT,X,O,O,O,O,X
OISJZTL,X,O,O,X,X,X
OISJZLT,X,O,O,O,X,X
OISZTLJ,O,X,X,X,X,X
OISZTJL,O,X,X,X,X,X
OISZLTJ,O,X,X,X,X,X
OISZLJT,O,X,X,O,X,X
OISZJTL,O,O,O,X,X,X
OISZJLT,O,O,O,O,X,X
OIZTLJS,O,X,X,X,X,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,O,X,X,X,X,X
OIZTJSL,O,X,X,X,X,X
OIZTSLJ,O,X,X,X,X,X
OIZTSJL,O,X,X,X,X,X
OIZLTJS,O,X,X,X,X,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,X,X,X,O,X
OIZLJST,O,X,X,X,O,X
OIZLSTJ,O,X,X,X,X,X
OIZLSJT,O,X,X,X,X,X
OIZJTLS,O,X,X,X,X,X
OIZJTSL,O,X,X,X,X,X
OIZJLTS,O,X,X,X,O,X
OIZJLST,O,X,X,X,O,X
OIZJSTL,O,X,X,X,X,X
OIZJSLT,O,X,X,O,X,X
OIZSTLJ,O,X,X,X,X,X
OIZSTJL,O,X,X,X,X,X
OIZSLTJ,O,X,X,X,X,X
OIZSLJT,O,X,X,O,X,X
OIZSJTL,O,X,X,X,X,X
OIZSJLT,O,X,X,O,X,X
OLTIJSZ,X,X,X,X,X,O
OLTIJZS,O,X,X,X,O,O
OLTISJZ,X,X,X,X,X,O
OLTISZJ,O,X,X,X,X,O
OLTIZJS,O,X,X,X,X,O
OLTIZSJ,O,X,X,X,X,O
OLTJISZ,X,X,O,X,X,O
OLTJIZS,O,X,X,X,O,O
OLTJSIZ,X,X,O,X,X,X
OLTJSZI,X,X,O,X,X,X
OLTJZIS,O,X,X,X,X,X
OLTJZSI,O,X,X,X,X,X
OLTSIJZ,X,X,X,X,X,O
OLTSIZJ,O,X,X,X,X,O
OLTSJIZ,X,X,O,X,X,X
OLTSJZI,X,X,O,X,X,X
OLTSZIJ,O,X,X,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,O,X,X,X,X,O
OLTZISJ,O,X,X,X,X,O
OLTZJIS,O,X,X,X,X,X
OLTZJSI,O,X,X,X,X,X
OLTZSIJ,O,X,X,X,X,X
OLTZSJI,O,X,X,X,X,X
OLITJSZ,X,X,X,X,X,O
OLITJZS,O,X,X,X,O,O
OLITSJZ,X,X,X,X,X,O
OLITSZJ,O,X,X,X,X,O
OLITZJS,O,X,X,X,X,O
OLITZSJ,O,X,X,X,X,O
OLIJTSZ,X,X,O,X,X,O
OLIJTZS,X,X,X,X,O,O
OLIJSTZ,X,X,O,O,X,X
OLIJSZT,X,X,O,O,O,X
OLIJZTS,X,X,X,X,O,X
OLIJZST,X,X,O,X,O,X
OLISTJZ,O,X,X,O,X,O
OLISTZJ,O,X,X,X,X,O
OLISJTZ,X,X,O,O,X,X
OLISJZT,X,X,O,O,O,X
OLISZTJ,O,X,X,X,X,X
OLISZJT,O,X,O,O,X,X
OLIZTJS,O,X,X,X,X,O
OLIZTSJ,O,X,X,X,X,O
OLIZJTS,O,X,X,X,O,X
OLIZJST,O,X,X,X,O,X
OLIZSTJ,O,X,X,X,X,X
OLIZSJT,O,X,X,X,X,X
OLJTISZ,X,X,O,X,X,O
OLJTIZS,X,X,X,X,O,O
OLJTSIZ,X,X,O,X,X,X
OLJTSZI,X,X,O,X,X,X
OLJTZIS,X,X,X,X,X,X
OLJTZSI,X,X,X,X,X,X
OLJITSZ,X,X,O,X,X,O
OLJITZS,X,X,X,X,O,O
OLJISTZ,X,X,O,O,X,X
OLJISZT,X,X,O,O,O,X
OLJIZTS,X,X,X,X,O,X
OLJIZST,X,X,O,X,O,X
OLJSTIZ,X,X,O,O,X,X
OLJSTZI,X,X,O,X,X,X
OLJSITZ,X,X,O,O,X,X
OLJSIZT,X,X,O,O,O,X
OLJSZTI,X,X,O,X,X,X
OLJSZIT,X,X,O,O,X,X
OLJZTIS,X,X,X,X,X,X
OLJZTSI,X,X,X,X,X,X
OLJZITS,X,X,X,X,O,X
OLJZIST,X,X,O,X,O,X
OLJZSTI,X,X,O,X,X,X
OLJZSIT,X,X,O,X,X,X
OLSTIJZ,O,X,X,O,X,O
OLSTIZJ,O,X,X,X,X,O
OLSTJIZ,O,X,O,O,X,X
OLSTJZI,O,X,O,X,X,X
OLSTZIJ,O,X,X,X,X,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,O,X,X,O,X,O
OLSITZJ,O,X,X,X,X,O
OLSIJTZ,X,X,O,O,X,X
OLSIJZT,X,X,O,O,O,X
OLSIZTJ,O,X,X,X,X,X
OLSIZJT,O,X,O,O,X,X
OLSJTIZ,X,X,O,O,X,X
OLSJTZI,X,X,O,X,X,X
OLSJITZ,X,X,O,O,X,X
OLSJIZT,X,X,O,O,O,X
OLSJZTI,X,X,O,X,X,X
OLSJZIT,X,X,O,O,X,X
OLSZTIJ,O,X,X,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,X,X,X,X,X
OLSZIJT,O,X,O,O,X,X
OLSZJTI,O,X,O,X,X,X
OLSZJIT,O,X,O,O,X,X
OLZTIJS,O,X,X,X,X,O
OLZTISJ,O,X,X,X,X,O
OLZTJIS,O,X,X,X,X,X
OLZTJSI,O,X,X,X,X,X
OLZTSIJ,O,X,X,X,X,X
OLZTSJI,O,X,X,X,X,X
OLZITJS,O,X,X,X,X,O
OLZITSJ,O,X,X,X,X,O
OLZIJTS,O,X,X,X,O,X
OLZIJST,O,X,X,X,O,X
OLZISTJ,O,X,X,X,X,X
OLZISJT,O,X,X,X,X,X
OLZJTIS,O,X,X,X,X,X
OLZJTSI,O,X,X,X,X,X
OLZJITS,O,X,X,X,O,X
OLZJIST,O,X,O,X,O,X
OLZJSTI,O,X,O,X,X,X
OLZJSIT,O,X,O,X,X,X
OLZSTIJ,O,X,X,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,X,X,X,X
OLZSIJT,O,X,O,X,X,X
OLZSJTI,O,X,O,X,X,X
OLZSJIT,O,X,O,X,X,X
OJTILSZ,X,O,O,X,X,X
OJTILZS,X,X,X,X,O,X
OJTISLZ,X,O,O,O,X,X
OJTISZL,X,O,O,X,X,X
OJTIZLS,X,X,X,X,X,X
OJTIZSL,X,O,X,X,X,X
OJTLISZ,X,O,O,X,X,X
OJTLIZS,X,X,X,X,O,X
OJTLSIZ,X,O,O,X,X,X
OJTLSZI,X,O,O,X,X,X
OJTLZIS,X,X,X,X,X,X
OJTLZSI,X,X,X,X,X,X
OJTSILZ,X,O,O,O,X,X
OJTSIZL,X,O,O,X,X,X
OJTSLIZ,X,O,O,O,X,X
OJTSLZI,X,O,O,X,X,X
OJTSZIL,X,O,O,X,X,X
OJTSZLI,X,O,O,X,X,X
OJTZILS,X,X,X,X,X,X
OJTZISL,X,O,X,X,X,X
OJTZLIS,X,X,X,X,X,X
OJTZLSI,X,X,X,X,X,X
OJTZSIL,X,O,X,X,X,X
OJTZSLI,X,O,X,X,X,X
OJITLSZ,X,O,O,X,X,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,X,O,O,O,X,X
OJITSZL,X,O,O,X,X,X
OJITZLS,X,X,X,X,X,X
OJITZSL,X,O,X,X,X,X
OJILTSZ,X,O,O,X,X,X
OJILTZS,X,X,X,X,O,X
OJILSTZ,X,X,O,O,X,X
OJILSZT,X,O,O,O,O,X
OJILZTS,X,X,X,X,O,X
OJILZST,X,X,O,X,O,X
OJISTLZ,X,O,O,O,X,X
OJISTZL,X,O,O,X,X,X
OJISLTZ,X,X,O,O,X,X
OJISLZT,X,O,O,O,O,X
OJISZTL,X,O,O,X,X,X
OJISZLT,X,O,O,O,X,X
OJIZTLS,X,X,X,X,X,X
OJIZTSL,X,O,X,X,X,X
OJIZLTS,X,X,X,X,O,X
OJIZLST,X,X,O,X,O,X
OJIZSTL,X,O,O,X,X,X
