sequence,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBXjBlmBctBTs?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBTjBlmBcsBXt?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBlnBctBzr?BCtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBTjB6rBcs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBFjB6sBct?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBXjB6rBct?BTsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBfoB6oBlmB0s?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBlmBcsBToBCs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFRiB+oBcpBlmBXs?BzsB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFWoBcpBlmBxsBzr?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JexCJvhFTkBlmB3nBctBip?BWxB
IZOSLJT,O,O,O,O,O,O,O,X,X,X,X
IZOSJTL,O,O,O,O,O,O,O,O,X,X,X
IZOSJLT,O,O,O,O,O,O,O,X,X,X,X
IOTLJSZ,X,X,X,X,O,X,X,X,X,X,X
IOTLJZS,O,X,X,X,O,O,X,X,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,X,X,X,X,X
IOTLZJS,O,X,X,X,O,O,X,X,X,X,X
IOTLZSJ,O,X,X,X,O,O,X,X,X,X,X
IOTJLSZ,X,X,X,X,O,X,X,X,X,X,X
IOTJLZS,O,X,X,X,O,O,X,X,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,X,X,X,X
IOTJSZL,O,X,O,X,O,O,X,X,X,X,X
IOTJZLS,O,X,O,X,O,O,X,O,X,O,X
IOTJZSL,O,O,O,X,O,O,O,O,X,X,X
IOTSLJZ,X,X,X,X,O,X,X,X,X,X,X
IOTSLZJ,X,X,X,X,O,X,X,X,X,X,X
IOTSJLZ,X,X,X,X,O,X,X,X,X,X,X
IOTSJZL,O,X,O,X,O,O,X,X,X,X,X
IOTSZLJ,O,X,O,X,O,O,X,X,X,X,X
IOTSZJL,O,X,O,X,O,O,X,X,X,X,X
IOTZLJS,O,X,O,X,O,O,X,O,X,O,X
IOTZLSJ,O,X,O,X,O,O,X,X,X,X,X
IOTZJLS,O,X,O,X,O,O,X,O,X,O,X
IOTZJSL,O,O,O,X,O,O,O,O,X,X,X
IOTZSLJ,O,O,O,X,O,O,O,X,X,X,O
IOTZSJL,O,O,O,X,O,O,O,O,X,X,O
IOLTJSZ,X,X,X,X,O,O,X,X,X,X,X
IOLTJZS,O,X,X,O,O,O,X,X,X,X,X
IOLTSJZ,X,X,X,X,O,O,X,X,X,X,X
IOLTSZJ,X,X,X,X,O,O,X,X,X,X,X
IOLTZJS,O,X,X,O,O,O,X,X,X,X,X
IOLTZSJ,O,X,X,O,O,O,X,X,X,X,X
IOLJTSZ,X,X,X,X,O,O,X,X,X,X,X
IOLJTZS,O,X,X,O,O,O,X,X,X,X,X
IOLJSTZ,X,X,X,O,O,O,X,X,X,X,X
IOLJSZT,X,X,O,O,O,O,X,X,X,X,X
IOLJZTS,O,X,O,O,O,O,X,O,X,X,X
IOLJZST,O,X,O,O,O,O,X,X,X,X,X
IOLSTJZ,X,X,X,O,O,O,X,X,X,X,X
IOLSTZJ,X,X,X,O,O,O,X,X,X,X,X
IOLSJTZ,X,X,X,O,O,O,X,X,X,X,X
IOLSJZT,X,X,O,O,O,O,X,X,X,X,X
IOLSZTJ,X,X,O,O,O,O,X,X,X,X,X
IOLSZJT,X,X,O,O,O,O,X,X,X,X,X
IOLZTJS,O,X,O,O,O,O,X,O,X,X,X
IOLZTSJ,O,X,O,O,O,O,X,X,X,X,X
IOLZJTS,O,X,O,O,O,O,X,O,X,X,X
IOLZJST,O,X,O,O,O,O,X,X,X,X,X
IOLZSTJ,O,X,O,O,O,O,X,X,X,X,X
IOLZSJT,O,X,O,O,O,O,X,X,X,X,X
IOJTLSZ,X,X,X,X,O,X,X,X,X,X,X
IOJTLZS,O,X,X,X,O,O,X,X,X,X,X
IOJTSLZ,X,X,X,X,O,X,X,X,X,X,X
IOJTSZL,O,X,O,X,O,O,X,X,X,X,X
IOJTZLS,O,X,O,X,O,O,X,O,X,O,X
IOJTZSL,O,O,O,X,O,O,O,O,X,X,X
IOJLTSZ,X,X,X,X,O,O,X,X,X,X,X
IOJLTZS,O,X,X,O,O,O,X,X,X,X,X
IOJLSTZ,X,X,X,O,O,O,X,X,X,X,X
IOJLSZT,X,X,O,O,O,O,X,X,X,X,X
IOJLZTS,O,X,O,O,O,O,X,O,X,X,X
IOJLZST,O,X,O,O,O,O,X,X,X,X,X
IOJSTLZ,X,X,X,O,O,X,X,X,X,X,X
IOJSTZL,O,O,O,O,O,O,X,X,X,X,X
IOJSLTZ,X,X,X,O,O,X,X,X,X,X,X
IOJSLZT,X,O,O,O,O,X,X,X,X,X,X
IOJSZTL,O,O,O,O,O,O,X,O,X,X,X
IOJSZLT,O,O,O,O,O,O,X,X,X,X,X
IOJZTLS,O,X,O,X,O,O,X,O,X,O,X
IOJZTSL,O,O,O,O,O,O,O,O,X,X,X
IOJZLTS,O,X,O,X,O,O,X,O,X,O,X
IOJZLST,O,X,O,X,O,O,X,X,X,X,X
IOJZSTL,O,O,O,O,O,O,O,O,X,X,X
IOJZSLT,O,O,O,O,O,O,O,X,X,X,X
IOSTLJZ,X,X,X,O,O,X,X,X,X,X,X
IOSTLZJ,X,X,X,O,O,X,X,X,X,X,X
IOSTJLZ,X,X,X,O,O,X,X,X,X,X,X
IOSTJZL,O,O,O,O,O,O,X,X,X,X,X
IOSTZLJ,O,O,O,O,O,O,X,X,X,X,X
IOSTZJL,O,O,O,O,O,O,X,X,X,X,X
IOSLTJZ,X,X,X,O,O,X,X,X,X,X,X
IOSLTZJ,X,X,X,O,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,O,X,X,X,X,X,X
IOSLJZT,X,O,O,O,O,X,X,X,X,X,X
IOSLZTJ,X,O,O,O,O,X,X,X,X,X,X
IOSLZJT,X,O,O,O,O,X,X,X,X,X,X
IOSJTLZ,X,X,X,O,O,X,X,X,X,X,X
IOSJTZL,O,O,O,O,O,O,X,X,X,X,X
IOSJLTZ,X,X,X,O,O,X,X,X,X,X,X
IOSJLZT,X,O,O,O,O,X,X,X,X,X,X
IOSJZTL,O,O,O,O,O,O,X,O,X,X,X
IOSJZLT,O,O,O,O,O,O,X,X,X,X,X
IOSZTLJ,O,O,O,O,O,O,X,X,X,X,X
IOSZTJL,O,O,O,O,O,O,X,O,X,X,X
IOSZLTJ,O,O,O,O,O,O,X,X,X,X,X
IOSZLJT,O,O,O,O,O,O,X,X,X,X,X
IOSZJTL,O,O,O,O,O,O,X,O,X,X,X
IOSZJLT,O,O,O,O,O,O,X,X,X,X,X
IOZTLJS,O,X,O,X,O,O,X,O,X,O,X
IOZTLSJ,O,X,O,X,O,O,X,X,X,X,X
IOZTJLS,O,X,O,X,O,O,X,O,X,O,X
IOZTJSL,O,O,O,O,O,O,O,O,X,X,X
IOZTSLJ,O,O,O,O,O,O,O,X,X,X,O
IOZTSJL,O,O,O,O,O,O,O,O,X,X,O
IOZLTJS,O,X,O,X,O,O,X,O,X,O,X
IOZLTSJ,O,X,O,X,O,O,X,X,X,X,X
IOZLJTS,O,X,O,X,O,O,X,O,X,O,X
IOZLJST,O,X,O,X,O,O,X,X,X,X,X
IOZLSTJ,O,X,O,X,O,O,X,X,X,X,X
IOZLSJT,O,X,O,X,O,O,X,X,X,X,X
IOZJTLS,O,X,O,X,O,O,X,O,X,O,X
IOZJTSL,O,O,O,O,O,O,O,O,X,X,X
IOZJLTS,O,X,O,X,O,O,X,O,X,O,X
IOZJLST,O,X,O,X,O,O,X,X,X,X,X
IOZJSTL,O,O,O,O,O,O,O,O,X,X,X
IOZJSLT,O,O,O,O,O,O,O,X,X,X,X
IOZSTLJ,O,O,O,O,O,O,O,X,X,X,O
IOZSTJL,O,O,O,O,O,O,O,O,X,X,O
IOZSLTJ,O,O,O,O,O,O,O,X,X,X,X
IOZSLJT,O,O,O,O,O,O,O,X,X,X,X
IOZSJTL,O,O,O,O,O,O,O,O,X,X,X
IOZSJLT,O,O,O,O,O,O,O,X,X,X,X
LTIJSZO,X,X,X,O,O,O,X,X,X,X,X
LTIJSOZ,X,X,X,O,X,O,X,X,X,X,X
LTIJZSO,O,O,X,O,O,O,O,X,X,O,X
LTIJZOS,X,X,X,O,O,O,X,O,X,O,X
LTIJOSZ,X,X,X,X,X,O,X,X,X,X,X
LTIJOZS,O,X,X,O,X,O,X,X,X,X,X
LTISJZO,X,X,X,O,O,O,X,X,X,X,X
LTISJOZ,X,X,X,O,X,O,X,X,X,X,X
LTISZJO,X,X,X,O,O,O,X,X,X,X,X
LTISZOJ,X,X,X,O,O,O,X,X,X,X,X
LTISOJZ,X,X,X,O,X,O,X,X,X,X,X
LTISOZJ,X,X,X,O,X,O,X,X,X,X,X
LTIZJSO,O,O,X,O,O,O,O,X,X,O,X
LTIZJOS,X,X,X,O,O,O,X,O,X,O,X
LTIZSJO,O,O,X,O,O,O,O,X,X,O,X
LTIZSOJ,X,O,X,O,O,O,O,X,X,X,X
LTIZOJS,X,X,X,O,O,O,X,O,X,O,X
LTIZOSJ,X,X,X,O,O,O,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,O,X,X,O,X,O,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,O,X,X,X,X,X
LTIOZJS,O,X,X,O,X,O,X,X,X,X,X
LTIOZSJ,O,X,X,O,X,O,X,X,X,X,X
LTJISZO,X,X,X,O,O,O,X,X,X,X,X
LTJISOZ,X,X,X,O,X,O,X,X,X,X,X
LTJIZSO,O,O,X,O,O,O,O,X,X,X,X
LTJIZOS,X,X,X,O,O,O,X,O,X,X,X
LTJIOSZ,X,X,X,X,X,O,X,X,X,X,X
LTJIOZS,O,X,X,O,X,O,X,X,X,X,X
LTJSIZO,X,X,X,O,O,O,X,X,X,X,X
LTJSIOZ,X,X,X,O,X,O,X,X,X,X,X
LTJSZIO,X,X,X,O,O,O,X,X,X,X,X
LTJSZOI,X,X,X,O,O,O,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,O,X,X,X,X,X
LTJSOZI,X,X,X,O,X,O,X,X,X,X,X
LTJZISO,O,O,X,O,O,O,O,X,X,X,X
LTJZIOS,X,X,X,O,O,O,X,O,X,X,X
LTJZSIO,O,O,X,O,O,O,O,X,X,X,X
LTJZSOI,X,O,X,O,O,O,O,X,X,X,X
LTJZOIS,X,X,X,O,O,O,X,O,X,X,X
LTJZOSI,X,X,X,O,O,O,X,X,X,X,X
LTJOISZ,X,X,X,X,X,O,X,X,X,X,X
LTJOIZS,O,X,X,O,X,O,X,X,X,X,X
LTJOSIZ,X,X,X,X,X,O,X,X,X,X,X
LTJOSZI,X,X,X,X,X,O,X,X,X,X,X
LTJOZIS,O,X,X,O,X,O,X,X,X,X,X
LTJOZSI,O,X,X,O,X,O,X,X,X,X,X
LTSIJZO,X,X,X,O,O,O,X,X,X,X,X
LTSIJOZ,X,X,X,O,X,O,X,X,X,X,X
LTSIZJO,X,X,X,O,O,O,X,X,X,X,X
LTSIZOJ,X,X,X,O,O,O,X,X,X,X,X
LTSIOJZ,X,X,X,O,X,O,X,X,X,X,X
LTSIOZJ,X,X,X,O,X,O,X,X,X,X,X
LTSJIZO,X,X,X,O,O,O,X,X,O,X,X
LTSJIOZ,X,X,X,O,X,O,X,X,X,X,X
LTSJZIO,X,X,X,O,O,O,X,X,O,X,X
LTSJZOI,X,X,X,O,O,O,X,X,O,X,X
LTSJOIZ,X,X,X,O,X,O,X,X,X,X,X
LTSJOZI,X,X,X,O,X,O,X,X,X,X,X
LTSZIJO,X,X,X,O,O,O,X,X,O,X,X
LTSZIOJ,X,X,X,O,O,O,X,X,X,X,X
LTSZJIO,X,X,X,O,O,O,X,X,O,X,X
LTSZJOI,X,X,X,O,O,O,X,X,O,X,X
LTSZOIJ,X,X,X,O,O,O,X,X,X,X,X
LTSZOJI,X,X,X,O,O,O,X,X,O,X,X
LTSOIJZ,X,X,X,O,X,O,X,X,X,X,X
LTSOIZJ,X,X,X,O,X,O,X,X,X,X,X
LTSOJIZ,X,X,X,O,X,O,X,X,X,X,X
LTSOJZI,X,X,X,O,X,O,X,X,X,X,X
LTSOZIJ,X,X,X,O,X,O,X,X,X,X,X
LTSOZJI,X,X,X,O,X,O,X,X,X,X,X
LTZIJSO,O,O,X,O,O,O,O,X,X,O,X
LTZIJOS,X,X,X,O,O,O,X,O,X,O,X
LTZISJO,O,O,X,O,O,O,O,X,O,O,X
LTZISOJ,X,O,X,O,O,O,O,X,X,X,X
LTZIOJS,X,X,X,O,O,O,X,O,X,O,X
LTZIOSJ,X,X,X,O,O,O,X,X,X,X,X
LTZJISO,O,O,X,O,O,O,O,X,X,O,X
LTZJIOS,X,X,X,O,O,O,X,O,X,O,X
LTZJSIO,O,O,X,O,O,O,O,X,O,X,X
LTZJSOI,X,O,X,O,O,O,O,X,O,X,X
LTZJOIS,X,X,X,O,O,O,X,O,X,X,X
LTZJOSI,X,X,X,O,O,O,X,X,X,X,X
LTZSIJO,O,O,X,O,O,O,O,X,O,O,X
LTZSIOJ,X,O,X,O,O,O,O,X,X,X,O
LTZSJIO,O,O,X,O,O,O,O,X,O,X,X
LTZSJOI,X,O,X,O,O,O,O,X,O,X,X
LTZSOIJ,X,O,X,O,O,O,O,X,X,X,O
LTZSOJI,X,O,X,O,O,O,O,X,O,X,O
LTZOIJS,X,X,X,O,O,O,X,O,X,O,X
LTZOISJ,X,X,X,O,O,O,X,X,X,X,X
LTZOJIS,X,X,X,O,O,O,X,O,X,X,X
LTZOJSI,X,X,X,O,O,O,X,X,X,X,X
LTZOSIJ,X,X,X,O,O,O,X,X,X,X,O
LTZOSJI,X,X,X,O,O,O,X,X,O,X,O
LTOIJSZ,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,O,X,X,O,X,O,X,X,X,X,X
LTOISJZ,X,X,X,X,X,O,X,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,X,X,X,X
LTOIZJS,O,X,X,O,X,O,X,X,X,X,X
LTOIZSJ,O,X,X,O,X,O,X,X,X,X,X
LTOJISZ,X,X,X,X,X,O,X,X,X,X,X
LTOJIZS,O,X,X,O,X,O,X,X,X,X,X
LTOJSIZ,X,X,X,X,X,O,X,X,X,X,X
LTOJSZI,X,X,X,X,X,O,X,X,X,X,X
LTOJZIS,O,X,X,O,X,O,X,X,X,X,X
LTOJZSI,O,X,X,O,X,O,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,X,X,X,X
LTOSZJI,X,X,X,X,X,O,X,X,X,X,X
LTOZIJS,O,X,X,O,X,O,X,X,X,X,X
LTOZISJ,O,X,X,O,X,O,X,X,X,X,X
LTOZJIS,O,X,X,O,X,O,X,X,X,X,X
LTOZJSI,O,X,X,O,X,O,X,X,X,X,X
LTOZSIJ,O,X,X,O,X,O,X,X,X,X,O
LTOZSJI,O,X,X,O,X,O,X,X,X,X,O
LITJSZO,X,X,X,O,O,O,X,X,X,X,X
LITJSOZ,X,X,X,O,X,O,X,X,X,X,X
LITJZSO,O,O,X,O,O,O,O,X,X,O,X
LITJZOS,X,X,X,O,O,O,X,O,X,O,X
LITJOSZ,X,X,X,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,O,X,O,X,X,X,X,X
LITSJZO,X,X,X,O,O,O,X,X,X,X,X
LITSJOZ,X,X,X,O,X,O,X,X,X,X,X
LITSZJO,X,X,X,O,O,O,X,X,X,X,X
LITSZOJ,X,X,X,O,O,O,X,X,X,X,X
LITSOJZ,X,X,X,O,X,O,X,X,X,X,X
LITSOZJ,X,X,X,O,X,O,X,X,X,X,X
LITZJSO,O,O,X,O,O,O,O,X,X,O,X
LITZJOS,X,X,X,O,O,O,X,O,X,O,X
LITZSJO,O,O,X,O,O,O,O,X,X,O,X
LITZSOJ,X,O,X,O,O,O,O,X,X,X,X
LITZOJS,X,X,X,O,O,O,X,O,X,O,X
LITZOSJ,X,X,X,O,O,O,X,X,X,X,X
LITOJSZ,X,X,X,X,X,O,X,X,X,X,X
LITOJZS,O,X,X,O,X,O,X,X,X,X,X
LITOSJZ,X,X,X,X,X,O,X,X,X,X,X
LITOSZJ,X,X,X,X,X,O,X,X,X,X,X
LITOZJS,O,X,X,O,X,O,X,X,X,X,X
LITOZSJ,O,X,X,O,X,O,X,X,X,X,X
LIJTSZO,X,X,X,O,O,O,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,O,X,X,X,X,X
LIJTZSO,O,O,X,O,O,O,O,X,X,O,X
LIJTZOS,X,X,X,O,O,O,X,O,X,O,X
LIJTOSZ,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,O,X,X,O,X,O,X,X,X,X,X
LIJSTZO,X,X,X,O,O,O,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,O,X,X,X,X,X
LIJSZTO,X,O,X,O,O,O,X,X,X,X,X
LIJSZOT,X,O,X,O,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,O,O,O,X,X,X,X,X
LIJSOZT,X,O,O,O,O,O,X,X,X,X,X
LIJZTSO,O,O,X,O,O,O,O,X,X,O,X
LIJZTOS,X,X,X,O,O,O,X,O,X,O,X
LIJZSTO,O,O,X,O,O,O,O,X,X,O,X
LIJZSOT,O,O,X,O,O,O,O,X,X,X,X
LIJZOTS,O,X,O,O,O,O,X,O,X,O,X
LIJZOST,O,X,O,O,O,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,O,X,X,X,X,X
LIJOTZS,O,X,X,O,O,O,X,X,X,X,X
LIJOSTZ,X,X,X,O,O,O,X,X,X,X,X
LIJOSZT,X,X,O,O,O,O,X,X,X,X,X
LIJOZTS,O,X,O,O,O,O,X,O,X,X,X
LIJOZST,O,X,O,O,O,O,X,X,X,X,X
LISTJZO,X,X,X,O,O,O,X,X,X,X,X
LISTJOZ,X,X,X,O,X,O,X,X,X,X,X
LISTZJO,X,X,X,O,O,O,X,X,X,X,X
LISTZOJ,X,X,X,O,O,O,X,X,X,X,X
LISTOJZ,X,X,X,O,X,O,X,X,X,X,X
LISTOZJ,X,X,X,O,X,O,X,X,X,X,X
LISJTZO,X,X,X,O,O,O,X,X,X,X,X
LISJTOZ,X,X,X,O,X,O,X,X,X,X,X
LISJZTO,X,O,X,O,O,O,X,X,X,X,X
LISJZOT,X,O,X,O,O,O,X,X,X,X,X
LISJOTZ,X,X,X,O,O,O,X,X,X,X,X
LISJOZT,X,O,O,O,O,O,X,X,X,X,X
LISZTJO,X,O,X,O,O,O,X,X,X,X,X
LISZTOJ,X,O,X,O,O,O,X,X,X,X,X
LISZJTO,X,O,X,O,O,O,X,X,X,X,X
LISZJOT,X,O,X,O,O,O,X,X,X,X,X
LISZOTJ,X,O,X,O,O,O,X,X,X,X,X
LISZOJT,X,O,X,O,O,O,X,X,X,X,X
LISOTJZ,X,X,X,O,O,O,X,X,X,X,X
LISOTZJ,X,X,X,O,O,O,X,X,X,X,X
LISOJTZ,X,X,X,O,O,O,X,X,X,X,X
LISOJZT,X,O,O,O,O,O,X,X,X,X,X
LISOZTJ,X,O,O,O,O,O,X,X,X,X,X
LISOZJT,X,O,O,O,O,O,X,X,X,X,X
LIZTJSO,O,O,X,O,O,O,O,X,X,O,X
LIZTJOS,X,X,X,O,O,O,X,O,X,O,X
LIZTSJO,O,O,X,O,O,O,O,X,X,O,X
LIZTSOJ,X,O,X,O,O,O,O,X,X,X,X
LIZTOJS,X,X,X,O,O,O,X,O,X,O,X
LIZTOSJ,X,X,X,O,O,O,X,X,X,X,X
LIZJTSO,O,O,X,O,O,O,O,X,X,O,X
LIZJTOS,X,X,X,O,O,O,X,O,X,O,X
LIZJSTO,O,O,X,O,O,O,O,X,X,O,X
LIZJSOT,O,O,X,O,O,O,O,X,X,X,X
LIZJOTS,O,X,O,O,O,O,X,O,X,O,X
LIZJOST,O,X,O,O,O,O,X,X,X,X,X
LIZSTJO,O,O,X,O,O,O,O,X,X,O,X
LIZSTOJ,X,O,X,O,O,O,O,X,X,X,X
LIZSJTO,O,O,X,O,O,O,O,X,X,O,X
LIZSJOT,O,O,X,O,O,O,O,X,X,X,X
LIZSOTJ,O,O,X,O,O,O,O,X,X,X,X
LIZSOJT,O,O,X,O,O,O,O,X,X,X,X
LIZOTJS,O,X,O,O,O,O,X,O,X,O,X
LIZOTSJ,O,X,O,O,O,O,X,X,X,X,X
LIZOJTS,O,X,O,O,O,O,X,O,X,O,X
LIZOJST,O,X,O,O,O,O,X,X,X,X,X
LIZOSTJ,O,X,O,O,O,O,X,X,X,X,X
LIZOSJT,O,X,O,O,O,O,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,O,X,X,X,X,X
LIOTJZS,O,X,X,O,O,O,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,O,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,O,X,X,X,X,X
LIOTZJS,O,X,X,O,O,O,X,X,X,X,X
LIOTZSJ,O,X,X,O,O,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,O,X,X,X,X,X
LIOJTZS,O,X,X,O,O,O,X,X,X,X,X
LIOJSTZ,X,X,X,O,O,O,X,X,X,X,X
LIOJSZT,X,X,O,O,O,O,X,X,X,X,X
LIOJZTS,O,X,O,O,O,O,X,O,X,X,X
LIOJZST,O,X,O,O,O,O,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,O,X,X,X,X,X
LIOSTZJ,X,X,X,O,O,O,X,X,X,X,X
LIOSJTZ,X,X,X,O,O,O,X,X,X,X,X
LIOSJZT,X,X,O,O,O,O,X,X,X,X,X
LIOSZTJ,X,X,O,O,O,O,X,X,X,X,X
LIOSZJT,X,X,O,O,O,O,X,X,X,X,X
LIOZTJS,O,X,O,O,O,O,X,O,X,X,X
LIOZTSJ,O,X,O,O,O,O,X,X,X,X,X
LIOZJTS,O,X,O,O,O,O,X,O,X,X,X
LIOZJST,O,X,O,O,O,O,X,X,X,X,X
LIOZSTJ,O,X,O,O,O,O,X,X,X,X,X
LIOZSJT,O,X,O,O,O,O,X,X,X,X,X
LJTISZO,X,X,X,O,O,O,X,X,X,X,X
LJTISOZ,X,X,X,O,X,O,X,X,X,X,X
LJTIZSO,O,O,X,O,O,O,O,X,X,X,X
LJTIZOS,X,X,X,O,O,O,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,O,X,X,X,X,X
LJTIOZS,O,X,X,O,X,O,X,X,X,X,X
LJTSIZO,X,X,X,O,O,O,X,X,X,X,X
LJTSIOZ,X,X,X,O,X,O,X,X,X,X,X
LJTSZIO,X,X,X,O,O,O,X,X,X,X,X
LJTSZOI,X,X,X,O,O,O,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,O,X,X,X,X,X
LJTSOZI,X,X,X,O,X,O,X,X,X,X,X
LJTZISO,O,O,X,O,O,O,O,X,X,X,X
LJTZIOS,X,X,X,O,O,O,X,O,X,X,X
LJTZSIO,O,O,X,O,O,O,O,X,X,X,X
LJTZSOI,X,O,X,O,O,O,O,X,X,X,X
LJTZOIS,X,X,X,O,O,O,X,O,X,X,X
LJTZOSI,X,X,X,O,O,O,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,X,X,X,X,X
LJTOIZS,O,X,X,O,X,O,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,X
LJTOSZI,X,X,X,X,X,O,X,X,X,X,X
LJTOZIS,O,X,X,O,X,O,X,X,X,X,X
LJTOZSI,O,X,X,O,X,O,X,X,X,X,X
LJITSZO,X,X,X,O,O,O,X,X,X,X,X
LJITSOZ,X,X,X,O,X,O,X,X,X,X,X
LJITZSO,O,O,X,O,O,O,O,X,X,X,X
LJITZOS,X,X,X,O,O,O,X,O,X,X,X
LJITOSZ,X,X,X,X,X,O,X,X,X,X,X
LJITOZS,O,X,X,O,X,O,X,X,X,X,X
LJISTZO,X,X,X,O,O,O,X,X,X,X,X
LJISTOZ,X,X,X,O,X,O,X,X,X,X,X
LJISZTO,X,O,X,O,O,O,X,X,X,X,X
LJISZOT,X,O,X,O,O,O,X,X,X,X,X
LJISOTZ,X,X,X,O,O,O,X,X,X,X,X
LJISOZT,X,O,O,O,O,O,X,X,X,X,X
LJIZTSO,O,O,X,O,O,O,O,X,X,X,X
LJIZTOS,X,X,X,O,O,O,X,O,X,X,X
LJIZSTO,O,O,X,O,O,O,O,X,X,X,X
LJIZSOT,O,O,X,O,O,O,O,X,X,X,X
LJIZOTS,O,X,O,O,O,O,X,O,X,X,X
LJIZOST,O,X,O,O,O,O,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,O,X,X,X,X,X
LJIOTZS,O,X,X,O,O,O,X,X,X,X,X
LJIOSTZ,X,X,X,O,O,O,X,X,X,X,X
LJIOSZT,X,X,O,O,O,O,X,X,X,X,X
LJIOZTS,O,X,O,O,O,O,X,O,X,X,X
LJIOZST,O,X,O,O,O,O,X,X,X,X,X
LJSTIZO,X,X,X,O,O,O,X,X,O,X,X
LJSTIOZ,X,X,X,O,X,O,X,X,X,X,X
LJSTZIO,X,X,X,O,O,O,X,X,O,X,X
LJSTZOI,X,X,X,O,O,O,X,X,O,X,X
LJSTOIZ,X,X,X,O,X,O,X,X,X,X,X
LJSTOZI,X,X,X,O,X,O,X,X,X,X,X
LJSITZO,X,X,X,O,O,O,X,X,X,X,X
LJSITOZ,X,X,X,O,X,O,X,X,X,X,X
LJSIZTO,X,O,X,O,O,O,X,X,X,X,X
LJSIZOT,X,O,X,O,O,O,X,X,X,X,X
LJSIOTZ,X,X,X,O,O,O,X,X,X,X,X
LJSIOZT,X,O,O,O,O,O,X,X,X,X,X
LJSZTIO,X,O,X,O,O,O,X,X,O,X,X
LJSZTOI,X,O,X,O,O,O,X,X,O,X,X
LJSZITO,X,O,X,O,O,O,X,X,O,X,X
LJSZIOT,X,O,X,O,O,O,X,X,X,X,X
LJSZOTI,X,O,X,O,O,O,X,X,O,X,X
LJSZOIT,X,O,X,O,O,O,X,X,X,X,X
LJSOTIZ,X,X,X,O,O,O,X,X,X,X,X
LJSOTZI,X,X,X,O,O,O,X,X,X,X,X
LJSOITZ,X,X,X,O,O,O,X,X,X,X,X
LJSOIZT,X,O,O,O,O,O,X,X,X,X,X
LJSOZTI,X,O,O,O,O,O,X,X,X,X,X
LJSOZIT,X,O,O,O,O,O,X,X,X,X,X
LJZTISO,O,O,X,O,O,O,O,X,X,X,X
LJZTIOS,X,X,X,O,O,O,X,O,X,X,X
LJZTSIO,O,O,X,O,O,O,O,X,O,X,X
LJZTSOI,X,O,X,O,O,O,O,X,O,X,X
LJZTOIS,X,X,X,O,O,O,X,O,X,X,X
LJZTOSI,X,X,X,O,O,O,X,X,X,X,X
LJZITSO,O,O,X,O,O,O,O,X,X,X,X
LJZITOS,X,X,X,O,O,O,X,O,X,X,X
LJZISTO,O,O,X,O,O,O,O,X,O,X,X
LJZISOT,O,O,X,O,O,O,O,X,X,X,X
LJZIOTS,O,X,O,O,O,O,X,O,X,X,X
