sequence,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxgBTiB/pBGmBiq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBGiBikB3mBzp?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhFXhBTiBmkBSrB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFRhBSnBTkBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lB+mBTiB/pBaq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBSnBTkBeqB3m?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jei/IvhF+mBTiBRlB3lB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeKEJvhFzfBGiBRmBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFfmB6mBTiBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8JeGBJvhFTiBUmBxpBlsB/p?BaqB,v115@FhB8HeB8IeB8BeD8AeB8JeyEJvhFzgBGiB3mBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB/pBzlBCnBOq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeFAJvhF0hBzlBmpBRsB/p?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhF3gBxmB2qBCnB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeXAJvhFxhB2pBzlBCnBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB2pBzlBCnBls?BXqB,v115@FhB8HeB8IeB8BeD8AeB8Jel/IvhFThB/pB2sBxqBcq?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhFVmBypB0nBRrBXq?BGsB
TJLZISO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TJLZSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TJLZOIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
TJLZOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJLOISZ,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X
TJLOIZS,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
TJLOSIZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
TJLOSZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJLOZIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
TJLOZSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJSILZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TJSILOZ,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X
TJSIZLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TJSIZOL,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TJSIOLZ,O,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X
TJSIOZL,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TJSLIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TJSLZIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TJSLOIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJSLOZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJSZILO,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TJSZIOL,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSZLIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
TJSZOIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJSZOLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TJSOILZ,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TJSOIZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TJSOLIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJSOLZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJSOZIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJSOZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TJZILSO,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TJZILOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TJZISLO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TJZISOL,O,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TJZIOLS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TJZIOSL,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TJZLISO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJZLIOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TJZLSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TJZLOIS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
TJZLOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJZSILO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TJZSIOL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TJZSOIL,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TJZSOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJZOILS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TJZOISL,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TJZOLIS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
TJZOLSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJZOSIL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJOILSZ,O,O,X,O,X,O,O,O,O,X,O,X,O,X,O,O,X,X
TJOILZS,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
TJOISLZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,X
TJOISZL,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TJOIZLS,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
TJOIZSL,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
TJOLISZ,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X
TJOLIZS,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
TJOLSIZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
TJOLSZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJOLZIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
TJOLZSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJOSILZ,O,O,X,X,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TJOSIZL,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TJOSLZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TJOSZIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TJOSZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TJOZILS,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
TJOZISL,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
TJOZLIS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
TJOZLSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TJOZSIL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TSILJZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSILJOZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSILZJO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSILZOJ,O,O,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
TSILOJZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSILOZJ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIJLZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIJLOZ,O,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIJZLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIJZOL,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TSIJOLZ,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSIJOZL,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
TSIZLOJ,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TSIZJLO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
TSIZJOL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSIZOLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSIZOJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSIOLJZ,O,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIOLZJ,O,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TSIOJLZ,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TSIOJZL,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TSIOZLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSIOZJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSLIJZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLIJOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLIZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLIZOJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLIOJZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,X,X
TSLIOZJ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TSLJIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSLJIOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TSLJOIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSLJOZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSLZIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSLZOJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSLOIZJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TSLOJIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSLOJZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSLOZIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
TSLOZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSJILZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TSJILOZ,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X
TSJIZLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
TSJIZOL,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TSJIOLZ,O,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X
TSJIOZL,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
TSJLIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
TSJLZIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TSJLOIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSJLOZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSJZILO,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TSJZIOL,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJZLIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
TSJZOIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJZOLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TSJOILZ,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TSJOIZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSJOLZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSJOZIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJOZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TSZILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSZILOJ,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TSZIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TSZIJOL,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TSZIOLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSZIOJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSZLIJO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSZLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TSZLOJI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TSZJIOL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSZJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TSZJOIL,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TSZJOLI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TSZOILJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TSZOIJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TSZOLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSZOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TSOILJZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,X,X,X
TSOILZJ,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X
TSOIJLZ,O,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X
TSOIJZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOIZLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TSOIZJL,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TSOLIJZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSOLIZJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
TSOLJIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSOLJZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSOLZIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
TSOLZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
TSOJILZ,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
TSOJIZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TSOJLZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSOJZIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOJZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
TSOZILJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
TSOZIJL,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOZLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TSOZJIL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSOZJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TZILJSO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TZILJOS,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZILSJO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TZILSOJ,X,X,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,O
TZILOJS,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TZILOSJ,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
TZIJLSO,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TZIJLOS,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O
TZIJSLO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZIJSOL,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TZIJOLS,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZIJOSL,X,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZISLJO,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZISLOJ,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,X,X,O
TZISJLO,X,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZISJOL,X,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TZISOLJ,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
TZISOJL,X,X,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZIOLJS,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
TZIOLSJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O
TZIOJLS,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TZIOJSL,X,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X
TZIOSLJ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TZIOSJL,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
TZLIJSO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLIJOS,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TZLISJO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLISOJ,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X
TZLIOJS,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
TZLIOSJ,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
TZLJISO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLJIOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZLJSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZLJOIS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
TZLJOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TZLSIJO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLSJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLSOJI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TZLOIJS,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TZLOISJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
TZLOJIS,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
TZLOJSI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
TZLOSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TZLOSJI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZJILSO,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
TZJILOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZJISLO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TZJISOL,O,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TZJIOLS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TZJIOSL,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TZJLISO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZJLIOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZJLSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZJLOIS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
TZJLOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TZJSILO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TZJSIOL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZJSLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZJSOIL,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TZJSOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TZJOILS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TZJOISL,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TZJOLIS,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
TZJOLSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TZJOSIL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TZJOSLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
TZSILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZSILOJ,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
TZSIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
TZSIJOL,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
TZSIOLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZSIOJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZSLIJO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZSLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZSLOJI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
TZSJIOL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TZSJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
TZSJOIL,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TZSJOLI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TZSOILJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
TZSOIJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
TZSOLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
